draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,name,position,team,years_experience,injury_status,Season
1100836812483829761,1,,1,Devin,4034,,9,1,Christian McCaffrey,RB,SF,7,Questionable,2024-25
1100836812483829761,2,,2,Scott,6786,,2,1,CeeDee Lamb,WR,DAL,4,,2024-25
1100836812483829761,3,,3,James,9509,"{'605824057266483200': ['poop'], '607733942388322304': ['poop'], '608049714767679488': ['poop']}",5,1,Bijan Robinson,RB,ATL,1,,2024-25
1100836812483829761,4,,4,Kiyan,3321,"{'466691579390717952': ['poop'], '605824057266483200': ['shock'], '607791058134327296': ['poop'], '608049714767679488': ['poop'], '608106839443337216': ['poop']}",10,1,Tyreek Hill,WR,MIA,8,Questionable,2024-25
1100836812483829761,5,,5,Zack,7564,{'605824057266483200': ['smart']},3,1,Ja'Marr Chase,WR,CIN,3,,2024-25
1100836812483829761,6,,6,Nate,7547,,1,1,Amon-Ra St. Brown,WR,DET,3,,2024-25
1100836812483829761,7,,7,Eric,6794,"{'466691579390717952': ['dislike'], '607791058134327296': ['crying']}",6,1,Justin Jefferson,WR,MIN,4,,2024-25
1100836812483829761,8,,8,Adam,8155,{'466691579390717952': ['dislike']},7,1,Breece Hall,RB,NYJ,2,,2024-25
1100836812483829761,9,,9,Trent,8146,,4,1,Garrett Wilson,WR,NYJ,2,,2024-25
1100836812483829761,10,,10,Ira,5859,"{'605824057266483200': ['angry'], '608049714767679488': ['poop']}",8,1,A.J. Brown,WR,PHI,5,,2024-25
1100836812483829761,10,,11,Ira,4866,,8,2,Saquon Barkley,RB,PHI,6,,2024-25
1100836812483829761,9,,12,Trent,9221,,4,2,Jahmyr Gibbs,RB,DET,1,Questionable,2024-25
1100836812483829761,8,,13,Adam,11628,,7,2,Marvin Harrison,WR,ARI,0,,2024-25
1100836812483829761,7,,14,Eric,6813,,6,2,Jonathan Taylor,RB,IND,4,,2024-25
1100836812483829761,6,,15,Nate,8150,,1,2,Kyren Williams,RB,LAR,2,,2024-25
1100836812483829761,5,,16,Zack,3198,,3,2,Derrick Henry,RB,BAL,8,,2024-25
1100836812483829761,4,,17,Kiyan,9493,,10,2,Puka Nacua,WR,LAR,1,Questionable,2024-25
1100836812483829761,3,,18,James,7543,,5,2,Travis Etienne,RB,JAX,3,,2024-25
1100836812483829761,2,,19,Scott,8205,"{'466691579390717952': ['crying'], '605824057266483200': ['dislike'], '607733942388322304': ['smart'], '607791058134327296': ['happy'], '608049714767679488': ['poop']}",2,2,Isiah Pacheco,RB,KC,2,,2024-25
1100836812483829761,1,,20,Devin,2216,,9,2,Mike Evans,WR,TB,10,,2024-25
1100836812483829761,1,,21,Devin,9226,,9,3,De'Von Achane,RB,MIA,1,,2024-25
1100836812483829761,2,,22,Scott,8112,,2,3,Drake London,WR,ATL,2,,2024-25
1100836812483829761,3,,23,James,1466,,5,3,Travis Kelce,TE,KC,11,,2024-25
1100836812483829761,4,,24,Kiyan,2133,,10,3,Davante Adams,WR,LV,10,Questionable,2024-25
1100836812483829761,5,,25,Zack,6803,,3,3,Brandon Aiyuk,WR,SF,4,,2024-25
1100836812483829761,6,,26,Nate,8144,,1,3,Chris Olave,WR,NO,2,,2024-25
1100836812483829761,7,,27,Eric,4984,"{'605824057266483200': ['crying'], '607733942388322304': ['heart']}",6,3,Josh Allen,QB,BUF,6,,2024-25
1100836812483829761,8,,28,Adam,4881,,7,3,Lamar Jackson,QB,BAL,6,,2024-25
1100836812483829761,9,,29,Trent,5850,{'607733942388322304': ['smart']},4,3,Josh Jacobs,RB,GB,5,,2024-25
1100836812483829761,10,,30,Ira,7569,{'607733942388322304': ['smart']},8,3,Nico Collins,WR,HOU,3,,2024-25
1100836812483829761,10,,31,Ira,7526,"{'607733942388322304': ['smart'], '607791058134327296': ['happy']}",8,4,Jaylen Waddle,WR,MIA,3,Questionable,2024-25
1100836812483829761,9,,32,Trent,10859,,4,4,Sam LaPorta,TE,DET,1,Questionable,2024-25
1100836812483829761,8,,33,Adam,4983,"{'605824057266483200': ['happy'], '607791058134327296': ['shock']}",7,4,DJ Moore,WR,CHI,6,,2024-25
1100836812483829761,7,,34,Eric,5872,,6,4,Deebo Samuel,WR,SF,5,,2024-25
1100836812483829761,6,,35,Nate,6904,,1,4,Jalen Hurts,QB,PHI,4,,2024-25
1100836812483829761,5,,36,Zack,4039,{'607733942388322304': ['smart']},3,4,Cooper Kupp,WR,LAR,7,,2024-25
1100836812483829761,4,,37,Kiyan,4046,,10,4,Patrick Mahomes,QB,KC,7,,2024-25
1100836812483829761,3,,38,James,2449,,5,4,Stefon Diggs,WR,HOU,9,,2024-25
1100836812483829761,2,,39,Scott,8130,,2,4,Trey McBride,TE,ARI,2,,2024-25
1100836812483829761,1,,40,Devin,5846,{'607791058134327296': ['poop']},9,4,DK Metcalf,WR,SEA,5,,2024-25
1100836812483829761,1,,41,Devin,8151,,9,5,Kenneth Walker,RB,SEA,2,,2024-25
1100836812483829761,2,,42,Scott,8138,,2,5,James Cook,RB,BUF,2,,2024-25
1100836812483829761,3,,43,James,6819,,5,5,Michael Pittman,WR,IND,4,,2024-25
1100836812483829761,4,,44,Kiyan,11632,{'608049714767679488': ['poop']},10,5,Malik Nabers,WR,NYG,0,,2024-25
1100836812483829761,5,,45,Zack,5012,,3,5,Mark Andrews,TE,BAL,6,Questionable,2024-25
1100836812483829761,6,,46,Nate,8136,,1,5,Rachaad White,RB,TB,2,,2024-25
1100836812483829761,7,,47,Eric,4035,,6,5,Alvin Kamara,RB,NO,7,,2024-25
1100836812483829761,8,,48,Adam,10236,,7,5,Dalton Kincaid,TE,BUF,1,,2024-25
1100836812483829761,9,,49,Trent,4018,,4,5,Joe Mixon,RB,HOU,7,,2024-25
1100836812483829761,10,,50,Ira,4950,,8,5,Christian Kirk,WR,JAX,6,Questionable,2024-25
