draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,name,position,team,years_experience,injury_status,Season
991402385438244865,1,,1,Ira,6794,,8,1,Justin Jefferson,WR,MIN,3,,2023-24
991402385438244865,2,,2,James,7564,,5,1,Ja'Marr Chase,WR,CIN,2,,2023-24
991402385438244865,3,,3,Scott,4034,,2,1,Christian McCaffrey,RB,SF,6,,2023-24
991402385438244865,4,,4,Kiyan,1466,,10,1,Travis Kelce,TE,KC,10,,2023-24
991402385438244865,5,,5,Adam,3321,,7,1,Tyreek Hill,WR,MIA,7,,2023-24
991402385438244865,6,,6,Zack,4663,,3,1,Austin Ekeler,RB,LAC,6,,2023-24
991402385438244865,7,,7,Eric,4866,,6,1,Saquon Barkley,RB,NYG,5,,2023-24
991402385438244865,8,,8,Trent,9509,,4,1,Bijan Robinson,RB,ATL,0,,2023-24
991402385438244865,9,,9,Nate,4039,,1,1,Cooper Kupp,WR,LAR,6,Questionable,2023-24
991402385438244865,10,,10,Devin,2449,,9,1,Stefon Diggs,WR,BUF,8,,2023-24
991402385438244865,10,,11,Devin,6786,,9,2,CeeDee Lamb,WR,DAL,3,,2023-24
991402385438244865,9,,12,Nate,4988,,1,2,Nick Chubb,RB,CLE,5,,2023-24
991402385438244865,8,,13,Trent,3198,,4,2,Derrick Henry,RB,TEN,7,,2023-24
991402385438244865,7,,14,Eric,5859,,6,2,A.J. Brown,WR,PHI,4,,2023-24
991402385438244865,6,,15,Zack,2133,,3,2,Davante Adams,WR,LV,9,,2023-24
991402385438244865,5,,16,Adam,7547,,7,2,Amon-Ra St. Brown,WR,DET,2,Questionable,2023-24
991402385438244865,4,,17,Kiyan,8146,,10,2,Garrett Wilson,WR,NYJ,1,,2023-24
991402385438244865,3,,18,Scott,5967,,2,2,Tony Pollard,RB,DAL,4,,2023-24
991402385438244865,2,,19,James,5850,,5,2,Josh Jacobs,RB,LV,4,,2023-24
991402385438244865,1,,20,Ira,6770,,8,2,Joe Burrow,QB,CIN,3,Questionable,2023-24
991402385438244865,1,,21,Ira,6813,,8,3,Jonathan Taylor,RB,IND,3,PUP,2023-24
991402385438244865,2,,22,James,4046,,5,3,Patrick Mahomes,QB,KC,6,,2023-24
991402385438244865,3,,23,Scott,7526,,2,3,Jaylen Waddle,WR,MIA,2,Questionable,2023-24
991402385438244865,4,,24,Kiyan,8144,,10,3,Chris Olave,WR,NO,1,,2023-24
991402385438244865,5,,25,Adam,4984,,7,3,Josh Allen,QB,BUF,5,,2023-24
991402385438244865,6,,26,Zack,6904,,3,3,Jalen Hurts,QB,PHI,3,,2023-24
991402385438244865,7,,27,Eric,5012,,6,3,Mark Andrews,TE,BAL,5,,2023-24
991402385438244865,8,,28,Trent,6801,,4,3,Tee Higgins,WR,CIN,3,,2023-24
991402385438244865,9,,29,Nate,7525,,1,3,DeVonta Smith,WR,PHI,2,,2023-24
