draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,name,position,team,years_experience,injury_status,Season
605900006494400512,1,,80,Kiyan,6806,,10,8,J.K. Dobbins,RB,BAL,0,,2020-21
605900006494400512,1,,81,Kiyan,3271,,10,9,Tyler Higbee,TE,LAR,4,,2020-21
605900006494400512,2,,82,Eric,1825,,6,9,Jarvis Landry,WR,CLE,6,,2020-21
605900006494400512,3,,83,Logan,1848,,9,9,James White,RB,NE,6,,2020-21
605900006494400512,4,,84,Trent,6786,,4,9,CeeDee Lamb,WR,DAL,0,,2020-21
605900006494400512,5,,85,Scott,5937,,2,9,Diontae Johnson,WR,PIT,1,,2020-21
605900006494400512,6,,86,Adam,4984,,7,9,Josh Allen,QB,BUF,2,,2020-21
605900006494400512,7,,87,James,4152,,5,9,Marlon Mack,RB,IND,3,,2020-21
605900006494400512,8,,88,Ira,6845,,8,9,Zack Moss,RB,BUF,0,,2020-21
605900006494400512,9,,89,Nate,2197,,1,9,Brandin Cooks,WR,HOU,6,,2020-21
605900006494400512,10,,90,Zack,5872,,3,9,Deebo Samuel,WR,SF,1,Questionable,2020-21
605900006494400512,10,,91,Zack,5170,,3,10,Phillip Lindsay,RB,DEN,2,,2020-21
605900006494400512,9,,92,Nate,4973,,1,10,Hayden Hurst,TE,ATL,2,,2020-21
605900006494400512,8,,93,Ira,6149,,8,10,Darius Slayton,WR,NYG,1,,2020-21
605900006494400512,7,,94,James,3306,,5,10,Jordan Howard,RB,MIA,4,,2020-21
605900006494400512,6,,95,Adam,1476,,7,10,Latavius Murray,RB,NO,7,,2020-21
605900006494400512,5,,96,Scott,1067,,2,10,Marvin Jones Jr.,WR,DET,8,,2020-21
605900006494400512,4,,97,Trent,6007,,4,10,Ryquell Armstead,RB,JAX,1,COV,2020-21
605900006494400512,3,,98,Logan,6789,,9,10,Henry Ruggs III,WR,LV,0,,2020-21
605900006494400512,2,,99,Eric,5068,,6,10,Kerryon Johnson,RB,DET,2,,2020-21
605900006494400512,1,,100,Kiyan,2410,,10,10,Jamison Crowder,WR,NYJ,5,Questionable,2020-21
605900006494400512,1,,101,Kiyan,6783,,10,11,Jerry Jeudy,WR,DEN,0,,2020-21
605900006494400512,2,,102,Eric,3214,,6,11,Hunter Henry,TE,LAC,4,,2020-21
605900006494400512,3,,103,Logan,BAL,,9,11,Baltimore Ravens,DEF,BAL,,,2020-21
605900006494400512,4,,104,Trent,5013,,4,11,Anthony Miller,WR,CHI,2,,2020-21
605900006494400512,5,,105,Scott,24,,2,11,Matt Ryan,QB,ATL,12,,2020-21
605900006494400512,6,,106,Adam,538,,7,11,Emmanuel Sanders,WR,NO,10,,2020-21
605900006494400512,7,,107,James,6794,,5,11,Justin Jefferson,WR,MIN,0,,2020-21
605900006494400512,8,,108,Ira,6148,,8,11,Preston Williams,WR,MIA,1,,2020-21
605900006494400512,9,,109,Nate,SF,,1,11,San Francisco 49ers,DEF,SF,,,2020-21
605900006494400512,10,,110,Zack,4455,,3,11,Matt Breida,RB,MIA,3,,2020-21
605900006494400512,10,,111,Zack,4950,,3,12,Christian Kirk,WR,ARI,2,,2020-21
605900006494400512,9,,112,Nate,5890,,1,12,Damien Harris,RB,NE,1,Questionable,2020-21
605900006494400512,8,,113,Ira,5000,,8,12,Chase Edmonds,RB,ARI,2,,2020-21
605900006494400512,7,,114,James,289,,5,12,Drew Brees,QB,NO,19,,2020-21
605900006494400512,6,,115,Adam,6828,,7,12,A.J. Dillon,RB,GB,0,,2020-21
605900006494400512,5,,116,Scott,367,,2,12,Jared Cook,TE,NO,11,,2020-21
605900006494400512,4,,117,Trent,CHI,,4,12,Chicago Bears,DEF,CHI,,,2020-21
605900006494400512,3,,118,Logan,6770,,9,12,Joe Burrow,QB,CIN,0,,2020-21
605900006494400512,2,,119,Eric,2378,,6,12,Tevin Coleman,RB,SF,5,,2020-21
605900006494400512,1,,120,Kiyan,4227,,10,12,Harrison Butker,K,KC,3,,2020-21
605900006494400512,1,,121,Kiyan,954,,10,13,Cam Newton,QB,NE,9,,2020-21
605900006494400512,2,,122,Eric,PIT,,6,13,Pittsburgh Steelers,DEF,PIT,,,2020-21
605900006494400512,3,,123,Logan,1264,,9,13,Justin Tucker,K,BAL,8,,2020-21
605900006494400512,4,,124,Trent,3161,,4,13,Carson Wentz,QB,PHI,4,Questionable,2020-21
605900006494400512,5,,125,Scott,6798,,2,13,Jalen Reagor,WR,PHI,0,Doubtful,2020-21
605900006494400512,6,,126,Adam,BUF,,7,13,Buffalo Bills,DEF,BUF,,,2020-21
605900006494400512,7,,127,James,5857,,5,13,Noah Fant,TE,DEN,1,,2020-21
605900006494400512,8,,128,Ira,NE,,8,13,New England Patriots,DEF,NE,,,2020-21
605900006494400512,9,,129,Nate,167,,1,13,Tom Brady,QB,TB,20,,2020-21
605900006494400512,10,,130,Zack,421,,3,13,Matthew Stafford,QB,DET,11,,2020-21
605900006494400512,10,,131,Zack,IND,,3,14,Indianapolis Colts,DEF,IND,,,2020-21
605900006494400512,9,,132,Nate,3678,,1,14,Wil Lutz,K,NO,4,,2020-21
605900006494400512,8,,133,Ira,1266,,8,14,Greg Zuerlein,K,DAL,8,,2020-21
605900006494400512,7,,134,James,MIN,,5,14,Minnesota Vikings,DEF,MIN,,,2020-21
605900006494400512,6,,135,Adam,49,,7,14,Robbie Gould,K,SF,15,,2020-21
605900006494400512,5,,136,Scott,LAC,,2,14,Los Angeles Chargers,DEF,LAC,,,2020-21
605900006494400512,4,,137,Trent,4993,,4,14,Mike Gesicki,TE,MIA,2,,2020-21
605900006494400512,3,,138,Logan,6801,,9,14,Tee Higgins,WR,CIN,0,,2020-21
605900006494400512,2,,139,Eric,4962,,6,14,Sony Michel,RB,NE,2,,2020-21
605900006494400512,1,,140,Kiyan,6819,,10,14,Michael Pittman Jr.,WR,IND,0,,2020-21
605900006494400512,1,,141,Kiyan,GB,,10,15,Green Bay Packers,DEF,GB,,,2020-21
605900006494400512,2,,142,Eric,4666,,6,15,Younghoe Koo,K,ATL,3,,2020-21
605900006494400512,3,,143,Logan,6803,,9,15,Brandon Aiyuk,WR,SF,0,Questionable,2020-21
605900006494400512,4,,144,Trent,6528,,4,15,Joey Slye,K,CAR,1,,2020-21
605900006494400512,5,,145,Scott,4233,,2,15,Zane Gonzalez,K,ARI,3,,2020-21
605900006494400512,6,,146,Adam,5917,,7,15,Mecole Hardman,WR,KC,1,,2020-21
605900006494400512,7,,147,James,17,,5,15,Matt Prater,K,DET,14,,2020-21
605900006494400512,8,,148,Ira,5122,,8,15,Boston Scott,RB,PHI,2,,2020-21
605900006494400512,9,,149,Nate,6826,,1,15,Cole Kmet,TE,CHI,0,,2020-21
605900006494400512,10,,150,Zack,1945,,3,15,Chris Boswell,K,PIT,6,,2020-21
