draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,name,position,team,years_experience,injury_status,Season
605900006494400512,1,,1,Kiyan,4034,,10,1,Christian McCaffrey,RB,CAR,3,,2020-21
605900006494400512,2,,2,Eric,4866,,6,1,Saquon Barkley,RB,NYG,2,,2020-21
605900006494400512,3,,3,Logan,4035,,9,1,Alvin Kamara,RB,NO,3,,2020-21
605900006494400512,4,,4,Trent,3164,,4,1,Ezekiel Elliott,RB,DAL,4,,2020-21
605900006494400512,5,,5,Scott,4029,,2,1,Dalvin Cook,RB,MIN,3,,2020-21
605900006494400512,6,,6,Adam,3198,,7,1,Derrick Henry,RB,TEN,4,,2020-21
605900006494400512,7,,7,James,6820,,5,1,Clyde Edwards-Helaire,RB,KC,0,,2020-21
605900006494400512,8,,8,Ira,4046,,8,1,Patrick Mahomes,QB,KC,3,,2020-21
605900006494400512,9,,9,Nate,3199,,1,1,Michael Thomas,WR,NO,4,,2020-21
605900006494400512,10,,10,Zack,5850,,3,1,Josh Jacobs,RB,LV,1,,2020-21
605900006494400512,10,,11,Zack,4663,,3,2,Austin Ekeler,RB,LAC,3,,2020-21
605900006494400512,9,,12,Nate,4018,,1,2,Joe Mixon,RB,CIN,3,Questionable,2020-21
605900006494400512,8,,13,Ira,2315,,8,2,Todd Gurley II,RB,ATL,5,,2020-21
605900006494400512,7,,14,James,6151,,5,2,Miles Sanders,RB,PHI,1,Questionable,2020-21
605900006494400512,6,,15,Adam,4988,,7,2,Nick Chubb,RB,CLE,2,,2020-21
605900006494400512,5,,16,Scott,3242,,2,2,Kenyan Drake,RB,ARI,4,Questionable,2020-21
605900006494400512,4,,17,Trent,2133,,4,2,Davante Adams,WR,GB,6,,2020-21
605900006494400512,3,,18,Logan,4881,,9,2,Lamar Jackson,QB,BAL,2,,2020-21
605900006494400512,2,,19,Eric,4199,,6,2,Aaron Jones,RB,GB,3,,2020-21
605900006494400512,1,,20,Kiyan,947,,10,2,Julio Jones,WR,ATL,9,,2020-21
605900006494400512,1,,21,Kiyan,4273,,10,3,Chris Carson,RB,SEA,3,,2020-21
605900006494400512,2,,22,Eric,3321,,6,3,Tyreek Hill,WR,KC,4,Questionable,2020-21
605900006494400512,3,,23,Logan,1426,,9,3,DeAndre Hopkins,WR,ARI,7,Questionable,2020-21
605900006494400512,4,,24,Trent,4137,,4,3,James Conner,RB,PIT,3,,2020-21
605900006494400512,5,,25,Scott,4037,,2,3,Chris Godwin,WR,TB,3,,2020-21
605900006494400512,6,,26,Adam,1466,,7,3,Travis Kelce,TE,KC,7,,2020-21
605900006494400512,7,,27,James,4217,,5,3,George Kittle,TE,SF,3,,2020-21
605900006494400512,8,,28,Ira,3200,,8,3,Sterling Shepard,WR,NYG,4,,2020-21
605900006494400512,9,,29,Nate,4131,,1,3,Kenny Golladay,WR,DET,3,,2020-21
605900006494400512,10,,30,Zack,2216,,3,3,Mike Evans,WR,TB,6,,2020-21
605900006494400512,10,,31,Zack,1689,,3,4,Adam Thielen,WR,MIN,7,,2020-21
605900006494400512,9,,32,Nate,1992,,1,4,Allen Robinson II,WR,CHI,6,,2020-21
605900006494400512,8,,33,Ira,2078,,8,4,Odell Beckham Jr.,WR,CLE,6,,2020-21
605900006494400512,7,,34,James,4983,,5,4,D.J. Moore,WR,CAR,2,,2020-21
605900006494400512,6,,35,Adam,4039,,7,4,Cooper Kupp,WR,LAR,3,,2020-21
605900006494400512,5,,36,Scott,2391,,2,4,David Johnson,RB,HOU,5,,2020-21
605900006494400512,4,,37,Trent,6813,,4,4,Jonathan Taylor,RB,IND,0,,2020-21
605900006494400512,3,,38,Logan,4040,,9,4,JuJu Smith-Schuster,WR,PIT,3,,2020-21
605900006494400512,2,,39,Eric,5859,,6,4,A.J. Brown,WR,TEN,1,Questionable,2020-21
605900006494400512,1,,40,Kiyan,1408,,10,4,Le'Veon Bell,RB,NYJ,7,,2020-21
605900006494400512,1,,41,Kiyan,2309,,10,5,Amari Cooper,WR,DAL,5,Questionable,2020-21
605900006494400512,2,,42,Eric,2320,,6,5,Melvin Gordon III,RB,DEN,5,Questionable,2020-21
605900006494400512,3,,43,Logan,5012,,9,5,Mark Andrews,TE,BAL,2,,2020-21
605900006494400512,4,,44,Trent,1352,,4,5,Robert Woods,WR,LAR,7,,2020-21
605900006494400512,5,,45,Scott,4981,,2,5,Calvin Ridley,WR,ATL,2,,2020-21
605900006494400512,6,,46,Adam,2374,,7,5,Tyler Lockett,WR,SEA,5,,2020-21
605900006494400512,7,,47,James,5846,,5,5,DK Metcalf,WR,SEA,1,,2020-21
605900006494400512,8,,48,Ira,5892,,8,5,David Montgomery,RB,CHI,1,Questionable,2020-21
605900006494400512,9,,49,Nate,2749,,1,5,Raheem Mostert,RB,SF,5,,2020-21
605900006494400512,10,,50,Zack,1339,,3,5,Zach Ertz,TE,PHI,7,,2020-21
605900006494400512,10,,51,Zack,5927,,3,6,Terry McLaurin,WR,WAS,1,,2020-21
605900006494400512,9,,52,Nate,1479,,1,6,Keenan Allen,WR,LAC,7,,2020-21
605900006494400512,8,,53,Ira,4066,,8,6,Evan Engram,TE,NYG,3,,2020-21
605900006494400512,7,,54,James,956,,5,6,Mark Ingram II,RB,BAL,9,,2020-21
605900006494400512,6,,55,Adam,4951,,7,6,DJ Chark Jr.,WR,JAX,2,,2020-21
605900006494400512,5,,56,Scott,3294,,2,6,Dak Prescott,QB,DAL,4,,2020-21
605900006494400512,4,,57,Trent,6938,,4,6,Cam Akers,RB,LAR,0,,2020-21
605900006494400512,3,,58,Logan,1110,,9,6,T.Y. Hilton,WR,IND,8,,2020-21
605900006494400512,2,,59,Eric,2505,,6,6,Darren Waller,TE,LV,5,,2020-21
605900006494400512,1,,60,Kiyan,6945,,10,6,Antonio Gibson,RB,WAS,0,,2020-21
605900006494400512,1,,61,Kiyan,1234,,10,7,Russell Wilson,QB,SEA,8,,2020-21
605900006494400512,2,,62,Eric,4017,,6,7,Deshaun Watson,QB,HOU,3,,2020-21
605900006494400512,3,,63,Logan,515,,9,7,Rob Gronkowski,TE,TB,10,,2020-21
605900006494400512,4,,64,Trent,2319,,4,7,DeVante Parker,WR,MIA,5,Questionable,2020-21
605900006494400512,5,,65,Scott,5045,,2,7,Courtland Sutton,WR,DEN,2,,2020-21
605900006494400512,6,,66,Adam,2449,,7,7,Stefon Diggs,WR,BUF,5,,2020-21
605900006494400512,7,,67,James,5849,,5,7,Kyler Murray,QB,ARI,1,,2020-21
605900006494400512,8,,68,Ira,6130,,8,7,Devin Singletary,RB,BUF,1,,2020-21
605900006494400512,9,,69,Nate,4098,,1,7,Kareem Hunt,RB,CLE,3,,2020-21
605900006494400512,10,,70,Zack,3969,,3,7,Leonard Fournette,RB,TB,3,,2020-21
605900006494400512,10,,71,Zack,3225,,3,8,Tyler Boyd,WR,CIN,4,,2020-21
605900006494400512,9,,72,Nate,5038,,1,8,Michael Gallup,WR,DAL,2,,2020-21
605900006494400512,8,,73,Ira,344,,8,8,Julian Edelman,WR,NE,11,,2020-21
605900006494400512,7,,74,James,5848,,5,8,Marquise Brown,WR,BAL,1,,2020-21
605900006494400512,6,,75,Adam,6790,,7,8,D'Andre Swift,RB,DET,0,Questionable,2020-21
605900006494400512,5,,76,Scott,5052,,2,8,Ronald Jones II,RB,TB,2,,2020-21
605900006494400512,4,,77,Trent,3157,,4,8,Will Fuller V,WR,HOU,4,,2020-21
605900006494400512,3,,78,Logan,4157,,9,8,Tarik Cohen,RB,CHI,3,,2020-21
605900006494400512,2,,79,Eric,830,,6,8,A.J. Green,WR,CIN,9,,2020-21
