Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,AVG
112,Philip Rivers,,,QB15,123,,,,,120.4
113,Jordan Matthews,,,TE12,136,,,,,120.6
114,Matt Forte,,,RB43,109,,,,,121.4
115,Eric Ebron,,,TE13,154,,,,,121.6
116,Darren Sproles,,,RB44,122,,,,,121.6
117,John Brown,,,WR45,149,,,,,121.8
118,Donte Moncrief,,,WR46,103,,,,,84
119,Jack Doyle,,,TE14,133,,,,,127.4
120,Stephen Gostkowski,,,K1,96,,,,,127.8
121,Justin Tucker,,,K2,100,,,,,128.4
122,C.J. Prosise,,,RB45,153,,,,,129.4
123,Jacquizz Rodgers,,,RB46,146,,,,,131
124,Ted Ginn Jr.,,,WR47,128,,,,,131.4
125,Eli Manning,,,QB16,127,,,,,137.2
126,Jason Witten,,,TE15,117,,,,,138
127,Andy Dalton,CAR,11,QB17,141,,,,,138.4
128,Kevin White,,,WR48,145,,,,,138.8
129,Jamaal Charles,,,RB47,161,,,,,140.4
130,Kenny Britt,,,WR49,111,,,,,106.3
131,Mike Wallace,,,WR50,101,,,,,108.3
132,Cooper Kupp,SEA,6,WR51,162,,,,,144.4
133,Austin Hooper,NE,9,TE16,159,,,,,145
134,Rex Burkhead,,,RB48,174,,,,,145.4
135,Denver Broncos,DST,5,DST1,83,,,,,112
136,Carson Palmer,,,QB18,142,,,,,149.2
137,Jeremy Hill,,,RB49,176,,,,,150.2
138,Corey Davis,,,WR52,140,,,,,117.3
139,Zay Jones,ARI,8,WR53,125,,,,,128.3
140,Samaje Perine,CIN,6,RB50,,,,,,129.8
141,Jamaal Williams,,,RB51,,,,,,135.3
142,Alvin Kamara,NO,5,RB52,183,,,,,167.4
143,Matt Bryant,,,K3,114,,,,,139.8
144,O.J. Howard,,,TE17,152,,,,,144
145,Dan Bailey,,,K4,131,,,,,145.3
146,Giovani Bernard,,,RB53,138,,,,,146
147,Carson Wentz,,,QB19,135,,,,,146.3
148,Sterling Shepard,TB,1,WR54,170,,,,,146.8
149,Coby Fleener,,,TE18,156,,,,,149.8
150,Seattle Seahawks,DST,6,DST2,79,,,,,109.3
151,Cole Beasley,,,WR55,150,,,,,153.8
152,Latavius Murray,,,RB54,165,,,,,156.8
153,Tyler Lockett,TEN,8,WR56,167,,,,,160
154,New York Giants,DST,8,DST3,171,,,,,160.3
155,Evan Engram,DEN,5,TE19,151,,,,,160.3
156,Tyrod Taylor,NYJ,11,QB20,164,,,,,162.3
157,Kansas City Chiefs,DST,10,DST4,107,,,,,123
158,Houston Texans,DST,7,DST5,105,,,,,123.3
159,Julius Thomas,,,TE20,160,,,,,163.8
160,Mason Crosby,,,K5,157,,,,,166.3
161,Josh Doctson,,,WR57,185,,,,,166.3
162,Cameron Brate,,,TE21,158,,,,,170.3
163,Wendell Smallwood,,,RB55,,,,,,171.5
164,Taylor Gabriel,,,WR58,169,,,,,172.3
165,Minnesota Vikings,DST,9,DST6,116,,,,,136.3
166,Arizona Cardinals,DST,8,DST7,129,,,,,139.3
167,New England Patriots,DST,9,DST8,134,,,,,140.3
168,Antonio Gates,,,TE22,143,,,,,177
169,Shane Vereen,,,RB56,193,,,,,177.5
170,Robbie Chosen,,,WR59,,,,,,144.7
171,Carolina Panthers,DST,11,DST9,115,,,,,145.7
172,Mohamed Sanu Sr.,,,WR60,163,,,,,180.5
173,Adam Vinatieri,,,K6,126,,,,,147.3
174,Kenny Stills,,,WR61,186,,,,,181.8
175,Joe Flacco,CLE,9,QB21,144,,,,,183.8
176,Kendall Wright,,,WR62,191,,,,,186
177,Danny Amendola,,,WR63,147,,,,,192.3
178,Marqise,Lee,,WR64,196,,,,,190.8
179,Chris Thompson,,,RB57,177,,,,,191.8
180,Kenny Golladay,,,WR65,,,,,,161.7
181,John Ross,,,WR66,,,,,,162.3
182,Matt Prater,,,K7,166,,,,,172.3
183,Pittsburgh Steelers,DST,9,DST10,139,,,,,173.3
184,Wil Lutz,DEN,5,K8,195,,,,,176.3
185,Jared Cook,,,TE23,148,,,,,206
186,Charles Sims,,,RB58,197,,,,,206.3
187,Jacksonville Jaguars,DST,8,DST11,173,,,,,181.3
188,Marlon Mack,,,RB59,,,,,,183
189,Torrey Smith,,,WR67,178,,,,,209.5
190,D'Onta Foreman,,,RB60,,,,,,186
191,Cairo Santos,CHI,9,K9,192,,,,,189.7
192,Los Angeles Rams,DST,8,DST12,181,,,,,190
193,Breshad Perriman,,,WR68,,,,,,192
194,Jay Cutler,,,QB22,,,,,,192.7
195,Baltimore Ravens,DST,10,DST13,168,,,,,193
196,Dion Lewis,,,RB61,,,,,,193
197,Philadelphia Eagles,DST,10,DST14,182,,,,,194.7
198,DeAndre Washington,,,RB62,,,,,,195.3
199,J.J. Nelson,,,WR69,,,,,,196.3
200,James Conner,ARI,8,RB63,,,,,,196.3
201,Atlanta Falcons,DST,5,DST15,155,,,,,197
202,Charcandrick West,,,RB64,187,,,,,218.8
203,Sebastian Janikowski,,,K10,172,,,,,198
204,Sam Bradford,,,QB23,,,,,,198
205,Dustin Hopkins,CLE,9,K11,188,,,,,198.7
206,Malcolm Mitchell,,,WR70,,,,,,201
207,C.J. Fiedorowicz,,,TE24,,,,,,203.7
208,David Njoku,CLE,9,TE25,,,,,,204
209,Brandon LaFell,,,WR71,,,,,,204.7
210,Allen Hurns,,,WR72,,,,,,205.7
211,Devin Funchess,,,WR73,,,,,,207
212,Julian Edelman,,,WR74,,,,,,212
213,Jonathan Williams,,,RB65,,,,,,171.5
214,Spencer Ware,,,RB66,,,,,,217
215,Jalen Richard,,,RB67,,,,,,210.3
216,Deshaun Watson,CLE,9,QB24,,,,,,210.7
217,Joe Williams,,,RB68,,,,,,174.5
218,Robert Woods,PIT,9,WR75,,,,,,211
219,Chris Carson,,,RB69,,,,,,211.7
220,Cincinnati Bengals,DST,6,DST16,184,,,,,213.7
221,T.J. Yeldon,,,RB70,,,,,,214.7
222,Cameron Meredith,,,WR76,,,,,,224.5
223,Los Angeles Chargers,DST,9,DST17,175,,,,,216.3
224,Blair Walsh,,,K12,180,,,,,216.3
225,De'Angelo Henderson Sr.,Angelo Henderson Sr.,,RB71,,,,,,218
226,ArDarius Stewart,,,WR77,,,,,,218.3
227,Chris Boswell,PIT,9,K13,189,,,,,218.3
228,Mike Williams,LAC,9,WR78,,,,,,218.7
229,Devontae Booker,,,RB72,,,,,,225.3
230,Tavon Austin,,,WR79,,,,,,225.7
231,Graham Gano,NYG,8,K14,,,,,,197
232,Jesse James,,,TE26,,,,,,197.5
233,Tarik Cohen,,,RB73,,,,,,226.3
234,William Fuller,V,,WR80,,,,,,226.7
235,Matt Breida,,,RB74,,,,,,228.7
236,Jaron Brown,,,WR81,,,,,,229.7
237,Branden Oliver,,,RB75,,,,,,230.3
238,Curtis Samuel,BUF,6,WR82,,,,,,230.3
239,Charles Clay,,,TE27,,,,,,234.7
240,Austin Seferian-Jenkins,,,TE28,,,,,,230.7
241,Paul Richardson Jr.,,,WR83,,,,,,230.7
242,Chris Conley,,,WR84,,,,,,231
243,Stephen Hauschka,,,K15,,,,,,207
244,Kenyan Drake,,,RB76,,,,,,207
245,Alex Smith,,,QB25,,,,,,234
246,Kyle Juszczyk,SF,11,RB77,,,,,,234
247,Caleb Sturgis,,,K16,194,,,,,236
248,Zach Zenner,,,RB78,,,,,,214.5
249,Dwayne Allen,,,TE29,,,,,,239
250,Brandon McManus,GB,8,K17,,,,,,217.5
251,Chris Ivory,,,RB79,,,,,,218.5
252,Jimmy Garoppolo,LAR,8,QB26,,,,,,219
253,Kerwynn Williams,,,RB80,,,,,,222.5
254,Robert Turbin,,,RB81,,,,,,245.3
255,Vance McDonald,,,TE30,,,,,,258.3
256,Nelson Agholor,,,WR85,,,,,,245.3
257,Blake Bortles,,,QB27,,,,,,251.7
258,Chris Godwin,TB,1,WR86,,,,,,229
259,Mitchell Trubisky,BUF,6,QB28,,,,,,230
260,Harrison Butker,KC,10,K18,179,,,,,179
261,Dede Westbrook,,,WR87,,,,,,232.5
262,Tyler Higbee,LAR,8,TE31,,,,,,233
263,Brian Hoyer,,,QB29,,,,,,258.7
264,Carlos Henderson,,,WR88,,,,,,185
265,Alfred Morris,,,RB82,,,,,,251.7
266,Younghoe Koo,ATL,5,K19,190,,,,,190
267,Javorius Allen,,,RB83,,,,,,253
268,Laquon Treadwell,IND,11,WR89,,,,,,238
269,JuJu Smith-Schuster,KC,10,WR90,,,,,,238
270,Benjamin Watson,,,TE32,,,,,,239.5
271,C.J. Spiller,,,RB84,,,,,,196
272,Zach Miller,,,TE33,,,,,,259
273,DeShone Kizer,,,QB30,,,,,,264
274,Tampa Bay Buccaneers,DST,1,DST18,,,,,,244.5
275,Trevor Siemian,,,QB31,,,,,,257.7
276,Travis Benjamin,,,WR91,,,,,,264.7
277,Tim Hightower,,,RB85,,,,,,245
278,Jerick McKinnon,,,RB86,,,,,,245.5
279,Las Vegas Raiders,DST,,DST19,,,,,,245.5
280,Jared Goff,DET,7,QB32,,,,,,256
281,Brandon Coleman,,,WR92,,,,,,212
282,George Kittle,SF,11,TE34,,,,,,248
283,Kasen Williams,,,WR93,,,,,,213
284,Aaron Jones Sr.,MIN,9,RB87,,,,,,248.5
285,Chandler Catanzaro,,,K20,,,,,,265.5
286,Tyler Boyd,,,WR94,,,,,,250
287,Donnel Pumphrey,,,RB88,,,,,,218
288,Marquise Goodwin,,,WR95,,,,,,251.5
289,Tennessee Titans,DST,8,DST20,,,,,,251.5
290,Josh Gordon,,,WR96,,,,,,251.5
291,Bruce Ellington,,,WR97,,,,,,220
292,Chester Rogers,,,WR98,,,,,,221
293,Ryan Switzer,,,WR99,,,,,,223
294,Orleans Darkwa,,,RB89,,,,,,263.7
295,Geronimo Allison,,,WR100,,,,,,230
296,Jermaine Kearse,,,WR101,,,,,,257.5
297,Gerald Everett,,,TE35,,,,,,258.5
298,Matt Jones,,,RB90,,,,,,262
299,Alex Erickson,,,WR102,,,,,,237
300,Matt Asiata,,,RB91,,,,,,238
301,Chris Johnson,,,RB92,,,,,,242
302,Josh McCown,,,QB33,,,,,,243
303,Phillip Dorsett,II,,WR103,,,,,,268.5
304,Nick Folk,,,K21,,,,,,246
305,Jermaine Gresham,,,TE36,,,,,,246
306,Wayne Gallman Jr.,,,RB93,,,,,,248
307,Andre Roberts,,,WR104,,,,,,250
308,Green Bay Packers,DST,8,DST21,,,,,,252
309,Ryan Mathews,,,RB94,,,,,,252
310,Jeremy Kerley,,,WR105,,,,,,278
311,Cordarrelle Patterson,PIT,9,RB95,,,,,,256
312,Patrick Mahomes II,KC,10,QB34,,,,,,270
313,Tajae Sharpe,,,WR106,,,,,,258
314,Jeremy McNichols,WAS,5,RB96,,,,,,258
315,Deonte Thompson,,,WR107,,,,,,260
316,Brandon Tate,,,WR108,,,,,,261
317,Braxton Miller,,,WR109,,,,,,263
318,New York Jets,DST,11,DST22,,,,,,265
319,Eli Rogers,,,WR110,,,,,,292
320,Taywan Taylor,,,WR111,,,,,,310.5
321,Erik Swoope,,,TE37,,,,,,268
322,Dwayne Washington,,,RB97,,,,,,299.5
323,Markus Wheaton,,,WR112,,,,,,269
324,Vernon Davis,,,TE38,,,,,,292
325,Buffalo Bills,DST,6,DST23,,,,,,270
326,Kamar Aiken,,,WR113,,,,,,271
327,Terrance Williams,,,WR114,,,,,,281.5
328,Daniel Lasco,,,RB98,,,,,,272
329,Miami Dolphins,DST,1,DST24,,,,,,273
330,Ladarius Green,,,TE39,,,,,,273
331,Aldrick Rosas,,,K22,,,,,,275
332,Dallas Cowboys,DST,6,DST25,,,,,,276
333,Dennis Pitta,,,TE40,,,,,,276
334,Cleveland Browns,DST,9,DST26,,,,,,277
335,Chicago Bears,DST,9,DST27,,,,,,278
336,Zane Gonzalez,,,K23,,,,,,278
337,San Francisco 49ers,DST,11,DST28,,,,,,279
338,Phil Dawson,,,K24,,,,,,279
339,Washington Commanders,DST,5,DST29,,,,,,280
340,Indianapolis Colts,DST,11,DST30,,,,,,281
341,Detroit Lions,DST,7,DST31,,,,,,282
342,Josh Lambo,,,K25,,,,,,282
343,New Orleans Saints,DST,5,DST32,,,,,,283
344,Tom Savage,,,QB35,,,,,,285
345,Nick Novak,,,K26,,,,,,286
346,Mike Glennon,,,QB36,,,,,,287
347,DeAngelo Williams,,,RB99,,,,,,289
348,Kenjon Barner,,,RB100,,,,,,293
349,Dontrelle Inman,,,WR115,,,,,,296
350,Matt Barkley,,,QB37,,,,,,298
351,Victor Cruz,,,WR116,,,,,,299
352,James Starks,,,RB101,,,,,,301
353,Roberto Aguayo,,,K27,,,,,,304
354,Michael Floyd,,,WR117,,,,,,306
355,Damien Williams,,,RB102,,,,,,307
356,Seth Roberts,,,WR118,,,,,,308
357,Brock Osweiler,,,QB38,,,,,,309
358,Adam Humphries,,,WR119,,,,,,311
359,Cody Kessler,,,QB39,,,,,,312
360,Paxton Lynch,,,QB40,,,,,,313
361,Christine Michael,,,RB103,,,,,,314
362,Sammie Coates,,,WR120,,,,,,316
363,Ryan Succop,,,K28,,,,,,317
364,Cameron Artis-Payne,,,RB104,,,,,,320
365,Kai Forbath,LAR,8,K29,,,,,,321
366,Shaun Draughn,,,RB105,,,,,,322
367,Colin Kaepernick,,,QB41,,,,,,323
368,De'Anthony Thomas,,,WR121,,,,,,325
369,Robbie Gould,,,K30,,,,,,326
370,Kenneth Dixon,,,RB106,,,,,,327
371,Dorial Green-Beckham,,,WR122,,,,,,329
372,Ryan Tannehill,,,QB42,,,,,,330
373,Rico Gathers,,,TE41,,,,,,332
374,Derrick Coleman,,,RB107,,,,,,333
375,Kyle Brindza,,,K31,,,,,,334
376,Quincy Enunwa,,,WR123,,,,,,335
377,Greg Zuerlein,,,K32,,,,,,336
378,Mack Hollins,NE,9,WR124,,,,,,337
379,Seth DeValve,,,TE42,,,,,,338
380,Dion Sims,,,TE43,,,,,,339
381,Adam Shaheen,,,TE44,,,,,,340
382,Andrew Franks,,,K33,,,,,,341
383,Mike Tolbert,,,RB108,,,,,,342
384,Elijah McGuire,,,RB109,,,,,,343
385,Aaron Hernandez,,,TE45,,,,,,344
386,Nick Boyle,,,TE46,,,,,,345
387,Corey Clement,,,RB110,,,,,,346
388,Rod Smith,,,RB111,,,,,,347
389,Alfred Blue,,,RB112,,,,,,348
390,Benny Cunningham Jr.,,,RB113,,,,,,349
391,Andre Holmes,,,WR125,,,,,,350
392,Jakeem Grant Sr.,,,WR126,,,,,,351
393,Jake Butt,,,TE47,,,,,,352
394,Dwayne Harris,,,WR127,,,,,,353
395,Malcolm Brown,,,RB114,,,,,,354
396,Matt Moore,,,QB43,,,,,,356
397,Charone Peake,,,WR128,,,,,,357
398,Jaelen Strong,,,WR129,,,,,,358
399,David Fluellen,,,RB115,,,,,,359
400,Maxx Williams,,,TE48,,,,,,360
401,J.D. McKissic,,,RB116,,,,,,361
402,Jordan Leggett,,,TE49,,,,,,362
403,Tyler Ervin,,,RB117,,,,,,363
404,Trent Taylor,SF,11,WR130,,,,,,364
405,Jonnu Smith,MIA,1,TE50,,,,,,365
406,Ryan Griffin,,,TE51,,,,,,366
407,Ka'imi Fairbairn,HOU,7,K34,,,,,,367
408,Michael Campanaro,,,WR131,,,,,,368
409,Albert Wilson,,,WR132,,,,,,369
