Player,Tm,Tgt20,Rec20,Ctch%20,Yds20,TD20,%Tgt20,Tgt10,Rec10,Ctch%10,Yds10,TD10,%Tgt10,Link
Amari Cooper,OAK,13,5,38.46%,42,0,14.40%,7,0,0.00%,0,0,15.60%,All Amari Cooper red zone receiving plays
Michael Floyd,2TM,13,7,53.85%,56,5,,7,4,57.14%,21,4,,All Michael Floyd red zone receiving plays
Devin Funchess,CAR,13,3,23.08%,39,3,19.70%,3,1,33.33%,6,1,14.30%,All Devin Funchess red zone receiving plays
Pierre Garcon,WAS,13,5,38.46%,50,1,17.60%,7,2,28.57%,9,0,18.90%,All Pierre Garcon red zone receiving plays
Tyreek Hill,KAN,13,10,76.92%,52,3,16.90%,7,4,57.14%,24,3,21.20%,All Tyreek Hill red zone receiving plays
T.Y. Hilton,IND,13,8,61.54%,38,2,19.10%,8,6,75.00%,28,2,20.00%,All T.Y. Hilton red zone receiving plays
David Johnson,ARI,13,8,61.54%,52,3,16.70%,5,3,60.00%,10,3,12.80%,All David Johnson red zone receiving plays
Dennis Pitta,BAL,13,7,53.85%,42,2,18.10%,5,2,40.00%,14,1,17.90%,All Dennis Pitta red zone receiving plays
Terrelle Pryor,CLE,13,9,69.23%,58,4,23.60%,4,3,75.00%,21,3,20.00%,All Terrelle Pryor red zone receiving plays
Mohamed Sanu,ATL,13,9,69.23%,68,4,14.00%,9,5,55.56%,29,3,18.00%,All Mohamed Sanu red zone receiving plays
Darren Sproles,PHI,13,6,46.15%,33,1,15.10%,2,1,50.00%,4,1,8.00%,All Darren Sproles red zone receiving plays
Dez Bryant,DAL,12,6,50.00%,74,5,22.60%,7,2,28.57%,12,2,23.30%,All Dez Bryant red zone receiving plays
Stefon Diggs,MIN,12,11,91.67%,54,1,16.20%,3,2,66.67%,4,1,9.40%,All Stefon Diggs red zone receiving plays
Jack Doyle,IND,12,9,75.00%,57,4,17.60%,6,4,66.67%,17,3,15.00%,All Jack Doyle red zone receiving plays
C.J. Fiedorowicz,HOU,12,6,50.00%,40,3,17.90%,7,4,57.14%,22,2,20.00%,All C.J. Fiedorowicz red zone receiving plays
Dorial Green-Beckham,PHI,12,6,50.00%,40,2,14.00%,2,2,100.00%,10,2,8.00%,All Dorial Green-Beckham red zone receiving plays
Allen Hurns,JAX,12,5,41.67%,29,2,17.90%,3,2,66.67%,10,1,11.50%,All Allen Hurns red zone receiving plays
Jesse James,PIT,12,7,58.33%,46,3,18.80%,8,5,62.50%,27,3,27.60%,All Jesse James red zone receiving plays
Alshon Jeffery,CHI,12,4,33.33%,35,2,16.70%,5,1,20.00%,8,1,14.70%,All Alshon Jeffery red zone receiving plays
Jordan Matthews,PHI,12,5,41.67%,55,3,14.00%,4,1,25.00%,5,1,16.00%,All Jordan Matthews red zone receiving plays
Cameron Meredith,CHI,12,6,50.00%,60,1,16.70%,4,0,0.00%,0,0,11.80%,All Cameron Meredith red zone receiving plays
Malcolm Mitchell,NWE,12,9,75.00%,43,3,16.70%,4,4,100.00%,19,3,10.50%,All Malcolm Mitchell red zone receiving plays
Jordan Reed,WAS,12,8,66.67%,59,5,16.20%,8,5,62.50%,31,5,21.60%,All Jordan Reed red zone receiving plays
Sterling Shepard,NYG,12,9,75.00%,78,6,20.00%,6,5,83.33%,23,4,23.10%,All Sterling Shepard red zone receiving plays
Steve Smith,BAL,12,7,58.33%,55,3,16.70%,3,1,33.33%,5,1,10.70%,All Steve Smith red zone receiving plays
Willie Snead,NOR,12,8,66.67%,51,4,11.70%,8,5,62.50%,20,3,13.30%,All Willie Snead red zone receiving plays
Kenny Britt,LAR,11,6,54.55%,37,4,21.60%,9,5,55.56%,32,4,39.10%,All Kenny Britt red zone receiving plays
Tevin Coleman,ATL,11,8,72.73%,29,2,11.80%,4,4,100.00%,16,2,8.00%,All Tevin Coleman red zone receiving plays
Brandin Cooks,NOR,11,10,90.91%,57,3,10.70%,6,5,83.33%,26,2,10.00%,All Brandin Cooks red zone receiving plays
Andrew Hawkins,CLE,11,5,45.45%,4,3,20.00%,5,3,60.00%,-8,2,25.00%,All Andrew Hawkins red zone receiving plays
DeSean Jackson,WAS,11,4,36.36%,28,1,14.90%,5,0,0.00%,0,0,13.50%,All DeSean Jackson red zone receiving plays
Bilal Powell,NYJ,11,9,81.82%,38,1,15.70%,3,2,66.67%,2,1,10.30%,All Bilal Powell red zone receiving plays
Jacob Tamme,ATL,11,7,63.64%,53,3,11.80%,6,4,66.67%,7,1,12.00%,All Jacob Tamme red zone receiving plays
Martellus Bennett,NWE,10,8,80.00%,68,5,13.90%,6,4,66.67%,19,4,15.80%,All Martellus Bennett red zone receiving plays
Travaris Cadet,NOR,10,6,60.00%,36,4,9.70%,8,4,50.00%,18,3,13.30%,All Travaris Cadet red zone receiving plays
Justin Hardy,ATL,10,5,50.00%,22,4,10.80%,9,4,44.44%,22,4,18.00%,All Justin Hardy red zone receiving plays
Chris Hogan,NWE,10,7,70.00%,40,1,13.90%,6,3,50.00%,8,0,15.80%,All Chris Hogan red zone receiving plays
Adam Humphries,TAM,10,5,50.00%,35,1,14.90%,2,1,50.00%,7,1,7.40%,All Adam Humphries red zone receiving plays
Mark Ingram,NOR,10,10,100.00%,30,3,9.70%,5,5,100.00%,16,3,8.30%,All Mark Ingram red zone receiving plays
Donte Moncrief,IND,10,8,80.00%,32,6,14.70%,6,6,100.00%,23,6,15.00%,All Donte Moncrief red zone receiving plays
Ty Montgomery,GNB,10,5,50.00%,34,0,9.80%,4,1,25.00%,0,0,8.20%,All Ty Montgomery red zone receiving plays
JJ Nelson,ARI,10,7,70.00%,53,4,12.80%,4,4,100.00%,27,4,10.30%,All JJ Nelson red zone receiving plays
Adam Thielen,MIN,10,8,80.00%,51,3,13.50%,5,3,60.00%,18,2,15.60%,All Adam Thielen red zone receiving plays
Dwayne Allen,IND,9,6,66.67%,57,4,13.20%,5,3,60.00%,11,2,12.50%,All Dwayne Allen red zone receiving plays
Tavon Austin,LAR,9,4,44.44%,17,1,17.60%,3,2,66.67%,8,1,13.00%,All Tavon Austin red zone receiving plays
Tyler Boyd,CIN,9,5,55.56%,46,1,14.30%,2,1,50.00%,1,1,6.70%,All Tyler Boyd red zone receiving plays
Brandon Coleman,NOR,9,8,88.89%,60,2,8.70%,6,6,100.00%,40,2,10.00%,All Brandon Coleman red zone receiving plays
Jared Cook,GNB,9,5,55.56%,31,1,8.80%,2,1,50.00%,6,1,4.10%,All Jared Cook red zone receiving plays
Tyler Eifert,CIN,9,5,55.56%,50,5,14.30%,6,2,33.33%,8,2,20.00%,All Tyler Eifert red zone receiving plays
Will Fuller,HOU,9,4,44.44%,44,2,13.40%,5,1,20.00%,5,1,14.30%,All Will Fuller red zone receiving plays
A.J. Green,CIN,9,7,77.78%,56,2,14.30%,4,2,50.00%,7,1,13.30%,All A.J. Green red zone receiving plays
Todd Gurley,LAR,9,6,66.67%,46,0,17.60%,0,0,,0,0,0.00%,All Todd Gurley red zone receiving plays
DeAndre Hopkins,HOU,9,3,33.33%,22,1,13.40%,6,1,16.67%,1,1,17.10%,All DeAndre Hopkins red zone receiving plays
Julio Jones,ATL,9,4,44.44%,22,2,9.70%,6,3,50.00%,11,2,12.00%,All Julio Jones red zone receiving plays
Jarvis Landry,MIA,9,7,77.78%,48,2,18.00%,4,4,100.00%,34,2,18.20%,All Jarvis Landry red zone receiving plays
Jeremy Maclin,KAN,9,4,44.44%,38,2,11.70%,1,0,0.00%,0,0,3.00%,All Jeremy Maclin red zone receiving plays
Braxton Miller,HOU,9,3,33.33%,15,1,13.40%,4,1,25.00%,0,0,11.40%,All Braxton Miller red zone receiving plays
Clive Walford,OAK,9,2,22.22%,17,2,10.00%,6,1,16.67%,5,1,13.30%,All Clive Walford red zone receiving plays
Mike Wallace,BAL,9,5,55.56%,39,2,12.50%,4,2,50.00%,13,1,14.30%,All Mike Wallace red zone receiving plays
Terrance West,BAL,9,6,66.67%,13,1,12.50%,3,1,33.33%,3,1,10.70%,All Terrance West red zone receiving plays
Cole Beasley,DAL,8,6,75.00%,35,5,15.10%,5,4,80.00%,14,4,16.70%,All Cole Beasley red zone receiving plays
Le'Veon Bell,PIT,8,5,62.50%,28,2,12.50%,4,2,50.00%,9,2,13.80%,All Le'Veon Bell red zone receiving plays
Melvin Gordon,SDG,8,5,62.50%,45,2,9.20%,2,1,50.00%,5,1,5.70%,All Melvin Gordon red zone receiving plays
Andre Holmes,OAK,8,4,50.00%,18,3,8.90%,6,3,50.00%,10,3,13.30%,All Andre Holmes red zone receiving plays
Marqise Lee,JAX,8,5,62.50%,19,1,11.90%,2,2,100.00%,6,1,7.70%,All Marqise Lee red zone receiving plays
Zach Miller,CHI,8,6,75.00%,44,4,11.10%,5,4,80.00%,14,3,14.70%,All Zach Miller red zone receiving plays
DeVante Parker,MIA,8,5,62.50%,40,2,16.00%,5,2,40.00%,17,2,22.70%,All DeVante Parker red zone receiving plays
Cordarrelle Patterson,MIN,8,4,50.00%,43,2,10.80%,3,1,33.33%,9,1,9.40%,All Cordarrelle Patterson red zone receiving plays
Brian Quick,LAR,8,3,37.50%,15,1,15.70%,4,2,50.00%,5,1,17.40%,All Brian Quick red zone receiving plays
Robert Woods,BUF,8,5,62.50%,39,1,16.30%,2,1,50.00%,5,1,10.00%,All Robert Woods red zone receiving plays
T.J. Yeldon,JAX,8,6,75.00%,29,1,11.90%,2,1,50.00%,0,0,7.70%,All T.J. Yeldon red zone receiving plays
Danny Amendola,NWE,7,7,100.00%,45,4,9.70%,3,3,100.00%,24,3,7.90%,All Danny Amendola red zone receiving plays
Travis Benjamin,SDG,7,4,57.14%,33,2,8.00%,1,1,100.00%,6,1,2.90%,All Travis Benjamin red zone receiving plays
Corey Brown,CAR,7,2,28.57%,16,1,10.60%,3,0,0.00%,0,0,14.30%,All Corey Brown red zone receiving plays
Trey Burton,PHI,7,4,57.14%,15,1,8.10%,3,2,66.67%,2,1,12.00%,All Trey Burton red zone receiving plays
Phillip Dorsett,IND,7,4,57.14%,25,0,10.30%,4,2,50.00%,14,0,10.00%,All Phillip Dorsett red zone receiving plays
Jermaine Gresham,ARI,7,3,42.86%,24,1,9.00%,3,1,33.33%,1,1,7.70%,All Jermaine Gresham red zone receiving plays
Jordan Howard,CHI,7,2,28.57%,8,0,9.70%,2,0,0.00%,0,0,5.90%,All Jordan Howard red zone receiving plays
Dontrelle Inman,SDG,7,3,42.86%,38,1,8.00%,2,0,0.00%,0,0,5.70%,All Dontrelle Inman red zone receiving plays
Jeremy Kerley,SFO,7,3,42.86%,33,2,14.60%,2,1,50.00%,9,1,10.50%,All Jeremy Kerley red zone receiving plays
Dexter McCluster,SDG,7,4,57.14%,16,0,8.00%,1,1,100.00%,6,0,2.90%,All Dexter McCluster red zone receiving plays
LeSean McCoy,BUF,7,6,85.71%,41,1,14.30%,3,2,66.67%,10,1,15.00%,All LeSean McCoy red zone receiving plays
Russell Shepard,TAM,7,3,42.86%,44,2,10.40%,3,1,33.33%,6,0,11.10%,All Russell Shepard red zone receiving plays
Dion Sims,MIA,7,5,71.43%,31,4,14.00%,5,3,60.00%,9,3,22.70%,All Dion Sims red zone receiving plays
Chris Thompson,WAS,7,5,71.43%,28,2,9.50%,2,2,100.00%,8,1,5.40%,All Chris Thompson red zone receiving plays
Julius Thomas,JAX,7,4,57.14%,28,3,10.40%,4,3,75.00%,24,3,15.40%,All Julius Thomas red zone receiving plays
Will Tye,NYG,7,4,57.14%,29,1,11.70%,3,1,33.33%,9,1,11.50%,All Will Tye red zone receiving plays
Darren Waller,BAL,7,3,42.86%,22,2,9.70%,4,2,50.00%,7,2,14.30%,All Darren Waller red zone receiving plays
James White,NWE,7,4,57.14%,47,4,9.70%,4,2,50.00%,13,2,10.50%,All James White red zone receiving plays
Damien Williams,MIA,7,7,100.00%,41,3,14.00%,3,3,100.00%,9,2,13.60%,All Damien Williams red zone receiving plays
Albert Wilson,KAN,7,3,42.86%,9,1,9.10%,4,2,50.00%,6,1,12.10%,All Albert Wilson red zone receiving plays
Geronimo Allison,GNB,6,2,33.33%,14,2,5.90%,3,2,66.67%,14,2,6.10%,All Geronimo Allison red zone receiving plays
Giovani Bernard,CIN,6,5,83.33%,26,0,9.50%,2,1,50.00%,3,0,6.70%,All Giovani Bernard red zone receiving plays
Devontae Booker,DEN,6,3,50.00%,14,0,9.50%,1,0,0.00%,0,0,2.80%,All Devontae Booker red zone receiving plays
John Brown,ARI,6,2,33.33%,24,1,7.70%,3,0,0.00%,0,0,7.70%,All John Brown red zone receiving plays
Brice Butler,DAL,6,1,16.67%,4,1,11.30%,6,1,16.67%,4,1,20.00%,All Brice Butler red zone receiving plays
Isaiah Crowell,CLE,6,5,83.33%,23,0,10.90%,3,2,66.67%,-6,0,15.00%,All Isaiah Crowell red zone receiving plays
Victor Cruz,NYG,6,4,66.67%,24,1,10.00%,2,1,50.00%,3,1,7.70%,All Victor Cruz red zone receiving plays
Vernon Davis,WAS,6,3,50.00%,17,1,8.10%,4,2,50.00%,4,0,10.80%,All Vernon Davis red zone receiving plays
Eric Ebron,DET,6,5,83.33%,32,1,7.10%,3,2,66.67%,13,1,8.10%,All Eric Ebron red zone receiving plays
Taylor Gabriel,ATL,6,6,100.00%,42,1,6.50%,2,2,100.00%,13,1,4.00%,All Taylor Gabriel red zone receiving plays
Frank Gore,IND,6,5,83.33%,47,4,8.80%,4,3,75.00%,11,2,10.00%,All Frank Gore red zone receiving plays
Ryan Griffin,HOU,6,4,66.67%,24,2,9.00%,3,2,66.67%,7,2,8.60%,All Ryan Griffin red zone receiving plays
Tim Hightower,NOR,6,3,50.00%,7,0,5.80%,4,1,25.00%,0,0,6.70%,All Tim Hightower red zone receiving plays
Justin Hunter,BUF,6,3,50.00%,25,3,12.20%,5,2,40.00%,9,2,25.00%,All Justin Hunter red zone receiving plays
Carlos Hyde,SFO,6,5,83.33%,45,3,12.50%,2,2,100.00%,9,1,10.50%,All Carlos Hyde red zone receiving plays
Duke Johnson,CLE,6,2,33.33%,8,0,10.90%,3,0,0.00%,0,0,15.00%,All Duke Johnson red zone receiving plays
Kyle Juszczyk,BAL,6,4,66.67%,20,0,8.30%,3,2,66.67%,8,0,10.70%,All Kyle Juszczyk red zone receiving plays
Lance Kendricks,LAR,6,3,50.00%,30,2,11.80%,4,1,25.00%,0,0,17.40%,All Lance Kendricks red zone receiving plays
John Kuhn,NOR,6,5,83.33%,17,1,5.80%,2,2,100.00%,7,1,3.30%,All John Kuhn red zone receiving plays
Vance McDonald,SFO,6,4,66.67%,38,2,12.50%,2,1,50.00%,8,1,10.50%,All Vance McDonald red zone receiving plays
Lamar Miller,HOU,6,5,83.33%,39,1,9.00%,2,2,100.00%,13,1,5.70%,All Lamar Miller red zone receiving plays
Richard Rodgers,GNB,6,3,50.00%,23,2,5.90%,3,1,33.33%,2,1,6.10%,All Richard Rodgers red zone receiving plays
Eli Rogers,PIT,6,4,66.67%,20,2,9.40%,3,2,66.67%,6,2,10.30%,All Eli Rogers red zone receiving plays
Eddie Royal,CHI,6,4,66.67%,30,2,8.30%,2,1,50.00%,4,1,5.90%,All Eddie Royal red zone receiving plays
Kenny Stills,MIA,6,4,66.67%,22,1,12.00%,2,2,100.00%,13,1,9.10%,All Kenny Stills red zone receiving plays
Jordan Taylor,DEN,6,4,66.67%,25,2,9.50%,3,2,66.67%,4,1,8.30%,All Jordan Taylor red zone receiving plays
Deonte Thompson,CHI,6,3,50.00%,17,2,8.30%,5,2,40.00%,9,2,14.70%,All Deonte Thompson red zone receiving plays
Charcandrick West,KAN,6,4,66.67%,20,2,7.80%,3,2,66.67%,6,2,9.10%,All Charcandrick West red zone receiving plays
Jay Ajayi,MIA,5,3,60.00%,12,0,10.00%,1,0,0.00%,0,0,4.50%,All Jay Ajayi red zone receiving plays
Gary Barnidge,CLE,5,3,60.00%,29,2,9.10%,2,1,50.00%,4,1,10.00%,All Gary Barnidge red zone receiving plays
Daniel Brown,CHI,5,3,60.00%,22,1,6.90%,4,2,50.00%,14,1,11.80%,All Daniel Brown red zone receiving plays
Garrett Celek,SFO,5,3,60.00%,29,3,10.40%,2,2,100.00%,13,2,10.50%,All Garrett Celek red zone receiving plays
Sammie Coates,PIT,5,3,60.00%,10,1,7.80%,2,1,50.00%,5,1,6.90%,All Sammie Coates red zone receiving plays
Rob Gronkowski,NWE,5,2,40.00%,2,1,6.90%,4,2,50.00%,2,1,10.50%,All Rob Gronkowski red zone receiving plays
Austin Hooper,ATL,5,3,60.00%,14,2,5.40%,3,2,66.67%,11,2,6.00%,All Austin Hooper red zone receiving plays
Tyler Lockett,SEA,5,3,60.00%,16,0,7.10%,2,1,50.00%,7,0,6.50%,All Tyler Lockett red zone receiving plays
Jalin Marshall,NYJ,5,3,60.00%,27,2,7.10%,2,1,50.00%,6,1,6.90%,All Jalin Marshall red zone receiving plays
Jerick McKinnon,MIN,5,5,100.00%,37,2,6.80%,2,2,100.00%,8,1,6.30%,All Jerick McKinnon red zone receiving plays
Latavius Murray,OAK,5,3,60.00%,0,0,5.60%,2,1,50.00%,-1,0,4.40%,All Latavius Murray red zone receiving plays
Brandon Myers,TAM,5,2,40.00%,11,1,7.50%,1,1,100.00%,4,1,3.70%,All Brandon Myers red zone receiving plays
Jalen Richard,OAK,5,4,80.00%,30,2,5.60%,1,1,100.00%,4,1,2.20%,All Jalen Richard red zone receiving plays
Chester Rogers,IND,5,4,80.00%,15,0,7.40%,4,3,75.00%,12,0,10.00%,All Chester Rogers red zone receiving plays
Torrey Smith,SFO,5,1,20.00%,1,1,10.40%,4,1,25.00%,1,1,21.10%,All Torrey Smith red zone receiving plays
Robert Turbin,IND,5,2,40.00%,4,1,7.40%,3,2,66.67%,4,1,7.50%,All Robert Turbin red zone receiving plays
C.J. Uzomah,CIN,5,2,40.00%,7,1,7.90%,4,2,50.00%,7,1,13.30%,All C.J. Uzomah red zone receiving plays
Kevin White,CHI,5,1,20.00%,5,0,6.90%,1,0,0.00%,0,0,2.90%,All Kevin White red zone receiving plays
Kamar Aiken,BAL,4,3,75.00%,30,1,5.60%,2,1,50.00%,5,1,7.10%,All Kamar Aiken red zone receiving plays
Robbie Chosen,NYJ,4,3,75.00%,14,0,5.70%,0,0,,0,0,0.00%,All Robbie Chosen red zone receiving plays
Eric Decker,NYJ,4,2,50.00%,20,2,5.70%,3,1,33.33%,5,1,10.30%,All Eric Decker red zone receiving plays
Shaun Draughn,SFO,4,4,100.00%,39,2,8.30%,1,1,100.00%,2,0,5.30%,All Shaun Draughn red zone receiving plays
Rhett Ellison,MIN,4,2,50.00%,-2,0,5.40%,2,2,100.00%,-2,0,6.30%,All Rhett Ellison red zone receiving plays
Matt Forte,NYJ,4,3,75.00%,23,1,5.70%,1,0,0.00%,0,0,3.40%,All Matt Forte red zone receiving plays
Marquise Goodwin,BUF,4,3,75.00%,21,1,8.20%,2,1,50.00%,6,1,10.00%,All Marquise Goodwin red zone receiving plays
Ryan Grant,WAS,4,2,50.00%,18,0,5.40%,0,0,,0,0,0.00%,All Ryan Grant red zone receiving plays
Ladarius Green,PIT,4,0,0.00%,0,0,6.30%,1,0,0.00%,0,0,3.40%,All Ladarius Green red zone receiving plays
Virgil Green,DEN,4,1,25.00%,2,1,6.30%,3,1,33.33%,2,1,8.30%,All Virgil Green red zone receiving plays
Cobi Hamilton,PIT,4,1,25.00%,6,0,6.30%,1,0,0.00%,0,0,3.40%,All Cobi Hamilton red zone receiving plays
Demetrius Harris,KAN,4,1,25.00%,12,0,5.20%,2,0,0.00%,0,0,6.10%,All Demetrius Harris red zone receiving plays
Tyler Higbee,LAR,4,1,25.00%,2,1,7.80%,2,1,50.00%,2,1,8.70%,All Tyler Higbee red zone receiving plays
Josh Huff,PHI,4,4,100.00%,18,1,4.70%,1,1,100.00%,1,1,4.00%,All Josh Huff red zone receiving plays
Rashad Jennings,NYG,4,3,75.00%,16,1,6.70%,0,0,,0,0,0.00%,All Rashad Jennings red zone receiving plays
Marcedes Lewis,JAX,4,3,75.00%,11,1,6.00%,3,2,66.67%,7,1,11.50%,All Marcedes Lewis red zone receiving plays
Jordan Norwood,DEN,4,2,50.00%,9,0,6.30%,4,2,50.00%,9,0,11.10%,All Jordan Norwood red zone receiving plays
Quinton Patton,SFO,4,1,25.00%,9,0,8.30%,3,1,33.33%,9,0,15.80%,All Quinton Patton red zone receiving plays
Breshad Perriman,BAL,4,4,100.00%,30,1,5.60%,0,0,,0,0,0.00%,All Breshad Perriman red zone receiving plays
Paul Richardson,SEA,4,2,50.00%,11,1,5.70%,3,1,33.33%,5,1,9.70%,All Paul Richardson red zone receiving plays
Mychal Rivera,OAK,4,2,50.00%,16,1,4.40%,3,2,66.67%,16,1,6.70%,All Mychal Rivera red zone receiving plays
Tajae Sharpe,TEN,4,2,50.00%,6,0,6.10%,2,1,50.00%,3,0,6.70%,All Tajae Sharpe red zone receiving plays
Mike Tolbert,CAR,4,2,50.00%,-1,1,6.10%,1,1,100.00%,1,1,4.80%,All Mike Tolbert red zone receiving plays
Sammy Watkins,BUF,4,2,50.00%,14,1,8.20%,1,1,100.00%,8,1,5.00%,All Sammy Watkins red zone receiving plays
Terrance Williams,DAL,4,3,75.00%,17,2,7.50%,4,3,75.00%,17,2,13.30%,All Terrance Williams red zone receiving plays
Stephen Anderson,HOU,3,2,66.67%,12,1,4.50%,2,1,50.00%,7,1,5.70%,All Stephen Anderson red zone receiving plays
Matt Asiata,MIN,3,3,100.00%,18,0,4.10%,1,1,100.00%,7,0,3.10%,All Matt Asiata red zone receiving plays
Peyton Barber,TAM,3,3,100.00%,19,0,4.50%,1,1,100.00%,4,0,3.70%,All Peyton Barber red zone receiving plays
Josh Bellamy,CHI,3,2,66.67%,15,1,4.20%,2,1,50.00%,10,1,5.90%,All Josh Bellamy red zone receiving plays
Corey Coleman,CLE,3,2,66.67%,16,1,5.50%,1,1,100.00%,5,0,5.00%,All Corey Coleman red zone receiving plays
Ed Dickson,CAR,3,1,33.33%,1,1,4.50%,2,1,50.00%,1,1,9.50%,All Ed Dickson red zone receiving plays
Kenneth Dixon,BAL,3,2,66.67%,14,1,4.20%,1,1,100.00%,8,1,3.60%,All Kenneth Dixon red zone receiving plays
Josh Doctson,WAS,3,0,0.00%,0,0,4.10%,2,0,0.00%,0,0,5.40%,All Josh Doctson red zone receiving plays
Larry Donnell,NYG,3,1,33.33%,15,1,5.00%,2,0,0.00%,0,0,7.70%,All Larry Donnell red zone receiving plays
Harry Douglas,TEN,3,0,0.00%,0,0,4.50%,1,0,0.00%,0,0,3.30%,All Harry Douglas red zone receiving plays
Ezekiel Elliott,DAL,3,3,100.00%,12,0,5.70%,2,2,100.00%,2,0,6.70%,All Ezekiel Elliott red zone receiving plays
Darren Fells,ARI,3,1,33.33%,7,0,3.80%,2,0,0.00%,0,0,5.10%,All Darren Fells red zone receiving plays
