Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
0,Colson Yankoff,WAS,,,,,0,,0,,,,,,,,,,,
15.3,Hayden Hurst,LAC,5.3,1.5,3.5,1.6,,0,,,1.6,0,,,,,,1.8,,0
11.6,Gerald Everett,CHI,0.9,2.1,0,0,4.2,0,,1.3,1.5,0,0,0,0,0,0,1.6,0,0
0,Parker Hesse,DET,0,0,0,0,,0,,,,,,,,,,,,
26.6,Tyler Higbee,LA,,,,,,,,,,,,,,,,8.1,2.9,15.6
0,Zack Kuntz,NYJ,,,,,,,,,,,,,,,0,,,
0,Anthony Firkser,KC,0,,,,,0,,0,,,,,0,,0,0,,
36.6,Michael Mayer,LV,2.3,2.1,1.7,,,,,,,,1.5,3.1,1.5,13.8,2.1,0,2.4,6.1
236.6,George Kittle,SF,8,20.6,,14.5,20.4,22.8,15.2,24.8,,14.7,,20.2,1.7,21.1,10.1,18.6,19.2,4.7
5.1,Dallin Holker,NO,,,,,0,0,0,,0,0,0,,0,2,0,0,0,3.1
131.2,Kyle Pitts,ATL,11.6,5,7.9,0,15.8,10,13.5,25.1,2.1,9.5,1.9,,0,2.4,6.8,1.7,14.4,3.5
4.6,Tanner Conner,MIA,0,0,1.1,3.5,,,,,0,0,,,,,,,,
16,MyCole Pruitt,PIT,1.9,0,,,,,0,2,,0,,0,4.1,0.9,0,7.1,0,0
1.7,John Samuel Shenker,LV,,,,0,0,0,0,1.7,,,,,,,,0,0,
35,Brock Wright,DET,1.2,0,7.4,3.3,,0,0,7.8,1.1,0,7.5,4.4,2.3,0,0,0,0,0
43.8,Adam Trautman,DEN,0,0,2.3,0,2.9,0,0,18.5,1.4,4.4,0,1.3,0,,10,1.5,1.5,0
7.8,Greg Dulcich,NYG,3.2,4.6,0,0,,,,,,,,,,0,0,0,0,0
7.7,E.J. Jenkins,PHI,0,0,,,,,,,0,,,,,0,0,0,0,7.7
13.8,Ben Sinnott,WAS,0,0,0,0,0,0,8.6,0,2.2,0,0,0,1.3,,1.7,0,0,0
4,Jaheim Bell,NE,,0,,,,0,0,0,1.1,0,0,0,0,,0,0,0,2.9
32.7,Mo Alie-Cox,IND,0,3.2,0,0,11.7,8.1,0,0,0,0,3.7,0,3.5,,0,2.5,0,0
103.6,Dallas Goedert,PHI,7.1,6.8,27,13.2,,0,,,,10.5,11.1,5.9,12.5,,,,,9.5
78.5,AJ Barner,SEA,0,0,4.3,10.7,2.3,2.3,1.5,5.4,6.7,,3.5,4.9,9.4,2.3,1.5,9.3,0,14.4
0,Robert Tonyan,MIN,,,0,0,0,,0,0,,,,,,,,,,
86.5,T.J. Hockenson,MIN,,,,,,,,,5.7,15.2,3.3,18.4,5.8,8.5,10.2,4.7,11.8,2.9
0,Travis Vokolek,ARZ,,,,0,,,,,,,,,,,,,,
2.7,Brevin Jordan,HST,1.3,1.4,,,,,,,,,,,,,,,,
91,Jordan Akins,CLV,5.7,2,6.9,2,11.2,0,8.2,0,6.2,,2.9,6.8,0,2.4,6,1.8,10.9,18
143.5,Mike Gesicki,CIN,4.8,16.1,8.7,0.1,5.1,0,1.2,14.3,27,7,0,,10.3,5.4,6.7,3.4,18.6,14.8
89.5,Evan Engram,JAX,1.5,,,,,20.2,8.5,13.6,9.5,10,7.8,,11.1,7.3,,,,
7.8,Cam Grandy,CIN,,,,,,,,,,1,0,,0,0,3.2,0,1.7,1.9
0,Baylor Cupp,KC,,,,,,,,,,,,,,0,,,,
34.3,Cade Stover,HST,0,2.8,0,3.7,2.6,0,2.5,3.9,0,1.2,3.5,11.6,1.4,,,,1.1,0
34.5,Payne Durham,TB,0,0,1.8,0,0,0,,0,0,0,,3.6,0,0,0,7.9,11.6,9.6
13.8,Devin Culp,TB,,,,,,,0,0,,,,,,,,0,8.2,5.6
103.3,Foster Moreau,NO,14.3,0,1.2,0,9.3,7.4,5.8,0,8.7,0,8,,2.6,6,13.9,5.3,13.7,7.1
0,James Mitchell,DET,,,,,,,,,,,0,,,,,,,
17.1,Blake Whiteheart,CLV,,0,0,10.3,0,,,,,,,3.9,0,0,0,0,1.8,1.1
22,Julian Hill,MIA,1.6,0,4.4,0,0,,1.4,4.1,,0,4.8,1.8,1.5,2.4,0,0,0,0
0,C.J. Uzomah,PHI,,,,,,,,,,,0,0,0,0,0,0,0,
28.5,Jeremy Ruckert,NYJ,0,0,3.5,3,0,2.7,0,4.4,1.4,3.7,1.6,,1.3,0,2.2,3.2,0,1.5
16,Connor Heyward,PIT,0,0,1.2,0,10.3,1.4,0,0,,0,0,0,0,0,0,1.3,1.8,0
1.5,Ross Dwelley,ATL,0,0,0,0,,0,0,0,0,,1.5,,0,0,0,0,,0
104,Noah Fant,SEA,3.1,2.4,12,4.6,5.4,12.3,10.5,5.2,,,,,5.6,4.8,4.5,8,8.3,17.3
10.9,Tucker Fisk,LAC,,,,,,,,,,0,1.6,1.7,1.1,1,1.7,2,1.8,0
36.8,Stone Smartt,LAC,0,0,,0,,2,4.1,0,,,0,0,1.3,8.4,10,6.7,4.3,0
0,Brayden Willis,SF,,,0,,,,,0,,,,0,,0,,0,0,0
1.2,Marcedes Lewis,CHI,0,0,0,0,0,1.2,,0,0,0,0,0,0,0,0,0,0,0
49.2,Elijah Higgins,ARZ,3.2,8.8,2.1,3.2,7.2,0,1.1,3.3,5.4,3.3,,1.5,4.3,0,1.5,0,4.3,0
28.3,Charlie Kolar,BLT,0,1.4,4,0,15.6,0,2.4,1.9,0,1.4,0,1.6,,,,,,0
58.8,Josh Whyle,TEN,0,3.3,8.3,1.5,,1.2,6.4,5.3,2.2,0,1.6,0,1.3,5.1,14.7,0,0,7.9
14.3,Durham Smythe,MIA,0,1.8,1.3,0,0,,0,0,1.4,1.6,1.3,1.8,1.8,0,1.8,1.5,0,0
0,Princeton Fant,DAL,,,,,,,,,,,0,,0,,0,0,,
1.6,David Martin-Robinson,TEN,,,,,,,,,,,,,,0,0,1.6,0,0
93.1,Brenton Strange,JAX,0,9.5,9.2,4.9,12.4,2.1,0,10.9,0,4.5,1.6,,2.4,3.1,18.3,4.2,0,10
110.1,Will Dissly,LAC,2.3,5.9,4.9,4.4,,6.6,16.1,9.1,2.9,8,18,8.7,0,3.9,,,4.1,15.2
57.1,Luke Schoonmaker,DAL,0,10.3,1.5,0,1.8,0,,0,,0,11.6,14.5,8.3,4.2,0,1.3,0,3.6
110.6,Austin Hooper,NE,5.1,1.5,2.9,9.3,1.9,1.5,7.2,4.5,1.8,9.4,7.5,15.9,14.2,,6.8,9.5,4.9,6.7
108.4,Jake Ferguson,DAL,4.5,,15.5,11.9,13,4.1,,8.3,14.1,6.4,2.1,,,6.2,4.3,10,4.8,3.2
59.1,Dawson Knox,BUF,3.3,0,1.7,1,0,8.2,1.5,7,1.5,6,8,,7.6,1.5,6.2,4.2,1.4,
68.1,Theo Johnson,NYG,2.8,0,2.3,1.6,9.8,6,0,6.5,14.1,7.7,,6.9,10.4,,,,,
3.2,Shane Zylstra,DET,,,,,,,0,0,0,0,3.2,0,0,0,0,0,0,0
0,Rodney Williams,PIT,,,0,,,0,,0,,,,,,,,,,
14.5,Pharaoh Brown,SEA,,,1.9,1.3,1.7,0,0,0,0,,0,3.9,0,1.6,0,2.7,1.4,0
1.5,Jody Fortson,KC,,,,,1.5,,0,0,,,,,,,,,,
0,Justin Shorter,LV,,,,,,,0,0,0,,0,0,0,,,,0,
118.4,Cole Kmet,CHI,1.4,6.7,25.7,6.4,8.7,24,,2.4,0,3.3,7.2,13.4,5.6,0,2.4,8.9,0,2.3
4.4,Josiah Deguara,JAX,,,1.8,0,1.2,0,0,0,0,,,,,0,0,1.4,0,0
10.1,Peyton Hendershot,KC,,,,,,,,,1.9,1.6,2.1,0,,,,,0,4.5
0,Tanner McLachlan,CIN,,,,,,,,,,,,,,,,0,0,
0,Ko Kieft,TB,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
145.4,Hunter Henry,NE,3.8,18.9,2.9,3.2,5.2,13.1,17.2,9.5,12.6,2.4,12.3,9.4,14.5,,6.5,13.9,0,
7.2,Sam Hubbard,CIN,,,,,,0,,,0,0,,,0,,7.2,,,
17.6,Harrison Bryant,LV,0,0,0,4.1,0,5.4,3.9,,4.2,,,,,0,0,0,0,0
,,,,,,,,,0,,,,,,,,,,,
0,Jake Tonges,SF,0,0,0,0,,0,0,0,,0,,0,,0,,,,0
48.5,Nick Vannett,TEN,3.1,0,8.9,0,,0,6.5,0,11.3,0,1.6,0,1.6,1.4,1.7,0,7.8,4.6
2.2,Feleipe Franks,CAR,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,2.2
163.3,Tucker Kraft,GB,5.7,3.6,4.4,17.3,24.8,3.5,12.3,16.8,7.6,,0,10.6,13.8,13.1,5.4,9.5,7.3,7.6
173.4,Zach Ertz,WAS,5.8,10.2,8.8,5.2,3,10.8,14,14.7,1.5,7.1,16.7,15.8,12.5,,4.5,2.2,25.2,15.4
43.5,Nate Adkins,DEN,0,0,1.6,1,1.8,1.5,0,7.3,0,0,8.2,0,2.6,,8.5,3.8,1.7,5.5
174.6,Sam LaPorta,DET,8.5,3.3,5.6,9.3,,12.2,3.5,16.8,4.8,15.6,,4.9,15.6,10.4,18.1,14.3,18.4,13.3
0,Mitchell Wilcox,NE,,,,,,,,,,0,,,,,,,,
113.3,Noah Gray,KC,6.7,0,2.3,8,4.9,,10.6,5.3,0,3.8,18.3,22.6,9.8,6.6,10.1,2,1.6,0.7
40.5,Tanner Hudson,CIN,3.8,,,,,0,0,0,3.4,16.3,3.3,,6.8,2.9,1.9,,,2.1
224.5,Jonnu Smith,MIA,1.7,11.3,3.8,0,11.1,,22.6,6,9.6,7.5,28.1,23.7,21.3,13.4,19.8,12.2,11.6,20.8
0,Tyler Mabry,SEA,,,,,,,,,,,0,0,,,,,,
144.5,David Njoku,CLV,8.4,,,,2.4,8.1,23.6,17.1,7.9,,17.1,1.9,26.2,17.2,,14.6,,
100.8,Dalton Kincaid,BUF,2.1,7.3,13.1,9.7,5.4,11.1,8.2,13.1,7.2,4.4,,,,,9.3,5.5,4.4,
0,Irv Smith Jr.,HST,,,,,,,,,,,,,0,,0,0,0,0
3.7,Ian Thomas,CAR,,,,,,0,2.4,0,0,1.3,,,,,,,,
262.7,Brock Bowers,LV,11.8,18.8,7.1,5.1,23.7,16.1,19.3,10.8,15.5,,31.3,7.8,30.2,8.2,6.5,20.9,14.6,15
11.6,Charlie Woerner,ATL,1.4,0,0,0,0,0,0,2.3,0,0,,,1.5,2.1,2.7,0,1.6,0
59.8,Grant Calcaterra,PHI,2.1,3.9,0,3.6,,10.7,1.5,8.8,8,0,0,0,0,10.6,3.2,0,4.4,3
36.5,Drew Sample,CIN,0,5.8,0,1,0,0,0,0,11.4,0,1.5,,2.8,3.3,1.8,2.2,1.3,5.4
26.7,Eric Saubert,SF,0,4.6,6.1,0,0,0,0,0,,0,1.7,0,0,1.4,0,7.2,0,5.7
0,Brenden Bates,CLV,,0,0,0,0,,,,,,,,,,,,0,0
14.6,Quintin Morris,BUF,0,0,0,0,0,0,0,0,7.2,0,0,,2.4,,0,,0,5
26.5,Daniel Bellinger,NYG,1.3,0,2.7,0,0,0,2.1,0,0,0,,0,0,9.5,6.5,1.5,0,2.9
125.7,Isaiah Likely,BLT,26.1,4.6,1.4,3.6,16.3,4.7,3.7,8.7,0,,11.5,0,14.8,,3.7,11.9,7.9,6.8
9.9,Davis Allen,LA,0,,,,0,,0,0,1.5,8.4,0,0,0,0,0,0,0,0
45.2,Johnny Mundt,MIN,3.5,3.2,7.2,3.5,5.1,,4.8,2,0,0,2.3,1.7,10.2,0,0,0,1.7,0
15.7,Kenny Yeboah,NYJ,,,,,,,,,2.2,1.4,8.1,,0,0,0,0,0,4
0,Jordan Matthews,CAR,0,0,,,,,,,0,,,,,,,,,
122.8,Juwan Johnson,NO,10.6,0,0,3.3,8.1,7.8,4.8,7.8,6.1,4.2,12,,8.6,15,3.2,4.7,12.6,14
243.8,Trey McBride,ARZ,8,12.7,5.5,,11.3,17.6,10.1,21.4,12.7,11.1,,25.3,21.6,14,17.7,5,30.3,19.5
45,Darnell Washington,PIT,1.5,7.5,0,5.1,1.5,1.9,7.6,3.9,,1.6,6.2,4.4,2,0,0,0,1.8,0
1.5,Zach Davidson,BUF,,,,,,,,,,,1.5,,0,0,,,,
65.4,Colby Parkinson,LA,8.7,2.2,5.1,7.3,12.2,,5.2,3.7,0,0,8.9,2,2.3,2.1,4.1,0,0,1.6
34.2,Lucas Krull,DEN,,,,,1.5,3.1,7.1,3.8,0,4.1,0,0,5.4,,2.8,5.1,1.3,0
