Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
0,Hunter Long,MIA,0,,,,,0,0,0,0,,,,,,0,0,0,0
30.8,John Bates,WAS,0,3.5,0,5.9,6.9,,0,1.6,1.5,0,0,11.4,0,,0,0,0,0
22.5,Dan Arnold,JAX,0,1.8,0,3.6,3,0,3.4,1.8,2.9,1.8,,0,0,1.5,0,2.7,0,
0,Tyree Jackson,PHI,,,,,,,,,,,0,0,0,0,0,,,
74.2,Jelani Woods,IND,0,0,15.3,4.3,0,10.7,1.4,0,1.2,,,17.8,4.8,,4.6,7.3,4.9,1.9
32.2,Zach Gentry,PIT,6,0,0,1.2,9.3,1.4,2,1.3,,0,2.8,0.6,1.8,0,1.4,1.1,0,3.3
28.9,Eric Tomlinson,DEN,0,0,0,0,0,2.6,4.1,0,,0,0,0,0,3.1,11.8,0,0,7.3
148.2,Pat Freiermuth,PIT,12.5,12.2,6.1,15.5,3.2,,15.5,9.7,,7.6,15.9,6.9,10.6,12.3,0,13.6,6.6,0
105.4,Hayden Hurst,CIN,9.6,7.4,1.7,11.7,17.3,5.1,10.8,8.2,8.5,,4.8,11.7,3.2,,,,,5.4
137.5,Gerald Everett,LAC,14.4,13.1,4.5,17.1,1.2,7.9,11.3,,8.6,4.3,,5.8,13,7.8,8.2,0,10.5,9.8
25.5,Albert Okwuegbunam,DEN,8.3,0,2.2,0,1.5,,,,,,,,,0,,,13.5,0
37.4,Cameron Brate,TB,1.7,1.9,10.2,7.2,,3.4,,,,1.8,,3.5,,3.2,4.5,0,,0
17.9,Parker Hesse,ATL,1.5,1.5,0,3.2,1.9,0,0,1.9,0,0,0,1.9,2.6,,0,1.8,0,1.6
152,Tyler Higbee,LA,8.9,14.1,10.1,17.3,11.6,1.7,,3.5,0,15.3,8.5,0,3.4,3.1,12.7,30.4,4.1,7.3
19,Anthony Firkser,ATL,1.6,0,3.2,0,2.1,,,,,,,2.6,4.4,,0,3,0,2.1
0,Scotty Washington,NE,,,,,,,,,,,,,,,,0,,
5.6,Ben Ellefson,MIN,1.2,0,4.4,0,,,,,,,,,,,,,,
202.5,George Kittle,SF,,,6.8,4.4,9.7,16.3,21.8,12.9,,3.1,24.4,5.6,4.2,6.8,25.3,30,12.3,18.9
75.6,Kyle Pitts,ATL,3.9,3.9,13.7,3.5,,10.9,3.9,19,4.7,4.8,7.3,,,,,,,
0,Tanner Conner,MIA,,0,0,0,0,0,0,0,,,,,0,,,,,
55,MyCole Pruitt,ATL,,,,,0,7.2,0,0,1.6,1.6,2.7,8.9,7.7,,4,0,8.9,12.4
63.6,Brock Wright,DET,0,3.5,0,0,0,,9.7,1.6,0,7.2,4,2.6,4.5,0,12.1,2.1,16.3,0
44.7,Adam Trautman,NO,0,0,1.9,6.7,11.2,1.8,,,1.8,4.2,4.2,2.7,4.8,,0,0,2.6,2.8
0,Noah Togiai,PHI,0,0,,,,,,,,,,,,,,,,
2.5,Devin Asiasi,CIN,,,0,0,,0,0,0,0,,0,0,0,0,0,2.5,,
86.1,Greg Dulcich,DEN,,,,,,12.4,11.1,12.7,,2.1,7,3.1,14.5,7.2,2.1,13.9,,
0,Chase Allen,CHI,,,,,,,,,,,,,,,,0,,
0,Michael Hoecht,LA,,,,,,,,0,,,,,,,,,,
4.6,Trevon Wesco,CHI,,0,0,3.3,0,0,0,0,0,0,0,1.3,0,,,,0,0
55.9,Mo Alie-Cox,IND,4.6,1.9,1.9,26.5,1.7,0,0,0,3.3,0,2.4,3.4,1.6,,0,1.2,0,7.4
19.5,Chris Myarick,NYG,7.1,0,1.6,0,1.4,0,4.1,2,,0,0,3.3,0,0,0,,0,
143.2,Dallas Goedert,PHI,9,13.2,11.6,12.2,17.5,4.2,,12.4,24,11.3,,,,,,9.7,7.5,10.6
112,Robert Tonyan,GB,6.6,3.1,9.7,10.2,6.3,19,6.2,8.5,5.9,1.8,3.9,5,2,,1.4,2.3,14.2,5.9
213.4,T.J. Hockenson,MIN,7.8,5.6,10.8,37.9,1.6,,8.8,11,16,11.5,8.4,15.3,7.3,13.7,6.3,35.9,12.9,2.6
18,Giovanni Ricci,CAR,0,2.6,2.5,0,5.7,0,0,0,1.8,1.2,,,,0,0,0,4.2,0
26.8,Brevin Jordan,HST,1.5,2.3,,,,,0,3.9,1.5,,,,8.6,0,1.9,4.1,3,0
116.5,Jordan Akins,HST,,,12.1,5.3,4.2,,9.8,1.5,0,10.2,2.8,17.1,5.1,1.5,11.2,6.9,5.8,23
98.2,Mike Gesicki,MIA,1.1,14.1,1.6,4.3,4,24.9,5.7,12.8,1.3,5.1,,0,0,0,1.5,3.4,9.8,8.6
174.9,Evan Engram,JAX,6.8,11.6,1.9,2.6,12.9,9,10.7,15.5,1.8,4.4,,1.4,14,39.2,14.2,18.3,3.9,6.7
87.5,Foster Moreau,LV,0,6,7.4,,,,5.8,9.1,6.7,13.3,4.3,12.3,4.2,0,4,3.9,8.5,2
28.3,James Mitchell,DET,,,,0,0,,0,2.4,8.8,1.4,0,3.2,0,0,3.2,5.1,2.5,1.7
56.2,C.J. Uzomah,NYJ,0,,1.5,0,3.2,3.7,1.5,3.7,4.6,,0,4.7,4.1,1.7,18.1,4,5.4,
1.8,Jeremy Ruckert,NYJ,,0,,0,0,,,,,,,0,,,,,,1.8
35.8,Connor Heyward,PIT,0,0,0,0,3.2,6.9,1.6,0,,2.9,0,0,8.7,2.3,0,2.1,0,8.1
0,Jared Pinkney,LA,,,,,,,,,,,,,,,,,0,0
19.5,Ross Dwelley,SF,2.1,10.8,0,0,0,,0,6.6,,,0,0,,,0,,,
0,Jacob Hollister,LV,,,,,,,,0,,,,,0,0,,,,
3.9,Stephen Anderson,ARZ,0,1.2,0,0,0,,0,0,0,0,0,0,,2.7,0,0,,0
122.6,Noah Fant,SEA,4.6,3.1,6.7,7.2,7.9,10.5,1.7,3.9,14.6,6.4,,6.4,14.2,0,14.2,9.2,6,6
17.9,Brycen Hopkins,LA,0,0,,,,0,,0,0,2.1,0,2.2,0,1.8,0,8.7,3.1,0
4.3,Cole Turner,WAS,,,,,0,4.3,0,,,,0,0,0,,0,0,0,0
5.7,Stone Smartt,LAC,,,,,,,,,,,1.6,0,2.3,1.8,,0,0,0
24.6,Marcedes Lewis,GB,0,0,0,0,7.2,0,0,0,2.9,0.9,0,0,0,,2.4,11.2,0,0
8.9,Charlie Kolar,BLT,,,,,,,,,,,,,,,,,0,8.9
2.6,Mason Schreck,HST,,,,1,1.6,,,,,,,,,,0,,,
40,Durham Smythe,MIA,2.4,1.5,5.3,0,7.9,,0,0,0,0,,7.4,4.1,0,0.8,1.8,1.9,6.9
4.8,Maxx Williams,ARZ,0,0,0,0,,,,,,,1.7,0,,0,3.1,0,0,0
86.9,Will Dissly,SEA,13.3,2,12.4,13.9,4.1,2.2,8.5,3.2,5.4,4.8,,3.7,4.2,4,2.3,2.9,,
97.4,Austin Hooper,TEN,1.6,2.9,3.9,1.4,1.7,,8.6,1.5,5.4,9.1,19.6,6,5.2,11.8,5.3,4,1.6,7.8
48.4,Jake Ferguson,DAL,0,0,3.3,1.7,0,14,1.7,7.1,,0,3.5,8.7,1.9,0,,3.4,1.7,1.4
135.7,Dawson Knox,BUF,1.5,8.1,6.5,7,,12.7,,9,5.5,9.7,14,3.7,0,14.1,21.8,12.8,,9.3
41,Shane Zylstra,DET,0,0,0,,,,,,7.1,0,0,0,1.4,3.8,1.4,25.6,1.7,0
23.7,Pharaoh Brown,CLV,2.7,5.4,6.1,,0,4.1,0,0,,3.3,0,0,2.1,0,0,0,0,0
29,Donald Parham Jr.,LAC,,,,,0,8.3,,,,,,,,,6.5,1.8,7.3,5.1
0,Matt Sokol,NE,,,,,0,,,,,,,,,,,,0,0
31.8,Jody Fortson,KC,7.1,0,0,8,0,0,1.8,,,1.6,7.1,4.6,1.6,0,0,,,
1.4,Richard Rodgers,LAC,0,0,0,0,,,0,,0,1.4,0,0,0,,,,,
147.3,Cole Kmet,CHI,0,0,6,4.6,8.5,2.5,5.2,9.1,22,23.4,6.5,5.7,13.2,,6.5,7.7,10.7,15.7
24.4,Josiah Deguara,GB,4.8,0,0,0,3.9,1.9,0,1.9,9.1,0,0,0,0,,0,1.4,1.4,0
39.5,Peyton Hendershot,DAL,0,0,7.3,0,0,4.2,8.5,3.5,,0,0.8,6.2,0,0,9,0,0,0
21,Ko Kieft,TB,0,0,0,2.9,0,0,2.8,1.9,1.6,0,,7.5,2.2,2.1,0,0,0,0
103.9,Hunter Henry,NE,4,0,1.8,3.3,9.4,16.1,2.2,3.2,9,,3,15.3,3.3,10,2.9,0,10.2,10.2
61.7,Harrison Bryant,CLV,3.8,7.5,0,5.8,0,4.8,3.5,0,,10.5,8.1,2.9,2.4,1.8,2.7,0,3.9,4
1.7,Tommy Sweeney,BUF,0,,,,0,1.7,,,,,,,0,0,,,,
0,Jake Tonges,CHI,0,,0,0,,,,,,,,,,,,,,
0,Jesse James,CLV,0,0,,,,,,,,,,,,,,,,
30.8,Lawrence Cager,NYG,0,,,,,,,0,,8.9,4,3,,,0,,,14.9
11.5,Nick Vannett,NYG,,,1.5,,,,0,1.8,,,,,0,1.9,2.5,0,0,3.8
111.6,Zach Ertz,ARZ,9.4,15.5,10.5,16.7,10.8,14,4.1,13.4,15,2.2,,,,,,,,
36.5,O.J. Howard,HST,17.8,1.7,0,4.7,0,,0,4.4,2.4,0,1.9,0,,0,,,3.6,
36.9,Mitchell Wilcox,CIN,0,1.3,1.9,2.8,0,0,3.4,1.3,0,,0,0,2.3,2,12.4,9.5,,0
70,Noah Gray,KC,2,3.2,3.6,6.1,1.7,4.3,2,,7.5,10,3.5,3.6,2.5,7.5,6.1,1.8,2.2,2.4
23.2,Tanner Hudson,NYG,0,4.2,0,2.8,0,0,0,8.8,,5.4,0,2,,,,,,
0,Miller Forristall,CLV,,,0,0,,,,0,,0,,,,,,,,
52,Jonnu Smith,NE,6.3,0,6.5,0,,8.1,1.4,4,5.1,,8.5,0,2.6,0,4.4,5.1,,
0,Mike Purcell,DEN,,,,,,,,,,,,,,0,,,,
7.7,Tyler Mabry,SEA,,,,,,,,,,,,,,,,,7.7,0
144,David Njoku,CLV,1.7,6.2,23.9,11.7,14.8,8.8,14.1,,,,3.7,13.9,,18.7,5.8,3.4,3.1,14.2
55.2,Irv Smith Jr.,MIN,0,14.6,5.2,5.3,8.2,10.7,,6.8,,,,,,,,,,4.4
40.7,Ian Thomas,CAR,7.3,2.3,3.3,1.6,2.8,4.2,1.3,1.2,0,0,5.4,4.1,,3.1,0,2.2,1.9,0
0,Roger Carter,LA,,,,,,,,,,,,0,,,,,,
0,Nick Boyle,BLT,,,0,,,0,0,0,0,,0,0,,,0,0,,
0,Charlie Woerner,SF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
13.1,Grant Calcaterra,PHI,,,5,0,0,0,,0,0,0,0,0.8,2.9,4.4,0,0,,0
1.8,Drew Sample,CIN,1.2,0.6,,,,,,,,,,,,,,,,
0,Nikola Kalinic,IND,,,,,,,,,,0,0,0,,,0,0,0,0
35.8,Eric Saubert,DEN,0,9.2,0,3.5,8.6,0,0,0,,2.2,3.6,0,0,1.2,1.5,0,6,0
22.4,Quintin Morris,BUF,,1.6,4.2,0,6.9,0,,0,0,0,0,1.3,,0,8.4,0,,0
75.1,Daniel Bellinger,NYG,0,8.6,8,5.3,10.4,14.8,2.3,,,,,,7.4,4.9,1.4,4.8,7.2,
84.8,Darren Waller,LV,11.9,17,5.2,5.4,0,,,,,,,,,,13.8,9.8,16.2,5.5
91.3,Isaiah Likely,BLT,0,8.3,1.8,0,2.7,5,2.6,19.7,9.4,,1.1,,7,0,3.8,1.4,10.2,18.3
39,Johnny Mundt,MIN,4.7,4.8,4.3,0,2.6,2.1,,7.1,1.1,0,1.8,4,2.2,0,1.7,2.6,0,0
0,Kenny Yeboah,NYJ,,0,,,,0,0,,0,,,,,,,0,0,0
0,J.P. Holtz,NO,,,,0,0,0,0,0,0,,,,,,,,,
134.8,Juwan Johnson,NO,6.3,8,0,6.3,2.3,8.1,20.2,3.4,12.2,15.4,13.7,0,,,22.7,1.9,11.2,3.1
61.5,Trey McBride,ARZ,,0,0,5.4,0,0,0,0,0,1.7,5.4,1.1,,5.8,9.5,4.7,20.8,7.1
77.3,Logan Thomas,WAS,7.5,12.7,2.5,6.9,,,,0,0,3.2,11.5,1.7,5,,1.6,9.5,11.6,3.6
69.2,Colby Parkinson,SEA,12.3,0,6.4,4.8,0,3.1,3.8,1.5,2.6,1.7,,0,2.2,2,0,7.5,14.6,6.7
0,Kevin Rader,TEN,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0
4.9,Jesper Horsted,LV,,0,,0,4.9,,0,0,0,0,,,,,,,0,
0,Lucas Krull,NO,,,,,,,,,,,,,0,,,,,
