Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Duke Johnson,CLE,7,16,1,15.2%,5,12,1,17.2%,1,1,1,7.7%,All Duke Johnson red zone rushing plays,JohnDu00
Colin Kaepernick,SFO,7,32,2,11.3%,3,8,1,9.1%,1,4,1,5.6%,All Colin Kaepernick red zone rushing plays,KaepCo00
John Kuhn,NOR,7,9,4,8.1%,4,6,4,7.7%,4,6,4,16.7%,All John Kuhn red zone rushing plays,KuhnJo00
Theo Riddick,DET,7,9,0,18.9%,5,11,0,22.7%,1,0,0,8.3%,All Theo Riddick red zone rushing plays,RiddTh00
Wendell Smallwood,PHI,7,21,1,9.1%,3,6,1,6.4%,2,1,1,8.0%,All Wendell Smallwood red zone rushing plays,SmalWe00
James Starks,GNB,7,-2,0,12.5%,4,-5,0,12.9%,2,-6,0,13.3%,All James Starks red zone rushing plays,StarJa00
Mike Tolbert,CAR,7,14,0,9.5%,4,5,0,10.0%,1,2,0,4.2%,All Mike Tolbert red zone rushing plays,TolbMi00
Shane Vereen,NYG,7,24,1,16.7%,5,13,1,20.0%,3,1,1,15.8%,All Shane Vereen red zone rushing plays,VereSh00
Jonathan Williams,BUF,7,17,1,8.3%,5,6,1,8.5%,4,1,1,13.8%,All Jonathan Williams red zone rushing plays,WillJo07
Blake Bortles,JAX,6,7,2,19.4%,4,8,2,22.2%,3,1,2,27.3%,All Blake Bortles red zone rushing plays,BortBl00
Kirk Cousins,WAS,6,24,4,9.7%,4,8,3,12.1%,3,-1,2,20.0%,All Kirk Cousins red zone rushing plays,CousKi00
Kenneth Dixon,BAL,6,26,2,14.0%,2,1,1,11.1%,2,1,1,18.2%,All Kenneth Dixon red zone rushing plays,DixoKe00
Blaine Gabbert,SFO,6,21,2,9.7%,2,2,2,6.1%,2,2,2,11.1%,All Blaine Gabbert red zone rushing plays,GabbBl00
DuJuan Harris,SFO,6,1,0,9.7%,5,2,0,15.2%,3,5,0,16.7%,All DuJuan Harris red zone rushing plays,HarrDu01
Akeem Hunt,HOU,6,13,0,9.8%,3,10,0,9.4%,2,3,0,13.3%,All Akeem Hunt red zone rushing plays,HuntAk01
Andrew Luck,IND,6,44,2,9.2%,1,0,0,2.7%,0,0,0,.0%,All Andrew Luck red zone rushing plays,LuckAn00
Eli Manning,NYG,6,-4,0,14.3%,5,-5,0,20.0%,5,-5,0,26.3%,All Eli Manning red zone rushing plays,MannEl00
C.J. Prosise,SEA,6,12,0,10.0%,5,6,0,14.7%,2,1,0,11.8%,All C.J. Prosise red zone rushing plays,ProsC.00
Matt Ryan,ATL,6,16,0,7.1%,3,1,0,6.1%,0,0,0,.0%,All Matt Ryan red zone rushing plays,RyanMa00
Charles Sims,TAM,6,0,1,10.3%,4,2,1,14.3%,3,2,1,18.8%,All Charles Sims red zone rushing plays,SimsCh00
Matthew Stafford,DET,6,24,2,16.2%,4,9,2,18.2%,2,1,1,16.7%,All Matthew Stafford red zone rushing plays,StafMa00
Dwayne Washington,DET,6,6,1,16.2%,4,0,1,18.2%,4,0,1,33.3%,All Dwayne Washington red zone rushing plays,WashDw00
Fozzy Whittaker,CAR,6,24,0,8.1%,2,8,0,5.0%,0,0,0,.0%,All Fozzy Whittaker red zone rushing plays,WhitFo00
Russell Wilson,SEA,6,11,1,10.0%,4,4,1,11.8%,2,3,1,11.8%,All Russell Wilson red zone rushing plays,WilsRu00
Derek Carr,OAK,5,-7,0,8.8%,0,0,0,.0%,0,0,0,.0%,All Derek Carr red zone rushing plays,CarrDe02
Alex Collins,SEA,5,17,1,8.3%,2,4,1,5.9%,2,4,1,11.8%,All Alex Collins red zone rushing plays,CollAl00
