Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Cordarrelle Patterson,ATL,31,116,6,46.3%,13,27,5,40.6%,5,3,1,45.5%,All Cordarrelle Patterson red zone rushing plays,PattCo00
Josh Allen,BUF,30,134,6,29.1%,17,52,5,30.4%,7,10,3,35.0%,All Josh Allen red zone rushing plays,AlleJo02
Najee Harris,PIT,29,91,6,70.7%,17,31,6,73.9%,10,2,4,66.7%,All Najee Harris red zone rushing plays,HarrNa00
Javonte Williams,DEN,29,45,4,35.8%,21,21,4,44.7%,9,2,2,45.0%,All Javonte Williams red zone rushing plays,WillJa10
Alexander Mattison,MIN,28,69,3,33.7%,14,30,3,29.2%,2,3,1,11.8%,All Alexander Mattison red zone rushing plays,MattAl01
Darrel Williams,KAN,28,54,6,35.4%,20,37,6,45.5%,14,13,6,63.6%,All Darrel Williams red zone rushing plays,WillDa10
Michael Carter,NYJ,25,57,4,35.2%,16,40,4,34.8%,8,8,3,29.6%,All Michael Carter red zone rushing plays,CartMi03
Zack Moss,BUF,25,57,4,24.3%,16,22,4,28.6%,5,-2,3,25.0%,All Zack Moss red zone rushing plays,MossZa00
Darrell Henderson,LAR,24,68,5,29.3%,13,25,5,32.5%,7,2,4,50.0%,All Darrell Henderson red zone rushing plays,HendDa00
Chuba Hubbard,CAR,24,69,4,34.3%,9,15,3,24.3%,2,4,1,13.3%,All Chuba Hubbard red zone rushing plays,HubbCh01
James Robinson,JAX,24,50,8,42.1%,17,34,8,51.5%,10,16,7,55.6%,All James Robinson red zone rushing plays,RobiJa00
Jordan Howard,PHI,23,73,3,22.1%,14,36,3,20.0%,6,14,3,16.7%,All Jordan Howard red zone rushing plays,HowaJo00
Mark Ingram,2TM,23,49,2,,12,16,1,,7,7,1,,All Mark Ingram red zone rushing plays,IngrMa01
Kyler Murray,ARI,23,60,5,23.2%,11,20,4,19.6%,5,3,3,17.9%,All Kyler Murray red zone rushing plays,MurrKy00
Rhamondre Stevenson,NWE,23,62,5,24.7%,11,22,5,22.0%,5,3,3,20.8%,All Rhamondre Stevenson red zone rushing plays,StevRh00
Justin Herbert,LAC,22,35,3,22.0%,12,16,3,23.1%,5,1,1,21.7%,All Justin Herbert red zone rushing plays,HerbJu00
Jamaal Williams,DET,22,35,3,41.5%,10,14,3,34.5%,5,2,3,45.5%,All Jamaal Williams red zone rushing plays,WillJa06
D'Onta Foreman,TEN,21,68,2,25.9%,11,29,2,25.6%,4,8,1,18.2%,All D'Onta Foreman red zone rushing plays,ForeDO00
Elijah Mitchell,SFO,21,75,4,35.6%,11,25,3,28.9%,4,5,2,28.6%,All Elijah Mitchell red zone rushing plays,MitcEl00
Mike Davis,ATL,20,76,3,29.9%,10,28,2,31.3%,3,4,2,27.3%,All Mike Davis red zone rushing plays,DaviMi01
Chase Edmonds,ARI,20,57,2,20.2%,12,13,1,21.4%,5,4,1,17.9%,All Chase Edmonds red zone rushing plays,EdmoCh00
Latavius Murray,BAL,20,88,5,29.9%,12,31,3,31.6%,3,-1,1,15.8%,All Latavius Murray red zone rushing plays,MurrLa00
Miles Sanders,PHI,20,27,0,19.2%,10,4,0,14.3%,5,-5,0,13.9%,All Miles Sanders red zone rushing plays,SandMi01
Justin Jackson,LAC,19,79,2,19.0%,8,23,1,15.4%,2,2,0,8.7%,All Justin Jackson red zone rushing plays,JackJu01
Boston Scott,PHI,19,52,7,18.3%,16,28,7,22.9%,10,16,7,27.8%,All Boston Scott red zone rushing plays,ScotBo02
D'Andre Swift,DET,19,35,4,35.8%,11,17,3,37.9%,4,3,2,36.4%,All D'Andre Swift red zone rushing plays,SwifDA00
Rex Burkhead,HOU,17,29,2,32.1%,13,17,2,46.4%,5,2,2,50.0%,All Rex Burkhead red zone rushing plays,BurkRe00
D'Ernest Johnson,CLE,17,61,3,19.3%,7,27,3,16.3%,2,8,2,10.5%,All D'Ernest Johnson red zone rushing plays,JohnDE04
Patrick Mahomes,KAN,17,67,2,21.5%,8,21,2,18.2%,0,0,0,.0%,All Patrick Mahomes red zone rushing plays,MahoPa00
Lamar Jackson,BAL,16,65,2,23.9%,7,1,2,18.4%,6,-3,2,31.6%,All Lamar Jackson red zone rushing plays,JackLa00
Christian McCaffrey,CAR,16,47,1,22.9%,9,20,0,24.3%,3,-2,0,20.0%,All Christian McCaffrey red zone rushing plays,McCaCh01
Rashaad Penny,SEA,16,47,3,27.6%,8,24,2,26.7%,3,3,1,15.8%,All Rashaad Penny red zone rushing plays,PennRa00
Devontae Booker,NYG,15,49,2,33.3%,8,5,1,34.8%,5,1,1,45.5%,All Devontae Booker red zone rushing plays,BookDe00
Kareem Hunt,CLE,15,31,4,17.0%,7,21,4,16.3%,4,6,3,21.1%,All Kareem Hunt red zone rushing plays,HuntKa00
Tony Pollard,DAL,15,50,1,20.8%,3,14,1,9.4%,2,7,1,10.0%,All Tony Pollard red zone rushing plays,PollTo00
Dak Prescott,DAL,15,20,1,20.8%,9,16,1,28.1%,4,4,1,20.0%,All Dak Prescott red zone rushing plays,PresDa01
Devonta Freeman,BAL,14,38,5,20.9%,11,32,5,28.9%,6,13,4,31.6%,All Devonta Freeman red zone rushing plays,FreeDe00
Taysom Hill,NOR,14,65,4,18.4%,7,30,4,22.6%,3,5,2,20.0%,All Taysom Hill red zone rushing plays,HillTa00
Deebo Samuel,SFO,14,65,5,23.7%,9,21,3,23.7%,1,3,1,7.1%,All Deebo Samuel red zone rushing plays,SamuDe00
Ryan Tannehill,TEN,14,32,7,17.3%,9,19,7,20.9%,6,10,6,27.3%,All Ryan Tannehill red zone rushing plays,TannRy00
Tevin Coleman,NYJ,13,44,0,18.3%,9,18,0,19.6%,4,4,0,14.8%,All Tevin Coleman red zone rushing plays,ColeTe01
Alex Collins,SEA,13,48,2,22.4%,7,10,1,23.3%,4,3,1,21.1%,All Alex Collins red zone rushing plays,CollAl00
Daniel Jones,NYG,13,48,2,28.9%,5,17,2,21.7%,2,4,1,18.2%,All Daniel Jones red zone rushing plays,JoneDa05
Ronald Jones,TAM,13,40,4,18.1%,9,26,4,17.6%,4,2,1,20.0%,All Ronald Jones red zone rushing plays,JoneRo01
Clyde Edwards-Helaire,KAN,12,60,4,15.2%,7,26,4,15.9%,2,2,2,9.1%,All Clyde Edwards-Helaire red zone rushing plays,EdwaCl00
Trevor Lawrence,JAX,12,45,2,21.1%,7,22,2,21.2%,4,7,1,22.2%,All Trevor Lawrence red zone rushing plays,LawrTr00
Saquon Barkley,NYG,11,16,2,24.4%,6,13,2,26.1%,2,2,1,18.2%,All Saquon Barkley red zone rushing plays,BarkSa00
Kenyan Drake,LVR,11,59,2,14.9%,2,8,1,5.4%,1,4,1,5.0%,All Kenyan Drake red zone rushing plays,DrakKe00
Taylor Heinicke,WAS,11,35,1,14.9%,9,25,1,20.5%,4,8,1,18.2%,All Taylor Heinicke red zone rushing plays,HeinTa00
Ty Johnson,NYJ,11,15,2,15.5%,8,13,2,17.4%,5,3,2,18.5%,All Ty Johnson red zone rushing plays,JohnTy02
Matt Ryan,ATL,11,8,1,16.4%,9,10,1,28.1%,3,2,1,27.3%,All Matt Ryan red zone rushing plays,RyanMa00
Peyton Barber,LVR,10,26,2,13.5%,5,15,2,13.5%,2,3,1,10.0%,All Peyton Barber red zone rushing plays,BarbPe01
Teddy Bridgewater,DEN,10,35,2,12.3%,3,-1,1,6.4%,2,0,1,10.0%,All Teddy Bridgewater red zone rushing plays,BridTe00
Kenneth Gainwell,PHI,10,47,5,9.6%,8,35,4,11.4%,2,3,1,5.6%,All Kenneth Gainwell red zone rushing plays,GainKe00
Carlos Hyde,JAX,10,29,1,17.5%,6,16,1,18.2%,3,-1,1,16.7%,All Carlos Hyde red zone rushing plays,HydeCa00
Joe Burrow,CIN,9,21,2,15.5%,6,13,2,16.7%,4,-1,0,20.0%,All Joe Burrow red zone rushing plays,BurrJo01
Sam Darnold,CAR,9,35,5,12.9%,6,12,4,16.2%,4,2,2,26.7%,All Sam Darnold red zone rushing plays,DarnSa00
Justin Fields,CHI,9,27,1,10.8%,4,8,1,8.5%,1,3,1,4.8%,All Justin Fields red zone rushing plays,FielJu00
Derrick Gore,KAN,9,29,1,11.4%,2,0,1,4.5%,2,0,1,9.1%,All Derrick Gore red zone rushing plays,GoreDe00
Adrian Peterson,2TM,9,15,2,,6,5,2,,5,3,2,,All Adrian Peterson red zone rushing plays,PeteAd01
Tua Tagovailoa,MIA,9,29,3,13.2%,5,10,3,11.6%,4,8,3,18.2%,All Tua Tagovailoa red zone rushing plays,TagoTu00
Austin Walter,NYJ,9,31,1,12.7%,2,4,1,4.3%,2,4,1,7.4%,All Austin Walter red zone rushing plays,WaltAu00
Carson Wentz,IND,9,15,1,8.5%,7,3,1,13.5%,3,1,1,9.7%,All Carson Wentz red zone rushing plays,WentCa00
Jeff Wilson,SFO,9,18,2,15.3%,6,9,2,15.8%,3,-1,1,21.4%,All Jeff Wilson red zone rushing plays,WilsJe01
Brandon Bolden,NWE,8,23,1,8.6%,3,3,0,6.0%,2,3,0,8.3%,All Brandon Bolden red zone rushing plays,BoldBr00
Tom Brady,TAM,8,12,2,11.1%,8,12,2,15.7%,2,2,2,10.0%,All Tom Brady red zone rushing plays,BradTo00
Andy Dalton,CHI,8,18,0,9.6%,5,1,0,10.6%,2,-3,0,9.5%,All Andy Dalton red zone rushing plays,DaltAn00
Khalil Herbert,CHI,8,6,1,9.6%,5,0,1,10.6%,2,1,1,9.5%,All Khalil Herbert red zone rushing plays,HerbKh00
Duke Johnson,MIA,8,13,3,11.8%,6,9,3,14.0%,4,3,2,18.2%,All Duke Johnson red zone rushing plays,JohnDu00
Phillip Lindsay,2TM,8,16,1,,3,4,1,,0,0,0,,All Phillip Lindsay red zone rushing plays,LindPh00
Cam Newton,CAR,8,36,4,11.4%,5,11,3,13.5%,4,9,3,26.7%,All Cam Newton red zone rushing plays,NewtCa00
Patrick Taylor,GNB,8,21,1,9.3%,3,5,1,7.0%,2,3,1,10.0%,All Patrick Taylor red zone rushing plays,TaylPa01
Damien Williams,CHI,8,23,2,9.6%,4,8,2,8.5%,3,8,2,14.3%,All Damien Williams red zone rushing plays,WillDa05
Zach Wilson,NYJ,8,8,3,11.3%,8,8,3,17.4%,6,3,3,22.2%,All Zach Wilson red zone rushing plays,WilsZa00
Ameer Abdullah,CAR,7,16,0,10.0%,3,-1,0,8.1%,1,-2,0,6.7%,All Ameer Abdullah red zone rushing plays,AbduAm00
Le'Veon Bell,2TM,7,14,2,,4,6,2,,3,6,2,,All Le'Veon Bell red zone rushing plays,BellLe00
Malcolm Brown,MIA,7,10,0,10.3%,6,9,0,14.0%,4,1,0,18.2%,All Malcolm Brown red zone rushing plays,BrowMa03
Derek Carr,LVR,7,14,0,9.5%,4,2,0,10.8%,2,1,0,10.0%,All Derek Carr red zone rushing plays,CarrDe02
Chris Carson,SEA,7,18,2,12.1%,3,7,2,10.0%,2,3,2,10.5%,All Chris Carson red zone rushing plays,CarsCh00
David Johnson,HOU,7,5,0,13.2%,2,2,0,7.1%,0,0,0,.0%,All David Johnson red zone rushing plays,JohnDa08
Mac Jones,NWE,7,16,0,7.5%,1,3,0,2.0%,0,0,0,.0%,All Mac Jones red zone rushing plays,JoneMa05
Dare Ogunbowale,JAX,7,15,1,12.3%,2,3,1,6.1%,1,1,1,5.6%,All Dare Ogunbowale red zone rushing plays,OgunDa00
Aaron Rodgers,GNB,7,30,3,8.1%,4,15,3,9.3%,2,5,2,10.0%,All Aaron Rodgers red zone rushing plays,RodgAa00
Larry Rountree,LAC,7,7,1,7.0%,4,5,1,7.7%,2,1,1,8.7%,All Larry Rountree red zone rushing plays,RounLa00
Matthew Stafford,LAR,7,9,0,8.5%,3,8,0,7.5%,1,0,0,7.1%,All Matthew Stafford red zone rushing plays,StafMa00
Russell Wilson,SEA,7,41,2,12.1%,3,3,1,10.0%,3,3,1,15.8%,All Russell Wilson red zone rushing plays,WilsRu00
DeeJay Dallas,SEA,6,35,2,10.3%,2,6,2,6.7%,2,6,2,10.5%,All DeeJay Dallas red zone rushing plays,DallDe00
Royce Freeman,2TM,6,16,0,,1,0,0,,1,0,0,,All Royce Freeman red zone rushing plays,FreeRo00
Case Keenum,CLE,6,5,0,6.8%,2,4,0,4.7%,0,0,0,.0%,All Case Keenum red zone rushing plays,KeenCa00
J.D. McKissic,WAS,6,28,2,8.1%,4,15,2,9.1%,2,3,1,9.1%,All J.D. McKissic red zone rushing plays,McKiJ.00
Jaret Patterson,WAS,6,22,2,8.1%,2,4,1,4.5%,1,1,1,4.5%,All Jaret Patterson red zone rushing plays,PattJa01
Nyheim Hines,IND,5,23,1,4.7%,2,11,1,3.8%,0,0,0,.0%,All Nyheim Hines red zone rushing plays,HineNy00
Tyler Huntley,BAL,5,22,2,7.5%,2,11,2,5.3%,1,3,1,5.3%,All Tyler Huntley red zone rushing plays,HuntTy01
Joshua Kelley,LAC,5,13,0,5.0%,3,5,0,5.8%,2,2,0,8.7%,All Joshua Kelley red zone rushing plays,KellJo01
Marcus Mariota,LVR,5,17,1,6.8%,3,4,1,8.1%,2,3,1,10.0%,All Marcus Mariota red zone rushing plays,MariMa01
Colt McCoy,ARI,5,22,0,5.1%,1,3,0,1.8%,0,0,0,.0%,All Colt McCoy red zone rushing plays,McCoCo00
Jeremy McNichols,TEN,5,19,0,6.2%,3,4,0,7.0%,1,2,0,4.5%,All Jeremy McNichols red zone rushing plays,McNiJe00
Rondale Moore,ARI,5,7,0,5.1%,1,3,0,1.8%,1,3,0,3.6%,All Rondale Moore red zone rushing plays,MoorRo02
Craig Reynolds,DET,5,9,0,9.4%,3,2,0,10.3%,1,-1,0,9.1%,All Craig Reynolds red zone rushing plays,ReynCr00
Ben Roethlisberger,PIT,5,-4,1,12.2%,2,1,1,8.7%,2,1,1,13.3%,All Ben Roethlisberger red zone rushing plays,RoetBe00
J.J. Taylor,NWE,5,3,2,5.4%,3,2,2,6.0%,3,2,2,12.5%,All J.J. Taylor red zone rushing plays,TaylJJ01
Ke'Shawn Vaughn,TAM,5,20,1,6.9%,4,14,1,7.8%,1,2,1,5.0%,All Ke'Shawn Vaughn red zone rushing plays,VaugKe00
Ty'Son Williams,BAL,5,25,0,7.5%,2,11,0,5.3%,1,3,0,5.3%,All Ty'Son Williams red zone rushing plays,WillTy01
Kirk Cousins,MIN,4,-2,1,4.8%,4,-2,1,8.3%,1,1,1,5.9%,All Kirk Cousins red zone rushing plays,CousKi00
Jamycal Hasty,SFO,4,8,1,6.8%,3,7,1,7.9%,1,3,1,7.1%,All Jamycal Hasty red zone rushing plays,HastJa02
Dontrell Hilliard,TEN,4,4,0,4.9%,1,1,0,2.3%,1,1,0,4.5%,All Dontrell Hilliard red zone rushing plays,HillDo00
Tony Jones,NOR,4,19,0,5.3%,1,1,0,3.2%,1,1,0,6.7%,All Tony Jones red zone rushing plays,JoneTo04
Trey Lance,SFO,4,7,1,6.8%,2,5,1,5.3%,1,1,1,7.1%,All Trey Lance red zone rushing plays,LancTr00
Jarvis Landry,CLE,4,26,2,4.5%,2,5,1,4.7%,1,0,0,5.3%,All Jarvis Landry red zone rushing plays,LandJa00
Baker Mayfield,CLE,4,10,1,4.5%,1,5,1,2.3%,0,0,0,.0%,All Baker Mayfield red zone rushing plays,MayfBa00
Isaiah McKenzie,BUF,4,19,1,3.9%,2,11,1,3.6%,0,0,0,.0%,All Isaiah McKenzie red zone rushing plays,McKeIs00
Tyrod Taylor,HOU,4,32,3,7.5%,2,12,2,7.1%,0,0,0,.0%,All Tyrod Taylor red zone rushing plays,TaylTy00
Jonathan Williams,WAS,4,11,1,5.4%,3,10,1,6.8%,2,3,1,9.1%,All Jonathan Williams red zone rushing plays,WillJo07
Jameis Winston,NOR,4,7,1,5.3%,3,5,1,9.7%,0,0,0,.0%,All Jameis Winston red zone rushing plays,WinsJa00
Salvon Ahmed,MIA,3,17,0,4.4%,1,3,0,2.3%,0,0,0,.0%,All Salvon Ahmed red zone rushing plays,AhmeSa01
Eno Benjamin,ARI,3,3,0,3.0%,1,-4,0,1.8%,0,0,0,.0%,All Eno Benjamin red zone rushing plays,BenjEn00
Matt Breida,BUF,3,18,1,2.9%,2,3,0,3.6%,0,0,0,.0%,All Matt Breida red zone rushing plays,BreiMa00
Jacoby Brissett,MIA,3,2,1,4.4%,3,2,1,7.0%,3,2,1,13.6%,All Jacoby Brissett red zone rushing plays,BrisJa00
Michael Burton,KAN,3,12,1,3.8%,2,9,1,4.5%,1,2,0,4.5%,All Michael Burton red zone rushing plays,BurtMi00
Corey Clement,DAL,3,4,0,4.2%,0,0,0,.0%,0,0,0,.0%,All Corey Clement red zone rushing plays,ClemCo00
Damarea Crockett,DEN,3,7,0,3.7%,0,0,0,.0%,0,0,0,.0%,All Damarea Crockett red zone rushing plays,CrocDa01
Blaine Gabbert,TAM,3,-1,0,4.2%,3,-1,0,5.9%,0,0,0,.0%,All Blaine Gabbert red zone rushing plays,GabbBl00
Jimmy Garoppolo,SFO,3,8,3,5.1%,3,8,3,7.9%,2,3,2,14.3%,All Jimmy Garoppolo red zone rushing plays,GaroJi00
Jared Goff,DET,3,-1,0,5.7%,3,-1,0,10.3%,1,-3,0,9.1%,All Jared Goff red zone rushing plays,GoffJa00
Travis Homer,SEA,3,11,0,5.2%,2,-2,0,6.7%,1,3,0,5.3%,All Travis Homer red zone rushing plays,HomeTr00
Kyle Juszczyk,SFO,3,12,1,5.1%,3,12,1,7.9%,1,1,0,7.1%,All Kyle Juszczyk red zone rushing plays,JuszKy00
Darnell Mooney,CHI,3,18,1,3.6%,1,0,0,2.1%,0,0,0,.0%,All Darnell Mooney red zone rushing plays,MoonDa00
Kene Nwangwu,MIN,3,2,0,3.6%,2,-1,0,4.2%,1,-2,0,5.9%,All Kene Nwangwu red zone rushing plays,NwanKe00
Qadree Ollison,ATL,3,24,1,4.5%,0,0,0,.0%,0,0,0,.0%,All Qadree Ollison red zone rushing plays,OlliQa00
Elijhaa Penny,NYG,3,14,1,6.7%,1,4,1,4.3%,1,4,1,9.1%,All Elijhaa Penny red zone rushing plays,PennEl00
Tommy Tremble,CAR,3,11,1,4.3%,3,11,1,8.1%,0,0,0,.0%,All Tommy Tremble red zone rushing plays,TremTo00
Trayveon Williams,CIN,3,0,0,5.2%,0,0,0,.0%,0,0,0,.0%,All Trayveon Williams red zone rushing plays,WillTr06
Cam Akers,LAR,2,4,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Cam Akers red zone rushing plays,AkerCa00
Brandon Allen,CIN,2,3,0,3.4%,1,0,0,2.8%,1,0,0,5.0%,All Brandon Allen red zone rushing plays,AlleBr00
Ryquell Armstead,JAX,2,5,0,3.5%,1,1,0,3.0%,0,0,0,.0%,All Ryquell Armstead red zone rushing plays,ArmsRy00
Braxton Berrios,NYJ,2,3,2,2.8%,2,3,2,4.3%,2,3,2,7.4%,All Braxton Berrios red zone rushing plays,BerrBr00
Kendrick Bourne,NWE,2,25,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Kendrick Bourne red zone rushing plays,BourKe00
Chase Claypool,PIT,2,1,0,4.9%,2,1,0,8.7%,1,-2,0,6.7%,All Chase Claypool red zone rushing plays,ClayCh01
Nick Foles,CHI,2,1,0,2.4%,2,1,0,4.3%,0,0,0,.0%,All Nick Foles red zone rushing plays,FoleNi00
Reggie Gilliam,BUF,2,2,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Reggie Gilliam red zone rushing plays,GillRe00
C.J. Ham,MIN,2,1,0,2.4%,2,1,0,4.2%,1,0,0,5.9%,All C.J. Ham red zone rushing plays,HamxC.00
Chad Henne,KAN,2,0,0,2.5%,2,0,0,4.5%,0,0,0,.0%,All Chad Henne red zone rushing plays,HennCh01
Tyreek Hill,KAN,2,6,0,2.5%,0,0,0,.0%,0,0,0,.0%,All Tyreek Hill red zone rushing plays,HillTy00
Deon Jackson,IND,2,3,1,1.9%,1,3,1,1.9%,1,3,1,3.2%,All Deon Jackson red zone rushing plays,JackDe02
Andy Janovich,CLE,2,0,1,2.3%,1,1,1,2.3%,1,1,1,5.3%,All Andy Janovich red zone rushing plays,JanoAn00
Jermar Jefferson,DET,2,8,1,3.8%,1,8,1,3.4%,0,0,0,.0%,All Jermar Jefferson red zone rushing plays,JeffJe00
Travis Kelce,KAN,2,3,1,2.5%,2,3,1,4.5%,2,3,1,9.1%,All Travis Kelce red zone rushing plays,KelcTr00
CeeDee Lamb,DAL,2,1,0,2.8%,1,-1,0,3.1%,1,-1,0,5.0%,All CeeDee Lamb red zone rushing plays,LambCe00
Drew Lock,DEN,2,3,1,2.5%,2,3,1,4.3%,0,0,0,.0%,All Drew Lock red zone rushing plays,LockDr00
Marlon Mack,IND,2,11,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Marlon Mack red zone rushing plays,MackMa00
Jerick McKinnon,KAN,2,7,0,2.5%,0,0,0,.0%,0,0,0,.0%,All Jerick McKinnon red zone rushing plays,McKiJe00
Davis Mills,HOU,2,5,0,3.8%,0,0,0,.0%,0,0,0,.0%,All Davis Mills red zone rushing plays,MillDa02
Elijah Moore,NYJ,2,26,1,2.8%,0,0,0,.0%,0,0,0,.0%,All Elijah Moore red zone rushing plays,MoorEl00
Samaje Perine,CIN,2,10,0,3.4%,1,1,0,2.8%,0,0,0,.0%,All Samaje Perine red zone rushing plays,PeriSa00
Jalen Richard,LVR,2,2,0,2.7%,1,1,0,2.7%,0,0,0,.0%,All Jalen Richard red zone rushing plays,RichJa01
Trevor Siemian,NOR,2,16,1,2.6%,0,0,0,.0%,0,0,0,.0%,All Trevor Siemian red zone rushing plays,SiemTr00
Jonnu Smith,NWE,2,7,0,2.2%,1,5,0,2.0%,0,0,0,.0%,All Jonnu Smith red zone rushing plays,SmitJo01
James White,NWE,2,14,1,2.2%,1,7,1,2.0%,0,0,0,.0%,All James White red zone rushing plays,WhitJa02
Robert Woods,LAR,2,21,1,2.4%,0,0,0,.0%,0,0,0,.0%,All Robert Woods red zone rushing plays,WoodRo02
Kyle Allen,WAS,1,0,0,1.4%,1,0,0,2.3%,1,0,0,4.5%,All Kyle Allen red zone rushing plays,AlleKy00
Robbie Chosen,CAR,1,3,0,1.4%,1,3,0,2.7%,0,0,0,.0%,All Robbie Chosen red zone rushing plays,AndeRo04
Mark Andrews,BAL,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Mark Andrews red zone rushing plays,AndrMa00
Alex Armah,NOR,1,3,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Alex Armah red zone rushing plays,ArmaAl00
Tavon Austin,JAX,1,8,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Tavon Austin red zone rushing plays,AustTa00
Blake Bell,KAN,1,3,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Blake Bell red zone rushing plays,BellBl00
Tim Boyle,DET,1,14,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Tim Boyle red zone rushing plays,BoylTi00
A.J. Brown,TEN,1,7,0,1.2%,0,0,0,.0%,0,0,0,.0%,All A.J. Brown red zone rushing plays,BrowAJ00
DeAndre Carter,WAS,1,11,0,1.4%,0,0,0,.0%,0,0,0,.0%,All DeAndre Carter red zone rushing plays,CartDe02
Ja'Marr Chase,CIN,1,0,0,1.7%,1,0,0,2.8%,0,0,0,.0%,All Ja'Marr Chase red zone rushing plays,ChasJa00
Eric Ebron,PIT,1,1,1,2.4%,1,1,1,4.3%,1,1,1,6.7%,All Eric Ebron red zone rushing plays,EbroEr00
Sam Ehlinger,IND,1,1,0,.9%,1,1,0,1.9%,1,1,0,3.2%,All Sam Ehlinger red zone rushing plays,EhliSa00
Evan Engram,NYG,1,-3,0,2.2%,1,-3,0,4.3%,1,-3,0,9.1%,All Evan Engram red zone rushing plays,EngrEv00
Zach Ertz,ARI,1,4,0,1.0%,1,4,0,1.8%,0,0,0,.0%,All Zach Ertz red zone rushing plays,ErtzZa00
Chris Evans,CIN,1,1,0,1.7%,1,1,0,2.8%,1,1,0,5.0%,All Chris Evans red zone rushing plays,EvanCh02
Ryan Fitzpatrick,WAS,1,2,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Ryan Fitzpatrick red zone rushing plays,FitzRy00
Jake Funk,LAR,1,-1,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Jake Funk red zone rushing plays,FunkJa00
Wayne Gallman,ATL,1,1,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Wayne Gallman red zone rushing plays,GallWa00
