Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
6,Tim Jones,JAX,0,,0,0,0,3,1.7,0,0,0,,0,1.3,0,0,0,0,0
58.2,Jarvis Landry,NO,18.4,6.5,4.2,2.7,,,,,,6.7,12.3,4,3.4,,0,,,
82.7,Nick Westbrook-Ikhine,TEN,2.3,2.3,7,0,9.2,,0,0,0,28.9,4.8,9.8,1.4,11.3,0,4.3,1.4,0
10.2,Laquon Treadwell,SEA,,,,,,,,,,,,0,1.1,0,,5.6,3.5,0
1.2,Cody White,PIT,,,,,,,,,,,,1.2,,,,,,
48.5,Sammy Watkins,BLT,4.8,12.3,,,,,5.6,1.3,1.9,7.7,0,0,0,,,5,0,9.9
2.4,Ihmir Smith-Marsette,KC,0,,0,0,2.5,-0.1,,,,,,,,0,,,,0
16.9,Cam Sims,WAS,0,0,0,0,1.7,1.6,2.2,3.1,2.2,0,2.7,0,0.8,,0,0,2.6,0
30.1,Keelan Cole Sr.,LV,,,2.2,0,0,,,5,0,0,3.1,3.2,0,2.1,13,0,0,1.5
0,Lance McCutcheon,LA,,,,0,,,,,,0,0,0,,,0,0,0,0
0,Dez Fitzpatrick,TEN,,,,,0,,,,,,,,,,,,,
54.2,Robbie Chosen,ARZ,21.2,6.2,2.4,5.6,4.2,0,0,0,0.6,0,0,2.7,,9,0,0,2.3,
256.6,DeVonta Smith,PHI,0,15,30.9,4.7,18.7,15.4,,7.3,4.2,15.9,13.8,9,21.2,17.4,17.6,31.3,20.5,13.7
0,Britain Covey,PHI,,,,,,,,0,0,,,,0,0,,,,
56.4,Kendall Hinton,DEN,,3,3.7,5.9,,1.8,2.4,0,,10.2,8.7,9.8,2.1,8.8,,,0,
0,Kyric McGowan,WAS,,,,,,,0,0,,,,,,,,,,
0,Tyler Johnson,HST,,,,0,0,,,,,,,,,,,,,
243.9,Christian Kirk,JAX,17.7,25.8,19.2,8.3,2.1,12.8,17.1,7,21.6,31.5,,8.1,16.4,9.5,15.2,5.6,4.1,21.9
87.9,Rondale Moore,ARZ,,,,3.7,13.1,10.9,4.1,23.4,14.9,18.4,-0.6,,,,,,,
2.5,Frank Darby,ATL,,,0,,,,,,,,0,,,,,0,0,2.5
0,Malik Turner,SF,0,,,,,,,,,,,,,,,,,
