Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Arian Foster,HOU,29,75,7,50.9%,14,27,5,51.9%,10,8,4,58.8%,All Arian Foster red zone rushing plays,FostAr00
Frank Gore,SFO,27,62,3,42.2%,13,23,3,41.9%,4,0,1,36.4%,All Frank Gore red zone rushing plays,GoreFr00
Jamaal Charles,KAN,26,100,6,44.8%,15,34,4,45.5%,6,8,4,40.0%,All Jamaal Charles red zone rushing plays,CharJa00
Fred Jackson,BUF,26,36,2,45.6%,15,21,2,53.6%,3,-4,1,33.3%,All Fred Jackson red zone rushing plays,JackFr02
Terrance West,CLE,26,62,4,36.6%,15,28,4,36.6%,5,6,3,31.3%,All Terrance West red zone rushing plays,WestTe00
Jonas Gray,NWE,25,79,5,29.1%,15,43,5,27.8%,8,13,5,29.6%,All Jonas Gray red zone rushing plays,GrayJo00
Ben Tate,2TM,25,78,4,,15,33,4,,7,5,2,,All Ben Tate red zone rushing plays,TateBe00
Rashad Jennings,NYG,24,63,4,32.0%,14,13,3,35.0%,9,6,3,39.1%,All Rashad Jennings red zone rushing plays,JennRa00
Trent Richardson,IND,24,40,3,34.8%,15,15,3,40.5%,7,6,2,46.7%,All Trent Richardson red zone rushing plays,RichTr00
LeGarrette Blount,2TM,23,56,5,,17,40,5,,7,0,3,,All LeGarrette Blount red zone rushing plays,BlouLe00
Knile Davis,KAN,23,48,5,39.7%,14,16,5,42.4%,9,15,5,60.0%,All Knile Davis red zone rushing plays,DaviKn00
C.J. Anderson,DEN,22,88,7,34.9%,12,43,6,31.6%,6,6,4,30.0%,All C.J. Anderson red zone rushing plays,AndeC.00
Tre Mason,STL,21,57,3,37.5%,12,33,3,41.4%,1,0,0,14.3%,All Tre Mason red zone rushing plays,MasoTr00
Branden Oliver,SDG,21,75,3,42.9%,11,24,2,45.8%,3,2,2,75.0%,All Branden Oliver red zone rushing plays,OlivBr01
Carlos Hyde,SFO,19,60,4,29.7%,10,25,4,32.3%,5,9,2,45.5%,All Carlos Hyde red zone rushing plays,HydeCa00
Cam Newton,CAR,19,30,5,29.2%,11,22,4,32.4%,4,8,3,25.0%,All Cam Newton red zone rushing plays,NewtCa00
Bernard Pierce,BAL,19,26,2,21.3%,11,14,2,23.9%,9,9,2,29.0%,All Bernard Pierce red zone rushing plays,PierBe00
Russell Wilson,SEA,19,87,5,23.5%,9,27,4,20.9%,2,0,1,12.5%,All Russell Wilson red zone rushing plays,WilsRu00
Ahmad Bradshaw,IND,18,72,2,26.1%,10,11,1,27.0%,5,3,1,33.3%,All Ahmad Bradshaw red zone rushing plays,BradAh00
Andre Ellington,ARI,18,41,3,47.4%,8,18,3,36.4%,3,4,2,30.0%,All Andre Ellington red zone rushing plays,ElliAn00
Jonathan Stewart,CAR,18,22,2,27.7%,8,-3,2,23.5%,5,-5,2,31.3%,All Jonathan Stewart red zone rushing plays,StewJo00
Chris Polk,PHI,17,49,4,19.5%,9,19,4,20.0%,5,0,2,29.4%,All Chris Polk red zone rushing plays,PolkCh00
Bobby Rainey,TAM,17,49,1,40.5%,8,15,1,34.8%,1,1,0,25.0%,All Bobby Rainey red zone rushing plays,RainBo00
Alfred Blue,HOU,16,26,2,28.1%,5,3,2,18.5%,3,2,2,17.6%,All Alfred Blue red zone rushing plays,BlueAl00
Shonn Greene,TEN,16,30,2,40.0%,9,15,2,40.9%,4,5,2,44.4%,All Shonn Greene red zone rushing plays,GreeSh00
Andrew Luck,IND,16,73,3,23.2%,6,9,1,16.2%,1,-1,0,6.7%,All Andrew Luck red zone rushing plays,LuckAn00
Darren McFadden,OAK,16,40,2,48.5%,9,14,2,42.9%,6,4,2,60.0%,All Darren McFadden red zone rushing plays,McFaDa00
Lorenzo Taliaferro,BAL,16,39,4,18.0%,8,19,4,17.4%,6,1,2,19.4%,All Lorenzo Taliaferro red zone rushing plays,TaliLo00
Isaiah Crowell,CLE,15,84,7,21.1%,7,32,4,17.1%,2,5,2,12.5%,All Isaiah Crowell red zone rushing plays,CrowIs00
Colin Kaepernick,SFO,15,28,0,23.4%,6,-6,0,19.4%,1,0,0,9.1%,All Colin Kaepernick red zone rushing plays,KaepCo00
Bishop Sankey,TEN,14,60,2,35.0%,7,16,2,31.8%,3,3,1,33.3%,All Bishop Sankey red zone rushing plays,SankBi00
James Starks,GNB,14,34,2,18.2%,6,10,1,16.2%,1,3,1,6.7%,All James Starks red zone rushing plays,StarJa00
Shane Vereen,NWE,14,21,2,16.3%,12,13,2,22.2%,8,7,2,29.6%,All Shane Vereen red zone rushing plays,VereSh00
Anthony Dixon,BUF,13,28,1,22.8%,8,7,1,28.6%,2,3,1,22.2%,All Anthony Dixon red zone rushing plays,DixoAn00
Ronnie Hillman,DEN,13,18,2,20.6%,9,16,2,23.7%,5,2,2,25.0%,All Ronnie Hillman red zone rushing plays,HillRo00
Stevan Ridley,NWE,13,25,2,15.1%,8,14,2,14.8%,5,5,2,18.5%,All Stevan Ridley red zone rushing plays,RidlSt00
Zac Stacy,STL,13,30,1,23.2%,9,17,1,31.0%,3,1,1,42.9%,All Zac Stacy red zone rushing plays,StacZa00
Joe Flacco,BAL,12,4,2,13.5%,6,0,2,13.0%,6,0,2,19.4%,All Joe Flacco red zone rushing plays,FlacJo00
Denard Robinson,JAX,12,33,3,36.4%,7,15,3,38.9%,2,-1,1,25.0%,All Denard Robinson red zone rushing plays,RobiDe00
Juwan Thompson,DEN,12,39,3,19.0%,5,13,3,13.2%,3,3,2,15.0%,All Juwan Thompson red zone rushing plays,ThomJu01
Tom Brady,NWE,11,24,0,12.8%,6,4,0,11.1%,2,0,0,7.4%,All Tom Brady red zone rushing plays,BradTo00
Donald Brown,SDG,11,23,0,22.4%,6,7,0,25.0%,1,1,0,25.0%,All Donald Brown red zone rushing plays,BrowDo00
Andy Dalton,CIN,11,34,3,13.9%,6,14,3,13.6%,3,2,2,13.6%,All Andy Dalton red zone rushing plays,DaltAn00
Knowshon Moreno,MIA,11,24,1,12.5%,7,8,1,15.2%,4,5,1,20.0%,All Knowshon Moreno red zone rushing plays,MoreKn00
Khiry Robinson,NOR,11,34,3,15.1%,5,10,2,12.2%,3,1,2,11.1%,All Khiry Robinson red zone rushing plays,RobiKh00
Damien Williams,MIA,11,20,0,12.5%,3,0,0,6.5%,0,0,0,.0%,All Damien Williams red zone rushing plays,WillDa05
Benny Cunningham,STL,10,29,3,17.9%,5,7,2,17.2%,2,4,2,28.6%,All Benny Cunningham red zone rushing plays,CunnBe01
Chris Johnson,NYJ,10,17,0,14.5%,3,0,0,8.6%,1,0,0,4.3%,All Chris Johnson red zone rushing plays,JohnCh04
John Kuhn,GNB,10,27,1,13.0%,7,12,1,18.9%,3,2,1,20.0%,All John Kuhn red zone rushing plays,KuhnJo00
Latavius Murray,OAK,10,27,1,30.3%,8,12,0,38.1%,3,-1,0,30.0%,All Latavius Murray red zone rushing plays,MurrLa00
Aaron Rodgers,GNB,10,69,2,13.0%,3,15,1,8.1%,1,1,1,6.7%,All Aaron Rodgers red zone rushing plays,RodgAa00
Daniel Thomas,MIA,10,25,2,11.4%,7,11,2,15.2%,2,4,2,10.0%,All Daniel Thomas red zone rushing plays,ThomDa03
Montee Ball,DEN,9,12,1,14.3%,7,8,1,18.4%,3,-1,1,15.0%,All Montee Ball red zone rushing plays,BallMo00
Reggie Bush,DET,9,45,1,14.5%,3,7,0,10.0%,0,0,0,.0%,All Reggie Bush red zone rushing plays,BushRe00
Toby Gerhart,JAX,9,17,2,27.3%,6,9,2,33.3%,4,2,2,50.0%,All Toby Gerhart red zone rushing plays,GerhTo00
Dan Herron,IND,9,25,0,13.0%,5,7,0,13.5%,2,2,0,13.3%,All Dan Herron red zone rushing plays,HerrDa00
Doug Martin,TAM,9,30,2,21.4%,6,17,2,26.1%,1,3,1,25.0%,All Doug Martin red zone rushing plays,MartDo00
Geno Smith,NYJ,9,20,1,13.0%,4,-1,1,11.4%,3,-2,1,13.0%,All Geno Smith red zone rushing plays,SmitGe00
Darren Sproles,PHI,9,60,5,10.3%,5,14,3,11.1%,2,5,2,11.8%,All Darren Sproles red zone rushing plays,SproDa00
Mike Tolbert,CAR,9,9,0,13.8%,7,0,0,20.6%,3,-2,0,18.8%,All Mike Tolbert red zone rushing plays,TolbMi00
Tavon Austin,STL,8,56,2,14.3%,1,6,1,3.4%,0,0,0,.0%,All Tavon Austin red zone rushing plays,AustTa00
Teddy Bridgewater,MIN,8,35,1,15.7%,4,8,0,12.1%,1,1,0,7.7%,All Teddy Bridgewater red zone rushing plays,BridTe00
Jacquizz Rodgers,ATL,8,23,1,17.0%,2,-6,0,7.4%,0,0,0,.0%,All Jacquizz Rodgers red zone rushing plays,RodgJa00
Brandon Bolden,NWE,7,21,1,8.1%,2,9,1,3.7%,0,0,0,.0%,All Brandon Bolden red zone rushing plays,BoldBr00
Ryan Fitzpatrick,HOU,7,14,2,12.3%,4,1,2,14.8%,3,5,2,17.6%,All Ryan Fitzpatrick red zone rushing plays,FitzRy00
Jerick McKinnon,MIN,7,18,0,13.7%,3,11,0,9.1%,0,0,0,.0%,All Jerick McKinnon red zone rushing plays,McKiJe00
Darrin Reaves,CAR,7,17,0,10.8%,3,5,0,8.8%,1,1,0,6.3%,All Darrin Reaves red zone rushing plays,ReavDa00
Ryan Tannehill,MIA,7,14,1,8.0%,2,1,1,4.3%,1,1,1,5.0%,All Ryan Tannehill red zone rushing plays,TannRy00
Robert Turbin,SEA,7,22,0,8.6%,3,6,0,7.0%,0,0,0,.0%,All Robert Turbin red zone rushing plays,TurbRo00
Drew Brees,NOR,6,8,1,8.2%,3,7,1,7.3%,1,1,1,3.7%,All Drew Brees red zone rushing plays,BreeDr00
Robert Griffin,WAS,6,16,1,8.6%,5,7,1,13.5%,1,2,1,5.3%,All Robert Griffin red zone rushing plays,GrifRo01
Mike James,TAM,6,5,0,14.3%,4,7,0,17.4%,1,0,0,25.0%,All Mike James red zone rushing plays,JameMi00
Storm Johnson,JAX,6,13,2,18.2%,4,6,2,22.2%,2,4,2,25.0%,All Storm Johnson red zone rushing plays,JohnSt03
Josh McCown,TAM,6,28,3,14.3%,3,6,2,13.0%,1,1,1,25.0%,All Josh McCown red zone rushing plays,McCoJo01
Bilal Powell,NYJ,6,8,1,8.7%,4,3,1,11.4%,4,3,1,17.4%,All Bilal Powell red zone rushing plays,PoweBi00
Philip Rivers,SDG,6,4,0,12.2%,3,-5,0,12.5%,0,0,0,.0%,All Philip Rivers red zone rushing plays,RivePh00
Ben Roethlisberger,PIT,6,-3,0,10.2%,1,1,0,3.8%,0,0,0,.0%,All Ben Roethlisberger red zone rushing plays,RoetBe00
Pierre Thomas,NOR,6,12,1,8.2%,4,11,1,9.8%,2,3,1,7.4%,All Pierre Thomas red zone rushing plays,ThomPi00
Michael Vick,NYJ,6,20,0,8.7%,3,9,0,8.6%,1,0,0,4.3%,All Michael Vick red zone rushing plays,VickMi00
DeAngelo Williams,CAR,6,10,0,9.2%,1,-2,0,2.9%,1,-2,0,6.3%,All DeAngelo Williams red zone rushing plays,WillDe02
Ronnie Brown,2TM,5,4,0,,4,2,0,,0,0,0,,All Ronnie Brown red zone rushing plays,BrowRo05
Jonathan Dwyer,ARI,5,7,1,13.2%,2,2,1,9.1%,1,1,1,10.0%,All Jonathan Dwyer red zone rushing plays,DwyeJo00
Marion Grice,ARI,5,4,1,13.2%,5,4,1,22.7%,2,1,1,20.0%,All Marion Grice red zone rushing plays,GricMa00
Roy Helu,WAS,5,3,1,7.1%,2,1,1,5.4%,2,1,1,10.5%,All Roy Helu red zone rushing plays,HeluRo00
Eli Manning,NYG,5,-4,1,6.7%,2,-1,1,5.0%,1,1,1,4.3%,All Eli Manning red zone rushing plays,MannEl00
EJ Manuel,BUF,5,15,1,8.8%,2,-1,1,7.1%,2,-1,1,22.2%,All EJ Manuel red zone rushing plays,ManuEJ00
Ryan Mathews,SDG,5,22,1,10.2%,1,1,0,4.2%,0,0,0,.0%,All Ryan Mathews red zone rushing plays,MathRy00
Mark Sanchez,PHI,5,0,1,5.7%,5,0,1,11.1%,1,2,1,5.9%,All Mark Sanchez red zone rushing plays,SancMa00
Stepfan Taylor,ARI,5,7,1,13.2%,5,7,1,22.7%,4,4,1,40.0%,All Stepfan Taylor red zone rushing plays,TaylSt00
Darrel Young,WAS,5,3,3,7.1%,5,3,3,13.5%,5,3,3,26.3%,All Darrel Young red zone rushing plays,YounDa01
Blake Bortles,JAX,4,10,0,12.1%,1,-1,0,5.6%,0,0,0,.0%,All Blake Bortles red zone rushing plays,BortBl00
Percy Harvin,2TM,4,9,0,,1,1,0,,1,1,0,,All Percy Harvin red zone rushing plays,HarvPe00
Brian Hoyer,CLE,4,-6,0,5.6%,3,-8,0,7.3%,1,0,0,6.3%,All Brian Hoyer red zone rushing plays,HoyeBr00
Peyton Manning,DEN,4,-3,0,6.3%,2,-1,0,5.3%,1,0,0,5.0%,All Peyton Manning red zone rushing plays,MannPe00
Dexter McCluster,TEN,4,13,0,10.0%,2,9,0,9.1%,0,0,0,.0%,All Dexter McCluster red zone rushing plays,McClDe00
Silas Redd,WAS,4,17,1,5.7%,0,0,0,.0%,0,0,0,.0%,All Silas Redd red zone rushing plays,ReddSi00
Charles Sims,TAM,4,8,1,9.5%,2,5,1,8.7%,0,0,0,.0%,All Charles Sims red zone rushing plays,SimsCh00
Drew Stanton,ARI,4,-3,0,10.5%,1,3,0,4.5%,0,0,0,.0%,All Drew Stanton red zone rushing plays,StanDr00
Frank Summers,BUF,4,10,1,7.0%,1,2,1,3.6%,1,2,1,11.1%,All Frank Summers red zone rushing plays,SummFr00
Bryce Brown,BUF,3,14,0,5.3%,0,0,0,.0%,0,0,0,.0%,All Bryce Brown red zone rushing plays,BrowBr02
Rex Burkhead,CIN,3,14,1,3.8%,1,10,1,2.3%,0,0,0,.0%,All Rex Burkhead red zone rushing plays,BurkRe00
Jed Collins,DET,3,7,0,4.8%,1,2,0,3.3%,0,0,0,.0%,All Jed Collins red zone rushing plays,CollJe01
Brandin Cooks,NOR,3,12,1,4.1%,3,12,1,7.3%,1,4,1,3.7%,All Brandin Cooks red zone rushing plays,CookBr00
Jay Cutler,CHI,3,20,2,6.8%,3,20,2,10.0%,1,0,0,9.1%,All Jay Cutler red zone rushing plays,CutlJa00
Orleans Darkwa,2TM,3,10,1,,0,0,0,,0,0,0,,All Orleans Darkwa red zone rushing plays,DarkOr00
Matt Flynn,GNB,3,-3,0,3.9%,0,0,0,.0%,0,0,0,.0%,All Matt Flynn red zone rushing plays,FlynMa00
Devonta Freeman,ATL,3,-4,0,6.4%,2,-1,0,7.4%,1,0,0,7.1%,All Devonta Freeman red zone rushing plays,FreeDe00
Cyrus Gray,KAN,3,15,1,5.2%,2,10,1,6.1%,0,0,0,.0%,All Cyrus Gray red zone rushing plays,GrayCy00
Henry Hynoski,NYG,3,3,0,4.0%,2,1,0,5.0%,2,1,0,8.7%,All Henry Hynoski red zone rushing plays,HynoHe01
Jake Locker,TEN,3,17,1,7.5%,1,0,0,4.5%,0,0,0,.0%,All Jake Locker red zone rushing plays,LockJa00
Colt McCoy,WAS,3,10,1,4.3%,2,6,1,5.4%,1,-1,0,5.3%,All Colt McCoy red zone rushing plays,McCoCo00
Kyle Orton,BUF,3,4,1,5.3%,2,4,1,7.1%,1,1,1,11.1%,All Kyle Orton red zone rushing plays,OrtoKy00
Theo Riddick,DET,3,6,0,4.8%,2,2,0,6.7%,0,0,0,.0%,All Theo Riddick red zone rushing plays,RiddTh00
Alex Smith,KAN,3,12,1,5.2%,1,8,1,3.0%,0,0,0,.0%,All Alex Smith red zone rushing plays,SmitAl03
Antone Smith,ATL,3,13,0,6.4%,1,4,0,3.7%,0,0,0,.0%,All Antone Smith red zone rushing plays,SmitAn01
C.J. Spiller,BUF,3,8,0,5.3%,0,0,0,.0%,0,0,0,.0%,All C.J. Spiller red zone rushing plays,SpilC.00
Matthew Stafford,DET,3,8,2,4.8%,2,6,2,6.7%,1,1,1,8.3%,All Matthew Stafford red zone rushing plays,StafMa00
Jeremy Stewart,DEN,3,6,0,4.8%,3,6,0,7.9%,2,1,0,10.0%,All Jeremy Stewart red zone rushing plays,StewJe00
Derek Anderson,CAR,2,2,0,3.1%,1,2,0,2.9%,0,0,0,.0%,All Derek Anderson red zone rushing plays,AndeDe00
Derek Carr,OAK,2,-7,0,6.1%,1,-9,0,4.8%,0,0,0,.0%,All Derek Carr red zone rushing plays,CarrDe02
Randall Cobb,GNB,2,1,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Randall Cobb red zone rushing plays,CobbRa00
Austin Davis,STL,2,1,0,3.6%,1,1,0,3.4%,0,0,0,.0%,All Austin Davis red zone rushing plays,DaviAu00
James Develin,NWE,2,0,0,2.3%,1,0,0,1.9%,0,0,0,.0%,All James Develin red zone rushing plays,DeveJa00
Maurice Jones-Drew,OAK,2,3,0,6.1%,1,-1,0,4.8%,1,-1,0,10.0%,All Maurice Jones-Drew red zone rushing plays,DrewMa00
Bruce Ellington,SFO,2,5,1,3.1%,1,1,1,3.2%,1,1,1,9.1%,All Bruce Ellington red zone rushing plays,ElliBr00
Peyton Hillis,NYG,2,2,0,2.7%,2,2,0,5.0%,1,1,0,4.3%,All Peyton Hillis red zone rushing plays,HillPe00
Erik Lorig,NOR,2,3,0,2.7%,0,0,0,.0%,0,0,0,.0%,All Erik Lorig red zone rushing plays,LoriEr99
Christine Michael,SEA,2,13,0,2.5%,2,13,0,4.7%,0,0,0,.0%,All Christine Michael red zone rushing plays,MichCh00
Matt Moore,MIA,2,-2,0,2.3%,0,0,0,.0%,0,0,0,.0%,All Matt Moore red zone rushing plays,MoorMa01
Chris Ogbonnaya,CAR,2,2,1,3.1%,1,1,1,2.9%,1,1,1,6.3%,All Chris Ogbonnaya red zone rushing plays,OgboCh00
Christian Ponder,MIN,2,7,1,3.9%,1,6,1,3.0%,0,0,0,.0%,All Christian Ponder red zone rushing plays,PondCh00
Joseph Randle,DAL,2,19,1,3.4%,0,0,0,.0%,0,0,0,.0%,All Joseph Randle red zone rushing plays,RandJo01
Marcel Reece,OAK,2,3,0,6.1%,1,-1,0,4.8%,0,0,0,.0%,All Marcel Reece red zone rushing plays,ReecMa00
De'Anthony Thomas,KAN,2,25,1,3.4%,0,0,0,.0%,0,0,0,.0%,All De'Anthony Thomas red zone rushing plays,ThomDe05
Fitzgerald Toussaint,BAL,2,-8,0,2.2%,2,-8,0,4.3%,0,0,0,.0%,All Fitzgerald Toussaint red zone rushing plays,TousFi00
Fozzy Whittaker,CAR,2,10,1,3.1%,2,10,1,5.9%,1,4,1,6.3%,All Fozzy Whittaker red zone rushing plays,WhitFo00
George Winn,DET,2,6,0,3.2%,1,4,0,3.3%,0,0,0,.0%,All George Winn red zone rushing plays,WinnGe00
Danny Woodhead,SDG,2,4,0,4.1%,1,-1,0,4.2%,0,0,0,.0%,All Danny Woodhead red zone rushing plays,WoodDa02
Ray Agnew,CLE,1,0,0,1.4%,1,0,0,2.4%,1,0,0,6.3%,All Ray Agnew red zone rushing plays,AgneRa00
Jackie Battle,TEN,1,1,1,2.5%,1,1,1,4.5%,1,1,1,11.1%,All Jackie Battle red zone rushing plays,BattJa00
Odell Beckham,NYG,1,0,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Odell Beckham red zone rushing plays,BeckOd00
Antonio Brown,PIT,1,1,0,1.7%,1,1,0,3.8%,0,0,0,.0%,All Antonio Brown red zone rushing plays,BrowAn04
Travaris Cadet,NOR,1,3,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Travaris Cadet red zone rushing plays,CadeTr00
Ka'Deem Carey,CHI,1,4,0,2.3%,0,0,0,.0%,0,0,0,.0%,All Ka'Deem Carey red zone rushing plays,CareKa00
Matt Cassel,MIN,1,5,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Matt Cassel red zone rushing plays,CassMa00
John Conner,NYJ,1,4,0,1.4%,0,0,0,.0%,0,0,0,.0%,All John Conner red zone rushing plays,ConnJo00
Kirk Cousins,WAS,1,0,0,1.4%,1,0,0,2.7%,0,0,0,.0%,All Kirk Cousins red zone rushing plays,CousKi00
Shaun Draughn,SDG,1,-3,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Shaun Draughn red zone rushing plays,DrauSh00
Lance Dunbar,DAL,1,-1,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Lance Dunbar red zone rushing plays,DunbLa00
Taylor Gabriel,CLE,1,8,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Taylor Gabriel red zone rushing plays,GabrTa00
Jimmy Garoppolo,NWE,1,-1,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Jimmy Garoppolo red zone rushing plays,GaroJi00
A.J. Green,CIN,1,-3,0,1.3%,1,-3,0,2.3%,0,0,0,.0%,All A.J. Green red zone rushing plays,GreeA.00
Jonathan Grimes,HOU,1,1,0,1.8%,1,1,0,3.7%,0,0,0,.0%,All Jonathan Grimes red zone rushing plays,GrimJo01
DuJuan Harris,GNB,1,3,0,1.3%,1,3,0,2.7%,0,0,0,.0%,All DuJuan Harris red zone rushing plays,HarrDu01
Chad Henne,JAX,1,2,0,3.0%,0,0,0,.0%,0,0,0,.0%,All Chad Henne red zone rushing plays,HennCh01
Devin Hester,ATL,1,0,0,2.1%,1,0,0,3.7%,1,0,0,7.1%,All Devin Hester red zone rushing plays,HestDe99
Shaun Hill,STL,1,2,1,1.8%,1,2,1,3.4%,1,2,1,14.3%,All Shaun Hill red zone rushing plays,HillSh00
Austin Johnson,NOR,1,2,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Austin Johnson red zone rushing plays,JohnAu00
Jacoby Jones,BAL,1,2,0,1.1%,1,2,0,2.2%,0,0,0,.0%,All Jacoby Jones red zone rushing plays,JoneJa03
Case Keenum,HOU,1,0,0,1.8%,1,0,0,3.7%,1,0,0,5.9%,All Case Keenum red zone rushing plays,KeenCa00
Jeremy Kerley,NYJ,1,5,0,1.4%,1,5,0,2.9%,0,0,0,.0%,All Jeremy Kerley red zone rushing plays,KerlJe00
Johnny Manziel,CLE,1,10,1,1.4%,1,10,1,2.4%,0,0,0,.0%,All Johnny Manziel red zone rushing plays,ManzJo00
Bruce Miller,SFO,1,0,0,1.6%,1,0,0,3.2%,0,0,0,.0%,All Bruce Miller red zone rushing plays,MillBr02
Donte Moncrief,IND,1,4,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Donte Moncrief red zone rushing plays,MoncDo00
Denarius Moore,OAK,1,1,0,3.0%,1,1,0,4.8%,0,0,0,.0%,All Denarius Moore red zone rushing plays,MoorDe02
Cedric Peerman,CIN,1,4,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Cedric Peerman red zone rushing plays,PeerCe00
Adrian Peterson,MIN,1,-1,0,2.0%,1,-1,0,3.0%,0,0,0,.0%,All Adrian Peterson red zone rushing plays,PeteAd01
Eddie Royal,SDG,1,2,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Eddie Royal red zone rushing plays,RoyaEd00
Anthony Sherman,KAN,1,4,0,1.7%,1,4,0,3.0%,0,0,0,.0%,All Anthony Sherman red zone rushing plays,SherAn00
Golden Tate,DET,1,6,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Golden Tate red zone rushing plays,TateGo00
Zurlon Tipton,IND,1,2,0,1.4%,1,2,0,2.7%,0,0,0,.0%,All Zurlon Tipton red zone rushing plays,TiptZu01
Jordan Todman,JAX,1,3,0,3.0%,0,0,0,.0%,0,0,0,.0%,All Jordan Todman red zone rushing plays,TodmJo00
Mike Wallace,MIA,1,0,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Mike Wallace red zone rushing plays,WallMi00
Leon Washington,TEN,1,2,0,2.5%,1,2,0,4.5%,0,0,0,.0%,All Leon Washington red zone rushing plays,WashLe00
Trey Watts,STL,1,3,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Trey Watts red zone rushing plays,WattTr00
Steve Weatherford,NYG,1,0,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Steve Weatherford red zone rushing plays,WeatSt20
Charlie Whitehurst,TEN,1,0,0,2.5%,1,0,0,4.5%,1,0,0,11.1%,All Charlie Whitehurst red zone rushing plays,WhitCh02
James White,NWE,1,1,0,1.2%,0,0,0,.0%,0,0,0,.0%,All James White red zone rushing plays,WhitJa02
Kerwynn Williams,ARI,1,0,0,2.6%,1,0,0,4.5%,0,0,0,.0%,All Kerwynn Williams red zone rushing plays,WillKe05
Brad Wing,PIT,1,0,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Brad Wing red zone rushing plays,WingBr00
