player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Oday Aboushi,7923,G,SEA,8,0,29,49.9,100,40,23.1,40,45,1,100,173,173,45.4,100,117,67.6,117
Brandon Williams,7876,TE,IND,14,1,14,62.7,100,44,25.6,44,54.7,1,100,172,172,52.1,100,115,66.9,115
Chris Godwin,11839,WR,TB,16,0,30,80.4,100,84,48.8,84,74.3,0,100,172,172,60.5,100,79,45.9,79
Connor McGovern,10778,G,DEN,9,0,10,58.6,100,76,44.4,76,49.5,0,100,171,171,50.3,100,76,44.4,76
Jason Peters,2148,T,PHI,7,0,24,63.4,100,73,42.7,73,72.2,0,100,171,171,74.5,100,82,48,82
Ted Ginn Jr.,3625,WR,NO,15,0,20,53.1,100,68,39.8,68,55.6,1,94.5,171,181,60.7,100,82,48,82
Niles Paul,6307,TE,WAS,14,1,32,45.1,99,98,57.6,99,46.3,2,98.8,170,172,56.5,100,59,34.7,59
Justin Hardy,9540,WR,ATL,16,3,2,62.3,100,29,17.1,29,77.8,3,100,170,170,79.3,100,125,73.5,125
Dontrelle Inman,6597,WR,CHI,12,0,6,87.1,100,40,23.7,40,84.8,0,100,169,169,65.2,100,111,65.7,111
Ted Larsen,5728,G,MIA,8,1,17,48.9,100,77,45.8,77,42.8,1,100,168,168,41.7,100,77,45.8,77
Ricardo Louis,10748,WR,CLV,16,0,8,52.8,100,55,32.7,55,62.6,0,100,168,168,64.1,100,98,58.3,98
Corey Davis,11760,WR,TEN,11,0,31,69,100,85,51.2,85,38.6,0,100,166,166,86.8,100,69,41.6,69
Rees Odhiambo,10731,T,SEA,7,0,29,56.7,100,31,18.7,31,39.8,0,100,166,166,37.4,100,117,70.5,117
Greg Olsen,3647,TE,CAR,7,0,5,61.8,100,82,49.7,82,56.4,0,100,165,165,53.1,100,55,33.3,55
Ryan Griffin,7982,TE,HST,7,0,13,55.1,100,35,21.2,35,58.2,0,100,165,165,58.5,100,120,72.7,120
Taylor Gabriel,9002,WR,ATL,16,0,2,63.6,100,29,17.6,29,55.2,1,95.4,165,173,60.4,100,126,76.4,126
Ryan Kalil,3675,C,CAR,6,0,5,60.1,100,81,49.1,81,51.6,0,100,165,165,42.4,100,54,32.7,54
George Kittle,11901,TE,SF,15,0,28,53.9,100,37,22.6,37,61.7,1,100,164,164,65.2,100,113,68.9,113
Tyler Lockett,9502,WR,SEA,16,0,29,57.2,100,20,12.3,20,61.5,0,94.8,163,172,59.5,100,133,81.6,133
Spencer Long,8713,C,WAS,7,0,32,60.8,100,89,54.6,89,54.3,0,100,163,163,49,100,59,36.2,59
Cam Fleming,8775,T,NE,11,0,19,68.6,100,103,64,103,67.1,0,100,161,161,62.7,100,39,24.2,39
Randall Telfer,9631,TE,CLV,16,0,8,48.9,100,68,42.2,68,46.2,1,100,161,161,54.7,100,83,51.6,83
Breshad Perriman,9459,WR,BLT,11,0,3,63.5,100,82,51.3,82,62,0,100,160,160,60.4,100,63,39.4,63
Bobby Hart,9659,T,NYG,10,0,21,44.9,100,86,53.8,86,46.3,0,100,160,160,57.4,100,66,41.3,66
Aldrick Robinson,6330,WR,SF,16,0,28,51.3,100,38,23.8,38,59.6,0,100,160,160,63.5,100,110,68.8,110
Taylor Decker,10650,T,DET,8,0,11,58,100,60,37.5,60,58.7,1,100,160,160,58.6,100,84,52.5,84
David Njoku,11784,TE,CLV,16,0,8,54.6,100,52,32.5,52,60.2,2,99.4,160,161,61,100,90,56.3,90
Chase Roullier,11954,C,WAS,8,0,32,58.2,100,78,48.8,78,59.1,0,100,160,160,65,100,60,37.5,60
Chester Rogers,10918,WR,IND,11,0,14,49.5,100,32,20.1,32,60.7,1,98.1,159,162,58.6,100,122,76.7,122
Cole Beasley,7330,WR,DAL,15,0,9,60.7,100,41,25.8,41,58.2,0,100,159,159,58.1,100,107,67.3,107
Rashard Higgins,10806,WR,CLV,15,0,8,59.9,100,43,27,43,79.3,0,100,159,159,59.6,100,94,59.1,94
Marcus Gilbert,6215,T,PIT,7,0,25,69.3,100,76,48.1,76,72.5,0,100,158,158,67.3,100,58,36.7,58
Michael Roberts,11882,TE,DET,15,0,11,65.3,100,59,37.3,59,68.5,0,100,158,158,66.8,100,86,54.4,86
Phillip Dorsett,9462,WR,NE,15,0,19,56.7,100,101,63.9,101,60.1,1,99.4,158,159,68.1,100,41,25.9,41
Braxton Miller,10719,WR,HST,11,0,13,53.2,100,43,27.4,43,61.6,1,99.4,157,158,60.1,98.9,92,58.6,93
Jon Halapio,8814,G,NYG,7,0,21,52,100,83,53.2,83,50,2,100,156,156,56.8,100,63,40.4,63
Adam Shaheen,11800,TE,CHI,13,1,6,51.2,100,36,23.1,36,60.2,2,100,156,156,63.7,100,107,68.6,107
Phillip Supernaw,7324,TE,TEN,14,0,31,48.6,100,103,66,103,50.5,0,100,156,156,60.1,100,32,20.5,32
Jeff Heuerman,9525,TE,DEN,14,0,10,67.1,100,81,52.3,81,66.5,1,100,155,155,60.7,100,59,38.1,59
Justin Pugh,7800,T,NYG,8,0,21,65.5,100,87,56.1,87,65.2,0,100,155,155,59.9,100,58,37.4,58
Josh Bellamy,7472,WR,CHI,14,0,6,76.5,100,34,22.1,34,82.1,3,99.4,154,155,75.3,100,109,70.8,109
Kenny Golladay,11851,WR,DET,11,0,11,76.1,100,59,38.3,59,67.1,1,99.4,154,155,56,100,85,55.2,85
Travis Benjamin,7100,WR,LAC,16,0,27,56.5,100,69,45.1,69,46.8,0,92.7,153,165,63.4,100,59,38.6,59
Ryan Kelly,10652,C,IND,7,0,14,56.3,100,35,23.3,35,62.7,0,100,150,150,60.8,100,105,70,105
Tom Savage,8770,QB,HST,8,0,13,60,100,49,32.7,49,60,0,98.7,150,152,60,100,91,60.7,91
Zane Beadles,5570,G,SF,8,0,28,43,100,30,20.1,30,47.8,0,100,149,149,48.4,100,105,70.5,105
John Brown,8726,WR,ARZ,10,0,1,67.2,100,84,56.4,84,41.9,0,99.3,149,150,60,100,54,36.2,54
Arie Kouandjio,9545,G,WAS,8,0,32,52,100,63,42.3,63,51.5,2,100,149,149,49.7,100,70,47,70
Matt Slauson,5117,G,LAC,7,0,27,55.9,100,67,45.3,67,50.5,0,100,148,148,50.5,100,57,38.5,57
J.J. Nelson,9592,WR,ARZ,16,0,1,67.1,100,70,47.3,70,65.2,0,98,148,151,62.7,100,68,45.9,68
Jeremiah Sirles,9305,G,MIN,9,0,18,57.4,100,60,40.8,60,53.3,1,100,147,147,53.9,100,70,47.6,70
Adam Humphries,10075,WR,TB,16,0,30,64.4,100,61,41.8,61,64,0,99.3,146,147,56.6,100,71,48.6,71
Ben Garland,5839,G,ATL,8,0,2,90.1,100,23,15.8,23,85.6,2,100,146,146,84.2,100,110,75.3,110
Kendall Wright,7026,WR,CHI,16,0,6,70.7,100,27,18.6,27,69.5,0,100,145,145,58.5,100,107,73.8,107
Sam Young,5702,T,MIA,9,0,17,47.6,100,73,50.3,73,52.1,2,100,145,145,61.1,100,59,40.7,59
Jimmy Garoppolo,8697,QB,SF,5,0,28,60,100,25,17.4,25,60,0,92.9,144,155,60,99.1,116,80.6,117
Brock Osweiler,7059,QB,DEN,6,0,10,60,100,60,42.3,60,60,0,97.3,142,146,60,98.6,73,51.4,74
Sean McGrath,7515,TE,LAC,15,0,27,73.3,100,72,50.7,72,69.9,1,100,142,142,61.4,100,47,33.1,47
DeSean Jackson,4363,WR,TB,14,0,30,62.8,100,48,34,48,53.8,0,97.9,141,144,59.9,100,86,61,86
LaAdrian Waddle,8460,T,NE,11,0,19,54.8,100,74,52.5,74,60.2,0,100,141,141,67.1,100,51,36.2,51
Cameron Brate,9207,TE,TB,16,0,30,56.5,100,54,38.3,54,59,0,100,141,141,57.7,100,74,52.5,74
Danny Amendola,4717,WR,NE,15,0,19,73.6,100,84,59.6,84,66.2,0,100,141,141,86.8,100,40,28.4,40
Antonio Gates,1609,TE,LAC,16,0,27,62.6,100,77,55.4,77,59.7,0,100,139,139,58.6,100,37,26.6,37
Roosevelt Nix,10269,FB,PIT,16,0,25,70.9,100,54,38.8,54,62.9,1,97.9,139,142,54.5,100,64,46,64
Geoff Swaim,9679,TE,DAL,14,0,9,84.1,100,57,41,57,77.2,1,100,139,139,64,100,71,51.1,71
Greg Robinson,8637,T,DET,6,0,11,52.2,100,47,34.1,47,53.2,1,100,138,138,61.8,100,77,55.8,77
Chance Warmack,7791,G,PHI,10,0,24,62.4,100,61,44.2,61,59.4,2,100,138,138,58.5,100,54,39.1,54
Caleb Benenoch,10782,T,TB,9,0,30,61.4,100,56,40.6,56,55.2,0,100,138,138,51.8,100,71,51.4,71
Derek Carrier,7406,TE,LA,14,0,26,54,100,47,34.1,47,58.7,0,100,138,138,55.8,100,68,49.3,68
Jake Fisher,9486,T,CIN,8,0,7,56.7,100,65,47.1,65,50.4,1,100,138,138,42.2,100,62,44.9,62
Derrick Coleman,7377,FB,ATL,16,0,2,59.2,100,16,11.7,16,52.2,1,98.6,137,139,51.3,98.1,105,76.6,107
Corey Coleman,10649,WR,CLV,9,0,8,52.3,100,39,28.5,39,60.6,2,100,137,137,64.3,100,91,66.4,91
Pierre Garcon,4519,WR,SF,8,0,28,76.8,100,27,19.7,27,68.9,0,100,137,137,72.8,100,102,74.5,102
Jack Mewhort,8694,G,IND,5,0,14,54.1,100,39,28.7,39,52.3,0,100,136,136,46.9,100,86,63.2,86
Cody Latimer,8691,WR,DEN,11,0,10,76.5,100,60,44.4,60,75.9,0,100,135,135,72.1,100,57,42.2,57
Vance McDonald,7836,TE,PIT,10,0,25,88.6,100,64,47.4,64,84.4,0,100,135,135,63.6,100,51,37.8,51
Nick Vannett,10728,TE,SEA,15,0,29,52.1,100,45,33.6,45,57.4,0,100,134,134,64.3,100,67,50,67
Anthony Steen,9315,G,MIA,6,0,17,55.2,100,34,25.4,34,64.2,0,100,134,134,63.9,100,94,70.1,94
Dede Westbrook,11865,WR,JAX,7,0,15,64.7,100,39,29.1,39,75.7,1,100,134,134,69.8,100,94,70.1,94
Joe Thomas,3619,T,CLV,7,0,8,64.2,100,43,32.1,43,67.8,0,100,134,134,67.9,100,77,57.5,77
Andre Holmes,6489,WR,BUF,14,0,4,71.9,100,40,29.9,40,75.1,0,100,134,134,67,100,75,56,75
Seth DeValve,10772,TE,CLV,16,1,8,48.6,100,36,26.9,36,54.5,1,100,134,134,60.4,100,79,59,79
Carson Palmer,1317,QB,ARZ,7,0,1,60.3,100,78,58.6,78,60.5,0,90.5,133,147,60.4,97.8,45,33.8,46
Brian Hoyer,5277,QB,NE,11,0,19,60,97.1,33,24.8,34,60,0,94.3,133,141,60,97.9,94,70.7,96
Donald Stephenson,7076,T,DEN,7,0,10,45.5,100,57,43.2,57,54.1,0,100,132,132,65.1,100,59,44.7,59
Tom Compton,7181,G,CHI,9,0,6,57.9,100,30,22.7,30,59.7,0,100,132,132,59.5,100,96,72.7,96
Josh LeRibeus,7073,G,NO,15,1,20,59.6,100,67,50.8,67,57.8,1,100,132,132,58.6,100,42,31.8,42
Terrelle Pryor Sr.,6944,WR,WAS,9,0,32,53.9,100,65,49.6,65,57.4,0,100,131,131,65.9,100,53,40.5,53
Tavarres King,7943,WR,NYG,8,0,21,61.6,98.3,58,45,59,48.4,0,98.5,129,131,59.6,100,65,50.4,65
Will Holden,11912,T,ARZ,5,0,1,62,100,62,48.1,62,58.9,1,100,129,129,56.6,100,56,43.4,56
Drew Stanton,3659,QB,ARZ,5,0,1,60,100,74,57.4,74,60,0,94.2,129,137,60,98.2,54,41.9,55
C.J. Ham,11347,FB,MIN,16,0,18,52.6,98.3,58,45.3,59,53.1,0,94.8,128,135,56.8,97.9,47,36.7,48
Chris Moore,10741,WR,BLT,12,0,3,56.1,100,67,52.3,67,60.5,0,98.5,128,130,57.6,100,46,35.9,46
Mitch Morse,9482,C,KC,7,0,16,61.2,100,58,45.3,58,57.9,0,100,128,128,56,100,58,45.3,58
Julie'n Davenport,11885,T,HST,11,0,13,51.5,100,44,34.4,44,52.7,1,100,128,128,56.3,100,75,58.6,75
Denzelle Good,9688,T,IND,6,0,14,55.3,100,28,22,28,52.6,0,100,127,127,52.9,100,93,73.2,93
Cordarrelle Patterson,7810,WR,OAK,16,0,23,57.4,92.3,36,28.3,39,49.9,1,90.7,127,140,57.2,94,79,62.2,84
James O'Shaughnessy,9606,TE,JAX,14,0,15,60.3,100,58,46.4,58,62.5,1,100,125,125,63.9,100,56,44.8,56
Willie Snead IV,8999,WR,NO,11,0,20,73.4,100,46,37.1,46,66.4,0,100,124,124,54,100,67,54,67
John Miller,9514,G,BUF,4,0,4,53.6,100,22,17.7,22,56.8,0,100,124,124,57.3,100,90,72.6,90
Chad Wheeler,12240,T,NYG,7,0,21,70.8,100,59,47.6,59,69.7,0,100,124,124,65.8,100,55,44.4,55
Martellus Bennett,4375,TE,NE,9,0,19,68.8,100,46,37.4,46,67,0,100,123,123,59.3,100,66,53.7,66
Austin Blythe,10882,C,LA,8,0,26,51.1,100,41,33.3,41,60.4,0,100,123,123,67.7,100,61,49.6,61
Ty Nsekhe,7636,T,WAS,10,1,32,53.2,100,60,49.6,60,60.7,1,100,121,121,68.1,100,48,39.7,48
Luke Stocker,6256,TE,TEN,12,0,31,67.7,100,59,49.6,59,65.3,1,100,119,119,54.9,100,48,40.3,48
Amini Silatolu,7044,G,CAR,9,0,5,62,100,58,48.7,58,54.2,0,100,119,119,45.4,100,35,29.4,35
C.J. Uzomah,9590,TE,CIN,14,0,7,78.6,100,59,49.6,59,73.9,1,100,119,119,56.5,100,37,31.1,37
Eric Ebron,8645,TE,DET,16,0,11,59.4,100,42,35.3,42,57.4,1,100,119,119,60.7,100,48,40.3,48
B.J. Finney,9875,C,PIT,7,0,25,68,100,58,48.7,58,59.8,1,100,119,119,44.2,100,44,37,44
Patrick Ricard,48862,FB,BLT,16,1,3,86,100,75,63.6,75,86.1,1,100,118,118,75.4,100,32,27.1,32
Cordy Glenn,7045,T,BUF,5,0,4,66.5,100,36,30.5,36,59.7,0,100,118,118,53,100,70,59.3,70
Zach Miller,5104,TE,CHI,8,0,6,60.3,100,25,21.4,25,68,0,100,117,117,69.6,100,85,72.6,85
Josh Reynolds,11872,WR,LA,14,0,26,75.5,100,38,32.8,38,64.8,0,100,116,116,59.6,100,73,62.9,73
Louis Murphy Jr.,5048,WR,SF,7,0,28,67.7,100,16,13.8,16,71.5,1,100,116,116,71.3,100,95,81.9,95
Andy Janovich,10810,FB,DEN,16,1,10,59.8,100,39,33.6,39,64.8,1,95.1,116,122,67.1,100,68,58.6,68
Richard Rodgers,8733,TE,GB,15,0,12,54.2,100,49,42.2,49,61.7,0,100,116,116,67.9,100,56,48.3,56
T.J. Jones,8824,WR,DET,14,0,11,55.1,100,32,27.8,32,67.1,0,100,115,115,74.1,100,67,58.3,67
Blaine Gabbert,6162,QB,ARZ,5,0,1,60,96.6,57,50,59,60,0,92.7,114,123,60,100,52,45.6,52
Le'Raven Clark,10716,G,IND,10,1,14,58,100,27,23.7,27,54.6,1,100,114,114,48.5,100,80,70.2,80
Noah Brown,11993,WR,DAL,13,0,9,89.8,100,42,36.8,42,90,0,100,114,114,67,100,55,48.2,55
Dakota Dozier,8772,G,NYJ,6,0,22,75.6,100,44,38.6,44,63.5,0,100,114,114,53.5,100,59,51.8,59
Mike Person,6391,C,IND,7,0,14,65.7,100,26,22.8,26,62.5,0,100,114,114,61.9,100,79,69.3,79
Kenny Britt,4953,WR,NE,10,0,19,57.2,100,47,41.2,47,57.2,0,100,114,114,59.4,100,52,45.6,52
Mack Hollins,11873,WR,PHI,15,0,24,63.4,100,53,46.9,53,67,0,100,113,113,60.8,100,50,44.2,50
Chris Conley,9509,WR,KC,5,0,16,68.8,100,45,39.8,45,71.8,0,100,113,113,61.5,100,61,54,61
Pharoh Cooper,10751,WR,LA,15,0,26,63.4,100,37,33,37,64.2,0,99.1,112,113,66.4,100,63,56.3,63
Christian McCaffrey,11763,HB,CAR,16,0,5,57.4,38.1,43,38.4,113,72.1,0,48.7,112,230,58.4,50,37,33,74
Michael Burton,9601,FB,CHI,16,0,6,59.9,100,31,27.7,31,51.9,1,96.6,112,116,47.9,100,78,69.6,78
C.J. Beathard,11859,QB,SF,7,0,28,60,100,27,24.3,27,60,0,88.8,111,125,60,90.6,77,69.4,85
Darrell Daniels,12122,TE,IND,12,0,14,63.8,100,38,34.5,38,58.2,0,100,110,110,54.4,100,62,56.4,62
Trent Taylor,11932,WR,SF,14,0,28,87.5,100,26,23.9,26,82.1,0,100,109,109,73.6,100,71,65.1,71
ArDarius Stewart,11834,WR,NYJ,15,0,22,62.2,100,44,40.4,44,62.8,0,95.6,109,114,62.1,100,54,49.5,54
Trey Burton,9185,TE,PHI,14,0,24,55.3,100,38,34.9,38,50.3,0,100,109,109,56.8,100,44,40.4,44
Stephen Anderson,11160,TE,HST,15,0,13,52.4,100,24,22.2,24,49.9,1,100,108,108,49.6,100,67,62,67
Isaac Seumalo,10713,G,PHI,9,0,24,51.8,100,41,38,41,45.6,0,100,108,108,45,100,57,52.8,57
Aaron Rodgers,2241,QB,GB,7,0,12,60,100,42,39.3,42,60,0,93,107,115,60,98.4,61,57,62
Corey Robinson,9673,T,DET,6,0,11,38.4,100,43,40.6,43,37.9,1,100,106,106,55.5,100,52,49.1,52
Xavier Grimble,9092,TE,PIT,14,0,25,79,100,46,43.8,46,77,0,100,105,105,69.2,100,42,40,42
Tre McBride,9678,WR,CHI,8,0,6,50.1,100,25,24,25,64,2,100,104,104,70.7,100,73,70.2,73
Cameron Erving,9452,G,KC,9,0,16,60,100,33,31.7,33,44.9,1,100,104,104,39.1,100,58,55.8,58
Derek Watt,10832,FB,LAC,16,0,27,61,100,44,42.7,44,56.8,0,93.6,103,110,54.7,100,42,40.8,42
Zach Line,8420,FB,NO,12,0,20,75.9,100,39,37.9,39,74.7,0,93.6,103,110,67.5,100,36,35,36
Brice Butler,7991,WR,DAL,13,0,9,68.4,100,42,41.2,42,65.2,0,100,102,102,60.9,100,53,52,53
Mike Glennon,7854,QB,CHI,4,0,6,60,100,18,17.6,18,60.3,0,97.1,102,105,60.3,97.6,80,78.4,82
Jeff Cumberland,5861,TE,LAC,7,0,27,48.1,100,49,49,49,56.4,0,100,100,100,68.4,100,36,36,36
D.J. Humphries,9457,T,ARZ,5,0,1,88.9,100,60,60,60,86.1,0,100,100,100,64.5,100,31,31,31
Byron Bell,6848,G,DAL,5,0,9,59.2,100,32,32.3,32,51.9,0,100,99,99,49.9,100,58,58.6,58
Ryan Fitzpatrick,2467,QB,TB,6,0,30,60,100,50,50.5,50,60,0,94.3,99,105,60,100,47,47.5,47
Chad Hansen,11896,WR,NYJ,14,0,22,72.3,100,41,41.4,41,67.2,0,100,99,99,61.7,100,51,51.5,51
Eli Rogers,9878,WR,PIT,14,0,25,70.2,100,52,53.1,52,70.1,0,100,98,98,61.7,100,41,41.8,41
C.J. Fiedorowicz,8700,TE,HST,5,0,13,63.6,100,33,34,33,59.1,1,100,97,97,57,100,58,59.8,58
Keith Smith,9302,FB,DAL,15,0,9,62,100,22,22.7,22,53.7,0,100,97,97,49.2,100,65,67,65
Lawrence Thomas,11265,FB,NYJ,13,0,22,47.7,100,29,30.2,29,57.2,0,98,96,98,64.1,100,56,58.3,56
Tanner Gentry,12170,WR,CHI,3,0,6,80.2,100,23,24,23,77.8,0,100,96,96,72.8,100,73,76,73
Dennis Kelly,7146,T,TEN,16,0,31,58.1,100,67,70.5,67,59,0,100,95,95,62.6,100,18,18.9,18
Antony Auclair,24606,TE,TB,8,0,30,53.8,100,43,45.3,43,58,0,100,95,95,61.4,100,44,46.3,44
Austin Traylor,11411,TE,DEN,7,0,10,55.7,100,52,54.7,52,61.7,0,100,95,95,73.3,100,32,33.7,32
Chaz Green,9524,T,DAL,6,0,9,48.3,100,36,37.9,36,45.1,0,100,95,95,42.8,100,52,54.7,52
Chris Reed,9830,G,JAX,5,0,15,52.8,100,31,33,31,50.5,1,100,94,94,55.6,100,59,62.8,59
Tony Bergstrom,7095,G,WAS,7,0,32,47.9,100,40,42.6,40,45.2,1,100,94,94,46.5,100,44,46.8,44
Amara Darboh,11861,WR,SEA,16,0,29,64.4,100,33,35.5,33,68.4,1,100,93,93,59.4,100,52,55.9,52
Kaelin Clay,9617,WR,CAR,13,0,5,64.5,100,40,43,40,69.2,1,96.9,93,96,60,100,30,32.3,30
Jason Spriggs,10682,T,GB,5,0,12,75.7,100,32,34.8,32,62.4,0,100,92,92,52.4,100,52,56.5,52
Logan Paulsen,5795,TE,SF,13,0,28,72.9,100,17,18.5,17,59.8,1,100,92,92,53.5,100,59,64.1,59
Anthony Sherman,6288,FB,KC,14,0,16,82.8,82.8,24,26.4,29,78.5,0,86.7,91,105,65.9,83.6,46,50.5,55
T.J. Johnson,8034,G,CIN,7,0,7,51,100,46,51.1,46,48.5,0,100,90,90,54.6,100,37,41.1,37
Ty Sambrailo,9492,T,ATL,6,0,2,71.7,100,23,25.6,23,69.8,0,100,90,90,70.9,100,64,71.1,64
Jerell Adams,10818,TE,NYG,13,0,21,68.2,100,39,43.3,39,63.4,1,100,90,90,57.9,100,44,48.9,44
Aaron Ripkowski,9639,FB,GB,16,0,12,65.4,92.3,36,40,39,69.7,0,94.7,90,95,71.7,97.7,43,47.8,44
Johnny Holton,11354,WR,OAK,15,0,23,61.5,100,33,37.1,33,46.4,0,100,89,89,60.9,100,42,47.2,42
Travis Rudolph,47997,WR,NYG,7,0,21,67.1,100,46,51.7,46,66.6,0,100,89,89,63.7,100,37,41.6,37
Mike Williams,11762,WR,LAC,9,0,27,60.9,100,50,56.2,50,60.3,0,100,89,89,61.5,100,24,27,24
Jay Prosch,8845,FB,HST,14,0,13,57.5,100,28,31.8,28,55.9,0,100,88,88,54,100,50,56.8,50
Tanner McEvoy,11288,WR,SEA,15,0,29,61.6,100,24,27.3,24,50.9,0,100,88,88,67.6,100,59,67,59
Tyler Boyd,10689,WR,CIN,10,0,7,62.6,100,33,37.5,33,59.6,0,100,88,88,58.1,100,50,56.8,50
Danny Vitale,10831,FB,CLV,15,0,8,59.4,100,35,40.2,35,52.3,0,100,87,87,49,100,42,48.3,42
Tavon Austin,7789,WR,LA,16,0,26,69.1,55.9,19,21.8,34,68.9,0,59.2,87,147,65.7,66.7,52,59.8,78
Jeremy Kerley,6305,WR,NYJ,8,0,22,60.1,100,22,25.6,22,61.4,0,100,86,86,62.3,100,54,62.8,54
MarQueis Gray,8286,TE,MIA,16,0,17,47.1,100,39,45.9,39,44.4,0,94.4,85,90,52.8,100,38,44.7,38
Vadal Alexander,10868,T,OAK,11,0,23,62.9,100,43,50.6,43,55.3,0,100,85,85,48.4,100,38,44.7,38
Bradley Sowell,7693,G,CHI,7,1,6,51.1,100,15,17.6,15,52.7,1,100,85,85,51.7,100,62,72.9,62
Deyshawn Bond,12120,C,IND,4,0,14,62.2,100,24,28.2,24,47.1,0,100,85,85,54.7,100,55,64.7,55
Nick Foles,7089,QB,PHI,7,0,24,60,97.9,46,54.1,47,60,0,87.6,85,97,60,100,34,40,34
Josh Malone,11883,WR,CIN,11,0,7,40.2,100,30,35.7,30,39.2,0,97.7,84,86,59.3,100,42,50,42
Jordan Taylor,9793,WR,DEN,8,0,10,57.9,100,38,46.3,38,67.2,0,100,82,82,59,100,34,41.5,34
Marcus Johnson,11074,WR,PHI,10,0,24,77.8,100,28,34.6,28,64,0,100,81,81,59.4,100,38,46.9,38
Bryce Petty,9536,QB,NYJ,4,0,22,60,100,32,40,32,60,0,98.8,80,81,60,100,45,56.3,45
Damiere Byrd,9964,WR,CAR,8,0,5,54.7,100,38,47.5,38,57.2,0,98.8,80,81,61.4,100,29,36.3,29
Lucas Patrick,11435,G,GB,4,0,12,56.8,100,29,36.3,29,57.5,0,100,80,80,65,100,45,56.3,45
Brenton Bersin,7516,WR,CAR,8,0,5,58.3,100,47,58.8,47,57.1,1,100,80,80,62.3,100,15,18.8,15
Jarius Wright,7118,WR,MIN,15,0,18,58.8,100,32,40,32,57.7,1,100,80,80,58.2,100,42,52.5,42
Josh Gordon,7618,WR,CLV,5,0,8,60.4,100,21,26.6,21,66,0,100,79,79,67.7,100,52,65.8,52
Eric Winston,3011,T,CIN,4,0,7,47.2,100,33,41.8,33,47.9,0,100,79,79,52,100,35,44.3,35
Curtis Samuel,11795,WR,CAR,9,0,5,90.5,100,33,41.8,33,83,0,95.2,79,83,62.4,100,31,39.2,31
Hroniss Grasu,9504,C,CHI,6,0,6,44.6,100,16,20.5,16,39.6,0,100,78,78,48.9,100,57,73.1,57
Jeremy Sprinkle,11909,TE,WAS,11,0,32,53.9,100,45,57.7,45,54.2,0,100,78,78,57.1,100,24,30.8,24
Bryan Bulaga,5548,T,GB,5,0,12,51.7,100,29,37.7,29,49,0,100,77,77,50.6,100,44,57.1,44
T.J. Yates,6304,QB,HST,4,0,13,60,100,23,29.9,23,60.9,0,100,77,77,61,100,44,57.1,44
Blake Bell,9550,TE,MIN,13,0,18,59.9,100,25,32.5,25,56.1,0,100,77,77,44.9,100,36,46.8,36
Chad Slade,10024,G,HST,5,0,13,60.2,100,25,33.3,25,61.9,0,100,75,75,62.7,100,41,54.7,41
Gerald Everett,11799,TE,LA,16,1,26,51.9,100,17,22.7,17,54.6,2,98.7,75,76,65.8,100,36,48,36
Ryan Hewitt,9107,TE,CIN,13,0,7,54.9,100,36,48.6,36,58.4,0,100,74,74,59,100,24,32.4,24
Brandon Marshall,3064,WR,NYG,5,0,21,73,100,45,61.6,45,77,0,100,73,73,78.3,100,23,31.5,23
Ted Karras,10855,C,NE,6,0,19,88,100,38,52.1,38,73.1,0,100,73,73,72.7,100,18,24.7,18
Michael Campanaro,8852,WR,BLT,12,0,3,57.3,100,32,44.4,32,68,0,93.5,72,77,62.6,97,32,44.4,33
Mark Glowinski,9567,G,IND,4,0,14,78.6,100,11,15.3,11,64.7,0,100,72,72,55.6,100,53,73.6,53
Kendrick Bourne,12270,WR,SF,11,1,28,59.8,100,17,23.9,17,65,1,100,71,71,66.6,100,51,71.8,51
Kendall Lamm,10017,T,HST,5,0,13,58.2,100,19,26.8,19,60.5,0,100,71,71,61.6,100,47,66.2,47
Jermaine Eluemunor,11914,G,BLT,5,0,3,39.1,100,34,47.9,34,54.4,0,100,71,71,68.6,100,25,35.2,25
Darrell Williams,9917,T,LA,7,0,26,68.8,100,20,28.6,20,63.1,0,100,70,70,59.4,100,37,52.9,37
Jalston Fowler,9541,FB,TEN,10,0,31,67.5,100,35,51.5,35,62.1,1,97.1,68,70,55.3,100,31,45.6,31
Weston Richburg,8678,C,NYG,4,0,21,68.6,100,41,60.3,41,73.8,0,100,68,68,69,100,22,32.4,22
Jordan Reed,7866,TE,WAS,6,0,32,64.8,100,30,44.1,30,65.8,0,100,68,68,67.8,100,27,39.7,27
De'Anthony Thomas,8759,WR,KC,15,0,16,53.2,100,39,58.2,39,45.2,0,98.5,67,68,61.1,95.2,20,29.9,21
Coby Fleener,7038,TE,NO,11,0,20,65,100,23,34.3,23,58.2,0,100,67,67,65.9,100,33,49.3,33
Brian Mihalik,9670,T,DET,6,0,11,63,100,29,43.3,29,64.9,0,100,67,67,68.1,100,32,47.8,32
Logan Thomas,8755,TE,BUF,11,0,4,73.9,100,20,29.9,20,74.3,1,100,67,67,65.6,100,35,52.2,35
