Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Rex Burkhead,HOU,3,0,0,5.1%,3,0,0,10.0%,2,-3,0,15.4%,All Rex Burkhead red zone rushing plays,BurkRe00
Derek Carr,LVR,3,7,0,5.8%,0,0,0,.0%,0,0,0,.0%,All Derek Carr red zone rushing plays,CarrDe02
Corey Clement,ARI,3,9,1,4.4%,3,9,1,8.8%,1,1,1,6.3%,All Corey Clement red zone rushing plays,ClemCo00
Malik Davis,DAL,3,16,0,4.3%,1,1,0,2.4%,0,0,0,.0%,All Malik Davis red zone rushing plays,DaviMa02
Mike Davis,BAL,3,4,0,3.4%,2,1,0,5.0%,2,1,0,12.5%,All Mike Davis red zone rushing plays,DaviMi01
Jeff Driskel,HOU,3,-1,0,5.1%,2,0,0,6.7%,1,1,0,7.7%,All Jeff Driskel red zone rushing plays,DrisJe00
Devin Duvernay,BAL,3,24,1,3.4%,1,2,0,2.5%,0,0,0,.0%,All Devin Duvernay red zone rushing plays,DuveDe00
Kevin Harris,NWE,3,18,1,4.8%,1,3,0,3.1%,0,0,0,.0%,All Kevin Harris red zone rushing plays,HarrKe01
Travis Homer,SEA,3,4,0,4.6%,2,3,0,9.5%,0,0,0,.0%,All Travis Homer red zone rushing plays,HomeTr00
Jordan Mason,SFO,3,17,1,2.9%,2,3,0,3.3%,1,-1,0,3.2%,All Jordan Mason red zone rushing plays,MasoJo00
Nick Mullens,MIN,3,6,0,4.6%,2,2,0,4.4%,1,0,0,4.0%,All Nick Mullens red zone rushing plays,MullNi00
Pierre Strong,NWE,3,5,1,4.8%,1,3,1,3.1%,1,3,1,8.3%,All Pierre Strong red zone rushing plays,StroPi00
Mitchell Trubisky,PIT,3,2,2,4.1%,3,2,2,7.3%,3,2,2,12.5%,All Mitchell Trubisky red zone rushing plays,TrubMi00
Mike White,NYJ,3,7,1,4.9%,3,7,1,10.0%,1,1,1,7.1%,All Mike White red zone rushing plays,WhitMi01
Malik Willis,TEN,3,25,1,6.3%,1,4,0,4.2%,0,0,0,.0%,All Malik Willis red zone rushing plays,WillMa12
Salvon Ahmed,MIA,2,16,1,3.9%,0,0,0,.0%,0,0,0,.0%,All Salvon Ahmed red zone rushing plays,AhmeSa01
Giovani Bernard,TAM,2,5,0,4.0%,1,4,0,3.4%,0,0,0,.0%,All Giovani Bernard red zone rushing plays,BernGi00
Kendrick Bourne,NWE,2,-8,0,3.2%,0,0,0,.0%,0,0,0,.0%,All Kendrick Bourne red zone rushing plays,BourKe00
Spencer Brown,CAR,2,5,0,2.7%,2,5,0,6.1%,0,0,0,.0%,All Spencer Brown red zone rushing plays,BrowSp01
Julius Chestnut,TEN,2,-3,0,4.2%,0,0,0,.0%,0,0,0,.0%,All Julius Chestnut red zone rushing plays,ChesJu00
DeeJay Dallas,SEA,2,4,0,3.1%,0,0,0,.0%,0,0,0,.0%,All DeeJay Dallas red zone rushing plays,DallDe00
Greg Dortch,ARI,2,12,0,2.9%,1,3,0,2.9%,1,3,0,6.3%,All Greg Dortch red zone rushing plays,DortGr01
Chris Godwin,TAM,2,3,0,4.0%,2,3,0,6.9%,0,0,0,.0%,All Chris Godwin red zone rushing plays,GodwCh00
C.J. Ham,MIN,2,4,2,3.1%,2,4,2,4.4%,2,4,2,8.0%,All C.J. Ham red zone rushing plays,HamxC.00
Chad Henne,KAN,2,-2,0,2.4%,2,-2,0,4.3%,0,0,0,.0%,All Chad Henne red zone rushing plays,HennCh01
Tyreek Hill,MIA,2,1,1,3.9%,1,2,1,4.8%,1,2,1,8.3%,All Tyreek Hill red zone rushing plays,HillTy00
Alec Ingold,MIA,2,1,1,3.9%,2,1,1,9.5%,2,1,1,16.7%,All Alec Ingold red zone rushing plays,IngoAl01
David Johnson,NOR,2,4,0,3.6%,0,0,0,.0%,0,0,0,.0%,All David Johnson red zone rushing plays,JohnDa08
Diontae Johnson,PIT,2,5,0,2.7%,0,0,0,.0%,0,0,0,.0%,All Diontae Johnson red zone rushing plays,JohnDi01
Ty Johnson,NYJ,2,0,0,3.3%,0,0,0,.0%,0,0,0,.0%,All Ty Johnson red zone rushing plays,JohnTy02
Zay Jones,JAX,2,7,0,2.5%,1,0,0,2.1%,0,0,0,.0%,All Zay Jones red zone rushing plays,JoneZa00
Case Keenum,BUF,2,-2,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Case Keenum red zone rushing plays,KeenCa00
Travis Kelce,KAN,2,5,0,2.4%,2,5,0,4.3%,1,1,0,4.3%,All Travis Kelce red zone rushing plays,KelcTr00
Colt McCoy,ARI,2,5,0,2.9%,1,2,0,2.9%,0,0,0,.0%,All Colt McCoy red zone rushing plays,McCoCo00
Isaiah McKenzie,BUF,2,2,1,2.6%,1,7,1,2.6%,0,0,0,.0%,All Isaiah McKenzie red zone rushing plays,McKeIs00
Gardner Minshew,PHI,2,4,1,1.7%,2,4,1,2.8%,1,1,1,2.4%,All Gardner Minshew red zone rushing plays,MinsGa00
Bryce Perkins,LAR,2,0,0,4.0%,1,-4,0,3.8%,0,0,0,.0%,All Bryce Perkins red zone rushing plays,PerkBr02
Brandon Powell,LAR,2,9,0,4.0%,0,0,0,.0%,0,0,0,.0%,All Brandon Powell red zone rushing plays,PoweBr00
Adam Prentice,NOR,2,4,0,3.6%,0,0,0,.0%,0,0,0,.0%,All Adam Prentice red zone rushing plays,PrenAd00
Patrick Ricard,BAL,2,3,0,2.3%,2,3,0,5.0%,0,0,0,.0%,All Patrick Ricard red zone rushing plays,RicaPa00
Durham Smythe,MIA,2,1,1,3.9%,1,1,1,4.8%,1,1,1,8.3%,All Durham Smythe red zone rushing plays,SmytDu00
Benny Snell,PIT,2,4,1,2.7%,1,2,1,2.4%,1,2,1,4.2%,All Benny Snell red zone rushing plays,SnelBe00
Jarrett Stidham,LVR,2,13,0,3.8%,1,4,0,3.7%,0,0,0,.0%,All Jarrett Stidham red zone rushing plays,StidJa00
Trent Taylor,CIN,2,6,0,2.6%,1,-3,0,2.0%,1,-3,0,4.5%,All Trent Taylor red zone rushing plays,TaylTr02
Tyquan Thornton,NWE,2,18,1,3.2%,1,-1,0,3.1%,0,0,0,.0%,All Tyquan Thornton red zone rushing plays,ThorTy00
Kadarius Toney,KAN,2,25,1,2.4%,0,0,0,.0%,0,0,0,.0%,All Kadarius Toney red zone rushing plays,ToneKa00
Derek Watt,PIT,2,3,1,2.7%,1,1,1,2.4%,1,1,1,4.2%,All Derek Watt red zone rushing plays,WattDe00
Zamir White,LVR,2,-5,0,3.8%,0,0,0,.0%,0,0,0,.0%,All Zamir White red zone rushing plays,WhitZa01
