player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Delanie Walker,3120,TE,TEN,15,130,0,31,0,10.3,0,66.7,,0,0,33.3,1,0,0,25.7,29.4,0,5,8.3,2,24,2,91.7,22,70.1,3,13.6,0,7,9,4.5,3.5,0.32,9.2,9,72,,0,0,6.9,4,30,0,88.5,83.1,2,57,0,0,288,54,93.4,269,90,75,27.9,1,622,208,3.9,11.5,2.31
Eric Decker,5611,WR,NYJ,15,126,0,22,0,-0.5,0,50,,0,0,0,0,0,0,78.7,39.2,0,9,0,0,57,1,98.2,56,62.5,2,3.6,0,9,9,9,9,0.16,11.9,1,69.1,,0,0,9.7,6,40,1,62.3,87.1,1,35,0,0,402,56,96.3,387,119.1,81,20.9,7,695,175,3.1,12.4,1.8
Brandin Cooks,8655,WR,NO,16,126,0,20,0,-1.6,1,100,,0,0,0,0,1,0,92.3,62.6,0,21,0,0,64,13,98.4,63,91,13,20.6,0,76,97,7.5,5.8,1.21,13.6,0,69.4,,0,0,0,0,14,1,84.2,72.2,1,46,0.5,1,203,25,90.6,184,107.9,36,19.6,2,354,92,3.7,14.2,1.92
T.Y. Hilton,7092,WR,IND,16,125,0,14,0,-2.3,2,75,,0,0,0,0,1,0,90.9,59.9,0,16,0,0,45,6,97.8,44,86.5,8,18.2,0,42,56,9.3,7,0.95,9.5,2,52.5,,0,0,4.5,1,13,0,79.9,70.1,2,87,0,0,179,21,96.6,173,64.7,40,23.1,1,301,139,6.6,14.3,1.74
A.J. Green,6156,WR,CIN,16,123,0,7,0,-1,1,66.7,,0,0,20,1,1,0,28.1,40.8,0,6,0,0,61,4,95.1,58,70.8,6,10.3,0,19,26,6.5,4.8,0.33,11,2,71.4,,0,0,0,0,10,0,84.1,86.8,0,80,0,0,115,15,94.8,109,152.4,21,19.3,3,258,122,8.1,17.2,2.37
Amari Cooper,9437,WR,OAK,16,123,0,23,0,-2.5,3,78.6,,0,0,15.4,2,2,0,28.6,68,0,52,2.3,1,43,11,97.7,42,119.6,14,33.3,1,98,128,11.6,8.9,2.33,9.2,4,64.5,,0,0,20,5,12,0,25.6,64.3,0,40,0,0,105,20,99,104,123.3,31,29.8,3,262,115,5.8,13.1,2.52
Randall Cobb,6216,WR,GB,16,123,0,12,0,-1.6,1,94.4,,0,0,5.6,1,5,0,84,77.8,0,12,0,0,86,17,95.3,82,87,18,22,0,88,117,6.9,5.2,1.07,7.8,10,63.5,,0,0,10.8,8,39,0,39.7,66.9,0,53,0.2,1,616,66,89.6,552,103.8,104,18.8,6,739,381,5.8,11.2,1.34
Golden Tate,5585,WR,DET,16,121,0,11,0,-2.5,12,96.9,,0,0,0,0,11,1,94.2,94.3,0,33,0,0,89,31,98.9,88,94,32,36.4,0,210,287,9.3,6.8,2.39,5.7,18,73.6,,0,0,5.4,3,31,0,83.3,76.8,2,36,0.3,1,378,53,95.5,361,86.3,72,19.9,1,515,353,6.7,9.7,1.43
Kamar Aiken,6671,WR,BLT,16,121,0,3,0,-1.7,1,100,,0,0,0,0,1,0,90.6,57.8,0,18,0,0,48,3,85.4,41,93.1,3,7.3,0,19,24,8,6.3,0.46,8.3,3,73.7,,0,0,0,0,8,0,79.1,79.1,1,27,0,0,129,14,93.8,121,102.3,19,15.7,2,117,28,2,8.4,0.97
Jordan Matthews,8677,WR,PHI,16,120,0,24,0,-2.7,4,100,,0,0,0,0,1,0,90.9,60.9,0,19,0,0,57,6,96.5,55,98.6,6,10.9,0,46,62,10.3,7.7,0.84,8.9,13,71.1,,0,0,10,9,43,2,47.3,63.3,2,78,0,0,563,81,94.5,532,112.9,114,21.4,8,972,427,5.3,12,1.83
Jeremy Maclin,4942,WR,KC,15,120,0,16,0,-2.3,2,100,,0,0,0,0,5,1,92.7,55.7,0,13,0,0,72,16,97.2,70,125,16,22.9,2,72,108,6.8,4.5,1.03,10.4,1,79.4,,0,0,3.6,1,21,2,90.8,76.6,0,39,0,0,172,27,92.4,159,149.5,34,21.4,6,353,108,4,13.1,2.22
Gary Barnidge,4455,TE,CLV,16,119,0,8,0,,0,,,0,0,,0,0,0,,30.2,0,0,21.2,11,52,0,75,39,0,0,0,0,0,0,,,0,10.3,3,59.4,,0,0,9.5,4,25,0,42.6,72.6,1,40,0.5,2,404,38,91.3,369,95.9,64,17.3,4,461,162,4.3,12.1,1.25
Travis Benjamin,7100,WR,CLV,16,116,0,8,0,-1.9,4,100,,0,0,0,0,1,0,91.4,58.1,0,10,0,0,52,8,94.2,49,85.9,8,16.3,0,37,52,6.5,4.6,0.76,10.9,0,50,,0,0,0,0,2,1,75.5,70.4,0,15,0,0,71,4,97.2,69,68.8,8,11.6,0,48,23,5.8,12,0.7
Greg Olsen,3647,TE,CAR,16,115,0,5,0,-3.7,0,66.7,,0,0,0,0,0,0,84.5,40.5,0,9,16.2,6,37,2,81.1,30,70.1,3,10,0,3,12,6,1.5,0.1,10.6,1,72.1,,0,0,3.1,1,19,0,91.1,90.4,0,32,3.4,9,264,31,91.7,242,112.6,43,17.8,2,361,78,2.5,11.6,1.49
Rob Gronkowski,5567,TE,NE,15,113,0,19,0,,0,,,0,0,,0,0,0,,38.1,0,0,24.6,14,57,0,73.7,42,0,0,0,0,0,0,,,0,9.4,2,81.3,,0,0,3.7,1,18,0,86.2,82.2,0,52,10.8,27,249,26,81.5,203,129.2,32,15.8,1,432,192,7.4,16.6,2.13
Jordan Reed,7866,TE,WAS,14,111,0,32,0,-2,0,100,,0,0,0,0,0,0,78.7,43.1,0,4,25.9,7,27,1,63,17,83.3,1,5.9,0,4,6,6,4,0.24,6.9,5,70.3,,0,0,7.1,2,17,1,84.4,90.2,0,26,1.2,2,165,26,92.1,152,128.5,37,24.3,4,283,136,5.2,10.9,1.86
Pierre Garcon,4519,WR,WAS,16,108,0,32,0,3,0,100,,0,0,0,0,0,0,84.5,50.9,0,0,0,0,38,1,92.1,35,79.2,1,2.9,0,0,-3,-3,0,0,7.2,0,80,,0,0,5.9,1,9,0,62.1,71.8,1,23,0,0,107,16,95.3,102,96.3,20,19.6,1,162,54,3.4,10.1,1.59
Anquan Boldin,1369,WR,SF,14,107,0,28,0,-1.7,1,91.7,,0,0,8.3,1,2,0,60.6,55.3,0,15,0,0,46,11,100,46,81.9,12,26.1,0,44,63,5.7,4,0.96,7.8,5,66.1,,0,0,2.4,1,18,1,76.5,69.1,2,51,0,0,336,41,96.1,323,84.5,62,19.2,2,447,173,4.2,10.9,1.38
Zach Ertz,7816,TE,PHI,15,106,0,24,0,-1,0,100,,0,0,0,0,0,0,78.7,39,0,2,8.1,3,37,1,86.5,32,79.2,1,3.1,0,2,3,3,2,0.06,9,2,69.7,,0,0,11.5,3,11,1,63.4,73.9,1,27,0,0,172,23,95.3,164,87.2,33,20.1,1,234,73,3.2,10.2,1.43
Benjamin Watson,1753,TE,NO,16,102,0,20,0,-2,0,100,,0,0,0,0,0,0,84.5,44.5,0,9,10.9,6,55,2,87.3,48,91.7,2,4.2,0,12,16,8,6,0.25,10.2,1,72.5,,0,0,9.8,4,19,1,64.4,78.7,1,46,1.7,4,237,37,96.2,228,98.2,51,22.4,1,457,154,4.2,12.4,2
Donte Moncrief,8725,WR,IND,16,100,0,14,0,-2.7,0,100,,0,0,0,0,0,0,88.7,42.8,0,7,0,0,44,3,95.5,42,79.2,3,7.1,0,8,16,5.3,2.7,0.19,9.3,2,70.6,,0,0,7.7,1,8,0,54.9,72.9,0,33,0,0,80,12,97.5,78,138.4,17,21.8,2,156,79,6.6,13,2
Jason Witten,1384,TE,DAL,16,100,0,9,0,-4,0,100,,0,0,0,0,0,0,78.7,36.5,0,12,21.1,8,38,1,71.1,27,116.7,1,3.7,0,12,16,16,12,0.44,7.6,1,75.9,,0,0,0,0,21,1,91,63.7,4,24,1.4,5,345,44,91.6,316,75.1,58,18.4,2,377,114,2.6,8.6,1.19
Travis Kelce,7844,TE,KC,16,99,0,16,0,-2.7,1,81.3,,0,0,7.1,1,2,0,71.9,55.2,0,20,6.8,5,74,13,90.5,67,107,16,23.9,1,75,108,8.3,5.8,1.12,3.9,11,82.6,,0,0,0,0,19,2,70,73.4,1,38,0.5,1,216,38,91.7,198,96.7,46,23.2,0,432,306,8.1,11.4,2.18
Allen Hurns,8931,WR,JAX,15,99,0,15,0,-2.8,1,100,,0,0,0,0,0,1,28.3,28.6,0,9,0,0,56,4,98.2,55,95.8,4,7.3,0,28,39,9.8,7,0.51,12.4,4,74.4,,0,0,0,0,24,0,82,81.2,1,80,0,0,229,29,93.9,215,145,39,18.1,7,512,208,7.2,17.7,2.38
John Brown,8726,WR,ARZ,15,99,0,1,0,-2.2,2,92.3,,0,0,0,0,3,1,92.1,67.9,0,13,0,0,47,12,100,47,91.7,13,27.7,0,78,104,8.7,6.5,1.66,12.9,1,61.1,,0,0,8.3,2,16,0,66,76.7,0,65,0,0,201,22,90.5,182,120.6,36,19.8,3,344,138,6.3,15.6,1.89
Doug Baldwin,6615,WR,SEA,16,99,0,29,0,-3.4,3,90,,0,0,10,1,3,0,91.8,69.5,0,21,0,0,43,9,97.7,42,88.3,10,23.8,0,52,82,9.1,5.8,1.24,10.3,18,83.1,,0,0,2.8,2,43,1,91.3,90.2,1,80,0.5,2,431,69,95.1,410,151.8,83,20.2,12,1007,415,6,14.6,2.46
Danny Woodhead,4914,HB,SD,16,96,0,27,0,-3.8,10,87,,0,0,9.1,2,10,0,62.1,93.6,1,31,2,1,50,20,94,47,82.2,23,48.9,0,186,261,13.1,9.3,3.96,2.4,2,76.9,,0,0,9.1,1,5,0,89.1,92.8,0,31,0,0,41,10,90.2,37,124.2,13,35.1,1,101,72,7.2,10.1,2.73
Willie Snead IV,8999,WR,NO,15,95,0,20,0,-3,1,100,,0,0,0,0,0,0,88.7,48,0,14,0,0,50,3,98,49,98.6,3,6.1,0,23,32,10.7,7.7,0.47,7.5,4,67.7,,0,0,16,4,14,1,82,75.3,1,24,0.6,1,175,21,92.6,162,87.4,31,19.1,1,235,93,4.4,11.2,1.45
Theo Riddick,7980,HB,DET,16,94,0,11,0,-4.3,4,94.4,,0,0,5.6,1,2,0,81.9,83.5,0,21,10,4,40,17,90,36,90.3,18,50,0,102,177,10.4,6,2.83,3.8,5,83.3,,0,0,9.1,1,7,0,91,96.4,0,21,0,0,28,10,96.4,27,133.7,12,44.4,1,113,72,7.2,11.3,4.19
Marvin Jones Jr.,7158,WR,CIN,16,93,0,7,0,-1.8,2,100,,0,0,0,0,3,0,92.3,77.8,0,16,0,0,58,12,94.8,55,118.4,12,21.8,1,69,90,7.5,5.8,1.25,1.2,2,90.9,,0,0,0,0,2,0,90.1,69.4,0,19,0,0,77,10,94.8,73,95.8,11,15.1,0,77,69,6.9,7.7,1.05
Alshon Jeffery,7048,WR,CHI,9,92,0,6,0,-0.3,4,90.9,,0,0,0,0,3,0,91.8,89.6,1,22,0,0,45,10,95.6,43,61.4,11,25.6,0,86,88,8.8,8.6,2,16.7,1,82.6,,0,0,0,0,19,0,91.3,92.9,0,50,0,0,78,19,97.4,76,158.3,23,30.3,4,303,65,3.4,15.9,3.99
Devonta Freeman,8738,HB,ATL,15,92,0,2,0,-4.8,4,92.3,,0,0,7.7,1,0,0,71.9,99.9,0,14,0,0,30,12,90,27,98.1,13,48.1,0,98,157,13.1,8.2,3.63,3.4,2,57.1,,0,0,20,1,0,0,49.1,69.7,0,11,0,0,16,4,100,16,64,7,43.8,0,24,26,6.5,6,1.5
Sammy Watkins,8639,WR,BUF,13,91,0,4,0,-1,1,100,,0,0,0,0,0,0,88.7,52.5,0,7,0,0,36,3,88.9,32,83.3,3,9.4,0,12,15,5,4,0.38,14.1,1,66.7,,0,0,25,2,3,0,63.2,87.8,0,47,0,0,51,6,98,50,140,9,18,1,98,19,3.2,16.3,1.96
Terrance Williams,7855,WR,DAL,16,91,0,9,0,-2.5,1,100,,0,0,0,0,1,0,84.5,51.6,0,14,0,0,33,2,87.9,29,106.3,2,6.9,0,19,24,12,9.5,0.66,12.2,0,66.7,,0,0,0,0,5,0,53.7,66.5,1,38,0,0,57,6,89.5,51,70.1,9,17.6,0,115,52,8.7,19.2,2.25
James Jones,3694,WR,GB,16,89,0,12,0,-0.8,0,100,,0,0,0,0,3,0,90.2,47.4,0,11,0,0,82,4,95.1,78,88.5,4,5.1,0,21,24,6,5.3,0.27,9.7,1,66.7,,0,0,0,0,2,0,68.1,71.3,0,52,0,0,58,4,89.7,52,109.7,6,11.5,0,80,44,11,20,1.54
Ted Ginn Jr.,3625,WR,CAR,15,89,0,5,0,-1.5,0,100,,0,0,0,0,2,0,90.2,70,0,15,0,0,25,4,92,23,142.7,4,17.4,1,35,41,10.3,8.8,1.52,14.2,0,83.3,,0,0,16.7,1,4,0,27.4,70.3,0,46,0,0,36,5,94.4,34,158.3,6,17.6,1,77,24,4.8,15.4,2.26
Martavis Bryant,8753,WR,PIT,11,88,0,25,0,-1.1,2,100,,0,0,0,0,4,0,92.5,85,0,18,0,0,36,14,97.2,35,89.9,14,40,0,78,94,6.7,5.6,2.23,11.4,0,60,,0,0,0,0,1,0,29.5,71.7,0,8,0,0,49,3,89.8,44,104.2,5,11.4,1,14,3,1,4.7,0.32
Nate Washington,2832,WR,HST,14,88,0,13,0,-7,0,0,,0,0,100,1,0,0,24.1,32.6,0,0,0,0,26,0,88.5,23,39.6,1,4.3,0,0,0,,,0,7.6,0,57.6,,0,0,13.6,3,11,0,29.1,64.3,0,42,0,0,187,19,93,174,95.4,33,19,2,199,50,2.6,10.5,1.14
Davante Adams,8688,WR,GB,13,88,0,12,0,-0.5,2,75,,0,0,25,2,1,0,25.8,41.6,0,8,0,0,63,6,98.4,62,81.3,8,12.9,0,32,37,6.2,5.3,0.52,4.9,1,75,,0,0,18.2,2,1,0,27.5,52.4,0,13,0,0,54,9,85.2,46,85.4,12,26.1,0,60,29,3.2,6.7,1.3
Michael Floyd,7019,WR,ARZ,15,88,0,1,0,,0,,,0,0,,0,0,0,,37.8,0,0,0,0,45,0,100,45,0,0,0,0,0,0,,,0,15.9,0,70.6,,0,0,0,0,10,0,56.8,82.5,0,42,0,0,129,12,95.3,123,150.4,17,13.8,2,205,60,5,17.1,1.67
Rueben Randle,7065,WR,NYG,16,87,0,21,0,-1.7,1,100,,0,0,0,0,1,0,88.7,51.4,0,11,0,0,42,3,90.5,38,81.9,3,7.9,0,11,16,5.3,3.7,0.29,6.4,2,82.4,,0,0,0,0,8,0,77.9,61.7,0,27,0,0,97,14,93.8,91,142.2,17,18.7,2,148,84,6,10.6,1.63
Keenan Allen,7857,WR,SD,8,86,0,27,0,-1.3,0,100,,0,0,0,0,1,0,90.6,49.3,0,20,0,0,50,4,96,48,90.6,4,8.3,0,23,28,7,5.8,0.48,5.3,3,73.3,,0,0,8.3,1,4,0,76.4,74.9,0,21,0,0,64,11,93.8,60,87.4,15,25,0,87,55,5,7.9,1.45
Julian Edelman,5156,WR,NE,9,85,0,19,0,-2.5,1,83.3,,0,0,0,0,1,0,90.6,68.8,0,19,0,0,38,5,97.4,37,94.4,6,16.2,0,40,51,10.2,8,1.08,6.6,6,76.2,,0,0,13.5,5,18,0,41.4,82.7,1,59,1.1,2,187,32,93.6,175,131.2,42,24,5,362,163,5.1,11.3,2.07
Richard Rodgers,8733,TE,GB,16,82,0,12,0,-1,2,100,,0,0,0,0,1,0,91.4,68.5,0,11,15,9,60,7,80,48,88.1,7,14.6,0,36,43,6.1,5.1,0.75,7.4,6,68.6,,0,0,5.4,2,15,0,84.7,68.7,0,61,0.6,2,321,35,89.7,288,112.6,51,17.7,4,333,150,4.3,9.5,1.16
Coby Fleener,7038,TE,IND,16,81,0,14,0,,0,,,0,0,,0,0,0,,37.5,0,0,13.3,4,30,0,83.3,25,0,0,0,0,0,0,,,0,8.8,1,58.5,,0,0,11.1,3,12,0,65.5,56.7,3,19,3.3,8,239,24,92.1,220,41.3,41,18.6,0,206,86,3.6,8.6,0.94
Tavon Austin,7789,WR,SL,16,81,0,26,0,-2.5,9,95.8,,0,0,0,0,6,0,93.4,94.6,0,66,1.7,1,60,23,93.3,56,136.8,24,42.9,3,176,235,10.2,7.7,3.14,2.1,5,64.7,,0,0,0,0,3,0,67.5,63.2,0,10,0,0,95,11,92.6,88,88.1,17,19.3,1,51,73,6.6,4.6,0.58
Danny Amendola,4717,WR,NE,14,80,0,19,0,-2.9,2,100,,0,0,0,0,4,0,91.6,64.5,0,19,0,0,55,9,98.2,54,96.8,9,16.7,0,65,91,10.1,7.2,1.2,7.9,8,81,,0,0,2.1,1,24,0,90.5,85,1,41,0,0,366,47,94.5,346,106.5,58,16.8,2,494,160,3.4,10.5,1.43
Robert Woods,7822,WR,BUF,14,79,0,4,0,-2.5,0,100,,0,0,0,0,0,0,84.5,43.4,0,4,0,0,35,2,88.6,31,79.2,2,6.5,0,2,7,3.5,1,0.06,10.7,2,61.5,,0,0,5.9,1,7,0,74.5,60.5,1,32,0,0,147,16,95.2,140,80.9,26,18.6,1,192,44,2.8,12,1.37
Heath Miller,2247,TE,PIT,15,78,0,25,0,-1.8,0,80,,0,0,0,0,1,0,90.6,47.8,0,9,12.7,8,63,4,84.1,53,87.5,5,9.4,0,25,34,8.5,6.3,0.47,6.7,1,72.7,,0,0,0,0,7,0,91.5,69.9,1,20,1,1,103,16,89.3,92,88.8,22,23.9,1,158,55,3.4,9.9,1.72
Jacob Tamme,4441,TE,ATL,15,78,0,2,0,,0,,,0,0,,0,0,0,,35.2,0,0,5.6,2,36,0,83.3,30,0,0,0,0,0,0,,,0,9.5,4,78.8,,0,0,0,0,15,0,90.3,68.5,3,32,1,2,201,26,94.5,190,67.8,33,17.4,0,309,74,2.8,11.9,1.63
Stefon Diggs,9579,WR,MIN,13,77,0,18,0,-1.3,2,88.9,,0,0,11.1,1,3,0,51.2,64.8,0,15,0,0,34,8,97.1,33,84.7,9,27.3,0,39,50,6.3,4.9,1.18,5.9,4,78.6,,0,0,0,0,4,0,85.7,83.1,0,40,0,0,65,11,93.8,61,145.2,14,23,2,131,86,7.8,11.9,2.15
Markus Wheaton,7860,WR,PIT,16,76,0,25,0,,0,,,0,0,,0,0,0,,36.4,0,0,0,0,59,0,98.3,58,0,0,0,0,0,0,,,0,15.3,3,68.2,,0,0,9.1,3,21,0,56.6,65,2,69,0,0,358,30,91.6,328,109.3,44,13.4,3,492,109,3.6,16.4,1.5
Martellus Bennett,4375,TE,CHI,11,76,0,6,0,-2.6,2,100,,0,0,0,0,1,2,91.1,30.1,0,14,19.6,9,46,7,80.4,37,82.7,7,18.9,0,27,45,6.4,3.9,0.73,5,6,84.2,,0,0,5.9,1,8,1,74.4,70.4,0,24,1.1,1,88,16,94.3,83,99.3,19,22.9,0,149,61,3.8,9.3,1.8
Andre Johnson,1319,WR,IND,16,76,0,14,0,-1.5,1,50,,0,0,50,1,1,0,24.2,40.7,0,16,0,0,42,1,97.6,41,77.1,2,4.9,0,16,17,17,16,0.39,10.9,1,52.9,,0,0,18.2,4,12,0,44,62.3,2,35,0,0,277,18,93.9,260,59.8,34,13.1,1,231,77,4.3,12.8,0.89
Charles Clay,6326,TE,BUF,13,75,0,4,0,-2.7,4,100,,0,0,0,0,4,0,91.1,94.2,0,25,10.7,3,28,6,75,21,115.3,6,28.6,0,70,86,14.3,11.7,3.33,8.2,0,52.4,,0,0,21.4,3,6,0,58.1,61.5,2,12,0.7,1,149,11,91.3,136,21,21,15.4,0,75,28,2.5,6.8,0.55
Antonio Gates,1609,TE,SD,11,75,0,27,0,2,0,100,,0,0,0,0,2,0,84.5,67.7,0,30,15.6,5,32,2,75,24,118.8,2,8.3,0,41,37,18.5,20.5,1.71,9.3,4,81.4,,0,0,0,0,21,0,87.5,81.2,0,40,0.4,1,265,35,90.6,240,123,43,17.9,2,421,160,4.6,12,1.75
Julius Thomas,6281,TE,JAX,12,75,0,15,0,-2,0,50,,0,0,50,1,0,0,24.1,29,0,3,13.3,4,30,1,86.7,26,56.3,2,7.7,0,3,5,5,3,0.12,8.7,2,69.2,,0,0,10,2,10,0,34,61.3,1,29,0,0,184,18,95.7,176,97.3,26,14.8,2,174,43,2.4,9.7,0.99
Jamison Crowder,9538,WR,WAS,16,74,0,32,0,-2.5,2,93.3,,0,0,0,0,7,0,92.4,96.5,0,44,0,0,32,14,96.9,31,112.2,15,48.4,0,164,201,14.4,11.7,5.29,6.2,2,77.4,,0,0,8.9,4,25,1,67.3,69.1,0,44,0,0,373,41,93.8,350,115.4,53,15.1,2,462,251,6.1,11.3,1.32
Shane Vereen,6208,HB,NYG,16,74,0,21,0,-4,1,100,,0,0,0,0,3,0,92.1,98.9,0,24,12,3,25,10,80,20,101.3,10,50,0,83,123,12.3,8.3,4.15,3.9,0,57.1,,0,0,20,1,3,0,50.7,61.6,1,24,0,0,26,4,96.2,25,39.9,7,28,0,50,39,9.8,12.5,2
