player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mike Evans,8642,WR,TB,15,132,0,30,0,8.5,0,50,,0,0,0,0,0,0,78.7,37.9,0,4,0,0,61,1,95.1,58,56.3,2,3.4,0,4,6,6,4,0.07,15.8,1,55.6,55.6,5,9,6.3,1,13,0,77.4,72.9,1,31,0,0,132,15,95.5,126,83.7,27,21.4,1,249,22,1.5,16.6,1.98
Dez Bryant,5549,WR,DAL,16,126,0,9,0,-2,4,100,,0,0,0,0,0,0,90.6,71.3,0,6,0,0,24,5,100,24,79.2,5,20.8,0,10,20,4,2,0.42,10.5,4,46.4,16.7,1,6,27.8,5,8,0,27.9,69.7,1,18,0,0,124,13,91.9,114,42,28,24.6,0,108,33,2.5,8.3,0.95
Travis Kelce,7844,TE,KC,15,117,0,16,0,-1.5,5,95,0,0,1,0,0,6,0,93.1,87.9,1,16,4.2,3,71,19,93,66,89.8,20,30.3,1,131,160,8.4,6.9,1.98,11.5,7,79.2,57.1,4,7,4.5,2,31,0,61.7,88.2,1,36,0,0,264,42,95.5,252,123.9,53,21,3,588,151,3.6,14,2.33
Golden Tate,5585,WR,DET,16,117,0,11,0,-1.7,6,100,,0,0,0,0,5,0,93.8,94,0,40,0,0,64,26,92.2,59,104,26,44.1,1,153,197,7.6,5.9,2.59,6.1,17,80.2,75,6,8,3,2,32,1,89.5,81.7,2,71,0,0,454,65,92.7,421,116.1,81,19.2,5,761,466,7.2,11.7,1.81
Alshon Jeffery,7048,WR,PHI,16,113,0,24,0,-2.7,0,100,,0,0,0,0,1,0,88.7,50.6,0,19,0,0,44,3,93.2,41,100,3,7.3,0,24,32,10.7,8,0.59,14.5,0,47.4,28.6,2,7,0,0,7,0,78.1,77.1,0,24,0,0,93,9,94.6,88,105.3,19,21.6,4,110,29,3.2,12.2,1.25
Doug Baldwin,6615,WR,SEA,16,112,0,29,0,-3.8,0,100,,0,0,0,0,0,0,90.2,46.4,0,5,5.9,2,34,4,85.3,29,79.2,4,13.8,0,6,21,5.3,1.5,0.21,13.1,7,68.2,9.1,1,11,2.2,1,28,0,91.3,81.4,2,54,0.2,1,434,45,91.5,397,112.9,66,16.6,5,655,193,4.3,14.6,1.65
Robbie Chosen,11254,WR,NYJ,16,111,0,22,0,-3,0,100,,0,0,0,0,0,0,84.5,51.4,0,9,0,0,40,2,97.5,39,93.8,2,5.1,0,13,19,9.5,6.5,0.33,11.5,2,50,0,0,3,0,0,5,0,61.8,69.4,1,20,0,0,146,12,94.5,138,45.3,24,17.4,0,109,70,5.8,9.1,0.79
Devin Funchess,9474,WR,CAR,16,109,0,5,0,-2,0,100,,0,0,0,0,1,0,90.6,48.6,0,28,0,0,56,5,100,56,141.3,5,8.9,1,42,52,10.4,8.4,0.75,12.2,0,57.9,40,2,5,0,0,7,0,64,74.3,1,24,0,0,119,11,95,113,89.1,19,16.8,2,117,34,3.1,10.6,1.04
Brandin Cooks,8655,WR,NE,16,109,0,19,0,-2.1,2,90,,0,0,10,1,3,0,51.2,50.4,0,27,0,0,56,9,96.4,54,122.5,10,18.5,2,39,61,6.8,4.3,0.72,12.2,0,46.2,50,1,2,25,2,5,0,49.6,66.9,0,27,0,0,116,6,89.7,104,105.1,13,12.5,2,78,31,5.2,13,0.75
Evan Engram,11778,TE,NYG,15,108,0,21,0,-1,0,66.7,,0,0,33.3,1,1,0,25.7,34.7,0,13,4.4,2,45,2,93.3,42,86.8,3,7.1,0,21,22,11,10.5,0.5,7.9,1,48,28.6,2,7,20,3,6,0,28.9,58.7,1,26,0,0,137,12,92.7,127,60.1,25,19.7,1,128,73,6.1,10.7,1.01
Davante Adams,8688,WR,GB,14,108,0,12,0,0.5,4,100,,0,0,0,0,4,0,92.4,77.2,0,25,0,0,80,14,100,80,141.1,14,17.5,2,117,110,7.9,8.4,1.46,7.4,3,81.5,75,3,4,12,3,13,0,62.8,81.7,0,19,0,0,103,22,95.1,98,112,27,27.6,1,214,100,4.5,9.7,2.18
Christian McCaffrey,11763,HB,CAR,16,106,0,5,0,-4.2,5,82.4,,0,0,6.7,2,7,0,76.9,93.3,0,20,6.8,4,59,28,93.2,55,95.7,34,61.8,1,157,272,9.7,5.6,2.85,5.8,0,69.6,50,1,2,0,0,7,0,90,82.7,2,37,0,0,110,16,96.4,106,81.2,23,21.7,3,98,61,3.8,6.1,0.92
Marvin Jones Jr.,7158,WR,DET,16,105,0,11,0,-1.8,1,100,,0,0,0,0,2,0,90.6,49.4,0,17,0,0,74,5,94.6,70,102.5,5,7.1,0,43,52,10.4,8.6,0.61,16.6,3,66.7,75,3,4,0,0,7,0,61.5,78,0,58,0,0,76,8,93.4,71,137.5,12,16.9,1,161,30,3.8,20.1,2.27
Delanie Walker,3120,TE,TEN,16,104,0,31,0,-3,1,100,,0,0,0,0,3,0,91.8,76,0,14,12.5,5,40,9,82.5,33,86.1,9,27.3,0,42,69,7.7,4.7,1.27,10.2,2,70,61.5,8,13,2.8,1,22,1,90.8,69.4,2,23,3.2,8,251,35,90,226,80.9,50,22.1,1,366,101,2.9,10.5,1.62
Le'Veon Bell,7829,HB,PIT,15,103,0,25,0,-2.6,4,84,100,1,1,4.5,1,8,0,90.2,75.9,1,33,1.3,1,75,21,92,69,71.5,25,36.2,0,129,179,8.5,6.1,1.87,3.3,2,85.7,66.7,2,3,0,0,2,0,90.7,74.2,0,12,0,0,67,12,92.5,62,89,14,22.6,0,75,53,4.4,6.3,1.21
Tyreek Hill,10799,WR,KC,15,102,0,16,0,-2,4,85,,0,0,5.6,1,4,0,81.2,89.5,0,18,0,0,67,17,95.5,64,89.2,20,31.3,0,108,150,8.8,6.4,1.69,11.5,3,71,42.9,3,7,8.3,2,10,0,79.4,81,0,75,0.5,1,189,22,94.7,179,138.4,31,17.3,3,334,174,7.9,15.2,1.87
Zach Ertz,7816,TE,PHI,14,102,0,24,0,0,0,0,,0,0,100,1,0,0,21.7,36.3,0,0,8.8,3,34,0,82.4,28,39.6,1,3.6,0,0,0,,,0,7.5,3,79.5,71.4,5,7,3.1,1,16,0,87.1,81.7,0,53,0,0,194,31,93.8,182,119.8,39,21.4,2,337,108,3.5,10.9,1.85
T.Y. Hilton,7092,WR,IND,16,102,0,14,0,0.2,0,100,,0,0,0,0,1,0,90.6,48.5,0,10,0,0,45,5,97.8,44,81.7,5,11.4,0,18,17,3.4,3.6,0.41,12.9,1,59,14.3,1,7,4.2,1,13,1,77.7,66.2,1,63,0,0,214,23,95.3,204,97.5,39,19.1,2,373,125,5.4,16.2,1.83
Jack Doyle,8520,TE,IND,15,102,0,14,0,-3,1,75,,0,0,25,1,0,0,27,31.3,0,11,7.5,3,40,3,87.5,35,85.4,4,11.4,0,20,29,9.7,6.7,0.57,5.7,4,83.6,68.8,11,16,2.1,1,19,1,77.9,68.3,0,21,3.5,10,287,46,91.6,263,103,55,20.9,1,399,163,3.5,8.7,1.52
Kenny Stills,7926,WR,MIA,16,101,0,17,0,-1,1,80,,0,0,0,0,1,1,90.2,30.1,0,21,0,0,66,4,97,64,96.7,5,7.8,0,36,42,10.5,9,0.56,14.8,4,62,30,3,10,3.1,1,22,2,81.7,60.1,1,61,0,0,302,31,96.7,292,127.8,50,17.1,6,513,110,3.5,16.5,1.76
Rob Gronkowski,5567,TE,NE,14,100,0,19,0,,0,,,0,0,,0,0,0,,37.7,0,0,25,10,40,0,72.5,29,0,0,0,0,0,0,,,0,12.5,5,74.4,80,8,10,0,0,26,0,67.8,87.8,0,53,3.4,9,266,32,89.8,239,139.4,43,18,3,554,188,5.9,17.3,2.32
Michael Crabtree,4933,WR,OAK,14,99,0,23,0,-2.2,0,100,,0,0,0,0,1,0,90.9,54.8,0,12,0,0,36,6,97.2,35,88.2,6,17.1,0,31,44,7.3,5.2,0.89,7.7,4,65.2,100,1,1,16.7,3,6,0,59.9,67.3,1,25,0,0,86,15,89.5,77,91.4,23,29.9,2,133,78,5.2,8.9,1.73
Marquise Goodwin,7859,WR,SF,16,99,0,28,0,,0,,,0,0,,0,0,0,,41.3,0,0,0,0,35,0,97.1,34,0,0,0,0,0,0,,,0,17.2,0,57.1,25,1,4,7.7,1,9,0,36,68.1,0,24,0,0,128,12,100,128,82.4,21,16.4,0,165,31,2.6,13.8,1.29
Jermaine Kearse,7428,WR,NYJ,16,96,0,22,0,-0.3,0,100,100,1,1,0,0,1,0,88.7,43.6,0,12,0,0,45,3,95.6,43,81.9,3,7,0,11,12,4,3.7,0.26,9.5,3,67.9,46.2,6,13,5.3,2,22,0,76.3,66.4,1,51,0.3,1,290,36,93.8,272,95.4,53,19.5,1,487,212,5.9,13.5,1.79
Alvin Kamara,11822,HB,NO,16,96,0,20,0,-4.2,19,91.7,0,0,1,5.7,2,13,0,90.6,99.9,0,33,6.3,4,64,33,87.5,56,116,36,64.3,2,266,401,12.2,8.1,4.75,6.1,4,76.9,75,3,4,9.1,2,11,0,73,91.6,0,40,0,0,73,20,98.6,72,107.1,26,36.1,0,255,152,7.6,12.8,3.54
Jamison Crowder,9538,WR,WAS,15,96,0,32,0,-1.6,1,83.3,100,1,1,0,0,1,1,91.8,70.8,0,21,2.5,1,40,10,95,38,86.5,12,31.6,0,57,76,7.6,5.7,1.5,7.9,3,65.7,60,6,10,10.2,5,24,0,58.2,73.3,3,38,0.6,2,348,44,96.8,337,86.3,67,19.9,3,535,252,5.7,12.2,1.59
DeVante Parker,9447,WR,MIA,13,95,0,17,0,-0.4,0,100,,0,0,0,0,2,0,91.4,63.7,0,11,0,0,50,7,96,48,86.9,7,14.6,0,34,37,5.3,4.9,0.71,9.8,1,58.3,50,2,4,0,0,5,0,72.8,64.2,3,31,0,0,92,7,97.8,90,39.6,12,13.3,0,82,29,4.1,11.7,0.91
Stefon Diggs,9579,WR,MIN,14,94,0,18,0,-3,0,80,,0,0,20,1,1,0,28.3,44.1,0,37,0,0,46,4,95.7,44,107.5,5,11.4,0,49,59,14.8,12.3,1.11,12.3,3,68.2,60,3,5,0,0,11,0,85.5,84.6,0,33,0,0,114,15,93.9,107,128.8,22,20.6,2,209,97,6.5,13.9,1.95
Mohamed Sanu,7084,WR,ATL,15,94,0,2,0,-3,0,100,,0,0,0,0,0,0,90.9,63.2,0,10,0,0,37,6,89.2,33,88.2,6,18.2,0,31,49,8.2,5.2,0.94,8.1,3,73,64.3,9,14,6.1,3,30,0,54.5,72.6,1,25,0.3,1,316,46,95.9,303,115.2,63,20.8,5,490,181,3.9,10.7,1.62
Jimmy Graham,5619,TE,SEA,16,92,0,29,0,,0,,,0,0,,0,0,0,78.7,41.7,0,0,4.2,1,24,0,91.7,22,0,0,0,0,0,0,,,0,12.4,2,56.3,53.8,7,13,10,2,11,0,29.5,62.8,1,33,2.1,5,240,18,88.8,213,85.2,32,15,2,218,53,2.9,12.1,1.02
Cooper Kupp,11824,WR,LA,15,91,0,26,0,-3.2,0,100,,0,0,0,0,1,0,90.9,55,0,18,4.7,2,43,6,93,40,127.1,6,15,1,30,49,8.2,5,0.75,9.9,9,74.5,100,1,1,12.5,5,24,0,35.3,77.3,0,64,2.6,7,270,35,92.2,249,116.3,47,18.9,1,508,214,6.1,14.5,2.04
Marqise Lee,8674,WR,JAX,14,91,0,15,0,1,1,100,,0,0,0,0,1,0,90.2,58.8,0,14,0,0,38,4,97.4,37,103.1,4,10.8,0,35,31,7.8,8.8,0.95,10,0,61.5,50,1,2,11.1,1,5,1,47.6,75.5,1,16,0,0,59,8,94.9,56,69.7,13,23.2,1,71,30,3.8,8.9,1.27
Nelson Agholor,9453,WR,PHI,16,91,0,24,0,-3.3,0,100,,0,0,0,0,1,0,91.1,60.5,0,15,0,0,42,7,95.2,40,122.3,7,17.5,1,27,50,7.1,3.9,0.68,11.4,6,71.1,50,7,14,5.3,3,34,0,83.1,78.1,2,72,0,0,438,54,94.3,413,126.6,76,18.4,8,752,296,5.5,13.9,1.82
Amari Cooper,9437,WR,OAK,14,90,0,23,0,0.3,0,83.3,,0,0,0,0,0,0,90.6,44.4,0,6,0,0,45,5,95.6,43,80.6,6,14,0,20,18,3.6,4,0.47,11.3,1,63.3,33.3,2,6,9.5,2,12,0,28.1,59.6,1,45,0,0,104,19,92.3,96,81.5,30,31.3,1,212,97,5.1,11.2,2.21
Duke Johnson Jr.,9510,HB,CLV,16,90,0,8,0,-4.5,5,96,,0,0,4,1,10,1,91.2,95.3,0,41,0,0,34,24,97.1,33,131.5,25,75.8,2,229,337,14,9.5,6.94,7.8,3,72.2,25,1,4,0,0,8,0,85.2,90.6,1,34,0,0,66,13,93.9,62,111.6,18,29,2,153,88,6.8,11.8,2.47
Mike Wallace,5007,WR,BLT,15,87,0,3,0,0,0,100,,0,0,0,0,0,0,84.5,41.7,0,4,0,0,34,2,94.1,32,79.2,2,6.3,0,4,4,2,2,0.13,16.5,2,80,100,2,2,7.7,1,9,0,66.2,67.2,0,66,0,0,66,12,90.9,60,158.3,15,25,2,241,47,3.9,20.1,4.02
Emmanuel Sanders,5606,WR,DEN,12,87,0,10,0,0.3,1,66.7,0,0,1,33.3,1,0,0,25.7,35.7,0,1,0,0,19,2,100,19,70.1,3,15.8,0,0,3,1.5,0,0,8.1,1,59.1,37.5,3,8,18.8,3,6,0,47.1,61.5,1,38,0,0,119,13,95,113,56.4,22,19.5,0,127,61,4.7,9.8,1.12
DeSean Jackson,4363,WR,TB,14,87,0,30,0,-0.8,0,100,,0,0,0,0,1,0,90.6,46,0,8,0,0,43,5,93,40,85,5,12.5,0,22,26,5.2,4.4,0.55,14.7,1,68.4,33.3,1,3,0,0,8,0,86.9,71.3,1,29,0,0,93,13,95.7,89,72.9,19,21.3,0,163,60,4.6,12.5,1.83
Brandon LaFell,5602,WR,CIN,16,86,0,7,0,-1.9,0,86.7,50,1,2,13.3,2,3,0,29.7,44.3,0,25,0,0,69,13,100,69,88.6,15,21.7,0,79,101,7.8,6.1,1.14,8.3,3,60.6,28.6,2,7,9.1,2,12,0,64.4,61.2,2,45,0,0,197,20,93.4,184,84.3,33,17.9,2,291,131,6.6,14.6,1.58
Randall Cobb,6216,WR,GB,15,85,0,12,0,-2.7,4,94.4,100,1,1,5.6,1,2,1,81.2,36.6,0,18,1.3,1,80,17,97.5,78,80.6,18,23.1,0,60,108,6.4,3.5,0.77,7.2,2,73.3,30,3,10,2.2,1,22,0,90.1,66.3,2,46,0.5,2,405,44,91.9,372,98.7,60,16.1,3,471,269,6.1,10.7,1.27
Rishard Matthews,7211,WR,TEN,14,84,0,31,0,-2.3,2,87.5,,0,0,12.5,1,3,0,46.7,71.8,0,55,0,0,42,7,95.2,40,158.3,8,20,1,103,120,17.1,14.7,2.58,9.2,2,62.1,40,2,5,5.3,1,12,0,47.1,67.7,3,55,0,0,157,18,96.8,152,59.6,29,19.1,1,236,132,7.3,13.1,1.55
Jordy Nelson,4350,WR,GB,15,84,0,12,0,-0.3,0,100,,0,0,0,0,2,0,91.4,46.3,0,8,0,0,75,8,100,75,80.7,8,10.7,0,27,29,3.6,3.4,0.36,6.3,0,77.8,25,1,4,4.5,1,12,0,76.9,62.4,0,32,0,0,157,21,94.3,148,125.5,27,18.2,3,141,46,2.2,6.7,0.95
Eric Decker,5611,WR,TEN,16,83,0,31,0,-2.8,0,100,,0,0,0,0,0,0,90.2,43.6,0,4,0,0,36,4,94.4,34,79.2,4,11.8,0,8,19,4.8,2,0.24,8.6,0,65.9,40,2,5,12.9,4,14,0,30.1,59.3,0,25,0,0,207,27,95.2,197,91.1,41,20.8,1,256,82,3,9.5,1.3
Sterling Shepard,10674,WR,NYG,11,83,0,21,0,1.3,1,100,,0,0,0,0,2,0,90.2,60.8,0,21,0,0,39,4,100,39,105.2,4,10.3,0,37,32,8,9.3,0.95,8.3,5,71.8,66.7,12,18,7.3,4,30,1,71.2,73,0,77,0,0,389,51,94.6,368,108.8,71,19.3,2,639,278,5.5,12.5,1.74
Carlos Hyde,8692,HB,SF,16,83,0,28,0,-4.7,3,84.2,100,1,1,11.1,2,3,0,40.3,51.2,0,12,5.6,2,36,16,91.7,33,79.6,19,57.6,0,59,143,8.9,3.7,1.79,7.8,0,50,,0,0,0,0,0,0,37,36.4,1,4,0,0,20,2,100,20,16.7,4,20,0,4,13,6.5,2,0.2
Jared Cook,5012,TE,OAK,16,83,0,23,0,0,2,100,,0,0,0,0,0,0,90.6,51,0,10,13.7,7,51,5,84.3,43,91.7,5,11.6,0,30,30,6,6,0.7,8.9,5,75.6,66.7,6,9,8.1,3,21,0,54.2,68.1,1,29,0.7,2,303,34,91.4,277,98.1,45,16.2,1,377,118,3.5,11.1,1.36
Adam Humphries,10075,WR,TB,16,82,0,30,0,-1.5,2,94.1,0,0,1,0,0,5,1,92.7,64.4,0,19,0,0,66,16,95.5,63,93.6,17,27,0,110,137,8.6,6.9,1.75,7.5,3,73.4,64.3,9,14,6,3,26,0,77.2,60,0,43,0,0,438,47,93.6,410,99.9,64,15.6,1,483,203,4.3,10.3,1.18
Kendall Wright,7026,WR,CHI,16,82,0,6,0,-3.7,0,100,,0,0,0,0,0,0,90.9,47.3,0,10,0,0,41,6,95.1,39,88.9,6,15.4,0,32,54,9,5.3,0.82,7.3,3,80.4,100,9,9,2.4,1,20,0,87.4,70.8,1,22,0,0,306,41,94.4,289,97.1,51,17.6,1,393,121,3,9.6,1.36
Martavis Bryant,8753,WR,PIT,15,81,0,25,0,-2,2,87.5,,0,0,12.5,1,2,0,51.2,67.5,0,13,0,0,54,7,94.4,51,87.5,8,15.7,0,40,54,7.7,5.7,0.78,20.3,1,42.9,50,1,2,25,1,2,0,54.1,65.3,1,10,0,0,53,3,88.7,47,50.3,7,14.9,1,11,3,1,3.7,0.23
Eric Ebron,8645,TE,DET,16,81,0,11,0,-2.5,1,100,,0,0,0,0,0,0,90.2,47.8,0,1,5,2,40,4,90,36,79.2,4,11.1,0,4,14,3.5,1,0.11,11,3,50,33.3,1,3,22.2,4,9,0,43.2,66.4,0,44,0,0,181,14,92.3,167,95.8,28,16.8,2,190,87,6.2,13.6,1.14
Jason Witten,1384,TE,DAL,16,81,0,9,0,,0,,,0,0,,0,0,0,,40.4,0,0,25.8,8,31,0,74.2,23,0,0,0,0,0,0,,,0,7.8,0,81.6,66.7,8,12,4.8,2,11,1,85.6,53.9,0,21,1.2,4,322,40,87.9,283,93.3,49,17.3,0,313,35,0.9,7.8,1.11
Robert Woods,7822,WR,LA,12,80,0,26,0,-1.7,1,83.3,,0,0,0,0,1,0,90.6,69.9,0,52,0,0,35,5,97.1,34,154.9,6,17.6,1,70,79,15.8,14,2.06,9,5,78.6,66.7,2,3,4.3,1,12,0,76.4,76.7,0,52,0,0,117,22,95.7,112,128.1,28,25,2,253,125,5.7,11.5,2.26
Paul Richardson Jr.,8680,WR,SEA,16,80,0,29,0,-2.5,1,100,,0,0,0,0,0,0,88.7,45.3,0,5,0,0,32,2,93.8,30,79.2,2,6.7,0,6,11,5.5,3,0.2,12.2,0,64.3,71.4,5,7,18.2,2,5,0,33.7,64.5,0,43,0,0,100,9,90,90,92.3,14,15.6,0,123,13,1.4,13.7,1.37
Danny Amendola,4717,WR,NE,15,80,0,19,0,-2.5,2,100,,0,0,0,0,0,1,90.9,47.2,0,8,0,0,34,6,94.1,32,88.2,6,18.8,0,31,46,7.7,5.2,0.97,8.7,5,74,46.2,6,13,6.9,4,35,0,64.9,76.7,1,27,0,0,347,54,92.2,320,99.7,73,22.8,2,570,164,3,10.6,1.78
Kelvin Benjamin,8663,WR,BUF,14,78,0,4,0,,0,,,0,0,,0,0,0,,39.3,0,0,0,0,42,0,95.2,40,0,0,0,0,0,0,,,0,13.8,0,55.6,0,0,3,0,0,4,0,86.8,72.7,0,43,0,0,73,5,93.2,68,100.5,9,13.2,0,126,51,10.2,25.2,1.85
Benjamin Watson,1753,TE,BLT,16,77,0,3,0,0.5,0,75,,0,0,0,0,2,0,88.7,49.6,1,7,5.9,2,34,3,88.2,30,38.5,4,13.3,0,13,18,6,4.3,0.43,7.4,1,85.7,75,3,4,0,0,11,1,77.9,57.2,0,33,0,0,190,18,97.9,186,122.8,21,11.3,1,203,59,3.3,11.3,1.09
JuJu Smith-Schuster,11817,WR,PIT,14,77,0,25,0,-2.3,1,57.1,,0,0,20,1,1,0,29.2,34.6,0,14,0,0,65,4,92.3,60,62.2,7,11.7,0,14,26,6.5,3.5,0.23,9.4,4,75,42.9,3,7,0,0,19,0,84.2,71.3,1,97,0,0,262,27,93.5,245,142.1,36,14.7,4,528,275,10.2,19.6,2.16
Kyle Rudolph,6195,TE,MIN,16,76,0,18,0,-3,1,100,,0,0,0,0,1,0,84.5,62.8,0,6,20.5,9,44,2,75,33,91.7,2,6.1,0,12,18,9,6,0.36,11.5,0,72.2,40,2,5,0,0,9,0,90.3,73.1,1,34,6.3,13,205,13,87.3,179,96.5,18,10.1,1,168,44,3.4,12.9,0.94
Todd Gurley II,9443,HB,LA,15,76,0,26,0,-3.4,7,96,100,1,1,0,0,11,0,93.6,99.9,1,80,2.1,1,47,24,93.6,44,115.4,25,56.8,1,371,453,18.9,15.5,8.43,2,0,100,,0,0,0,0,1,0,87.9,91.6,0,3,0,0,5,1,100,5,118.8,1,20,1,3,1,1,3,0.6
Terrance Williams,7855,WR,DAL,16,75,0,9,0,-3.4,1,100,,0,0,0,0,2,0,91.1,74.5,0,15,0,0,23,7,100,23,95.8,7,30.4,0,49,73,10.4,7,2.13,4.1,0,71.4,50,1,2,0,0,4,0,55.6,62,0,15,0,0,39,5,94.9,37,83,7,18.9,0,36,31,6.2,7.2,0.97
Cameron Brate,9207,TE,TB,16,73,0,30,0,0,0,0,,0,0,,0,0,0,,40.4,0,0,6.9,2,29,0,86.2,25,39.6,1,4,0,0,0,,,0,11.1,0,65.9,52.6,10,19,6.5,2,21,1,67.3,75.3,2,28,0,0,245,29,92.7,227,100.9,44,19.4,4,343,47,1.6,11.8,1.51
