player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mohamed Sanu,7084,WR,ATL,15,78,0,2,0,-3.3,0,100,,0,0,0,0,2,0,91.4,65.7,0,16,0,0,48,8,97.9,47,97.4,8,17,0,59,85,10.6,7.4,1.26,6.3,6,85.4,100,2,2,2.4,1,23,1,90,74.2,0,59,0.3,1,286,41,93,266,127.4,48,18,3,460,249,6.1,11.2,1.73
Gary Barnidge,4455,TE,CLV,16,77,0,8,0,-4.8,0,100,,0,0,0,0,1,0,90.7,53.9,0,12,32.1,17,53,4,64.2,34,91.7,4,11.8,0,24,43,10.8,6,0.71,8.5,0,65.2,,0,0,0,0,12,0,72.1,65.2,0,14,0,0,161,15,91.9,148,80.5,23,15.5,0,133,25,1.7,8.9,0.9
Tajae Sharpe,10774,WR,TEN,16,77,0,31,0,,0,,,0,0,,0,0,0,,39.9,0,0,0,0,32,0,96.9,31,0,0,0,0,0,0,,,0,13,0,0,,0,0,,0,0,0,88.3,63.4,0,0,0,0,42,0,88.1,37,39.6,2,5.4,0,0,0,,,0
Adam Humphries,10075,WR,TB,15,77,0,30,0,-0.7,3,86.4,50,1,2,5,1,7,0,90.5,93.3,0,31,0,0,49,19,93.9,46,102.5,22,47.8,0,189,199,10.5,9.9,4.11,6.2,2,64.3,71.4,5,7,5.3,2,17,0,75,63.8,2,29,0.5,2,364,36,91.8,334,76.1,56,16.8,1,395,253,7,11,1.18
Tyler Boyd,10689,WR,CIN,16,76,0,7,0,-2.5,1,90,,0,0,0,0,4,0,91.6,58.1,0,11,1.9,1,54,9,92.6,50,92.5,10,20,0,62,85,9.4,6.9,1.24,8.8,2,70,50,1,2,5.8,3,30,1,89,64.4,3,30,0.2,1,451,49,94.5,426,79.9,70,16.4,1,547,199,4.1,11.2,1.28
Jermaine Kearse,7428,WR,SEA,16,76,0,29,0,-3.3,1,100,,0,0,0,0,2,0,90.6,55.6,0,10,0,0,34,4,94.1,32,93.8,4,12.5,0,26,39,9.8,6.5,0.81,11.9,3,45.5,0,0,1,0,0,5,0,79.2,54.5,2,20,2.5,4,162,10,92.6,150,34.3,22,14.7,1,90,49,4.9,9,0.6
James White,8765,HB,NE,16,76,0,19,0,-4,8,84.6,,0,0,4.3,1,8,0,91.2,98.9,0,36,2.2,1,46,22,89.1,41,121,26,63.4,2,179,272,12.4,8.1,4.37,2.5,0,66.7,,0,0,0,0,1,0,81.7,90.8,0,6,0,0,19,4,94.7,18,70.1,6,33.3,0,17,6,1.5,4.3,0.94
Seth Roberts,9079,WR,OAK,16,75,0,23,0,0.3,1,75,,0,0,0,0,2,0,90.2,55.7,0,19,0,0,48,3,95.8,46,96.9,4,8.7,0,31,32,10.7,10.3,0.67,9.5,6,50.8,0,0,1,18.9,7,18,0,34.3,55.6,1,41,0.2,1,429,30,92.1,395,77.8,59,14.9,3,332,175,5.8,11.1,0.84
Robbie Chosen,11254,WR,NYJ,16,75,0,22,0,0,0,100,,0,0,0,0,0,0,78.7,40,0,5,0,0,49,1,93.9,46,87.5,1,2.2,0,5,5,5,5,0.11,20,2,75,,0,0,14.3,1,4,0,34.2,54.1,0,40,0,0,53,6,98.1,52,156.3,8,15.4,2,144,29,4.8,24,2.77
Kenny Stills,7926,WR,MIA,16,75,0,17,0,-0.3,2,75,,0,0,0,0,0,0,88.7,48.2,0,7,0,0,50,3,98,49,77.1,4,8.2,0,11,14,4.7,3.7,0.22,15.7,2,72.4,0,0,1,0,0,16,0,79.5,70.7,1,74,0,0,196,21,98.5,193,138.6,29,15,5,355,93,4.4,16.9,1.84
Brian Quick,7037,WR,LA,16,75,0,26,0,-2,1,100,,0,0,0,0,1,0,78.7,47.9,0,13,0,0,47,1,89.4,42,118.8,1,2.4,0,13,15,15,13,0.31,9.9,1,76.5,,0,0,7.1,1,6,0,67.5,58.4,0,25,0.6,1,157,13,91.7,144,102.3,17,11.8,0,149,37,2.8,11.5,1.03
Lance Kendricks,6199,TE,LA,16,74,0,26,0,,0,,,0,0,,0,0,0,,35.3,0,0,24.4,10,41,0,68.3,28,0,0,0,0,0,0,,,0,6,0,59.1,,0,0,13.3,2,3,1,34.9,53.4,3,20,0,0,128,13,92.2,118,27.8,22,18.6,0,85,31,2.4,6.5,0.72
Jack Doyle,8520,TE,IND,16,72,0,14,0,-3,1,75,,0,0,0,0,0,0,88.7,64.3,0,14,14.3,3,21,3,85.7,18,84.4,4,22.2,0,19,27,9,6.3,1.06,7.5,2,74.3,,0,0,3.7,1,14,1,87.1,76,2,22,0.9,2,217,26,92.2,200,97.1,35,17.5,3,238,81,3.1,9.2,1.19
Michael Floyd,7019,WR,NE,15,72,0,19,0,,0,,,0,0,,0,0,0,,41.1,0,0,3.4,1,29,0,89.7,26,0,0,0,0,0,0,,,0,15.2,0,64.3,33.3,1,3,0,0,8,0,50.4,62.3,1,35,1.4,2,139,9,92.8,129,97.6,14,10.9,3,108,13,1.4,12,0.84
Jeremy Maclin,4942,WR,KC,12,72,0,16,0,-2.5,2,75,,0,0,14.3,1,2,0,32,43,0,28,0,0,51,6,100,51,86.5,8,15.7,0,42,59,9.8,7,0.82,12.5,1,53.6,50,1,2,6.3,1,8,0,58.2,63.8,2,23,0,0,188,15,97.3,183,39.6,28,15.3,0,152,38,2.5,10.1,0.83
Ryan Griffin,7982,TE,HST,16,72,0,13,0,-5,0,100,,0,0,0,0,0,0,78.7,43.1,0,-1,0,0,13,1,100,13,79.2,1,7.7,0,-1,4,4,-1,-0.08,7.7,3,67.3,75,3,4,10.8,4,12,1,60.5,54.1,1,23,3,6,197,33,92.9,183,73.2,49,26.8,0,276,94,2.8,8.4,1.51
Robert Woods,7822,WR,BUF,13,71,0,4,0,,0,,,0,0,,0,0,0,,44.1,0,0,0,0,13,0,76.9,10,0,0,0,0,0,0,,,0,11.7,2,80,100,3,3,3.4,1,19,0,47,68.8,1,29,0,0,193,28,90.7,175,108.1,35,20,1,368,88,3.1,13.1,2.1
Travis Benjamin,7100,WR,SD,14,71,0,27,0,-0.7,2,100,100,1,1,0,0,0,0,90.9,62.5,0,8,0,0,24,6,100,24,82.6,6,25,0,23,27,4.5,3.8,0.96,14.4,3,66.7,0,0,1,15.8,3,8,1,49.3,66.3,0,47,0,0,137,16,95.6,131,107.5,24,18.3,1,207,77,4.8,12.9,1.58
Bilal Powell,6278,HB,NYJ,16,69,0,22,0,-3.3,6,87.5,100,1,1,4.5,1,6,1,90.5,84.3,0,22,2.5,1,40,21,90,36,104.2,24,66.7,1,136,205,9.8,6.5,3.78,2.3,0,88.9,100,1,1,11.1,1,1,0,70.7,55.3,0,10,2.4,1,41,8,97.6,40,84.7,9,22.5,0,39,21,2.6,4.9,0.98
Will Tye,10070,TE,NYG,16,68,0,21,0,5,0,100,,0,0,0,0,1,0,78.7,54.6,0,10,16.1,5,31,1,80.6,25,108.3,1,4,0,10,5,5,10,0.4,9.8,2,54.5,0,0,1,0,0,4,0,81.1,57.8,1,13,0,0,78,6,94.9,74,57,11,14.9,1,45,27,4.5,7.5,0.61
Duke Johnson Jr.,9510,HB,CLV,16,68,0,8,0,-3,3,80,,0,0,0,0,3,0,91.4,92.1,0,16,15.4,4,26,8,80.8,21,90.4,10,47.6,0,57,78,9.8,7.1,2.71,3.8,1,60,,0,0,0,0,2,0,74.2,72.3,0,17,0,0,26,3,88.5,23,76.3,5,21.7,0,29,22,7.3,9.7,1.26
Victor Cruz,5827,WR,NYG,15,68,0,21,0,-1.5,1,100,,0,0,0,0,1,0,84.5,49.8,0,6,0,0,40,2,92.5,37,81.3,2,5.4,0,7,10,5,3.5,0.19,4.5,1,50,,0,0,0,0,1,0,55.3,59.9,0,6,0,0,22,1,90.9,20,56.3,2,10,0,6,7,7,6,0.3
Dorial Green-Beckham,9473,WR,PHI,15,67,0,24,0,-2,2,100,,0,0,0,0,1,0,88.7,53.7,0,11,0,0,54,3,90.7,49,95.8,3,6.1,0,21,27,9,7,0.43,11,1,60,,0,0,25,1,1,0,45.2,62,0,26,0,0,29,3,93.1,27,85.4,5,18.5,0,40,29,9.7,13.3,1.48
J.J. Nelson,9592,WR,ARZ,15,67,0,1,0,-2,0,100,,0,0,0,0,0,0,78.7,41.8,0,0,0,0,31,1,96.8,30,79.2,1,3.3,0,0,2,2,0,0,14.5,1,53.3,,0,0,11.1,1,5,1,28.9,61.8,1,40,0,0,92,8,93.5,86,85.8,15,17.4,4,99,33,4.1,12.4,1.15
Allen Hurns,8931,WR,JAX,11,67,0,15,0,-3,0,100,,0,0,0,0,2,0,90.6,56.9,0,12,0,0,34,5,100,34,128.8,5,14.7,1,27,42,8.4,5.4,0.79,10.4,0,47.6,0,0,2,23.1,6,13,1,27.9,57.1,1,38,0,0,317,20,92.4,293,74.5,42,14.3,2,270,117,5.9,13.5,0.92
Martellus Bennett,4375,TE,NE,16,67,0,19,0,-4,1,85.7,,0,0,0,0,1,0,90.9,68.2,0,16,24.1,13,54,6,70.4,38,93.5,7,18.4,0,45,70,11.7,7.5,1.18,8.1,4,89.5,100,1,1,5.6,1,10,0,68,67.1,0,58,11.9,21,177,17,83.6,148,157.8,19,12.8,3,235,110,6.5,13.8,1.59
John Brown,8726,WR,ARZ,15,66,0,1,0,-1.3,0,100,,0,0,0,0,1,0,88.7,57.4,0,13,0,0,24,3,95.8,23,102.8,3,13,0,26,30,10,8.7,1.13,15.8,1,52.4,50,2,4,0,0,7,0,90.8,66.8,1,20,0,0,194,11,92.3,179,72.9,21,11.7,1,157,31,2.8,14.3,0.88
Chris Conley,9509,WR,KC,16,65,0,16,0,,0,,,0,0,,0,0,0,,36.3,0,0,0,0,60,0,98.3,59,0,0,0,0,0,0,,,0,11.1,0,71.4,100,2,2,0,0,5,0,73.8,60.7,0,15,0,0,72,5,95.8,69,96.1,7,10.1,0,58,17,3.4,11.6,0.84
Eli Rogers,9878,WR,PIT,13,65,0,25,0,-2.5,1,100,,0,0,0,0,1,0,90.2,51.2,0,18,0,0,48,4,97.9,47,92.7,4,8.5,0,25,35,8.8,6.3,0.53,9.9,2,69.8,100,1,1,7.5,3,19,0,66.4,63.1,3,39,0,0,344,37,94.5,325,92.5,53,16.3,3,470,161,4.4,12.7,1.45
Breshad Perriman,9459,WR,BLT,16,64,0,3,0,-4,0,100,,0,0,0,0,0,0,78.7,43.6,0,2,0,0,20,1,95,19,79.2,1,5.3,0,2,6,6,2,0.11,20.4,0,37.5,,0,0,25,1,3,0,29.8,61.9,0,14,0,0,40,3,97.5,39,93.8,8,20.5,1,40,9,3,13.3,1.03
DeMarco Murray,6223,HB,TEN,16,64,0,31,0,-3.8,2,76.5,,0,0,7.1,1,4,0,68.4,92,0,19,3.2,1,31,13,93.5,29,90.3,17,58.6,0,100,147,11.3,7.7,3.45,1.8,0,75,,0,0,0,0,2,0,90,70.1,0,7,0,0,23,3,82.6,19,82.3,4,21.1,0,17,13,4.3,5.7,0.89
Cordarrelle Patterson,7810,WR,MIN,16,64,0,18,0,-2.2,5,94.7,,0,0,0,0,3,0,92.9,87.9,0,21,0,0,36,18,94.4,34,97.1,19,55.9,0,139,180,10,7.7,4.09,2.6,1,78.6,,0,0,0,0,4,0,85.9,62.6,0,21,0,0,97,11,93.8,91,113.7,14,15.4,1,78,73,6.6,7.1,0.86
Darren Sproles,2347,HB,PHI,15,63,0,24,0,-4.6,6,90.5,,0,0,0,0,7,0,93.1,99.9,0,40,13.2,7,53,19,79.2,42,100.8,21,50,0,172,263,13.8,9.1,4.1,3.8,0,80,,0,0,0,0,1,0,63.9,70.2,0,12,0,0,31,4,90.3,28,92.5,5,17.9,0,31,15,3.8,7.8,1.11
Marquise Goodwin,7859,WR,BUF,15,63,0,4,0,,0,,,0,0,,0,0,0,,43.5,0,0,0,0,14,0,78.6,11,0,0,0,0,0,0,,,0,18.1,0,28.6,,0,0,0,0,1,0,68.8,59.6,0,13,0,0,56,2,98.2,55,39.6,7,12.7,0,21,2,1,10.5,0.38
Nelson Agholor,9453,WR,PHI,15,62,0,24,0,-1,1,100,,0,0,0,0,0,0,90.2,44.8,0,13,0,0,70,4,92.9,65,91.7,4,6.2,0,24,28,7,6,0.37,12,0,56.3,,0,0,18.2,2,3,0,32.9,52.4,0,40,0,0,125,9,93.6,117,95.8,16,13.7,1,100,23,2.6,11.1,0.85
Tyler Lockett,9502,WR,SEA,15,62,0,29,0,-2,1,100,,0,0,0,0,4,0,91.6,89.1,0,40,0,0,24,9,100,24,110.6,9,37.5,0,95,113,12.6,10.6,3.96,6.2,0,50,,0,0,14.3,1,2,0,60.7,57.4,0,12,0,0,131,6,93.1,122,60.1,12,9.8,0,47,31,5.2,7.8,0.39
Theo Riddick,7980,HB,DET,10,62,0,11,0,-3.8,3,100,,0,0,0,0,4,0,92.5,95,0,23,9.1,3,33,14,87.9,29,136.9,14,48.3,2,103,156,11.1,7.4,3.55,2.6,1,85.7,,0,0,0,0,3,0,72.7,75.3,0,12,0,0,21,6,95.2,20,121.1,7,35,2,25,12,2,4.2,1.25
Zach Miller,5104,TE,CHI,10,62,0,6,0,-1,0,100,,0,0,0,0,1,0,88.7,54.9,0,11,8.8,3,34,3,82.4,28,88.9,3,10.7,0,16,19,6.3,5.3,0.57,9,2,66.7,80,4,5,4.8,1,12,0,85.9,68.9,1,34,0,0,149,20,96.6,144,89.4,30,20.8,1,249,93,4.7,12.5,1.73
Corey Coleman,10649,WR,CLV,10,62,0,8,0,-1.3,1,100,,0,0,0,0,1,0,88.7,69.1,0,13,0,0,24,3,83.3,20,101.4,3,15,0,25,29,9.7,8.3,1.25,5.7,2,71.4,,0,0,0,0,2,0,32.8,56,1,13,0,0,20,5,95,19,41.1,7,36.8,0,32,25,5,6.4,1.68
Devonta Freeman,8738,HB,ATL,16,61,0,2,0,-3.4,5,90.5,,0,0,5,1,6,0,86.6,96.1,1,18,0,0,34,19,100,34,106.9,21,61.8,2,143,212,11.2,7.5,4.21,2.8,1,77.8,,0,0,12.5,1,3,0,75.2,68.4,0,14,0,0,23,7,100,23,133.3,9,39.1,1,64,54,7.7,9.1,2.78
Terrance Williams,7855,WR,DAL,16,61,0,9,0,-3.3,2,100,,0,0,0,0,0,0,88.7,56.9,0,5,3.4,1,29,3,93.1,27,79.2,3,11.1,0,4,14,4.7,1.3,0.15,11.9,2,85.7,66.7,2,3,0,0,11,0,84.9,68.1,0,31,0,0,61,12,98.4,60,142,14,23.3,1,173,39,3.3,14.4,2.88
T.J. Yeldon,9469,HB,JAX,15,60,0,15,0,-4.2,7,79.2,,0,0,5,1,4,0,89.2,95.1,0,15,4.9,2,41,19,92.7,38,83,24,63.2,0,94,177,9.3,4.9,2.47,-4,0,100,,0,0,0,0,0,0,69.3,59.5,0,-4,0,0,3,1,66.7,2,79.2,1,50,0,-4,0,0,-4,-2
Quinton Patton,7910,WR,SF,14,59,0,28,0,-4,2,100,,0,0,0,0,3,0,90.9,86.5,0,31,0,0,20,6,90,18,110.4,6,33.3,0,63,87,14.5,10.5,3.5,6.4,3,76.2,100,1,1,0,0,11,0,64.8,60.1,0,31,0.9,1,108,16,98.1,106,96.7,21,19.8,0,157,106,6.6,9.8,1.48
Vernon Davis,2951,TE,WAS,16,59,0,32,0,,0,,,0,0,,0,0,0,,39.5,0,2,31.3,5,16,0,68.8,11,0,0,0,0,2,2,,,0.18,7,4,75,,0,0,14.3,1,3,0,68.3,85.2,0,20,0,0,61,6,90.2,55,97.4,8,14.5,0,63,25,4.2,10.5,1.15
Chris Thompson,7936,HB,WAS,16,59,0,32,0,-3.8,0,80,50,1,2,0,0,2,0,91.4,89.7,0,17,4,1,25,8,96,24,112.5,10,41.7,1,28,57,7.1,3.5,1.17,3,0,0,0,0,1,,0,0,0,73.6,52.2,0,0,0,0,12,0,100,12,39.6,1,8.3,0,0,0,,,0
Trey Burton,9185,TE,PHI,15,58,0,24,0,-2.4,0,100,,0,0,0,0,3,0,90.6,93.3,0,16,0,0,15,5,93.3,14,132.1,5,35.7,1,31,43,8.6,6.2,2.21,9.6,1,59.4,,0,0,9.5,2,11,0,60.6,68.1,1,16,0.7,1,144,19,96.5,139,62.2,32,23,0,182,49,2.6,9.6,1.31
Jermaine Gresham,5546,TE,ARZ,16,58,0,1,0,-1,1,100,,0,0,0,0,1,0,78.7,53.5,0,9,37.5,12,32,1,59.4,19,104.2,1,5.3,0,9,10,10,9,0.47,9.4,2,57.1,,0,0,0,0,1,1,59.9,53.3,1,29,0,0,66,4,90.9,60,86,7,11.7,1,61,26,6.5,15.3,1.02
Jesse James,9593,TE,PIT,16,57,0,25,0,-3,1,100,,0,0,0,0,0,0,90.2,44,0,8,16.4,9,55,3,81.8,45,91.7,3,6.7,0,18,27,9,6,0.4,8.2,0,81.3,,0,0,0,0,10,0,72.5,62.9,0,21,0.8,1,128,13,96.1,123,137.2,16,13,2,119,32,2.5,9.2,0.97
Phillip Dorsett,9462,WR,IND,15,56,0,14,0,,0,,,0,0,,0,0,0,,40.9,0,0,0,0,32,0,93.8,30,0,0,0,0,0,0,,,0,15.2,0,69.2,50,1,2,0,0,6,1,45.1,51.6,0,50,0,0,161,9,93.8,151,135.7,13,8.6,1,157,35,3.9,17.4,1.04
Todd Gurley II,9443,HB,LA,16,55,0,26,0,-4,8,82.4,100,1,1,6.7,1,4,0,79,89.8,0,20,0,0,46,14,91.3,42,83.8,17,40.5,0,70,136,9.7,5,1.67,,0,,,0,0,,0,0,0,70.5,68.2,0,0,0,0,8,0,87.5,7,0,0,0,0,0,0,,,0
Donte Moncrief,8725,WR,IND,9,54,0,14,0,,0,,,0,0,,0,0,0,,44.8,0,0,0,0,16,0,93.8,15,0,0,0,0,0,0,,,0,8.9,1,64.3,,0,0,10,1,6,0,79.1,72.1,0,24,0,0,73,9,93.2,68,120.5,14,20.6,2,85,17,1.9,9.4,1.25
LeSean McCoy,4976,HB,BUF,15,54,0,4,0,-4.7,0,100,,0,0,0,0,0,0,91.4,88.5,0,4,7.1,1,14,6,71.4,10,79.2,6,60,0,14,42,7,2.3,1.4,0.6,3,80,,0,0,20,1,2,0,89.9,91.9,0,41,0,0,12,4,100,12,113.3,5,41.7,0,56,55,13.8,14,4.67
Chris Hogan,6468,WR,NE,15,54,0,19,0,-2.5,0,100,,0,0,0,0,0,0,84.5,34.6,0,13,0,0,57,2,91.2,52,100,2,3.8,0,16,21,10.5,8,0.31,11.5,3,76.2,0,0,1,5.9,1,9,0,89,60.5,1,79,0,0,188,16,91,171,113.7,21,12.3,1,282,103,6.4,17.6,1.65
Devin Funchess,9474,WR,CAR,15,54,0,5,0,-3,0,100,,0,0,0,0,0,0,84.5,49.6,0,8,0,0,17,2,100,17,89.6,2,11.8,0,11,17,8.5,5.5,0.65,11.8,0,58.3,,0,0,0,0,6,0,29.3,71.4,0,28,0,0,75,7,93.3,70,110.4,12,17.1,1,92,46,6.6,13.1,1.31
Melvin Gordon III,9448,HB,SD,13,53,0,27,0,-3.2,0,72.7,,0,0,11.1,1,6,0,46.7,92.5,0,35,8,2,25,8,92,23,143.8,11,47.8,1,134,165,20.6,16.8,5.83,,0,,,0,0,,0,0,0,91,70.7,0,0,0,0,8,0,50,4,0,0,0,0,0,0,,,0
Mark Ingram II,6180,HB,NO,16,52,0,20,0,-4.4,3,92.9,100,1,1,0,0,4,0,92.4,98,0,21,3.7,1,27,13,92.6,25,124.4,14,56,3,61,120,9.2,4.7,2.44,6.6,1,60,,0,0,0,0,2,0,90.6,90.5,0,18,6.3,1,16,3,93.8,15,109.2,5,33.3,1,21,24,8,7,1.4
Jerick McKinnon,8731,HB,MIN,15,51,0,18,0,-3,1,50,,0,0,0,0,0,0,84.5,56.8,0,-3,20.7,6,29,1,72.4,21,56.3,2,9.5,0,-3,3,3,-3,-0.14,2,0,100,,0,0,0,0,0,0,72.5,60.9,0,3,0,0,5,1,100,5,79.2,1,20,0,3,1,1,3,0.6
Andrew Hawkins,6125,WR,CLV,16,50,0,8,0,-2.4,1,100,,0,0,0,0,1,0,91.1,57.1,0,15,0,0,40,7,95,38,79.2,7,18.4,0,19,36,5.1,2.7,0.5,8.4,6,65.9,100,1,1,6.5,2,17,0,65.4,56.3,0,33,0,0,421,29,94.3,397,107.1,44,11.1,3,289,127,4.4,10,0.73
Jared Cook,5012,TE,GB,10,50,0,12,0,-0.3,0,100,,0,0,0,0,2,1,91.6,46.9,0,9,8,2,25,9,92,23,86.1,9,39.1,0,42,45,5,4.7,1.83,7.9,0,66.7,0,0,1,9.1,2,12,1,69.4,77.3,0,29,3.7,4,107,20,89.7,96,87.4,30,31.3,0,214,74,3.7,10.7,2.23
Albert Wilson,8943,WR,KC,16,50,0,16,0,-2.7,1,100,,0,0,0,0,2,0,91.6,67.7,0,42,0,0,40,9,97.5,39,106.9,9,23.1,0,87,111,12.3,9.7,2.23,6.9,2,58.8,66.7,2,3,13,3,5,0,59.7,50.1,0,23,0,0,268,20,94,252,89.3,34,13.5,2,152,69,3.5,7.6,0.6
Sammy Watkins,8639,WR,BUF,8,50,0,4,0,,0,,,0,0,,0,0,0,,45.3,0,0,0,0,10,0,90,9,0,0,0,0,0,0,,,0,10.8,2,58.3,0,0,1,22.2,2,4,0,44.4,74.1,0,19,0,0,46,7,100,46,103.5,12,26.1,1,72,17,2.4,10.3,1.57
Travaris Cadet,7457,HB,NO,15,50,0,20,0,-5.8,3,100,100,1,1,0,0,3,0,91.4,95.8,0,18,5.6,1,18,8,83.3,15,96.4,8,53.3,0,57,103,12.9,7.1,3.8,6.6,0,58.3,,0,0,22.2,2,2,0,55.3,62.9,1,7,0,0,40,7,92.5,37,57.3,12,32.4,1,39,17,2.4,5.6,1.05
Ty Montgomery,9527,HB,GB,14,49,0,12,0,-3.7,3,88.9,,0,0,0,0,3,0,91.6,95.8,0,18,7.7,2,26,8,88.5,23,100.9,9,39.1,0,74,105,13.1,9.3,3.22,3.7,0,100,,0,0,0,0,4,0,84,71.8,0,14,0,0,61,10,91.8,56,94.2,10,17.9,0,66,29,2.9,6.6,1.18
Clive Walford,9501,TE,OAK,15,49,0,23,0,,0,,,0,0,,0,0,0,,38.2,0,0,14.3,3,21,0,85.7,18,0,0,0,0,0,0,,,0,10,0,59.1,0,0,2,27.8,5,8,0,28.4,49.8,0,20,0,0,161,13,93.8,151,92,22,14.6,1,135,38,2.9,10.4,0.89
Sammie Coates,9520,WR,PIT,14,49,0,25,0,-2.5,1,75,,0,0,25,1,0,0,27,38.2,0,3,0,0,19,3,94.7,18,77.1,4,22.2,0,4,12,4,1.3,0.22,12.3,0,66.7,,0,0,0,0,1,0,28.7,58.3,0,44,0,0,26,2,92.3,24,109.7,3,12.5,0,47,16,8,23.5,1.96
Dwayne Allen,7066,TE,IND,14,48,0,14,0,-4,0,100,,0,0,0,0,1,0,84.5,46.9,0,13,9.1,2,22,2,86.4,19,100,2,10.5,0,16,24,12,8,0.84,10.8,0,73.1,60,3,5,0,0,15,0,83.2,70.4,0,21,3,5,164,19,90.9,149,129.8,26,17.4,2,257,60,3.2,13.5,1.72
Giovani Bernard,7818,HB,CIN,10,48,0,7,0,-2,1,87.5,,0,0,0,0,3,0,91.8,94.2,0,24,10.3,3,29,7,79.3,23,104.2,8,34.8,0,72,88,12.6,10.3,3.13,1.5,0,75,,0,0,0,0,0,0,90.4,77.4,0,6,0,0,16,3,93.8,15,80.2,4,26.7,0,15,9,3,5,1
Isaiah Crowell,9295,HB,CLV,16,47,0,8,0,-5.2,0,100,,0,0,0,0,1,0,91.1,92.7,0,18,25.9,7,27,5,66.7,18,97.5,5,27.8,0,37,63,12.6,7.4,2.06,3,0,100,,0,0,0,0,0,0,70.2,90.1,0,9,0,0,10,1,80,8,104.2,1,12.5,0,9,6,6,9,1.13
Hunter Henry,10669,TE,SD,15,47,0,27,0,,0,,,0,0,,0,0,0,,38.9,0,0,5.6,1,18,0,94.4,17,0,0,0,0,0,0,,,0,10,2,80,0,0,1,5.9,1,13,1,83.2,87.6,0,20,2.5,3,118,16,93.2,110,145.8,20,18.2,5,190,71,4.4,11.9,1.73
Garrett Celek,7274,TE,SF,16,47,0,28,0,,0,,,0,0,,0,0,0,,37,0,0,6.7,1,15,0,93.3,14,0,0,0,0,0,0,,,0,10.6,0,42.9,0,0,2,0,0,2,1,31.9,55.8,1,25,4.2,3,72,3,93.1,67,29.2,7,10.4,0,52,23,7.7,17.3,0.78
Julius Thomas,6281,TE,JAX,9,47,0,15,0,-2,0,100,,0,0,0,0,0,0,78.7,37.8,0,-1,13,3,23,1,87,20,79.2,1,5,0,-1,1,1,-1,-0.05,8.6,0,57.1,100,1,1,11.1,1,2,0,59.3,60.6,0,24,0,0,109,8,89,97,97.6,14,14.4,1,81,25,3.1,10.1,0.84
Jordan Howard,10784,HB,CHI,15,46,0,6,0,-3.2,9,77.8,,0,0,6.7,1,6,0,81.2,99.3,0,23,2.1,1,47,14,87.2,41,102.5,18,43.9,0,155,198,14.1,11.1,3.78,5,0,100,,0,0,0,0,1,0,27.6,37.7,0,7,0,0,10,1,100,10,95.8,1,10,0,7,2,2,7,0.7
Kamar Aiken,6671,WR,BLT,16,46,0,3,0,-2,1,100,,0,0,0,0,0,0,88.7,47.2,0,5,0,0,22,3,100,22,79.2,3,13.6,0,2,8,2.7,0.7,0.09,11.1,0,67.6,50,1,2,4.2,1,16,0,65.4,57.1,0,29,0.3,1,304,23,93.4,284,102.5,34,12,1,279,86,3.7,12.1,0.98
Taylor Gabriel,9002,WR,ATL,13,46,0,2,0,-4.6,5,100,,0,0,0,0,3,0,91.6,96.9,0,35,0,0,31,9,96.8,30,153,9,30,2,101,142,15.8,11.2,3.37,7.3,5,90,,0,0,0,0,5,0,84.4,76.8,0,64,0,0,50,9,96,48,158.3,10,20.8,2,163,97,10.8,18.1,3.4
Malcolm Mitchell,10746,WR,NE,14,45,0,19,0,-1.7,0,100,,0,0,0,0,0,0,90.2,51,0,2,0,0,41,3,92.7,38,79.2,3,7.9,0,-2,3,1,-0.7,-0.05,11,0,100,,0,0,0,0,5,0,83.2,61.5,0,21,0,0,49,5,98,48,156.3,5,10.4,1,60,5,1,12,1.25
Torrey Smith,6210,WR,SF,12,45,0,28,0,-2.5,0,50,,0,0,0,0,0,0,84.5,48.4,0,-2,0,0,16,1,93.8,15,56.3,2,13.3,0,-2,0,0,-2,-0.13,11.8,0,40,,0,0,50,4,3,0,27.5,49.5,0,20,0,0,67,4,97,65,87.1,10,15.4,1,44,15,3.8,11,0.68
