player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Kyle Pitts,83964,TE,ATL,17,107,0,2,0,-4,0,100,,0,0,0,0,0,0,78.7,37.8,0,8,5.7,2,35,1,88.6,31,100,1,3.2,0,8,12,12,8,0.26,9.8,2,66.7,50,8,16,3.2,1,19,0,80.3,82,3,29,0.4,1,241,30,94.6,228,67.8,45,19.7,0,410,123,4.1,13.7,1.8
Cole Beasley,7330,WR,BUF,16,106,0,4,0,-2.4,0,93.8,,0,0,0,0,2,0,92.5,67.6,0,9,0,0,39,15,100,39,82.3,16,41,0,60,97,6.5,4,1.54,6.1,3,77.5,33.3,1,3,4.2,3,30,1,85.3,66.5,3,29,0,0,465,69,95.3,443,85.6,89,20.1,1,624,258,3.7,9,1.41
Mike Gesicki,47153,TE,MIA,17,106,0,17,0,-3,0,100,,0,0,0,0,1,0,84.5,50,0,4,7.5,3,40,2,90,36,79.2,2,5.6,0,5,11,5.5,2.5,0.14,9.4,1,73.3,52.9,9,17,2.2,1,26,0,86.6,68.6,2,40,2.7,10,370,44,89.7,332,93.8,60,18.1,2,480,125,2.8,10.9,1.45
Robbie Chosen,11254,WR,CAR,17,105,0,5,0,-3.1,1,90.9,,0,0,0,0,1,0,91.8,54.2,0,18,0,0,63,10,96.8,61,83,11,18,0,43,73,7.3,4.3,0.7,8.2,2,63.4,28.6,2,7,0,0,12,0,49.8,57.6,2,57,0,0,245,26,94.3,231,92,41,17.7,4,245,121,4.7,9.4,1.06
Chase Claypool,42312,WR,PIT,15,103,0,25,0,-1.1,1,85.7,,0,0,14.3,1,1,0,39.4,53.7,0,12,0,0,57,6,94.7,54,84.5,7,13,0,30,37,6.2,5,0.56,9.8,2,80,62.5,5,8,0,0,7,0,49.1,68.4,0,59,0,0,105,12,91.4,96,136.1,15,15.6,1,170,84,7,14.2,1.77
Tyler Lockett,9502,WR,SEA,16,103,0,29,0,-3,0,100,,0,0,0,0,3,0,91.4,61.7,0,27,0,0,55,8,94.5,52,127.6,8,15.4,1,41,65,8.1,5.1,0.79,15.9,1,75,37.5,3,8,0,0,18,0,91.4,83.9,3,63,0,0,219,30,94.5,207,110.4,40,19.3,3,510,136,4.5,17,2.46
A.J. Brown,48327,WR,TEN,13,101,0,31,0,-1.6,2,60,0,0,1,25,1,0,0,27,35.1,0,3,0,0,43,3,97.7,42,64.6,5,11.9,0,1,11,3.7,0.3,0.02,11.2,1,64.3,33.3,3,9,15.6,5,18,0,37.6,76.9,1,25,0,0,124,27,94.4,117,85.1,42,35.9,1,317,77,2.9,11.7,2.71
Dalton Schultz,47304,TE,DAL,17,101,0,9,0,-1.7,2,85.7,,0,0,14.3,1,3,0,33.2,59.1,0,16,10.3,6,58,6,87.9,51,97.6,7,13.7,0,52,65,10.8,8.7,1.02,8.9,4,78.4,75,6,8,6.5,2,18,0,75,72.8,0,32,1.7,5,287,29,90.6,260,127.4,37,14.2,3,299,70,2.4,10.3,1.15
DeVonta Smith,61100,WR,PHI,17,101,0,24,0,-1.5,0,100,,0,0,0,0,2,0,90.6,53.3,0,22,0,0,79,4,93.7,74,110.4,4,5.4,0,42,48,12,10.5,0.57,13.8,0,52.2,16.7,1,6,14.3,2,6,0,86.7,75.6,0,28,0,0,64,12,96.9,62,106.2,23,37.1,4,116,16,1.3,9.7,1.87
Christian Kirk,47546,WR,ARZ,17,101,0,1,0,-1.8,3,100,,0,0,0,0,2,0,92,53.1,0,9,0,0,77,11,98.7,76,84.5,11,14.5,0,47,67,6.1,4.3,0.62,11.3,3,80,63.6,7,11,7.7,5,33,0,79.8,74.8,1,50,0,0,455,60,94.3,429,121.4,75,17.5,4,765,188,3.1,12.8,1.78
Amari Cooper,9437,WR,DAL,15,99,0,9,0,-2.3,0,75,,0,0,0,0,0,0,88.7,40,0,3,0,0,49,3,95.9,47,77.1,4,8.5,0,8,15,5,2.7,0.17,13.2,3,57.9,100,1,1,15.4,2,8,0,87.4,72.9,0,41,0,0,162,11,93.2,151,106.3,19,12.6,1,175,56,5.1,15.9,1.16
Laviska Shenault Jr.,61220,WR,JAX,16,95,0,15,0,-2.7,6,100,100,1,1,0,0,4,1,93,78.3,0,24,2.1,1,47,19,95.7,45,89,19,42.2,0,102,153,8.1,5.4,2.27,5.8,8,67.9,40,2,5,20,9,19,0,29.2,61.5,2,52,1.8,5,283,36,93.3,264,70,53,20.1,0,344,190,5.3,9.6,1.3
Courtland Sutton,48164,WR,DEN,17,95,0,10,0,-1,0,100,,0,0,0,0,0,0,78.7,44.3,0,3,0,0,34,1,94.1,32,79.2,1,3.1,0,3,4,4,3,0.09,13.6,0,64.3,50,1,2,0,0,6,0,82.5,65.4,1,33,0,0,78,9,92.3,72,60.7,14,19.4,0,117,16,1.8,13,1.63
Najee Harris,57121,HB,PIT,17,94,0,25,0,-3,4,69.2,,0,0,18.2,2,1,0,28,39.8,0,18,9.2,6,65,9,83.1,54,80.3,13,24.1,0,64,91,10.1,7.1,1.19,2.8,3,83.3,,0,0,9.1,1,3,0,51.9,60,0,12,0,0,57,10,93,53,114.9,12,22.6,1,59,29,2.9,5.9,1.11
Russell Gage,44771,WR,ATL,14,93,0,2,0,-2.5,4,100,,0,0,0,0,4,1,91.4,87.6,0,24,0,0,25,8,96,24,107.3,8,33.3,0,78,98,12.3,9.8,3.25,6.4,4,75,40,2,5,5.7,2,16,0,81.5,73.3,3,24,0,0,202,33,95,192,72.8,44,22.9,1,307,144,4.4,9.3,1.6
George Kittle,11901,TE,SF,14,93,0,28,0,-3.3,4,100,,0,0,0,0,3,1,91.4,72.1,0,25,7.4,4,54,8,87,47,105.2,8,17,0,74,100,12.5,9.3,1.57,9.6,4,66.7,41.7,5,12,5.3,1,14,0,81.7,90.5,2,39,1.4,2,143,18,95.1,136,103.5,27,19.9,3,257,118,6.6,14.3,1.89
A.J. Green,6156,WR,ARZ,16,90,0,1,0,-1.5,0,100,,0,0,0,0,1,0,90.2,38.7,0,6,0,0,76,4,98.7,75,85.4,4,5.3,0,18,24,6,4.5,0.24,23,1,80,66.7,2,3,0,0,3,0,69.8,70,0,41,0,0,50,4,92,46,158.3,5,10.9,1,106,21,5.3,26.5,2.3
Darren Waller,9637,TE,LV,11,90,0,23,0,-2.1,0,100,,0,0,0,0,1,0,91.4,57.7,0,9,0,0,29,8,96.6,28,80.2,8,28.6,0,26,43,5.4,3.3,0.93,13.5,0,62.5,33.3,2,6,6.3,1,8,0,58.8,73.3,0,33,0,0,123,15,95.9,118,93.8,24,20.3,0,228,45,3,15.2,1.93
