player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Justin Jefferson,61398,WR,MIN,16,121,0,18,0,-1.3,3,100,,0,0,0,0,1,0,91.4,69.7,0,11,0,0,40,7,95,38,91.1,7,18.4,0,41,50,7.1,5.9,1.08,13.8,4,65.8,66.7,6,9,7.4,2,19,1,85.7,90.4,2,71,0,0,171,25,94.2,161,104.6,38,23.6,2,481,155,6.2,19.2,2.99
Robert Woods,7822,WR,LA,16,119,0,26,0,-2.8,4,91.7,0,0,1,0,0,6,1,93.4,79.2,0,35,0,0,78,22,97.4,76,91.8,24,31.6,0,145,208,9.5,6.6,1.91,6.5,3,75.9,55.6,5,9,2.2,1,22,1,91.2,73.5,1,56,0,0,294,44,97.3,286,113.1,58,20.3,4,446,253,5.8,10.1,1.56
Cooper Kupp,11824,WR,LA,15,118,0,26,0,-2.5,6,90.9,,0,0,0,0,2,0,91.8,68.1,0,15,5.9,4,68,10,91.2,62,86.4,11,17.7,0,52,83,8.3,5.2,0.84,6.7,8,77.3,83.3,5,6,1.7,1,25,0,90.6,78.2,2,55,0.3,1,336,58,95.8,322,92.7,75,23.3,1,591,312,5.4,10.2,1.84
Brandin Cooks,8655,WR,HST,15,115,0,13,0,-2.1,2,100,,0,0,0,0,1,0,92.1,90.6,0,57,0,0,44,11,95.5,42,134.5,11,26.2,1,99,122,11.1,9,2.36,9.9,2,69.2,42.9,3,7,3.6,1,13,0,89.1,78.7,1,57,0,0,173,27,95.4,165,97,39,23.6,1,368,162,6,13.6,2.23
Marvin Jones Jr.,7158,WR,DET,16,114,0,11,0,-2.2,0,100,,0,0,0,0,2,0,90.6,46.8,0,6,0,0,65,5,92.3,60,83.3,5,8.3,0,20,31,6.2,4,0.33,11.8,2,58.6,62.5,5,8,5.6,1,13,0,79.2,73.1,1,23,0.5,1,209,17,93.8,196,79.1,29,14.8,1,216,53,3.1,12.7,1.1
DJ Moore,48267,WR,CAR,15,113,0,5,0,-2.4,3,80,,0,0,0,0,2,0,90.2,54.9,0,24,0,0,52,4,98.1,51,134.6,5,9.8,2,34,46,11.5,8.5,0.67,12.8,2,57.9,0,0,3,8.3,1,6,0,67.3,78.4,1,27,0,0,129,11,96.1,124,70.9,19,15.3,1,114,36,3.3,10.4,0.92
Jerry Jeudy,61103,WR,DEN,16,110,0,10,0,1,1,80,,0,0,0,0,1,1,90.2,49.1,0,25,0,0,24,4,100,24,105,5,20.8,0,46,38,9.5,11.5,1.92,13.1,4,45.9,33.3,2,6,22.7,5,11,1,28.6,65.6,3,25,0,0,182,17,92.9,169,29.6,37,21.9,0,204,70,4.1,12,1.21
CeeDee Lamb,61570,WR,DAL,16,109,0,9,0,-2.5,2,100,,0,0,0,0,4,0,92.7,66.2,0,14,1.9,1,54,16,92.6,50,81.8,16,32,0,58,98,6.1,3.6,1.16,10.6,6,68.3,31.3,5,16,10.4,8,43,1,33.2,73.3,2,52,0.6,3,504,69,95.8,483,103.4,101,20.9,5,877,293,4.2,12.7,1.82
Russell Gage,44771,WR,ATL,16,108,0,2,0,-1,4,88.9,0,0,1,0,0,2,0,91.4,68.3,0,19,0,0,30,8,86.7,26,88.9,9,34.6,0,48,56,7,6,1.85,8.7,6,67.6,46.7,7,15,11.1,6,38,0,46.5,74.6,1,35,0.5,2,372,48,93.8,349,93.8,71,20.3,2,543,201,4.2,11.3,1.56
Tyler Boyd,10689,WR,CIN,15,108,0,7,0,-2.3,1,100,,0,0,0,0,3,0,91.8,76.2,0,72,2.4,1,41,10,92.7,38,145,10,26.3,1,108,131,13.1,10.8,2.84,8.5,6,74.2,41.7,5,12,1.4,1,37,1,91.8,84.8,4,72,0,0,452,69,95.8,433,93.4,93,21.5,4,739,332,4.8,10.7,1.71
Mike Evans,8642,WR,TB,16,108,0,30,0,0,0,100,,0,0,0,0,2,0,84.5,49.6,0,11,0,0,62,2,98.4,61,131.3,2,3.3,1,12,12,6,6,0.2,11.4,0,70.6,50,1,2,0,0,22,0,47,72.4,2,50,0,0,227,24,93.4,212,123,34,16,4,387,99,4.1,16.1,1.83
J.D. McKissic,11047,HB,WAS,16,106,0,32,0,-2.3,1,75,,0,0,0,0,1,0,91.6,81.1,0,11,26.1,12,46,9,73.9,34,81.9,12,35.3,0,50,72,8,5.6,1.47,2.2,0,71.4,25,1,4,11.8,2,3,1,90,71.1,1,12,0,0,66,15,95.5,63,58.4,21,33.3,0,84,61,4.1,5.6,1.33
Adam Thielen,8288,WR,MIN,15,106,0,18,0,-2.3,0,66.7,,0,0,33.3,1,1,0,25.7,43.4,0,14,0,0,36,2,94.4,34,88.2,3,8.8,0,22,25,12.5,11,0.65,11.4,1,76.5,66.7,6,9,7.1,2,16,0,65.7,81.7,1,51,0,0,145,26,93.1,135,133.1,34,25.2,5,326,89,3.4,12.5,2.41
Tee Higgins,61211,WR,CIN,16,105,0,7,0,-1,0,100,,0,0,0,0,0,0,27,34.6,0,11,2.1,1,48,3,91.7,44,79.2,3,6.8,0,9,12,4,3,0.2,12.2,2,60,41.7,5,12,6.3,1,10,1,70.9,74.9,0,54,0.7,1,145,15,93.8,136,103.4,25,18.4,1,228,76,5.1,15.2,1.68
Logan Thomas,8755,TE,WAS,16,105,0,32,0,-1.7,1,100,,0,0,0,0,2,0,90.9,50.7,0,18,5.9,4,68,6,92.6,63,103.5,6,9.5,0,53,63,10.5,8.8,0.84,7.6,3,68.6,42.9,6,14,9.4,5,23,0,69.1,64,3,30,3.6,16,440,48,91.8,404,81.3,70,17.3,3,431,184,3.8,9,1.07
Alvin Kamara,11822,HB,NO,15,103,0,20,0,-4.5,9,80.6,0,0,1,10.7,3,7,0,45.1,94.7,1,34,6.1,3,49,25,89.8,44,96.9,31,70.5,2,165,279,11.2,6.6,3.75,1.9,0,71.4,,0,0,0,0,4,0,72.8,89.8,0,29,2.1,1,48,10,95.8,46,107.7,14,30.4,1,75,66,6.6,7.5,1.63
Chase Claypool,42312,WR,PIT,16,103,0,25,0,-2.2,1,66.7,0,0,1,20,1,3,1,28.1,53.8,0,37,0,0,50,4,100,50,138.2,6,12,1,59,71,17.8,14.8,1.18,14.1,2,62.5,25,1,4,9.1,1,6,0,70.9,77.7,0,35,0,0,111,10,91.9,102,120.8,16,15.7,3,104,55,5.5,10.4,1.02
Evan Engram,11778,TE,NYG,16,102,0,21,0,-1.6,1,100,,0,0,0,0,1,0,91.1,70.1,0,10,19.4,7,36,7,80.6,29,92.3,7,24.1,0,43,54,7.7,6.1,1.48,7.8,4,56.8,22.2,2,9,13.8,4,10,0,29.8,60.3,2,24,0.8,2,263,25,95.4,251,60.4,44,17.5,1,236,97,3.9,9.4,0.94
Cole Beasley,7330,WR,BUF,15,101,0,4,0,-2.3,0,70,,0,0,12.5,1,1,0,39.4,52.5,0,8,0,0,48,7,93.8,45,75.4,10,22.2,0,36,52,7.4,5.1,0.8,8.3,3,83.9,80,8,10,0,0,51,0,92.2,90.8,1,35,0,0,444,78,92.6,411,115.4,93,22.6,3,948,328,4.2,12.2,2.31
A.J. Green,6156,WR,CIN,16,101,0,7,0,,0,,,0,0,,0,0,0,,38.5,0,0,0,0,35,0,97.1,34,0,0,0,0,0,0,,,0,14,0,40,50,3,6,0,0,4,0,83.8,64.6,0,16,0,0,113,6,99.1,112,51.8,15,13.4,0,59,10,1.7,9.8,0.53
A.J. Brown,48327,WR,TEN,14,101,0,31,0,0.2,0,83.3,0,0,1,0,0,0,1,90.6,41.1,0,19,0,0,26,5,92.3,24,92.4,6,25,0,37,36,7.2,7.4,1.54,8.4,4,77.3,66.7,2,3,0,0,12,0,34.7,86.4,2,40,0,0,64,17,92.2,59,100.2,22,37.3,2,218,92,5.4,12.8,3.69
DeVante Parker,9447,WR,MIA,14,100,0,17,0,-2,0,0,,0,0,,0,0,0,,39.5,0,0,2.6,1,38,0,97.4,37,39.6,1,2.7,0,0,0,,,0,9.8,1,76.2,66.7,4,6,11.1,2,8,1,49.1,76.7,0,20,0.9,1,111,16,91.9,102,97.9,21,20.6,0,163,31,1.9,10.2,1.6
Michael Gallup,26075,WR,DAL,16,98,0,9,0,-1.9,1,87.5,,0,0,12.5,1,1,0,39.4,51.1,0,55,0,0,64,7,93.8,60,103.6,8,13.3,0,71,88,12.6,10.1,1.18,25.3,0,0,0,0,1,100,1,0,0,34.4,63.4,0,0,0,0,41,0,97.6,40,39.6,3,7.5,0,0,0,,,0
Jarvis Landry,8698,WR,CLV,15,96,0,8,0,-2.6,1,100,,0,0,0,0,1,0,90.6,77.7,0,13,0,0,28,5,92.9,26,90.8,5,19.2,0,29,42,8.4,5.8,1.12,8.3,1,77.1,55.6,5,9,7.5,3,23,1,61,77.2,1,30,0.8,2,239,37,92.1,220,97.7,48,21.8,0,461,179,4.8,12.5,2.1
T.J. Hockenson,40912,TE,DET,16,96,0,11,0,-1.9,2,100,,0,0,0,0,3,0,92,92.1,0,17,7.1,3,42,10,85.7,36,97.5,10,27.8,0,74,93,9.3,7.4,2.06,7.8,0,74.3,50,2,4,10.3,3,14,0,69.9,74.7,1,24,3.3,7,214,26,90.7,194,101.5,35,18,2,255,78,3,9.8,1.31
Marquise Brown,61568,WR,BLT,16,95,0,3,0,-3.3,1,100,,0,0,0,0,0,0,90.2,48.3,0,5,0,0,25,4,100,25,79.2,4,16,0,4,17,4.3,1,0.16,13.4,2,50,40,2,5,12.5,2,8,0,42.1,67.8,2,47,0,0,106,14,98.1,104,65.5,28,26.9,2,186,75,5.4,13.3,1.79
Darius Slayton,25578,WR,NYG,16,94,0,21,0,0,0,100,,0,0,0,0,0,0,78.7,43.5,0,7,0,0,35,1,97.1,34,95.8,1,2.9,0,7,7,7,7,0.21,16.2,1,50,100,2,2,33.3,3,6,0,29.6,61.3,0,39,0,0,114,6,89.5,102,84.4,12,11.8,0,117,28,4.7,19.5,1.15
Darnell Mooney,48236,WR,CHI,16,94,0,6,0,-3.1,3,88.9,,0,0,11.1,1,3,0,45.7,75.1,0,13,0,0,35,8,97.1,34,128.2,9,26.5,1,53,78,9.8,6.6,1.56,8.8,11,72,33.3,1,3,5.3,1,10,0,86.5,62.1,2,19,0,0,111,18,97.3,108,90.5,25,23.1,3,133,88,4.9,7.4,1.23
Brandon Aiyuk,84109,WR,SF,12,93,0,28,0,-3.1,2,100,,0,0,0,0,5,0,91.8,93.7,0,20,2.4,1,42,10,95.2,40,131.3,10,25,1,75,106,10.6,7.5,1.88,8.5,1,75,33.3,2,6,8.7,2,16,0,63.3,75.1,1,35,0,0,110,21,93.6,103,128.6,28,27.2,3,290,115,5.5,13.8,2.82
Curtis Samuel,11795,WR,CAR,15,93,0,5,0,-4.1,1,81.3,,0,0,18.8,3,2,0,26.5,57.7,0,14,2.1,1,47,13,97.9,46,103.1,16,34.8,1,60,113,8.7,4.6,1.3,6.7,7,81.8,71.4,5,7,6.9,4,25,1,65.4,76,1,44,0.3,1,332,54,95.2,316,102.1,66,20.9,1,582,263,4.9,10.8,1.84
DJ Chark Jr.,47702,WR,JAX,13,92,0,15,0,-1,0,100,,0,0,0,0,2,0,88.7,59,0,17,0,0,39,3,100,39,101.4,3,7.7,0,25,28,9.3,8.3,0.64,16.9,0,52.6,40,2,5,16.7,2,6,0,55,73.4,0,27,0,0,120,10,96.7,116,74.5,19,16.4,0,130,11,1.1,13,1.12
T.Y. Hilton,7092,WR,IND,15,91,0,14,0,-1.5,0,66.7,,0,0,33.3,2,0,0,24.5,30.8,0,7,0,0,45,4,97.8,44,70.1,6,13.6,0,12,18,4.5,3,0.27,15.6,0,55,40,2,5,15.4,2,7,0,68.1,74.3,2,41,0,0,86,11,89.5,77,59.4,20,26,1,165,40,3.6,15,2.14
Corey Davis,11760,WR,TEN,14,90,0,31,0,-0.5,0,100,,0,0,0,0,0,1,84.5,28.5,0,5,0,0,22,2,100,22,79.2,2,9.1,0,6,7,3.5,3,0.27,15.4,1,57.9,60,3,5,8.3,1,7,1,90.2,82.5,0,75,0,0,90,11,96.7,87,131.9,19,21.8,2,212,69,6.3,19.3,2.44
Noah Fant,42388,TE,DEN,15,89,0,10,0,-6,1,83.3,,0,0,0,0,0,0,90.6,71.4,0,9,5.3,1,19,5,94.7,18,82.6,6,33.3,0,23,53,10.6,4.6,1.28,13.3,0,55.6,50,1,2,0,0,2,0,67.9,69.4,1,20,0,0,72,5,91.7,66,66.7,9,13.6,1,45,9,1.8,9,0.68
Sterling Shepard,10674,WR,NYG,12,88,0,21,0,-3,0,100,,0,0,0,0,1,0,90.9,74.9,0,15,0,0,21,6,100,21,82.6,6,28.6,0,23,41,6.8,3.8,1.1,4.7,0,80,0,0,1,4.8,1,11,0,90,76.5,0,21,0,0,127,20,91.3,116,104.7,25,21.6,1,148,94,4.7,7.4,1.28
Mark Andrews,47436,TE,BLT,14,88,0,3,0,-2,0,50,0,0,1,0,0,0,0,78.7,41.8,0,3,4.3,1,23,1,91.3,21,56.3,2,9.5,0,3,3,3,3,0.14,11.6,2,68.6,69.2,9,13,10.3,4,23,2,55.5,82.4,0,30,0,0,230,35,96.5,222,113.9,51,23,3,429,91,2.6,12.3,1.93
Hunter Henry,10669,TE,LAC,14,87,0,27,0,-4,0,100,,0,0,0,0,2,0,90.6,63.1,0,29,12.3,8,65,4,81.5,53,112.5,4,7.5,0,44,60,15,11,0.83,10.4,6,60.5,50,6,12,0,0,18,0,90.5,66.5,1,33,3.2,9,283,26,92.6,262,86.8,43,16.4,2,294,89,3.4,11.3,1.12
Eric Ebron,8645,TE,PIT,15,85,0,25,0,0,0,100,,0,0,0,0,1,0,78.7,39.1,0,5,6,3,50,1,94,47,127.1,1,2.1,1,5,5,5,5,0.11,7.5,1,73.9,50,2,4,5.6,1,10,0,43.8,58.2,0,27,0,0,187,17,93,174,126.9,23,13.2,2,189,71,4.2,11.1,1.09
Hayden Hurst,47294,TE,ATL,16,85,0,2,0,-2.6,0,100,,0,0,0,0,2,0,91.4,70.6,0,12,3.4,1,29,8,86.2,25,118.8,8,32,1,23,44,5.5,2.9,0.92,9.5,0,53.3,66.7,6,9,0,0,10,0,84.5,54.6,2,24,0.7,2,286,16,91.3,261,43.3,30,11.5,0,177,27,1.7,11.1,0.68
Dalton Schultz,47304,TE,DAL,16,85,0,9,0,-0.3,0,85.7,0,0,1,0,0,2,1,90.9,29.7,0,13,6.9,4,58,6,86.2,50,93.5,7,14,0,45,48,8,7.5,0.9,8.6,6,73.3,50,3,6,5.7,2,21,0,82.4,62.5,1,28,1.6,5,314,33,93.9,295,100.6,45,15.3,2,344,110,3.3,10.4,1.17
Jamison Crowder,9538,WR,NYJ,12,83,0,22,0,-1.5,3,100,,0,0,0,0,2,0,91.4,83.8,0,69,0,0,30,8,100,30,158.3,8,26.7,1,111,123,15.4,13.9,3.7,7.4,4,69,16.7,1,6,2.4,1,22,0,88.1,77.6,3,69,0,0,298,40,94.3,281,89.7,58,20.6,3,479,246,6.2,12,1.7
Keelan Cole Sr.,51593,WR,JAX,16,83,0,15,0,-1.6,1,85.7,,0,0,0,0,1,0,90.9,50.7,0,13,0,0,48,6,100,48,91.7,7,14.6,0,42,52,8.7,7,0.88,11.2,3,68,66.7,8,12,8.1,3,19,0,59.2,62.3,1,51,0,0,413,34,96.6,399,95.8,50,12.5,2,384,105,3.1,11.3,0.96
Chris Godwin,11839,WR,TB,12,83,0,30,0,-2.6,2,100,,0,0,0,0,2,0,92.1,73.9,0,31,1.9,1,53,12,98.1,52,98.3,12,23.1,0,91,122,10.2,7.6,1.75,10.6,0,85.7,81.8,9,11,0,0,30,1,90.6,79.5,0,47,0,0,309,42,94.2,291,138.3,49,16.8,4,522,134,3.2,12.4,1.79
Nelson Agholor,9453,WR,LV,16,82,0,23,0,-2.7,0,66.7,,0,0,33.3,1,0,0,27,35.4,0,7,0,0,38,2,97.4,37,72.9,3,8.1,0,11,16,8,5.5,0.3,12.1,0,52.4,75,3,4,21.4,3,9,0,44.9,71.7,0,30,0,0,155,11,93.5,145,117.7,21,14.5,3,163,44,4,14.8,1.12
Mike Gesicki,47153,TE,MIA,15,82,0,17,0,,0,,,0,0,,0,0,0,,39.2,0,0,8.8,3,34,0,91.2,31,0,0,0,0,0,0,,,0,10.9,0,66,68.8,11,16,5.4,2,22,0,73.8,78,3,70,0.6,2,319,35,94.7,302,95.5,53,17.5,4,468,123,3.5,13.4,1.55
Mike Williams,11762,WR,LAC,15,81,0,27,0,-3,0,100,,0,0,0,0,0,0,78.7,38.8,0,9,0,0,48,1,95.8,46,104.2,1,2.2,0,9,12,12,9,0.2,18.2,0,36.4,50,1,2,0,0,4,0,84.8,73.8,1,39,0,0,120,4,93.3,112,56.6,11,9.8,1,84,44,11,21,0.75
Emmanuel Sanders,5606,WR,NO,14,81,0,20,0,-2.3,0,100,,0,0,0,0,0,0,88.7,43.7,0,7,0,0,38,3,97.4,37,91.7,3,8.1,0,18,25,8.3,6,0.49,9.3,2,73.1,66.7,2,3,9.5,2,11,0,81.5,72.6,1,25,0,0,121,19,96.7,117,102.1,26,22.2,2,184,39,2.1,9.7,1.57
Greg Ward,12258,WR,PHI,16,78,0,24,0,-2.7,2,100,,0,0,0,0,1,0,91.6,59,0,8,1.9,1,52,9,96.2,50,79.2,9,18,0,24,48,5.3,2.7,0.48,5.8,5,66.2,63.6,7,11,6,3,19,1,69.7,56.2,2,32,0.2,1,471,47,93,438,84.2,71,16.2,4,339,135,2.9,7.2,0.77
Jakobi Meyers,47468,WR,NE,14,78,0,19,0,-3,0,66.7,,0,0,0,0,0,0,84.5,33,0,4,0,0,47,2,95.7,45,70.1,3,6.7,0,4,14,7,2,0.09,10.3,2,73,100,3,3,3.6,1,16,0,81.4,72.2,0,35,0.5,1,210,27,92.9,195,97.6,37,19,0,308,97,3.6,11.4,1.58
Laviska Shenault Jr.,61220,WR,JAX,14,77,0,15,0,-2.7,4,83.3,,0,0,16.7,2,3,0,28,60.8,0,15,0,0,37,10,100,37,85.8,12,32.4,0,55,78,7.8,5.5,1.49,3.7,8,76,71.4,5,7,9.5,2,9,0,81.8,69.9,0,36,0,0,111,19,95.5,106,95.8,25,23.6,0,182,138,7.3,9.6,1.72
Josh Reynolds,11872,WR,LA,16,77,0,26,0,-0.8,1,100,,0,0,0,0,1,1,90.6,49.1,0,15,0,0,68,5,97.1,66,102.5,5,7.6,0,43,47,9.4,8.6,0.65,12.1,1,69.2,60,3,5,0,0,6,0,90.1,67.7,1,40,0.6,1,159,9,98.1,156,91.2,13,8.3,1,118,21,2.3,13.1,0.76
Will Fuller V,10655,WR,HST,11,76,0,13,0,-1.6,3,100,,0,0,0,0,4,0,91.1,90.8,0,22,0,0,35,7,94.3,33,105.4,7,21.2,0,65,76,10.9,9.3,1.97,11.2,0,85.7,66.7,2,3,5.3,1,13,0,88.3,88.4,0,43,0,0,99,18,94.9,94,150.5,21,22.3,2,303,89,4.9,16.8,3.22
Nyheim Hines,48103,HB,IND,16,75,0,14,0,-5.2,5,100,,0,0,0,0,8,0,93,99.9,0,19,0,0,38,18,94.7,36,118.8,18,50,1,145,239,13.3,8.1,4.03,4.1,2,63.6,0,0,2,0,0,3,0,90,94.1,0,15,0,0,26,7,96.2,25,75.9,11,44,0,55,38,5.4,7.9,2.2
Hunter Renfrow,47509,WR,LV,16,75,0,23,0,-2.7,3,90.9,,0,0,9.1,1,3,1,56.2,59.9,0,16,0,0,34,10,97.1,33,93.6,11,33.3,0,71,100,10,7.1,2.15,6.3,7,75,57.1,4,7,6.9,2,13,0,81.8,76.2,0,42,0,0,255,27,92.9,237,108.6,36,15.2,1,300,153,5.7,11.1,1.27
