player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Michael Pittman Jr.,29049,WR,IND,16,139,0,14,0,-2.1,0,100,100,1,1,0,0,0,0,91.6,40,0,10,0,0,57,8,93,53,79.2,8,15.1,0,14,31,3.9,1.8,0.26,8.3,3,75,55.6,5,9,6.3,2,20,0,88.6,70.7,2,26,0,0,183,30,94.5,173,86.3,40,23.1,1,328,148,4.9,10.9,1.9
A.J. Brown,48327,WR,PHI,17,137,0,24,0,-1.6,1,85.7,,0,0,14.3,1,0,1,51.2,47.7,0,10,0,0,74,6,94.6,70,79.2,7,10,0,20,28,4.7,3.3,0.29,11.5,2,64.7,66.7,2,3,8.3,1,8,1,79.9,90.1,0,39,0,0,157,11,96.2,151,137,17,11.3,4,169,55,5,15.4,1.12
Chris Godwin,11839,WR,TB,15,137,0,30,0,-1.9,2,93.8,,0,0,3.2,1,7,1,92.1,80.8,0,24,0,0,81,30,97.5,79,102.9,32,40.5,1,198,256,8.5,6.6,2.51,6.6,7,71.3,57.9,11,19,4.3,3,34,1,85.2,75,1,44,0.2,1,453,67,93.2,422,87.8,94,22.3,0,694,335,5,10.4,1.64
DeVonta Smith,61100,WR,PHI,17,132,0,24,0,-2.1,7,100,,0,0,0,0,8,0,93.1,77.5,0,34,0,0,79,20,94.9,75,101.5,20,26.7,0,167,209,10.5,8.4,2.23,10.6,4,67.4,55.6,5,9,6.1,2,22,0,86.3,90.5,1,45,0,0,160,31,96.3,154,113,46,29.9,3,464,203,6.5,15,3.01
Ja'Marr Chase,84270,WR,CIN,12,127,0,7,0,-1.9,2,87.5,0,0,1,6.7,1,5,0,75.2,90.7,0,12,0,0,42,14,95.2,40,85.9,16,40,0,74,104,7.4,5.3,1.85,4.2,5,80.6,33.3,1,3,3.8,1,15,0,81.8,88.9,1,17,0,0,128,25,92.2,118,82,31,26.3,0,214,134,5.4,8.6,1.81
Amari Cooper,9437,WR,CLV,17,126,0,8,0,-2.3,2,100,,0,0,0,0,1,0,90.2,50.8,0,9,0,0,47,4,97.9,46,79.2,4,8.7,0,11,20,5,2.8,0.24,13.5,2,76.5,62.5,5,8,3.7,1,23,0,63.8,83.5,0,45,0,0,150,26,94,141,157,34,24.1,4,424,137,5.3,16.3,3.01
Mike Evans,8642,WR,TB,15,123,0,30,0,-0.8,2,75,100,1,1,0,0,0,0,88.7,40.4,0,7,0,0,85,3,97.6,83,77.1,4,4.8,0,11,13,4.3,3.7,0.13,15,0,54.8,77.8,7,9,0,0,15,0,79.4,73.1,3,41,0,0,177,17,93.8,166,57.4,31,18.7,1,286,46,2.7,16.8,1.72
Christian Kirk,47546,WR,JAX,17,123,0,15,0,-2.7,3,88.9,,0,0,11.1,1,3,0,45.7,50.9,0,11,1.1,1,94,8,93.6,88,89.4,9,10.2,0,49,71,8.9,6.1,0.56,10.3,4,66.3,25,3,12,9,6,40,1,71,80.2,4,49,0,0,491,61,96.1,472,91,92,19.5,4,823,289,4.7,13.5,1.74
Austin Ekeler,12164,HB,LAC,17,123,0,27,0,-5.1,12,90.6,,0,0,6.5,2,9,1,83.8,96.3,0,21,5.5,3,55,29,90.9,50,104.8,32,64,1,213,362,12.5,7.3,4.26,1.6,1,50,,0,0,28.6,2,0,0,82.1,73.8,0,7,0,0,46,5,97.8,45,56.3,10,22.2,0,19,17,3.4,3.8,0.42
T.J. Hockenson,40912,TE,MIN,17,123,0,18,0,-4,1,100,,0,0,0,0,2,0,90.9,56.9,0,16,14.5,8,55,6,80,44,88.2,6,13.6,0,31,55,9.2,5.2,0.7,9.1,3,71.1,66.7,8,12,10,3,20,0,64.8,68,1,81,3,7,231,27,93.5,216,107.8,38,17.6,2,364,156,5.8,13.5,1.69
Zay Jones,11792,WR,JAX,16,117,0,15,0,-2.2,4,92.3,,0,0,7.7,1,2,0,64.7,55.8,0,16,2.4,2,83,12,91.6,76,88.1,13,17.1,0,67,94,7.8,5.6,0.88,7,3,75.9,50,1,2,4.3,1,10,0,68.8,70.5,1,22,0.5,1,204,22,96.6,197,89.3,29,14.7,1,187,95,4.3,8.5,0.95
Terry McLaurin,48229,WR,WAS,17,115,0,32,0,-1.6,3,92.3,,0,0,7.7,1,5,0,64.7,76,0,20,0,0,61,12,96.7,59,101.3,13,22,0,108,128,10.7,9,1.83,10.3,6,73.1,71.4,5,7,5,1,12,0,85.4,86.5,0,42,0,0,130,19,96.9,126,119.6,26,20.6,1,273,123,6.5,14.4,2.17
Chris Olave,84355,WR,NO,15,114,0,20,0,-2.5,0,75,,0,0,0,0,0,0,88.7,48.2,0,11,0,0,22,3,90.9,20,85.4,4,20,0,20,28,9.3,6.7,1,16.5,1,63.2,25,2,8,4,1,18,0,90.2,80,3,53,0,0,152,24,96.7,147,80.8,38,25.9,2,378,102,4.3,15.8,2.57
Drake London,86519,WR,ATL,17,114,0,2,0,-2.3,0,75,0,0,1,14.3,1,2,0,32,51.2,0,10,0,0,41,6,100,41,80.7,8,19.5,0,31,45,7.5,5.2,0.76,9.1,3,78.6,100,1,1,0,0,16,2,83.3,83.5,1,26,0,0,95,22,96.8,92,99.3,28,30.4,1,239,83,3.8,10.9,2.6
Jaylen Waddle,84088,WR,MIA,17,114,0,17,0,-2.4,1,88.9,,0,0,11.1,1,3,0,45.7,73.4,0,49,0,0,34,8,88.2,30,149.5,9,30,1,99,120,15,12.4,3.3,11.2,2,65.6,0,0,5,16,4,15,1,50.1,86.6,1,67,0.7,1,137,21,91.2,125,134.4,32,25.6,4,392,174,8.3,18.7,3.14
Brandon Aiyuk,84109,WR,SF,17,112,0,28,0,-1.4,2,100,,0,0,0,0,3,0,91.1,55.8,0,12,0,0,74,7,97.3,72,133,7,9.7,2,45,55,7.9,6.4,0.63,7.3,6,75,75,3,4,7.7,2,11,0,75.1,82.4,0,54,0,0,137,24,93.4,128,127,32,25,2,319,162,6.8,13.3,2.49
Mark Andrews,47436,TE,BLT,15,110,0,3,0,-2,1,75,,0,0,0,0,1,0,90.2,63.8,0,7,0,0,31,3,96.8,30,116.7,4,13.3,1,9,14,4.7,3,0.3,11.1,2,63.6,42.9,6,14,5.8,3,35,0,88.5,77.9,0,25,0,0,303,49,95.4,289,100.2,77,26.6,3,594,169,3.4,12.1,2.06
Tyler Lockett,9502,WR,SEA,16,109,0,29,0,-3.4,1,100,,0,0,0,0,1,0,90.6,57.3,0,30,0,0,33,5,93.9,31,99.2,5,16.1,0,39,56,11.2,7.8,1.26,10.1,2,73.5,25,1,4,2.7,1,18,1,90.2,74.9,3,28,0.4,1,239,36,92.1,220,82.5,49,22.3,2,366,130,3.6,10.2,1.66
DJ Moore,48267,WR,CAR,17,109,0,5,0,-2.3,3,90.9,,0,0,0,0,2,0,91.8,59.6,0,6,0,0,96,10,97.9,94,109.5,11,11.7,1,19,41,4.1,1.9,0.2,10.4,2,51.6,40,2,5,0,0,10,0,79.9,73.2,1,29,0,0,149,16,94.6,141,75.7,31,22,2,168,63,3.9,10.5,1.19
Courtland Sutton,48164,WR,DEN,15,106,0,10,0,,0,,,0,0,,0,0,0,,38.7,0,0,0,0,56,0,96.4,54,0,0,0,0,0,0,,,0,14.9,0,69.2,50,1,2,0,0,6,0,67.6,71.4,1,23,0,0,65,9,98.5,64,88.9,13,20.3,1,111,14,1.6,12.3,1.73
Tyler Higbee,10744,TE,LA,17,104,0,26,0,-2.9,2,63.2,0,0,3,7.7,1,9,0,64.7,91.5,0,26,18.8,12,64,12,81.3,52,91.1,19,36.5,0,166,196,16.3,13.8,3.19,5.3,1,76.9,66.7,2,3,0,0,5,0,65.8,64.9,0,20,1.4,1,73,10,95.9,70,89.6,13,18.6,0,73,23,2.3,7.3,1.04
Tee Higgins,61211,WR,CIN,16,104,0,7,0,,0,,,0,0,,0,0,0,,37.3,0,0,0,0,42,0,95.2,40,0,0,0,0,0,0,,,0,9.4,2,75,50,1,2,0,0,8,0,76.5,78.7,1,24,0,0,109,12,95.4,104,77.3,16,15.4,0,149,61,5.1,12.4,1.43
Marquise Brown,61568,WR,ARZ,12,103,0,1,0,-2.4,0,100,,0,0,0,0,3,0,92,60.2,0,20,0,0,65,11,96.9,63,92.4,11,17.5,0,68,94,8.5,6.2,1.08,12.4,1,57.5,71.4,5,7,4.2,1,13,0,90.5,71.9,4,47,0,0,183,23,91.8,168,53.8,40,23.8,2,256,45,2,11.1,1.52
Adam Thielen,8288,WR,MIN,17,103,0,18,0,-2.5,0,100,,0,0,0,0,1,0,88.7,44.3,0,12,0,0,70,2,97.1,68,83.3,2,2.9,0,8,13,6.5,4,0.12,10.2,1,61.8,12.5,1,8,0,0,10,0,91.2,65.9,1,36,0.4,1,235,21,94.9,223,75.5,34,15.2,1,199,61,2.9,9.5,0.89
Christian McCaffrey,11763,HB,SF,17,102,0,28,0,-4.4,3,90.6,0,0,1,0,0,10,0,94.1,99.9,0,38,4.1,3,74,29,93.2,69,107,32,46.4,1,230,355,12.2,7.9,3.33,0.5,4,78.3,0,0,1,0,0,7,0,88.5,93.3,0,18,0,0,64,18,95.3,61,96.6,23,37.7,0,165,173,9.6,9.2,2.7
Jerry Jeudy,61103,WR,DEN,15,100,0,10,0,-3.2,0,84.6,0,0,1,8.3,1,6,0,61.5,75.7,0,14,0,0,54,11,96.3,52,115.7,13,25,1,73,110,10,6.6,1.4,10.5,4,69,25,2,8,7,3,22,0,64.9,81.1,1,67,0,0,259,40,93.4,242,112.6,58,24,4,518,234,5.9,13,2.14
Allen Lazard,48135,WR,GB,15,98,0,12,0,-0.2,0,100,,0,0,0,0,3,0,91.6,52.5,0,12,1.2,1,84,9,95.2,80,126.9,9,11.3,1,50,52,5.8,5.6,0.63,9.9,1,67.4,37.5,3,8,6.1,2,22,0,62,73.1,4,47,0,0,195,31,93.8,183,83.8,46,25.1,4,362,154,5,11.7,1.98
Joshua Palmer,62979,WR,LAC,16,98,0,27,0,-3.6,1,100,,0,0,0,0,0,0,91.1,46.4,0,6,1.3,1,76,7,97.4,74,79.2,7,9.5,0,11,36,5.1,1.6,0.15,7.3,1,73.1,0,0,3,0,0,9,0,78.5,69,0,25,0.6,1,166,19,97.6,162,102.2,26,16,1,165,61,3.2,8.7,1.02
Evan Engram,11778,TE,JAX,17,97,0,15,0,-2.3,4,100,,0,0,0,0,3,0,92.7,79.5,0,36,9.1,7,77,15,87,67,105.8,15,22.4,0,141,176,11.7,9.4,2.1,7.9,3,64.1,37.5,3,8,7.4,2,9,0,83.9,65,0,22,2.2,5,228,25,94.7,216,88.3,39,18.1,1,227,136,5.4,9.1,1.05
JuJu Smith-Schuster,11817,WR,KC,16,97,0,16,0,-3.8,1,75,,0,0,0,0,1,0,88.7,43.6,0,19,0,0,64,3,96.9,62,89.6,4,6.5,0,24,36,12,8,0.39,7.2,2,76.3,25,1,4,6.5,2,19,1,82,72.8,1,45,0.8,2,238,29,92.9,221,106.1,38,17.2,1,389,187,6.4,13.4,1.76
Pat Freiermuth,84085,TE,PIT,16,96,0,25,0,-2.2,0,100,,0,0,0,0,0,0,90.9,47.1,0,8,7.1,2,28,5,78.6,22,87.5,5,22.7,0,25,36,7.2,5,1.14,8.7,7,65.1,42.9,6,14,6.7,2,18,0,75.7,78.3,3,57,0,0,180,28,93.9,169,63.6,43,25.4,0,375,142,5.1,13.4,2.22
Donovan Peoples-Jones,61439,WR,CLV,17,95,0,8,0,,0,,,0,0,,0,0,0,,38.2,0,0,0,0,53,0,94.3,50,0,0,0,0,0,0,,,0,12.3,1,66.7,50,3,6,0,0,9,0,63.4,64.2,0,42,0.5,1,184,16,94.6,174,98.6,24,13.8,0,236,62,3.9,14.8,1.36
Cooper Kupp,11824,WR,LA,9,95,0,26,0,-2.2,7,95,,0,0,0,0,8,1,93,92.5,1,28,3.6,2,56,19,96.4,54,70.6,20,37,0,119,162,8.5,6.3,2.2,6.9,8,85.4,42.9,3,7,2.4,1,20,2,91.2,90.4,1,75,0.5,1,195,41,96.9,189,119.5,48,25.4,3,469,282,6.9,11.4,2.48
Gabe Davis,55410,WR,BUF,15,93,0,4,0,-1.5,0,100,,0,0,0,0,0,0,84.5,49.8,0,6,0,0,36,2,97.2,35,87.5,2,5.7,0,10,13,6.5,5,0.29,13.4,0,20,,0,0,66.7,2,0,0,29.8,59.9,0,6,0,0,58,1,94.8,55,39.6,5,9.1,0,6,9,9,6,0.11
Jakobi Meyers,47468,WR,NE,14,93,0,19,0,-1.8,1,100,,0,0,0,0,2,1,91.6,54,0,13,0,0,55,9,98.2,54,89.8,9,16.7,0,50,66,7.3,5.6,0.93,10.8,2,68.6,38.5,5,13,2.8,1,22,1,90.8,77,0,48,0,0,315,35,93.7,295,117.4,51,17.3,3,471,146,4.2,13.5,1.6
DeAndre Hopkins,7808,WR,ARZ,9,93,0,1,0,-2,1,100,,0,0,0,0,0,0,88.7,48.7,0,8,0,0,49,3,91.8,45,84.7,3,6.7,0,13,19,6.3,4.3,0.29,10.3,3,70,0,0,1,0,0,10,0,90.5,71.7,2,33,0,0,106,14,94.3,100,71.9,20,20,1,165,66,4.7,11.8,1.65
Mike Williams,11762,WR,LAC,13,90,0,27,0,-1,1,100,,0,0,0,0,1,0,90.6,50.4,0,18,0,0,50,5,98,49,95,5,10.2,0,34,39,7.8,6.8,0.69,11.4,0,55.6,25,1,4,0,0,2,0,90.4,81.2,1,21,0,0,72,5,95.8,69,35.2,9,13,0,57,32,6.4,11.4,0.83
Mack Hollins,11873,WR,LV,17,89,0,23,0,1,0,0,,0,0,,0,0,0,,38.8,0,0,2.1,1,48,0,83.3,40,39.6,1,2.5,0,0,0,,,0,9.6,1,85.7,100,2,2,0,0,6,0,59.3,60.8,0,26,2.2,2,92,12,92.4,85,138.7,14,16.5,2,109,22,1.8,9.1,1.28
Brandin Cooks,8655,WR,HST,13,88,0,13,0,-3.4,0,100,,0,0,0,0,0,0,91.6,53.9,0,6,0,0,48,8,93.8,45,79.2,8,17.8,0,15,42,5.3,1.9,0.33,13.4,0,81.8,75,3,4,10,2,12,0,45.8,68.6,0,44,0,0,111,18,95.5,106,133.9,22,20.8,1,295,72,4,16.4,2.78
Deebo Samuel,48274,WR,SF,13,87,0,28,0,-2.7,12,83.3,0,0,1,0,0,2,0,93.1,96.9,0,29,0,0,59,20,98.3,58,94.4,24,41.4,0,160,214,10.7,8,2.76,3.4,5,61.9,33.3,1,3,13.3,2,6,0,73.2,75.8,2,29,0,0,106,13,95.3,101,62.5,21,20.8,1,164,151,11.6,12.6,1.62
Rhamondre Stevenson,98689,HB,NE,17,87,0,19,0,-4.1,6,90.6,,0,0,3.3,1,3,2,92.1,70.3,0,40,9.5,7,74,29,87.8,65,88.2,32,49.2,0,165,287,9.9,5.7,2.54,-0.6,2,92.9,,0,0,7.1,1,2,1,61.5,67.3,0,17,0,0,38,13,97.4,37,97.3,14,37.8,0,103,108,8.3,7.9,2.78
Curtis Samuel,11795,WR,WAS,17,87,0,32,0,-2.8,3,100,,0,0,0,0,6,0,93,85.1,0,11,1.6,1,61,18,95.1,58,84,18,31,0,75,125,6.9,4.2,1.29,7.9,5,69.2,18.2,2,11,5.3,2,23,0,79.9,72.3,2,32,0,0,389,36,92.5,360,88,52,14.4,2,392,179,5,10.9,1.09
Dalton Schultz,47304,TE,DAL,15,86,0,9,0,-5,0,50,,0,0,50,1,0,0,24.1,35.5,0,9,3.2,1,31,1,93.5,29,62.5,2,6.9,0,9,12,12,9,0.31,10.2,3,61.3,50,3,6,13.6,3,8,1,51.8,64.3,1,30,0,0,189,19,95.8,181,89.2,31,17.1,2,208,44,2.3,10.9,1.15
K.J. Osborn,23503,WR,MIN,17,85,0,18,0,-2.1,1,100,,0,0,0,0,5,0,91.8,69.4,0,15,2.9,2,70,10,94.3,66,100,10,15.2,0,80,101,10.1,8,1.21,8.7,5,76.5,20,1,5,0,0,21,1,91.5,66.4,0,66,1.1,4,375,39,93.3,350,131.2,51,14.6,4,480,229,5.9,12.3,1.37
Keenan Allen,7857,WR,LAC,10,85,0,27,0,-2.6,0,100,,0,0,0,0,0,1,90.6,46.7,0,11,4.9,2,41,5,95.1,39,90,5,12.8,0,28,41,8.2,5.6,0.72,8.6,1,76.8,45.5,5,11,0,0,26,1,91.6,89,1,42,0.8,2,238,43,97.1,231,119.3,56,24.2,4,495,197,4.6,11.5,2.14
Parris Campbell,47940,WR,IND,17,85,0,14,0,-2.3,7,90.9,0,0,1,0,0,2,1,91.8,74.8,0,38,0,0,52,10,92.3,48,97,11,22.9,0,80,100,10,8,1.67,7.1,9,73.4,30,3,10,6,3,28,1,66.7,59.4,6,39,0,0,521,47,94.8,494,69.9,64,13,3,462,186,4,9.8,0.94
George Pickens,99229,WR,PIT,17,84,0,25,0,-3,1,100,,0,0,0,0,0,0,78.7,40.8,0,-2,0,0,37,1,89.2,33,79.2,1,3,0,-2,1,1,-2,-0.06,20.3,1,50,40,2,5,0,0,5,0,67.5,69.4,0,31,0,0,81,5,95.1,77,127.1,10,13,2,105,19,3.8,21,1.36
Tyler Conklin,47124,TE,NYJ,17,83,0,22,0,-3,0,100,,0,0,0,0,0,0,84.5,31.9,0,3,3.8,2,53,1,86.8,46,79.2,1,2.2,0,3,6,6,3,0.07,10.8,1,62.1,80,4,5,10,2,8,1,68.4,59.3,2,27,1.2,2,168,18,95.8,161,74.5,29,18,2,184,58,3.2,10.2,1.14
Robert Woods,7822,WR,TEN,17,82,0,31,0,,0,,,0,0,,0,0,0,78.7,45.9,0,0,0,0,56,0,87.5,49,0,0,0,0,0,0,,,0,6.4,0,82.8,60,3,5,4,1,14,0,80.1,64.4,0,18,0,0,131,24,96.9,127,108.5,29,22.8,1,211,74,3.1,8.8,1.66
Gerald Everett,11799,TE,LAC,16,82,0,27,0,-2.9,3,91.7,,0,0,0,0,3,0,92,86.9,0,14,13.3,6,45,11,86.7,39,83.7,12,30.8,0,49,80,7.3,4.5,1.26,10.1,3,63.6,50,5,10,8.7,2,13,0,63.4,70.1,1,24,0.5,1,196,21,97.4,191,99.2,33,17.3,3,209,72,3.4,10,1.09
George Kittle,11901,TE,SF,15,80,0,28,0,-3.3,0,83.3,,0,0,0,0,0,0,90.9,35.5,0,9,6.1,4,66,5,90.9,60,81.9,6,10,0,22,38,7.6,4.4,0.37,10.4,3,66.7,62.5,5,8,0,0,14,0,90.7,80.9,1,39,3.3,5,151,18,91.4,138,117.4,27,19.6,5,231,79,4.4,12.8,1.67
Tyler Boyd,10689,WR,CIN,16,80,0,7,0,-2,0,100,,0,0,0,0,0,0,84.5,54.5,0,6,0,0,42,1,95.2,40,91.7,1,2.5,0,6,8,8,6,0.15,10.1,3,76.9,63.6,7,11,2,1,35,0,90.5,70.8,5,60,0.4,2,508,50,93.5,475,93.6,65,13.7,3,688,234,4.7,13.8,1.45
Marvin Jones Jr.,7158,WR,JAX,16,80,0,15,0,-3,0,100,,0,0,0,0,0,0,84.5,39.1,0,2,1.9,1,52,2,96.2,50,79.2,2,4,0,4,10,5,2,0.08,14,0,66.7,0,0,1,33.3,1,2,0,53.6,59.1,0,21,1.4,1,70,2,94.3,66,104.9,3,4.5,0,34,10,5,17,0.52
Leonard Fournette,11759,HB,TB,16,79,0,30,0,-4.6,8,95,,0,0,5,1,7,0,86.6,95.6,0,44,8.9,5,56,19,91.1,51,115.2,20,39.2,1,153,242,12.7,8.1,3,-5.5,1,100,,0,0,0,0,1,0,90.3,85.1,0,11,0,0,5,2,100,5,91.7,2,40,0,12,23,11.5,6,2.4
David Njoku,11784,TE,CLV,14,79,0,8,0,-3.2,0,100,,0,0,0,0,5,1,91.8,88.2,0,13,23.3,10,43,10,69.8,30,92.9,10,33.3,0,63,95,9.5,6.3,2.1,9.9,3,77.4,85.7,6,7,4,1,17,0,74.2,84.4,1,22,2.9,5,172,24,91.3,157,101,31,19.7,1,276,110,4.6,11.5,1.76
Chase Claypool,42312,WR,CHI,15,76,0,6,0,-2.3,0,66.7,100,1,1,20,1,0,0,28.1,45.4,0,8,0,0,37,4,94.6,35,70.1,6,17.1,0,4,13,3.3,1,0.11,10.7,2,62.2,50,6,12,6.7,2,17,0,77.6,60.8,3,26,0,0,275,28,93.1,256,60,45,17.6,1,286,93,3.3,10.2,1.12
Alec Pierce,78038,WR,IND,16,76,0,14,0,-1.5,1,100,100,1,1,0,0,0,0,88.7,43,0,5,0,0,43,2,95.3,41,79.2,2,4.9,0,3,6,3,1.5,0.07,6,0,0,0,0,1,,0,0,0,58.6,60.2,0,0,0,0,34,0,97.1,33,39.6,1,3,0,0,0,,,0
Marquez Valdes-Scantling,47809,WR,KC,17,76,0,16,0,,0,,,0,0,,0,0,0,,37,0,0,0,0,54,0,98.1,53,0,0,0,0,0,0,,,0,21.1,0,53.6,42.9,3,7,6.3,1,14,0,61.5,61.4,0,42,0,0,229,15,95.2,218,98.8,28,12.8,0,352,51,3.4,23.5,1.61
Demarcus Robinson,10760,WR,BLT,17,74,0,3,0,-3,2,100,,0,0,0,0,1,0,84.5,65.7,0,15,0,0,28,2,92.9,26,116.7,2,7.7,0,24,30,15,12,0.92,14.5,0,16.7,100,1,1,50,1,1,0,44.7,69.3,2,6,0,0,30,1,96.7,29,39.6,6,20.7,1,6,0,0,6,0.21
Saquon Barkley,45791,HB,NYG,16,73,0,21,0,-4,4,86.4,100,1,1,9.5,2,3,0,63.8,85.7,0,21,4.7,2,43,19,81.4,35,85.2,22,62.9,0,98,180,9.5,5.2,2.8,-0.8,1,87.5,0,0,1,0,0,1,0,42.4,52,1,9,0,0,20,7,95,19,42.2,8,42.1,0,29,48,6.9,4.1,1.53
