player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Ja'Marr Chase,84270,WR,CIN,16,140,0,7,0,-2.6,11,96,,0,0,0,0,8,0,93.5,90.7,0,17,0,0,78,24,98.7,77,86.5,25,32.5,0,119,181,7.5,5,1.55,4.7,10,81.6,50,3,6,4.8,2,23,0,84.7,86.3,0,64,0,0,148,40,98,145,111.9,49,33.8,2,372,243,6.1,9.3,2.57
Evan Engram,11778,TE,JAX,17,140,0,15,0,-3,5,100,,0,0,0,0,5,1,93.2,76.9,0,22,4,3,75,21,96,72,97.6,21,29.2,1,76,140,6.7,3.6,1.06,4.3,9,83.5,60,3,5,5.3,4,31,2,85.3,74.7,2,34,2.2,8,367,71,93.5,343,95.3,85,24.8,2,624,364,5.1,8.8,1.82
Chris Olave,84355,WR,NO,16,138,0,20,0,-2.7,0,85.7,0,0,1,0,0,0,0,90.9,50.7,0,9,0,0,42,6,100,42,80.4,7,16.7,0,23,39,6.5,3.8,0.55,12.8,1,60,30,3,10,10,4,22,0,72.4,82.9,1,30,0,0,221,36,95.9,212,91.2,60,28.3,3,423,167,4.6,11.8,2
Adam Thielen,8288,WR,CAR,17,136,0,5,0,-2.9,1,100,,0,0,0,0,1,0,91.6,60.2,0,10,2.1,1,48,9,93.8,45,86.1,9,20,0,42,68,7.6,4.7,0.93,7.9,3,74.4,33.3,2,6,4.7,3,36,1,90.1,75.2,0,32,0.4,2,472,61,93,439,110.9,82,18.7,4,601,209,3.4,9.9,1.37
DeAndre Hopkins,7808,WR,TEN,17,133,0,31,0,-2.3,2,100,,0,0,0,0,0,0,90.9,51.4,0,4,1.8,1,57,6,98.2,56,82.6,6,10.7,0,23,37,6.2,3.8,0.41,11.6,1,70,0,0,3,4.5,1,11,0,63.6,78.2,0,61,0,0,110,21,90,99,131.1,30,30.3,3,269,70,3.3,12.8,2.72
DJ Moore,48267,WR,CHI,17,132,0,6,0,-2.5,3,95,,0,0,0,0,4,0,93,69.8,0,22,0,0,75,19,96,72,85,20,27.8,0,88,136,7.2,4.6,1.22,9.9,3,86.1,40,2,5,0,0,20,1,90.8,90.4,0,32,0,0,133,31,95.5,127,138.7,36,28.3,3,382,133,4.3,12.3,3.01
Calvin Ridley,48262,WR,JAX,17,132,0,15,0,-1.9,2,100,,0,0,0,0,1,0,91.4,41.8,0,5,0,0,76,8,100,76,79.2,8,10.5,0,15,30,3.8,1.9,0.2,17.5,0,61.9,50,1,2,13.3,2,8,0,76.1,76.2,0,32,0,0,128,13,97.7,125,121.9,21,16.8,2,184,22,1.7,14.2,1.47
Terry McLaurin,48229,WR,WAS,17,128,0,32,0,-3.3,2,100,,0,0,0,0,4,0,92,62.5,0,19,0,0,71,11,95.8,68,98.5,11,16.2,0,84,120,10.9,7.6,1.24,12.2,1,52.6,50,2,4,9.1,1,6,0,90.2,77.1,0,42,0,0,103,10,96.1,99,71.6,19,19.2,0,117,75,7.5,11.7,1.18
Mike Evans,8642,WR,TB,17,127,0,30,0,-3,0,100,,0,0,0,0,0,0,78.7,38.9,0,2,0,0,43,1,100,43,79.2,1,2.3,0,2,5,5,2,0.05,15.2,1,55.9,50,3,6,5,1,14,0,69.1,87.1,2,75,0,0,168,19,95.2,160,86.8,34,21.3,3,271,93,4.9,14.3,1.69
T.J. Hockenson,40912,TE,MIN,15,124,0,18,0,-3.5,0,100,,0,0,0,0,2,0,90.6,68,0,16,18.4,9,49,4,75.5,37,97.9,4,10.8,0,30,44,11,7.5,0.81,9.2,5,72.1,14.3,1,7,6.1,2,17,1,83,81.8,1,29,1.9,4,215,31,91.2,196,112,43,21.9,3,374,135,4.4,12.1,1.91
Chris Godwin,11839,WR,TB,17,123,0,30,0,-2.9,1,100,,0,0,0,0,1,0,91.8,59,0,15,0,0,47,10,100,47,84.2,10,21.3,0,42,71,7.1,4.2,0.89,8.9,1,76.7,58.3,7,12,2.9,1,20,0,90.2,84.4,0,47,0.4,1,224,33,94.6,212,125,43,20.3,2,448,152,4.6,13.6,2.11
Amari Cooper,9437,WR,CLV,15,122,0,8,0,,0,,,0,0,,0,0,0,,37.6,0,0,0,0,62,0,95.2,59,0,0,0,0,0,0,,,0,11.3,3,64,0,0,4,0,0,13,0,48,72.6,1,51,0,0,128,16,94.5,121,94.6,25,20.7,1,255,72,4.5,15.9,2.11
David Njoku,11784,TE,CLV,16,120,0,8,0,-1.9,4,80,100,1,1,5.9,1,3,0,48.5,92.7,1,41,20,13,65,16,75.4,49,73.3,20,40.8,0,132,160,10,8.3,2.69,5.1,5,61.1,28.6,2,7,12,3,10,1,53,66.3,0,43,1.9,4,211,22,94.8,200,92.1,36,18,1,258,171,7.8,11.7,1.29
Sam LaPorta,101690,TE,DET,17,118,0,11,0,-4.7,1,100,,0,0,0,0,0,0,88.7,37.5,0,5,16.7,10,60,3,81.7,49,79.2,3,6.1,0,0,14,4.7,0,0,7.7,6,77.8,83.3,5,6,0,0,20,0,74.4,80.7,1,35,2.6,4,156,28,91.7,143,99,36,25.2,1,299,107,3.8,10.7,2.09
Tyler Lockett,9502,WR,SEA,17,117,0,29,0,-2.6,1,100,,0,0,0,0,0,0,90.9,64.6,0,11,0,0,46,5,97.8,45,93.3,5,11.1,0,32,45,9,6.4,0.71,9.4,1,72.7,0,0,3,11.1,3,12,0,69.4,76.8,0,24,0,0,210,24,91.9,193,112.6,33,17.1,2,235,82,3.4,9.8,1.22
Travis Kelce,7844,TE,KC,15,117,0,16,0,-2.5,8,93.3,,0,0,6.7,1,7,0,75.2,79.9,0,24,3.9,3,77,14,93.5,72,116.7,15,20.8,1,100,134,9.6,7.1,1.39,7.7,4,75.9,42.9,3,7,4.3,2,23,1,80.7,80,2,28,1.1,3,280,44,92.9,260,93.4,58,22.3,2,431,158,3.6,9.8,1.66
D.K. Metcalf,47864,WR,SEA,16,112,0,29,0,-0.5,0,100,,0,0,0,0,1,0,84.5,46.4,0,12,0,0,52,2,98.1,51,97.9,2,3.9,0,15,16,8,7.5,0.29,11.3,3,58.3,50,1,2,0,0,3,0,51.7,87.7,0,21,0,0,94,7,92.6,87,76.7,12,13.8,0,75,25,3.6,10.7,0.86
DeVonta Smith,61100,WR,PHI,16,112,0,24,0,-2.1,2,93.3,0,0,1,0,0,2,0,92.4,64.5,0,21,0,0,66,14,95.5,63,85.3,15,23.8,0,67,96,6.9,4.8,1.06,10.9,5,76.9,33.3,2,6,6.3,2,20,1,74.9,74.8,1,41,0,0,192,30,96.4,185,139.2,39,21.1,5,413,139,4.6,13.8,2.23
Nico Collins,61441,WR,HST,15,109,0,13,0,-2.9,7,100,,0,0,0,0,5,1,92.7,82.1,0,29,0,0,52,15,94.2,49,108.1,15,30.6,0,149,192,12.8,9.9,3.04,5.4,8,83.3,0,0,1,9.1,2,12,0,78.7,88,0,29,0,0,86,20,95.3,82,139.4,24,29.3,2,259,194,9.7,13,3.16
Drake London,86519,WR,ATL,16,106,0,2,0,-1.8,0,80,0,0,1,0,0,0,0,90.2,50,0,9,0,0,46,4,97.8,45,80.8,5,11.1,0,17,26,6.5,4.3,0.38,7.6,1,73.3,50,5,10,4.3,1,10,0,84.6,75.7,0,29,0,0,134,22,94.8,127,92.2,30,23.6,0,209,69,3.1,9.5,1.65
Jakobi Meyers,47468,WR,LV,16,106,0,23,0,-2.5,2,90.9,,0,0,9.1,1,2,0,56.2,56.4,0,21,0,0,54,10,96.3,52,88.6,11,21.2,0,58,80,8,5.8,1.12,9.3,2,67.9,60,3,5,5,1,15,0,64.7,73.7,2,33,0.6,1,157,19,96.2,151,101.2,28,18.5,3,246,90,4.7,12.9,1.63
Trey McBride,75916,TE,ARZ,17,105,0,1,0,-2.8,4,93.8,,0,0,0,0,5,0,92.5,93.3,0,25,4.7,2,43,15,88.4,38,100.5,16,42.1,0,130,169,11.3,8.7,3.42,9.3,4,74.4,62.5,5,8,5.9,2,17,0,90.3,76,2,33,0.8,2,236,32,91.1,215,99,43,20,3,320,77,2.4,10,1.49
Zay Flowers,97268,WR,BLT,16,104,0,3,0,-2.6,8,92,0,0,1,4.2,1,8,0,90.9,91.3,0,17,0,0,63,23,92.1,58,82.3,25,43.1,0,94,155,6.7,4.1,1.62,10.3,6,75.7,,0,0,3.4,1,16,0,57.6,71.6,0,75,0,0,172,28,93.6,161,129.9,37,23,3,335,181,6.5,12,2.08
Jordan Addison,123000,WR,MIN,17,104,0,18,0,-3.8,1,100,,0,0,0,0,1,0,90.2,47.7,0,20,0,0,64,4,90.6,58,94.8,4,6.9,0,27,42,10.5,6.8,0.47,14.4,0,59.1,0,0,3,0,0,10,0,83.5,69.6,4,35,0,0,185,13,95.1,176,76.3,22,12.5,2,181,72,5.5,13.9,1.03
George Pickens,99229,WR,PIT,17,104,0,25,0,-4.3,0,100,,0,0,0,0,1,0,88.7,47.7,0,10,0,0,53,3,96.2,51,79.2,3,5.9,0,7,20,6.7,2.3,0.14,16.5,0,50,0,0,3,0,0,7,1,88.9,80.4,3,43,0,0,97,7,93.8,91,53.9,14,15.4,0,167,55,7.9,23.9,1.84
Jaylen Waddle,84088,WR,MIA,14,104,0,17,0,-3.2,2,100,,0,0,0,0,3,0,92.5,91,0,28,0,0,54,15,98.1,53,100,15,28.3,0,120,168,11.2,8,2.26,6,3,75,66.7,2,3,8.7,2,13,0,73.7,92.3,1,35,0,0,97,21,97.9,95,109.4,28,29.5,2,241,138,6.6,11.5,2.54
Brandon Aiyuk,84109,WR,SF,16,101,0,28,0,,0,,,0,0,,0,0,0,,39.6,0,0,0,0,42,0,97.6,41,0,0,0,0,0,0,,,0,13.4,4,76.7,66.7,4,6,0,0,21,1,90.1,92.9,2,76,0,0,113,23,94.7,107,112.5,30,28,2,437,126,5.5,19,4.08
Rashee Rice,97605,WR,KC,16,100,0,16,0,-3,3,95.8,,0,0,0,0,8,0,93.5,92.6,0,15,1.4,1,70,23,95.7,67,122.6,24,35.8,2,162,232,10.1,7,2.42,5.6,7,81.3,33.3,1,3,4.9,2,27,0,90.1,87.6,1,39,0,0,207,39,94.7,196,135,48,24.5,5,487,358,9.2,12.5,2.48
Justin Jefferson,61398,WR,MIN,10,98,0,18,0,-4.1,2,71.4,0,0,1,0,0,1,0,90.9,59,0,8,0,0,30,5,86.7,26,74.1,7,26.9,0,21,39,7.8,4.2,0.81,14.2,4,59.3,20,1,5,0,0,10,1,90.1,91.3,2,52,0,0,118,16,90.7,107,83.7,27,25.2,1,329,125,7.8,20.6,3.07
Elijah Moore,84302,WR,CLV,17,98,0,8,0,-2.4,3,100,,0,0,0,0,2,0,91.6,54.3,0,14,0,0,69,9,94.2,65,83.8,9,13.8,0,37,59,6.6,4.1,0.57,11,3,64.5,50,1,2,9.1,2,8,0,71.3,59.8,1,33,0,0,269,20,92.2,248,68.1,31,12.5,0,191,73,3.7,9.6,0.77
Jake Ferguson,61081,TE,DAL,17,96,0,9,0,-1.7,1,100,,0,0,0,0,2,0,90.9,68.8,0,14,4.9,2,41,6,95.1,39,97.2,6,15.4,0,44,54,9,7.3,1.13,7.2,6,77.1,38.5,5,13,5.1,2,20,0,72.3,75.1,1,40,3.5,9,258,37,90.3,233,103.8,48,20.6,1,452,240,6.5,12.2,1.94
Marquise Brown,61568,WR,ARZ,14,94,0,1,0,-2,1,100,,0,0,0,0,0,0,90.2,50,0,7,0,0,47,3,89.4,42,79.2,3,7.1,0,8,14,4.7,2.7,0.19,11.9,0,56.5,33.3,2,6,0,0,7,0,75.2,69.3,0,41,0,0,100,13,93,93,107,23,24.7,2,159,45,3.5,12.2,1.71
Josh Downs,122832,WR,IND,17,94,0,14,0,-1.7,1,100,,0,0,0,0,1,0,91.6,54.6,0,8,0,0,48,7,93.8,45,85.1,7,15.6,0,31,43,6.1,4.4,0.69,7.7,6,71.8,50,5,10,1.9,1,22,0,91.1,76.7,1,50,0,0,418,51,94.5,395,90.9,71,18,0,594,270,5.3,11.6,1.5
Romeo Doubs,84329,WR,GB,17,93,0,12,0,0.9,0,71.4,,0,0,0,0,1,0,90.6,45.4,0,14,0,0,66,5,97,64,78.9,7,10.9,0,29,39,7.8,5.8,0.45,10.1,2,69.2,50,1,2,0,0,8,1,60.5,69.8,1,30,0,0,86,9,96.5,83,95,13,15.7,1,130,38,4.2,14.4,1.57
Cooper Kupp,11824,WR,LA,12,92,0,26,0,-1.4,3,100,,0,0,0,0,1,0,90.6,50,0,11,0,0,48,5,97.9,47,80,5,10.6,0,16,23,4.6,3.2,0.34,7.3,4,62.5,50,4,8,12.5,5,21,0,64,72,1,62,0,0,252,35,96.8,244,104.4,56,23,4,455,240,6.9,13,1.86
Tyler Boyd,10689,WR,CIN,17,91,0,7,0,-2.2,2,100,,0,0,0,0,2,0,92.1,58,0,6,0,0,72,11,97.2,70,81.8,11,15.7,0,40,64,5.8,3.6,0.57,7.5,5,71.8,50,5,10,3.8,2,22,0,80.6,64.7,3,64,0.2,1,521,51,94.2,491,78.4,71,14.5,1,501,186,3.6,9.8,1.02
Breece Hall,97636,HB,NYJ,17,90,0,22,0,-3.7,9,93.3,,0,0,3.4,1,9,0,91.7,98.2,0,35,5.2,3,58,28,91.4,53,101,30,56.6,1,167,268,9.6,6,3.15,-1.3,1,100,,0,0,0,0,0,0,90.7,90.6,0,10,0,0,10,3,100,10,94.4,3,30,0,20,24,8,6.7,2
Dalton Kincaid,91791,TE,BUF,16,90,0,4,0,-3.3,1,100,,0,0,0,0,0,0,90.2,42.7,0,4,0,0,33,4,93.9,31,79.2,4,12.9,0,9,22,5.5,2.3,0.29,8.2,2,75.9,40,2,5,4.7,2,14,1,89.1,65.8,2,51,1,3,298,41,93.6,279,85,54,19.4,1,375,166,4,9.1,1.34
Jaxon Smith-Njigba,129758,WR,SEA,17,90,0,29,0,-2.9,3,91.3,,0,0,8.7,2,5,0,58.5,72.2,0,19,0,0,45,21,97.8,44,103.6,23,52.3,1,124,185,8.8,5.9,2.82,6.4,2,56.5,28.6,2,7,21.2,7,13,0,38.2,64.8,2,35,0,0,350,26,94,329,70.1,46,14,2,271,165,6.3,10.4,0.82
Jayden Reed,78171,WR,GB,16,90,0,12,0,-2.9,3,94.4,,0,0,0,0,4,0,93,82.7,0,19,0,0,54,17,94.4,51,103.9,18,35.3,1,81,134,7.9,4.8,1.59,11.9,3,67.7,30,3,10,6.4,3,26,0,80.5,80.3,1,59,0,0,308,44,95.5,294,129.8,65,22.1,7,653,255,5.8,14.8,2.22
George Kittle,11901,TE,SF,16,89,0,28,0,-3,0,100,,0,0,0,0,0,0,78.7,31.8,0,6,7.7,4,52,1,90.4,47,91.7,1,2.1,0,6,9,9,6,0.13,9.7,9,76.7,50,2,4,8,2,15,0,53.1,87.6,2,58,3.3,5,152,23,90.1,137,111.2,30,21.9,2,366,182,7.9,15.9,2.67
Cole Kmet,60995,TE,CHI,17,88,0,6,0,-2.1,1,100,100,1,1,0,0,2,1,91.1,45.4,0,9,8.1,5,62,7,87.1,54,85.1,7,13,0,31,46,6.6,4.4,0.57,6.5,2,81.8,40,2,5,0,0,20,0,91.4,74.8,3,41,5.4,13,242,36,89.7,217,84.3,44,20.3,2,326,155,4.3,9.1,1.5
Courtland Sutton,48164,WR,DEN,16,87,0,10,0,,0,,,0,0,,0,0,0,,38.4,0,0,1.6,1,61,0,96.7,59,0,0,0,0,0,0,,,0,10.2,2,81.3,100,1,1,7.1,1,8,0,72.8,79.2,0,32,0,0,110,13,95.5,105,145.6,16,15.2,3,151,26,2,11.6,1.44
Deebo Samuel,48274,WR,SF,15,87,0,28,0,-2.9,2,94.1,,0,0,5.9,1,5,1,78.3,93.9,0,46,4.5,2,44,16,95.5,42,152.5,17,40.5,2,190,236,14.8,11.9,4.52,4.3,7,79.3,50,1,2,4.2,1,13,1,69.6,83,1,54,0.8,1,130,23,92.3,120,120,29,24.2,2,311,231,10,13.5,2.59
Alvin Kamara,11822,HB,NO,13,86,0,20,0,-4.1,3,90.9,,0,0,4.8,1,9,0,89.2,90.6,0,17,0,0,35,20,100,35,84.7,22,62.9,0,95,182,9.1,4.8,2.71,0.4,0,66.7,0,0,1,0,0,1,0,82.9,75.6,0,13,0,0,18,8,94.4,17,70.1,12,70.6,0,28,29,3.6,3.5,1.65
Kyle Pitts,83964,TE,ATL,17,86,0,2,0,5,0,100,,0,0,0,0,0,0,78.7,40.2,0,17,7.9,3,38,1,89.5,34,118.8,1,2.9,0,17,12,12,17,0.5,11.7,1,74.4,42.9,3,7,5.9,2,22,0,86.4,68.9,2,39,0,0,290,32,95.5,277,103.5,43,15.5,2,447,99,3.1,14,1.61
Diontae Johnson,33441,WR,PIT,13,86,0,25,0,-2.5,2,100,,0,0,0,0,1,0,90.9,70,0,8,0,0,37,6,94.6,35,79.2,6,17.1,0,18,33,5.5,3,0.51,11.6,4,50,0,0,2,18.2,2,8,0,75.1,76.9,0,26,0,0,85,9,90.6,77,85.4,18,23.4,1,100,41,4.6,11.1,1.3
Curtis Samuel,11795,WR,WAS,16,85,0,32,0,-3.4,2,92.3,,0,0,7.7,1,2,0,68.4,72,0,16,0,0,51,12,94.1,48,88.1,13,27.1,0,67,109,9.1,5.6,1.4,6.4,3,70.2,43.8,7,16,9.1,4,16,0,75.3,71.1,2,32,0.7,2,302,40,93,281,87.3,57,20.3,3,326,141,3.5,8.2,1.16
Dalton Schultz,47304,TE,HST,15,84,0,13,0,-3.5,0,100,,0,0,0,0,0,0,84.5,36.1,0,9,9.1,5,55,2,83.6,46,79.2,2,4.3,0,5,12,6,2.5,0.11,10.9,3,58.1,16.7,1,6,10,2,13,0,66.3,70.2,2,25,0,0,164,18,93.9,154,63.9,31,20.1,1,220,57,3.2,12.2,1.43
Jerry Jeudy,61103,WR,DEN,16,84,0,10,0,-2.9,3,100,,0,0,0,0,1,0,91.8,70.2,0,19,0,0,54,10,100,54,87.9,10,18.5,0,51,80,8,5.1,0.94,12.1,10,68.8,25,1,4,5.7,2,17,1,89.3,67.9,1,47,0,0,291,33,94.2,274,101.1,48,17.5,1,501,202,6.1,15.2,1.83
Bijan Robinson,123126,HB,ATL,17,83,0,2,0,-4.3,10,84.2,,0,0,5.9,1,5,0,81.2,92.7,1,33,0,0,49,16,95.9,47,102.2,19,40.4,2,102,168,10.5,6.4,2.17,0,3,63.2,25,1,4,7.7,1,3,0,70.1,59.5,1,33,0,0,93,12,93.5,87,50.3,19,21.8,0,80,99,8.3,6.7,0.92
Tyler Conklin,47124,TE,NYJ,17,83,0,22,0,-0.4,1,80,,0,0,20,1,1,0,28.1,38,0,13,6.9,4,58,4,91.4,53,91.7,5,9.4,0,30,32,8,7.5,0.57,9.2,1,67.3,55.6,5,9,0,0,15,0,91.1,67.3,1,37,2.6,8,309,33,90.9,281,79.6,49,17.4,0,352,123,3.7,10.7,1.25
Jonathan Mingo,97774,WR,CAR,15,83,0,5,0,-1,2,100,,0,0,0,0,0,0,91.8,66.4,0,13,0,0,36,10,100,36,87.9,10,27.8,0,51,61,6.1,5.1,1.42,11,0,47.6,33.3,1,3,16.7,2,2,0,70.1,49.5,0,31,0.5,1,195,10,93.3,182,56.1,21,11.5,0,72,26,2.6,7.2,0.4
Brandin Cooks,8655,WR,DAL,16,81,0,9,0,-3,2,100,,0,0,0,0,0,0,88.7,50.1,0,7,0,0,43,3,100,43,84.7,3,7,0,13,22,7.3,4.3,0.3,15.6,0,76.9,75,3,4,4.8,1,14,0,90.4,72.7,0,37,0,0,202,20,95.5,193,154,26,13.5,5,301,67,3.4,15.1,1.56
Dallas Goedert,47272,TE,PHI,14,81,0,24,0,-2,4,93.3,0,0,1,0,0,5,0,92.4,71.6,1,19,0,0,50,14,94,47,85.3,15,31.9,1,87,118,8.4,6.2,1.85,6.9,2,75,37.5,3,8,0,0,15,0,81,68.5,2,49,2,5,248,27,92.3,229,91.6,36,15.7,2,273,100,3.7,10.1,1.19
Christian Kirk,47546,WR,JAX,12,80,0,15,0,-2.3,0,88.9,,0,0,11.1,1,2,0,45.7,46.5,0,7,0,0,52,8,98.1,51,84.7,9,17.6,0,39,58,7.3,4.9,0.76,10.4,4,70.5,16.7,1,6,8.5,4,28,0,77,76.9,2,57,0,0,291,43,93.5,272,104.1,61,22.4,3,593,222,5.2,13.8,2.18
Christian McCaffrey,11763,HB,SF,16,79,0,28,0,-3.7,5,94.4,,0,0,0,0,6,0,92.8,99.2,0,35,0,0,51,17,98,50,136.3,18,36,2,141,205,12.1,8.3,2.82,2.2,2,84.2,100,1,1,0,0,7,0,90.5,86.2,0,35,0,0,89,16,92.1,82,134,19,23.2,2,147,124,7.8,9.2,1.79
Jahan Dotson,84375,WR,WAS,17,79,0,32,0,-2.7,0,66.7,,0,0,0,0,1,0,84.5,43.6,1,11,0,0,65,2,95.4,62,31.9,3,4.8,0,10,15,7.5,5,0.16,9.6,0,61.8,40,2,5,8.7,2,10,0,68.6,56.7,2,33,0.4,1,284,21,94.7,269,76.6,34,12.6,2,228,45,2.1,10.9,0.85
Gabe Davis,55410,WR,BUF,17,78,0,4,0,-1,0,100,,0,0,0,0,1,0,84.5,46.6,0,11,0,0,48,1,95.8,46,112.5,1,2.2,0,11,12,12,11,0.24,8.9,3,56.3,33.3,1,3,10,1,4,1,75.5,69.4,1,18,1,1,100,9,92,92,84.1,16,17.4,2,83,32,3.6,9.2,0.9
Logan Thomas,8755,TE,WAS,16,76,0,32,0,1.5,0,100,,0,0,0,0,1,0,84.5,35.6,0,24,1.9,1,52,2,96.2,50,118.8,2,4,0,27,24,12,13.5,0.54,6.5,0,71.4,50,5,10,6.3,2,11,1,76.3,54.5,1,27,1,3,307,30,95.4,293,101.8,42,14.3,3,265,92,3.1,8.8,0.9
