player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DJ Moore,48267,WR,CAR,15,130,0,5,0,-1.8,3,100,,0,0,0,0,4,0,92,81.8,0,18,0,0,42,10,95.2,40,96.3,10,25,0,71,89,8.9,7.1,1.78,7.4,0,65.2,50,1,2,16.7,3,8,0,80.3,85.9,2,14,1.1,1,94,15,96.8,91,57,23,25.3,1,123,54,3.6,8.2,1.35
Travis Kelce,7844,TE,KC,16,130,0,16,0,-2.8,1,88.9,,0,0,0,0,3,0,91.4,59.7,0,10,10.6,7,66,8,84.8,56,117.1,9,16.1,1,29,49,6.1,3.6,0.52,9.9,7,77.3,66.7,4,6,0,0,26,0,78.3,91.3,0,21,2.8,6,218,34,88.1,192,112.4,44,22.9,1,405,117,3.4,11.9,2.11
Odell Beckham Jr.,8647,WR,CLV,16,130,0,8,0,-1.5,0,90.9,,0,0,9.1,1,0,0,60.6,42.2,0,7,0,0,85,10,91.8,78,81.1,11,14.1,0,38,53,5.3,3.8,0.49,13.7,0,57.7,50,2,4,6.3,1,9,0,62.8,63.9,0,89,0,0,147,15,91.8,135,120.7,26,19.3,2,280,131,8.7,18.7,2.07
Robert Woods,7822,WR,LA,15,129,0,26,0,-3.6,2,100,100,1,1,0,0,6,0,93.5,92.2,0,48,2.8,2,71,23,91.5,65,99.3,23,35.4,0,180,262,11.4,7.8,2.77,6.8,2,78.4,57.1,4,7,0,0,23,0,91.5,83.3,0,48,1.3,3,226,40,93.4,211,117.1,51,24.2,1,537,300,7.5,13.4,2.55
Zach Ertz,7816,TE,PHI,15,128,0,24,0,0,1,100,,0,0,0,0,0,0,78.7,39,0,10,6.7,4,60,1,91.7,55,108.3,1,1.8,0,10,10,10,10,0.18,9,2,63.3,41.7,5,12,6.1,2,20,0,77.3,73.2,0,27,0.8,2,259,31,91.1,236,82.8,49,20.8,0,329,95,3.1,10.6,1.39
Davante Adams,8688,WR,GB,12,124,0,12,0,-1.1,2,89.5,,0,0,0,0,7,0,92.8,85.5,0,14,0,0,63,17,96.8,61,106.6,19,31.1,1,102,125,7.4,6,1.67,7.2,1,80,0,0,2,3,1,18,0,58.5,85,0,29,0,0,127,32,92.1,117,128.1,40,34.2,4,270,129,4,8.4,2.31
DeVante Parker,9447,WR,MIA,16,119,0,17,0,0,0,100,,0,0,0,0,0,0,78.7,39.3,0,5,0,0,52,1,92.3,48,87.5,1,2.1,0,5,5,5,5,0.1,11.4,1,73.3,50,1,2,8.3,1,8,0,79.7,82.9,1,50,0,0,155,11,94.2,146,127.1,15,10.3,2,215,88,8,19.5,1.47
Jamison Crowder,9538,WR,NYJ,16,118,0,22,0,-1,1,93.3,,0,0,6.7,1,1,0,76,58.4,0,13,0,0,66,14,92.4,61,87.2,15,24.6,0,74,90,6.4,5.3,1.21,8.7,9,65.9,43.8,7,16,9.4,6,33,0,53.9,77.9,5,41,0,0,432,58,93.5,404,82.9,88,21.8,5,647,248,4.3,11.2,1.6
Amari Cooper,9437,WR,DAL,16,116,0,9,0,,0,,,0,0,,0,0,0,,41.4,0,0,0,0,29,0,96.6,28,0,0,0,0,0,0,,,0,14.3,0,64.7,0,0,1,26.7,4,9,0,64,84.7,0,45,0,0,75,11,98.7,74,105.3,17,23,0,201,39,3.5,18.3,2.72
Courtland Sutton,48164,WR,DEN,16,115,0,10,0,-2.5,2,100,,0,0,0,0,2,0,90.2,68.7,0,33,0,0,47,4,93.6,44,118.8,4,9.1,0,52,62,15.5,13,1.18,10.7,3,64,60,3,5,0,0,8,0,90.8,87.6,0,70,0,0,108,16,91.7,99,107.6,25,25.3,1,233,100,6.3,14.6,2.35
Darren Waller,9637,TE,OAK,16,115,0,23,0,-2.8,0,88.9,,0,0,0,0,2,0,91.4,84.2,0,75,10.5,4,38,8,86.8,33,118.8,9,27.3,0,134,154,19.3,16.8,4.06,8.6,2,69,37.5,3,8,12.1,4,17,0,65.5,83.5,1,32,0.6,1,171,29,95.3,163,88.2,42,25.8,1,308,113,3.9,10.6,1.89
Chris Godwin,11839,WR,TB,14,114,0,30,0,-2,4,94.4,,0,0,0,0,5,0,92.8,92.1,0,13,0,0,66,17,100,66,112.5,18,27.3,1,118,152,8.9,6.9,1.79,10.6,11,73.5,68.8,11,16,2,1,39,0,91.4,91.3,5,71,0,0,402,50,94,378,108.6,68,18,5,838,352,7,16.8,2.22
Mike Evans,8642,WR,TB,13,114,0,30,0,-0.3,0,66.7,0,0,1,20,1,1,0,28.1,42.6,0,5,0,0,52,4,100,52,109.7,6,11.5,1,13,14,3.5,3.3,0.25,13.8,1,84,85.7,6,7,0,0,16,0,53.5,81,0,43,0,0,158,21,93,147,158.3,25,17,3,330,59,2.8,15.7,2.24
John Brown,8726,WR,BUF,15,114,0,4,0,-2.5,2,100,,0,0,0,0,0,0,84.5,40.9,0,3,0,0,50,2,98,49,79.2,2,4.1,0,4,9,4.5,2,0.08,17.1,0,58.8,100,1,1,9.1,1,6,0,80.2,73.1,0,53,0,0,115,10,92.2,106,102.3,17,16,1,129,48,4.8,12.9,1.22
DJ Chark Jr.,47702,WR,JAX,15,114,0,15,0,-1.7,3,100,,0,0,0,0,1,0,91.8,47.3,0,18,0,0,52,9,94.2,49,83.8,9,18.4,0,37,52,5.8,4.1,0.76,16.8,1,65,40,2,5,7.1,1,8,0,91.1,73.7,0,37,0,0,157,13,91.1,143,138.5,20,14,4,205,61,4.7,15.8,1.43
Kenny Golladay,11851,WR,DET,16,113,0,11,0,0,0,100,,0,0,0,0,1,1,84.5,35.1,0,14,2.3,1,44,2,93.2,41,141.7,2,4.9,1,17,17,8.5,8.5,0.41,14.7,0,65,70,7,10,0,0,10,0,61.4,74.5,0,35,2,2,100,13,92,92,137.5,20,21.7,3,200,39,3,15.4,2.17
Michael Gallup,26075,WR,DAL,14,112,0,9,0,-2,1,100,,0,0,0,0,1,0,78.7,53.6,0,14,0,0,27,1,100,27,118.8,1,3.7,0,14,16,16,14,0.52,8.2,1,60,0,0,2,0,0,2,0,29.8,78.7,0,22,0,0,73,3,94.5,69,86.3,5,7.2,0,41,13,4.3,13.7,0.59
Tyler Lockett,9502,WR,SEA,16,108,0,29,0,-4.3,0,100,,0,0,0,0,2,0,91.4,66.5,0,15,0,0,35,7,94.3,33,94,7,21.2,0,46,76,10.9,6.6,1.39,14.7,2,75.7,58.3,7,12,1.8,1,37,1,79.5,75.9,0,44,0,0,425,56,92.5,393,135.5,74,18.8,6,770,191,3.4,13.8,1.96
George Kittle,11901,TE,SF,14,106,0,28,0,-3.9,4,94.1,100,1,1,0,0,5,0,92.8,91.2,0,13,9.5,6,63,16,85.7,54,87.3,17,31.5,0,84,145,9.1,5.3,1.56,5.1,8,90.9,85.7,6,7,0,0,17,0,91.8,93.4,1,30,2.1,2,97,30,94.8,92,112,33,35.9,2,299,157,5.2,10,3.25
Larry Fitzgerald,1724,WR,ARZ,16,104,0,1,0,-1,0,100,100,1,1,0,0,6,1,93.5,78.5,0,15,1.8,2,110,23,93.6,103,106.5,23,22.3,1,140,163,7.1,6.1,1.36,8.7,2,69.8,50,11,22,0,0,35,0,91.6,69,3,54,0.6,3,536,60,93.7,502,89.7,86,17.1,3,668,273,4.6,11.1,1.33
Austin Ekeler,12164,HB,LAC,16,104,0,27,0,-4.1,6,92.3,,0,0,4,1,9,1,91.2,99.9,1,84,0,0,39,24,97.4,38,122.8,26,68.4,2,290,388,16.2,12.1,7.63,3,3,85.7,0,0,1,0,0,5,1,91.4,94.4,0,23,1.9,1,53,12,94.3,50,135.1,14,28,2,97,94,7.8,8.1,1.94
Curtis Samuel,11795,WR,CAR,16,103,0,5,0,-2,1,88.9,,0,0,11.1,1,3,0,45.7,53.9,0,12,0,0,46,8,95.7,44,88.4,9,20.5,0,47,63,7.9,5.9,1.07,14.1,0,52.2,0,0,4,7.7,1,9,0,45.9,60.2,0,33,0.5,1,193,12,94.3,182,101.9,23,12.6,2,151,58,4.8,12.6,0.83
Tarik Cohen,11874,HB,CHI,16,102,0,6,0,-2.9,3,93.5,,0,0,0,0,4,0,94,71.6,0,24,8.5,5,59,29,86.4,51,82.3,31,60.8,0,116,198,6.8,4,2.27,3.6,3,79.3,66.7,2,3,4.2,1,6,0,74.9,64.4,0,14,0.9,1,112,23,93.8,105,94.5,29,27.6,1,114,101,4.4,5,1.09
Cole Beasley,7330,WR,BUF,15,99,0,4,0,-2.7,0,100,,0,0,0,0,1,0,88.7,51.7,0,11,0,0,39,3,97.4,38,93.1,3,7.9,0,19,27,9,6.3,0.5,8.3,3,66.7,25,2,8,5.9,3,25,0,72,78.1,2,29,1.1,4,373,48,94.9,354,90.3,72,20.3,3,525,215,4.5,10.9,1.48
Christian Kirk,47546,WR,ARZ,13,99,0,1,0,-2.4,2,94.4,,0,0,0,0,3,0,92.8,50.9,0,10,0,0,99,17,98,97,87.3,18,18.6,0,89,130,7.6,5.2,0.92,8.5,2,73.9,25,1,4,0,0,14,0,84.5,58.7,0,34,0.4,1,224,34,94.6,212,97.8,46,21.7,1,297,127,3.7,8.7,1.4
Mark Andrews,47436,TE,BLT,15,97,0,3,0,-2,0,100,,0,0,0,0,1,0,84.5,72.7,0,8,9.1,1,11,2,90.9,10,79.2,2,20,0,6,10,5,3,0.6,11.8,3,71.2,31.3,5,16,7.8,4,32,2,70.7,91.2,3,51,0.5,1,200,47,94.5,189,111.8,66,34.9,5,698,233,5,14.9,3.69
D.K. Metcalf,47864,WR,SEA,16,97,0,29,0,-2,5,100,,0,0,0,0,1,1,90.9,62.2,0,25,0,0,39,6,97.4,38,118.8,6,15.8,0,77,89,14.8,12.8,2.03,14.3,1,25,0,0,4,0,0,2,0,39.2,69,0,28,0,0,69,2,88.4,61,90.1,8,13.1,1,45,9,4.5,22.5,0.74
Dede Westbrook,11865,WR,JAX,15,97,0,15,0,-2.8,4,100,,0,0,0,0,3,0,92.8,84.5,0,12,0,0,51,16,96.1,49,84.4,16,32.7,0,68,113,7.1,4.3,1.39,7.2,7,66.7,23.1,3,13,7.4,4,23,0,78.5,64.8,1,33,0,0,492,50,93.3,459,93.1,75,16.3,3,499,247,4.9,10,1.09
Emmanuel Sanders,5606,WR,SF,17,96,0,28,0,-2,0,100,,0,0,0,0,0,0,78.7,39.7,0,0,1.9,1,53,1,90.6,48,79.2,1,2.1,0,0,2,2,0,0,8.2,2,76.3,50,2,4,0,0,15,0,91.6,79.8,5,32,0,0,184,29,95.1,175,69.1,38,21.7,1,312,93,3.2,10.8,1.78
Leonard Fournette,11759,HB,JAX,15,95,0,15,0,-4,9,87.5,,0,0,0,0,3,0,92.4,94.2,0,20,15.1,8,53,14,79.2,42,88.3,16,38.1,0,83,144,10.3,5.9,1.98,-1.5,2,50,,0,0,0,0,0,0,75.1,66.6,0,2,0,0,12,1,83.3,10,56.3,2,20,0,2,6,6,2,0.2
Alvin Kamara,11822,HB,NO,14,95,0,20,0,-5,7,86.2,0,0,2,3.8,1,7,0,91.4,98.3,0,29,4.4,2,45,25,91.1,41,103.4,29,70.7,1,176,301,12,7,4.29,0.5,0,84.6,,0,0,8.3,1,2,0,82.6,64,1,9,0,0,46,11,93.5,43,51.6,13,30.2,0,53,56,5.1,4.8,1.23
Danny Amendola,4717,WR,DET,15,94,0,11,0,-2.8,0,80,,0,0,0,0,1,0,90.9,63.8,0,11,0,0,36,4,94.4,34,79.2,5,14.7,0,12,23,5.8,3,0.35,9.8,3,63.9,33.3,3,9,8,4,28,0,62.4,67.4,2,47,0,0,371,46,93.8,348,78.5,72,20.7,1,520,149,3.2,11.3,1.49
Austin Hooper,10715,TE,ATL,13,93,0,2,0,-3.6,3,100,,0,0,0,0,1,0,91.4,63.6,0,35,5.3,2,38,8,89.5,34,95.3,8,23.5,0,55,84,10.5,6.9,1.62,7.5,2,75.7,14.3,1,7,3.4,1,17,0,88.3,69.3,1,19,0,0,234,28,92.3,216,101.7,37,17.1,2,265,76,2.7,9.5,1.23
Robbie Chosen,11254,WR,NYJ,16,92,0,22,0,-1.7,0,100,,0,0,0,0,0,0,90.6,41,0,11,0,0,70,3,92.9,65,90.3,3,4.6,0,17,22,7.3,5.7,0.26,21,0,30.8,25,1,4,0,0,4,0,78.4,68.1,1,26,0,0,120,4,94.2,113,53.2,13,11.5,2,56,10,2.5,14,0.5
Calvin Ridley,48262,WR,ATL,13,91,0,2,0,0,0,100,,0,0,0,0,0,0,88.7,30.5,0,3,0,0,37,2,86.5,32,79.2,2,6.3,0,3,3,1.5,1.5,0.09,8.7,0,66.7,33.3,1,3,0,0,4,0,88.6,70.2,0,34,0,0,65,6,92.3,60,94.7,9,15,0,80,21,3.5,13.3,1.33
Stefon Diggs,9579,WR,MIN,15,91,0,18,0,-2,0,100,,0,0,0,0,0,0,84.5,40.6,0,4,0,0,50,1,90,45,83.3,1,2.2,0,4,6,6,4,0.09,8.8,0,92.3,66.7,2,3,0,0,6,1,58.4,75.8,0,46,0,0,76,12,94.7,72,118.8,13,18.1,0,166,62,5.2,13.8,2.31
Terry McLaurin,48229,WR,WAS,14,91,0,32,0,-1.7,1,66.7,,0,0,0,0,0,0,84.5,41.9,0,12,0,0,45,2,100,45,70.1,3,6.7,0,9,12,6,4.5,0.2,14.5,1,70.6,50,3,6,7.7,1,10,0,40.7,81.9,0,33,0,0,114,12,91.2,104,142.9,17,16.3,3,173,23,1.9,14.4,1.66
James White,8765,HB,NE,15,90,0,19,0,-4,6,95.5,,0,0,0,0,9,0,93.3,99.9,0,59,5.4,2,37,21,91.9,34,141.1,22,64.7,3,184,270,12.9,8.8,5.41,-0.8,2,76.9,,0,0,9.1,1,3,0,90.4,87.9,0,22,0,0,28,10,96.4,27,84.8,13,48.1,0,58,66,6.6,5.8,2.15
Marvin Jones Jr.,7158,WR,DET,13,90,0,11,0,0.3,0,100,,0,0,0,0,1,0,88.7,43.2,0,13,0,0,40,3,95,38,93.1,3,7.9,0,19,18,6,6.3,0.5,14,4,71.4,63.6,7,11,4.8,1,14,0,77.6,70.9,1,33,0,0,187,20,93.6,175,112.5,28,16,2,282,52,2.6,14.1,1.61
Sammy Watkins,8639,WR,KC,14,88,0,16,0,-3.5,2,100,,0,0,0,0,1,0,90.9,49.1,0,7,0,0,49,6,91.8,45,79.2,6,13.3,0,17,38,6.3,2.8,0.38,9.9,5,56.8,45.5,5,11,3.8,1,11,1,81.2,70,0,36,0.4,1,285,25,90.5,258,77.6,44,17.1,0,297,117,4.7,11.9,1.15
Chris Conley,9509,WR,JAX,16,88,0,15,0,,0,,,0,0,,0,0,0,,37.6,0,0,0,0,52,0,94.2,49,0,0,0,0,0,0,,,0,13.6,2,20,0,0,1,66.7,2,1,0,56.5,66.9,0,70,2.7,2,73,1,83.6,61,118.8,5,8.2,1,70,42,42,70,1.15
Tyreek Hill,10799,WR,KC,12,87,0,16,0,-1.8,1,83.3,,0,0,0,0,1,0,90.6,61.3,0,14,0,0,36,5,94.4,34,92.4,6,17.6,0,37,52,10.4,7.4,1.09,11.9,5,74.3,50,1,2,3.7,1,18,0,74.5,87.2,1,47,0,0,203,26,88.7,180,122,35,19.4,3,347,98,3.8,13.3,1.93
Diontae Johnson,33441,WR,PIT,16,86,0,25,0,-2.6,3,87.5,,0,0,12.5,1,1,0,39.4,78.3,0,14,0,0,46,7,97.8,45,91.7,8,17.8,0,48,68,9.7,6.9,1.07,-0.7,1,80,,0,0,20,2,3,0,71.1,66.5,0,11,0,0,57,8,93,53,87.9,10,18.9,0,51,60,7.5,6.4,0.96
Tyler Higbee,10744,TE,LA,15,86,0,26,0,-2.7,1,90.9,0,0,1,0,0,5,0,91.8,95.3,0,20,36.2,17,47,10,63.8,30,104.9,11,36.7,0,101,127,12.7,10.1,3.37,15,0,42.9,0,0,1,0,0,1,0,79.6,84.5,1,22,2.6,1,38,3,89.5,34,16.1,7,20.6,0,30,6,2,10,0.88
Mike Williams,11762,WR,LAC,15,85,0,27,0,,0,,,0,0,,0,0,0,,37.6,0,0,0,0,43,0,93,40,0,0,0,0,0,0,,,0,17.3,3,52.2,44.4,4,9,14.3,2,11,0,57.1,84.6,4,56,0.5,1,206,12,93.2,192,45.5,23,12,0,218,96,8,18.2,1.14
Mohamed Sanu,7084,WR,NE,15,85,0,19,0,-1,0,50,,0,0,50,1,0,0,24.1,32.7,1,5,0,0,40,1,90,36,16.7,2,5.6,0,5,5,5,5,0.14,7,2,79.2,70,7,10,9.5,4,19,0,64.8,60.8,1,28,0,0,327,38,93,304,102.6,48,15.8,2,354,130,3.4,9.3,1.16
A.J. Brown,48327,WR,TEN,16,84,0,31,0,0.8,2,100,,0,0,0,0,2,0,90.6,74,0,23,0,0,37,4,97.3,36,118.8,4,11.1,0,56,53,13.3,14,1.56,14.4,2,60,100,1,1,14.3,1,4,0,61.3,71.2,0,36,2.2,1,45,6,91.1,41,95,10,24.4,0,103,32,5.3,17.2,2.51
Sterling Shepard,10674,WR,NYG,10,83,0,21,0,-1.7,0,100,,0,0,0,0,0,0,88.7,45.6,0,8,0,0,30,3,90,27,88.9,3,11.1,0,16,21,7,5.3,0.59,11.2,6,69,50,5,10,6.5,2,20,0,83.9,76.1,3,36,0,0,195,29,94.4,184,80.3,42,22.8,2,348,116,4,12,1.89
Jason Witten,1384,TE,DAL,16,82,0,9,0,,0,,,0,0,,0,0,0,,38.7,0,0,34.6,9,26,0,61.5,16,0,0,0,0,0,0,,,0,8.2,0,79.1,55.6,5,9,5.6,2,16,1,73.1,61.6,0,33,0.4,1,226,34,93.4,211,114.1,43,20.4,2,330,70,2.1,9.7,1.56
Golden Tate,5585,WR,NYG,11,81,0,21,0,-2.2,0,83.3,,0,0,16.7,1,2,0,29.2,65.1,0,61,0,0,28,5,89.3,25,158.3,6,24,1,78,89,17.8,15.6,3.12,10.8,6,59.7,51.6,16,31,4.8,2,25,1,69.4,74.9,3,64,0,0,382,40,94.8,362,92.4,67,18.5,5,552,216,5.4,13.8,1.52
Anthony Miller,48160,WR,CHI,16,81,0,6,0,-2.9,1,88.9,,0,0,11.1,1,2,0,46.7,55.3,0,14,0,0,56,8,96.4,54,127.3,9,16.7,1,51,73,9.1,6.4,0.94,10.4,1,66.7,41.7,5,12,8.3,4,30,0,61.6,69.3,1,35,0,0,383,44,94.8,363,97.3,66,18.2,2,568,185,4.2,12.9,1.56
Greg Olsen,3647,TE,CAR,14,81,0,5,0,-6,0,100,,0,0,0,0,0,0,78.7,40.9,0,3,16.7,5,30,1,80,24,79.2,1,4.2,0,3,9,9,3,0.13,8.2,0,69.7,40,2,5,0,0,11,0,88.5,62.2,2,41,8.4,23,274,23,88.7,243,79.5,33,13.6,2,193,53,2.3,8.4,0.79
Darius Slayton,25578,WR,NYG,14,80,0,21,0,-4,0,100,,0,0,0,0,0,0,78.7,43.6,0,6,0,0,24,1,91.7,22,91.7,1,4.5,0,6,10,10,6,0.27,6.3,0,100,100,1,1,0,0,1,0,70.7,67.6,0,22,0,0,22,3,95.5,21,156.3,3,14.3,1,36,17,5.7,12,1.71
Mike Gesicki,47153,TE,MIA,16,80,0,17,0,,0,,,0,0,,0,0,0,,40.8,0,0,9.1,3,33,0,84.8,28,0,0,0,0,0,0,,,0,11.2,0,67.3,50,8,16,2.8,1,17,0,90,61.7,0,30,1,4,407,35,91.9,374,108,52,13.9,3,382,104,3,10.9,1.02
Randall Cobb,6216,WR,DAL,15,79,0,9,0,-2.5,2,87.5,,0,0,12.5,1,1,0,45.7,70.7,0,18,0,0,25,7,96,24,85.4,8,33.3,0,36,54,7.7,5.1,1.5,10.5,9,71.4,60,6,10,15.3,9,36,1,28.3,73.6,1,49,0.2,1,458,50,94.1,431,112.6,70,16.2,3,716,245,4.9,14.3,1.66
Dallas Goedert,47272,TE,PHI,15,78,0,24,0,-3.7,3,92.3,,0,0,0,0,8,1,92.4,94.8,0,21,18.8,9,48,12,77.1,37,105.1,13,35.1,0,120,162,13.5,10,3.24,9.1,2,79.3,50,1,2,11.5,3,12,1,52.1,72.1,1,28,0.6,1,158,23,93,147,112.1,29,19.7,2,256,95,4.1,11.1,1.74
Auden Tate,48192,WR,CIN,12,78,0,7,0,-2,1,100,,0,0,0,0,0,0,78.7,42.6,0,3,0,0,31,1,100,31,79.2,1,3.2,0,3,5,5,3,0.1,9.8,1,46.2,25,1,4,25,2,3,0,37.3,69.2,0,14,0,0,116,6,93.1,108,56.9,13,12,0,51,22,3.7,8.5,0.47
Deebo Samuel,48274,WR,SF,15,77,0,28,0,-3.5,2,82.4,0,0,1,12.5,2,4,1,40.3,65.3,0,38,0,0,62,14,91.9,57,94.1,17,29.8,0,112,167,11.9,8,1.96,3.4,6,87.5,66.7,2,3,4.5,1,8,0,29.7,64.7,0,42,1,1,104,21,89.4,93,138.2,24,25.8,2,252,202,9.6,12,2.71
James Washington,47792,WR,PIT,15,77,0,25,0,-0.3,0,75,0,0,1,0,0,1,0,88.7,57,0,13,2.1,1,48,3,93.8,45,92.7,4,8.9,0,27,28,9.3,9,0.6,16.4,0,50,50,2,4,12.5,1,4,0,63.6,65.2,0,44,0,0,118,7,96.6,114,75.3,14,12.3,0,106,26,3.7,15.1,0.93
Alex Erickson,11107,WR,CIN,16,76,0,7,0,-1,0,100,,0,0,0,0,3,0,88.7,82.2,0,12,4.3,1,23,3,91.3,21,116.7,3,14.3,0,36,39,13,12,1.71,7.1,1,60,60,3,5,7.7,1,6,1,64.8,63.8,0,48,0,0,127,12,92.9,118,81.5,20,16.9,0,141,70,5.8,11.8,1.19
Hunter Henry,10669,TE,LAC,12,74,0,27,0,,0,,,0,0,,0,0,0,,35.9,0,0,12.5,4,32,0,78.1,25,0,0,0,0,0,0,,,0,10.3,0,78.6,66.7,4,6,4.3,1,14,1,87.3,73.2,1,20,1.3,3,224,22,93.3,209,119.9,28,13.4,3,218,41,1.9,9.9,1.04
