player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Travis Kelce,7844,TE,KC,16,81,0,16,0,-1.6,3,100,,0,0,0,0,4,0,91.4,80.2,0,16,5.3,2,38,8,89.5,34,140.6,8,23.5,1,66,79,9.9,8.3,1.94,6.2,9,83.3,,0,0,0,0,18,1,86.1,82,0,21,0,0,164,25,95.1,156,118.6,30,19.2,1,294,169,6.8,11.8,1.88
Charles Clay,6326,TE,MIA,14,81,0,17,0,-3.5,2,100,,0,0,0,0,0,0,90.9,46.9,0,14,0,0,32,6,96.9,31,88.2,6,19.4,0,31,52,8.7,5.2,1,8.9,6,64.7,,0,0,4.3,1,14,0,76.8,74.3,0,27,1,2,196,22,93.9,184,86,34,18.5,0,245,100,4.5,11.1,1.33
Kenny Britt,4953,WR,SL,16,81,0,26,0,-2,0,100,,0,0,0,0,0,0,84.5,42.8,0,10,0,0,38,2,94.7,36,83.3,2,5.6,0,8,12,6,4,0.22,8.4,0,75,,0,0,14.3,1,3,0,49.5,67.8,1,33,0,0,57,6,89.5,51,60.4,8,15.7,0,68,18,3,11.3,1.33
Kenny Stills,7926,WR,NO,15,80,0,20,0,-2,0,100,,0,0,0,0,0,0,78.7,48.7,0,7,0,0,39,1,100,39,95.8,1,2.6,0,7,9,9,7,0.18,11.4,2,90.5,,0,0,5,1,14,0,75.1,73.3,0,69,0,0,85,19,97.6,83,150.5,21,25.3,2,294,92,4.8,15.5,3.54
Jermaine Gresham,5546,TE,CIN,15,77,0,7,0,-4,2,100,,0,0,0,0,3,0,91.1,91.4,0,16,25.5,12,47,7,72.3,34,98.8,7,20.6,0,54,82,11.7,7.7,1.59,10.7,0,50,,0,0,14.3,1,4,1,80.6,53.2,1,23,0,0,69,6,94.2,65,63.9,12,18.5,1,78,20,3.3,13,1.2
Allen Robinson II,8696,WR,JAX,10,76,0,15,0,-1.1,1,85.7,,0,0,0,0,0,0,90.9,45.8,0,7,0,0,46,6,97.8,45,79.2,7,15.6,0,17,26,4.3,2.8,0.38,12.3,2,88.9,,0,0,0,0,7,0,88.6,68.9,0,54,0,0,45,8,86.7,39,155.8,9,23.1,1,143,40,5,17.9,3.67
Percy Harvin,4945,WR,NYJ,13,76,0,22,0,-3.1,5,100,,0,0,0,0,4,1,92.7,85.8,0,14,0,0,31,15,93.5,29,81.4,15,51.7,0,53,100,6.7,3.5,1.83,5.9,2,68.8,,0,0,4.3,1,11,1,71.1,77.9,2,45,0,0,118,22,95.8,113,57.9,32,28.3,0,189,119,5.4,8.6,1.67
Owen Daniels,3043,TE,BLT,15,72,0,3,0,-4.3,0,100,,0,0,0,0,2,0,90.2,79.5,0,21,14.3,4,28,4,85.7,24,104.2,4,16.7,0,36,53,13.3,9,1.5,7.7,3,58.8,,0,0,0,0,5,0,67.4,73,1,29,2.4,2,84,10,94,79,51.6,17,21.5,0,102,26,2.6,10.2,1.29
Jerricho Cotchery,1829,WR,CAR,15,72,0,5,0,-0.7,0,100,,0,0,0,0,0,0,88.7,44.1,0,5,0,0,40,3,100,40,79.2,3,7.5,0,9,11,3.7,3,0.23,10.2,3,70.6,,0,0,7.7,3,22,0,78.7,68.6,1,47,0,0,351,36,96.3,338,96.8,51,15.1,1,459,183,5.1,12.8,1.36
Harry Douglas,4398,WR,ATL,12,72,0,2,0,-0.8,3,100,,0,0,0,0,3,0,90.9,86.8,0,41,0,0,33,6,97,32,118.8,6,18.8,0,96,101,16.8,16,3,9.5,1,67.5,,0,0,3.6,1,16,0,87.9,71,3,23,0.8,2,262,27,93.1,244,71.1,40,16.4,2,263,74,2.7,9.7,1.08
Shane Vereen,6208,HB,NE,16,71,0,19,0,-4.1,4,88.9,,0,0,0,0,2,0,92.8,95.2,0,16,4.4,2,45,16,93.3,42,81.3,18,42.9,0,63,128,8,3.9,1.5,3,1,66.7,,0,0,0,0,2,0,90.1,76.4,0,12,0,0,24,2,100,24,79.9,3,12.5,0,16,9,4.5,8,0.67
Nate Washington,2832,WR,TEN,16,71,0,31,0,-2,0,50,,0,0,0,0,0,0,78.7,42.2,0,1,0,0,31,1,100,31,56.3,2,6.5,0,1,3,3,1,0.03,13.2,1,58.3,,0,0,12.5,1,5,0,56.5,60.5,0,30,0,0,92,7,94.6,87,84.4,12,13.8,0,97,16,2.3,13.9,1.11
Taylor Gabriel,9002,WR,CLV,16,71,0,8,0,-2.9,2,92.9,,0,0,7.1,1,5,0,69.2,94.3,0,48,0,0,25,13,92,23,106.8,14,60.9,0,135,173,13.3,10.4,5.87,5.4,1,57.1,,0,0,11.1,1,4,0,41.4,67.4,1,48,0,0,80,8,91.3,73,48.5,14,19.2,0,96,124,15.5,12,1.32
Hakeem Nicks,4952,WR,IND,16,68,0,14,0,-3,1,100,,0,0,0,0,0,0,91.1,50.3,0,8,0,0,35,7,100,35,80.4,7,20,0,23,44,6.3,3.3,0.66,1.3,0,62.5,,0,0,16.7,1,1,0,55.4,53.7,0,10,0,0,30,5,93.3,28,68.8,8,28.6,0,28,37,7.4,5.6,1
Andre Roberts,5612,WR,WAS,16,68,0,32,0,-2.2,0,100,,0,0,0,0,1,0,90.6,49.7,0,22,0,0,53,5,94.3,50,100.8,5,10,0,41,52,10.4,8.2,0.82,10.3,3,51,,0,0,21.2,7,21,1,39.4,61.2,5,61,0.3,1,347,26,94.2,327,46,51,15.6,2,342,177,6.8,13.2,1.05
Miles Austin,3211,WR,CLV,12,67,0,8,0,,0,,,0,0,,0,0,0,,42,0,0,0,0,23,0,100,23,0,0,0,0,0,0,,,0,11.2,0,76.9,,0,0,0,0,7,0,57.9,72.5,0,30,0,0,83,10,94,78,134.1,13,16.7,1,132,39,3.9,13.2,1.69
Scott Chandler,3745,TE,BUF,16,67,0,4,0,0,0,100,,0,0,0,0,0,0,78.7,30.3,0,-1,30.4,14,46,1,65.2,30,79.2,1,3.3,0,-1,-1,-1,-1,-0.03,11.3,0,53.3,,0,0,11.1,1,5,0,43.1,53,1,24,0,0,109,8,95.4,104,71.8,15,14.4,1,111,27,3.4,13.9,1.07
Justin Hunter,7815,WR,TEN,12,66,0,31,0,,0,,,0,0,,0,0,0,,43,0,0,0,0,23,0,100,23,0,0,0,0,0,0,,,0,19.2,1,70,,0,0,12.5,1,5,0,28.5,61.2,0,75,0,0,68,7,98.5,67,145.8,10,14.9,1,189,66,9.4,27,2.82
Jeremy Kerley,6305,WR,NYJ,16,65,0,22,0,-2.5,0,100,,0,0,0,0,1,0,90.9,61.9,0,11,0,0,41,6,97.6,40,84,6,15,0,25,40,6.7,4.2,0.63,9.3,3,63.3,,0,0,3.1,1,15,0,44.6,56.1,2,33,0,0,347,31,94.2,327,74.2,49,15,1,348,137,4.4,11.2,1.06
Jordan Reed,7866,TE,WAS,11,65,0,32,0,-2.8,1,100,,0,0,0,0,2,1,90.6,39.3,0,12,10.7,3,28,5,85.7,24,100.8,5,20.8,0,41,55,11,8.2,1.71,2.8,3,85.7,,0,0,5.3,1,6,1,78.3,68.2,1,16,0,0,94,18,96.8,91,73,21,23.1,0,132,90,5,7.3,1.45
Brandin Cooks,8655,WR,NO,10,65,0,20,0,-3,1,100,,0,0,0,0,2,0,92.1,60.9,0,19,0,0,41,12,100,41,84.4,12,29.3,0,51,87,7.3,4.3,1.24,8.5,2,77.3,,0,0,0,0,9,0,91,63.7,1,32,0,0,113,17,92,104,94.7,22,21.2,1,169,40,2.4,9.9,1.63
Wes Welker,2204,WR,DEN,14,64,0,10,0,-0.3,2,100,,0,0,0,0,2,0,91.1,62.4,0,15,0,0,51,7,94.1,48,93.5,7,14.6,0,45,47,6.7,6.4,0.94,6.8,2,75,,0,0,4.5,2,20,0,90.2,61.6,3,39,0,0,446,42,93.5,417,84.6,56,13.4,2,409,165,3.9,9.7,0.98
Jermaine Kearse,7428,WR,SEA,15,64,0,29,0,-2.5,2,100,,0,0,0,0,1,0,90.9,58.6,0,9,0,0,47,6,95.7,45,91,6,13.3,0,35,50,8.3,5.8,0.78,11.6,1,58.1,,0,0,0,0,11,0,79.7,63.1,0,60,1.4,3,209,18,94.3,197,100.3,31,15.7,1,291,140,7.8,16.2,1.48
Andre Ellington,7968,HB,ARZ,12,62,0,1,0,-5.3,0,91.7,,0,0,8.3,1,3,0,64.7,80.5,0,20,20.5,8,39,11,71.8,28,85.1,12,42.9,0,53,109,9.9,4.8,1.89,1.8,2,83.3,,0,0,16.7,1,1,0,29.4,60,0,37,0,0,27,5,88.9,24,101.4,6,25,0,50,42,8.4,10,2.08
Terrance Williams,7855,WR,DAL,16,62,0,9,0,-4,0,100,,0,0,0,0,0,0,78.7,52.4,0,4,0,0,30,1,93.3,28,83.3,1,3.6,0,4,8,8,4,0.14,10.7,0,66.7,,0,0,0,0,2,0,58.8,60.8,0,28,0,0,23,2,95.7,22,109.7,3,13.6,0,46,11,5.5,23,2.09
DeMarco Murray,6223,HB,DAL,16,62,0,9,0,-3.5,6,85.7,,0,0,7.7,1,4,0,64.7,95.2,0,23,4.2,1,24,12,91.7,22,95.8,14,63.6,0,98,140,11.7,8.2,4.45,0,2,100,,0,0,0,0,0,0,77.1,71.8,0,10,8.3,1,12,1,75,9,108.3,1,11.1,0,10,10,10,10,1.11
Brian Hartline,5031,WR,MIA,16,62,0,17,0,,0,,,0,0,,0,0,0,78.7,47.9,0,0,0,0,39,0,92.3,36,0,0,0,0,0,0,,,0,10.4,0,61.5,,0,0,11.1,1,7,0,72.6,64.8,0,35,0,0,71,8,94.4,67,124.5,13,19.4,1,142,70,8.8,17.8,2.12
Davante Adams,8688,WR,GB,16,62,0,12,0,0.5,0,100,,0,0,0,0,1,0,84.5,53.3,0,8,0,0,32,2,96.9,31,87.5,2,6.5,0,10,9,4.5,5,0.32,4,0,100,,0,0,0,0,1,0,49.9,60.2,0,14,0,0,36,3,97.2,35,106.9,3,8.6,0,29,17,5.7,9.7,0.83
Marqise Lee,8674,WR,JAX,13,61,0,15,0,-2.2,1,77.8,,0,0,0,0,1,0,91.1,56.5,0,6,0,0,38,7,97.4,37,79.2,9,24.3,0,17,34,4.9,2.4,0.46,2.9,3,66.7,,0,0,5.3,1,7,0,46.8,61.6,1,18,0,0,149,18,94,140,61.8,27,19.3,0,127,90,5,7.1,0.91
Julius Thomas,6281,TE,DEN,13,60,0,10,0,-3,0,100,,0,0,0,0,2,1,84.5,29.6,0,10,23.9,11,46,2,69.6,32,133.3,2,6.3,1,13,19,9.5,6.5,0.41,5.6,0,85.7,,0,0,0,0,4,1,62.6,73.1,0,13,1.8,1,56,6,91.1,51,134.8,7,13.7,1,48,21,3.5,8,0.94
Darren Sproles,2347,HB,PHI,15,60,0,24,0,-4.3,4,87.5,,0,0,12.5,2,7,0,32.5,97.5,0,51,3.2,1,31,14,96.8,30,103.6,16,53.3,0,142,202,14.4,10.1,4.73,-1.9,0,90,,0,0,10,1,6,0,56,86.8,0,18,0,0,22,9,100,22,101.3,10,45.5,0,83,99,11,9.2,3.77
Jarius Wright,7118,WR,MIN,16,60,0,18,0,-2.1,4,93.8,,0,0,6.3,1,5,0,75.2,93.4,0,87,0,0,38,15,97.4,37,138.5,16,43.2,1,196,225,15,13.1,5.3,10.4,1,80,,0,0,11.1,1,5,0,56.9,73.7,0,35,0,0,90,8,94.4,85,118.8,10,11.8,0,130,36,4.5,16.3,1.53
Jason Avant,3054,WR,KC,16,58,0,16,0,-1.2,2,90,,0,0,0,0,3,0,91.6,80.9,0,12,0,0,35,9,91.4,32,88.8,10,31.3,0,53,63,7,5.9,1.66,6.7,0,57.7,,0,0,21.1,4,8,0,46.1,56.6,0,19,0,0,157,15,96.2,151,70.2,26,17.2,0,125,67,4.5,8.3,0.83
Chris Hogan,6468,WR,BUF,13,58,0,4,0,-3.3,1,100,,0,0,0,0,0,0,88.7,43.6,0,6,0,0,35,3,91.4,32,84.7,3,9.4,0,13,23,7.7,4.3,0.41,8.3,4,67.4,,0,0,3.3,1,15,1,76.2,65.1,1,31,0,0,262,29,94.3,247,108.7,43,17.4,4,300,142,4.9,10.3,1.21
Matt Asiata,6432,HB,MIN,15,58,0,18,0,-5.6,0,80,,0,0,11.1,1,2,0,45.7,50.8,0,18,34.4,11,32,8,65.6,21,85.8,10,47.6,0,46,91,11.4,5.8,2.19,3,0,50,,0,0,0,0,0,0,30.1,44,0,9,0,0,7,1,100,7,62.5,2,28.6,0,9,6,6,9,1.29
Cordarrelle Patterson,7810,WR,MIN,15,58,0,18,0,-1.9,1,57.1,,0,0,20,1,2,0,28.1,60.4,0,28,0,0,36,4,100,36,75.9,7,19.4,0,44,51,12.8,11,1.22,4.8,1,80,,0,0,0,0,6,0,67.6,64.1,1,26,0,0,56,8,94.6,53,105.4,10,18.9,1,108,85,10.6,13.5,2.04
Devin Hester,3002,WR,ATL,16,57,0,2,0,-0.8,2,100,,0,0,0,0,2,1,91.6,58.9,0,46,0,0,32,8,93.8,30,158.3,8,26.7,1,123,129,16.1,15.4,4.1,7.8,1,68.3,,0,0,9.7,3,15,1,64.8,65.6,1,46,0,0,237,28,94.9,225,93.1,41,18.2,1,356,171,6.1,12.7,1.58
Preston Parker,5950,WR,NYG,15,56,0,21,0,2,0,100,,0,0,0,0,0,0,88.7,43.7,0,10,0,0,41,2,92.7,38,100,2,5.3,0,16,12,6,8,0.42,8.5,1,63.3,,0,0,13.6,3,11,0,59.6,62.4,2,42,0,0,297,19,94.9,282,66.7,30,10.6,1,205,52,2.7,10.8,0.73
Arian Foster,5398,HB,HST,13,56,0,13,0,-5.5,1,84.6,,0,0,8.3,1,1,0,60.6,73,0,11,15.2,5,33,11,84.8,28,104.8,13,46.4,1,32,90,8.2,2.9,1.14,3.8,1,70,,0,0,0,0,3,0,53.7,64.6,0,10,0,0,41,7,97.6,40,122.9,10,25,2,55,33,4.7,7.9,1.38
Justin Forsett,4547,HB,BLT,16,56,0,3,0,-4.5,6,92.3,,0,0,0,0,4,0,92.1,97.9,0,17,7.4,2,27,12,92.6,25,89.1,13,52,0,70,126,10.5,5.8,2.8,0,1,50,,0,0,50,1,1,0,71.1,61.6,0,21,5,1,20,1,90,18,87.5,2,11.1,0,21,21,21,21,1.17
Giovani Bernard,7818,HB,CIN,13,55,0,7,0,-4.1,2,80,,0,0,0,0,4,0,92.3,97.5,1,46,3.2,1,31,12,93.5,29,68.6,15,51.7,0,107,158,13.2,8.9,3.69,1.1,2,75,,0,0,0,0,5,0,88.4,90.4,0,22,0,0,22,6,90.9,20,152.6,8,40,2,93,82,13.7,15.5,4.65
Charles Johnson,7998,WR,MIN,11,55,0,18,0,-0.5,2,100,,0,0,0,0,3,0,90.2,84.4,0,24,0,0,19,4,94.7,18,118.8,4,22.2,0,50,52,13,12.5,2.78,18.7,0,50,,0,0,0,0,3,0,87,71.2,1,40,0,0,44,3,95.5,42,56.3,6,14.3,0,81,45,15,27,1.93
Marcel Reece,4702,FB,OAK,15,54,0,23,0,-2.3,0,100,,0,0,0,0,1,0,90.2,86.9,0,11,6.3,1,16,4,87.5,14,84.4,4,28.6,0,17,26,6.5,4.3,1.21,4,0,61.5,,0,0,11.1,1,1,0,44.7,52,0,14,0,0,80,8,93.8,75,67.5,13,17.3,0,44,24,3,5.5,0.59
Louis Murphy Jr.,5048,WR,TB,11,53,0,30,0,-2.5,0,100,,0,0,0,0,0,0,90.2,49.5,0,4,0,0,27,2,92.6,25,83.3,2,8,0,8,13,6.5,4,0.32,12.1,4,51.7,,0,0,11.8,2,7,0,37.7,57.3,1,54,0,0,204,15,93.1,190,70.5,29,15.3,1,196,88,5.9,13.1,1.03
Reggie Bush,2947,HB,DET,11,52,0,11,0,-3.8,5,88.2,,0,0,6.3,1,5,0,75.2,98.1,0,28,6.9,2,29,15,89.7,26,89.5,17,65.4,0,93,150,10,6.2,3.58,2.9,1,58.3,,0,0,22.2,2,3,0,71,73.7,1,12,0,0,36,7,97.2,35,30.6,12,34.3,0,42,32,4.6,6,1.2
Jace Amaro,8684,TE,NYJ,14,52,0,22,0,-2.3,0,100,,0,0,0,0,0,0,90.2,49.7,0,4,9.5,2,21,4,90.5,19,79.2,4,21.1,0,11,20,5,2.8,0.58,8,3,71.9,,0,0,14.8,4,12,0,54.6,70.8,1,43,1.3,2,152,23,95.4,145,89.5,32,22.1,1,231,104,4.5,10,1.59
Jamaal Charles,4387,HB,KC,15,52,0,16,0,-5.2,7,73.7,,0,0,17.6,3,5,0,26.9,62.4,0,16,2.2,1,46,14,91.3,42,93.5,19,45.2,1,55,135,9.6,3.9,1.31,0,0,50,,0,0,50,1,0,0,29.9,50.9,0,11,0,0,9,1,100,9,66.7,2,22.2,0,11,8,8,11,1.22
Niles Paul,6307,TE,WAS,16,51,0,32,0,0,0,100,,0,0,0,0,0,0,78.7,36.3,0,5,8.1,3,37,1,91.9,34,87.5,1,2.9,0,5,5,5,5,0.15,17.2,0,66.7,,0,0,25,2,5,1,45.1,55.9,0,48,0,0,75,6,93.3,70,109.7,9,12.9,0,139,53,8.8,23.2,1.99
Eddie Lacy,7842,HB,GB,16,50,0,12,0,-3.2,4,90,,0,0,0,0,5,0,91.8,99.9,0,67,14.8,4,27,9,81.5,22,152.1,10,45.5,1,170,198,22,18.9,7.73,20,0,0,,0,0,,0,0,0,90,83.3,0,0,0,0,6,0,100,6,39.6,1,16.7,0,0,0,,,0
Pierre Thomas,4080,HB,NO,11,50,0,20,0,-5.2,10,90.9,,0,0,0,0,4,0,93.1,99.9,0,39,6.5,2,31,20,93.5,29,96.8,22,75.9,0,159,266,13.3,8,5.48,8,0,100,,0,0,0,0,1,0,90.5,91.2,0,12,0,0,4,1,75,3,116.7,1,33.3,0,12,4,4,12,4
Steve Johnson,4538,WR,SF,13,49,0,28,0,,0,,,0,0,,0,0,0,,46.8,0,0,0,0,10,0,100,10,0,0,0,0,0,0,,,0,7.2,2,94.4,,0,0,0,0,12,0,87.6,88.1,1,32,0,0,73,17,93.2,68,110,18,26.5,1,207,98,5.8,12.2,3.04
Levine Toilolo,7915,TE,ATL,16,49,0,2,0,,0,,,0,0,,0,0,0,,32.2,0,0,6.8,4,59,0,91.5,54,0,0,0,0,0,0,,,0,7.5,0,58.6,,0,0,15,3,8,1,28.2,41.6,1,20,4.4,13,296,17,91.9,272,59.6,29,10.7,0,160,42,2.5,9.4,0.59
John Carlson,4352,TE,ARZ,16,49,0,1,0,-3.3,0,33.3,,0,0,66.7,2,1,0,22.9,25.1,0,14,28.6,12,42,1,64.3,27,49.3,3,11.1,0,14,17,17,14,0.52,13,0,50,,0,0,0,0,1,0,65,50.2,1,11,0,0,56,2,92.9,52,62.5,4,7.7,1,18,1,0.5,9,0.35
Benny Cunningham,8283,HB,SL,16,49,0,26,0,-3.9,1,90.9,,0,0,0,0,3,0,91.8,95.7,0,19,10,2,20,10,90,18,90.9,11,61.1,0,64,103,10.3,6.4,3.56,4.3,0,66.7,,0,0,0,0,0,0,91.2,76.9,0,11,0,0,11,2,100,11,82.6,3,27.3,0,18,9,4.5,9,1.64
Lamar Miller,7097,HB,MIA,16,48,0,17,0,-3.1,0,87.5,,0,0,0,0,3,0,91.4,90.7,0,12,6.7,2,30,7,86.7,26,82.8,8,30.8,0,31,52,7.4,4.4,1.19,2,0,100,,0,0,0,0,1,0,29.9,37.7,0,18,0,0,27,3,96.3,26,109.7,3,11.5,0,31,25,8.3,10.3,1.19
Cole Beasley,7330,WR,DAL,16,48,0,9,0,-2,0,100,,0,0,0,0,1,0,90.2,61,0,16,0,0,22,3,95.5,21,108.3,3,14.3,0,30,36,12,10,1.43,7.3,7,72.5,,0,0,0,0,22,2,89.1,68.4,0,45,0,0,297,29,94.6,281,131.5,40,14.2,4,342,183,6.3,11.8,1.22
Martavis Bryant,8753,WR,PIT,10,48,0,25,0,-1.7,0,100,,0,0,0,0,2,0,91.1,87.6,0,21,0,0,17,7,100,17,141.4,7,41.2,1,59,71,10.1,8.4,3.47,23,0,60,,0,0,0,0,3,0,41.2,68.6,0,44,0,0,31,3,96.8,30,143.8,5,16.7,1,82,20,6.7,27.3,2.73
Dwayne Allen,7066,TE,IND,13,47,0,14,0,-2,0,100,,0,0,0,0,1,0,78.7,42.3,0,11,8.7,2,23,1,87,20,112.5,1,5,0,11,13,13,11,0.55,10.7,0,61.9,,0,0,13.3,2,13,1,49.2,67.3,0,35,0.8,1,133,13,93.2,124,108.2,21,16.9,1,195,48,3.7,15,1.57
Joique Bell,5797,HB,DET,15,47,0,11,0,-3.9,5,90.9,,0,0,0,0,5,0,92,99.9,0,27,10,3,30,10,80,24,117.4,11,45.8,0,134,172,17.2,13.4,5.58,,0,,,0,0,,0,0,0,43.2,64.5,0,0,0,0,10,0,90,9,0,0,0,0,0,0,,,0
Brent Celek,3778,TE,PHI,16,47,0,24,0,-6.7,0,66.7,,0,0,0,0,0,0,90.1,34.2,0,6,15.5,9,58,2,82.8,48,70.1,3,6.3,0,5,17,8.5,2.5,0.1,11.1,0,66.7,,0,0,0,0,5,0,90.1,62.5,1,23,1.4,1,72,6,94.4,68,59.3,9,13.2,0,89,25,4.2,14.8,1.31
Brandon Gibson,5118,WR,MIA,14,47,0,17,0,-3.5,0,50,,0,0,50,1,1,0,24.2,43.8,0,17,0,0,22,1,100,22,79.2,2,9.1,0,17,21,21,17,0.77,7.2,1,64.7,,0,0,15.4,2,5,1,51.4,57.1,1,40,0,0,136,11,97.1,132,61.6,17,12.9,0,123,65,5.9,11.2,0.93
Vernon Davis,2951,TE,SF,14,47,0,28,0,,0,,,0,0,,0,0,0,,62.6,0,0,16.7,3,18,0,83.3,15,0,0,0,0,0,0,,,0,11.6,1,48.1,,0,0,31.6,6,5,0,26.8,42.2,1,14,1,2,209,13,90.4,189,44.1,27,14.3,0,112,16,1.2,8.6,0.59
Donte Moncrief,8725,WR,IND,16,46,0,14,0,-1.6,1,100,,0,0,0,0,1,0,90.6,77.8,0,21,0,0,25,5,100,25,98.3,5,20,0,38,46,9.2,7.6,1.52,7.7,2,85.7,,0,0,0,0,5,0,78.4,79.8,0,48,0,0,65,12,98.5,64,129.2,14,21.9,1,130,77,6.4,10.8,2.03
Kenbrell Thompkins,8126,WR,OAK,13,46,0,23,0,-2,0,0,,0,0,100,1,0,0,21.6,30.8,0,0,0,0,20,0,100,20,39.6,1,5,0,0,0,,,0,11.6,2,25,,0,0,25,1,3,0,29.9,56.3,0,18,0,0,57,3,96.5,55,39.6,12,21.8,0,32,16,5.3,10.7,0.58
Theo Riddick,7980,HB,DET,13,46,0,11,0,-3.8,6,100,,0,0,0,0,3,0,92.1,99.9,0,41,6.7,1,15,12,93.3,14,111.8,12,85.7,0,130,175,14.6,10.8,9.29,5.1,3,57.1,,0,0,11.1,1,3,0,65.8,90.1,0,16,0,0,32,8,87.5,28,70.2,14,50,0,69,48,6,8.6,2.46
Damaris Johnson,7530,WR,HST,16,46,0,13,0,-4.1,5,81.8,,0,0,10,1,2,0,52.2,72,0,34,0,0,33,9,100,33,88.3,11,33.3,0,57,94,10.4,6.3,1.73,7.6,5,62.2,,0,0,17.9,5,13,1,28.7,49.7,0,44,0,0,305,23,95.1,290,95.7,37,12.8,1,291,135,5.9,12.7,1
Travis Benjamin,7100,WR,CLV,16,46,0,8,0,-2.5,0,50,,0,0,50,1,0,0,24.1,32.3,0,9,0,0,21,1,95.2,20,62.5,2,10,0,9,12,12,9,0.45,11.2,0,50,,0,0,25,1,2,0,25,57.2,0,31,0,0,36,3,97.2,35,113.2,6,17.1,1,43,7,2.3,14.3,1.23
Eric Ebron,8645,TE,DET,13,46,0,11,0,,0,,,0,0,,0,0,0,,36.9,0,0,0,0,26,0,96.2,25,0,0,0,0,0,0,,,0,9.1,2,57.9,,0,0,8.3,1,7,0,63.9,55.2,0,17,0,0,153,11,96.7,148,92.7,19,12.8,1,113,36,3.3,10.3,0.76
Ahmad Bradshaw,3866,HB,IND,10,46,0,14,0,-4,6,81.8,,0,0,18.2,2,6,0,27.5,91.7,0,17,0,0,17,9,100,17,95.1,11,64.7,0,75,109,12.1,8.3,4.41,6,0,100,,0,0,0,0,1,0,60.6,79.6,0,18,0,0,9,2,100,9,112.5,2,22.2,0,22,10,5,11,2.44
Josh Gordon,7618,WR,CLV,5,44,0,8,0,-2,0,85.7,,0,0,0,0,4,0,91.1,95.3,0,22,0,0,15,6,93.3,14,107.7,7,50,0,69,85,14.2,11.5,4.93,7.8,0,75,,0,0,0,0,1,0,43.1,69.7,0,22,0,0,14,3,92.9,13,105.2,4,30.8,0,39,40,13.3,13,3
Darren McFadden,4318,HB,OAK,16,44,0,23,0,-3.7,1,91.7,,0,0,0,0,2,0,92,91.3,0,23,7.1,2,28,11,89.3,25,91,12,48,0,70,111,10.1,6.4,2.8,-0.7,0,66.7,,0,0,0,0,0,0,68.5,56.6,0,6,0,0,8,2,100,8,70.1,3,37.5,0,6,11,5.5,3,0.75
Roy Helu,6257,HB,WAS,14,44,0,32,0,-3.7,2,100,,0,0,0,0,5,0,92.5,96.5,0,55,3.1,1,32,14,90.6,29,114.3,14,48.3,0,160,212,15.1,11.4,5.52,-2,0,100,,0,0,0,0,0,0,81.5,62.7,0,1,0,0,3,1,66.7,2,79.2,1,50,0,1,3,3,1,0.5
Branden Oliver,9286,HB,SD,14,44,0,27,0,-3.8,5,100,,0,0,0,0,4,0,92.6,95.5,0,20,4,1,25,14,96,24,92.3,14,58.3,0,86,139,9.9,6.1,3.58,-2.3,0,100,,0,0,0,0,1,0,91,90.4,0,16,0,0,8,3,100,8,84.7,3,37.5,0,13,20,6.7,4.3,1.63
Stedman Bailey,7873,WR,SL,14,43,0,26,0,-1,1,100,,0,0,0,0,1,0,84.5,68.9,0,26,0,0,34,2,94.1,32,118.8,2,6.3,0,34,36,18,17,1.06,7.5,6,85.7,,0,0,14.3,3,10,0,65.1,71.8,0,38,0,0,136,18,93.4,127,132.7,21,16.5,1,253,121,6.7,14.1,1.99
Tavon Austin,7789,WR,SL,15,43,0,26,0,-3,4,91.7,,0,0,8.3,1,5,0,64.7,87.8,1,17,0,0,41,11,97.6,40,60.4,12,30,0,82,116,10.5,7.5,2.05,4,5,65,,0,0,13.3,2,7,0,56.2,53.5,0,17,0,0,187,13,92,172,76,20,11.6,0,95,76,5.8,7.3,0.55
Jeff Cumberland,5861,TE,NYJ,16,43,0,22,0,-4.5,0,100,,0,0,0,0,0,0,84.5,37.2,0,3,27,10,37,2,73,27,79.2,2,7.4,0,3,12,6,1.5,0.11,9.8,0,30.8,,0,0,33.3,2,2,0,29.8,41,1,28,17.2,35,203,4,78.3,159,13.6,13,8.2,0,56,31,7.8,14,0.35
