player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Alshon Jeffery,7048,WR,CHI,16,135,0,6,0,-2,2,95.7,,0,0,0,0,10,0,93.3,89,0,25,0,0,79,22,98.7,78,122.8,23,29.5,2,150,195,8.9,6.8,1.92,10,1,61.1,,0,0,8.3,1,6,0,66.5,76.2,0,19,0,0,134,11,91.8,123,113.4,18,14.6,2,101,42,3.8,9.2,0.82
Dez Bryant,5549,WR,DAL,16,135,0,9,0,-3.5,0,50,,0,0,50,1,0,0,24.1,33.2,0,3,0,0,36,1,94.4,34,56.3,2,5.9,0,3,7,7,3,0.09,13.4,2,88.9,,0,0,0,0,13,0,73.8,89.7,0,44,0,0,83,16,94,78,137.3,18,23.1,1,249,78,4.9,15.6,3.19
Steve Smith,837,WR,BLT,16,130,0,3,0,-1.2,2,83.3,,0,0,0,0,2,0,90.9,80.3,0,49,0,0,32,5,96.9,31,116,6,19.4,0,71,75,15,14.2,2.29,10.4,4,55.6,,0,0,23.1,3,8,0,55,77.7,1,24,0,0,83,10,92.8,77,70.6,18,23.4,1,116,56,5.6,11.6,1.51
Odell Beckham Jr.,8647,WR,NYG,12,129,0,21,0,-1.7,0,92.9,,0,0,0,0,1,0,92.3,53.4,0,22,0,0,43,13,95.3,41,95.2,14,34.1,0,96,118,9.1,7.4,2.34,9,6,77.8,,0,0,0,0,13,0,90.4,91.2,1,80,0,0,104,21,94.2,98,136.4,27,27.6,3,312,157,7.5,14.9,3.18
Martellus Bennett,4375,TE,CHI,16,125,0,6,0,-0.5,0,50,,0,0,50,1,0,0,24.6,29.5,0,3,18.8,15,80,1,80,64,56.3,2,3.1,0,3,3,3,3,0.05,8,11,68.2,,0,0,6.3,3,22,0,52.1,79.1,5,37,0.7,2,294,45,92.5,272,63.5,66,24.3,1,493,201,4.5,11,1.81
Randall Cobb,6216,WR,GB,16,125,0,12,0,-0.5,2,100,,0,0,0,0,2,0,91.4,70.9,0,18,0,0,39,8,97.4,38,93.8,8,21.1,0,52,56,7,6.5,1.37,9.5,14,70.8,,0,0,9.6,8,59,0,47.6,84.9,1,70,0,0,535,75,93.6,501,136.8,106,21.2,12,1067,493,6.6,14.2,2.13
Calvin Johnson,3618,WR,DET,13,124,0,11,0,,0,,,0,0,,0,0,0,,37.9,0,0,0,0,42,0,97.6,41,0,0,0,0,0,0,,,0,16.8,0,55,,0,0,8.3,1,8,0,58.5,87.4,0,25,0,0,73,11,97.3,71,123.8,20,28.2,3,174,35,3.2,15.8,2.45
Rob Gronkowski,5567,TE,NE,15,124,0,19,0,-6,1,100,,0,0,0,0,0,0,84.5,56,0,10,46.7,21,45,2,53.3,24,79.2,2,8.3,0,4,16,8,2,0.17,11.2,11,58.5,,0,0,16.2,6,24,0,46.6,92.6,1,46,6.1,14,229,31,87.8,201,108,53,26.4,4,507,214,6.9,16.4,2.52
Julian Edelman,5156,WR,NE,14,124,0,19,0,-3.1,5,93.3,,0,0,6.7,1,4,2,71.9,63.3,0,17,0,0,53,14,98.1,52,90.6,15,28.8,0,86,130,9.3,6.1,1.65,7.6,1,66.7,,0,0,11.6,5,20,0,54.9,75.4,1,17,0,0,219,38,92.7,203,81.3,57,28.1,1,343,127,3.3,9,1.69
Sammy Watkins,8639,WR,BUF,16,124,0,4,0,-3,0,100,,0,0,0,0,1,0,88.7,40,0,5,0,0,57,3,93,53,84.7,3,5.7,0,13,22,7.3,4.3,0.25,8.4,0,45.5,,0,0,0,0,2,0,75.7,68.2,0,21,0,0,45,5,93.3,42,56.3,11,26.2,0,43,42,8.4,8.6,1.02
T.Y. Hilton,7092,WR,IND,15,123,0,14,0,-0.8,1,80,,0,0,0,0,0,0,90.2,44.9,0,6,0,0,38,4,97.4,37,79.2,5,13.5,0,10,11,2.8,2.5,0.27,11.6,1,64.7,,0,0,8.3,3,26,1,63.1,81.7,2,46,0,0,248,33,92.3,229,90.4,51,22.3,2,461,132,4,14,2.01
Roddy White,2244,WR,ATL,14,122,0,2,0,-0.5,0,0,,0,0,100,1,0,0,21.7,30.4,0,0,0,0,63,0,95.2,60,39.6,2,3.3,0,0,0,,,0,11.6,0,65.6,,0,0,8.7,2,15,1,62.2,71.5,1,39,0,0,162,21,93.2,151,108.5,32,21.2,3,257,52,2.5,12.2,1.7
Rueben Randle,7065,WR,NYG,16,122,0,21,0,-1,0,100,,0,0,0,0,1,0,84.5,46.2,0,10,0,0,56,1,94.6,53,108.3,1,1.9,0,10,11,11,10,0.19,6.2,2,100,,0,0,0,0,3,0,75.7,77.8,0,26,0,0,31,5,96.8,30,148.8,5,16.7,1,51,20,4,10.2,1.7
Anquan Boldin,1369,WR,SF,16,121,0,28,0,-0.7,1,66.7,,0,0,0,0,0,0,84.5,58.3,0,7,0,0,24,2,100,24,70.1,3,12.5,0,6,8,4,3,0.25,9.3,8,72.9,,0,0,8.9,5,33,0,76.6,78.6,1,30,0,0,370,51,93,344,98.5,70,20.3,1,620,185,3.6,12.2,1.8
Jimmy Graham,5619,TE,NO,16,121,0,20,0,,0,,,0,0,,0,0,0,,37.8,0,0,15,6,40,0,85,34,0,0,0,0,0,0,,,0,8.7,3,68.8,,0,0,8.3,4,28,2,55.9,70.4,2,22,0.4,1,247,44,95.1,235,95.9,64,27.2,4,441,137,3.1,10,1.88
Greg Olsen,3647,TE,CAR,16,121,0,5,0,-4.3,0,66.7,,0,0,0,0,0,1,84.5,27.6,0,5,17.6,9,51,2,80.4,41,70.1,3,7.3,0,3,11,5.5,1.5,0.07,7.5,1,69.2,,0,0,5.3,2,20,0,89.5,75.7,3,20,5,15,302,36,91.1,275,70.1,52,18.9,1,349,105,2.9,9.7,1.27
DeAndre Hopkins,7808,WR,HST,16,120,0,13,0,-2.8,0,75,,0,0,25,1,0,0,27,41.1,0,9,0,0,53,3,98.1,52,77.1,4,7.7,0,7,15,5,2.3,0.13,8.7,3,78.8,,0,0,0,0,17,1,90.4,82.2,0,76,0,0,174,26,92.5,161,142.8,33,20.5,3,363,157,6,14,2.25
Matt Forte,4358,HB,CHI,16,118,0,6,0,-3.1,8,91.7,,0,0,2.9,1,9,0,92.6,98,0,56,10,8,80,33,88.8,71,110.2,36,50.7,1,296,404,12.2,9,4.17,5,0,75,,0,0,0,0,0,1,86.8,66.1,0,21,0,0,19,3,100,19,102.1,4,21.1,0,36,38,12.7,12,1.89
Mike Evans,8642,WR,TB,15,116,0,30,0,-4,0,100,,0,0,0,0,0,0,78.7,42.5,0,1,0,0,38,1,94.7,36,79.2,1,2.8,0,1,5,5,1,0.03,14.7,1,50,,0,0,0,0,7,0,85.2,82.2,0,56,0,0,151,10,92.1,139,119.8,20,14.4,2,205,59,5.9,20.5,1.47
Brandon LaFell,5602,WR,NE,16,114,0,19,0,-2.6,2,77.8,,0,0,0,0,2,0,91.1,63,0,37,0,0,52,7,98.1,51,105.6,9,17.6,0,84,99,14.1,12,1.65,10.3,0,76.9,,0,0,9.1,1,6,0,90.1,69.6,0,26,1,1,96,10,92.7,89,104.6,13,14.6,0,120,25,2.5,12,1.35
Keenan Allen,7857,WR,SD,14,112,0,27,0,-0.9,3,100,,0,0,0,0,3,0,91.8,79.7,0,29,0,0,43,10,100,43,143.8,10,23.3,2,90,99,9.9,9,2.09,7.4,1,75,,0,0,0,0,7,0,84.8,74,1,29,0,0,80,9,92.5,74,105.2,12,16.2,2,103,58,6.4,11.4,1.39
Eric Decker,5611,WR,NYJ,15,110,0,22,0,-0.7,2,90,,0,0,10,1,4,0,52.2,70.6,0,22,0,0,51,9,98,50,101.3,10,20,0,83,90,10,9.2,1.66,7.8,1,70,,0,0,12.5,1,6,0,55.1,74.8,1,74,0,0,73,7,93.2,68,106.3,10,14.7,1,159,106,15.1,22.7,2.34
Reggie Wayne,800,WR,IND,15,110,0,14,0,-1.6,0,100,,0,0,0,0,3,0,91.1,53.1,0,11,0,0,45,7,97.8,44,80.4,7,15.9,0,23,34,4.9,3.3,0.52,10.3,2,59.2,,0,0,8.7,4,27,0,56.9,65.1,4,80,0,0,368,42,95.1,350,64.8,71,20.3,1,549,213,5.1,13.1,1.57
A.J. Green,6156,WR,CIN,13,109,0,7,0,0.5,1,100,,0,0,0,0,1,0,84.5,63.5,0,12,0,0,29,2,96.6,28,100,2,7.1,0,16,15,7.5,8,0.57,13.2,1,63.6,,0,0,12.5,1,6,0,78.1,88.2,0,56,0,0,57,7,87.7,50,131.6,11,22,1,122,37,5.3,17.4,2.44
James Jones,3694,WR,OAK,16,108,0,23,0,-2.6,1,100,,0,0,0,0,1,0,91.1,55.7,0,6,0,0,37,7,97.3,36,79.2,7,19.4,0,15,33,4.7,2.1,0.42,7.6,4,71.4,,0,0,7.9,3,19,0,62.4,67.6,1,28,0,0,324,35,96.3,312,103.4,49,15.7,4,271,104,3,7.7,0.87
Mike Wallace,5007,WR,MIA,16,108,0,17,0,-2.2,0,100,,0,0,0,0,1,0,90.9,40.7,0,7,0,0,40,6,92.5,37,82.6,6,16.2,0,23,36,6,3.8,0.62,7.3,0,55.6,,0,0,16.7,1,3,1,63.3,69.1,0,11,0,0,108,5,96.3,104,97.9,9,8.7,1,27,19,3.8,5.4,0.26
Jarvis Landry,8698,WR,MIA,16,105,0,17,0,-2.2,3,100,,0,0,0,0,3,0,92.5,78.3,0,11,0,0,40,15,95,38,84.2,15,39.5,0,63,96,6.4,4.2,1.66,5.8,8,80.8,,0,0,3.1,2,41,1,91.6,80.9,2,25,0,0,361,63,92.5,334,106.5,78,23.4,4,626,315,5,9.9,1.87
Cecil Shorts,6266,WR,JAX,13,102,0,15,0,-2.6,1,88.9,,0,0,11.1,1,0,0,46.7,45.7,0,12,0,0,58,8,100,58,81,9,15.5,0,31,54,6.8,3.9,0.53,5.3,0,52.9,,0,0,10,1,3,0,38,59.6,2,32,0,0,95,9,93.7,89,27.7,17,19.1,0,86,65,7.2,9.6,0.97
Michael Crabtree,4933,WR,SF,16,102,0,28,0,-1.2,2,83.3,,0,0,16.7,2,2,0,28,48.2,0,18,0,0,23,10,100,23,90.3,12,52.2,0,68,80,8,6.8,2.96,5,3,85.7,,0,0,4,1,11,0,28.9,61.2,0,20,0,0,109,24,91.7,100,115.6,28,28,2,169,68,2.8,7,1.69
Brandon Marshall,3064,WR,CHI,13,101,0,6,0,-2.3,0,100,,0,0,0,0,1,0,90.2,47.2,0,13,1.8,1,57,4,98.2,56,81.3,4,7.1,0,14,23,5.8,3.5,0.25,10.4,4,71.9,,0,0,0,0,16,0,64.1,68.8,1,47,0.4,1,250,23,94.8,237,118,32,13.5,3,290,115,5,12.6,1.22
Andrew Hawkins,6125,WR,CLV,15,101,0,8,0,-4,3,88.9,,0,0,0,0,3,0,91.4,89.9,0,15,0,0,35,8,100,35,94.4,9,25.7,0,60,95,11.9,7.5,1.71,5.8,4,62.7,,0,0,3,1,22,0,89.4,80.6,0,65,0,0,245,32,95.5,234,93,51,21.8,1,393,260,8.1,12.3,1.68
Le'Veon Bell,7829,HB,PIT,16,100,0,25,0,-2.8,4,82.4,,0,0,6.7,1,4,0,71.9,83.1,0,28,5.3,3,57,14,93,53,97.8,17,32.1,0,127,167,11.9,9.1,2.4,5.4,0,75,,0,0,6.3,1,8,0,83.1,70.1,0,19,0,0,80,15,96.3,77,99.6,20,26,1,88,24,1.6,5.9,1.14
Larry Fitzgerald,1724,WR,ARZ,14,100,0,1,0,-2.1,2,100,,0,0,0,0,2,0,91.1,59.2,0,17,3.8,2,52,7,90.4,47,86.9,7,14.9,0,34,49,7,4.9,0.72,12.4,3,61.5,,0,0,0,0,21,0,91,77.1,0,33,0.6,2,330,32,92.4,305,87.5,52,17,0,426,120,3.8,13.3,1.4
Delanie Walker,3120,TE,TEN,15,100,0,31,0,-3.3,3,100,,0,0,0,0,0,1,90.2,27.8,0,5,20,6,30,4,80,24,79.2,4,16.7,0,11,24,6,2.8,0.46,10.1,12,57.4,,0,0,14.6,6,22,0,47.1,73.4,4,61,0.3,1,299,35,95.7,286,74.8,61,21.3,3,524,228,6.5,15,1.83
Pierre Garcon,4519,WR,WAS,16,99,0,32,0,-2.3,2,100,,0,0,0,0,3,0,92.3,73.9,0,47,0,0,58,12,94.8,55,99.3,12,21.8,0,94,121,10.1,7.8,1.71,1.5,2,85,,0,0,5.6,1,7,0,90.8,66.3,0,47,0,0,83,17,92.8,77,98.5,20,26,0,153,137,8.1,9,1.99
Antonio Gates,1609,TE,SD,16,98,0,27,0,-2,0,100,,0,0,0,0,1,0,78.7,48.8,0,11,10.8,4,37,1,89.2,33,112.5,1,3,0,11,13,13,11,0.33,11.3,2,69.6,,0,0,4.9,2,26,1,83.9,73.5,3,34,2.2,8,362,39,90.9,329,101.2,56,17,4,532,138,3.5,13.6,1.62
Robert Woods,7822,WR,BUF,16,98,0,4,0,-1,1,100,,0,0,0,0,3,0,91.4,68.7,0,18,0,0,51,6,92.2,47,88.9,6,12.8,0,32,38,6.3,5.3,0.68,10.4,4,59.5,,0,0,8.3,2,13,1,41.3,62.4,1,35,0,0,299,22,95.3,285,84.5,37,13,2,232,89,4,10.5,0.81
Jordan Matthews,8677,WR,PHI,16,98,0,24,0,-2.9,2,90.9,,0,0,9.1,1,3,0,61.5,60.3,0,11,0,0,48,10,97.9,47,119.7,11,23.4,1,60,87,8.7,6,1.28,9.5,8,68.1,,0,0,7.2,5,39,0,58.3,72.5,1,44,0,0,474,64,94.5,448,119.8,94,21,8,835,373,5.8,13,1.86
Mohamed Sanu,7084,WR,CIN,16,97,0,7,0,-3,2,100,,0,0,0,0,2,0,92,66.8,0,11,0,0,53,9,94.3,50,84.7,9,18,0,39,66,7.3,4.3,0.78,7.8,6,64.6,,0,0,18.4,7,18,0,28.8,61.6,2,36,0,0,337,31,92,310,73.6,48,15.5,1,324,164,5.3,10.5,1.05
Marques Colston,3197,WR,NO,16,96,0,20,0,,0,,,0,0,,0,0,0,,36.4,0,0,1.9,1,53,0,98.1,52,0,0,0,0,0,0,,,0,12.9,1,64.7,,0,0,10.2,5,35,1,29.1,65.8,2,57,0.9,4,459,44,95.4,438,107.2,68,15.5,4,715,231,5.3,16.3,1.63
John Brown,8726,WR,ARZ,16,94,0,1,0,-1.6,0,100,,0,0,0,0,3,0,92.5,67.3,0,13,0,0,48,14,93.8,45,110.1,14,31.1,1,66,89,6.4,4.7,1.47,15.3,0,41.5,,0,0,10.5,2,13,0,70.9,68.6,1,75,0,0,216,17,94.4,204,80.5,41,20.1,3,292,82,4.8,17.2,1.43
Michael Floyd,7019,WR,ARZ,16,93,0,1,0,-2.5,0,100,,0,0,0,0,0,0,84.5,39.3,0,2,0,0,59,2,93.2,55,79.2,2,3.6,0,2,7,3.5,1,0.04,18.7,1,50,,0,0,0,0,5,1,45.7,62.2,1,36,0,0,131,6,90.1,118,49.7,12,10.2,0,117,14,2.3,19.5,0.99
Mychal Rivera,7965,TE,OAK,16,92,0,23,0,,0,,,0,0,,0,0,0,,38.1,0,0,26.7,8,30,0,73.3,22,0,0,0,0,0,0,,,0,8.7,1,60.5,,0,0,13.3,4,11,3,57.8,50.7,2,27,0.8,2,255,26,94.5,241,66.1,43,17.8,1,261,69,2.7,10,1.08
Andre Holmes,6489,WR,OAK,16,91,0,23,0,-1,0,75,,0,0,25,1,1,0,27,47.7,0,8,3.6,1,28,3,92.9,26,82.3,4,15.4,0,17,20,6.7,5.7,0.65,23,0,33.3,,0,0,50,1,1,0,59.1,62.1,0,11,0,0,60,1,98.3,59,45.1,3,5.1,0,11,6,6,11,0.19
Jared Cook,5012,TE,SL,16,91,0,26,0,-1,1,100,,0,0,0,0,0,0,84.5,53.6,0,12,20,7,35,2,80,28,97.9,2,7.1,0,15,17,8.5,7.5,0.54,9.6,0,50.9,,0,0,10,3,17,0,59.9,64,3,22,0,0,245,27,93.9,230,43.4,53,23,0,286,74,2.7,10.6,1.24
Riley Cooper,5682,WR,PHI,16,91,0,24,0,-1.9,0,87.5,,0,0,0,0,0,0,91.1,41.7,0,15,0,0,70,7,97.1,68,84.4,8,11.8,0,34,49,7,4.9,0.5,6.7,0,80,,0,0,11.1,1,4,0,65,54.6,0,16,0,0,63,8,98.4,62,126.7,10,16.1,1,64,12,1.5,8,1.03
Allen Hurns,8931,WR,JAX,16,91,0,15,0,-0.3,2,100,,0,0,0,0,1,0,88.7,47.3,0,16,0,0,62,3,98.4,61,105.6,3,4.9,0,28,29,9.7,9.3,0.46,10.3,6,58.2,,0,0,13.5,5,19,0,57.8,61.3,2,63,0,0,349,32,95.1,332,89.1,55,16.6,3,469,159,5,14.7,1.41
Doug Baldwin,6615,WR,SEA,16,90,0,29,0,-2.8,2,91.7,,0,0,0,0,3,0,91.9,57.7,0,15,0,0,57,11,96.5,55,83.7,12,21.8,0,49,79,7.2,4.5,0.89,9.1,6,71.2,,0,0,6.7,3,26,0,67.8,78.7,2,49,1,3,306,42,94.1,288,93.7,59,20.5,2,497,198,4.7,11.8,1.73
Dwayne Bowe,3639,WR,KC,15,90,0,16,0,,0,,,0,0,,0,0,0,,35.7,0,0,0,0,57,0,94.7,54,0,0,0,0,0,0,,,0,11,0,45.5,,0,0,23.1,3,7,0,65.6,65.5,0,33,0,0,128,10,93.8,120,68.9,22,18.3,0,153,41,4.1,15.3,1.28
Torrey Smith,6210,WR,BLT,16,89,0,3,0,-1.5,0,50,,0,0,50,1,1,0,24.2,41.9,0,20,0,0,34,1,97.1,33,125,2,6.1,1,20,22,22,20,0.61,13,2,41.7,,0,0,28.6,2,3,0,27.9,63,0,29,0,0,98,5,98,96,93.4,12,12.5,1,83,28,5.6,16.6,0.86
Heath Miller,2247,TE,PIT,16,89,0,25,0,-1.4,0,100,,0,0,0,0,1,0,91.4,51.2,0,10,7.9,5,63,7,88.9,56,97,7,12.5,0,51,61,8.7,7.3,0.91,6,2,75,,0,0,5.3,1,10,0,71.7,63.7,0,49,0.8,1,121,18,93.4,113,100.2,24,21.2,0,205,114,6.3,11.4,1.81
Greg Jennings,2997,WR,MIN,16,88,0,18,0,-3,1,100,,0,0,0,0,1,0,84.5,45.8,0,11,0,0,50,2,98,49,93.8,2,4.1,0,13,19,9.5,6.5,0.27,11.2,4,70.4,,0,0,2.6,1,25,0,60.9,70.7,2,38,0,0,396,38,95.2,377,95.8,54,14.3,2,495,166,4.4,13,1.31
Jason Witten,1384,TE,DAL,16,87,0,9,0,-4,0,50,,0,0,0,0,1,0,78.7,49,0,4,2.8,1,36,1,91.7,33,95.8,2,6.1,1,4,6,6,4,0.12,10.4,0,74.5,,0,0,2.4,1,33,0,91.1,85.7,1,34,1,3,291,41,94.2,274,111.6,55,20.1,3,486,137,3.3,11.9,1.77
Larry Donnell,7638,TE,NYG,16,87,0,21,0,0,0,100,,0,0,0,0,0,0,78.7,30.3,0,4,12.2,6,49,1,83.7,41,83.3,1,2.4,0,4,4,4,4,0.1,7.6,0,71.4,,0,0,6.3,1,9,2,70.6,65.5,2,23,0.7,1,149,15,96,143,63.3,21,14.7,1,128,39,2.6,8.5,0.9
DeSean Jackson,4363,WR,WAS,15,87,0,32,0,-2.8,0,73.3,,0,0,15.4,2,3,0,28.5,64.1,0,69,0,0,55,11,98.2,54,130.7,15,27.8,1,163,192,17.5,14.8,3.02,5.2,1,70.6,,0,0,7.7,1,6,0,54.6,67.5,0,69,0,0,140,12,91.4,128,152.2,17,13.3,2,255,195,16.3,21.3,1.99
Malcom Floyd,2044,WR,SD,16,86,0,27,0,,0,,,0,0,,0,0,0,,38.3,0,0,0,0,49,0,100,49,0,0,0,0,0,0,,,0,23.4,0,45.5,,0,0,0,0,5,0,90.7,71.1,0,49,0,0,123,5,91.1,112,127.3,11,9.8,3,126,31,6.2,25.2,1.13
Coby Fleener,7038,TE,IND,16,86,0,14,0,,0,,,0,0,,0,0,0,,36.5,0,0,15,6,40,0,82.5,33,0,0,0,0,0,0,,,0,10,0,53.6,,0,0,6.3,1,10,0,79.7,72.3,2,30,3.9,8,206,15,89.8,185,70.4,28,15.1,2,199,81,5.4,13.3,1.08
Eddie Royal,4356,WR,SD,16,86,0,27,0,-2.9,4,100,,0,0,0,0,5,1,92.8,91.2,0,21,0,0,44,17,100,44,133.3,17,38.6,2,112,162,9.5,6.6,2.55,10.7,7,69.7,,0,0,11.5,6,26,1,56.6,71.8,1,47,0,0,472,46,94.5,446,110.9,66,14.8,4,584,292,6.3,12.7,1.31
Zach Ertz,7816,TE,PHI,16,86,0,24,0,-2.5,0,100,,0,0,0,0,1,0,90.1,50.3,0,12,8.1,3,37,2,89.2,33,97.9,2,6.1,0,15,20,10,7.5,0.45,12.2,0,59,,0,0,8,2,20,1,71.6,81.8,2,27,0,0,192,23,97.4,187,61.2,39,20.9,0,293,54,2.3,12.7,1.57
Kendall Wright,7026,WR,TEN,14,86,0,31,0,-3.9,6,91.7,,0,0,8.3,1,4,0,61.5,95.5,0,23,0,0,24,11,100,24,97.2,12,50,0,88,129,11.7,8,3.67,9.1,14,65.7,,0,0,2.2,1,26,0,91.1,70.8,2,48,0,0,356,44,95.5,340,103.8,67,19.7,5,556,309,7,12.6,1.64
Markus Wheaton,7860,WR,PIT,16,83,0,25,0,-1.7,0,100,,0,0,0,0,2,0,91.1,55.5,0,16,0,0,55,7,96.4,53,92.3,7,13.2,0,43,55,7.9,6.1,0.81,11.7,0,60,,0,0,10,1,7,0,83.7,64.8,0,31,0,0,125,9,95.2,119,86.5,15,12.6,0,124,31,3.4,13.8,1.04
Fred Jackson,3368,HB,BUF,14,82,0,4,0,-3.6,3,94.1,,0,0,0,0,4,1,92.7,93.2,0,20,0,0,23,16,100,23,112.5,17,73.9,1,107,172,10.8,6.7,4.65,,0,,,0,0,,0,0,0,83,71.4,0,0,0,0,5,0,100,5,0,0,0,0,0,0,,,0
