player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Taulia Tagovailoa,97271,QB,MARYLAND,12,75.1,414,441,8.6,2.69,6,26,5.6,66,291,0,135,6.4,481,20,160,215,60.7,77.4,74.5,70.6,0,11,506,8,17,97.6,4.8,23,17,0,21,25,20,4,3386,7.7
Shedeur Sanders,131396,QB,COLORADO,11,79.2,403,435,8.5,2.89,12,23,5,68.5,298,1,195,6.6,527,21,162,143,69.3,88.4,89.4,60,3,3,558,8,25.1,107.9,9.3,49,43,0,17,27,7,1.3,3229,7.4
Nicholas Vattiato,145302,QB,MIDDLE TN,12,76.6,415,430,6.9,2.55,4,20,4.4,67,288,0,121,9.4,513,30,142,224,67.2,72.1,70.8,63.6,0,13,541,0,28.1,93.1,6.6,34,48,0,11,23,17,3.1,3095,7.2
Byrum Brown,156206,QB,USF,13,72.4,417,429,10.9,2.94,4,20,4.4,65,279,0,189,7.6,535,23,160,327,35.3,75.2,65.5,78.2,1,11,572,5,23.8,98,8.4,45,59,0,7,26,22,3.8,3315,7.7
Drake Maye,143969,QB,N CAROLINA,12,75.3,389,425,11,2.79,8,35,7.7,63.3,269,0,149,8.2,506,24,174,245,71.1,90.8,89.8,73.8,7,9,540,4,19.5,100.2,5.7,29,51,0,21,24,9,1.7,3608,8.5
Mikey Keene,70961,QB,FRESNO ST,12,75.8,397,424,7.4,2.47,4,18,4.1,66.7,283,0,101,6,450,18,152,169,79.4,78.3,77.8,54.9,1,10,467,3,17.8,95.2,4,18,7,2,20,23,11,2.4,2979,7
Chandler Rogers,98683,QB,N TEXAS,12,70.8,408,423,10.8,2.68,9,18,4,62.2,263,0,172,9,492,26,162,251,30.2,87.8,87.5,62.1,4,5,520,1,20.9,105.2,7.3,36,32,1,1,29,11,2.1,3392,8
Keegan Shoemaker,108983,QB,SM HOUSTON,11,72.7,385,421,7.6,2.53,8,7,1.6,62.5,263,0,137,6.1,455,17,127,281,60,69.4,68.5,61.7,1,11,477,5,10.9,79.9,3.3,15,19,2,25,15,17,3.6,2498,5.9
Carson Beck,124010,QB,GEORGIA,14,80.6,397,418,8.5,2.39,9,17,3.8,72.2,302,0,87,5.6,458,18,197,173,62.8,91.5,90.8,71.1,4,6,483,3,13.8,114.8,2.6,12,28,1,7,24,11,2.3,3949,9.4
T.J. Finley,124093,QB,TEXAS ST,13,75.3,397,416,9.2,2.58,3,17,3.9,67.3,280,0,133,6.4,472,19,159,314,51.4,75.4,76.1,56.8,5,8,488,3,22.6,103.8,6.4,30,23,0,11,24,13,2.7,3440,8.3
Jordan McCloud,101058,QB,JAMES MAD,13,76.2,386,414,8.8,2.8,4,20,4.7,67.4,279,0,162,5.1,462,15,176,197,48,84,81.4,69.6,4,10,479,7,12.3,112.9,4.3,20,26,0,20,35,18,3.8,3628,8.8
Spencer Rattler,97408,QB,S CAROLINA,12,79.4,373,403,7.5,2.82,4,12,2.9,68,274,0,186,7.4,491,22,156,289,80.8,77.6,72.5,74.1,2,8,510,4,21,99.1,7.9,39,39,1,23,19,11,2.2,3183,7.9
Jack Plummer,83543,QB,LOUISVILLE,14,77.1,367,400,8.9,2.8,6,21,4.9,64,256,0,154,9.5,464,27,149,210,35,74.5,74.6,60.2,2,12,490,6,18.2,93.7,6,28,36,0,25,21,14,2.9,3198,8
Donovan Smith,73929,QB,HOUSTON,12,73.4,379,399,8,2.82,1,22,5.2,64.2,256,0,146,7.9,463,22,146,182,68,77.2,70,76.3,4,13,489,3,17.8,89.6,5.6,26,36,1,14,22,16,3.3,2801,7
Quinn Ewers,127253,QB,TEXAS,12,76.3,367,394,8.4,2.57,7,16,3.9,68.5,270,0,107,3.6,452,10,173,311,72.7,86.8,85.6,63.2,1,6,469,3,25.2,108,6,27,26,1,18,22,8,1.7,3460,8.8
Caleb Williams,144622,QB,USC,12,77.5,360,394,9.2,3.16,6,27,6.2,68,268,0,151,3.9,455,11,169,326,26.9,90.3,84.6,82.6,0,5,500,3,23.2,117.4,7.7,35,24,4,24,30,18,3.6,3647,9.3
Drew Allar,164157,QB,PENN STATE,13,73.7,354,391,8,2.75,9,12,2.9,59.6,233,0,128,10.7,428,28,152,266,68.8,85.6,79.3,80.9,4,2,448,4,10.2,98.9,3,13,24,0,24,25,5,1.1,2627,6.7
Dillon Gabriel,86272,QB,OKLAHOMA,12,78.8,364,383,10.2,2.65,7,21,5.2,68.9,264,0,107,8,432,23,176,261,65,91.9,90.6,78.2,2,6,456,2,14,118.9,3.5,15,22,0,10,30,12,2.6,3655,9.5
Jacob Zeno,98014,QB,UAB,11,81.9,353,379,5.5,2.72,5,14,3.6,73.6,279,0,126,3.5,445,10,146,321,55.4,70.9,71.6,57.2,7,9,459,4,22.2,105.5,6.3,28,37,0,14,20,13,2.8,3129,8.3
Cole Snyder,97617,QB,BUFFALO,12,66.5,328,374,8.3,2.54,14,12,3.1,54.3,203,1,131,6.9,409,15,106,126,61.6,56.9,56.6,57.4,5,9,430,4,11.5,72.6,3.7,15,19,0,27,13,17,4,2129,5.7
Devin Leary,77628,QB,KENTUCKY,13,68.7,339,371,11.1,2.68,17,17,4.3,56.1,208,0,128,10.7,403,25,133,202,45.1,72.1,70.1,66.8,4,12,425,2,18,88.7,5.7,23,9,0,11,25,23,5.4,2750,7.4
Brady Cook,124199,QB,MISSOURI,13,75.4,345,371,9.6,2.57,6,23,5.9,65.5,243,0,114,6.5,419,17,151,229,66.6,84.4,80,73.8,0,6,442,4,21.1,106,5.7,24,23,2,18,21,10,2.3,3315,8.9
Haynes King,124329,QB,GA TECH,13,69.5,354,370,9.5,2.54,5,21,5.4,60.8,225,0,130,8.5,421,21,143,176,66.5,80.3,70.8,81.5,1,16,440,4,10.8,91,3.3,14,35,2,8,27,17,3.9,2834,7.7
Rocco Becht,157567,QB,IOWA STATE,13,71.9,349,369,8.5,2.45,5,14,3.6,62.6,231,0,128,8,404,20,138,193,68.3,76.6,78.4,53,2,8,421,2,10.9,101.2,3.5,14,21,1,12,23,11,2.6,3120,8.5
Hudson Card,123109,QB,PURDUE,11,70.1,341,367,9.9,3.11,6,16,4.1,58.6,215,0,165,10,420,24,125,273,50.1,74.7,71.5,68.5,7,8,442,3,13.3,82.5,5.2,22,30,0,13,15,15,3.4,2384,6.5
Diego Pavia,156927,QB,NEW MEX ST,15,69.9,342,367,10.6,3.06,9,22,5.7,60.2,221,0,171,7.5,449,18,150,242,58.9,83.3,75.2,80.1,4,9,470,4,14,99.3,5.3,24,57,0,12,26,17,3.6,2964,8.1
Chevan Cordeiro,75886,QB,S JOSE ST,13,69.7,346,364,9.8,3.02,3,20,5.1,61.3,223,0,123,7.5,425,18,143,285,45,79.8,79,61.9,2,4,453,1,17.9,98.5,5.2,22,39,1,12,20,16,3.5,2760,7.6
Darren Grainger,78496,QB,GA STATE,13,78,345,363,8.4,2.57,5,11,2.9,67.8,246,0,113,8.6,401,23,118,175,36.7,76.5,69.9,76.1,3,7,420,10,16.8,98.9,4.7,19,19,1,9,20,17,4,2619,7.2
Graham Mertz,97994,QB,FLORIDA,11,80.2,339,362,6.7,2.68,8,15,3.9,72.1,261,0,120,4,411,11,141,163,53,75.8,77.9,52.4,2,3,438,7,23.3,110.6,6.8,28,21,1,12,20,6,1.4,2910,8
Jaxson Dart,146409,QB,OLE MISS,13,74.6,335,361,10.5,2.75,6,20,5.2,64.5,233,0,135,6.8,415,17,156,226,65.8,91.2,88.5,79.9,9,5,442,3,19.3,110.2,6.3,26,27,1,10,23,8,1.8,3363,9.3
Will Howard,122599,QB,KANSAS ST,12,70.5,329,358,9.2,2.75,8,16,4.3,60.9,218,0,116,6,380,14,134,199,72.4,78.1,71.1,78.6,3,10,397,1,12.1,93.2,3.7,14,7,1,17,23,14,3.5,2630,7.3
Kyle McCord,145053,QB,OHIO STATE,12,73.6,333,354,9.6,2.56,6,18,4.9,64.7,229,0,93,6.5,373,16,152,260,49.3,76.4,76,64.5,4,6,387,9,11.8,108.8,2.9,11,8,1,10,24,15,3.9,3169,9
Joe Milton III,82151,QB,TENNESSEE,12,73.2,339,354,10.4,2.64,7,12,3.3,64.7,229,0,92,7.7,384,19,128,307,75.4,77.9,71.3,78,3,5,401,2,19.6,102,4.7,18,12,0,5,20,8,2,2809,7.9
Jayden Maiava,158135,QB,UNLV,14,70.8,343,352,9.5,2.63,2,18,4.9,63.4,223,0,108,8.2,390,20,145,325,49,62.6,63.1,54,0,10,410,2,10.2,95.5,2.8,11,25,0,7,17,24,5.9,3071,8.7
Preston Stone,124716,QB,SMU,12,69.1,320,345,13.6,3.1,0,30,8.2,59.4,205,0,102,7.2,379,16,140,287,62.7,91.3,91,64.3,1,6,402,0,12.7,110,3.4,13,21,2,22,28,13,3.2,3192,9.3
Ta'Quan Roberson,101625,QB,UCONN,11,69.3,313,339,8.6,2.58,7,12,3.4,58.1,197,1,105,9.2,369,20,96,146,60.5,65.1,65.2,56.2,4,6,383,3,6.7,80.7,1.9,7,20,0,15,12,11,2.9,2093,6.2
Frank Harris,60586,QB,UTSA,10,72.1,312,336,9.3,2.73,3,11,3.1,64.3,216,0,113,4,379,9,129,331,68.8,80.5,75,77.7,2,8,399,4,14.2,94.6,4.2,16,26,1,18,18,8,2,2501,7.4
Noah Fifita,158722,QB,ARIZONA,12,78.4,320,335,7.8,2.55,4,9,2.6,71.9,241,0,103,4,370,10,137,109,71.6,82.5,83.7,51.7,4,6,386,2,17.5,115.2,4.9,18,15,0,7,25,8,2.1,2871,8.6
Tyler Van Dyke,122225,QB,MIAMI FL,11,75.2,314,334,8.4,2.64,6,24,6.9,65.6,219,0,81,7.2,353,17,129,220,62.5,85.9,85.3,53.7,2,12,370,2,12.3,94.4,2.8,10,9,1,11,19,13,3.5,2699,8.1
J.J. McCarthy,144918,QB,MICHIGAN,15,80,325,333,9.4,2.84,6,20,5.9,72.1,240,0,113,7.7,370,20,160,222,59.9,90.6,87.3,78,1,4,380,0,16.8,116.6,5.1,19,18,1,0,22,11,2.9,2991,9
Jayden Daniels,97993,QB,LSU,12,79.6,318,332,10.5,2.91,3,29,8.4,71.1,236,0,104,6.7,408,17,189,211,70.8,94.7,92,92.4,2,4,425,1,20.2,143.7,5.1,21,55,4,5,40,7,1.6,3811,11.5
Rocky Lombardi,60452,QB,N ILLINOIS,13,68.9,315,331,10.1,2.73,2,14,4,57.4,190,0,95,12.4,362,27,111,254,33.1,66.9,65.8,60.5,3,7,382,2,18.9,80.8,5,18,13,3,8,11,18,4.7,2277,6.9
Keyone Jenkins,170403,QB,FIU,11,69.3,306,331,9.2,2.67,3,17,5,58,192,0,139,9.4,399,20,107,166,30.4,61,58.2,64.9,3,11,411,5,28.8,78.1,10,40,28,2,17,11,21,5.1,2416,7.3
Tommy Castellanos,158433,QB,BOSTON COL,13,67.9,312,330,10.4,2.98,5,17,4.8,57,188,0,110,11.3,399,24,118,121,66,73.2,57.7,82.7,2,14,427,8,20.9,75.4,5.8,23,42,0,11,15,22,5.2,2249,6.8
Ashton Daniels,157259,QB,STANFORD,12,68.8,304,328,10.4,3.08,3,17,4.7,59.1,194,0,175,7.2,388,15,105,300,56.9,65.9,61.2,70.7,1,8,423,4,14.3,81,6.4,25,35,1,19,11,20,4.7,2251,6.9
Carter Bradley,77685,QB,S ALABAMA,11,75.8,306,328,7.9,2.45,11,10,2.9,67.4,221,0,110,4.7,371,11,131,288,34.7,65.8,62,73.8,1,7,391,3,22.7,102.3,6.7,25,16,0,10,19,12,3.1,2650,8.1
Jordan Travis,77615,QB,FLORIDA ST,11,72.2,313,325,10,2.81,2,20,5.7,63.7,207,0,99,8.4,358,19,128,167,60.9,87.8,83.5,75.2,3,2,381,1,14.1,108.4,3.9,14,19,0,7,20,8,2.1,2755,8.5
Daniel Richardson,97103,QB,FAU,11,74,308,323,8.4,2.52,6,16,4.8,64.1,207,0,101,9.2,364,21,96,165,63,74.9,74.5,55.9,3,10,375,0,26.7,81.8,7.4,27,12,1,5,13,13,3.5,1999,6.2
Dequan Finn,97804,QB,TOLEDO,13,70.8,305,322,10.8,3.27,2,19,5.5,63,203,0,119,6,375,13,131,316,57.5,79.3,77.2,67.7,0,9,406,4,8.4,100.2,2.7,10,43,1,14,22,19,4.7,2660,8.3
Emory Jones,82111,QB,CINCINNATI,12,69.1,304,322,9.5,2.84,2,7,2.1,61.2,197,0,123,6.2,385,13,122,138,61.1,70.5,66,69.1,4,10,407,1,21.1,87.5,6.8,26,36,0,12,18,12,2.9,2219,6.9
Tanner Mordecai,77656,QB,WISCONSIN,10,74.8,298,315,8.9,3.08,8,15,4.6,64.8,204,0,92,8.5,365,19,108,349,60.4,79.9,78.3,63.9,1,4,377,2,18.5,87.5,4.7,17,33,0,8,9,7,1.9,2061,6.5
Jalen Mayden,83520,QB,S DIEGO ST,12,73.8,301,315,7.8,2.99,0,5,1.5,63.2,199,0,128,10.4,377,23,111,284,38.1,64.2,57.1,71.2,1,9,394,0,23.4,80.3,8,30,32,1,12,10,18,4.6,2036,6.5
DJ Uiagalelei,122162,QB,OREGON ST,12,66.3,288,314,11.7,2.79,4,20,6.2,57,179,0,126,6.3,337,12,125,265,82.2,82,75,80.9,6,7,348,1,8.7,97.4,3.3,11,10,0,16,21,9,2.6,2621,8.3
Grant Wilson,143041,QB,DOMINION,12,66.2,302,314,12.9,2.89,3,22,6.6,56.7,178,0,153,11,394,22,98,263,63.1,73.1,66.9,72.3,3,8,419,2,34,85.4,13.2,52,27,1,5,17,10,2.4,2158,6.9
Cam Fancher,145266,QB,MARSHALL,10,77.4,296,308,7.7,2.83,1,15,4.6,65.6,202,0,120,11.8,382,27,114,214,43.5,66.4,67.3,59.2,2,11,403,3,24.2,83,7.6,29,43,0,9,11,15,3.7,2161,7
Kurtis Rourke,97998,QB,OHIO,11,72.3,300,307,9.8,2.86,2,13,4,63.5,195,0,82,10.1,341,22,115,259,74.2,78.9,75.1,72.6,1,5,359,2,15.9,90.1,3.8,13,20,0,4,11,11,3.1,2207,7.2
Sam Hartman,77618,QB,NOTRE DAME,12,73.2,276,305,10.2,2.81,4,24,7.5,62.3,190,1,123,5.9,340,12,126,258,39.9,78.7,78.9,57.3,12,8,356,2,11.4,106.1,4.1,14,20,4,9,24,15,4.2,2696,8.8
Billy Wiles,144144,QB,SO MISS,11,65.2,276,304,10.2,2.95,3,5,1.6,53.3,162,0,127,10,348,18,97,296,55.5,59.3,57.9,60,7,7,367,5,12.6,75.5,4.6,16,28,0,18,11,15,4.1,1934,6.4
Austin Smith,145763,QB,E MICHIGAN,12,65.7,277,300,8.5,2.96,5,10,3.1,57,171,0,127,6,362,11,94,160,42.6,52.6,50.6,59.3,7,7,391,1,24.4,74.5,8.6,31,30,0,11,9,22,5.6,1773,5.9
Josh Hoover,127148,QB,TCU,8,70.5,281,298,8.9,2.51,7,13,4.2,62.1,185,0,82,6.6,312,13,114,305,52.1,75.5,75.8,48.8,2,9,325,0,11,88.9,2.9,9,4,0,8,15,12,3.7,2206,7.4
KJ Jefferson,99129,QB,ARKANSAS,12,72.5,276,297,9,2.97,6,16,5.1,64,190,0,129,5,370,10,107,111,28.7,77.6,70.4,75.7,6,8,388,2,32.6,95.1,11.4,42,30,0,9,19,15,3.9,2107,7.1
Alex Flinn,123797,QB,E CAROLINA,12,69.1,269,295,8.5,2.93,2,14,4.6,54.2,160,0,155,14,363,26,86,156,65.5,61.8,60.2,63.2,4,12,380,6,16.8,59.1,7.2,26,40,1,19,6,19,5,1559,5.3
Athan Kaliakmanis,144971,QB,MINNESOTA,12,66.2,272,294,10.5,2.98,9,10,3.2,52.7,155,0,112,13.9,342,25,97,225,65.7,65.2,58.2,75.4,2,9,359,0,20.5,75.2,6.7,23,25,1,10,14,15,4.2,1836,6.2
Blake Shapen,122282,QB,BAYLOR,8,71.2,278,294,8.4,2.87,2,7,2.3,60.5,178,0,97,10.1,341,20,111,118,56.9,71.7,69,66.9,4,3,359,3,23.7,93.8,6.7,23,24,0,10,13,12,3.3,2171,7.4
Behren Morton,144747,QB,TEXAS TECH,10,72.4,272,292,8.4,2.65,8,11,3.6,62,181,0,83,8.1,321,16,88,315,71.6,68.2,64.9,67.5,2,8,338,0,18.1,84.5,4.7,15,14,0,10,15,15,4.4,1755,6
Kaidon Salter,132046,QB,LIBERTY,14,71.4,269,291,13.6,3.2,4,26,8.3,60.8,177,0,120,7.8,354,15,144,206,32.5,88,83,76.7,1,6,381,5,7.5,121.9,2.5,9,54,0,17,32,12,3.1,2869,9.9
Gavin Wimsatt,155757,QB,RUTGERS,13,57.7,265,289,11.1,2.77,5,7,2.3,47.8,138,0,81,9.8,321,15,88,278,73.3,70.3,61.6,75,4,8,340,3,17.3,65.5,4.4,14,18,0,15,9,9,2.6,1721,6
Jase Bauer,145714,QB,C MICHIGAN,12,71.9,249,288,8.9,3.35,3,9,2.9,55.9,161,0,144,10.1,337,18,92,134,50.6,70.9,62.3,74.6,6,8,365,1,11.8,78.2,5,17,32,0,30,12,12,3.3,1878,6.5
JT Daniels,83578,QB,RICE,9,71.6,271,287,8.4,2.59,8,8,2.7,63.1,181,0,109,6.7,312,13,107,275,54,68.8,68.9,58.6,2,7,324,4,13.8,104.2,4.8,15,8,0,6,21,11,3.4,2432,8.5
Jaylen Raynor,172203,QB,ARK STATE,11,68.5,270,287,12.9,2.94,4,20,6.6,58.2,167,0,137,9.7,337,18,122,113,57.6,75.8,68.2,75.9,1,7,356,1,18.2,97.2,7.4,25,25,0,12,17,14,3.9,2554,8.9
Kyron Drones,144506,QB,VA TECH,13,72.7,256,286,8.8,2.88,3,13,4.3,57.7,165,0,123,11.3,344,21,97,337,40,76.4,65,81.2,3,3,364,6,19.5,95.9,7,24,30,0,24,17,14,3.8,2080,7.3
Jalen Milroe,146590,QB,ALABAMA,13,73,267,285,13.4,3.44,4,27,9.1,65.6,187,0,138,4.1,384,8,144,103,46.2,88.7,78.1,85.3,3,6,397,2,31.9,116.4,11.5,44,55,0,11,23,11,2.8,2839,10
Dylan Hopkins,83571,QB,NEW MEXICO,11,64.3,266,284,13,2.65,1,19,6.2,55.3,157,0,91,8.2,328,14,103,241,72.9,66.5,66.9,57.7,1,9,351,3,16.5,78.3,4.6,15,24,2,14,11,16,4.6,2074,7.3
Michael Pratt,123229,QB,TULANE,11,73.9,268,283,10.9,2.86,3,19,6.5,65.4,185,0,103,6.6,339,13,120,319,61.8,78.3,75.2,68.9,5,5,355,0,21.4,110.5,6.5,22,34,0,7,22,14,3.9,2405,8.5
Ben Bryant,77655,QB,NWESTERN,9,70.2,258,282,9.7,2.62,5,13,4.5,61.3,173,0,118,4.4,330,8,91,256,55.2,68.4,68.7,58.9,4,6,337,2,22,86.4,7.9,26,22,4,11,13,12,3.6,1806,6.4
Connor Bazelak,99135,QB,BOWL GREEN,11,67.7,257,281,7.8,2.7,2,7,2.4,59.8,168,0,104,3.4,314,6,89,122,70,63.2,61.4,62.5,1,7,330,2,23.1,84.5,7.6,24,9,0,21,12,11,3.3,1937,6.9
Garrett Greene,123420,QB,W VIRGINIA,12,62.8,261,279,13.5,2.91,6,31,10.2,52.7,147,0,84,10.4,323,17,116,343,66.5,90.9,83.3,85.7,5,4,350,3,4.8,95,1.2,4,40,0,7,16,7,2,2399,8.6
Hank Bachmeier,101284,QB,LA TECH,9,76.3,257,273,8.1,2.66,1,17,5.9,67.8,185,0,104,5.6,318,11,100,208,70.7,80,80.5,58.8,8,5,333,1,19.2,94.7,6.3,20,21,0,7,10,10,3,2071,7.6
Luke Altmyer,146802,QB,ILLINOIS,9,74.6,252,271,7.9,2.75,7,12,4.2,64.6,175,0,129,6.9,335,13,105,187,49,69.4,67.6,64.1,2,10,356,2,26.4,85.4,10.1,34,29,1,9,13,9,2.5,1877,6.9
Kedon Slovis,100580,QB,BYU,8,67.2,247,267,9.5,2.8,1,12,4.2,57.3,153,1,95,7.8,282,13,79,128,69.7,70.6,68.3,66.8,4,6,299,4,10.5,82.1,3.5,10,4,0,15,12,11,3.7,1705,6.4
Andrew Peasley,83581,QB,WYOMING,12,71.9,253,266,9.8,3.04,5,11,4,62.4,166,0,121,8.8,330,16,112,351,58.2,86.5,78.1,81.6,1,5,343,2,21.5,102.5,7.9,26,38,0,7,20,8,2.3,1991,7.5
Payton Thorne,101629,QB,AUBURN,13,70.2,255,266,9.1,2.79,3,14,4.8,60.9,162,0,90,9.5,337,17,88,115,63.4,70.5,64.3,72.3,1,10,362,2,35.6,84.7,9.5,32,39,0,7,16,13,3.6,1754,6.6
Brennan Armstrong,77696,QB,NC STATE,11,72.3,249,263,9.2,2.77,2,10,3.6,60.8,160,0,100,11.1,326,20,97,248,70.8,78.2,72.8,73.2,4,7,343,2,15,83.9,4.6,15,46,1,7,11,7,2,1783,6.8
John Rhys Plumlee,97602,QB,UCF,10,74.2,240,259,10.2,2.8,5,18,6.6,62.9,163,0,90,8.4,288,15,99,323,62.1,90,84.2,78.1,2,8,302,1,12.2,98,3.8,11,17,0,12,15,10,3.3,2300,8.9
Deacon Hill,145170,QB,IOWA,13,64.4,225,249,8.2,2.63,12,1,0.4,49,122,0,110,15.9,277,23,58,192,37.4,41.2,35.8,68.9,7,8,293,1,21.8,55.5,8.7,24,4,0,5,5,19,6.5,1152,4.6
Trenton Bourguet,97285,QB,ARIZONA ST,8,69.1,230,249,6.9,2.3,2,6,2.3,60.6,151,0,72,5,269,8,74,110,66.4,58.6,54.9,68,2,4,283,3,9.7,72.1,2.6,7,12,2,13,1,11,3.9,1486,6
Anthony Colandrea,170131,QB,VIRGINIA,8,73.6,227,245,10.3,2.78,7,16,6.2,62.4,153,0,97,8.4,293,14,91,335,47.5,71.7,69.4,66.6,1,9,312,2,21.6,87.5,7.2,21,25,0,10,12,12,3.8,1903,7.8
Bryson Barnes,131845,QB,UTAH,10,68.3,221,243,8.5,3.21,4,8,3.1,58.4,142,0,134,6,291,9,81,328,80.9,68.7,62.2,72.5,4,11,304,2,11.9,75.3,5.5,16,31,0,14,12,12,3.9,1572,6.5
Fernando Mendoza,158323,QB,CAL,9,70.9,227,243,8.4,2.53,7,15,5.7,63,153,0,92,5,277,8,88,130,27.2,67.5,68.1,55.8,4,10,301,3,16.3,85.9,5.4,15,18,0,5,14,15,5,1708,7
Will Rogers,124184,QB,MISS STATE,8,74,215,238,7.6,2.57,7,10,4.1,60.1,143,1,64,10.1,261,16,80,227,67.5,77.3,76.9,59.2,3,4,270,1,21.9,90.4,5.4,14,8,0,13,12,6,2.2,1624,6.8
Brendan Sorsby,156398,QB,INDIANA,10,67.1,219,238,9.8,2.67,5,10,3.9,56.7,135,0,95,8.2,288,12,91,190,44.8,69.3,67.2,64.6,6,5,306,2,16.8,89.4,5.6,16,34,0,8,15,8,2.6,1587,6.7
Brendon Lewis,131687,QB,NEVADA,12,67.5,206,234,10.4,3.12,2,11,4.4,55.6,130,0,138,6.5,298,9,66,239,52.6,60.1,46,79.6,7,6,313,2,18.1,63.9,8.4,25,34,0,19,2,16,5.1,1310,5.6
Taisun Phommachanh,99577,QB,UMASS,9,69.7,218,231,8.9,2.55,4,13,5.3,61,141,0,84,7.2,259,11,70,216,54,64.4,59.7,72,3,6,273,2,21.4,78.1,6.9,18,8,0,6,6,13,4.8,1512,6.5
Jeff Undercuffler,78501,QB,AKRON,10,68.5,213,227,8.6,2.69,5,2,0.8,61.7,140,0,87,4.1,250,6,55,102,47.1,46.4,46.6,57.3,3,9,260,3,24.1,68.3,8.4,21,2,1,5,4,10,3.8,1387,6.1
