player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brent Stockstill,29288,QB,MIDDLE TN,13,74.2,469,489,7.3,2.27,9,35,7,66.5,325,0,125,6.6,520,23,175,224,39,81.6,81.3,56.2,0,9,536,0,14.4,104.2,3.5,18,13,1,10,30,24,4.5,3986,8.2
Dane Evans,46560,QB,TULSA,13,71.6,461,489,11.7,2.37,12,36,6.9,62.2,304,0,121,7.9,556,26,183,320,46.3,85.7,87.2,49.5,2,8,596,1,33.1,100.9,7.2,40,27,2,12,25,27,4.5,4319,8.8
Nick Arbuckle,16351,QB,GA STATE,13,75.9,453,487,10.3,2.5,8,42,8.1,63,307,0,170,10.8,532,37,187,175,76.1,89.5,88.1,65.5,1,12,564,6,18.2,100.8,5.8,31,14,0,25,28,17,3,4355,8.9
Wes Lunt,12050,QB,ILLINOIS,12,69.4,448,481,7.1,2.35,5,14,2.8,55.9,269,0,150,13.5,503,42,141,187,57.7,67.7,68,37.6,1,6,526,2,13.3,77,4,20,2,1,26,14,13,2.5,2754,5.7
Dak Prescott,10769,QB,MISS STATE,13,75.3,458,480,8,2.62,5,21,4.3,65.8,316,0,176,8.4,529,29,185,227,52.6,76.4,75.4,65,7,5,545,2,17.6,105.7,5.9,31,18,2,8,29,23,4.2,3799,7.9
Blake Frohnapfel,19699,QB,UMASS,12,65.8,445,479,9.6,2.64,9,22,4.4,55.5,266,1,157,9.2,539,27,149,216,65.1,53.8,52.9,58.3,5,13,565,4,17.2,73.4,5,27,33,2,18,16,27,4.8,2894,6
Chad Kelly,12008,QB,OLE MISS,13,75.5,428,460,9.5,2.3,22,32,6.6,64.8,298,0,166,7.7,507,25,190,226,44.5,86.3,81.6,77.2,5,13,534,3,12,103.3,3.9,20,27,0,5,31,21,3.9,4036,8.8
Joe Licata,11390,QB,BUFFALO,12,70.9,422,451,8.8,2.42,6,19,4,62.1,280,0,138,6.4,471,19,151,126,62.1,74.4,72.3,64.2,7,15,499,2,10.9,79.2,3.2,15,5,0,16,16,22,4.4,2969,6.6
Jeff Driskel,10841,QB,LA TECH,13,71.4,426,450,11,2.46,6,29,6.2,62.4,281,0,145,7.6,491,23,183,208,71.7,83.6,83.1,66.2,1,8,514,5,13.8,104.2,4.1,20,21,2,15,27,14,2.7,4047,9
Cody Kessler,10727,QB,USC,14,78.2,408,447,8.3,2.83,6,17,3.6,66.7,298,0,181,6.6,500,21,167,326,72.5,85.3,82.5,67.6,8,7,528,2,21,105.7,7.6,38,15,1,24,29,10,1.9,3538,7.9
Tanner Mangum,34607,QB,BYU,13,70.8,411,447,12.7,2.89,7,15,3.1,59.7,267,0,151,8.2,503,24,153,128,45.3,70.7,72.3,44.7,7,10,542,3,20.5,91.2,6.2,31,25,2,20,23,18,3.3,3384,7.6
Paxton Lynch,10660,QB,MEMPHIS,13,77.1,424,443,7.9,2.54,3,17,3.8,67,297,1,139,9.2,479,30,185,218,72.2,86.6,85.2,67.9,1,4,492,3,11.5,110.9,3.3,16,20,0,15,28,12,2.5,3792,8.6
Brett Rypien,46487,QB,BOISE ST,11,75.6,406,435,8.9,2.35,7,21,4.7,62.8,273,1,119,11.1,464,34,164,120,48,81.9,81,57.1,6,8,483,2,16,94.5,4.1,19,9,2,14,20,16,3.3,3388,7.8
P.J. Walker,12134,QB,TEMPLE,14,68.4,412,434,9.4,2.6,11,26,5.5,56.9,247,0,171,12.4,479,35,146,306,33,69.6,68.8,57.7,1,8,517,3,10.5,85.1,3.8,18,27,0,10,19,29,5.6,2982,6.9
Mason Rudolph,46569,QB,OKLA STATE,13,70.9,413,428,11.4,2.48,3,39,8.8,61.7,264,0,126,9.9,479,29,172,262,62,91.3,91.9,43.4,2,9,496,3,23,97.7,6.1,29,22,0,10,21,19,3.8,3766,8.8
Thomas Sirk,22589,QB,DUKE,12,68.8,400,427,8.5,2.2,12,12,2.6,58.8,251,0,98,8.7,455,24,143,154,73.5,69,69.1,60.4,8,8,486,0,13.3,81.3,2.9,13,15,0,7,16,14,2.9,2616,6.1
Alex McGough,46420,QB,FIU,12,76.5,400,420,6.4,2.49,7,15,3.4,63.8,268,0,144,12.4,472,38,127,166,27.8,70.8,74.3,47.5,2,8,491,3,18.1,90.9,5.5,26,26,0,11,21,23,4.7,2709,6.5
Nate Sudfeld,10821,QB,INDIANA,12,70.9,392,413,10.3,2.64,4,25,5.8,59.8,247,0,105,11.2,438,31,166,190,48.8,81.4,82.6,48.8,4,7,455,1,11.4,102.7,2.7,12,13,0,13,27,18,4,3573,8.7
Connor Cook,10734,QB,MICH STATE,13,66.5,388,412,11.1,2.68,9,33,7.6,55.6,229,0,138,11.2,440,29,161,223,70.8,83.8,83.9,58,5,7,464,3,11.6,92.4,3.6,16,12,1,9,24,18,3.9,3130,7.6
Mitch Leidner,46437,QB,MINNESOTA,13,69,390,410,8.7,2.41,4,25,5.8,59,242,0,147,10,444,27,136,225,49.5,59.8,61.8,50.4,6,11,466,5,10.2,79.7,3.4,15,19,1,9,15,25,5.4,2697,6.6
Matt Johns,24210,QB,VIRGINIA,12,70.1,378,404,8.5,2.74,4,17,4,60.9,246,0,156,7.2,456,19,151,335,53.6,58.7,58.8,58.5,0,17,481,8,12.2,79.5,4.2,19,33,0,22,19,30,6.3,2770,6.9
Tommy Armstrong Jr.,46589,QB,NEBRASKA,12,63.6,390,404,11.5,2.88,7,31,7.2,55,222,0,157,10.5,437,26,153,238,67.1,73.3,68.4,69.9,0,16,466,2,6.4,80.7,2.3,10,23,0,7,22,21,4.5,3027,7.5
Skyler Howard,12262,QB,W VIRGINIA,13,65.2,379,403,13.6,2.82,7,25,5.9,54.3,219,0,137,11.3,470,28,149,343,71,72,69.7,64.9,2,14,495,2,21.2,86.9,6.2,29,38,1,14,26,19,3.8,3144,7.8
Phillip Ely,19653,QB,TOLEDO,12,68.4,386,403,10.1,2.31,7,34,8.1,55.8,225,0,92,14.8,423,39,149,316,29.1,79.5,82.3,35.2,2,10,442,4,8.7,87.2,1.9,8,12,1,7,22,21,4.8,2969,7.4
Jacoby Brissett,10725,QB,NC STATE,13,71.3,359,398,9,2.98,5,18,4.4,59.5,237,0,167,7.4,471,19,138,248,56.4,71.5,70.3,63.2,5,6,484,1,22.2,90,7.9,37,35,2,27,20,14,2.9,2661,6.7
Trevone Boykin,11279,QB,TCU,11,73.3,386,397,11,2.76,2,26,6.2,64.7,257,0,92,9.2,447,26,178,305,69,90.1,90.7,61.6,1,10,474,3,10.9,109.1,2.2,10,40,1,7,31,21,4.4,3580,9
Baker Mayfield,46518,QB,OKLAHOMA,13,77.2,381,396,9,2.91,3,25,6,67.7,268,0,163,8.8,484,26,194,261,61.1,91.7,91.5,68.2,0,7,504,1,24.5,120.3,8.3,40,48,1,11,36,11,2.2,3699,9.3
Zach Terrell,12086,QB,W MICHIGAN,13,76.8,370,393,8.4,2.77,3,21,5.1,66.4,261,0,171,8.1,445,23,163,347,62.8,89.7,88.5,64.2,6,9,468,2,18.1,109.9,7,31,21,2,12,29,15,3.2,3531,9
Jake Coker,10951,QB,ALABAMA,15,77.6,366,393,7.8,2.75,5,18,4.4,66.9,263,0,155,7.4,447,21,147,103,62.4,77.2,74.9,66.3,4,8,469,2,16.1,100,5.6,25,29,0,18,21,16,3.4,3098,7.9
Matt Linehan,46436,QB,IDAHO,11,73.8,366,393,9.1,2.67,6,24,5.9,63.1,248,0,137,8.1,459,22,150,185,62.6,86.4,84.4,68.2,0,11,476,1,19,88.3,5.7,26,40,1,20,16,16,3.4,2989,7.6
Brad Kaaya,11970,QB,MIAMI FL,12,69.9,366,391,9.9,2.51,6,20,4.9,60.9,238,0,138,7,410,18,143,220,36.3,80.6,81.7,43.1,5,5,432,3,11.6,95.7,3.9,16,3,1,13,16,16,3.7,3242,8.3
Riley Neal,35543,QB,BALL ST,11,67.5,366,391,8.6,2.68,6,15,3.6,58.3,228,0,118,7.7,425,19,112,117,58,66.6,63.5,66.4,1,6,445,1,10.2,82.2,2.8,12,22,0,18,16,26,5.8,2277,5.8
Jake Rudock,10825,QB,MICHIGAN,13,75.9,357,390,8.3,2.79,10,14,3.4,64.1,250,0,159,7.7,442,21,163,222,59.8,73.8,73.4,57.5,8,9,465,1,11.9,96.1,4.3,19,33,0,15,21,16,3.4,3018,7.7
Chase Litton,34874,QB,MARSHALL,11,67.3,370,384,9.8,2.5,3,21,5.3,59.9,230,0,117,7.6,420,19,136,214,46.9,73.4,76,42,0,8,439,0,14.5,91.6,4,17,19,1,10,23,19,4.3,2606,6.8
Tyler Jones,46534,QB,TEXAS ST,12,74.7,344,381,8.2,2.55,4,8,2,58.3,222,0,130,13.6,419,35,122,314,68.9,64.7,66.6,55.3,5,10,436,0,14.6,78.3,4.5,19,19,1,27,13,20,4.6,2490,6.5
Blake Kemp,22575,QB,E CAROLINA,11,76.9,363,380,7,2.19,1,14,3.6,68.4,260,0,82,6.8,395,19,136,156,50.8,80.9,80.6,59.9,4,10,407,5,13.4,91.1,2.8,11,4,2,10,16,17,4.2,2634,6.9
Joel Stave,10985,QB,WISCONSIN,13,70.7,355,371,9.8,2.52,5,20,5.1,60.6,225,0,134,10.4,401,26,150,349,52.5,82.6,80.5,67.2,6,11,420,2,17.2,80.5,5.7,23,7,1,4,11,21,5,2698,7.3
Brandon Allen,10835,QB,ARKANSAS,13,74.1,343,370,9.5,2.95,5,24,6.3,65.9,244,0,136,3.9,405,10,176,111,54,90,90.5,55,5,8,415,5,11,113.6,3.7,15,20,0,17,30,16,3.9,3427,9.3
Jake Browning,46401,QB,WASHINGTON,12,74.9,343,370,9.5,2.66,9,20,5.2,63,233,0,136,9.3,426,24,150,340,59.7,82.8,80.1,69.9,1,10,442,1,22.8,91,7.3,31,25,1,16,16,18,4.1,2955,8
C.J. Beathard,11859,QB,IOWA,14,71.9,331,365,8.6,2.82,10,14,3.6,61.1,223,0,178,6.3,435,15,144,192,47.6,78.1,74.5,70.8,9,5,462,5,16.9,94.9,6.9,30,40,2,13,17,11,2.4,2815,7.7
Christian Hackenberg,10685,QB,PENN STATE,13,64,342,362,9.3,2.55,8,12,3.2,53,192,0,168,12.3,420,27,104,266,52.8,61.2,61,54.4,2,6,442,3,22,83.1,8.8,37,21,0,10,16,12,2.7,2523,7
Marquise Williams,11419,QB,N CAROLINA,14,69.7,337,356,10.1,2.72,4,18,4.8,61.5,219,0,142,6.8,402,16,155,245,28.8,82.8,75.4,78.3,7,9,425,0,12,101.3,4.2,17,29,0,8,24,15,3.5,3073,8.6
Brogan Roback,25079,QB,E MICHIGAN,12,71,328,350,7.9,2.72,2,19,5.2,61.4,215,0,125,7.7,381,18,121,160,59,64.5,64.2,56.3,3,11,400,0,12,83.1,3.9,15,16,0,17,16,24,6,2322,6.6
Nick Stevens,46468,QB,COLO STATE,13,68.6,331,349,10.1,2.41,4,19,5.2,60.7,212,0,97,6.6,374,15,141,144,61.7,74.3,72.9,59.7,7,12,395,0,15.5,90.5,4,15,10,0,7,21,22,5.6,2685,7.7
Joshua Dobbs,11890,QB,TENNESSEE,13,70.1,318,348,8,2.76,8,12,3.4,59.5,207,0,123,7.2,397,16,132,307,46,71.3,63.1,73.4,4,5,410,2,16.3,87.7,5,20,29,1,17,15,19,4.6,2312,6.6
Greg Ward,12258,QB,HOUSTON,14,76.6,329,348,8.1,2.8,7,13,3.6,67,233,0,113,7.5,424,19,151,182,62.7,82.7,73.8,78.8,1,6,437,1,21.2,101,5.7,24,52,1,10,17,15,3.4,2841,8.2
Sefo Liufau,12064,QB,COLORADO,11,74.1,309,348,8.3,2.94,3,17,4.7,61.5,214,0,159,6.6,409,15,122,143,69.4,75.9,74.8,62.1,7,6,425,0,15.7,83.9,6.1,25,36,2,27,9,5,1.2,2433,7
Matt Davis,46456,QB,SMU,12,65.4,312,340,12,3.07,5,21,5.7,54.1,184,0,173,9.8,430,20,123,287,41.9,74,63.7,78.9,3,7,464,0,23.7,82,9.5,41,49,3,17,16,23,5,2258,6.6
Anu Solomon,46599,QB,ARIZONA,11,72,314,337,10.5,2.62,2,22,6.2,60.8,205,0,112,9.3,373,21,128,109,25.6,85.7,87.7,53.3,2,5,391,0,17.9,99.5,5.4,20,16,2,17,20,8,2,2679,7.9
Garrett Smith,46568,QB,LA MONROE,10,68.4,316,336,7.8,2.46,11,16,4.6,56.8,191,0,129,11.6,393,25,104,209,42.9,66.8,68.9,54.5,3,11,403,1,22.5,77.9,7.4,29,28,0,6,17,18,4.5,2034,6.1
DeShone Kizer,11807,QB,NOTRE DAME,13,71,321,335,9.8,2.65,3,17,4.7,62.1,208,0,100,8.8,391,20,141,258,61.2,76.5,76.2,64.5,0,10,419,4,26,96.8,6.6,26,30,2,9,20,19,4.6,2858,8.5
Tyler Stewart,46474,QB,NEVADA,13,67.3,312,330,9.7,2.84,1,17,4.9,56.4,186,0,108,11.4,365,24,123,239,60.5,76,72.2,69.6,4,7,383,2,20.4,82.5,6,22,13,1,12,15,13,3.4,2152,6.5
Brandon Silvers,46483,QB,TROY,11,74.6,307,330,7.6,2.17,7,12,3.5,61.2,202,0,61,11.8,349,27,111,318,64.4,68.7,68.2,60.4,6,7,366,2,18,94.5,3.2,11,8,0,10,20,13,3.6,2376,7.2
Patrick Towles,46478,QB,KENTUCKY,11,69.4,307,328,10.1,2.7,2,18,5.2,55.8,183,0,113,14.1,381,30,100,202,75.2,63,61.6,60,2,14,406,0,23.9,67.3,7.1,27,26,1,16,9,20,4.9,2150,6.6
Cody Clements,17292,QB,S ALABAMA,12,65.4,312,327,11.3,2.53,4,20,5.8,52.3,171,0,123,16.2,386,33,104,288,44.6,59.4,58.7,57.3,3,15,407,5,18.7,68.9,6,23,36,1,7,13,24,5.9,2281,7
Driphus Jackson,19062,QB,RICE,12,69.5,302,320,11.3,2.87,2,13,3.9,57.5,184,0,116,12.4,389,26,129,275,29.2,75,75,61.7,0,7,404,3,29.3,90.2,8.7,34,35,3,13,18,13,3.2,2345,7.3
Nathan Peterman,11926,QB,PITTSBURGH,13,73,293,318,9.6,2.85,2,24,7.3,61.6,196,0,129,8.4,374,18,140,268,51.2,76,74.5,66.3,8,8,385,3,17.8,94.1,6.1,23,33,1,14,20,23,6,2300,7.2
Travis Wilson,12079,QB,UTAH,12,73,293,317,7.3,2.74,7,12,3.6,61.5,195,0,121,8.9,375,19,106,328,50.6,64.9,62.5,63,4,10,400,1,20.7,81.5,6.7,25,33,0,13,13,11,2.8,2101,6.6
Gunner Kiel,24708,QB,CINCINNATI,10,73.3,303,317,10.8,2.44,4,22,6.5,65,206,0,69,7.2,329,16,135,138,41.2,87,89.5,45.4,5,11,352,3,11.6,98.2,2.4,8,4,0,5,19,13,3.7,2770,8.7
Ryan Willis,60594,QB,KANSAS,10,67.1,280,316,9.6,2.42,12,12,3.7,51.3,162,0,131,13.8,367,26,82,198,31.3,51.4,50.8,54.4,6,10,380,2,23.7,63.5,8.4,31,20,2,16,9,24,6.3,1699,5.4
Chris Laviano,46398,QB,RUTGERS,12,70.8,284,313,8.1,2.74,1,9,2.8,59.7,187,0,149,7,366,14,120,278,56.4,59.5,62.1,42.4,2,12,381,2,15.4,82.7,6.3,23,30,3,23,16,17,4.5,2236,7.1
Thomas Woodson,26372,QB,AKRON,12,63,276,307,12.2,2.6,7,23,7,52.4,161,0,122,7.5,330,13,107,102,61.8,76.1,67.6,77.2,5,11,352,4,8.2,77.9,3,10,13,0,19,16,16,4.5,2185,7.1
Kevin Hogan,10796,QB,STANFORD,14,75.7,296,306,10,2.79,2,20,6.1,67.3,206,0,107,8,346,18,139,300,48.1,79.2,79.2,63,3,8,369,2,17.8,114.1,5.5,19,21,2,3,26,17,4.6,2829,9.2
Clayton Thorson,46501,QB,NWESTERN,13,65.9,264,295,8.1,2.84,7,9,3,50.8,150,0,109,13.8,338,24,98,256,35.7,54.2,50,62.9,4,9,346,1,19.3,61.2,6.2,21,22,0,20,7,24,6.9,1523,5.2
David Blough,46508,QB,PURDUE,10,66.4,277,293,9,2.62,5,11,3.6,57.7,169,0,122,8.2,326,15,79,273,50.2,53.2,54.2,50.5,1,8,341,0,15.6,72.5,5.8,19,14,0,10,10,20,5.9,1575,5.4
Kyle Allen,26152,QB,TEXAS A&M,10,66.2,269,285,10.2,2.77,4,17,5.8,56.1,160,0,107,10.1,319,18,97,312,27.2,66.5,66.3,59.1,0,7,330,4,20.6,90.9,6.9,22,12,0,12,17,16,4.9,2212,7.8
Bryant Shirreffs,46413,QB,UCONN,12,73.1,268,282,7.7,2.89,4,10,3.4,60.3,170,0,140,13.3,392,26,117,146,30,57,57.5,57.9,3,8,408,4,25,82,8.9,35,75,1,6,9,22,5.4,2089,7.4
Taylor Lamb,46422,QB,APP STATE,13,69,261,281,11,2.72,1,21,7,60.5,170,0,79,5.6,313,10,119,108,60.4,73.6,71.9,65.4,0,9,336,4,12.7,111.3,3.2,10,22,0,19,31,17,5.1,2383,8.5
Brandon Harris,46538,QB,LSU,12,66.3,258,278,10.8,2.81,5,24,8.1,53.2,148,0,104,13.5,309,23,95,211,42.7,72.5,68.8,69.5,8,7,328,4,15.4,83.9,5.2,16,15,1,6,13,15,4.6,2161,7.8
Quinton Flowers,46580,QB,USF,13,70.2,265,278,10.6,3.17,1,15,5.1,58.6,163,0,122,12.4,346,23,117,327,64.2,78.1,69.6,75.9,1,8,363,3,16.4,99.7,5.8,20,48,0,11,22,17,4.7,2295,8.3
Joe Hubener,46389,QB,KANSAS ST,13,57,263,277,13.7,3.05,3,18,6,47.7,132,0,78,12,317,18,86,199,57.3,58.2,57.7,58.8,2,10,341,2,25.6,65.4,6.3,20,20,1,8,9,21,6.2,1847,6.7
Tanner Lee,38321,QB,TULANE,9,64.5,256,276,10.2,2.53,4,9,3.2,51.8,143,0,103,13.3,296,22,82,319,25.5,56.8,58.5,26.4,5,7,304,1,19.4,72.4,6.8,20,0,0,11,11,21,6.9,1621,5.9
Max Wittek,11401,QB,HAWAII,9,55,260,272,11,2.31,5,13,4.6,47.1,128,1,82,10.5,304,15,77,180,37,37.5,38.4,50.3,5,15,315,2,28,50.6,7.6,23,9,0,2,7,27,8.6,1544,5.7
Shuler Bentley,46479,QB,DOMINION,10,64.8,247,271,7.9,2.28,11,10,3.6,51.7,140,0,72,12.5,304,20,68,263,52.2,53.4,53.8,50.3,3,6,313,0,27.8,72.7,6.6,20,13,2,8,12,15,4.8,1432,5.3
Kenny Potter,46562,QB,S JOSE ST,11,75.3,259,270,7.2,2.97,2,12,4.2,67.4,182,0,126,6.7,340,13,116,285,67.5,85.9,78.5,79.4,0,7,355,1,25.4,96.7,9.4,32,38,0,9,15,9,2.5,1990,7.4
Johnny McCrary,26439,QB,VANDERBILT,10,68.1,248,267,8.1,2.7,6,11,4,54.7,146,0,115,13.6,305,23,80,333,56.3,44.1,41.6,61.4,5,12,316,5,16.5,60.3,6.2,19,19,0,8,6,24,7.6,1530,5.7
Drew Lock,39517,QB,MISSOURI,12,56.9,253,265,10.2,2.76,2,12,4.3,48.7,129,0,117,10.4,306,15,63,229,45,43.7,41.7,56,1,8,318,2,19.7,56,7.5,23,18,0,9,4,19,6,1331,5
Perry Orth,46435,QB,S CAROLINA,12,65,246,262,8.7,2.46,2,13,4.8,54.6,143,0,78,10.6,291,17,85,289,54.4,63.6,63.8,54.4,1,9,301,2,21.8,79.2,5.8,17,12,1,12,12,17,5.7,1931,7.4
Vernon Adams Jr.,20008,QB,OREGON,10,74.5,247,259,11.6,3.22,3,20,7.4,64.9,168,0,120,8.7,311,16,121,264,42.2,79.8,80.7,58.9,1,6,324,0,20.8,122.5,8,25,27,0,8,26,13,4,2643,10.2
Greyson Lambert,46545,QB,GEORGIA,12,72,239,257,8.8,2.62,5,11,4.2,63,162,0,81,5.8,280,10,96,173,43,71.3,73.5,46.8,0,2,286,2,16,98.5,4.6,13,10,1,12,12,11,3.8,1949,7.6
Drew Hare,46600,QB,N ILLINOIS,9,71.8,245,256,9.2,2.37,3,19,7.2,63.7,163,0,73,7.4,298,13,98,254,40.7,78.8,81.1,60.3,1,4,307,0,27.4,98.7,6.7,20,22,0,7,14,12,3.9,1954,7.6
Fredi Knighten,17824,QB,ARK STATE,10,68.5,219,254,9.8,3,8,11,4.1,53.9,137,0,112,8.7,298,13,90,113,71.6,70.6,67.2,67,1,9,312,3,12.5,87.4,4.7,14,30,0,26,19,11,3.5,1843,7.3
Derrius Vick,18747,QB,OHIO,10,71.8,238,253,8.8,2.64,3,10,3.7,63.2,160,0,94,6.4,292,11,86,259,51.8,62.2,64.8,55.8,3,6,312,5,21.3,88,6.8,20,19,0,9,10,20,6.4,1816,7.2
Justin Holman,46581,QB,UCF,9,65.2,233,252,9.9,2.55,8,8,3,50.4,127,0,93,16.4,284,25,78,323,52.2,57.1,53.9,66.8,5,14,299,1,10.8,53,3.5,10,22,1,5,7,24,8,1380,5.5
Lamar Jackson,46416,QB,LOUISVILLE,11,63.6,236,249,12.7,3.03,4,8,3.1,54.2,135,0,136,10,313,15,100,210,41.1,68.4,60.4,71.3,1,8,321,0,17.6,80.7,7.7,24,40,0,8,12,17,5.3,1839,7.4
Cameron Coffman,20018,QB,WYOMING,9,71.9,228,244,10.1,2.76,6,22,8.5,62.3,152,0,93,7.3,283,12,82,351,62.5,67.5,70.1,44.1,1,10,300,2,26.9,94.7,8.8,25,14,2,7,18,22,7.3,1946,8
Jaquez Johnson,18005,QB,FAU,10,64.1,223,241,9.4,2.58,3,11,4.3,53.5,129,0,78,9.8,282,14,82,165,48.6,57.4,57.1,57.1,0,7,299,2,23.1,74.5,6.4,18,23,0,15,9,13,4.3,1587,6.6
Treon Harris,27651,QB,FLORIDA,10,66.2,195,239,10.9,3.34,8,8,3.3,49.8,119,0,154,7.8,308,10,88,163,47.8,55.8,51.6,62.5,4,6,317,4,19.5,74.9,9.7,30,39,1,31,9,15,4.7,1676,7
John Wolford,46454,QB,WAKE,11,71.2,215,235,7.6,2.85,6,11,4.5,60.4,142,0,112,7.2,283,11,85,339,53.3,71.3,73.8,54.7,2,11,296,2,19.6,77.5,7.8,22,26,0,12,9,10,3.4,1795,7.6
Hayden Moore,46410,QB,CINCINNATI,9,65.1,218,224,11.7,2.69,1,21,8.9,58.9,132,0,70,7,257,10,91,138,28.3,62.9,67,47.3,1,11,271,2,27.1,78.2,7.4,19,14,0,4,9,19,7,1830,8.2
Everett Golson,18665,QB,FLORIDA ST,9,81.9,199,222,8,2.91,1,8,3.5,66.2,147,0,104,9.8,252,16,84,167,53.1,87.7,90,55.8,2,3,262,2,14.4,101.5,6,15,15,1,19,11,4,1.5,1778,8
Billy Bahl,46531,QB,MIAMI OH,11,56.9,204,218,13.3,2.68,2,12,5.2,45,98,0,86,15.5,253,18,69,221,67,51.5,49.6,60.9,3,13,265,0,24.4,53.9,8.3,21,14,0,9,8,18,6.8,1410,6.5
Michael Brewer,19619,QB,VA TECH,8,67,197,217,11.5,2.74,4,10,4.3,57.6,125,0,72,5.3,241,7,80,337,78.2,66.3,64.2,61.9,3,7,256,1,25,89.4,7.5,18,6,1,12,13,12,4.7,1705,7.9
Andrew Allen,26510,QB,NEW MEX ST,7,67.3,199,215,9.8,2.71,1,9,4,53.5,115,0,83,14.2,263,19,67,242,38.7,57.6,61,48.2,0,8,276,0,21.7,85.7,6.8,18,30,1,14,16,14,5.1,1535,7.1
DaMarcus Smith,25479,QB,N TEXAS,10,59.1,198,212,10.4,2.69,4,6,2.8,46.7,99,1,79,15.4,242,18,56,251,41,49.3,44.6,60.5,2,5,249,2,16.5,63.7,5.4,13,17,1,7,8,13,5.2,1016,4.8
Sam Richardson,18467,QB,IOWA STATE,8,69.1,204,212,8.8,2.84,0,7,3.1,60.4,128,0,76,9.2,246,13,62,193,39.7,64.2,66.7,50,0,8,262,0,23.7,77.6,7.3,18,16,0,8,8,15,5.7,1442,6.8
Blake Decker,16932,QB,UNLV,9,65.3,202,210,11.2,2.48,4,21,9.3,57.6,121,0,88,8.3,231,11,80,325,54.2,71.5,73,55.9,0,8,249,1,11.4,87.4,4.3,10,11,0,4,12,14,5.7,1722,8.2
Dalton Sturm,46488,QB,UTSA,9,68.2,192,210,9.4,2.95,1,6,2.8,59,124,0,114,5.3,265,7,77,331,63,59.9,58.5,59.6,2,7,274,1,28.1,85,12.1,32,23,0,15,13,14,5.1,1361,6.5
