player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Michael Brewer,19619,QB,VA TECH,13,70.6,401,443,9.4,2.88,10,19,4,58.9,261,1,180,7.8,502,22,6,337,67.2,69,68.9,56.4,1,15,531,4,18.3,75.7,6.6,33,26,1,30,18,19,3.6,2671,6
Blake Frohnapfel,19699,QB,UMASS,10,64.3,403,439,11.8,2.73,4,27,5.8,54.9,241,0,171,6.9,474,18,1,216,56.4,75.4,76.3,49.7,5,10,501,5,13.5,87.5,4.9,23,12,1,26,23,17,3.4,3340,7.6
Tyler Rogers,46638,QB,NEW MEX ST,12,68.9,412,437,7.4,2.25,6,16,3.5,61.1,267,0,87,6,456,17,2,242,34.9,56.4,57.6,46.7,1,23,476,2,10.3,71.9,2,9,10,0,18,19,28,5.9,2760,6.3
Brian Burrell,17419,QB,FRESNO ST,14,69.2,409,435,9.5,2.68,6,12,2.6,57.7,251,0,138,11.3,495,32,1,169,71.9,70.1,67,67.4,0,18,519,1,27.5,74.8,7.7,38,22,3,17,22,14,2.7,2613,6
Fredi Knighten,17824,QB,ARK STATE,13,74.3,393,434,7.3,2.84,9,19,4.2,62.2,270,0,175,7.5,515,22,4,113,33.4,64.6,69.4,50.9,2,7,544,2,20.6,97.2,7,36,45,1,29,24,20,3.7,3289,7.6
Bryce Petty,9536,QB,BAYLOR,12,72.9,410,430,12,2.38,5,26,5.8,62.8,270,0,97,9.7,470,29,4,118,59.1,83,86.3,47.8,2,7,495,3,22.7,107.5,4.7,22,18,1,12,29,12,2.4,3855,9
Everett Golson,18665,QB,NOTRE DAME,13,72.7,392,430,10,2.88,10,22,4.9,59.8,257,0,150,9.8,499,28,3,258,29.5,77.9,78.2,59.1,7,14,523,2,20.7,94.2,6.2,31,38,0,21,29,20,3.8,3445,8
Nick Arbuckle,16351,QB,GA STATE,12,70.3,401,429,9.6,2.39,9,34,7.5,59.9,257,0,143,8.9,477,25,2,175,51.2,82.2,83.6,53.7,1,17,504,3,21.7,85.2,6.5,31,17,2,16,23,17,3.4,3276,7.6
Marquise Williams,11419,QB,N CAROLINA,13,71.5,400,429,7.7,2.67,12,13,2.9,62.7,269,0,183,5.9,488,17,2,245,44.8,74.4,68.9,71.8,2,9,513,3,13.7,91.6,5.1,25,34,0,15,21,17,3.3,3061,7.1
Clint Trickett,15673,QB,W VIRGINIA,11,74.4,410,424,8.4,2.71,5,18,4,66.3,281,0,111,7.9,460,24,2,343,48.8,76,74.6,58.4,2,10,485,3,20.7,93.9,5,23,13,0,7,18,21,4.3,3285,7.7
Ikaika Woolsey,46495,QB,HAWAII,13,63.3,390,424,11.3,2.89,6,20,4.5,49.3,209,0,159,15.4,505,38,3,180,64.2,58.7,60.3,51.6,1,13,528,3,25.2,65.5,7.9,40,41,5,22,13,26,4.9,2530,6
Garrett Grayson,9508,QB,COLO STATE,13,75.4,395,423,10.1,2.71,10,26,5.9,64.5,273,0,140,8.4,476,25,1,144,42.7,80.2,82.1,42.1,2,7,497,1,20,113.6,5.9,28,25,0,16,32,18,3.6,4005,9.5
Maty Mauk,46507,QB,MISSOURI,14,65.3,380,419,10.5,3.03,5,28,6.3,53,222,0,161,10.5,483,26,2,229,79.1,68.8,65.5,71.2,2,13,511,12,13,79.5,4.3,21,43,0,32,25,18,3.5,2647,6.3
Paxton Lynch,10660,QB,MEMPHIS,13,72.5,396,416,8.6,2.56,3,26,6,62.5,260,0,146,9.4,457,27,4,218,50.8,78.9,80,59.6,0,9,473,3,10.3,93.8,3.3,15,26,0,17,22,17,3.6,3095,7.4
Grant Hedrick,12753,QB,BOISE ST,14,79,391,415,8.6,2.67,4,17,4,70.6,293,0,137,5.2,499,16,2,120,69,90.7,91.1,62.6,1,14,518,3,18.2,100.9,5,25,59,1,18,22,15,2.9,3627,8.7
Blake Decker,16932,QB,UNLV,13,64.4,390,407,11.6,2.93,6,20,4.7,57,232,0,180,7.6,508,19,2,325,71.6,63.6,62.8,60.4,2,18,535,2,20,72.9,7.1,36,65,2,7,15,20,3.8,2874,7.1
Cody Fajardo,9976,QB,NEVADA,13,67.1,389,403,9.6,2.72,5,12,2.9,59.1,238,0,112,8.8,455,23,1,239,77.4,75.6,70.9,70.1,2,11,475,0,18.8,80.4,4.6,21,31,0,7,18,22,4.6,2479,6.2
Colin Reardon,22806,QB,KENT STATE,11,67.3,382,403,7.5,2.25,2,12,2.8,56.6,228,0,91,11.3,423,29,0,201,69,53.4,52.6,59.9,1,16,442,2,11,69.7,2.4,10,10,0,18,14,25,5.7,2457,6.1
Jake Waters,9833,QB,KANSAS ST,13,74.9,374,399,9.9,2.97,7,24,5.6,65.7,262,0,125,6.4,451,18,0,199,54.8,82.5,87.8,55.5,2,7,482,2,26.4,104.4,7.3,33,19,0,16,22,15,3.1,3501,8.8
Brett Hundley,9580,QB,UCLA,13,78.1,374,396,7.7,2.83,6,17,4.1,68.2,270,0,131,7.5,492,22,1,324,27.1,72.6,74,58.1,2,5,519,0,31.3,105.2,8.3,41,55,3,11,22,16,3.1,3141,7.9
Dak Prescott,10769,QB,MISS STATE,13,70,380,396,9.9,2.76,5,21,5.1,61.6,244,0,135,8.3,442,22,3,227,69.9,72.1,71.7,61.4,4,11,460,0,15.6,100.9,4.8,21,25,0,7,27,17,3.7,3449,8.7
Patrick Towles,46478,QB,KENTUCKY,12,69.9,362,395,8.9,2.55,14,17,4.2,56.7,224,0,138,11.5,457,29,4,202,45.1,59.3,54.7,66.4,2,9,469,5,24.6,79,7.4,34,28,1,16,13,24,5.1,2674,6.8
Trevor Siemian,9683,QB,NWESTERN,11,68.9,367,394,8.3,2.66,13,18,4.4,57.9,228,0,137,9.9,443,25,5,256,48.6,75.4,72.8,61.4,3,11,463,3,21.2,68.1,6.5,29,20,0,11,7,15,3.2,2227,5.7
Justin Holman,46581,QB,UCF,13,69.3,368,393,10.8,2.66,7,12,2.9,56.7,223,0,166,12.5,460,32,0,323,59.1,64.5,65.5,55.9,12,14,487,1,17.5,85.3,6.3,29,38,1,5,23,17,3.5,2950,7.5
Blake Sims,11515,QB,ALABAMA,14,74.2,372,391,9.5,2.77,6,17,4.2,64.2,251,0,99,9.1,444,25,3,103,68.2,87.7,85.7,69.3,0,10,458,2,14.1,105.8,3.2,14,39,1,12,28,12,2.6,3473,8.9
Gunner Kiel,24708,QB,CINCINNATI,13,66.8,374,390,10.5,2.49,7,26,6.3,59.5,232,0,68,7.2,413,18,4,138,51.9,74.9,76.9,54.1,2,13,434,4,17.6,98.7,2.9,12,11,1,6,31,16,3.7,3219,8.3
P.J. Walker,12134,QB,TEMPLE,12,65.1,355,385,8.6,2.77,10,15,3.8,52.7,203,0,131,12.1,430,28,0,306,30,42.3,42.1,52,2,15,445,4,14.5,66.2,4.4,19,26,1,17,13,28,6.3,2324,6
Bo Wallace,12806,QB,OLE MISS,13,69.4,360,385,9.4,2.61,11,16,4,59.7,230,1,155,8,445,20,3,226,43.3,64.8,71.1,44.4,1,14,463,4,22.6,90.4,7.9,35,25,2,11,22,23,5,3202,8.3
Cooper Rush,12324,QB,C MICHIGAN,13,73.6,356,385,9.6,2.75,9,14,3.4,63.1,243,0,119,7.3,424,19,1,134,43.6,79,76.2,67.8,8,13,445,2,22.7,98.2,6.4,27,12,0,12,27,18,4,3157,8.2
Kyle Pohl,16451,QB,AKRON,10,68.7,361,385,8.5,2.49,4,10,2.5,54.5,210,0,112,15.3,424,38,0,102,52.5,63.7,65.9,43.2,0,8,440,0,17,70.4,4.5,19,20,1,19,9,12,2.7,2193,5.7
Tyrone Swoopes,12267,QB,TEXAS,12,67.1,362,382,9.6,2.85,4,17,4.3,57.9,221,0,154,9.1,443,22,2,311,51.6,63.4,64.4,56,3,11,465,3,18.2,75.5,6.3,28,33,0,13,13,22,4.7,2375,6.2
Brad Kaaya,11970,QB,MIAMI FL,13,66.3,356,381,9.7,2.5,6,16,4,58.3,222,0,102,5.9,407,14,4,220,68.8,67.7,67.2,53.7,6,12,422,4,20.6,95.1,5.2,21,4,0,13,26,18,4.3,3188,8.4
Tyler Jones,46534,QB,TEXAS ST,12,74.8,357,378,6.8,2.38,5,11,2.8,65.1,246,0,118,7.9,419,21,0,314,44.4,64.4,66.8,55.4,1,7,438,4,20.3,97.5,5.7,24,17,1,14,22,13,3,2675,7.1
Matt Linehan,46436,QB,IDAHO,11,69.6,352,374,9.1,2.93,7,14,3.5,58.6,219,0,195,10.6,450,26,0,185,53.6,55.9,55.4,56.3,1,18,479,0,22.6,68.7,9.8,44,32,0,14,11,25,5.2,2519,6.7
Jacoby Brissett,10725,QB,NC STATE,13,71.2,333,370,9.5,3.03,7,16,4.1,59.5,220,0,151,7.2,467,17,1,248,30,80.1,70.7,82.5,1,5,493,0,20.5,96.1,6.6,31,66,1,28,23,16,3.3,2606,7
Connor Cook,10734,QB,MICH STATE,13,64.5,355,367,11.1,2.7,3,26,6.7,57.8,212,0,98,7.4,391,17,2,223,43.5,77.4,79.8,46.8,3,8,410,1,14.3,99.4,3.6,14,10,0,6,24,19,4.6,3214,8.8
Nick Mullens,12282,QB,SO MISS,10,71.1,336,367,9.2,2.45,6,14,3.7,59.1,217,0,135,9.2,407,22,0,296,50.4,70.5,70.3,58.3,9,10,425,2,15.6,78.8,5.2,21,19,1,15,12,12,2.8,2461,6.7
John Wolford,46454,QB,WAKE,12,69.6,326,366,7.5,3.03,10,8,2.1,58.2,213,0,192,6.2,431,14,1,339,64.7,59.4,62.3,46.5,5,14,455,3,23.4,68.7,10.4,45,20,0,25,12,16,3.5,2034,5.6
Zach Terrell,12086,QB,W MICHIGAN,13,77.2,347,364,7.7,2.64,4,18,4.8,67.6,246,0,99,8.2,422,22,2,347,56.7,77.6,74.6,66.9,2,10,435,0,23.2,109.6,5.5,23,35,2,9,26,18,4.1,3394,9.3
Colby Kirkegaard,15685,QB,WYOMING,12,69.6,319,361,10.2,2.91,9,14,3.8,57.1,206,0,160,7.2,420,16,3,351,54.6,67.5,68.7,51.4,5,9,431,3,25,81,9.5,40,19,1,27,12,16,3.7,2658,7.4
Kevin Hogan,10796,QB,STANFORD,13,71.8,348,355,9.4,2.62,2,18,4.8,65.4,232,0,83,7.2,409,18,1,300,36.9,71,76.5,45.7,0,8,430,3,25.3,97.7,5.1,21,33,1,4,19,22,5.1,2788,7.9
C.J. Brown,14571,QB,MARYLAND,13,65.8,336,355,9.4,2.68,6,17,4.6,53.2,189,0,158,14.5,416,32,2,215,62.9,57.3,51.4,68,3,10,429,3,22.2,73.8,8.4,35,26,0,10,13,21,4.9,2288,6.4
Christian Stewart,13086,QB,BYU,9,67.4,331,350,12.3,3.07,6,20,5.4,57.1,200,0,159,10.3,408,23,0,128,43.5,75.5,78.6,51.6,1,9,427,1,12.6,94,4.9,20,38,0,12,25,17,4,2621,7.5
Joe Licata,11390,QB,BUFFALO,11,74.2,325,350,9.9,2.82,5,19,5.1,64.3,225,0,105,6.6,376,16,2,126,64.9,68.2,68.6,48.8,4,11,404,0,15.2,101.7,4.3,16,10,2,14,29,16,4,2648,7.6
Terrance Broadway,15286,QB,LA LAFAYET,13,74.9,315,349,7.3,2.81,3,6,1.7,62.8,219,0,166,7.2,401,17,4,207,73.4,66.6,63.4,64.2,7,9,413,3,14.5,83.4,6,24,28,2,22,13,16,3.9,2289,6.6
Jake Rudock,10825,QB,IOWA,12,72.3,318,348,9.2,2.81,11,15,4.1,61.2,213,0,115,7.4,394,17,3,192,59,71.1,73.9,49.9,4,5,410,2,14.8,91.6,4.3,17,29,0,15,16,11,2.7,2436,7
Davis Webb,11842,QB,TEXAS TECH,8,71.3,335,347,8.6,2.35,4,21,5.8,60.8,211,0,85,11.7,355,28,1,315,56.3,74.7,75.3,52.2,1,13,373,4,4.7,90.8,1.1,4,4,1,6,24,21,5.6,2547,7.3
Tommy Armstrong Jr.,46589,QB,NEBRASKA,13,60.5,334,346,12.1,2.76,4,16,4.4,52.9,183,0,146,9.4,385,19,4,238,42.5,60.6,58.1,60.4,1,12,405,1,14.4,85.3,5.5,21,18,2,5,22,25,6.2,2694,7.8
Brandon Allen,10835,QB,ARKANSAS,13,65.9,311,340,10.3,2.78,4,13,3.7,55.9,190,0,117,7.3,370,15,2,111,48,70.7,71.8,55.1,0,5,384,5,12.8,90.1,4.1,15,15,0,25,20,16,4.2,2279,6.7
Tanner Lee,38321,QB,TULANE,10,62,329,337,10.1,2.38,5,9,2.5,54.9,185,0,118,9.3,369,19,2,319,78.2,43,43,52.6,2,14,389,2,18.6,66.8,6,22,10,0,1,12,26,6.7,1975,5.9
Austin Grammer,23315,QB,MIDDLE TN,12,76.4,314,337,8,2.81,1,16,4.5,65.6,221,0,143,7.9,407,19,2,224,41,76,75.1,63.2,0,12,423,1,18.2,90.5,6.4,26,44,0,22,17,14,3.3,2571,7.6
Driphus Jackson,19062,QB,RICE,13,68.5,317,333,10.6,2.83,3,19,5.5,57.4,191,0,96,12,388,26,2,275,71.5,75.6,77.1,60.8,1,8,406,4,29.2,99.7,7.2,28,27,0,12,24,11,2.7,2860,8.6
Cyler Miles,24224,QB,WASHINGTON,12,73.7,312,332,7.4,2.81,3,7,2,66,219,0,134,4.8,404,11,2,340,27.9,61.8,63.8,54.5,1,4,422,3,17.2,99.2,5.7,23,49,1,15,17,17,4,2396,7.2
Joe Gray,16729,QB,S JOSE ST,11,73.3,307,329,8.5,2.61,6,16,4.7,63.5,209,0,107,7.1,357,16,0,285,32.2,75.7,76.9,55,1,9,369,0,12.1,83.9,3.6,13,15,0,15,11,14,3.8,2303,7
Gary Nova,12894,QB,RUTGERS,13,63.8,318,328,10.2,2.6,4,23,6.8,57,187,0,114,7.9,364,16,1,278,57,72.4,71.6,63.7,0,12,377,5,16.7,93,5.2,19,17,1,5,22,15,4,2859,8.7
Drew Hare,46600,QB,N ILLINOIS,14,69.6,312,326,9.2,2.54,6,14,4.1,59.2,193,0,82,11.1,380,24,0,254,50.5,76.8,76.5,63.6,0,2,395,0,13.4,96.9,2.9,11,43,2,6,18,5,1.3,2321,7.1
Kenny Hill,46637,QB,TEXAS A&M,8,77.3,313,322,9.4,2.72,4,15,4.5,66.1,213,0,78,12,361,29,5,312,63.5,78.6,79.8,54.5,0,8,370,3,19.2,104.8,4.2,15,24,0,5,23,11,3,2641,8.2
Trevor Knight,12009,QB,OKLAHOMA,10,68.4,297,319,10.6,2.61,6,7,2.1,56.4,180,0,73,11.3,347,23,1,261,68.9,63.3,62.9,57.6,1,12,361,2,11,78.1,2.3,8,20,2,13,14,19,5.3,2301,7.2
Travis Wilson,12079,QB,UTAH,13,69.3,287,315,8.6,2.75,8,16,4.9,60.3,190,0,87,4.5,366,9,2,328,52,68.7,73.3,51.3,1,5,377,2,21.8,93.4,5.2,19,32,1,18,18,8,2.1,2166,6.9
Jaquez Johnson,18005,QB,FAU,11,65.9,293,315,10.4,2.62,7,13,4,57.5,181,0,99,6.2,360,12,2,165,60.2,65.5,65.2,60.5,0,5,379,2,17.2,90.8,4.7,17,28,0,15,17,9,2.4,2229,7.1
J.T. Barrett IV,46387,QB,OHIO STATE,12,73.2,295,312,9.7,2.78,5,15,4.7,64.4,201,0,121,6.9,382,15,0,260,85.7,81.3,68.1,84.8,3,10,393,2,24,116.4,7.6,29,41,0,9,34,12,3.1,2819,9
Brandon Bridge,16073,QB,S ALABAMA,11,66.7,291,310,12.4,2.71,1,19,5.8,51.3,159,0,115,18,351,35,3,288,62.2,67.7,66.6,60.4,6,8,370,3,19.1,76,6.3,22,19,1,11,15,17,4.6,1922,6.2
Quinn Kaehler,37765,QB,S DIEGO ST,12,66.9,281,307,10.1,2.75,6,13,4.1,55,169,0,111,10.1,331,19,3,284,62.2,56.3,57.2,40.5,3,12,345,4,17.1,70.7,5.7,19,5,0,17,9,22,6.4,2153,7
Cole Stoudt,10142,QB,CLEMSON,13,71.4,283,302,7.4,2.34,6,8,2.6,62.9,190,0,98,5.9,335,12,0,140,66.3,52.1,52.9,51.3,4,10,344,0,16.3,76.5,4.8,16,17,1,8,9,18,5.2,1877,6.2
Taylor Lamb,46422,QB,APP STATE,12,68.2,280,296,10.8,2.74,5,14,4.3,61.5,182,0,96,4.7,323,9,1,108,74.8,67.2,62.7,69,0,9,352,3,8.3,93.3,2.5,8,19,0,11,17,12,3.4,2382,8
Logan Woodside,46517,QB,TOLEDO,12,71.6,285,294,8.6,2.36,6,16,5.1,62.6,184,0,65,9.8,312,20,1,316,29.6,70.2,76.2,37.4,2,8,335,2,13.8,96.4,2.9,9,9,0,1,19,12,3.6,2254,7.7
Jameill Showers,9851,QB,UTEP,13,68.3,262,292,7.5,2.82,5,8,2.6,55.1,161,1,107,10.1,326,18,0,330,77.7,59,54.8,64,4,6,346,4,11.2,79.9,3.7,12,22,0,21,12,7,2,1871,6.4
Nick Marshall,9829,QB,AUBURN,13,68.8,285,292,12.9,2.84,5,23,7.6,60.6,177,0,98,9.7,320,19,3,115,68.8,90.4,86.1,77.7,0,7,335,3,14.3,101,4.4,14,14,0,2,20,13,3.9,2492,8.5
Chad Voytik,46471,QB,PITTSBURGH,13,68.9,273,290,10,2.66,5,18,5.9,60.7,176,0,115,6.4,336,12,3,268,57,69.5,68,62,2,7,353,2,19.1,93,6.5,22,23,2,8,16,14,4,2229,7.7
Devin Gardner,9949,QB,MICHIGAN,12,71.1,270,283,8.9,2.8,6,7,2.4,61.5,174,0,102,9.4,349,18,3,222,37,61.9,61.6,56.2,3,15,359,1,26.5,70.9,7.7,27,39,0,4,10,16,4.5,1896,6.7
Hutson Mason,10168,QB,GEORGIA,13,76.1,264,282,8.9,2.5,2,19,6.4,66.7,188,0,83,6.5,308,13,5,173,62.4,85.5,87.3,52.5,1,4,321,4,16.9,108.6,4.5,14,12,0,15,21,13,4,2170,7.7
Cody Clements,17292,QB,UAB,11,74,269,280,9.5,2.61,3,15,5.1,65.7,184,0,96,7.5,332,15,1,321,66.6,71.9,70.7,62.7,3,8,348,3,25,94.6,7.2,24,28,1,4,14,16,4.6,2215,7.9
Taylor Kelly,12900,QB,ARIZONA ST,10,63.3,270,279,10.4,2.71,1,12,4.1,59.1,165,0,94,3.5,324,6,2,110,57.4,61,63.5,52.1,0,5,340,3,28.7,101.8,8.3,27,18,0,8,22,8,2.4,2114,7.6
Daxx Garman,19183,QB,OKLA STATE,9,62.2,267,277,14.1,2.5,0,19,6.5,54.9,152,0,113,8.4,326,14,0,262,62.9,63.3,64.2,50.9,5,12,344,1,29.2,74.7,10.1,33,16,0,5,12,16,4.7,2025,7.3
Alex McGough,46420,QB,FIU,12,64.5,251,276,9.3,2.64,4,4,1.4,50,138,1,98,14.8,332,24,1,166,27.6,33.3,33.5,48.1,5,10,341,3,30.6,69.3,9,30,26,2,14,13,22,6.5,1655,6
Austin Appleby,12316,QB,PURDUE,9,64.1,251,273,7.9,2.82,6,8,2.8,52.7,144,0,133,10.6,297,17,2,273,28.8,56.9,59.4,49.5,5,11,307,3,8.3,63.8,3.7,11,13,0,11,10,12,3.9,1463,5.4
Greg Ward,12258,QB,HOUSTON,12,75.6,258,270,7.9,2.95,3,13,4.6,66.3,179,0,94,8.2,343,16,3,182,63.8,75.8,82.2,66,0,7,357,2,24.5,92.5,6.7,23,50,4,5,12,8,2.2,2019,7.5
Brandon Silvers,46483,QB,TROY,11,78.7,258,269,6.5,2.17,3,10,3.6,69.9,188,0,82,7.4,306,15,5,318,53.6,62.6,67.2,49.6,1,3,318,1,26.8,96.7,7.2,22,15,1,6,11,8,2.5,1769,6.6
Greyson Lambert,46545,QB,VIRGINIA,9,69.5,246,261,7.9,2.52,6,10,3.6,59,154,0,84,9.9,279,17,0,335,44.8,70.4,69.9,54.4,5,11,294,0,14.3,72.5,4.3,12,6,0,4,10,15,5.1,1629,6.2
Justin Worley,15203,QB,TENNESSEE,7,71,238,253,9.5,2.6,1,12,4.6,62.1,157,0,108,7.1,290,12,3,307,47.4,70.4,69.1,60,4,8,302,1,25.9,82.3,9.7,28,9,0,10,12,12,4,1573,6.2
Luke Falk,46586,QB,WASH STATE,5,73.3,236,245,8.1,2.72,0,13,5.1,63.3,155,0,78,10.4,276,18,0,341,76.6,69.4,70.1,58.7,0,7,288,3,21.8,92.5,6.2,17,14,2,7,13,12,4.2,1879,7.7
Michael Cummings,19940,QB,KANSAS,9,67.3,226,244,10.5,2.53,4,8,3.2,56.1,137,0,78,9.9,273,15,0,198,41.2,45.1,48.1,44.4,2,6,281,0,21.8,80.2,6.2,17,12,0,12,9,17,6,1715,7
Wes Lunt,12050,QB,ILLINOIS,8,70.9,230,243,8.3,2.55,2,8,3.1,63,153,0,82,6.1,255,10,1,187,57.2,59,60.8,42.2,1,3,266,3,13.4,97.4,4.3,11,1,0,10,13,15,5.6,1760,7.2
Mitch Leidner,46437,QB,MINNESOTA,12,61.6,229,242,12,2.74,2,14,5.6,50.4,122,0,97,13.5,274,19,3,225,29.4,55,55.6,54.1,2,8,283,3,19.6,76.4,6.9,19,13,3,6,11,18,6.4,1798,7.4
Mike White,46453,QB,USF,11,63.1,225,241,9.9,2.86,3,13,5.2,50.6,122,0,81,14.1,266,20,2,327,34.6,52.6,58.1,29.1,6,7,281,4,18.5,71.6,5.6,15,10,0,7,8,10,3.6,1639,6.8
