player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dru Brown,38491,QB,HAWAII,12,71.2,392,412,9.5,2.72,6,18,4.1,61.7,254,0,125,9,457,25,132,180,39.5,72.2,71.2,58.6,2,8,482,1,24,88.1,6.6,30,13,0,12,18,20,4.1,2785,6.8
J'mar Smith,27005,QB,LA TECH,13,69.4,389,412,10.5,2.88,3,30,6.9,56.1,231,0,169,14.4,486,39,149,208,54.1,70.7,72.2,59.9,3,5,513,5,15.4,86.7,5.3,26,47,1,16,16,21,4.1,2971,7.2
Brogan Roback,25079,QB,E MICHIGAN,12,69.8,387,411,10.2,2.47,4,20,4.6,59.1,243,0,144,10,440,27,137,160,69.6,65.8,64.9,60.6,2,15,465,3,11.1,80.8,3.6,16,11,4,14,19,24,5.2,2889,7
Baker Mayfield,46518,QB,OKLAHOMA,14,80.6,392,406,11.2,2.96,2,31,7.3,70.4,286,0,128,9.5,462,30,203,261,65.5,94.5,94.4,67.4,1,6,479,3,20.3,137.5,5.6,26,25,1,10,43,15,3.1,4634,11.4
Conner Manning,39390,QB,GA STATE,12,74.7,388,406,7.7,2.45,8,14,3.3,64.3,261,0,151,10,455,29,150,175,43.6,66.4,65.5,58.1,3,7,479,2,16.6,92.3,5.5,25,24,1,6,14,20,4.2,3155,7.8
Kelly Bryant,34897,QB,CLEMSON,14,73.9,372,401,7.8,2.53,7,18,4.3,65.3,262,0,129,4.7,468,13,148,140,61.7,79.4,79.7,64.3,4,8,488,2,18.6,88,5.1,24,42,1,17,13,8,1.6,2785,6.9
Kenny Hill,46637,QB,TCU,13,73.7,392,401,8,2.59,4,14,3.3,67.3,270,0,103,6.6,457,19,151,305,56.3,72.2,68,68.3,0,8,477,4,18.4,102,4.2,19,30,0,5,23,20,4.2,3172,7.9
Jake Bentley,40788,QB,S CAROLINA,13,69.6,368,397,8.8,2.46,13,15,3.6,61.7,245,0,139,4.3,458,11,134,289,61.3,66.3,67.2,51.8,3,12,475,3,22.3,85.4,6.8,31,30,2,11,18,15,3.2,2795,7
Josh Jackson,40482,QB,VA TECH,13,68.9,370,397,9.8,2.64,3,16,3.9,59.2,235,0,140,7.8,440,20,146,337,69.5,67.2,62.8,68.2,3,9,459,1,16.4,90.2,5.2,23,19,2,19,20,20,4.4,2996,7.5
McKenzie Milton,40110,QB,UCF,13,76.3,375,396,10.4,2.76,3,35,8.5,67.2,266,0,137,7,437,20,185,323,70.5,90.7,90,75.2,1,9,454,4,8,123,2.5,11,28,0,17,38,16,3.5,4034,10.2
Will Grier,38265,QB,W VIRGINIA,11,73.7,380,388,12.3,2.67,2,31,7.6,64.2,249,0,101,11.1,433,31,156,343,41.4,91.1,91.8,51,1,12,456,0,13.9,109.2,3.2,14,29,1,4,34,13,2.9,3477,9
Kyle Shurmur,29110,QB,VANDERBILT,12,71.4,353,380,9.4,2.58,10,15,3.7,58.2,221,0,158,12.3,409,31,145,333,51.5,72.1,72.4,49.4,9,10,433,3,13.3,93.5,5.1,21,8,0,8,26,14,3.2,2834,7.5
Steven Montez,46465,QB,COLORADO,12,70,357,379,10.6,2.82,2,13,3.3,60.4,229,0,129,8.4,440,21,132,143,72.8,80.3,75,73,1,9,458,4,28.7,91.1,8.4,37,22,1,18,18,11,2.4,2980,7.9
Eric Dungey,46458,QB,SYRACUSE,9,71,341,378,9,2.54,9,18,4.4,59.5,225,0,135,7,441,17,121,304,73.6,81.4,74.6,78,8,9,475,6,20,81.4,6.1,27,35,0,20,14,14,2.9,2479,6.6
Ty Gangi,27234,QB,NEVADA,10,68.6,357,376,9,2.29,4,31,7.8,60.9,229,0,84,6.5,389,16,115,239,75.1,67.6,66.6,63.1,3,11,411,3,7.1,93.2,1.5,6,4,0,12,25,17,4.1,2746,7.3
John Wolford,46454,QB,WAKE,12,72.4,359,374,10.6,2.65,5,20,5.2,63.9,239,0,111,8.1,419,21,158,339,59.5,88.8,90.5,61.7,4,6,433,1,14.4,110,3.8,16,29,0,6,29,11,2.5,3191,8.5
J.T. Barrett IV,46387,QB,OHIO STATE,14,73.9,352,373,9.8,2.89,5,22,5.5,64.6,241,0,129,7.3,424,19,147,260,87,81.4,75.4,75.4,2,9,454,3,15.5,111.3,4.7,20,27,1,13,35,13,2.9,3058,8.2
Jarrett Stidham,13725,QB,AUBURN,14,75.3,348,371,8.8,2.98,3,20,5.2,66.3,246,0,144,6.1,446,16,140,115,39.1,71.5,75,51.4,2,6,463,4,24.3,102.2,7.8,35,39,0,18,18,14,3,3156,8.5
Quinton Flowers,46580,QB,USF,12,67.9,318,355,13,3.01,5,24,6.5,52.4,186,0,120,13.9,429,30,142,327,60.2,81.1,76.9,72.3,1,6,448,4,14.2,96.2,4,17,57,1,30,25,15,3.3,2898,8.2
Andrew Ford,27063,QB,UMASS,11,73.6,330,355,10,2.72,4,26,6.9,62.5,222,0,155,8.6,414,21,142,216,58.4,82.5,81.8,56.8,3,4,439,3,25.8,104.4,9.7,40,17,4,14,22,13,3,2914,8.2
Alex McGough,46420,QB,FIU,13,74,338,355,10.1,2.73,4,18,5,65.4,232,0,130,7.2,402,18,150,166,55,90.3,87.6,73.9,2,8,411,4,16.2,96,5.2,21,21,0,11,17,13,3.2,2801,7.9
Marcus McMaryion,29810,QB,FRESNO ST,14,72.5,324,351,10.1,2.52,6,26,7.1,62.1,218,0,114,7.2,399,17,123,169,60.6,87.9,85.7,68.9,7,5,413,1,7,93.6,2,8,27,0,14,14,6,1.5,2728,7.8
Nate Stanley,46565,QB,IOWA,13,73,311,350,8.8,2.61,10,21,5.8,55.7,195,0,149,14.1,389,32,114,192,29,74.1,76.6,44.6,10,6,405,5,18.1,95.1,6.9,27,11,0,19,26,12,3,2431,6.9
Brett Rypien,46487,QB,BOISE ST,13,73.6,329,350,9.6,2.47,6,21,5.7,62.3,218,0,100,9.9,386,24,136,120,66.4,84.8,82.4,66.8,5,6,403,4,18,96.3,4.7,18,10,0,10,16,11,2.7,2877,8.2
Caleb Evans,41292,QB,LA MONROE,12,71.8,326,345,10.1,2.53,6,25,7,61.2,211,1,110,9.8,385,23,130,209,67.4,77.5,76.2,65.4,1,6,399,2,14.5,96.7,4.2,16,24,0,12,17,15,3.8,2857,8.3
Taylor Lamb,46422,QB,APP STATE,13,74.3,311,340,8.4,2.42,11,14,3.9,61.2,208,0,83,10,367,23,125,108,69.6,84.9,80.3,75.4,1,6,387,2,9.6,105.6,2.2,8,18,2,15,27,8,2.1,2729,8
A.J. Erdely,18567,QB,UAB,13,75.4,301,337,8.9,2.72,3,20,5.6,60.8,205,0,133,9.7,378,22,111,321,66,83.9,80.7,70.6,8,4,397,2,15.8,92.4,5.6,21,19,0,25,16,9,2.3,2326,6.9
Jake Browning,46401,QB,WASHINGTON,13,74.9,315,336,8.7,3.16,2,20,5.6,68.2,229,0,132,3,381,7,143,340,64.8,75.8,73.8,65.1,2,5,401,0,14.4,105.2,5,19,24,0,17,19,13,3.2,2715,8.1
Damian Williams,46496,QB,TEXAS ST,12,69.6,309,333,8.6,2.58,4,6,1.7,58.3,194,0,173,9.8,388,21,97,314,39.6,50.4,50,55,8,9,413,2,17.3,76.6,7.7,30,21,0,12,12,21,5.1,2019,6.1
Elijah Sindelar,46466,QB,PURDUE,12,69,316,332,9,2.47,8,15,4.3,56.6,188,0,113,13.8,358,30,99,273,63.3,62.8,63.2,53.1,2,7,374,3,14.2,84.9,4.5,16,10,0,6,18,15,4,2101,6.3
Stephen Johnson,38260,QB,KENTUCKY,13,67.2,302,319,9.9,2.66,4,9,2.6,59.2,189,0,117,6.9,377,14,123,202,59.4,67.2,67.9,58.7,3,6,400,3,21.4,83.8,6.6,25,32,1,9,10,13,3.3,2279,7.1
Alex Hornibrook,34842,QB,WISCONSIN,14,72.8,301,319,10.5,2.74,1,17,5.1,62.1,198,0,115,9.6,346,21,134,349,60.4,81.9,82.3,41.3,6,15,364,0,18.3,94.9,6.1,21,5,1,10,25,15,4.1,2644,8.3
Tyler Huntley,46448,QB,UTAH,10,72.5,291,310,9.5,2.96,2,13,3.8,64.2,199,0,134,5.7,372,12,116,328,42.9,72.1,68.1,69.5,3,10,401,2,24.6,90.6,8.9,33,29,0,14,15,15,3.7,2405,7.8
Gardner Minshew,41401,QB,E CAROLINA,10,69.5,285,303,9.4,2.23,3,17,5.3,57.4,174,0,79,12.1,315,24,99,156,63.7,66.4,66,53.1,3,7,333,2,11.4,87.3,2.9,9,3,0,12,16,21,6.3,2135,7
Dalton Sturm,46488,QB,UTSA,11,72.8,279,300,8.8,2.61,1,10,3.1,61.7,185,0,135,8.9,371,18,128,331,49.3,73.1,70,66.9,4,5,393,3,17.8,93.4,6.5,24,45,2,14,15,12,3.1,2175,7.3
James Blackman,60382,QB,FLORIDA ST,12,67.3,281,299,10.1,2.7,4,17,5.4,57.9,173,0,130,8.5,351,16,103,167,33.5,58,61,44.5,4,11,367,3,22.3,87.2,8.3,29,20,1,9,19,17,4.6,2229,7.5
Richard Lagow,45173,QB,INDIANA,10,68.7,284,296,8.3,2.45,5,13,4.2,58.1,172,0,94,11.8,323,23,93,190,62.2,68.3,70.1,45.3,4,8,340,1,16,83.4,4.6,15,11,0,3,15,11,3.2,1935,6.5
Jake Fromm,60389,QB,GEORGIA,15,72.6,281,295,10.3,2.53,1,13,4.2,61.7,182,0,87,10.8,329,22,118,173,65.5,82.1,81.1,64.9,1,7,345,4,23,107.2,6.1,20,13,2,10,24,12,3.5,2585,8.8
Nathan Rourke,60504,QB,OHIO,13,66.3,276,291,12.2,3.14,7,24,7.6,55.3,161,0,128,12,338,22,112,259,59.8,86.3,73.4,88.7,4,7,368,6,13.3,89.2,5,17,30,0,4,17,20,5.4,2202,7.6
Nick Fitzgerald,46497,QB,MISS STATE,12,65.7,271,286,10.1,2.71,5,9,3,55.6,159,0,89,10.7,303,19,96,227,82.3,75.8,66.2,77.2,4,11,322,3,7.9,75.9,2.3,7,10,0,6,15,15,4.7,1784,6.2
Matt Linehan,46436,QB,IDAHO,9,70.7,266,282,10.2,2.9,4,12,4,61.3,173,0,150,8,342,15,99,185,45.8,68.1,70.2,54.4,7,4,360,4,22,96.5,9.6,33,27,1,4,16,14,3.9,2052,7.3
Jason Driskel,46547,QB,FAU,12,73.9,272,280,7.7,2.25,3,11,3.7,66.4,186,0,53,7.5,301,15,94,165,57.1,72,65.7,73.4,0,4,322,3,11.3,102.8,2,6,5,0,5,15,11,3.4,2249,8
Hasaan Klugh,46434,QB,CHARLOTTE,11,59.7,243,280,11,2.7,8,11,3.7,47.9,134,0,112,7.6,335,11,82,136,52.2,44.6,38.1,60.3,6,13,356,1,17.9,57.2,6,20,34,0,23,10,18,5.1,1526,5.5
Sam Ehlinger,60555,QB,TEXAS,9,70.5,244,279,9.6,3.09,7,7,2.4,57,159,0,117,7.6,327,13,99,311,54,66.4,64.6,61.4,1,7,341,1,9.4,80.8,3.4,11,34,3,24,11,14,4.1,1911,6.8
Thomas Woodson,26372,QB,AKRON,10,65.3,271,278,11.4,2.47,0,14,4.6,57.2,159,0,88,10.2,304,18,91,102,60.9,66.1,67.3,51.4,2,9,331,1,18.2,79.5,5.3,16,9,0,5,14,17,5.1,1768,6.4
Danny Etling,23519,QB,LSU,13,69.1,259,277,11.4,2.89,2,15,5.2,59.6,165,0,121,7.8,327,14,113,211,80,74.5,72.2,67.1,2,2,342,4,19.8,105,7.3,24,25,0,14,16,12,3.5,2462,8.9
Gus Ragland,39063,QB,MIAMI OH,9,67.1,258,276,11.9,2.59,2,11,3.7,56.9,157,0,119,9.2,322,16,112,221,57.7,61.7,62.6,55.8,3,7,341,7,15.1,93.4,5.6,18,27,1,12,19,13,3.8,2088,7.6
Peyton Bender,26736,QB,KANSAS,10,62.5,264,276,9.5,2.45,4,9,3.1,54.3,150,0,86,9.1,301,15,78,198,76.8,54.8,56.6,43.6,1,10,313,3,22.1,68.8,6.3,19,5,1,6,10,13,4.2,1617,5.9
Brandon Wimbush,35595,QB,NOTRE DAME,12,62.4,255,275,12.3,3.13,4,17,5.9,49.1,135,0,111,15.1,330,24,100,258,58.1,74.9,66.2,76.7,1,6,345,1,20.7,81.6,7,23,32,1,14,16,15,4.3,1871,6.8
Josh Allen,46601,QB,WYOMING,11,66.5,248,271,11.6,3.08,4,17,6.1,56.1,152,0,129,7.9,315,13,98,351,44.7,66.6,66.3,61.5,6,6,329,2,17.1,87.1,7,22,22,0,13,16,16,4.9,1812,6.7
Steven Williams,60511,QB,DOMINION,10,66,253,268,9.2,2.62,3,7,2.5,55.6,149,0,102,10.8,316,18,86,263,58.4,53.2,52.6,55.5,3,11,329,2,15.7,62.5,5.1,16,30,1,8,6,14,4.3,1529,5.7
Marcus Childers,40476,QB,N ILLINOIS,11,68.3,252,267,9.7,2.69,2,7,2.5,56.6,151,0,86,12.2,308,21,87,254,60.4,59.6,58.2,59.3,2,5,320,1,18.6,87.5,5.2,16,24,0,11,16,9,2.8,1671,6.3
Kwadra Griggs,41579,QB,SO MISS,10,67.9,252,266,9.6,2.37,4,14,5,56.4,150,0,84,12.3,288,21,90,296,75.3,71.9,69.7,66.2,3,2,301,2,11.9,95.5,3.5,10,12,0,7,16,8,2.7,1885,7.1
Bryant Shirreffs,46413,QB,UCONN,9,76,254,264,6.7,2.49,4,8,2.8,66.7,176,0,95,8.8,315,17,101,146,59.3,68.8,70,56.7,3,5,337,0,31.6,103.8,9.5,30,21,0,3,14,8,2.4,2304,8.7
Shea Patterson,40688,QB,OLE MISS,7,73.9,249,261,9.6,2.89,3,14,5.1,63.6,166,0,92,9.8,296,18,97,226,43,76.6,76.8,60.9,0,9,312,6,21.7,98.5,6.8,20,15,0,9,17,11,3.5,2260,8.7
Anthony Brown,40316,QB,BOSTON COL,10,63.6,242,260,9.5,2.66,7,6,2.2,51.9,135,0,106,12.3,291,19,76,121,52.4,56.9,50.6,69.6,3,9,301,0,8.5,66.9,3.1,9,22,1,7,11,15,5,1366,5.3
Tanner Mangum,34607,QB,BYU,8,66.4,241,258,9.4,2.67,6,5,1.9,57,147,0,88,8.1,283,13,77,128,68.5,59.1,58.3,59,3,9,295,2,15.9,70.2,4.9,14,11,0,8,8,10,3.4,1540,6
Jalen Hurts,40291,QB,ALABAMA,14,76.5,226,256,9.2,3.12,9,12,4.4,60.2,154,0,115,11,332,19,113,103,64.2,82.2,79.9,71.5,3,1,347,4,24.3,106.6,8.4,28,45,0,18,17,7,2,2080,8.1
Logan Marchi,34159,QB,TEMPLE,7,67.1,237,248,10.8,2.49,5,12,4.5,54.8,136,0,58,14.5,262,23,79,306,71.1,59.5,59.8,51,0,8,279,2,17.2,74.3,3.8,10,4,2,4,9,18,6.5,1658,6.7
Christian Chapman,27211,QB,S DIEGO ST,13,69.9,226,247,10.2,2.84,4,13,5,59.1,146,0,111,7.6,305,12,98,284,47.5,72.5,75.5,49.8,3,4,317,3,27.9,93.6,10.2,31,26,2,12,13,10,3.2,1866,7.6
Kyle Kempt,29761,QB,IOWA STATE,8,74.7,233,243,8.5,2.33,5,8,3.1,66.3,161,0,76,7.5,266,13,85,193,68.8,71.7,74.2,46.7,0,3,285,1,17.1,103.4,4.9,13,10,1,4,15,11,3.9,1787,7.4
Brent Stockstill,29288,QB,MIDDLE TN,7,67.4,227,241,9,2.37,4,19,7.6,58.1,140,0,92,8.5,265,13,76,224,50.5,72.6,70,66.9,4,8,274,0,17.4,87.8,6,16,6,0,6,16,14,5.1,1676,7
Tyree Jackson,46481,QB,BUFFALO,8,69.6,224,237,12.3,2.27,7,19,7.8,60.3,143,0,65,8.3,249,13,95,126,80.2,86.7,81.7,77,3,3,256,1,15.4,100.9,4,10,2,0,3,12,10,3.9,2098,8.9
Thomas Sirk,22589,QB,E CAROLINA,9,69.7,221,237,10.8,2.32,6,13,5,55.7,132,1,94,14.3,251,22,79,156,73.1,67.5,68.7,59.2,3,9,274,2,7.4,74.4,2.8,7,7,0,7,9,13,4.7,1655,7
Jordan Love,40306,QB,UTAH ST,12,68.6,226,236,9.3,2.38,2,9,3.6,54.7,129,0,66,16.8,250,26,81,329,44,66.7,65.8,60.9,3,6,261,2,9.1,77.1,2.4,6,7,0,5,8,9,3.4,1631,6.9
Cole Garvin,40388,QB,S ALABAMA,8,67.3,220,233,9.1,2.31,5,8,3.3,51.9,121,0,84,18.2,252,27,74,288,50.3,62.2,62,56.2,1,7,262,0,16.7,69.6,5.6,14,4,2,5,7,14,5.3,1497,6.4
Max Bortenschlager,46500,QB,MARYLAND,11,64.1,209,232,10.7,2.72,7,10,4,51.3,119,0,89,11.2,285,15,61,215,32.1,53,55,50.2,2,5,304,3,36,73.7,11.2,32,19,0,14,10,14,4.6,1307,5.6
Feleipe Franks,40217,QB,FLORIDA,11,66.8,205,231,11,2.99,5,9,3.8,54.1,125,0,107,8.8,280,12,73,163,29.4,50.4,54.2,38.4,2,8,288,4,27.1,71.7,10.4,29,20,0,19,9,17,5.9,1437,6.2
Kellen Mond,60556,QB,TEXAS A&M,10,64.8,210,226,10.1,2.72,1,11,4.6,51.3,116,0,100,14.7,265,20,63,312,50.3,66.3,60.9,68.7,5,6,278,1,20,70.8,7.5,20,16,0,10,8,11,4,1365,6
Montel Aaron,41788,QB,S JOSE ST,10,65.2,210,224,11,2.58,5,10,4.3,55.8,125,0,79,8.8,263,12,66,285,24.7,48.6,52.5,37.9,3,10,275,1,26.6,70.3,8,21,16,0,6,8,15,5.5,1527,6.8
John Urzua,33288,QB,MIDDLE TN,6,71.6,208,223,7.4,2.46,4,9,3.8,62.8,140,0,77,6,241,9,77,224,54.2,71.4,69.8,58.3,5,9,256,0,13,76.7,4.1,10,7,1,5,7,14,5.5,1536,6.9
Darell Garretson,46397,QB,OREGON ST,10,69.3,202,223,10.9,2.57,8,11,4.7,57,127,0,86,9.3,246,13,67,265,42.1,65.5,69.5,43.7,1,8,260,2,11.6,71,4.1,10,6,1,11,6,10,3.8,1471,6.6
Jonathan Banks,32337,QB,TULANE,11,69.8,202,220,11.6,3.09,3,12,5,56.4,124,0,112,12.1,281,17,93,319,35.2,76.6,71.3,70.8,2,5,301,0,20.5,91.7,8.2,23,38,0,13,12,13,4.3,1793,8.2
Jordan Davis,30148,QB,LA LAFAYET,10,63.1,203,215,9.5,2.55,6,16,7.3,56.3,121,0,72,5.5,240,7,73,207,64.2,65.5,59.6,70.6,0,8,245,1,13.9,76.1,4.2,10,14,0,6,10,13,5.3,1399,6.5
James Morgan,25694,QB,BOWL GREEN,7,57.2,194,213,13.2,2.64,4,16,7.1,45.5,97,0,78,12.6,232,14,57,122,66.4,59.7,60,53.4,7,7,244,1,15.4,65.5,5.2,12,7,0,8,9,12,4.9,1280,6
Shane Buechele,12659,QB,TEXAS,9,73.5,204,213,8.2,2.91,3,7,3,64.3,137,0,85,8.7,253,13,65,311,69.4,60.2,58.8,63,2,4,271,2,27.1,86.3,9.1,23,17,0,4,7,15,5.5,1405,6.6
K.J. Costello,40268,QB,STANFORD,11,69.3,192,211,11.5,2.61,10,16,7.1,58.8,124,0,76,6.8,234,9,79,300,58.3,71.2,72.6,54.1,6,4,249,4,13.2,96.2,4.3,10,11,0,3,14,9,3.6,1565,7.4
Jack Milas,22500,QB,BALL ST,8,64.4,191,207,6.9,2.62,3,6,2.9,53.1,110,0,99,10.6,237,13,51,117,67.1,45,41.9,60.9,2,8,240,0,17.2,53.1,7.2,17,13,0,11,2,13,5.4,975,4.7
