player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jordan Love,40306,QB,UTAH ST,13,72.7,406,420,9.3,2.27,0,20,4.5,64,269,0,89,8.8,438,26,159,329,68.5,83.5,82.6,62.2,1,6,462,3,10.1,110.1,2.1,9,7,0,13,32,14,3,3550,8.5
K.J. Costello,40268,QB,STANFORD,13,73.5,388,416,10.4,2.6,10,28,6.2,64.7,269,0,123,5.6,450,16,161,300,60.9,82.8,81.6,58.5,7,11,484,4,18.7,103.6,5.1,23,10,3,8,29,16,3.3,3540,8.5
Kyle Shurmur,29110,QB,VANDERBILT,13,72,386,412,9.1,2.62,5,12,2.8,61.9,255,0,138,8.3,446,23,149,333,46.7,70.1,70.4,55.4,10,6,468,7,13.8,98.7,4.3,19,13,3,8,24,18,3.8,3134,7.6
Justin Herbert,28237,QB,OREGON,13,71.7,382,407,10.3,2.8,3,29,6.8,59.2,241,0,124,12,460,33,151,264,36,76.6,79.8,47,2,8,483,1,16.9,99.2,4.6,21,30,2,18,29,17,3.5,3147,7.7
Tyree Jackson,46481,QB,BUFFALO,14,64.3,387,406,13.8,2.7,10,29,6.5,55.2,224,0,112,10,448,25,144,126,56.2,68.6,64.5,72.2,0,12,487,1,14.3,90.8,3.6,16,23,0,9,28,21,4.3,3129,7.7
Steven Montez,46465,QB,COLORADO,12,73.1,376,400,8.9,2.64,2,21,4.9,64.8,259,0,132,5.8,464,16,147,143,66.1,74.9,69.6,74.8,0,9,500,2,24.2,92.3,6.9,32,31,0,22,19,16,3.2,2857,7.1
Nate Stanley,46565,QB,IOWA,13,67.9,368,398,9.1,2.54,3,18,4.3,59,235,0,123,6,428,15,149,192,72.8,61.4,59.6,64,9,10,453,4,12.2,92.1,3.5,15,11,0,18,26,17,3.8,2819,7.1
Deondre Francois,46585,QB,FLORIDA ST,11,66.5,373,397,10.2,2.33,5,24,5.7,56.9,226,0,164,8.9,445,22,119,167,81.9,70.9,68.3,67.7,9,12,473,3,20.1,78,7.4,33,12,2,8,15,20,4.2,2716,6.8
Will Grier,38265,QB,W VIRGINIA,11,76.6,385,397,10.7,2.53,1,33,7.9,67,266,0,96,9.8,437,29,173,343,41.2,91.1,91.2,56.2,4,8,462,4,24,121.2,5.3,23,12,0,7,37,14,3,3865,9.7
Marcus Childers,40476,QB,N ILLINOIS,14,73,363,397,8.5,2.85,6,15,3.6,58.9,234,0,151,11.7,486,31,126,254,50.9,71.2,69,65.4,4,10,511,2,27.8,76.1,8.6,42,46,1,23,15,17,3.3,2172,5.5
Trevor Lawrence,77632,QB,CLEMSON,15,75.2,371,397,9.4,2.29,8,28,6.8,64.7,257,0,87,7.9,424,22,155,140,61.8,90.7,90.6,60.7,1,4,441,1,14.9,111.4,3.1,13,11,2,15,30,7,1.6,3274,8.2
Blake LaRussa,28141,QB,DOMINION,11,73.9,372,395,9.4,2.54,8,24,5.7,63,249,0,132,9.5,438,26,142,263,59.2,77.5,78,49.2,1,10,463,2,21.2,91.9,6.4,28,15,2,12,19,21,4.5,3014,7.6
Jarret Doege,60353,QB,BOWL GREEN,12,70.1,371,394,9.1,2.54,4,17,4,61.7,243,0,128,6.5,429,17,135,122,60.9,68.1,70.3,55.8,1,12,459,11,21.1,91.8,6.3,27,6,2,16,27,20,4.4,2662,6.8
Brady White,25506,QB,MEMPHIS,14,71.8,376,393,9,2.72,3,10,2.4,62.6,246,0,104,8.9,435,24,157,218,69.4,78.5,80.3,51.1,1,9,464,4,24,101.7,5.7,25,17,0,13,26,15,3.2,3297,8.4
Josh Adkins,60483,QB,NEW MEX ST,10,68,369,393,9.6,2.6,3,11,2.7,56.2,221,0,144,12,452,30,119,242,33,58.5,59.6,53.1,6,9,465,0,18.8,77.5,6,27,32,0,15,13,21,4.5,2549,6.5
Manny Wilkins,46604,QB,ARIZONA ST,13,72,371,393,9.9,2.7,6,20,4.8,62.8,247,0,128,7.5,450,20,145,110,49.8,73.9,71.9,64.7,6,6,473,3,14.1,97.1,4,18,37,1,9,20,17,3.6,3022,7.7
Daniel Jones,39395,QB,DUKE,11,74,366,393,8.7,2.37,12,19,4.7,60.1,236,0,158,12.9,441,35,131,154,59.1,82.9,81.4,67,4,9,454,1,18.4,89.6,6.6,29,19,2,9,22,16,3.5,2670,6.8
Jake Browning,46401,QB,WASHINGTON,14,74,365,391,8.6,3.08,7,16,3.9,64.5,252,0,159,6.7,449,18,166,340,65.5,74.8,73.8,64.2,2,10,479,5,11.3,92.8,4,18,38,0,17,16,20,4.2,3191,8.2
Charlie Brewer,60344,QB,BAYLOR,13,75.8,364,391,10.5,2.88,10,18,4.3,61.4,240,0,176,13,468,36,148,118,72.2,91,90,74.5,2,9,493,1,17.6,91.9,6.6,31,42,1,14,19,10,2,3013,7.7
Jake Bentley,40788,QB,S CAROLINA,12,71.6,366,390,9.5,2.56,7,23,5.5,61.5,240,0,135,8.4,435,22,151,289,74.5,73.6,73.7,57.1,6,14,466,2,14.1,95.3,4.4,19,24,0,11,27,20,4.3,3161,8.1
Woody Barrett,40207,QB,KENT STATE,12,67.9,368,390,9.2,2.54,11,18,4.2,58.7,229,1,162,8.4,481,21,121,201,53,62,56.5,70.2,1,9,523,7,25.9,75.8,8.7,42,46,0,10,11,18,3.4,2336,6
Kyler Murray,38334,QB,OKLAHOMA,14,78.9,355,377,11.7,3.05,5,29,7.3,69,260,0,99,7.1,435,20,213,261,59.5,94.6,93.7,84.4,3,7,457,6,17.2,137.2,3.9,17,40,1,13,42,10,2.2,4364,11.6
Joe Burrow,28022,QB,LSU,13,70.8,343,377,10.7,2.81,10,24,5.9,57.8,218,0,140,10.3,443,25,139,211,54.4,80.5,79.9,64.1,7,5,474,4,25.7,90.8,8.1,36,28,0,17,16,19,4,2890,7.7
Gus Ragland,39063,QB,MIAMI OH,12,73.8,332,376,8.9,2.51,6,13,3.3,60.1,226,0,111,7.8,421,19,141,221,69.9,73.2,74,62.8,4,5,443,9,17.1,90,4.5,19,24,1,33,17,10,2.3,2551,6.8
Caleb Evans,41292,QB,LA MONROE,12,70.7,355,374,8.8,2.43,8,19,4.9,61.8,231,1,99,8,417,20,132,209,51.6,70.8,64.7,72.1,4,12,435,1,20.2,86.4,4.8,20,23,0,7,16,21,4.8,2865,7.7
Ben Hicks,46595,QB,SMU,12,66.8,340,373,8.8,2.5,8,18,4.6,55.8,208,0,116,8.4,407,19,114,287,59.7,68.2,68.3,50.4,5,7,429,0,23.3,86.5,6.6,27,7,1,19,19,12,2.8,2574,6.9
Eric Dungey,46458,QB,SYRACUSE,13,69.6,339,372,9.1,2.57,6,22,5.3,61,227,0,141,3.8,448,9,139,304,66,73.6,68,72.7,3,9,491,4,17.7,91.2,5.6,25,50,0,24,18,15,3.1,2876,7.7
Jarrett Stidham,13725,QB,AUBURN,13,74,338,372,8.3,2.84,3,17,4.4,60.2,224,0,127,10.4,419,26,121,115,60.8,57.8,61,45.6,0,5,437,5,18.9,94.1,5.7,24,23,1,30,18,16,3.7,2795,7.5
Ryan Willis,60594,QB,VA TECH,12,69.5,338,365,10.2,2.65,6,11,2.8,58.4,213,0,108,9.4,407,22,137,337,64,71.8,64.8,76.4,3,9,428,0,22.2,93.3,5.9,24,18,1,17,24,19,4.4,2713,7.4
JT Daniels,83578,QB,USC,11,66.8,343,364,11.4,2.48,9,21,5.4,59.3,216,0,91,5.7,397,13,115,326,45.2,58.6,59.9,42,0,10,419,0,27.5,83.4,6.3,25,8,0,12,14,26,6.2,2667,7.3
Trace McSorley,32819,QB,PENN STATE,13,68.5,333,360,11.2,2.91,11,24,6.3,53.1,191,0,132,16.2,437,37,127,266,75.2,79.7,77.5,67.5,2,7,458,2,20.5,83.8,6.2,27,43,0,14,18,11,2.4,2504,7
Tua Tagovailoa,60326,QB,ALABAMA,15,76.9,338,357,10.5,2.64,5,32,8.7,68.6,245,0,90,5.8,391,15,177,103,51.7,90.9,90.8,63.7,7,6,402,3,11.1,137.5,2.6,10,24,0,7,42,14,3.5,3946,11.1
Blake Barnett,46627,QB,USF,11,72.2,327,353,11.7,2.51,10,20,5.4,60.6,214,0,108,9.3,415,22,133,327,69.5,81.9,78.8,69.8,4,11,436,1,29.6,83,7.7,32,30,3,9,12,14,3.2,2714,7.7
Bryce Perkins,35299,QB,VIRGINIA,13,76.2,324,352,9,2.89,4,13,3.5,64.2,226,0,163,8.5,444,21,146,335,70.8,82.5,73.1,80.9,3,9,465,4,22.7,100.4,8.3,37,48,2,19,25,13,2.8,2684,7.6
Adrian Martinez,83522,QB,NEBRASKA,11,74.7,320,348,7.9,2.59,8,24,6.7,64.4,224,0,103,6.3,406,15,132,238,33.5,73.9,71.2,68.6,5,8,419,6,22.3,93.8,5.7,23,31,0,15,17,13,3.1,2616,7.5
D'Eriq King,26636,QB,HOUSTON,11,73.4,334,344,11,2.71,1,28,7.5,63.1,217,0,107,11.4,398,28,147,182,68.1,91.2,90.3,75.5,1,6,427,1,13.1,118.1,3.5,14,37,0,8,36,9,2.1,2962,8.6
Anthony Russo,40108,QB,TEMPLE,11,66.6,326,343,11,2.28,7,22,6.3,57.7,198,0,86,8.8,368,19,127,306,79.7,79.9,79,61.5,3,14,375,1,16.3,77.9,3.8,14,11,0,7,14,16,4.3,2563,7.5
Brian Lewerke,34412,QB,MICH STATE,11,63.8,323,342,8.5,2.76,4,10,2.8,54.4,186,0,126,9.7,392,20,115,223,40.7,50.8,50.4,54.7,4,11,413,3,16.7,66.7,5.4,21,28,0,11,8,18,4.4,2042,6
Kato Nelson,40264,QB,AKRON,11,63.9,319,341,12.7,2.74,12,26,7,51.6,176,2,128,13.7,416,28,119,102,52.3,76.5,74.5,68.1,3,8,450,3,23.4,78.1,7.2,30,43,0,7,15,17,3.8,2304,6.8
Riley Neal,35543,QB,BALL ST,9,68.6,303,335,7.9,2.85,5,13,3.6,58.2,195,0,126,6.3,381,13,109,117,54.8,68.8,67.6,62.3,2,4,403,1,12.7,80.4,4.2,16,28,0,25,11,8,2,1915,5.7
Alan Bowman,77679,QB,TEXAS TECH,8,78.9,303,330,7.1,2.44,2,15,4.3,68.5,226,0,87,5.4,341,13,136,315,57.1,80.8,81.5,53.9,1,7,363,6,4.6,100.8,1.2,4,5,0,24,17,10,2.8,2636,8
Isaiah Green,60442,QB,MARSHALL,10,66.9,305,330,10.7,2.93,5,17,4.9,56.7,187,0,140,8.3,361,17,113,214,65,71.1,70.4,60.4,1,10,375,1,7.1,82.8,2.8,10,19,0,19,15,10,2.7,2450,7.4
James Morgan,25694,QB,FIU,12,71,314,328,9.8,2.39,3,12,3.5,64.9,213,0,105,4.5,339,10,124,166,56.8,72.2,71.7,56.2,5,7,352,4,8.6,106.7,2.7,9,1,0,6,25,16,4.5,2678,8.2
Nathan Elliott,34526,QB,N CAROLINA,10,71.8,301,325,7.7,2.29,6,8,2.4,61.2,199,0,74,7.9,335,17,100,245,65.2,61.8,61.7,56.6,4,9,346,1,6.8,80.4,1.5,5,3,1,13,11,17,4.9,2146,6.6
Shea Patterson,40688,QB,MICHIGAN,13,73.6,303,325,10,2.98,5,24,7,64.6,210,0,111,5.8,368,13,123,222,60.2,85.5,83.3,69.3,4,7,387,4,19.8,102.9,6,22,21,0,13,22,11,2.8,2601,8
Peyton Bender,26736,QB,KANSAS,11,67.9,299,322,8.7,2.38,8,16,4.8,56.8,183,0,83,9.9,355,20,96,198,37.2,58.6,57.2,59,4,3,370,2,27.7,83.7,6.5,23,6,1,10,13,16,4.3,1904,5.9
Feleipe Franks,40217,QB,FLORIDA,13,70.3,290,322,10.2,2.78,6,15,4.4,58.4,188,1,107,7.8,362,16,123,163,52.6,69.5,70.4,58.6,4,6,381,4,14,99.6,4.1,15,23,0,22,24,12,3.1,2457,7.6
Desmond Ridder,55086,QB,CINCINNATI,13,73.5,287,316,9.9,2.71,7,24,7.3,61.4,194,0,110,8.1,374,17,127,138,45.6,74.1,75.4,62.8,0,5,388,7,22.7,99.9,6.7,25,33,5,17,20,11,2.8,2440,7.7
David Pindell,55126,QB,UCONN,12,71,283,316,9.3,3.13,2,13,3.9,58.9,186,0,142,7.5,380,15,114,146,66.6,74.4,61.2,80.4,4,13,400,2,19,79.7,7.1,27,37,2,25,19,20,5,1950,6.2
Ian Book,40216,QB,NOTRE DAME,10,75.7,300,315,8.9,2.74,1,13,3.9,67.9,214,0,110,5.7,377,13,138,258,61.7,70.2,68.3,63.6,1,7,394,1,24.5,104.2,7.2,27,33,0,13,19,9,2.3,2623,8.3
Chris Robison,60378,QB,FAU,12,73.6,288,312,8.6,2.48,3,13,4,63.5,198,0,105,6.6,343,14,107,165,74.2,68.6,67.8,60.1,3,12,360,3,9.5,85.9,2.9,10,15,0,18,12,18,5,2557,8.2
Kenny Pickett,60515,QB,PITTSBURGH,14,69.6,289,311,9.4,2.99,7,8,2.4,58.2,181,0,148,10,383,20,87,268,35.3,60.6,60.2,59.9,4,6,402,5,23.6,81.8,9.1,35,36,1,10,12,15,3.7,1973,6.3
Jake Fromm,60389,QB,GEORGIA,14,75.7,292,306,9.7,2.49,5,19,6,67.3,206,0,86,6.8,337,15,132,173,55.9,83.2,85.3,48.4,1,6,351,1,20.9,120.1,5.3,18,12,0,8,30,8,2.3,2749,9
Jack Abraham,40557,QB,SO MISS,9,79.3,295,305,5.9,2.3,0,5,1.6,72.8,222,0,79,5.1,339,12,120,296,28.7,63.4,67.4,39.8,2,10,351,1,30.4,97.4,7.1,24,8,1,7,15,20,5.7,2339,7.7
Khalil Tate,40237,QB,ARIZONA,11,67.4,282,304,12.6,3.01,4,24,7.2,55.9,170,0,93,10.5,344,20,113,109,55.6,72.2,75.1,52.7,0,8,374,3,12.9,100.9,3.5,12,22,0,18,26,16,4.3,2531,8.3
Jawon Pass,40916,QB,LOUISVILLE,11,64.6,277,301,9.3,2.79,4,10,3.2,53.8,162,0,148,9.5,359,17,100,210,25.8,46.4,46.3,56.2,6,12,366,3,20.3,66.1,8.4,30,27,0,14,8,19,5.2,1947,6.5
K.J. Carta-Samuels,46525,QB,COLO STATE,9,68.9,283,300,11.1,2.65,3,13,4.1,61.3,184,0,121,5.6,330,11,107,144,63.4,76.3,78,52.4,4,9,349,4,14,93.1,5.2,17,13,2,8,19,12,3.4,2255,7.5
Dan Ellington,82121,QB,GA STATE,11,70.8,267,293,10,2.98,4,10,3.2,59.4,174,0,145,7.9,355,15,114,175,60.6,71.5,66.4,70,7,5,379,1,17.2,88.1,7,25,37,0,15,12,12,3.2,2112,7.2
Sam Hartman,77618,QB,WAKE,9,63.9,274,291,10.1,2.79,6,5,1.6,55.3,161,0,106,8,333,14,109,339,68.9,75.6,75,62.5,1,8,349,0,21.7,83.5,6.9,23,19,0,10,16,9,2.6,1989,6.8
Andre Nunez,60430,QB,LA LAFAYET,14,70.8,274,291,9,2.59,4,9,3,63.2,184,0,99,5.2,330,10,101,207,63.5,75,74.9,57.5,1,12,342,2,24.2,93.2,7.3,24,15,1,11,20,10,2.9,2281,7.8
McKenzie Milton,40110,QB,UCF,10,70.7,270,290,12.1,2.76,8,18,5.8,59.3,172,0,85,9.9,323,19,124,323,67.3,83.7,82.3,66.1,0,6,347,3,10.6,110,2.8,9,24,0,12,25,11,3.2,2674,9.2
Reid Herring,46557,QB,E CAROLINA,8,62.9,272,288,10.4,2.32,4,9,2.9,53.5,154,0,102,9.9,302,17,81,156,69.3,57,56.9,55.3,2,10,320,1,8.8,62.4,3,9,4,1,9,6,13,4.1,1607,5.6
Josh Love,34044,QB,S JOSE ST,8,68.3,268,288,10.3,2.4,7,18,6,55.9,161,0,130,12,318,22,95,285,61.8,74.9,77.3,40.8,7,9,332,1,13.1,80.4,5.3,17,6,0,6,14,8,2.4,1971,6.8
Anthony Brown,40316,QB,BOSTON COL,12,67.5,268,284,10.5,2.78,6,17,5.8,55.3,157,0,83,13.3,314,24,91,121,73,66.8,65.4,61.3,3,9,322,2,22.9,89.5,6.1,19,10,0,7,20,16,5,2115,7.4
Nick Fitzgerald,46497,QB,MISS STATE,12,63.5,263,281,10.8,2.95,5,11,3.7,51.6,145,0,116,13.2,330,22,82,227,83.9,69.4,54.2,79.6,3,9,348,3,21.6,76.9,7.6,25,24,0,10,16,17,4.9,1766,6.3
Nathan Rourke,60504,QB,OHIO,13,70,260,274,11.6,3,4,25,8.5,59.9,164,0,92,9.9,319,18,122,259,70.4,90.6,78.9,88.7,1,8,340,3,21.7,104.7,6.3,20,24,0,9,23,15,4.4,2431,8.9
Artur Sitkowski,83547,QB,RUTGERS,11,59.8,259,273,7.6,2.45,7,3,1,49.1,134,0,84,13.5,297,21,58,278,59.5,27,27.4,35.1,4,18,316,0,14.3,38.1,4,12,7,0,3,4,29,9.2,1158,4.2
Terry Wilson,40709,QB,KENTUCKY,13,75.6,254,270,9.1,3.02,2,12,4.1,66.7,180,1,103,6.3,333,12,102,202,48.5,66.1,64,63.1,1,8,356,4,28.2,88,8.7,29,33,0,13,11,13,3.7,1889,7
Holton Ahlers,77651,QB,E CAROLINA,10,59.6,235,269,11.2,2.81,7,11,3.9,47.2,127,0,134,9.3,312,13,89,156,61.1,71.4,64.6,73.5,2,3,327,0,11.9,77.8,5.1,16,26,5,20,11,8,2.4,1766,6.6
Tyler Wiegers,35825,QB,E MICHIGAN,12,73.5,249,267,8.3,2.48,5,11,3.9,64,171,0,97,6.6,319,12,94,160,27.9,64.2,64.8,53.4,4,3,335,1,28.9,94,8.8,28,22,2,7,11,14,4.2,1887,7.1
Eli Peters,40041,QB,TOLEDO,11,67.6,244,264,11,2.44,8,13,4.6,55.3,146,0,65,11.5,283,19,93,316,77,81,79.3,66.3,2,7,302,2,15.4,88.8,3.5,10,9,0,10,18,9,3,1837,7
Chase Garbers,60356,QB,CAL,11,72.9,236,260,8.2,2.66,9,11,4,61.2,159,0,97,7.6,329,13,89,130,58.7,68.9,62.5,72.8,3,10,346,1,27.8,79.1,8.2,27,39,0,12,14,12,3.5,1506,5.8
Zac Thomas,39989,QB,APP STATE,12,72.2,241,256,9.4,2.65,4,13,4.7,62.5,160,0,86,8,294,14,114,108,43.2,77,78.7,60.6,2,6,314,4,15.1,105,4.4,13,25,0,9,21,8,2.5,2041,8
Ty Storey,35344,QB,ARKANSAS,10,66,235,253,9.1,2.81,3,6,2.3,56.9,144,0,117,7.1,284,11,74,111,39.8,63.3,59.6,66.6,6,10,297,1,15.4,73.7,6.3,18,13,1,8,11,17,5.7,1588,6.3
Tyler Vander Waal,60615,QB,WYOMING,10,61.8,225,250,10.1,3,1,9,3.4,48,120,0,112,13.7,288,19,67,351,64.2,60.6,58.6,63.4,6,4,301,3,21.4,63.8,8.3,24,14,3,15,5,8,2.7,1304,5.2
Jarrett Guarantano,40771,QB,TENNESSEE,12,72.4,232,247,10.5,2.45,6,17,6.5,62.3,154,0,98,8.3,281,14,89,307,69.5,82.4,81.9,64.1,4,3,298,3,22.4,97.3,7.8,22,10,0,5,12,6,2,1904,7.7
Jon Wassink,34650,QB,W MICHIGAN,9,65.8,240,246,11.6,2.36,1,23,8.7,61.4,151,0,44,4.4,265,7,98,347,54,79.2,80.2,57.9,0,6,284,1,9.1,97.2,1.5,4,15,1,4,15,10,3.5,1994,8.1
Tyler Huntley,46448,QB,UTAH,9,78.3,226,237,8,2.65,6,10,4,64.1,152,0,74,14.1,282,25,83,328,68.5,78,74.1,68.1,0,6,299,0,33.8,93.2,8.9,25,20,2,3,12,8,2.7,1783,7.5
Sawyer Smith,46505,QB,TROY,12,72.8,217,232,9.8,2.24,5,12,5,62.1,144,0,48,8.9,245,14,75,318,58.2,66.2,72.6,48.3,3,6,255,6,18.8,93.1,3.7,9,4,1,6,14,4,1.6,1668,7.2
Cordale Grundy,83586,QB,UTSA,9,64.4,194,225,8.6,2.69,4,9,3.9,50.2,113,0,104,9.6,260,12,67,331,70.2,73.2,70.4,69.3,3,3,267,3,12.5,64.5,5,13,22,0,24,5,5,1.9,1010,4.5
Max Gilliam,38503,QB,UNLV,9,65.7,213,224,9.5,2.53,2,7,3,55.8,125,0,84,10.7,258,15,67,325,51.1,57.1,62.5,38.8,3,8,272,1,22.6,80.7,7.4,19,14,0,6,14,9,3.3,1406,6.3
Jake Luton,17287,QB,OREGON ST,8,70.4,206,224,9.2,2.5,4,7,3,62.5,140,0,74,3.4,244,5,81,265,76.3,79.1,81.9,34.6,0,4,251,0,23,92.5,7,17,3,0,14,10,4,1.6,1660,7.4
Ryan Agnew,33451,QB,S DIEGO ST,12,64.4,194,223,12.7,3.55,6,11,4.5,51.6,115,0,113,8,272,10,88,284,61.3,64.1,62.5,60.6,3,6,293,2,19.5,79.5,8.1,22,27,0,20,10,14,4.8,1645,7.4
Evan Orth,27348,QB,S ALABAMA,10,72.4,214,223,7.7,2.28,3,18,7.6,65.5,146,0,71,5.8,246,9,71,288,60.3,73.3,76.4,54.1,2,6,265,3,19.7,95.5,5.7,14,9,0,4,11,11,4.2,1798,8.1
Shawn Stankavage,26668,QB,RICE,10,66.2,201,223,8.3,2.52,3,7,3.1,55.2,123,0,78,7.5,252,10,73,275,58.7,51.5,52.3,55.8,0,10,256,5,20.5,69,6.3,16,12,5,14,10,13,5.1,1319,5.9
Brock Purdy,77672,QB,IOWA STATE,9,77.3,207,220,11.8,2.95,0,20,8.3,65.9,145,0,104,9.4,271,15,102,193,66.7,89.3,88,68.7,2,7,292,2,18.3,110.5,7,19,31,2,9,16,11,3.8,2245,10.2
A.J. Bush Jr.,60595,QB,ILLINOIS,10,66.5,203,219,10.8,2.97,3,11,4.7,53.4,117,0,76,13.3,257,18,69,187,50.2,74.4,66.9,74.7,1,10,272,6,15.8,63.4,4.7,12,23,1,11,6,11,4,1401,6.4
