player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Drew Pyne,122910,QB,MISSOURI,6,11,2,0,0,0,0,6,0,0,1,13,26.5,2,3,229,1,2,73.2,60.3,81.9,57.9,,,61.1,60,10,0,0,0,0,122,26,4,0,7,0,32,27,2.45,2.9,,3
Chris Tyree,122913,WR,VIRGINIA,10,11,1,0,0,0,0,43,5,1,1,20,10.4,1,2,335,0,4,79.9,54.4,85.1,,67.7,52,68.2,51,13,0,136,24,233,131,0,0,38,35,0,43,20,1.82,3.9,0.58,4
Zevi Eckhaus,148535,QB,WASH STATE,3,11,3,0,0,0,0,19,0,0,2,15,30,1,5,341,0,3,73.2,76.5,78.2,69.9,,,75.7,60,13,0,0,0,0,41,13,1,0,10,1,32,27,2.45,2.9,,1
Tim Carpenter,190715,QB,TULSA,4,11,4,0,0,0,0,58,0,0,1,30,37,3,3,320,0,4,72.1,80.6,74.3,61.5,,,78.4,60,27,0,0,0,0,22,28,2,0,9,0,86,44,4,7.8,,5
Christian Davis,173995,HB,BALL ST,5,11,0,0,0,0,0,11,0,0,0,16,0,0,0,117,0,3,73.8,55.2,0,,75.5,61.1,56.9,60,5,1,3,1,11,12,0,0,3,12,0,11,16,1.45,1,0.27,8
Jordan Nubin,144983,HB,MINNESOTA,11,11,1,0,0,0,0,19,0,2,1,13,25.3,0,3,225,0,3,73.9,60.1,77.5,,16.4,63.5,61.9,64.1,7,0,32,3,34,18,0,0,4,14,0,19,13,1.18,1.7,0.94,8
David Cordero,146071,HB,HAWAII,9,10,4,1,28.1,16,0,57,0,0,4,36,130.9,1,1,180,0,6,73.6,67.8,75.9,,50,59.9,69.2,59,16,0,-1,1,3,15,0,0,1,11,0,57,36,3.6,5.7,-0.33,4
Grady Brosterhous,156379,QB,VIRGINIA,7,10,0,0,0,0,0,14,0,0,0,6,0,0,7,335,1,2,24.3,76.4,70.7,,,,70.1,60,5,0,0,0,0,12,0,0,0,10,4,14,6,0.6,1.4,,1
John Emery Jr.,97403,HB,LSU,1,10,3,1,63.9,39,0,61,0,0,3,32,87.3,2,2,211,0,8,73.1,67.8,72.9,,75.6,66.9,65.8,,39,0,10,1,7,10,0,0,1,11,0,61,32,3.2,6.1,1.43,2
Cameron Friel,146195,QB,UNLV,5,10,2,0,0,0,0,25,0,0,2,11,22,1,6,325,1,2,25.8,63.5,76,61.2,,,61.4,60.3,14,0,0,0,0,42,0,0,0,10,2,25,11,1.1,2.5,,2
Marcus Bellon,104082,WR,NEVADA,13,10,3,0,0,0,0,31,1,9,3,20,49,0,0,239,1,7,63.1,67.5,63.2,62,,68.1,63.5,56.2,9,3,524,39,327,235,0,0,45,49,0,31,20,2,3.1,1.6,0
Jay Harris,184848,HB,OREGON,2,10,0,0,0,0,0,35,0,0,0,18,0,1,2,264,0,3,73.1,71.4,71.3,,,64.9,69,60,12,0,2,1,2,13,0,0,1,11,1,35,18,1.8,3.5,1,7
Corey Wren,122427,HB,UTEP,4,10,0,0,0,0,0,24,0,0,0,23,0,0,0,330,0,4,74.4,64.5,75,,56.5,55.1,68.2,,9,0,6,1,12,10,0,0,2,11,0,24,23,2.3,2.4,0.5,6
Frank Peasant,121817,HB,MIDDLE TN,2,10,4,1,61.2,30,0,49,0,1,4,51,212.5,1,2,224,0,4,74.1,83.5,75.1,,76,63.8,85,67.8,30,0,3,2,16,15,0,0,2,12,2,49,51,5.1,4.9,0.19,6
Tyler Mason,184937,HB,VA TECH,2,10,0,0,0,0,0,39,0,0,0,26,0,0,2,337,0,2,73.1,67.8,75.2,,9.3,58.5,71.7,58.6,9,0,0,1,9,18,0,0,1,11,0,39,26,2.6,3.9,0,7
Rod Gainey Jr.,193130,HB,CHARLOTTE,4,10,0,0,0,0,0,34,0,0,0,24,0,1,3,136,1,9,23.6,60.3,73.2,,70,79.8,54.5,60,11,0,13,1,5,13,0,0,1,11,0,34,24,2.4,3.4,2.6,1
Emmett Mosley V,183278,WR,STANFORD,9,10,3,0,0,0,0,15,4,7,3,24,41.4,1,1,300,0,3,76.3,68.2,34.4,55.4,,72.7,48,57.6,13,3,525,48,295,181,0,0,71,58,0,15,24,2.4,1.5,1.78,3
David Eziomume,183196,HB,CLEMSON,4,10,0,2,51.6,32,0,62,0,0,0,36,0,4,4,140,0,4,73.9,67.4,76.4,,43.3,53.4,70.7,57.6,17,0,0,0,14,18,0,0,0,10,0,62,36,3.6,6.2,0,6
Luke Wysong,146110,WR,NEW MEXICO,11,9,3,0,0,0,0,46,7,9,3,31,53,1,5,241,0,4,78.6,77.1,28.7,,,78,73.8,59.4,13,4,836,69,336,310,0,0,110,78,0,54,31,3.44,6,2.49,2
Tylon Citizen,176341,HB,LA LAFAYET,4,10,1,2,72.6,53,0,73,0,0,1,20,20,2,3,207,0,2,73.1,63.3,74,,,55,64.2,58.8,36,0,0,0,6,15,0,0,0,10,0,73,20,2,7.3,0,8
Eddie Lee Marburger,145511,QB,UTSA,7,10,0,0,0,0,0,0,0,0,0,2,0,0,2,331,2,1,27.2,60.3,77.8,66.6,,,45.7,60,9,0,0,0,0,37,38,5,0,5,0,38,7,0.7,3.8,,0
Charleston French,190846,HB,N CAROLINA,3,10,1,1,53.6,45,0,84,0,0,1,58,52.7,2,3,245,0,4,73.1,72.9,71.9,,,63.4,71.3,,45,0,2,1,3,10,0,0,1,11,1,84,58,5.8,8.4,0.67,6
John Alan Richter,156999,QB,TOLEDO,5,10,2,0,0,0,0,-16,0,0,0,0,0,0,0,316,1,0,50.7,70.9,45.9,77,,,44.4,60,7,2,0,0,0,48,32,8,0,2,0,16,21,2.1,1.6,,0
RJ Martinez,147690,QB,TEXAS ST,4,10,0,0,0,0,0,-3,0,0,0,4,0,1,2,314,0,0,71.2,50.3,76.7,53,,57,52.3,60,15,1,0,0,0,33,25,4,0,6,0,22,7,0.7,2.2,,0
Dylan Paine,131950,HB,WASH STATE,4,9,3,1,37.5,15,0,40,0,0,3,35,129.6,1,4,341,0,4,72.5,64.9,75.4,,79.7,53.6,69,45.1,15,0,0,0,12,17,0,0,0,9,2,40,35,3.89,4.4,0,5
Harold Fannin Jr.,163104,TE,BOWL GREEN,13,9,5,1,47.7,31,0,65,4,34,5,44,151.3,1,4,122,1,5,64.4,95.9,44.6,69,38.2,96.4,78.9,75.2,31,3,1555,117,413,271,0,0,150,126,1,65,44,4.89,7.2,3.77,1
Keshawn King,99612,HB,W MICHIGAN,2,9,0,0,0,0,0,27,0,0,0,14,0,0,0,347,0,1,72.5,61.1,72.9,,70.5,58.7,61.1,59.2,8,0,0,0,2,12,0,0,0,9,0,27,14,1.56,3,0,8
Robert Briggs,163425,HB,UTAH ST,1,9,2,1,60.2,50,0,83,0,2,2,32,118.5,2,3,329,0,5,73.2,69.8,0,,70,74.9,70.8,60,50,1,38,3,22,11,0,0,4,12,0,83,32,3.56,9.2,1.73,4
Malik Rutherford,143929,WR,GA TECH,13,9,3,1,21.6,16,0,54,6,14,3,33,100.2,3,4,176,2,8,33.1,70.6,87.2,,,73.9,55.3,49.7,20,0,702,62,299,284,20,1,83,70,0,74,39,4.33,8.2,2.35,0
Bennett Galloway,168436,HB,LA MONROE,11,9,6,0,0,0,0,31,1,0,6,31,229.6,1,2,209,1,2,21.8,63.6,76.8,,83.6,30,66.3,68.5,13,0,0,0,8,26,0,0,1,9,0,31,31,3.44,3.4,0,7
Julian Gray,143994,WR,LIBERTY,8,9,0,2,85.1,57,0,67,2,3,0,13,27.1,2,4,206,1,3,26.2,54.2,81,,68.3,47.3,66.6,53.6,41,0,97,7,53,70,0,0,14,16,1,67,13,1.44,7.4,1.83,5
Easton Messer,163051,WR,W KENTUCKY,14,9,0,0,0,0,0,37,3,11,0,20,37.6,1,1,346,0,4,78.9,73.5,62.9,,76.2,74.1,72,50.9,10,1,796,56,356,199,0,0,82,65,0,37,20,2.22,4.1,2.24,3
T.J. Finley,124093,QB,W KENTUCKY,3,9,1,0,0,0,0,19,0,0,0,11,0,0,2,346,0,2,72.5,66.9,79.3,67.7,,,56.9,60,8,0,-7,1,0,36,21,5,1,5,0,40,29,3.22,4.4,,0
Tad Hudson,170107,QB,COAST CAR,1,9,4,0,0,0,0,16,0,0,3,20,166.7,2,2,141,1,0,71.4,61.8,24.7,61.5,,58.2,63,60.4,14,1,0,0,2,31,18,3,0,6,0,34,35,3.89,3.8,0,4
Kyle Williams,128374,WR,WASH STATE,13,9,1,1,38.6,22,1,57,5,21,1,18,55.7,3,4,341,1,2,56.2,79.8,20.6,,,82,70.7,54.1,22,5,1196,70,442,309,0,0,101,79,0,57,18,2,6.3,2.71,0
Dillon Bell,163734,WR,GEORGIA,13,9,3,3,72.9,78,0,107,6,5,3,34,58.1,4,5,173,0,3,76.3,64.2,87.9,,,62.4,76.9,53.7,33,0,466,43,364,213,0,0,75,52,1,107,34,3.78,11.9,1.28,0
Jaylen Anderson,157350,HB,W VIRGINIA,4,9,3,0,0,0,0,34,0,1,3,28,124.4,0,3,343,1,0,24.5,65.2,74,,37.9,71.4,62.2,69.4,7,0,9,1,6,21,0,0,1,10,0,34,28,3.11,3.8,1.5,9
Cade McConnell,73935,QB,UTEP,4,9,1,0,0,0,0,3,0,0,0,9,0,1,1,330,3,3,31.2,53.3,46.5,59.8,,60,40.8,60,10,1,0,0,1,48,15,4,0,5,0,18,17,1.89,2,0,0
Rashad Amos,124224,HB,OLE MISS,4,9,3,1,56,42,0,75,0,0,3,63,233.3,2,3,226,0,3,72.5,73.3,73.5,,74.3,54.4,73.4,,42,0,0,0,7,9,0,0,0,9,0,75,63,7,8.3,0,6
Jack Tuttle,83580,QB,MICHIGAN,2,9,3,0,0,0,0,13,0,0,0,2,0,1,2,222,3,2,20.7,29.1,79.1,33.9,,,32.4,60,13,0,0,0,0,54,33,6,0,3,0,46,40,4.44,5.1,,1
Trexler Ivey,122184,QB,CHARLOTTE,8,9,1,0,0,0,0,-18,0,0,0,0,0,1,1,136,0,0,72.7,55.5,79.8,52.8,,,63.4,60,10,0,0,0,0,69,13,2,0,7,0,-5,3,0.33,-0.6,,0
Zavion Thomas,163697,WR,LSU,13,9,2,1,34.2,26,0,76,0,2,2,22,30.6,3,3,211,0,5,69.1,68.6,85.2,,,65.3,77.1,61.1,26,0,218,23,174,107,0,0,40,32,0,76,22,2.44,8.4,1.25,0
Victor Snow,158249,WR,BUFFALO,13,9,0,0,0,0,0,61,5,10,0,26,45.9,3,5,126,0,3,83.3,74.3,86.3,,,75.7,77.2,47.5,12,0,642,54,292,277,0,0,76,63,2,61,26,2.89,6.8,2.2,2
Jhari Patterson,151053,WR,E CAROLINA,13,9,3,3,65.1,71,0,109,2,6,3,28,68.3,4,4,156,0,8,75.7,74.9,38.9,,,72.3,78.7,65.6,30,1,268,32,139,129,0,0,40,41,0,109,28,3.11,12.1,1.93,0
Jaylin Noel,125155,WR,IOWA STATE,14,9,3,0,0,0,1,29,4,3,3,17,14.5,1,2,193,1,2,85.6,80.5,69.7,55.5,,81.7,68,59.5,12,2,1193,80,455,232,9,1,119,88,0,38,22,2.44,4.2,2.62,0
Ky Woods,163868,WR,NEVADA,9,9,2,0,0,0,0,38,0,0,2,17,31.5,0,1,239,0,9,75,81,76,,71.5,65,83.6,59.1,9,0,8,3,10,28,0,0,3,12,0,38,17,1.89,4.2,0.8,0
Luther Burden III,157170,WR,MISSOURI,12,9,8,2,68.7,79,0,115,3,30,8,99,597.1,4,6,229,1,4,64.5,77.9,36.9,,62.1,80.2,71.4,54.8,61,3,676,61,292,231,0,0,81,70,2,115,99,11,12.8,2.32,0
Jarvis Green,170007,HB,CLEMSON,4,9,3,0,0,0,0,53,0,1,3,35,141.4,2,4,140,0,4,73.1,68.8,74.5,,76,81.8,64.9,59.5,13,0,35,2,13,12,0,0,2,11,0,53,35,3.89,5.9,2.69,4
Darwin Barlow,99482,HB,N CAROLINA,4,9,5,0,0,0,0,62,0,1,5,47,261.1,5,3,245,0,4,72.8,74.5,73.9,,78.1,64.4,75.3,57.2,14,0,31,3,9,16,0,0,3,12,0,62,47,5.22,6.9,3.44,4
Devonte Ross,146735,WR,TROY,12,9,1,0,0,0,0,35,9,10,1,16,23.3,1,1,318,0,2,71.1,80.9,88.6,,,81.9,68.9,56,14,0,1042,75,376,344,0,0,117,84,0,35,16,1.78,3.9,2.77,0
Ife Adeyi,104107,WR,SM HOUSTON,13,9,1,1,36.8,28,0,76,1,6,1,21,41.9,2,3,281,0,6,83.1,59.5,65.8,,62.1,59.8,72.9,45.7,28,2,271,30,272,323,0,0,53,39,1,76,21,2.33,8.4,1,0
Alexander Diggs,160375,HB,KENNESAW,3,9,0,0,0,0,0,29,1,0,0,24,0,0,2,200,0,7,72.5,58.7,76.2,,78.2,29.4,65.3,50.3,8,0,0,0,7,13,0,0,1,9,0,29,24,2.67,3.2,0,2
Ayden Greene,174784,WR,VA TECH,13,9,3,2,68.7,46,0,67,6,6,3,58,207.1,3,3,337,1,1,33.2,60.7,48.9,60,,63,59,50,25,2,268,19,168,167,0,0,34,28,1,67,58,6.44,7.4,1.6,1
Chris Parson,172551,QB,MISS STATE,4,9,4,0,0,0,0,29,0,0,4,27,133.3,1,2,227,1,5,72.4,69,72.2,38,,,74.3,60,10,1,0,0,0,16,0,0,0,9,0,29,27,3,3.2,,3
Zach Evans,157490,HB,N TEXAS,2,9,6,1,69,40,0,58,0,0,6,45,230.8,1,1,251,0,1,72.8,65.1,73.8,,72.2,66.4,63.9,,40,0,10,4,11,9,0,0,5,13,0,58,45,5,6.4,0.91,8
Damian Henderson II,173465,HB,COLO STATE,3,9,1,1,53.7,22,0,41,0,0,1,22,22.2,1,5,144,0,1,72.7,72.1,73.8,,73.2,62.8,70.4,64,22,0,13,2,5,14,0,0,2,11,0,41,22,2.44,4.6,2.6,8
Cameran Brown,184894,QB,TEXAS TECH,3,8,1,2,50.6,42,0,83,0,0,1,11,17.2,4,4,315,0,6,71.6,42.7,73.1,27.6,,60,69,60,22,0,0,0,1,11,0,0,0,8,0,83,11,1.38,10.4,0,2
Ja'koby Banks,173037,HB,MEMPHIS,10,8,2,0,0,0,0,29,0,0,2,22,50,2,1,218,0,3,71.9,56.1,76.9,54.8,,54.8,58.6,59.8,12,0,1,3,21,19,0,0,3,11,0,29,22,2.75,3.6,0.05,4
Mike Franklin,170511,HB,JVILLE ST,3,8,6,1,41.8,23,0,55,0,0,6,46,431.3,1,2,196,0,0,71.9,73.3,72,,,59.9,72.8,54.9,23,0,0,0,1,12,0,0,0,8,1,55,46,5.75,6.9,0,8
Drew Devillier,190639,QB,RICE,3,8,3,0,0,0,0,17,0,0,0,4,0,1,0,275,1,0,41.1,53.8,35.9,51.5,,,63.5,60,10,2,0,0,0,52,16,3,0,5,0,33,42,5.25,4.1,,3
Garret Rangel,157795,QB,OKLA STATE,4,8,1,2,72.2,70,0,88,0,0,1,9,25,2,2,262,0,0,71.4,44.8,23.7,39.8,,,66,60,54,1,0,0,0,28,9,2,0,6,0,97,10,1.25,12.1,,4
Velton Gardner,97110,HB,TEXAS,2,8,0,0,0,0,0,26,1,0,0,16,0,1,2,311,0,3,71.9,58.1,72.4,,,35.8,64.8,,10,0,0,0,3,8,0,0,1,8,0,26,16,2,3.3,0,5
Xavier Gayten,191197,HB,MISS STATE,5,8,4,2,77.4,89,0,115,0,1,4,38,263.9,4,4,227,0,5,72,86.6,72.9,,,68.6,83.6,73.4,72,0,10,1,10,8,0,0,1,9,1,115,38,4.75,14.4,1,2
Datrell Jones,175341,HB,BOSTON COL,3,8,2,1,64.4,47,0,73,0,0,2,70,218.8,2,2,121,0,5,73.1,75.6,72.5,,,59.1,73.3,60,47,0,0,0,2,11,0,0,0,8,1,73,70,8.75,9.1,0,3
DeJuan Williams,183534,HB,MARYLAND,3,8,3,1,52.2,24,0,46,0,0,3,25,104.2,1,2,215,0,3,72,68.4,73.8,,73.7,58.5,69.5,60,24,0,2,1,12,9,0,0,1,9,1,46,25,3.13,5.8,0.17,5
Brant Kuithe,84071,TE,UTAH,9,8,2,0,0,0,0,26,4,15,2,12,59.3,1,4,328,0,1,75,74.6,86.6,,68.8,79.8,66.6,41.6,11,1,505,35,198,141,0,0,54,43,2,26,12,1.5,3.3,2.55,7
Matthew Fuller,190231,HB,S CAROLINA,1,8,1,0,0,0,0,25,0,0,1,17,26.6,0,3,289,0,5,71.9,73.3,70.7,,,57.2,72.1,,8,0,0,0,4,8,0,0,0,8,0,25,17,2.13,3.1,0,3
EJ Colson,190335,QB,UCF,3,8,7,0,0,0,0,21,0,0,3,14,466.7,0,2,323,1,1,28.8,38,74.9,30,,,62,60,9,0,0,0,0,12,25,5,0,3,0,46,59,7.38,5.8,,2
K.D. Hutchinson,163045,WR,W KENTUCKY,14,8,0,2,121.6,62,0,51,2,11,0,12,50,2,2,346,1,1,68.4,75.3,80.9,,,77.6,55.4,57.4,42,0,383,25,97,56,0,0,30,33,0,51,12,1.5,6.4,3.95,1
Dalen Cobb,158341,WR,GA SOUTHRN,13,8,1,1,96,24,1,25,7,11,1,13,37.8,1,2,174,2,2,32.2,59.2,61.3,36.8,62.1,64.1,48.7,39.6,24,2,599,52,329,170,0,1,79,59,0,25,14,1.75,3.1,1.82,0
Kyle Lowe,156595,QB,GA STATE,5,8,1,1,84.8,56,0,66,0,0,1,8,12.5,1,3,175,0,3,26.3,60.1,72.5,59.5,,,60,60,56,0,0,0,0,11,0,0,0,8,1,66,8,1,8.3,,4
Ken Seals,124359,QB,TCU,6,8,2,0,0,0,0,-1,0,0,1,11,22.4,0,0,305,1,2,26.8,51.4,75.4,67.6,,,42.3,60,7,0,0,0,0,31,7,1,0,7,0,6,25,3.13,0.8,,2
Bradley Dunn,124231,HB,S CAROLINA,3,8,1,0,0,0,0,48,0,1,1,27,75,1,3,289,1,2,21.5,60.5,72.3,,,78.7,57.9,60,10,0,13,1,2,12,0,0,1,9,1,48,27,3.38,6,6.5,6
Raleek Brown,158458,HB,ARIZONA ST,2,8,2,0,0,0,0,41,0,0,2,31,70.5,1,1,110,0,5,72.2,69.3,74.6,,75.3,63,70.2,59.1,14,0,6,3,13,11,0,0,5,11,0,41,31,3.88,5.1,0.46,3
Tychaun Chapman,162741,WR,MARSHALL,13,8,0,0,0,0,0,46,1,7,0,26,91,4,4,214,1,5,29.6,66.7,82.5,,,64.6,69.3,60.5,14,1,146,17,71,85,0,0,24,25,2,46,26,3.25,5.8,2.06,0
Jabre Barber,123689,WR,TEXAS A&M,12,8,1,0,0,0,0,26,2,7,1,21,45.7,0,1,312,0,7,79.8,70.8,86.1,,,71.5,62.4,56.3,8,1,381,38,249,183,0,0,52,46,0,26,21,2.63,3.3,1.53,0
Cam'Ron Valdez,144749,HB,TEXAS TECH,2,8,1,1,39.5,17,0,43,0,0,1,24,30,1,2,315,0,4,73.2,68.5,75.5,,79,56.3,69.7,72.6,17,0,-2,2,26,15,0,0,4,10,0,43,24,3,5.4,-0.08,4
Jalin Conyers,122920,TE,TEXAS TECH,13,8,4,0,0,0,0,31,2,4,4,35,92.1,1,5,315,0,5,75.2,75.6,42.2,88.1,75.4,68.3,73.2,80.1,13,2,320,30,224,175,0,0,42,38,2,31,35,4.38,3.9,1.43,3
Brennan Presley,122982,WR,OKLA STATE,12,8,5,1,37.3,22,0,59,3,20,5,28,90.2,3,4,262,1,1,66.6,74.7,65,60.6,,75.2,72.7,55.5,22,1,762,89,391,227,0,0,131,97,1,59,28,3.5,7.4,1.95,1
Yulkeith Brown,146985,WR,TULANE,14,8,1,1,38.5,15,0,39,2,4,1,18,26.2,2,3,319,2,1,26.4,69.6,7.6,,,72.9,59.5,58.8,15,4,463,35,234,204,0,0,53,43,1,39,18,2.25,4.9,1.98,3
Rocco Conti,186412,HB,AIR FORCE,5,8,1,0,0,0,0,19,0,0,1,19,29.7,0,0,101,0,4,71.9,53.5,76.9,,,52.6,52.8,63.3,6,0,0,0,15,35,0,0,0,8,0,19,19,2.38,2.4,0,0
Ty Simpson,157008,QB,ALABAMA,6,8,1,2,62.7,32,0,38,0,0,1,10,20.4,3,4,103,0,1,71.5,74.9,77,67.3,,,74.2,60,17,0,0,0,0,42,13,1,0,7,1,51,12,1.5,6.4,,5
EJ Caminong,188167,QB,CAL,1,8,2,0,0,0,0,-5,0,0,0,2,0,1,2,130,2,0,27.6,33.9,74.3,28.9,,,61.6,60,12,0,0,0,0,8,36,5,0,3,0,31,38,4.75,3.9,,1
Sam Adams II,131886,HB,WASHINGTON,3,8,2,0,0,0,0,19,0,0,2,21,65.6,0,3,340,0,3,71.9,72.5,72.2,,74.4,56.4,71.3,60,7,0,0,0,4,10,0,0,0,8,0,19,21,2.63,2.4,0,5
Shaborne Demps,175550,HB,FIU,9,7,0,1,61.5,16,0,26,0,0,0,13,0,1,1,166,0,2,71.4,56.3,76.8,,,59,55.4,60.8,16,0,14,1,18,16,0,0,3,8,0,26,13,1.86,3.7,0.78,3
Connor Moberly,184835,QB,IOWA STATE,4,7,1,2,59.3,35,0,53,0,0,1,23,92,2,2,193,0,5,70,61.7,75.1,54.5,,54.3,67.1,60,18,0,0,0,1,26,6,2,0,5,0,59,25,3.57,8.4,0,0
Alton McCaskill,144253,HB,ARIZONA ST,2,7,1,0,0,0,0,17,0,0,1,17,34.7,0,0,110,0,0,71.3,56.5,72.2,,,,57.4,58.3,6,0,0,0,0,14,0,0,0,7,0,17,17,2.43,2.4,,7
Devin Brown,156479,QB,OHIO STATE,9,7,1,0,0,0,0,9,0,0,0,1,0,1,1,260,0,0,70,66.9,76.7,65.9,,,61.2,60,10,0,0,0,0,41,13,3,0,4,0,22,7,1,3.1,,2
Ryan Butler,167652,HB,STANFORD,6,7,1,1,50,22,0,44,1,1,1,25,79.4,1,2,300,0,6,71.5,57.1,78.4,,81.8,47.1,66.6,54.2,22,0,11,2,27,30,0,0,3,9,0,44,25,3.57,6.3,0.41,1
PJ Hatter,172329,QB,TEXAS ST,1,7,0,0,0,0,0,45,0,0,0,22,0,2,3,314,0,1,71.3,74.5,70.4,,,,68.7,60,11,0,0,0,0,11,0,0,0,7,0,45,22,3.14,6.4,,3
Sam Williams-Dixon,183713,HB,OHIO STATE,3,7,0,1,58.5,31,0,53,0,0,0,14,0,1,1,260,0,1,71.3,60.8,70.2,,73.4,,60.2,,31,0,0,0,0,7,0,0,0,7,0,53,14,2,7.6,,6
Ozarrio Smith,184323,HB,LA MONROE,2,7,0,0,0,0,1,16,0,0,0,20,0,1,1,209,0,1,71.3,48.3,0,,4.8,59.6,57.2,,11,1,0,0,1,7,0,0,0,7,0,16,20,2.86,2.3,0,6
Harry Stewart III,183815,HB,KANSAS,2,7,0,0,0,0,0,24,0,0,0,15,0,0,1,198,0,2,71.3,69.9,73.4,,,57.5,67.6,66.8,7,0,0,0,1,9,0,0,0,7,0,24,15,2.14,3.4,0,5
Antonio Williams,156241,WR,CLEMSON,14,7,2,2,60.4,61,0,101,8,14,2,24,66.9,4,5,140,0,1,73,74.1,69.1,89.7,,72.6,79.3,59.3,36,1,908,75,442,275,0,0,100,82,1,101,24,3.43,14.4,2.05,0
Ryan Niblett,176181,HB,TEXAS,10,7,2,0,0,0,0,29,0,2,2,18,102.9,0,2,311,0,3,71,68.2,76,,,61.9,71.1,58.2,7,0,24,3,17,15,0,0,3,10,1,29,18,2.57,4.1,1.41,3
Luke Bottari,73931,QB,UTAH,3,7,0,2,86.2,56,0,65,0,0,0,9,0,2,2,328,2,0,38.5,57.1,29,61.2,,,52.4,60.2,40,2,0,0,0,44,0,0,0,7,0,65,9,1.29,9.3,,3
Cookie Desiderio,156193,HB,UMASS,2,7,1,0,0,0,0,17,0,0,1,16,28.6,0,0,216,1,5,20.3,49.4,73.1,,77.8,27.4,59,60,5,0,2,1,10,8,0,0,1,8,0,17,16,2.29,2.4,0.2,2
Myles Price,123155,WR,INDIANA,13,7,3,2,74.6,47,1,63,1,12,3,8,38.1,3,4,190,0,0,85.2,79.6,47.1,,,80.5,69.7,53.4,25,2,466,38,195,130,0,0,49,45,1,63,8,1.14,9,2.39,0
P.J. Prioleau,144099,HB,VA TECH,5,7,3,0,0,0,0,29,0,0,3,21,128.6,0,2,337,0,0,72.9,82.1,71.9,,,56.7,80.8,59.9,8,0,0,0,5,10,0,0,0,7,0,29,21,3,4.1,0,7
Anthony Brown-Stephens,175138,WR,KENTUCKY,12,7,3,0,0,0,0,31,0,1,3,13,61.9,1,1,202,0,7,71.9,65.6,80.2,,42.8,66.2,65.5,54.2,12,0,77,5,56,90,0,0,6,12,0,31,13,1.86,4.4,1.38,0
Barry Jackson Jr.,173031,WR,CINCINNATI,12,7,0,0,0,0,0,21,0,0,0,15,0,0,0,138,0,2,71.6,58.1,78.5,,,57.5,63,49,6,0,22,3,25,41,0,0,3,10,0,21,15,2.14,3,0.88,3
Hunter Barnes,163756,HB,TENNESSEE,1,7,5,0,0,0,0,38,0,0,5,32,326.5,2,3,307,0,1,71.3,66.1,69.3,,,,64.7,,14,0,0,0,0,7,0,0,0,7,0,38,32,4.57,5.4,,6
Tray Taylor,186494,WR,COAST CAR,13,7,1,2,72.7,48,0,66,4,4,1,21,60,2,2,141,0,0,64.8,62.1,31.2,,,60,72.8,60.5,26,1,257,18,123,89,0,0,34,25,0,66,21,3,9.4,2.09,3
Isaiah Bryant,175220,FB,NAVY,12,7,1,0,0,0,0,23,0,0,1,11,19.6,1,1,237,0,3,76.2,56.6,80.6,,65.6,51.4,62.7,55.9,10,0,5,1,32,96,0,0,5,8,0,23,11,1.57,3.3,0.16,0
Cole Ballard,173062,QB,KANSAS,3,7,4,0,0,0,0,29,0,0,4,17,188.9,2,3,198,0,3,70.4,66.7,73.7,62.9,,,64.1,60,14,0,0,0,0,21,6,1,0,6,0,35,17,2.43,5,,0
Moses Gray,193216,HB,MARSHALL,2,7,0,0,0,0,0,24,0,0,0,11,0,0,0,214,1,0,19.3,44.8,72.2,,,56.9,46.5,60,6,0,0,0,4,11,0,0,0,7,0,24,11,1.57,3.4,0,7
Cale Hellums,170981,QB,ARMY,3,7,0,0,0,0,0,28,0,0,0,14,0,1,2,114,0,3,71.3,68.4,70.1,,,,64.9,60,10,0,0,0,0,10,0,0,0,7,0,28,14,2,4,,4
Kendrick Law,157004,WR,ALABAMA,10,7,4,1,67.7,21,0,31,1,5,4,39,295,1,1,103,0,4,29.7,64.1,39.3,60,,62.3,66.2,67.4,21,1,105,10,115,130,0,0,13,17,0,31,39,5.57,4.4,0.91,1
Steve Angeli,156966,QB,NOTRE DAME,11,7,3,1,90.6,29,0,23,0,0,1,27,108,1,2,258,1,2,71.3,82.3,78.5,75.6,,,78.3,60,29,0,0,0,0,58,9,2,0,5,0,32,35,5,4.6,,0
Tucker McDonald,171056,QB,UCONN,3,7,0,0,0,0,0,1,0,0,0,3,0,0,1,146,0,0,71.1,63.2,73.6,62.2,,,60.4,60,9,0,0,0,0,24,0,0,0,7,0,1,3,0.43,0.1,,1
Emeka Egbuka,145055,WR,OHIO STATE,16,7,2,0,0,0,0,38,5,10,2,28,54.5,2,2,260,1,1,60.8,79.5,88.3,60,62.6,82.4,65.1,52.4,13,0,1011,81,402,332,0,0,106,88,0,38,28,4,5.4,2.51,3
