Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
140,Tank Dell,HST,8.9,2.3,11.2,,7.3,18.7,0,13.5,18.6,8.3,9.8,10.2,3.3,,6.1,21.8,,
32.7,Ja'Lynn Polk,NE,1.6,9.2,3.3,6,2.3,1.4,0,,0,7.2,0,1.7,0,,0,0,0,
135.7,Nick Westbrook-Ikhine,TEN,0,0,0,0,,7.9,9,11.9,16,6.1,19.7,12.8,21.1,2.9,2.9,9.7,6.7,9
0,Laquon Treadwell,IND,,,,,,,,,,,,,0,,,,,
6.4,Cody White,SEA,,,,,,,,,6.4,,0,0,0,,,,,
5.2,Jamari Thrash,CLV,,,,,,,0,,0,,2.1,0,3.1,,0,0,0,0
6.8,Nikko Remigio,KC,,,,,,,,,,,,,,,0,0,0,6.8
0,Ihmir Smith-Marsette,NYG,,,,,,,0,,0,,,,0,,0,0,,
23.9,Mason Tipton,NO,1.6,0,3.1,1.6,1.2,2.5,10.5,3.4,0,0,,,,,,0,,
14.8,Johnny Wilson,PHI,0,0,1.9,0,,0,0,0,0,7.5,0,0,,0,0,0,0,5.4
0,Dez Fitzpatrick,LAC,,,,,,,,,,,,,,,,,,0
1.5,Robbie Chosen,MIA,0,1.5,,,,,,,,,,,,,,,,
199.4,DeVonta Smith,PHI,15.4,20.6,14.9,,,15.4,0.8,20.5,18.7,3.4,6.9,,,13.7,28,11.1,30,
10.4,Britain Covey,PHI,0,8.3,2.1,,,,,,,,,0,0,,,,,
61.1,Tyler Johnson,LA,12.9,4,5,0,0,,9.7,1.6,6.8,5.5,0,2.1,0,0,0,,,13.5
70.9,Christian Kirk,JAX,4,0.9,15.9,19.1,12.8,6.9,3.4,7.9,,,,,,,,,,
0,Irvin Charles,NYJ,,,,,0,0,0,0,,0,,,,,,,,
1.9,Kendric Pryor,CIN,,,,,,,,,1.9,,,,,,,,,0
183.5,Josh Downs,IND,,,5.2,22.2,15.9,19.5,1.3,22.2,12,14.2,19.4,5.7,,,6.2,15.1,5.2,19.4
