player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Davonte Allen,10963,WR,MARSHALL,10,20.8,0,52.4,,0,0,1,4.3,1,1,214,1,65.7,27.6,63.7,,65,0,0,1,46,0,0,238,3,22,95,226,0,0,119.6,42,4,100,238,540,90,4.1,24.5,2.39
Kendal Keys,26969,WR,UNLV,13,14.2,0,54.8,,0,0,0,14.8,4,0,325,0,40.4,71.7,57,,55.7,0,0,0,41,0,0,250,2,23,94.8,237,4.4,11,92,42,2,95.6,239,286,33,1.4,12.4,1.21
Andre Patton,12043,WR,RUTGERS,9,10.8,2,47.6,,0,0,0,13,3,0,278,1,53.5,26.7,67.3,,63.2,0,0,1,34,0,0,156,1,20,98.1,153,3.8,6,78.1,42,3,96.2,150,226,88,4.4,11.3,1.48
Matthew Miller,9788,WR,BOISE ST,5,11.9,1,66.7,,0,0,0,6.7,2,0,120,0,71.7,71.7,79.3,,79.2,0,0,4,57,0,0,172,1,28,95.9,165,44.8,77,87.6,42,3,55.2,95,461,109,3.9,16.5,2.79
Jhajuan Seales,12175,WR,OKLA STATE,12,21,2,42.9,,0,0,0,5.3,1,0,262,0,51.2,69.9,67,,66.9,0,0,2,43,0,0,162,1,18,94.4,153,1.2,2,69.3,42,3,98.8,160,278,47,2.6,15.4,1.82
Edward Pope,47830,WR,TEXAS A&M,13,14.7,6,71.4,,0,0,0,3.2,1,1,312,0,80.5,71.7,67.6,,66.5,0,0,2,86,0,0,257,2,30,96.5,248,0.8,2,118.6,42,4,99.2,255,454,113,3.8,15.1,1.83
Wendell Smallwood,10787,HB,W VIRGINIA,13,3.3,9,73.8,,0,0,0,6.1,2,0,343,0,65.1,60.6,62.4,84.7,59,0,0,2,50,12.7,41,324,1,31,82.1,266,32.7,106,76.1,42,0,6.8,22,326,286,9.2,10.5,1.23
Michiah Quick,44732,WR,OKLAHOMA,11,7.9,10,59.5,,0,0,0,19.4,6,0,261,0,35.4,72.8,60.7,,60.9,0,0,0,54,0,0,168,3,25,97.6,164,86.3,145,83.1,42,1,13.1,22,237,148,5.9,9.5,1.45
Matt Dayes,12006,HB,NC STATE,13,6.6,4,73.8,,0,0,0,3.1,1,0,248,0,82,75.9,76.1,60.3,75.4,1.1,3,1,39,24,64,267,2,31,71.5,191,30,80,125.1,42,5,4.9,13,321,211,6.8,10.4,1.68
Chris Godwin,11839,WR,PENN STATE,13,10.3,3,61.9,,0,0,0,0,0,0,266,1,88.6,33.3,63.6,,61.9,0.3,1,3,72,0,0,301,2,26,95.7,288,10.6,32,73.4,42,2,89,268,339,148,5.7,13,1.18
Jordan Reid,48138,WR,OHIO,12,13.2,2,57.1,,0,0,0,4,1,0,259,0,78.5,71.6,70.6,,70.9,0,0,0,34,0,0,222,3,24,94.1,209,63.1,140,90,42,1,36.9,82,326,80,3.3,13.6,1.56
Stephen Nelson,15266,WR,SMU,12,6.4,1,66.7,,0,0,0,3.4,1,0,287,1,80.6,31.2,52.1,,52.7,0,0,2,35,0,0,314,1,28,96.5,303,73.2,230,57.6,42,0,26.8,84,200,93,3.3,7.1,0.66
Kenneth Dixon,10768,HB,LA TECH,14,0.5,13,71.4,,0,0,1,6.3,2,0,208,0,80.9,61,73.5,76.6,69.9,0,0,1,84,37,146,395,2,30,59.7,236,9.1,36,129.5,42,6,0,0,385,432,14.4,12.8,1.63
Joel German,13227,WR,W KENTUCKY,13,10.2,4,65.9,,0,0,0,3.6,1,0,346,0,79.1,71.3,65,,66.6,1.7,4,0,50,0,0,240,1,27,97.5,234,94.2,226,125.9,41,4,3.3,8,358,147,5.4,13.3,1.53
Zach Wright,47483,WR,RICE,11,10.1,5,58.5,,0,0,0,7.7,2,0,275,1,68.4,28.6,60.5,,59.6,0,0,3,51,0,0,280,0,24,95.4,267,99.6,279,75.9,41,3,0.4,1,306,111,4.6,12.8,1.15
David Richards,11055,WR,ARIZONA,14,11.2,1,56.1,,0,0,0,4.2,1,0,109,0,77.2,70.9,61.1,27.3,61.1,3,6,0,31,0.5,1,201,1,23,96,193,4.5,9,78.4,41,1,91.5,184,211,55,2.4,9.2,1.09
Mike Davis,9559,HB,S CAROLINA,13,-0.1,5,78,,0,0,0,11.1,4,0,289,1,58.4,69.4,71.5,76.2,55.8,0,0,1,34,17.1,47,275,0,32,80,220,0,0,110.2,41,2,5.1,14,368,355,11.1,11.5,1.67
Cameron Posey,47639,WR,PURDUE,11,12.9,2,46.3,,0,0,0,9.5,2,0,273,0,62.5,70.1,57.1,,56.7,0,0,3,24,0,0,238,0,19,97.9,233,69.7,166,37.4,41,1,30.3,72,188,47,2.5,9.9,0.81
Darius Phillips,49507,WR,W MICHIGAN,12,5.3,9,80.5,,0,0,0,5.7,2,0,347,1,74.2,38.8,67.5,,67.1,0,0,0,63,0,0,211,0,33,100,211,74.9,158,130.7,41,2,24.6,52,470,359,10.9,14.2,2.23
Ian Sadler,47435,WR,TEXAS TECH,9,8.3,2,56.1,,0,0,0,23.3,7,0,315,0,29.9,71.2,62,,61.5,0,0,1,59,0,0,235,0,23,93.2,219,97,228,89.1,41,2,3,7,336,187,8.1,14.6,1.53
Adam Humphries,10075,WR,CLEMSON,13,6.2,5,73.2,,0,0,0,0,0,0,140,0,89.2,73.6,50.2,,52.5,0.3,1,0,25,0,0,328,0,30,97.3,319,66.8,219,83.7,41,0,32.3,106,203,158,5.3,6.8,0.64
Devonte Robinson,11158,WR,UTAH ST,14,8.7,2,58.5,,0,0,0,7.7,2,0,329,0,68.6,72.8,60.3,,58.9,0,0,1,36,0,0,217,1,24,97.2,211,12.9,28,79.9,41,2,87.1,189,226,152,6.3,9.4,1.07
Braxton Berrios,47961,WR,MIAMI FL,13,11.7,2,51.2,,0,0,0,8.7,2,0,220,0,65.7,70.6,60.9,,60.9,0,0,2,33,0,0,203,0,21,97,197,87.2,177,72.4,41,3,12.8,26,232,58,2.8,11,1.18
Dondre Daley,47980,WR,IOWA STATE,12,12,2,51.2,,0,0,0,19.2,5,0,193,0,36.8,70.4,54.8,,53.3,0,0,1,16,0,0,246,1,21,95.1,234,15.4,38,63.9,41,1,84.6,208,208,62,3,9.9,0.89
Marcus Leak,10910,WR,MARYLAND,13,16.2,6,48.8,,0,0,0,28.6,8,0,215,0,20.4,70.2,60.6,,57.1,0,0,4,46,0,0,300,1,20,97,291,28,84,57.7,41,3,72,216,297,114,5.7,14.9,1.02
Damon Bullock,39159,HB,IOWA,10,2.2,5,80,,0,0,0,0,0,0,192,0,90,79.3,62,56.3,68.8,0,0,1,52,17.3,37,214,0,32,79.9,171,14,30,83.9,40,0,10.7,23,265,244,7.6,8.3,1.55
Josh Quezada,37758,HB,FRESNO ST,13,-0.2,3,82.5,,0,0,0,8.3,3,0,169,0,68.5,89.7,65.3,64.7,54.4,0,0,1,18,12.2,40,329,1,33,84.2,277,12.2,40,87.1,40,1,10,33,216,208,6.3,6.5,0.78
Tyler Kroft,9518,TE,RUTGERS,13,8.8,2,60,,0,0,0,17.2,5,0,278,0,51,71.1,77.1,74.9,54.9,88.4,313,2,27,19.5,69,354,0,24,78,276,11.3,40,59.3,40,0,0,0,269,106,4.4,11.2,0.97
Jalen Hurd,45752,HB,TENNESSEE,13,-3.6,13,87.5,,0,0,0,10.3,4,0,307,0,62.7,84.4,74.7,79.8,70.7,0,0,0,30,28.8,96,333,0,35,68.5,228,3.6,12,106.4,40,2,0.6,2,221,355,10.1,6.3,0.97
Alex Deleon,14344,TE,FAU,12,11.2,2,57.5,,0,0,0,8,2,0,165,0,67,70.7,67.2,59.9,57.3,33.6,128,2,50,13.9,53,381,2,23,81.9,312,47.5,181,99.5,40,5,2.9,11,295,95,4.1,12.8,0.95
Steve Ishmael,47731,WR,SYRACUSE,12,13.9,1,65,,0,0,1,10.3,3,1,304,0,62.4,71.5,68.8,,70.2,0,0,1,46,0,0,237,3,26,95.4,226,3.4,8,113.2,40,3,96.6,229,407,77,3,15.7,1.8
Justin Olack,15551,WR,TOLEDO,13,11.9,2,50,,0,0,0,25.9,7,0,316,0,25,70.9,56.5,61.9,54.7,0,0,4,42,0.3,1,320,1,20,95.3,305,7.5,24,69.4,40,4,92.2,295,306,71,3.6,15.3,1
K.J. Maye,11248,WR,MINNESOTA,13,16,1,40,,0,0,0,15.8,3,0,225,0,47.7,77.5,58,,58,0,0,2,38,0,0,219,3,16,97.3,213,73.1,160,54,40,1,26.5,58,298,124,7.8,18.6,1.4
Ryan Malleck,11247,TE,VA TECH,12,7.1,2,60,,0,0,0,14.3,4,0,337,0,50.5,70.9,52.5,72.1,48.6,35.6,132,2,21,16.7,62,371,3,24,78.2,290,58.2,216,68.2,40,2,4.3,16,195,64,2.7,8.1,0.67
Fred Brown,23172,WR,MISS STATE,13,14.9,1,45,,0,0,0,14.3,3,0,227,0,52.3,70.1,64.6,,63.5,0,0,1,51,0,0,163,1,18,96.3,157,14.1,23,77,40,2,85.9,140,299,95,5.3,16.6,1.9
Montez McGuire,17801,WR,APP STATE,12,13.3,3,62.5,,0,0,0,3.8,1,0,108,1,77.8,28.6,67.1,,66.8,0,0,3,40,0,0,224,0,25,90.6,203,4.9,11,79.7,40,2,94.6,212,385,108,4.3,15.4,1.9
Maudrecus Humphrey,13404,WR,UAB,12,8.8,3,65,,0,0,0,7.1,2,0,321,0,70,71.3,63.6,67.3,61.3,0,0,2,75,0.6,1,173,2,26,94.2,163,93.1,161,64.8,40,0,6.4,11,282,190,7.3,10.8,1.73
Nick Holley,47688,HB,KENT STATE,11,-0.2,8,67.5,,0,0,0,6.9,2,0,201,0,70,67.4,63.8,61.6,68.2,0,0,1,21,44.5,163,366,1,27,52.5,192,0.8,3,77,40,1,0.5,2,199,240,8.9,7.4,1.04
Deon Butler,10311,TE,C MICHIGAN,13,9.2,5,75,,0,0,0,9.1,3,0,134,0,64.5,71.7,80.6,55.7,79.8,63,148,2,27,5.5,13,235,2,30,90.6,213,31.1,73,96.1,40,1,3.8,9,423,170,5.7,14.1,1.99
Jake Maulhardt,48045,WR,WYOMING,12,16,5,52.5,,0,0,0,8.7,2,0,351,0,64.9,70.4,59,,59,0.8,2,3,53,0,0,256,3,21,97.7,250,7.8,20,51.4,40,1,91.4,234,273,51,2.4,13,1.09
Tyler Ervin,10753,HB,S JOSE ST,12,1.6,9,70,,0,0,0,3.4,1,0,285,0,80,90.3,74.9,67.8,69.9,0,0,3,75,17.6,51,289,1,28,81.7,236,7.6,22,69.2,40,1,3.1,9,304,299,10.7,10.9,1.29
Trevor Davis,10797,WR,CAL,10,12.4,2,60,,0,0,0,7.7,2,0,130,1,70.1,29.4,65.8,,66.4,0,0,2,76,0,0,226,2,24,91.2,206,8,18,112.3,40,5,92,208,398,163,6.8,16.6,1.93
Alan Cross,10931,TE,MEMPHIS,13,8,1,70,,0,0,0,0,0,0,218,1,88.6,32.3,84.8,73.3,70.8,55.9,209,2,50,34,127,374,1,28,63.6,238,25.1,94,111.8,40,4,1.6,6,373,177,6.3,13.3,1.57
Jacob Martinez,39421,WR,BUFFALO,11,6.8,3,67.5,,0,0,0,6.9,2,1,126,0,71.4,72.8,66.4,,66.8,0,0,4,31,0,0,212,1,27,93.4,198,95.3,202,70.6,40,3,4.2,9,258,151,5.6,9.6,1.3
Aaron Jones,11937,HB,UTEP,12,-0.5,6,79.5,,0,0,0,11.4,4,0,330,1,57.5,74,70.1,60.3,60,0.6,1,0,72,11.2,19,169,1,31,84.6,143,21.9,37,123.6,39,3,3.6,6,293,356,11.5,9.5,2.05
Alex Chisum,11478,WR,CINCINNATI,13,12.7,0,56.4,,0,0,0,8.3,2,0,138,0,66.1,70.6,66.1,,66.1,0,0,1,23,0,0,171,0,22,95.9,164,4.1,7,81.4,39,2,95.9,164,242,82,3.7,11,1.48
Caleb Smith,19273,TE,OREGON ST,12,11.1,0,51.3,,0,0,1,23.1,6,0,265,0,24,70.2,45.5,65.4,40.9,76.9,220,2,27,17.1,49,286,6,20,77.3,221,21,60,53.6,39,1,1.4,4,202,49,2.5,10.1,0.91
Josh Robinson,9638,HB,MISS STATE,13,1.4,10,71.8,,0,0,1,12.5,4,0,227,0,54.9,76.1,75.8,64.3,58,0,0,0,47,17,56,329,1,28,81.2,267,3.3,11,110,39,1,9.7,32,370,351,12.5,13.2,1.39
William Dukes,14272,WR,FAU,12,17.6,0,38.5,,0,0,0,11.8,2,0,165,1,49,24.7,54.5,,50.5,0,0,1,74,0,0,247,0,15,92.7,229,13.8,34,60.1,39,1,86.2,213,263,98,6.5,17.5,1.15
Daniel Lasco,10871,HB,CAL,12,-1.1,9,79.5,,0,0,0,13.9,5,0,130,1,52.2,71.1,78.7,85.2,60.7,0.2,1,1,92,27.2,119,438,1,31,68.7,301,4.3,19,109.3,39,2,0.2,1,339,407,13.1,10.9,1.13
Aaron Grubb,17024,WR,UTSA,12,4.9,1,59,,0,0,0,4.2,1,0,331,0,76.5,71.7,62,,62.4,0,0,4,31,0,0,197,1,23,93.4,184,93.9,185,33.2,39,0,6.1,12,202,143,6.2,8.8,1.1
Deante Burton,47970,WR,KANSAS ST,13,8.8,0,43.6,,0,0,0,5.6,1,0,199,0,71.9,69.7,53.4,,50.9,0.3,1,2,25,0,0,324,3,17,93.5,303,3.1,10,35.3,39,0,96.6,313,171,57,3.4,10.1,0.56
Nicholas Norris,47533,WR,W KENTUCKY,13,10.1,4,56.4,,0,0,0,4.3,1,0,346,0,75.9,70.6,62.4,,63.8,0,0,2,67,0,0,218,2,22,96.8,211,7.3,16,84.5,39,2,91.7,200,371,183,8.3,16.9,1.76
Bra'Lon Cherry,12289,WR,NC STATE,13,13.1,4,69.2,,0,0,0,3.6,1,0,248,0,79.1,73.7,64.1,,61.3,0,0,0,49,0,0,279,1,27,95.7,267,18.6,52,123.2,39,3,81,226,354,137,5.1,13.1,1.33
Dorian Baker,28585,WR,KENTUCKY,10,10.1,3,48.7,,0,0,0,13.6,3,0,202,1,52.3,26.3,56.3,,53.5,0,0,1,33,0,0,231,1,19,96.5,223,1.3,3,61.8,39,1,98.7,228,199,43,2.3,10.5,0.89
Eldridge Massington,47955,WR,UCLA,13,13.2,4,64.1,,0,0,0,3.8,1,0,324,0,78.4,71.2,65.2,,63.9,0,0,0,80,0,0,270,1,25,95.9,259,3.7,10,120.4,39,3,96.3,260,367,172,6.9,14.7,1.42
Josh Boyle,18439,WR,KENT STATE,11,6.1,1,53.8,,0,0,0,19.2,5,0,201,0,29.7,70.9,53.9,,53.9,0,0,2,24,0,0,186,1,21,94.1,175,97.3,181,59.8,39,2,1.6,3,160,81,3.9,7.6,0.91
Nick Stoner,14436,WR,INDIANA,9,11.2,0,57.9,,0,0,0,12,3,0,190,0,56.3,70.6,63.3,,62,0,0,0,47,0,0,200,0,22,96,192,1,2,82.9,38,1,99,198,217,28,1.3,9.9,1.13
Avery Sweeting,16361,WR,GA STATE,8,15,0,42.1,,0,0,0,20,4,0,175,1,36.9,27.9,50.9,,49.7,0,0,4,41,0,0,239,0,16,94.6,226,5,12,30.9,38,1,95,227,224,33,2.1,14,0.99
Brandon Shippen,11212,WR,TEMPLE,12,15.8,2,31.6,,0,0,0,14.3,2,0,306,0,53.9,70.1,54,,52.7,0,0,5,35,0,0,282,1,12,96.5,272,9.9,28,15.7,38,1,90.1,254,165,68,5.7,13.8,0.61
Kevin Parks,15503,HB,VIRGINIA,12,-2.4,4,78.9,,0,0,1,6.3,2,0,335,0,72.7,84.4,73.3,82.7,79.2,0,0,2,21,37.1,83,224,2,30,59.4,133,0.4,1,81.9,38,2,2.2,5,179,264,8.8,6,1.35
Devin Lucien,10859,WR,UCLA,13,7.9,7,76.3,,0,0,0,6.5,2,1,324,0,72.7,72.3,58.9,,56.9,0,0,0,21,0,0,280,2,29,95.4,267,1.8,5,107.9,38,2,98.2,275,225,74,2.6,7.8,0.84
K.J. Young,48065,WR,OKLAHOMA,12,9.7,3,50,,0,0,0,13.6,3,0,261,1,52.1,27.9,57.1,,56.3,0,0,2,24,0,0,255,1,19,96.1,245,49.8,127,55.3,38,1,50.2,128,225,106,5.6,11.8,0.92
Malik Turner,48078,WR,ILLINOIS,13,8.4,1,65.8,,0,0,0,13.8,4,0,187,1,52.2,29.3,57.2,,56.2,0,0,0,20,0,0,286,0,25,96.5,276,47.6,136,93.6,38,1,52.4,150,255,48,1.9,10.2,0.92
Marteze Waller,17499,HB,FRESNO ST,14,-0.7,7,71.1,,0,0,0,10,3,0,169,0,61.5,87.1,73.9,88.4,48.7,0,0,2,22,18.2,53,292,1,27,79.1,231,11,32,52.5,38,0,8.2,24,120,178,6.6,4.4,0.52
Jamir Tillman,48091,WR,NAVY,13,14.8,4,52.6,,0,0,0,4.8,1,0,237,0,74.4,71.3,80,82,75.1,1.4,2,2,67,5.7,8,140,3,20,90.7,127,5,7,92.7,38,3,89.3,125,386,152,7.6,19.3,3.04
Johnathan Alston,45093,WR,NC STATE,12,9.7,4,55.3,,0,0,0,12.5,3,0,248,0,55.2,71.4,55,,54.7,0,0,0,37,0,0,266,1,21,95.1,253,57.5,153,90.2,38,2,41.4,110,224,76,3.6,10.7,0.89
Garrett Johnson,47450,WR,KENTUCKY,12,12.6,0,57.9,,0,0,0,8.3,2,1,202,0,65.7,70.6,63.6,,61.9,1.5,3,0,60,0,0,202,0,22,96,194,56.4,114,97.6,38,2,41.6,84,271,77,3.5,12.3,1.4
Aaron Wimberly,14445,HB,IOWA STATE,11,1.2,2,71.1,,0,0,0,12.9,4,0,193,0,54.7,80.7,64,78.6,60.1,0,0,0,21,40.1,150,374,0,27,57.5,215,1.6,6,93,38,1,0,0,209,170,6.3,7.7,0.97
Boone Niederhofer,21514,WR,TEXAS A&M,13,6.8,6,76.3,,0,0,0,6.5,2,1,312,0,71.6,71.6,63.9,,64.3,0,0,2,42,0,0,207,0,29,95.7,198,97.6,202,84.6,38,1,2.4,5,293,144,5,10.1,1.48
Dylan Cantrell,47782,WR,TEXAS TECH,12,14.3,3,52.6,,0,0,0,4.8,1,0,315,1,74.4,26.7,64,,62.4,1.7,5,0,40,0,0,286,0,20,91.6,262,3.5,10,97.7,38,2,94.8,271,312,57,2.9,15.6,1.19
Isaac Fruechte,10078,WR,MINNESOTA,13,17.8,0,48.6,,0,0,0,10,2,0,225,0,61.5,70.4,63.2,,61.6,0,0,0,52,0,0,189,0,18,97.4,184,4.8,9,84.5,37,1,93.7,177,292,53,2.9,16.2,1.59
Devin Clarke,39437,WR,MIDDLE TN,10,10.8,3,67.6,,0,0,0,3.8,1,0,224,0,69.5,71.2,65.5,,66.1,0.4,1,3,44,0,0,237,2,25,95.4,226,6.3,15,82.9,37,2,93.2,221,358,133,5.3,14.3,1.58
Shakim Phillips,10146,WR,BOSTON COL,12,23.4,0,35.1,,0,0,0,18.8,3,0,121,0,44,69.7,68.2,,69.5,0,0,4,49,0,0,129,0,13,94.6,122,39.5,51,59.6,37,4,60.5,78,282,57,4.4,21.7,2.31
D.J. Thompson,13313,WR,SO MISS,12,12.6,1,59.5,,0,0,1,8.3,2,0,296,0,66.1,70.6,60.4,,59.4,0,0,2,36,0,0,226,2,22,95.6,216,8,18,55.1,37,0,91.6,207,231,98,4.5,10.5,1.07
Josh Bordner,14153,TE,BOSTON COL,13,6.5,4,73,,0,0,0,15.6,5,0,121,1,48,71.7,68.5,32.9,71.6,71.9,189,1,48,19.4,51,263,1,27,76,200,14.1,37,117.6,37,3,3.4,9,346,222,8.2,12.8,1.73
Justin McCay,15802,WR,KANSAS,12,11.5,2,48.6,,0,0,1,10,2,0,198,0,61.5,69.9,52.4,,50.8,0,0,3,60,0,0,291,2,18,96.6,281,7.2,21,48.1,37,2,92.8,270,189,107,5.9,10.5,0.67
Tyler Allen,14306,WR,E MICHIGAN,10,11.8,3,43.2,,0,0,2,33.3,8,0,160,0,15.6,74.8,53.5,,50.9,0,0,0,43,0,0,174,2,16,97.1,169,96,167,75.3,37,2,4,7,170,78,4.9,10.6,1.01
Kai De La Cruz,14605,WR,LOUISVILLE,13,8.8,3,70.3,,0,0,0,7.1,2,0,210,0,69.4,71.2,61,,60.2,0,0,0,52,0,0,249,1,26,97.2,242,58.2,145,112.8,37,2,41.4,103,303,103,4,11.7,1.25
David Grinnage,11148,TE,NC STATE,13,8.9,2,73,,0,0,0,12.9,4,0,248,1,54.2,29.7,60.1,59.1,59.5,49,179,0,45,12.1,44,365,0,27,82.5,301,43,157,142.8,37,5,5.8,21,358,148,5.5,13.3,1.19
Adrian Henderson,38673,WR,MEMPHIS,11,13.2,1,45.9,,0,0,0,15,3,1,218,1,49.2,25.5,62,,62.6,0.7,1,1,62,0,0,149,2,17,97.3,145,3.4,5,70.9,37,1,96,143,291,101,5.9,17.1,2.01
DiAndre Campbell,9692,WR,WASHINGTON,14,8.4,0,64.9,,0,0,0,4,1,0,340,1,77.2,28.5,57.9,61,53.9,0.8,2,0,26,0.4,1,262,0,24,95.8,251,14.9,39,91,37,1,84.4,221,230,74,3.1,9.6,0.92
Trey Quinn,38276,WR,LSU,12,12.4,0,45.9,,0,0,0,19,4,0,211,0,40.8,71,58.1,,57.2,1,2,3,27,0,0,197,0,17,95.4,188,83.2,164,28.3,37,0,15.7,31,193,60,3.5,11.4,1.03
Miles Gooch,15506,WR,VIRGINIA,8,13.5,0,64.9,,0,0,0,0,0,0,335,1,87.4,28.5,73.1,,71.5,0,0,1,50,0,0,208,3,24,93.8,195,20.2,42,93.5,37,1,79.8,166,352,70,2.9,14.7,1.81
Evan Spencer,9620,WR,OHIO STATE,15,12.4,1,41.7,,0,0,0,11.8,2,0,260,0,57.3,69.3,58.9,34.4,53.1,0.7,2,2,22,0,0,283,0,15,96.1,272,33.6,95,58.7,36,3,65.4,185,149,81,5.4,9.9,0.55
Conner Floyd,16802,WR,TULSA,12,8.9,3,52.8,,0,0,0,13.6,3,1,320,0,52.3,70.1,52.3,74.3,51.2,0,0,3,21,1.8,5,285,0,19,94.4,269,98.2,280,56.4,36,3,1.8,5,149,65,3.4,7.8,0.55
Tyreek Hill,10799,HB,OKLA STATE,12,2.5,4,86.1,,0,0,0,3.1,1,0,262,0,80.9,87.5,81.5,46.9,81.1,0,0,0,50,21.7,39,180,0,31,75,135,26.1,47,106.7,36,1,12.2,22,266,237,7.6,8.6,1.97
Corey Lacanaria,47550,WR,BALL ST,11,6,4,61.1,,0,0,0,12,3,0,117,0,76.1,71.1,62,,60.1,0,0,3,26,0,0,214,0,22,95.8,205,98.1,210,48.4,36,1,1.9,4,180,68,3.1,8.2,0.88
Jerell Adams,10818,TE,S CAROLINA,13,11.9,3,58.3,,0,0,1,8.7,2,0,289,0,64.7,70.4,65,76.2,63,61.2,156,1,45,11.4,29,255,3,21,84.3,215,32.5,83,80.7,36,1,6.3,16,279,124,5.9,13.3,1.3
Thomas Duarte,10865,TE,UCLA,11,13.3,2,77.8,,0,0,0,9.7,3,0,324,0,62.4,71.5,62.1,,60.9,0,0,0,57,0,0,319,2,28,96.6,308,98.1,313,155.8,36,4,1.9,6,539,204,7.3,19.3,1.75
Amir Carlisle,10950,WR,NOTRE DAME,12,11.1,4,63.9,,0,0,1,8,2,0,258,0,66.8,34.8,62,,62.6,0,0,2,35,0,0,230,1,23,96.1,221,92.6,213,95.7,36,3,7.4,17,309,127,5.5,13.4,1.4
Dontre Wilson,12046,WR,OHIO STATE,10,10.8,3,58.3,,0,0,1,19.2,5,0,260,0,29.5,76.7,68.2,67.3,66.2,1.4,2,2,40,0.7,1,145,1,21,95.2,138,86.2,125,90,36,3,7.6,11,300,166,7.9,14.3,2.17
Justin Hardee,18348,WR,ILLINOIS,11,9.4,4,52.8,,0,0,1,9.5,2,0,187,0,62.5,70.1,57.9,,56.2,0,0,2,62,0,0,319,3,19,94.4,301,3.4,11,60,36,1,96.6,308,240,88,4.6,12.6,0.8
Demetrius Wilson,10137,WR,ARKANSAS,12,13.3,3,47.2,,0,0,0,5.6,1,1,111,0,71.9,69.7,66.1,,63.2,0,0,1,36,0,0,181,1,17,96.7,175,6.6,12,64.6,36,1,93.4,169,220,51,3,12.9,1.26
Terenn Houk,17032,WR,BYU,12,11.4,0,58.3,,0,0,0,8.7,2,0,128,0,60.9,27.9,57,,56.1,0.3,1,2,35,0,0,297,2,21,95.6,284,98.7,293,74,36,2,0.7,2,241,63,3,11.5,0.85
Dontrell Hilliard,45691,HB,TULANE,12,0.8,5,83.3,,0,0,0,9.1,3,0,319,0,64.3,74.1,64.5,56.8,69.2,0,0,0,63,21.3,48,225,0,30,76,171,3.6,8,104.1,36,1,3.1,7,243,226,7.5,8.1,1.42
Steven Walker,16918,TE,COLO STATE,13,5.4,3,83.3,,0,0,1,6.3,2,0,144,0,72.1,71.7,68.6,62.3,68,64.2,199,0,30,23.9,74,310,2,30,73.9,229,22.6,70,136,36,4,3.5,11,279,143,4.8,9.3,1.22
Kasen Williams,10195,WR,WASHINGTON,14,11.5,2,52.8,,0,0,0,0,0,0,340,0,75.2,70.4,63.4,33.2,61.5,0.4,1,2,19,0.4,1,231,1,19,95.2,220,22.9,53,63,36,2,76.6,177,186,63,3.3,9.8,0.85
Anthony Rice,47747,WR,C MICHIGAN,13,5.7,5,83.3,,0,0,0,0,0,0,134,1,89.2,32.7,66.1,,65.9,0.5,1,0,65,0,0,182,0,30,95.6,174,84.1,153,113.1,36,1,15.4,28,321,233,7.8,10.7,1.84
Hunter Jarmon,29633,WR,OREGON ST,12,14.1,2,55.6,,0,0,0,13,3,0,265,0,55.1,70.9,59.5,,61.2,0,0,0,52,0,0,250,3,20,95.2,238,98,245,96.3,36,1,2,5,334,109,5.5,16.7,1.4
Bryce Bobo,48271,WR,COLORADO,12,9.1,4,63.9,,0,0,0,4.2,1,0,143,0,77.8,71.5,57.8,,56.8,0,0,2,38,0,0,236,3,23,93.6,221,5.9,14,84.8,36,3,94.1,222,215,93,4,9.3,0.97
Marcell Ateman,23670,WR,OKLA STATE,12,15.6,1,55.6,,0,0,0,16.7,4,0,262,0,44.4,70.2,63.4,,62.4,0,0,1,43,0,0,167,1,20,95.8,160,3,5,67.8,36,0,97,162,268,46,2.3,13.4,1.68
Darion Griswold,10908,TE,ARK STATE,13,9.6,1,50,,0,0,0,18.2,4,1,113,0,40.8,69.9,63.2,81.3,50.4,23.1,94,1,25,6.6,27,407,2,18,88.5,360,65.4,266,94.8,36,4,0.7,3,221,75,4.2,12.3,0.61
Breon Allen,14289,HB,E CAROLINA,12,-1.4,9,100,,0,0,0,0,0,1,156,0,90.3,48.9,75,83,79.1,0,0,0,35,31.6,119,377,1,35,65.5,247,1.9,7,110.6,35,1,0.8,3,289,338,9.7,8.3,1.17
De'Mornay Pierson-El,48141,WR,NEBRASKA,13,12.1,1,62.9,,0,0,1,4.3,1,0,238,2,75.9,20.9,63.8,,62.1,0,0,0,46,0,0,211,1,22,95.7,202,54,114,130.7,35,4,45.5,96,320,118,5.4,14.5,1.58
Jason Croom,12145,WR,TENNESSEE,12,12.3,1,60,,0,0,0,4.5,1,0,307,0,75.4,70.4,64.3,,64.9,0,0,1,52,0,0,206,1,21,96.6,199,2.9,6,114.6,35,4,97.1,200,305,106,5,14.5,1.53
