player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Malik Dear,35555,WR,MISS STATE,12,7.9,3,63.9,,0,0,0,8,2,13,227,0,66.8,78,67.5,,63.2,0,0,2,33,0,0,183,0,23,95.6,175,89.6,164,81.3,36,2,7.7,14,264,175,7.6,11.5,1.51
Tion Green,12185,HB,CINCINNATI,12,-0.4,2,80.6,,0,0,0,9.4,3,7,138,0,64.3,72.6,64.3,87,54.8,0,0,2,20,32.2,91,283,0,29,66.1,187,8.1,23,62.8,36,0,3.5,10,167,195,6.7,5.8,0.89
Ryan Yurachek,31983,TE,MARSHALL,11,7.5,0,77.8,,0,0,0,6.7,2,14,214,0,71.4,72.7,66.2,32.4,66.5,28.6,69,1,58,12.4,30,241,3,28,82.2,198,60.6,146,129.2,36,5,0,0,298,115,4.1,10.6,1.51
Caleb Scott,48100,WR,VANDERBILT,13,15,2,66.7,,0,0,0,0,0,22,333,0,87.7,71.1,80.6,,81.8,0,0,0,66,0,0,185,2,24,97.3,180,24.3,45,109.7,36,0,75.7,140,466,108,4.5,19.4,2.59
Devine Redding,45841,HB,INDIANA,13,-2.1,7,75,,0,0,0,6.9,2,8,190,0,70.9,67.6,65.3,69.3,63.4,0,0,0,19,31.6,92,291,0,27,64.9,189,5.5,16,100,36,2,0.3,1,146,219,8.1,5.4,0.77
De'Mornay Pierson-El,48141,WR,NEBRASKA,13,6.4,6,55.6,,0,0,0,9.1,2,15,238,1,53.5,67.5,58.6,,59.6,0,0,1,40,0,0,243,2,20,95.5,232,3.3,8,75.5,36,1,96.7,235,254,165,8.3,12.7,1.09
Emanuel Porter,47776,WR,TCU,10,18.7,1,41.7,,0,0,0,21.1,4,11,305,0,31.4,69.9,58,,58,0,0,2,39,0,0,240,2,15,93.8,225,2.1,5,42,36,0,97.9,235,245,23,1.5,16.3,1.09
Brian Smith,48129,WR,MINNESOTA,8,14.8,1,47.2,,0,0,0,19,4,15,225,0,38.7,69.7,65.9,,64.5,0,0,1,34,0,0,205,0,17,97.1,199,3.4,7,71.4,36,1,96.6,198,279,33,1.9,16.4,1.4
Nate German,48095,WR,RICE,12,12.1,0,37.1,,0,0,0,23.5,4,7,275,1,43.5,41.2,46.5,,47.8,0.5,1,2,28,0,0,214,3,13,87.9,188,60.7,130,26.5,35,0,34.6,74,145,52,4,11.2,0.77
Jerrod Heard,47635,WR,TEXAS,11,11,3,68.6,,0,0,0,7.7,2,7,311,0,67.6,71.4,58.8,,59.2,0,0,2,68,0,0,152,1,24,94.1,143,100,152,95.7,35,3,0,0,266,126,5.3,11.1,1.86
Ryan Davis,48186,WR,AUBURN,13,3.9,4,71.4,,0,0,0,7.4,2,13,115,1,68.4,30.7,57.7,63.9,55.8,0.5,1,0,23,0.5,1,218,3,25,95,207,22.9,50,94.2,35,1,76.1,166,194,166,6.6,7.8,0.94
Ishmael Adams,48254,WR,UCLA,10,10.4,7,57.1,,0,0,0,9.1,2,11,324,0,64.7,83.8,64,70.8,65.2,0,0,1,27,0.7,1,143,1,20,95.1,136,56.6,81,59.1,35,0,39.9,57,179,102,5.1,9,1.32
Aaron Jones,11937,HB,UTEP,12,0.5,6,80,,0,0,0,9.7,3,11,330,0,63.4,72.8,76.4,70.9,73.8,0,0,0,42,20.6,49,238,0,28,73.5,175,2.1,5,123,35,3,6.3,15,233,215,7.7,8.3,1.33
T.J. Logan,11935,HB,N CAROLINA,13,0.9,8,85.7,,0,0,0,3.2,1,11,245,1,72.9,68.8,68.8,75.2,64.1,0,0,1,46,33.2,84,253,1,30,63.2,160,5.9,15,114.3,35,3,0,0,260,293,9.8,8.7,1.63
Melvin Vaughn,47322,TE,DOMINION,11,7.7,7,62.9,,0,0,0,8.3,2,14,263,0,65.7,70.6,55.6,66.5,56,42.7,123,2,32,18.8,54,288,1,22,75.7,218,33,95,67.9,35,1,14.9,43,233,143,6.5,10.6,1.07
Arkeel Newsome,45733,HB,UCONN,12,1.1,8,71.4,,0,0,0,10.7,3,14,146,1,60.2,62.9,68,80.2,60.3,0,0,0,70,41.3,111,269,0,25,56.9,153,8.2,22,113.2,35,2,3,8,273,281,11.2,10.9,1.78
Anthony Scott,45935,HB,E CAROLINA,8,-0.1,2,65.7,,0,0,0,20.7,6,5,156,1,32.4,28.9,55.1,70.3,37.3,0,0,2,32,27,67,248,1,23,69.8,173,15.3,38,81.1,35,3,0,0,164,207,9,7.1,0.95
Deric Phouthavong,48312,WR,BOWL GREEN,11,14.8,2,44.1,,0,0,0,16.7,3,11,122,0,45.6,69.9,57.1,,56.8,0,0,3,19,0,0,195,0,15,95.9,187,4.1,8,32.7,34,1,95.9,187,170,48,3.2,11.3,0.91
Jason Croom,12145,TE,TENNESSEE,12,6.4,5,61.8,,0,0,0,16,4,12,307,0,45.8,70.4,69.4,48.6,59.4,59.3,127,2,30,12.1,26,214,1,21,86,184,37.4,80,58.7,34,0,2.8,6,242,133,6.3,11.5,1.32
Michael Jacquet,47826,WR,LA LAFAYET,12,16.1,4,44.1,,0,0,0,6.3,1,9,207,0,63.5,69.2,60.5,63.9,59.7,0,0,3,52,0.5,1,198,0,15,97,192,4,8,37.1,34,1,96,190,206,89,5.9,13.7,1.07
Romond Deloatch,47224,TE,TEMPLE,14,8,7,52.9,,0,0,0,21.7,5,8,306,0,31.4,74,52.8,74.9,51.4,28.8,69,1,67,3.3,8,240,1,18,92.9,223,67.9,163,73.4,34,1,3.3,8,242,158,8.8,13.4,1.09
Jordan Akins,47050,TE,UCF,13,10.6,2,67.6,,0,0,0,0,0,13,323,0,88.1,70.9,66.9,62.7,65,51.6,176,1,71,16.1,55,341,1,23,79.8,272,44.3,151,108.3,34,2,2.3,8,347,127,5.5,15.1,1.28
Alex Gardner,28346,HB,FIU,12,-0.7,11,88.2,,0,0,0,3.2,1,10,166,1,81.4,58.3,67.4,59.1,68.4,0,0,1,22,39.9,143,358,0,30,57.3,205,1.1,4,77.8,34,0,1.7,6,191,216,7.2,6.4,0.93
Robert Ruiz,37949,WR,COLO STATE,11,11.3,4,67.6,,0,0,0,8,2,18,144,1,66.8,20.6,62.6,,62.9,0,0,0,44,0,0,202,0,23,97.5,197,97.5,197,130.9,34,3,2.5,5,351,152,6.6,15.3,1.78
Gregory Phillips,47470,WR,PURDUE,12,9.4,5,50,,0,0,0,22.7,5,10,273,0,31.6,69.9,51.3,,51.3,0,0,2,26,0,0,227,1,17,93.4,212,97.4,221,40.3,34,0,1.3,3,172,53,3.1,10.1,0.81
Tyre McCants,48024,WR,USF,13,11.5,4,70.6,,0,0,0,0,0,19,327,0,87.7,72.2,67,,65.7,0,0,0,65,0,0,256,2,24,96.9,248,24.2,62,147.2,34,4,75.8,194,384,162,6.8,16,1.55
Mark Walton,45996,HB,MIAMI FL,13,0,6,79.4,,0,0,0,3.6,1,10,220,0,79.6,91.2,75.1,80.3,75,0,0,0,30,40.4,118,292,1,27,58.2,170,0.7,2,105.9,34,1,0.3,1,240,233,8.6,8.9,1.41
Gerard Wicks,45772,HB,WASH STATE,13,-1.3,6,85.3,,0,0,0,9.4,3,10,341,0,63.3,86.3,65.9,63.1,63.9,0,0,0,21,16.9,39,231,1,29,78.8,182,2.2,5,99,34,1,0,0,184,239,8.2,6.3,1.01
K.C. Crosby,47488,WR,S CAROLINA,13,7.6,3,67.6,,0,0,0,0,0,11,289,0,87,71.5,62.4,72.7,59.4,4.9,16,0,35,2.1,7,329,1,23,94.8,312,92.1,303,124.3,34,4,2.7,9,217,73,3.2,9.4,0.7
Eldridge Massington,47955,WR,UCLA,9,14.5,1,58.8,,0,0,0,16.7,4,14,324,0,45.6,70.4,60.2,,59.6,0.5,1,2,37,0,0,203,0,20,94.6,192,23.2,47,61.5,34,0,76.4,155,285,64,3.2,14.3,1.48
Tyler Wilson,42193,WR,N TEXAS,12,14.2,3,39.4,,0,0,0,23.5,4,7,251,0,29.7,77.5,52.4,,53.4,0,0,0,23,0,0,176,0,13,94.9,167,2.3,4,73.5,33,2,97.7,172,146,61,4.7,11.2,0.87
Marquis Young,45950,HB,UMASS,12,-1.6,6,78.8,,0,0,0,7.1,2,5,216,0,69.4,76.1,63,54.2,61.1,1.2,3,0,25,25.6,66,258,1,26,72.1,186,3.5,9,85.2,33,0,18.6,48,147,192,7.4,5.7,0.79
Nate Terry,28336,WR,FAU,11,12.3,2,51.5,,0,0,1,10.5,2,13,165,0,60.2,69.7,60.5,63.9,58.5,0,0,0,47,0.5,1,220,1,17,95.9,211,92.3,203,95.8,33,2,7.7,17,242,65,3.8,14.2,1.15
Daniel Helm,47307,TE,DUKE,12,8,4,63.6,,0,0,0,8.7,2,11,154,0,46.4,70.4,56.3,68,55.1,42,94,1,25,26.3,59,224,4,21,68.3,153,46.9,105,92.4,33,2,5.8,13,235,89,4.2,11.2,1.54
Ethan Wolf,47173,TE,TENNESSEE,13,8.2,1,63.6,,0,0,0,12.5,3,14,307,0,54.9,70.7,55.3,77.7,58.3,57.2,162,1,25,10.6,30,283,1,21,86.6,245,41,116,92.9,33,2,1.4,4,239,84,4,11.4,0.98
Daniel Hurd,47599,WR,MEMPHIS,13,10.8,2,60.6,,0,0,1,13,3,14,218,0,54.9,70.7,56,60.5,55.2,0,0,3,33,0.3,1,308,1,20,94.8,292,71.4,220,69,33,2,28.2,87,270,91,4.6,13.5,0.92
Dontez Ford,12184,WR,PITTSBURGH,8,11.6,1,51.5,,0,0,0,19,4,9,268,0,40.8,71.5,62.1,,62.1,1.8,3,3,79,0,0,167,1,17,91.6,153,67.7,113,63.7,33,2,30.5,51,288,137,8.1,16.9,1.88
D'Eriq King,26636,WR,HOUSTON,9,0,3,90.9,,0,0,0,0,0,9,182,0,89.2,86.2,70.6,,68.5,0,0,0,48,0,0,126,1,30,92.9,117,80.2,101,105.8,33,1,11.1,14,230,268,8.9,7.7,1.97
Emanuel Byrd,25432,TE,MARSHALL,11,6.4,4,78.8,,0,0,0,3.7,1,12,214,0,78.4,72.3,66.7,76.7,65.8,32.7,70,0,37,13.6,29,214,2,26,79.9,171,63.6,136,127.5,33,3,0,0,242,105,4,9.3,1.42
Chase Whitehead,41000,WR,SO MISS,11,12.4,3,54.5,,0,0,0,10,2,11,296,0,61.5,70.4,60.3,,60.9,0,0,2,78,0,0,213,0,18,96.7,206,98.1,209,78.6,33,2,0.9,2,286,120,6.7,15.9,1.39
Ryan Timmons,47565,WR,KENTUCKY,13,7.6,5,69.7,,0,0,0,4.2,1,16,202,0,76.7,71.2,64.8,64.7,63,0,0,1,32,0.5,1,203,3,23,96.1,195,96.1,195,81.1,33,0,3.9,8,266,158,6.9,11.6,1.36
Tyler Cameron,47287,TE,FAU,12,7,3,60.6,,0,0,0,16.7,4,14,165,0,44.2,70.6,61.9,71.2,58.5,18.7,51,2,44,18.7,51,273,2,20,79.1,216,54.2,148,69.3,33,1,4.8,13,252,110,5.5,12.6,1.17
Billy Freeman,47284,TE,S JOSE ST,12,12.4,1,54.5,,0,0,0,14.3,3,7,285,0,53.7,70.2,54.2,74.8,48,68.3,246,3,36,10.8,39,360,4,18,85.3,307,27.5,99,46.5,33,1,1.9,7,212,41,2.3,11.8,0.69
JaBryce Taylor,48189,WR,UTSA,13,10.6,2,63.6,,0,0,0,12.5,3,13,331,0,55.1,86.2,70.6,61,68,3.2,5,0,35,0.6,1,155,1,21,95.5,148,3.2,5,101.5,33,2,93.5,145,207,68,3.2,9.9,1.4
Eric Judge,34889,WR,S DIEGO ST,13,14.1,4,48.5,,0,0,0,0,0,9,284,0,84.7,69.7,63.5,,62.5,0,0,1,27,0,0,184,0,16,94.6,174,3.8,7,52.8,33,0,96.2,177,182,48,3,11.4,1.05
Dontre Wilson,12046,WR,OHIO STATE,12,8.6,5,84.4,,0,0,0,10,3,17,260,0,63.6,63.7,68,68.3,71.4,1.2,2,0,43,0.6,1,164,0,27,95.7,157,89.6,147,152.1,32,5,1.2,2,352,153,5.7,13,2.24
Sam Rogers,11961,FB,VA TECH,14,4.1,6,78.1,,0,0,0,3.8,1,14,337,0,77.8,85.5,69.7,77.7,55.1,32.4,155,0,52,35.4,169,478,0,25,62.3,298,36.2,173,145.4,32,4,1,5,301,212,8.5,12,1.01
Derrick Willies,48345,WR,TEXAS TECH,8,12.9,9,56.3,,0,0,0,10,2,11,315,1,63.8,26.9,66.3,,64.4,0,0,0,59,0,0,225,2,18,93.8,211,5.3,12,107.3,32,2,94.7,213,288,147,8.2,16,1.36
Ian Sadler,47435,WR,TEXAS TECH,12,9.2,5,75,,0,0,0,11.1,3,19,315,0,59.5,71.1,72.2,,73.2,0,0,1,37,0,0,197,1,24,93.9,185,98,193,98.8,32,0,2,4,363,165,6.9,15.1,1.96
Cam Stewart,47894,WR,UCF,13,10.7,0,56.3,,0,0,0,5.3,1,12,323,0,72.8,69.9,56.1,,55.6,0,0,2,24,0,0,267,0,18,96.3,257,11.6,31,45.3,32,0,88,235,172,78,4.3,9.6,0.67
C.J. Conrad,47344,TE,KENTUCKY,13,6,3,59.4,,0,0,0,9.5,2,9,202,1,63.8,26.3,85.5,78.1,77.9,57,102,1,72,35.2,63,179,1,19,62.6,112,10.1,18,110.3,32,4,0.6,1,247,167,8.8,13,2.21
Josh Smith,47562,WR,TENNESSEE,12,8.1,3,40.6,,0,0,0,23.5,4,4,307,0,29.9,75.7,48.9,63.4,49,0,0,3,31,0.5,1,195,1,13,94.9,185,91.3,178,19.9,32,1,8.2,16,97,55,4.2,7.5,0.52
C'yontai Lewis,39171,TE,FLORIDA,12,6.9,4,56.3,,0,0,0,18.2,4,12,163,0,40.6,69.9,69.5,59.2,64.6,73,157,0,33,28.4,61,215,2,18,70.2,151,21.9,47,93.8,32,2,3.3,7,184,86,4.8,10.2,1.22
Andrew Price,47359,TE,UNLV,12,11.8,0,50,,0,0,0,11.1,2,13,325,0,58.6,69.5,71.5,65.7,68.6,35.3,72,1,45,18.1,37,204,1,16,80.4,164,45.1,92,92.1,32,3,15.7,32,231,58,3.6,14.4,1.41
Luke Timian,47860,WR,INDIANA,13,13.3,1,59.4,,0,0,0,9.5,2,15,190,1,63.6,26.3,67.9,,64.6,0,0,2,40,0,0,168,0,19,95.2,160,40.5,68,71.4,32,1,59.5,100,272,69,3.6,14.3,1.7
Ralph Webb,45802,HB,VANDERBILT,13,-0.2,0,65.6,,0,0,0,16,4,8,333,0,46,91.8,69.7,68.4,49.3,0,0,0,37,28.5,91,319,0,21,67.7,216,1.6,5,78.4,32,0,1.9,6,166,183,8.7,7.9,0.77
Kyle Belack,27961,WR,OHIO,13,11.6,1,59.4,,0,0,0,9.5,2,13,259,0,62.7,41.1,63.9,,63.5,0,0,0,57,0,0,188,0,19,93.6,176,99.5,187,107.4,32,2,0.5,1,269,98,5.2,14.2,1.53
Emanuel Hall,39533,WR,MISSOURI,12,18.2,2,59.4,,0,0,0,5,1,11,229,0,73.6,70.1,59.6,,58.9,0,0,0,49,0,0,220,1,19,96.4,212,0.9,2,112.4,32,2,99.1,218,307,104,5.5,16.2,1.45
Patrick Reed,48026,WR,NEW MEXICO,13,18.2,0,43.8,,0,0,0,6.7,1,13,241,0,68.7,69,65.4,,64.2,0,0,1,45,0,0,174,1,14,95.4,166,0,0,66.8,32,1,100,174,237,42,3,16.9,1.43
Barrett Burns,47334,TE,APP STATE,12,12.3,2,59.4,,0,0,1,9.5,2,13,108,0,63.1,70,80.2,73.8,86.2,48.7,93,0,30,49.2,94,191,1,19,49.2,94,4.7,9,112.4,32,3,0,0,227,87,4.6,11.9,2.41
Ryan Izzo,47327,TE,FLORIDA ST,13,8.8,2,59.4,,0,0,0,0,0,8,167,0,73.6,70.1,61.1,57.8,53.6,94.4,323,3,39,22.2,76,342,8,19,74.6,255,4.4,15,52.5,32,1,0.6,2,227,118,6.2,11.9,0.89
Jordan Frysinger,12415,WR,IDAHO,9,11,2,81.3,,0,0,0,3.7,1,14,185,0,79.1,71.3,85.3,,83.7,0,0,1,78,0,0,103,0,26,94.2,97,25.2,26,137,32,3,74.8,77,465,207,8,17.9,4.79
Austin Maloney,33846,WR,FIU,11,7.6,3,62.5,,0,0,0,9.1,2,10,166,0,75.2,71.5,63.3,,63.7,0,0,1,30,0,0,160,0,20,93.8,150,43.8,70,86.1,32,2,56.3,90,185,72,3.6,9.3,1.23
Carson Epps,47910,WR,IOWA STATE,12,9,1,53.1,,0,0,0,19,4,9,193,1,29.6,24.7,53.9,,50.8,0.4,1,0,46,0,0,241,1,17,95.9,231,37.8,91,84.2,32,1,61.8,149,211,89,5.2,12.4,0.91
Timmy Hernandez,48225,WR,OREGON ST,12,11.4,0,56.3,,0,0,0,10,2,10,265,1,61.5,25.3,60.3,,55.7,0,0,0,27,0,0,268,0,18,94.4,253,19,51,87.5,32,1,81,217,216,45,2.5,12,0.85
Bobby Hartzog,47773,WR,KANSAS,8,7.2,3,53.1,,0,0,0,26.1,6,5,198,0,24.9,69.7,47.7,,46.6,0,0,2,28,0,0,281,0,17,95.7,269,0.7,2,38.3,32,0,99.3,279,138,105,6.2,8.1,0.51
Traveon Samuel,47615,WR,LOUISVILLE,13,10.4,0,58.1,,0,0,0,14.3,3,9,210,0,53.7,78.1,61.1,,57.4,1,2,2,38,0,0,195,0,18,93.8,183,96.9,189,65.3,31,1,2.1,4,230,80,4.4,12.8,1.26
Mack Hollins,11873,WR,N CAROLINA,7,18,0,51.6,,0,0,1,5.9,1,11,245,0,70.9,69.5,65.2,,65.7,3.2,5,1,71,0,0,157,2,16,92.4,145,5.1,8,112.8,31,4,91.7,144,309,52,3.3,19.3,2.13
Reginald Davis III,47733,WR,TEXAS TECH,12,15,2,48.4,,0,0,0,16.7,3,7,315,0,49.6,73.3,56.8,,55.1,0,0,1,59,0,0,256,0,15,93.4,239,7,18,83.7,31,2,93,238,247,116,7.7,16.5,1.03
Eric Luna,47866,WR,TEXAS ST,7,8.7,3,64.5,,0,0,0,9.1,2,13,314,1,53.7,26.3,64.7,61.9,62.9,0,0,1,21,0.5,1,192,1,20,96.9,186,7.8,15,98.1,31,3,92.2,177,174,52,2.6,8.7,0.94
D'Ernest Johnson,45734,HB,USF,13,4.4,3,90.3,,0,0,0,0,0,15,327,0,88.9,90.6,77.4,87.7,82,0,0,0,37,21.6,37,171,0,28,74.9,128,18.1,31,145.6,31,5,3.5,6,293,207,7.4,10.5,2.29
Scotty Washington,47964,WR,WAKE,11,16.7,0,32.3,,0,0,0,9.1,1,5,339,0,62.9,73.7,54.4,,53.9,0,0,2,26,0,0,137,0,10,95.6,131,9.5,13,17.5,31,0,90.5,124,115,42,4.2,11.5,0.88
Larry Rose III,39604,HB,NEW MEX ST,9,1.3,5,80.6,,0,0,0,3.8,1,10,242,0,78,81.7,84.7,86.7,62.4,0,0,0,33,36.9,106,287,1,25,60.6,174,17.4,50,90.9,31,0,0,0,180,201,8,7.2,1.03
Devin Duvernay,40006,WR,TEXAS,11,13.6,2,64.5,,0,0,0,4.8,1,15,311,0,76.1,73.5,69.1,,70.7,0,0,0,80,0,0,171,1,20,95.3,163,97.1,166,140.2,31,3,2.9,5,412,197,9.9,20.6,2.53
Ammon Barker,48282,WR,HAWAII,14,10.7,0,48.4,,0,0,0,21.1,4,11,180,1,34.7,23.5,53.3,,52,0,0,1,39,0,0,251,1,15,94,236,3.2,8,68.1,31,1,96.4,242,211,66,4.4,14.1,0.89
Mike Weber,28011,HB,OHIO STATE,13,-1.6,2,77.4,,0,0,0,14.3,4,2,260,0,49.8,56.5,70.3,88.1,45.5,0,0,0,15,21.4,65,304,1,24,74.3,226,15.1,46,79.1,31,0,15.1,46,91,157,6.5,3.8,0.4
Deondre Farrier,26165,WR,E CAROLINA,11,10.9,1,70,,0,0,0,0,0,15,156,1,75.9,27.9,55.5,,55.9,0,0,1,46,0,0,358,1,21,96.4,345,93,333,99.4,30,1,7,25,301,120,5.7,14.3,0.87
Ray Hudson,47739,WR,CAL,11,10.6,1,53.3,,0,0,0,15.8,3,13,130,0,49.2,70.4,61,76.9,61.5,7.4,17,0,22,3.9,9,230,2,16,91.7,211,84.3,194,102.8,30,3,4.3,10,165,60,3.8,10.3,0.78
Elijah Stove,40061,WR,AUBURN,10,3.3,4,76.7,,0,0,0,4.2,1,11,115,0,76.7,75,71.9,,74.7,2.2,2,0,55,0,0,91,0,23,98.9,90,28.6,26,97.1,30,0,68.1,62,224,190,8.3,9.7,2.49
Marquis Zimmerman,25695,WR,BOWL GREEN,10,3.6,7,70,,0,0,0,8.7,2,9,122,1,64.7,25,56.3,,56.9,0,0,1,40,0,0,151,1,21,91.4,138,98.7,149,84,30,1,1.3,2,190,176,8.4,9,1.38
Solomon Vault,47647,WR,NWESTERN,13,11.3,1,50,,0,0,0,16.7,3,6,256,0,45.8,79.1,52.2,,51.3,0.4,1,0,44,0,0,228,0,15,93.9,214,91.7,209,88.8,30,2,7,16,164,33,2.2,10.9,0.77
Demari Simpkins,47553,WR,UTAH,13,6.9,2,63.3,,0,0,0,17.4,4,10,328,0,45.8,71.5,58.3,62.1,57.2,0,0,1,23,0.5,1,204,0,19,87.3,178,73.5,150,74,30,1,25.5,52,158,100,5.3,8.3,0.89
Isaiah Johnson,48233,WR,HOUSTON,10,18.1,4,50,,0,0,0,11.8,2,7,182,1,57.1,25.9,53.7,,54.5,0,0,2,44,0,0,145,0,15,99.3,144,25.5,37,37.5,30,0,74.5,108,155,80,5.3,10.3,1.08
Deltron Hopkins,47643,WR,APP STATE,10,1.6,3,80,,0,0,0,4,1,9,108,0,77.2,73.8,66.5,,68,0,0,0,16,0,0,116,1,24,95.7,111,96.6,112,109.9,30,2,2.6,3,151,213,8.9,6.3,1.36
Larry Dace III,47617,WR,TULANE,11,11.9,3,50,,0,0,0,11.8,2,10,319,0,57.1,69.2,66.9,,64.2,0,0,1,21,0,0,119,1,15,95.8,114,48.7,58,53.3,30,0,51.3,61,169,55,3.7,11.3,1.48
Jamarl Eiland,47620,WR,BUFFALO,12,10.1,3,60,,0,0,0,5.3,1,10,126,0,73.6,61.3,65.3,,64.1,0,0,1,26,0,0,170,1,18,97.1,165,70,119,73.6,30,1,30,51,175,52,2.9,9.7,1.06
Keith Mixon Jr.,47622,WR,MISS STATE,12,6.2,4,63.3,,0,0,0,9.5,2,11,227,0,63.6,79.8,65.1,,65.6,1.5,2,0,44,0,0,130,0,19,93.8,122,89.2,116,108.7,30,2,6.9,9,228,166,8.7,12,1.87
Darian Green,23851,HB,BALL ST,8,1.5,3,80,,0,0,0,7.7,2,6,117,0,68.4,87.1,66.7,70.4,63.3,0,0,0,27,19.3,35,181,0,24,74.6,135,6.1,11,83.9,30,0,3.9,7,124,130,5.4,5.2,0.92
Johnathan Hawkins,34938,HB,BUFFALO,12,0.2,3,63.3,,0,0,1,0,0,6,126,0,85.9,72.4,66.8,41.4,78.6,0,0,1,23,33.3,66,198,1,19,65.7,130,12.6,25,67.6,30,1,1.5,3,112,152,8,5.9,0.86
Jordan Franks,47206,TE,UCF,11,11.8,0,36.7,,0,0,0,8.3,1,3,323,0,66.1,68.9,53.5,75.7,50.9,51.1,91,0,40,18,32,178,3,11,75.8,135,38.8,69,52.5,30,0,2.8,5,143,53,4.8,13,1.06
Ryan Nall,45753,HB,OREGON ST,10,-1.2,7,73.3,,0,0,0,12,3,9,265,0,56.3,80.3,79.9,84.2,66.2,0,0,0,41,39.2,74,189,1,22,59.3,112,5.8,11,115.1,30,2,1.6,3,214,244,11.1,9.7,1.91
Marcus Davis,47943,WR,AUBURN,10,9.8,1,56.7,,0,0,0,26.1,6,5,115,0,24.6,83.2,53.3,,49.2,0,0,1,33,0,0,139,0,17,97.1,135,51.1,71,57.6,30,0,48.2,67,160,46,2.7,9.4,1.19
Marshall Ellick,48116,WR,TEMPLE,8,12.1,2,40,,0,0,0,14.3,2,6,306,0,53.7,69.5,63.4,,62.1,0,0,2,20,0,0,123,0,12,95.9,118,3.3,4,27.2,30,0,96.7,119,141,46,3.8,11.8,1.19
Aaron Fuller,47537,WR,WASHINGTON,14,12.7,1,56.7,,0,0,0,5.6,1,11,340,0,72.8,29.2,62.3,61.9,61.2,0,0,1,23,0.5,1,207,0,17,95.7,198,92.8,192,84.9,30,2,6.8,14,196,64,3.8,11.5,0.99
Tavaris Harrison,26395,WR,FAU,12,8.5,2,60,,0,0,1,14.3,3,14,165,0,54.9,70.4,59.9,,59.7,0,0,1,85,0,0,265,2,18,96.6,256,8.7,23,91.5,30,1,91.3,242,304,188,10.4,16.9,1.19
Gehrig Dieter,12163,WR,ALABAMA,15,14.1,1,51.7,,0,0,0,16.7,3,12,103,0,47.2,72.6,58.4,75.1,53.1,4.1,14,0,45,1.2,4,339,2,15,94.4,320,66.4,225,115.5,29,4,27.4,93,214,67,4.5,14.3,0.67
Dare Ogunbowale,12329,HB,WISCONSIN,14,1.4,5,82.8,,0,0,0,4,1,11,349,0,77.2,88.6,65.4,34.9,74.6,0,0,0,34,18.8,39,208,0,24,79.3,165,0.5,1,108,29,1,0.5,1,208,194,8.1,8.7,1.26
Steven Mitchell Jr.,47508,WR,USC,7,5.4,7,82.8,,0,0,0,4,1,13,326,0,77.2,73.5,72,,73,4.6,6,1,23,0,0,131,0,24,98.5,129,84.7,111,96.3,29,1,9.9,13,226,133,5.5,9.4,1.75
Brad Stewart,48348,WR,GA TECH,13,16.2,0,62.1,,0,0,0,14.3,3,12,176,0,42.6,84.3,66.4,72.7,66.5,0,0,0,64,2.9,5,174,2,18,90.2,157,5.7,10,105.9,29,0,90.8,158,381,76,4.2,21.2,2.43
Alfred Smith,27006,WR,LA TECH,14,11.8,2,51.7,,0,0,0,21.1,4,9,208,0,22.2,76.3,48,,45,0,0,0,68,0,0,476,1,15,96.8,461,3.4,16,88.7,29,1,96.6,460,223,70,4.7,14.9,0.48
Rhashid Bonnette,27007,WR,LA TECH,12,7.8,2,65.5,,0,0,0,9.5,2,6,208,0,62.7,28.5,59.6,67.5,58.2,0,0,0,28,0.7,1,146,0,19,97.3,142,4.8,7,83,29,0,94.5,138,183,102,5.4,9.6,1.29
Willie Robinson,27803,WR,N TEXAS,10,9.2,2,62.1,,0,0,0,0,0,9,251,0,85.1,69.9,60.4,,60.2,0,0,1,35,0,0,192,0,18,95.3,183,0,0,71.3,29,0,100,192,222,101,5.6,12.3,1.21
James Mayden,48232,WR,RICE,9,15.4,1,55.2,,0,0,0,11.1,2,11,275,0,60.2,69.7,76.8,,73.3,0.7,1,0,34,0,0,151,0,16,92.1,139,4,6,81.4,29,0,95.4,144,232,75,4.7,14.5,1.67
Austin Roberts,47196,TE,UCLA,12,11.2,1,51.7,,0,0,0,21.1,4,8,324,0,28.3,69.5,54.5,63.6,56.3,48.8,81,2,49,7.2,12,166,0,15,89.2,148,50,83,65.4,29,1,1.2,2,261,136,9.1,17.4,1.76
Mike Boone,31615,HB,CINCINNATI,9,1.1,5,72.4,,0,0,0,8.7,2,13,138,0,64.9,88.3,65.4,75.5,70.5,0.5,1,0,54,19.5,39,200,1,21,79,158,10,20,98.9,29,0,10.5,21,254,268,12.8,12.1,1.61
Reggie Bonnafon,47542,WR,LOUISVILLE,13,12,0,44.8,,0,0,0,23.5,4,11,210,0,24.1,71.8,54.5,,53.8,0,0,1,24,0,0,233,0,13,97.4,227,88.8,207,87.5,29,5,7.7,18,159,59,4.5,12.2,0.7
