player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Sherman Badie,39248,HB,TULANE,12,0.6,8,65.9,,0,0,0,15.6,5,13,319,0,45.9,84.5,67.5,65.4,64.9,0,0,2,51,16.3,37,227,1,27,81.5,185,12.8,29,65,41,0,1.8,4,279,281,10.4,10.3,1.51
Brandon Burks,11306,HB,TROY,12,1.4,7,70.7,,0,0,1,14.7,5,12,318,0,49.3,77.7,68,65.1,52.1,0,0,1,75,20.1,68,338,1,29,77.8,263,9.8,33,98,41,2,2.1,7,304,321,11.1,10.5,1.16
Amir Carlisle,10950,WR,NOTRE DAME,13,5.9,7,75.6,,0,0,0,8.8,3,20,258,0,65.7,74.1,66.4,,63.6,0,0,0,33,0,0,254,0,31,96.1,244,92.5,235,108.8,41,1,7.5,19,350,203,6.5,11.3,1.43
Devon Cajuste,11270,WR,STANFORD,13,13.8,1,65.9,,0,0,0,6.9,2,19,300,0,61.5,71.3,66.9,,66.1,0,0,0,42,0,0,249,3,27,93.6,233,51.8,129,120.1,41,3,48.2,120,381,101,3.7,14.1,1.64
Garrett Brown,17796,WR,AIR FORCE,14,12.5,3,65.9,,0,0,0,3.6,1,20,101,1,78.9,58.4,76.1,63.5,90.2,50.9,81,1,61,0.6,1,159,0,27,96.2,153,29.6,47,107,41,1,11.9,19,565,246,9.1,20.9,3.69
Darreus Rogers,12265,WR,USC,12,9.3,9,68.3,,0,0,1,6.7,2,17,326,0,71.6,72,66.6,,63.2,0,0,1,27,0,0,290,1,28,95.5,277,11.4,33,102.6,41,3,87.9,255,289,111,4,10.3,1.04
Caleb Scott,48100,WR,VANDERBILT,12,10.4,0,58.5,,0,0,0,7.7,2,17,333,1,67.7,28.5,56.9,,56.7,0,0,0,37,0,0,266,1,24,97.7,260,30.8,82,101.1,41,2,69.2,184,334,115,4.8,13.9,1.28
Dominique Heath,47670,WR,KANSAS ST,12,9,2,68.3,,0,0,0,6.7,2,16,199,0,70.7,72.7,70,,70.2,0,0,0,43,0,0,175,0,28,93.1,163,94.9,166,115.2,41,3,5.1,9,313,116,4.1,11.2,1.92
Paul Perkins,10783,HB,UCLA,13,0.9,13,73.2,,0,0,0,6.3,2,8,324,1,72.1,91.5,86.7,71.3,63.9,0,0,1,31,28.7,111,387,0,30,68,263,5.4,21,86.1,41,1,0,0,247,302,10.1,8.2,0.94
Latevius Rayford,47897,WR,VANDERBILT,11,9.3,1,46.3,,0,0,0,9.5,2,9,333,0,62.7,70.1,56.2,,54.5,0,0,4,20,0,0,222,0,19,95.9,213,9,20,24.6,41,1,91,202,151,75,3.9,7.9,0.71
Marcus Gaines,47957,WR,LA TECH,13,13.7,2,42.5,,0,0,0,10.5,2,14,208,1,60,25.5,58.6,,58.4,0,0,3,72,0,0,222,0,17,92.8,206,4.1,9,55.7,40,2,95.9,213,315,188,11.1,18.5,1.53
Amba Etta-Tawo,12034,WR,MARYLAND,12,13.9,2,50,,0,0,0,25.9,7,11,215,0,23.9,70.2,57.5,,54.8,0,0,2,20,0,0,207,0,20,97.1,201,1.9,4,45.3,40,0,98.1,203,215,54,2.7,10.8,1.07
Da'Mari Scott,39588,WR,FRESNO ST,10,13,2,60,,0,0,1,0,0,16,169,0,87.4,71.4,73.6,,73.4,0,0,3,42,0,0,194,3,24,95.4,185,4.6,9,83.8,40,3,95.4,185,364,129,5.4,15.2,1.97
Tyler Batson,47899,WR,UTEP,12,15.7,0,52.5,,0,0,1,8.7,2,14,330,0,64.7,70.4,55.1,,55.2,0,0,0,76,0,0,334,1,21,96.7,323,6,20,112,40,3,94,314,395,130,6.2,18.8,1.22
Autrey Golden,19510,WR,UTEP,12,6.7,5,50,,0,0,0,31,9,8,330,0,16.8,75.1,47.5,,44.9,0,0,1,26,0,0,249,0,20,97.2,242,22.9,57,67.1,40,2,73.5,183,164,131,6.6,8.2,0.68
Larry Rose III,39604,HB,NEW MEX ST,12,-1.5,11,75,,0,0,0,16.7,6,10,242,0,42.3,73.4,78.3,80.5,55.2,0,0,0,77,45.4,194,427,1,30,52,222,8,34,110.7,40,2,0.2,1,283,363,12.1,9.4,1.27
Kamrin Solomon,48117,WR,FAU,12,11.6,3,55,,0,0,0,18.5,5,13,165,0,30.4,71.1,62.8,66.8,62.5,0.5,1,2,94,0.5,1,213,0,22,96.2,205,12.7,27,83.5,40,2,86.9,185,382,145,6.6,17.4,1.86
Chris Hudson,29253,WR,MIAMI OH,12,14.9,3,45,,0,0,0,14.3,3,15,221,0,51,69.9,56.8,,56.8,0,0,4,38,0,0,252,3,18,94.8,239,5.6,14,63,40,4,94.4,238,285,96,5.3,15.8,1.19
Nyheim Hines,48103,WR,NC STATE,13,11.4,8,50,,0,0,0,16.7,4,12,248,0,45.6,81.8,58.6,70.8,53.1,0.8,2,2,58,0.4,1,253,0,20,95.3,241,80.2,203,57.9,40,1,9.1,23,256,146,7.3,12.8,1.06
Xavier Castille,47914,WR,SMU,12,10.5,2,60,,0,0,0,11.1,3,13,287,1,68.7,28.9,63.6,,62.1,0,0,0,40,0,0,189,1,24,93.7,177,9,17,95.6,40,2,89.9,170,258,113,4.7,10.8,1.46
Aaron Criswell,39160,WR,UNLV,12,13.2,6,52.5,,0,0,0,16,4,14,325,0,45.8,71.4,60.8,47.7,59.7,0,0,1,85,0.3,1,309,2,21,92.2,285,95.1,294,103.5,40,3,4.9,15,414,155,7.4,19.7,1.45
J.P. Holtz,11062,TE,PITTSBURGH,13,10.3,1,60,,0,0,1,14.3,4,18,268,0,50.4,70.9,81.6,67.7,64.8,70.3,279,2,28,34.3,136,397,2,24,63.2,251,21.4,85,101,40,4,6.5,26,350,92,3.8,14.6,1.39
Josh Smith,47562,WR,TENNESSEE,13,14.2,2,57.5,,0,0,1,8,2,16,307,0,67.7,70.9,64.2,,64,0,0,0,39,0,0,244,3,23,97.5,238,6.6,16,98.8,40,2,93.4,228,308,94,4.1,13.4,1.29
Devonte Robinson,11158,WR,UTAH ST,11,11.6,2,50,,0,0,0,16.7,4,11,329,0,44,72.2,62.5,64.8,63.1,0.5,1,0,51,0.5,1,195,0,20,94.4,184,13.8,27,94.4,40,2,84.6,165,326,181,9.1,16.3,1.77
Andrew Rodriguez,47951,WR,UTAH ST,13,7,6,67.5,,0,0,0,3.6,1,12,329,1,70.1,29.4,60.2,,57.2,0,0,3,58,0,0,258,0,27,96.1,248,94.2,243,64.9,40,1,5.4,14,283,181,6.7,10.5,1.14
Tevin Jones,11163,WR,MEMPHIS,13,12.1,0,56.4,,0,0,0,12,3,15,218,0,57.5,37.5,61.6,,60.7,1.7,4,0,58,0,0,238,0,22,96.6,230,17.6,42,117,39,4,79.4,189,316,104,4.7,14.4,1.37
Cameron Posey,47639,WR,PURDUE,12,6.3,1,66.7,,0,0,0,3.7,1,14,273,0,78.5,71.2,60.4,,58.8,2,5,4,57,0,0,250,0,26,96.4,241,94.4,236,53.8,39,1,3.2,8,255,157,6,9.8,1.06
Marcus Davis,47943,WR,AUBURN,13,2.8,2,76.9,,0,0,0,3.2,1,10,115,0,80.6,32.7,57.9,61,58.1,0,0,3,22,0.4,1,253,1,30,96.8,245,25.7,65,62,39,1,73.1,185,181,217,7.2,6,0.74
Alan Cross,10931,TE,MEMPHIS,13,6.7,1,64.1,,0,0,0,7.4,2,15,218,0,60.7,71.2,79.3,69.6,56.5,48.2,196,0,38,28,114,407,3,25,69.8,284,34.2,139,105.6,39,3,0.5,2,229,145,5.8,9.2,0.81
Eugene Lewis,47434,WR,PENN STATE,13,13.4,2,43.6,,0,0,0,19,4,11,266,0,39.1,69.7,59.9,,57.5,2.6,6,1,27,0,0,234,0,17,95.3,223,5.6,13,74.3,39,3,91.9,215,196,45,2.6,11.5,0.88
Dontrell Hilliard,45691,HB,TULANE,12,3,11,59,,0,0,0,11.5,3,13,319,0,57.5,89,71.7,69.5,63.4,0.4,1,0,66,18.6,48,258,1,23,78.3,202,26.7,69,88.1,39,1,2.3,6,265,227,9.9,11.5,1.31
Julian Williams,32082,WR,FIU,11,10.1,4,51.3,,0,0,0,20,5,8,166,0,44.2,70.2,52.3,,52.7,0,0,1,34,0,0,214,1,20,97.2,208,3.7,8,61.8,39,1,96.3,206,179,79,4,9,0.86
Chris Barr,47730,WR,USF,13,7.9,5,59,,0,0,0,14.8,4,11,327,0,52.4,71.6,58.3,,55.2,0,0,1,38,0,0,286,1,23,95.1,272,83.9,240,70.9,39,1,15.7,45,204,192,8.3,8.9,0.75
Keevan Lucas,47572,WR,TULSA,4,11.7,4,66.7,,0,0,0,13.3,4,16,320,1,53.8,36.9,66.5,,68.2,0,0,0,43,0,0,183,2,26,93.4,171,93.4,171,140.9,39,5,6,11,409,130,5,15.7,2.39
Marchie Murdock,47847,WR,ILLINOIS,8,10.1,0,52.6,,0,0,0,20,5,12,187,0,28.4,70.8,52.8,,51.9,0,0,0,34,0,0,187,0,20,96.3,180,74.9,140,93.5,38,3,25.1,47,194,106,5.3,9.7,1.08
Markell Pack,47520,WR,OLE MISS,13,8,4,81.6,,0,0,0,6.1,2,16,226,0,73.4,72.4,72.9,,74.6,0,0,2,66,0,0,189,0,31,91.5,173,95.8,181,112.8,38,3,4.2,8,381,213,6.9,12.3,2.2
Braxton Deaver,11380,TE,DUKE,12,7.2,0,55.3,,0,0,0,8.7,2,12,154,0,65.7,70.6,61.9,75.8,57.4,8.8,22,2,18,9.2,23,250,1,21,85.6,214,65.2,163,63.6,38,2,10.4,26,181,51,2.4,8.6,0.85
Kam McKnight,12675,WR,LA TECH,13,11,8,55.3,,0,0,0,12.5,3,13,208,0,56.1,71.1,53.9,76.1,51.4,1.4,6,1,26,1.6,7,433,2,21,94.5,409,90.5,392,66.1,38,0,6,26,264,94,4.5,12.6,0.65
Braxton Miller,10719,WR,OHIO STATE,13,11,8,68.4,,0,0,0,3.7,1,16,260,0,78.4,27.2,69,63.9,68.6,0.5,1,2,54,0.5,1,183,1,26,96.2,176,88,161,101,38,3,4.4,8,342,162,6.2,13.2,1.94
Keith Heitzman,18588,TE,OHIO,13,11,0,57.9,,0,0,1,8.3,2,11,259,0,65.7,70.6,64.7,49.2,56.5,22.9,83,2,38,15.2,55,362,8,22,80.1,290,57.2,207,87.3,38,3,0.3,1,297,85,3.9,13.5,1.02
Johnny Woods,48238,WR,KENT STATE,11,12,2,55.3,,0,0,0,12.5,3,13,201,0,47.4,70.6,59.5,,57.9,0,0,1,15,0,0,249,0,21,96,239,27.3,68,64.3,38,1,72.7,181,167,43,2,8,0.7
Justin Holmes,48231,WR,S JOSE ST,12,9.8,2,60.5,,0,0,0,8,2,12,285,0,67.6,70.9,61.6,,60.3,0.5,1,0,35,0,0,215,2,23,96.3,207,11.2,24,77.7,38,0,88.4,190,230,48,2.1,10,1.11
Danny Woodson II,20536,WR,S ALABAMA,10,16.7,3,50,,0,0,0,13.6,3,13,288,0,53.5,70.8,58.8,,57.5,0,0,3,40,0,0,280,0,19,95,266,10,28,47.4,38,1,90,252,253,85,4.5,13.3,0.95
Linell Bonner,38628,WR,HOUSTON,11,10.2,2,65.8,,0,0,0,13.8,4,16,182,0,51.4,71.1,63.8,68.3,65.1,0.5,1,1,37,0.5,1,217,2,25,95.9,208,34.1,74,120.2,38,5,65.4,142,316,90,3.6,12.6,1.52
Gary Chambers,10964,WR,ARIZONA ST,13,15.7,4,68.4,,0,0,0,3.7,1,19,110,0,78.5,71.2,65.7,,65,0,0,0,58,0,0,311,0,26,97.7,304,73.3,228,128.7,38,2,26.7,83,486,145,5.6,18.7,1.6
Jamal Morrow,45773,HB,WASH STATE,12,1.4,13,86.8,,0,0,0,5.7,2,14,341,1,74,65.8,77.6,44,69.5,0,0,0,31,10.4,29,278,2,33,87.4,243,2.5,7,134.2,38,4,0,0,296,263,8,9,1.22
John Thompson,47443,WR,WASH STATE,13,8,4,63.2,,0,0,0,4,1,12,341,0,78.5,71.2,62.1,,59.4,0,0,1,29,0,0,237,1,24,97.9,232,95.8,227,80.4,38,1,4.2,10,254,95,4,10.6,1.09
Marques Little,47461,WR,DOMINION,12,7.6,3,60.5,,0,0,0,4.2,1,10,263,0,76.5,70.7,55.1,,53.2,0,0,1,43,0,0,336,0,23,97.9,329,44.3,149,83.3,38,2,55.4,186,221,144,6.3,9.6,0.67
David Njoku,11784,TE,MIAMI FL,13,13,5,56.8,,0,0,0,8.7,2,13,220,0,64.7,70.4,65.6,54.5,62.9,11.2,28,1,58,5.6,14,249,2,21,90,224,80.7,201,87.9,37,1,7.2,18,362,142,6.8,17.2,1.62
Ralph Webb,45802,HB,VANDERBILT,12,1.4,1,64.9,,0,0,0,20,6,10,333,0,34,83.3,61.1,52.2,45.5,0,0,0,18,20.9,68,325,0,24,76.3,248,0.6,2,95.3,37,2,0.3,1,188,152,6.3,7.8,0.76
Eric Carter,26326,WR,MINNESOTA,10,9.7,3,62.2,,0,0,0,4.2,1,13,225,0,76.7,70.7,66.6,,65,0,0,3,31,0,0,190,0,23,96.3,183,10.5,20,57.8,37,1,89.5,170,255,105,4.6,11.1,1.39
Thadd Smith,48041,WR,BOSTON COL,12,15.6,1,45.9,,0,0,0,10.5,2,11,121,1,60,31.9,61.2,,59.3,2.7,6,2,66,0,0,222,1,17,93.7,208,13.5,30,62.8,37,2,83.8,186,239,83,4.9,14.1,1.15
D.J. Vinson,17526,WR,S ALABAMA,11,5.3,7,62.2,,0,0,0,17.9,5,7,288,0,40.2,72.1,56.6,,53.1,0,0,0,45,0,0,211,2,23,94.8,200,96.2,203,75.6,37,0,2.4,5,193,142,6.2,8.4,0.97
Kivon Cartwright,10929,TE,COLO STATE,13,12.8,0,48.6,,0,0,0,5.3,1,14,144,0,72.8,69.9,69.2,46.7,62.5,61.1,162,3,35,20,53,265,3,18,77.4,205,33.6,89,58.3,37,2,4.9,13,279,81,4.5,15.5,1.36
Ray-Ray McCloud III,47895,WR,CLEMSON,12,3.4,3,78.4,,0,0,0,3.3,1,11,140,0,80,39.6,62.8,,63.3,0,0,1,36,0,0,158,1,29,96.2,152,12.7,20,92.7,37,1,86.1,136,251,220,7.6,8.7,1.65
Alec Bloom,47202,TE,UCONN,13,10.4,1,59.5,,0,0,1,15.4,4,15,146,0,48.5,70.7,76.7,74,68,80.1,249,1,38,15.8,49,311,3,22,81,252,14.1,44,84.7,37,1,1.6,5,314,122,5.5,14.3,1.25
Michael Roberts,11882,TE,TOLEDO,12,9.9,6,56.8,,0,0,0,16,4,19,316,0,54.9,70.4,75.9,74.6,66.3,24.2,66,1,26,4.8,13,273,1,21,91.9,251,66.3,181,100.6,37,4,3.7,10,235,92,4.4,11.2,0.94
Chad Olsen,47300,TE,FRESNO ST,11,8.8,3,52.8,,0,0,0,13.6,3,12,169,0,53.5,70.2,58.5,67.1,55.9,28.3,82,2,31,5.9,17,290,1,19,89,258,70.3,204,77.2,36,3,0.3,1,229,158,8.3,12.1,0.89
Sam Browning,47189,TE,E MICHIGAN,12,10.6,4,66.7,,0,0,0,4,1,18,160,1,79,28.5,69.1,41.4,69.5,30.3,80,0,48,10.6,28,264,1,24,84.8,224,53.8,142,123.1,36,3,3.8,10,326,128,5.3,13.6,1.46
Justin Hunt,23031,WR,MARSHALL,13,12.4,2,55.6,,0,0,0,13,3,18,214,0,53.5,70.2,63.6,,64.5,0,0,1,35,0,0,206,1,20,94.7,195,1.9,4,108,36,4,98.1,202,295,99,5,14.8,1.51
Rashad Still,48022,WR,MINNESOTA,12,14.3,2,50,,0,0,0,10,2,10,225,1,51,25.3,59.7,,59,0,0,1,52,0,0,176,0,18,94.9,167,4.5,8,82.4,36,3,95.5,168,194,54,3,10.8,1.16
Tyraiq Beals,48318,WR,UCONN,13,7.6,2,66.7,,0,0,0,11.1,3,11,146,0,58.4,71.4,53.7,,51.5,0,0,0,39,0,0,335,0,24,96.7,324,82.7,277,108,36,2,16.1,54,275,120,5,11.5,0.85
Kenyan Drake,10707,HB,ALABAMA,13,-2.1,15,80.6,,0,0,0,9.4,3,10,103,0,64.1,85.5,84.3,61.5,83,0,0,0,69,21.6,36,167,1,29,75.4,126,21,35,106.1,36,1,6,10,261,352,12.1,9,2.07
Jeremiah Gaines,47070,TE,SMU,12,11.1,0,44.4,,0,0,0,15.8,3,11,287,0,50,69.6,57.5,51.1,50.5,29.9,118,4,60,23.5,93,395,0,16,72.7,287,43.8,173,65.4,36,4,1.8,7,249,132,8.3,15.6,0.87
Elijah McGuire,11943,HB,LA LAFAYET,12,1.6,6,88.9,,0,0,0,0,0,12,207,0,90.6,91.3,73.6,46.7,86.3,0,0,0,49,27.8,74,266,0,32,66.2,176,1.9,5,127.8,36,3,3,8,288,256,8,9,1.64
Bra'Lon Cherry,12289,WR,NC STATE,13,11.7,9,61.1,,0,0,0,4.3,1,14,248,1,76.5,29.9,58.3,,58.1,0,0,2,33,0,0,274,0,22,97.4,267,29.9,82,62.2,36,0,67.5,185,279,107,4.9,12.7,1.04
Bryan Holmes,17383,WR,TROY,10,11.7,1,50,,0,0,0,18.2,4,10,318,0,40.8,69.9,59.2,,60.1,0,0,3,43,0,0,145,1,18,97.9,142,2.1,3,68.5,36,3,97.9,142,274,120,6.7,15.2,1.93
Brandon Shippen,11212,WR,TEMPLE,14,10.5,2,55.6,,0,0,0,4.8,1,13,306,0,63.8,73,59.7,,57.9,0.4,1,0,49,0,0,271,0,20,94.1,255,84.9,230,91,36,1,14.4,39,288,105,5.3,14.4,1.13
Josiah Price,47207,TE,MICH STATE,12,8.6,1,63.9,,0,0,0,0,0,17,223,0,87.7,71.1,75.9,66.1,72.3,66.2,190,0,31,11.1,32,287,3,23,82.6,237,28.6,82,125.8,36,6,2.4,7,267,105,4.6,11.6,1.13
Jhajuan Seales,12175,WR,OKLA STATE,11,15.5,1,51.4,,0,0,0,18.2,4,11,262,0,44.4,70.8,72.4,,72.1,0,0,1,48,0,0,133,1,18,95.5,127,3.8,5,90.3,35,2,96.2,128,321,56,3.1,17.8,2.53
Melvin Ray,17875,WR,AUBURN,13,9.9,7,57.1,,0,0,0,20,5,15,115,1,37,27.1,60.3,79.7,55,1.1,3,1,44,2.9,8,273,0,20,94.5,258,54.2,148,90.9,35,2,41.8,114,286,117,5.9,14.3,1.11
Xavier Jones,45742,HB,SMU,12,-2.7,7,82.9,,0,0,0,6.5,2,7,287,2,72.1,42.6,67.8,74,64.2,0,0,0,23,35.7,66,185,0,29,61.1,113,4.3,8,92.3,35,0,2.2,4,215,313,10.8,7.4,1.9
Terrell Newby,45689,HB,NEBRASKA,13,-0.4,4,68.6,,0,0,0,7.7,2,6,238,0,68.9,90.1,67.1,58.5,57.5,0,0,2,30,24.7,88,356,1,24,70.8,252,1.7,6,63.9,35,1,0.3,1,159,208,8.7,6.6,0.63
Josh Parris,17220,TE,SYRACUSE,10,6.2,2,60,,0,0,0,12.5,3,5,304,0,54.9,70.4,60,56.1,54.3,89.3,234,2,13,24.8,65,262,1,21,68.3,179,9.5,25,45.1,35,0,0,0,141,45,2.1,6.7,0.79
Trey Scott,26524,TE,TULANE,11,9.9,1,51.4,,0,0,0,10,2,10,319,0,61.5,69.9,59.8,,59.7,4.9,10,1,35,0,0,206,1,18,97.1,200,88.3,182,57.4,35,0,6.8,14,205,70,3.9,11.4,1.03
Xavier Williams,39540,WR,COLO STATE,9,12.1,0,57.1,,0,0,0,4.8,1,9,144,0,74.6,70.8,58.4,,58.5,0,0,2,43,0,0,187,0,20,94.7,177,12.3,23,72.4,35,2,87.2,163,231,76,3.8,11.6,1.31
Edgar Poe,39749,WR,ARMY,12,22,0,45.7,,0,0,0,15.8,3,15,114,0,47.2,69.5,77.6,,79.1,0,0,2,68,0,0,113,2,16,95.6,108,11.5,13,108,35,6,88.5,100,441,137,8.6,27.6,4.08
Olamide Zaccheaus,44920,HB,VIRGINIA,12,9.8,1,60,,0,0,0,12.5,3,9,335,0,56.1,80.1,68.8,,61.3,0,0,1,50,0,0,141,1,21,97.2,137,21.3,30,75.4,35,1,78.7,111,216,106,5,10.3,1.58
Elijhaa Penny,11300,HB,IDAHO,12,1.2,3,77.1,,0,0,0,3.6,1,10,185,0,79.1,88.7,75.2,82,63.2,1.6,6,1,29,39,144,369,0,27,59.3,219,3.3,12,100.3,35,2,4.9,18,225,228,8.4,8.3,1.03
Shaedon Meadors,48003,WR,APP STATE,11,18.9,1,60,,0,0,0,4.5,1,15,108,0,75.2,70.4,74.3,,75.6,0,0,2,52,0,0,144,1,21,92.4,133,2.1,3,108.9,35,3,97.9,141,439,101,4.8,20.9,3.3
Ryeshene Bronson,48268,WR,USF,13,14.1,2,48.6,,0,0,0,22.7,5,10,327,0,29.6,69.7,52.5,,50.1,0,0,1,42,0,0,296,3,17,95.3,282,11.1,33,70.9,35,1,88.9,263,258,68,4,15.2,0.91
Brayden Lenius,84022,WR,WASHINGTON,13,10.7,2,74.3,,0,0,0,7.1,2,16,340,1,69.4,29,58.8,,60.6,0,0,2,30,0,0,261,5,26,97.7,255,18,47,105.3,35,3,82,214,307,70,2.7,11.8,1.2
Johnathan Alston,45093,WR,NC STATE,13,11.4,3,51.4,,0,0,0,21.7,5,8,248,0,32,72,53.8,,50.5,0,0,0,28,0,0,228,0,18,97.4,222,20.6,47,74.3,35,1,78.9,180,167,74,4.1,9.3,0.75
Todd Boyd,47841,WR,GA STATE,13,11.9,4,71.4,,0,0,0,13.8,4,12,175,0,52.5,71.6,61.2,,61,0,0,1,45,0,0,199,0,25,94,187,19.1,38,104,35,2,80.9,161,296,93,3.7,11.8,1.58
Jalen Richard,11395,HB,SO MISS,13,-0.2,10,88.2,,0,0,0,3.2,1,11,296,2,80.9,58.3,76.3,65.4,62.1,0,0,1,53,21.1,63,299,0,30,74.9,224,3,9,108.9,34,2,0.3,1,285,245,8.2,9.5,1.27
Dondre Daley,47980,WR,IOWA STATE,9,8.3,6,70.6,,0,0,0,7.7,2,12,193,1,58.4,28.1,57.9,,57.6,0,0,0,36,0,0,209,1,24,94.7,198,65.1,136,110.4,34,2,34.9,73,244,127,5.3,10.2,1.23
Adonis Jennings,47991,WR,TEMPLE,13,11.7,1,41.2,,0,0,0,33.3,7,8,306,0,13,69,54.4,,52.7,0,0,2,23,0,0,108,0,14,92.6,100,10.2,11,49.5,34,2,89.8,97,147,39,2.8,10.5,1.47
Bryce Bobo,48271,WR,COLORADO,13,7.4,13,67.6,,0,0,0,4.2,1,11,143,0,77.4,70.9,60.9,,59.1,0,0,1,23,0,0,281,0,23,95.7,269,34.2,96,71,34,0,65.8,185,202,83,3.6,8.8,0.75
Tony Brown,48344,WR,TEXAS TECH,12,12.2,2,41.2,,0,0,0,17.6,3,10,315,1,45.6,23.5,50.2,,49.1,0.4,1,1,51,0,0,284,4,14,95.1,270,6,17,64.3,34,1,93.7,266,248,143,10.2,17.7,0.92
Harrison Handley,47244,TE,UTAH,13,7.6,4,61.8,,0,0,0,4.5,1,11,328,0,75.9,70.6,62.2,55.1,55.8,34.2,95,2,59,11.2,31,278,2,21,82.7,230,62.2,173,103.3,34,4,0,0,286,170,8.1,13.6,1.24
Ryheem Malone,30024,WR,SMU,12,10.6,5,67.6,,0,0,1,8,2,11,287,0,67.9,70.9,61,,61.5,0,0,0,63,0,0,268,3,23,93.3,250,13.1,35,109.9,34,2,85.8,230,260,134,5.8,11.3,1.04
Nate Terry,28336,TE,FAU,12,11.9,1,47.1,,0,0,0,0,0,12,165,0,72.6,69.6,58,63.5,53.9,48,165,1,20,16,55,344,1,16,80.2,276,43,148,90.9,34,4,3.5,12,185,40,2.5,11.6,0.67
Joseph Yearby,46026,HB,MIAMI FL,13,4.1,6,67.6,,0,0,0,4.2,1,14,220,0,76.5,91.1,76.3,73.2,62.8,0,0,1,52,34.2,103,301,0,23,63.1,190,5,15,99.3,34,2,3.3,10,273,236,10.3,11.9,1.44
Tyler Cameron,47287,TE,FAU,12,6.9,6,61.8,,0,0,0,12.5,3,12,165,0,54.9,71.4,71.2,76.5,68.5,45.7,85,1,71,17.2,32,186,0,21,77.4,144,30.6,57,72.8,34,0,1.6,3,257,166,7.9,12.2,1.78
Mason Schreck,12007,TE,BUFFALO,10,6.7,4,61.8,,0,0,0,8.7,2,9,126,0,64.7,70.4,69.5,67.5,69.6,61,108,1,40,19.2,34,177,2,21,75.1,133,28.2,50,67,34,0,6.2,11,210,101,4.8,10,1.58
Jordan Franks,47206,WR,UCF,10,11.4,3,58.8,,0,0,2,13,3,10,323,1,55.1,35.1,56,,56.2,0,0,3,44,0,0,206,2,20,96.1,198,99,204,64,34,2,1,2,245,81,4.1,12.3,1.24
Dalyn Dawkins,39541,HB,COLO STATE,12,-1.4,4,70.6,,0,0,0,7.7,2,9,144,1,68.6,55.2,66.2,56.2,66.2,0,0,1,36,31.6,78,247,0,24,66.4,164,0.4,1,80.8,34,1,0.4,1,182,213,8.9,7.6,1.11
Akil Dan-Fodio,18093,TE,FIU,11,6.6,7,63.6,,0,0,0,16,4,10,166,1,36.8,70.4,59.3,55.5,55.5,52,130,2,40,10.8,27,250,0,21,85.6,214,47.6,119,59.9,33,0,0.4,1,238,131,6.2,11.3,1.11
Demetrius Frazier,23233,WR,MIDDLE TN,13,2,7,84.8,,0,0,0,3.4,1,7,224,1,79.5,32.3,63.7,,64.9,0,0,1,30,0,0,138,0,28,95.7,132,84.8,117,88.1,33,1,12.3,17,190,160,5.7,6.8,1.44
Jared Cornelius,47451,WR,ARKANSAS,9,10.2,3,72.7,,0,0,0,0,0,20,111,0,87.4,73.8,83.7,,81.4,0,0,1,59,0,0,149,0,24,97.3,145,36.2,54,130,33,3,63.8,95,393,175,7.3,16.4,2.71
Sony Michel,27589,HB,GEORGIA,13,-0.2,15,78.8,,0,0,0,7.1,2,11,173,0,69.4,86.8,80.1,61.2,73.6,0,0,0,48,17.9,37,207,0,26,79.7,165,6.3,13,129.7,33,3,4.8,10,259,272,10.5,10,1.57
Holden Huff,16767,TE,BOISE ST,13,7.1,0,54.5,,0,0,0,18.2,4,12,120,0,40.8,69.9,69.1,55.8,57.4,77.3,208,0,47,32,86,269,2,18,66.5,179,11.5,31,108.5,33,3,5.6,15,243,117,6.5,13.5,1.36
Curtis Samuel,11795,WR,OHIO STATE,13,9.2,2,66.7,,0,0,0,12,3,14,260,1,57.3,46.6,74.9,75,68.6,0.7,1,2,40,2.1,3,140,0,22,93.6,131,82.9,116,88.8,33,2,10.7,15,287,160,7.3,13,2.19
BJ Johnson III,18197,WR,GA SOUTHRN,9,15.5,1,48.5,,0,0,0,11.1,2,15,174,0,58.6,70.1,77.8,,80.2,0,0,4,36,0,0,92,0,16,96.7,89,60.9,56,35.7,33,0,38,35,260,63,3.9,16.3,2.92
Nate German,48095,WR,RICE,9,16.4,2,54.5,,0,0,0,18.2,4,16,275,0,40.8,28.4,63.2,68.7,65,0.6,1,1,58,0.6,1,166,0,18,95.2,158,83.1,138,113.1,33,3,15.1,25,379,98,5.4,21.1,2.4
D'Ernest Johnson,45734,HB,USF,13,7.1,3,75.8,,0,0,0,3.8,1,14,327,0,78.4,69,71.3,37.9,89.8,0,0,0,71,10.6,19,180,3,25,83.9,151,2.8,5,148.5,33,4,6.1,11,346,210,8.4,13.8,2.29
