player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Terrell Vaughn,157634,WR,UTAH ST,13,8.8,18,73.8,42.9,6,14,0,2.2,2,40,329,0,91.3,78,69.2,,73.3,0,0,4,76,0,0,536,1,90,93.8,503,91.8,492,111.9,122,11,7.8,42,936,434,4.8,10.4,1.86
Pofele Ashlock,158166,WR,HAWAII,13,10.1,12,68.6,43.8,7,16,0,9.8,9,42,180,2,63.4,36.4,70.4,,71.5,0,0,5,53,0,0,462,2,83,95,439,97.4,450,95.1,121,9,2.6,12,820,297,3.6,9.9,1.87
Jacob Cowing,100894,WR,ARIZONA,13,6.7,8,73.6,35.7,5,14,0,6.3,6,46,109,1,72.5,55.7,75.2,62.1,77.2,0,0,4,57,0.2,1,472,1,89,95.6,451,70.1,331,115.3,121,13,29.2,138,868,516,5.8,9.8,1.92
Joshua Cephus,98095,WR,UTSA,13,9.1,16,73.6,26.3,5,19,0,1.1,1,54,331,0,93.5,77.7,85.4,,88.2,2.8,14,2,84,0,0,506,0,89,95.3,482,58.7,297,123.7,121,10,38.1,193,1151,641,7.2,12.9,2.39
Luke McCaffrey,101634,WR,RICE,13,10.7,10,59.2,60.7,17,28,0,4.1,3,46,275,0,84.4,77.8,80.1,,82.7,0,0,10,51,0,0,498,2,71,94.6,471,71.5,356,87.2,120,13,27.9,139,992,423,6,14,2.11
Sean Atkins,101127,WR,USF,13,7.8,21,78.3,68.8,11,16,0,5.1,5,47,327,2,82.2,60.8,78.9,,78.3,2.4,12,1,88,0,0,505,2,94,91.9,464,91.3,461,119.8,120,7,5.5,28,1069,516,5.5,11.4,2.3
Luther Burden III,157170,WR,MISSOURI,13,8.7,20,71.7,56.5,13,23,0,4.4,4,43,229,0,83.8,81.5,88.8,,91,1.6,6,4,56,0,0,387,4,86,94.8,367,81.7,316,114.9,120,9,14.2,55,1209,724,8.4,14.1,3.29
Xavier Worthy,144718,WR,TEXAS,14,10.3,13,63,23.8,5,21,0,6.3,5,44,311,1,75.8,60,68.9,,72,0,0,3,54,0,0,491,1,75,96.3,473,39.9,196,93.6,119,5,59.9,294,1014,571,7.6,13.5,2.14
Xavier Restrepo,122220,WR,MIAMI FL,13,9.3,14,71.4,46.7,7,15,0,4.5,4,53,220,1,83,64.8,87.4,73,89,0.9,4,4,48,0.5,2,424,0,85,94.1,399,93.2,395,103,119,6,5,21,1102,355,4.2,13,2.76
Caullin Lacy,121426,WR,S ALABAMA,12,8,28,76.5,41.7,5,12,0,5.2,5,53,288,1,77.4,73.3,83.4,,85,0,0,0,84,0,0,443,2,91,93.7,415,69.3,307,131.1,119,7,30.2,134,1305,842,9.3,14.3,3.14
Lincoln Victor,97215,WR,WASH STATE,11,6.4,12,73.7,28.6,2,7,1,9.4,9,42,341,0,64.7,77.8,68.9,,69.5,0,0,1,50,0,0,452,1,87,94.9,429,91.4,413,104.1,118,5,6.2,28,850,519,6,9.8,1.98
Malachi Corley,66272,WR,W KENTUCKY,12,5.5,15,68.7,23.5,4,17,0,7.1,6,40,346,2,66.9,38.4,82.6,,82.5,0,0,4,75,0,0,377,0,79,93.9,354,85.9,324,112.4,115,11,13.5,51,985,683,8.6,12.5,2.78
Jabre Barber,123689,WR,TROY,14,9.7,10,66.1,31.3,5,16,0,6.2,5,44,318,2,76.4,59.6,81.1,,81.8,0,0,2,47,0,0,375,2,76,96,360,81.1,304,100.1,115,5,18.1,68,985,416,5.5,13,2.74
Marvin Harrison Jr.,145056,WR,OHIO STATE,12,13.1,5,58.8,43.3,13,30,0,8.2,6,51,260,0,69.3,75.6,89.9,,89.6,0.8,3,4,75,0,0,366,1,67,96.2,352,19.4,71,120.3,114,14,79.8,292,1211,427,6.4,18.1,3.44
Troy Franklin,146567,WR,OREGON,13,12.8,14,71.1,36.8,7,19,0,10,9,57,264,0,63.4,76.1,84.9,,87.3,0.7,3,1,84,0,0,439,1,81,95,417,18.2,80,147.8,114,14,80.9,355,1383,538,6.6,17.1,3.32
Sam Pinckney,84197,WR,COAST CAR,13,13.9,5,64,53.6,15,28,0,4.1,3,53,141,0,78.7,75.7,80.3,,83.7,0,0,5,52,0,0,456,4,71,93.2,425,12.1,55,99.1,111,8,87.9,401,1025,237,3.3,14.4,2.41
Will Pauling,144234,WR,WISCONSIN,13,10.6,8,67,52.4,11,21,1,8.8,7,42,349,1,66.9,75.5,76.9,,76.5,0.2,1,0,53,0,0,420,1,73,95.7,402,96.7,406,108.1,109,6,2.4,10,834,269,3.7,11.4,2.07
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,13,9.4,15,67.9,54.5,12,22,0,10.8,9,30,174,2,56.6,33.5,60.5,61.9,59.7,0.2,1,3,68,0.2,1,592,2,74,95.4,565,15.2,90,96.4,109,6,84.6,501,808,306,4.1,10.9,1.43
Ja'Lynn Polk,123153,WR,WASHINGTON,15,13.8,15,63.9,54.2,13,24,0,5.5,4,45,340,1,78.3,54.6,75,61.9,76,0,0,2,92,0.2,1,540,1,69,93.7,506,41.1,222,120.1,108,9,58.7,317,1159,356,5.2,16.8,2.29
Drake Stoops,78087,WR,OKLAHOMA,13,7.6,17,78.5,58.8,10,17,0,6.7,6,47,261,0,75.7,76.6,81.5,45.4,84.4,1.1,5,4,60,0.7,3,449,2,84,93.3,419,88.6,398,120.1,107,10,8,36,972,472,5.6,11.6,2.32
Daniel Jackson,129654,WR,MINNESOTA,13,13.2,5,55.1,50,9,18,0,10.6,7,40,225,1,55.3,50.2,76.3,63.3,76.9,0.8,3,3,39,0.3,1,368,0,59,94.3,347,28.8,106,93.6,107,8,70.1,258,831,199,3.4,14.1,2.39
Elic Ayomanor,157263,WR,STANFORD,12,14.1,7,58.9,48.3,14,29,1,8.7,6,39,300,1,67.4,51.1,75.1,70.2,75.9,0,0,4,97,0.4,2,481,4,63,91.3,439,14.1,68,94.1,107,6,85.9,413,1022,322,5.1,16.2,2.33
Tez Johnson,123709,WR,OREGON,14,7.6,22,81.1,50,2,4,1,7.5,7,51,264,0,71.9,85.2,87.5,,89.2,0.8,3,0,77,0,0,362,1,86,94.8,343,92.8,336,144.6,106,10,6.1,22,1182,727,8.5,13.7,3.45
Dallin Holker,83946,TE,COLO STATE,12,8.9,15,61,50,10,20,0,5.9,4,38,144,2,77.1,29.7,68.5,69.4,69.6,26.2,142,6,42,6.1,33,543,4,64,89.1,484,49.2,267,78.5,105,6,23,125,766,379,5.9,12,1.58
Jordan Moore,143865,WR,DUKE,13,12.6,17,59,47.8,11,23,0,8.8,6,42,154,0,66.1,75.4,75.4,,78.2,0.2,1,3,49,0,0,423,4,62,91.7,388,18.2,77,97.9,105,8,81.6,345,835,268,4.3,13.5,2.15
KC Concepcion,170362,WR,NC STATE,13,8.5,20,68.6,35.7,5,14,0,6.5,5,35,248,1,75.1,66.4,78.5,65.3,76.7,1.6,6,3,72,0.3,1,384,1,72,95.1,365,92.7,356,112.6,105,10,4.2,16,845,527,7.3,11.7,2.32
Robert Lewis,123858,WR,GA STATE,12,11.6,13,68,38.5,5,13,0,10.3,8,38,175,0,62.5,76.7,73.5,,73.8,0.3,1,3,97,0,0,367,1,70,95.6,351,21,77,104.7,103,7,78.7,289,877,374,5.3,12.5,2.5
Roc Taylor,144283,WR,MEMPHIS,13,12.7,21,66.7,71.4,15,21,0,6.8,5,46,218,0,73.1,75.7,77.8,,79.1,0.5,2,1,85,0,0,440,2,68,94.8,417,3.2,14,110.9,102,4,96.4,424,1083,512,7.5,15.9,2.6
Smoke Harris,78918,WR,LA TECH,12,3.5,32,84.3,28.6,2,7,1,2.3,2,35,208,1,91.1,61,75,,75.7,0.7,3,2,64,0,0,423,2,86,94.1,398,89.8,380,104.4,102,4,7.6,32,803,664,7.7,9.3,2.02
Noah Smith,104112,WR,SM HOUSTON,12,7.7,13,78.2,50,6,12,0,3.7,3,38,281,1,77,55.5,75.6,,77,0,0,2,42,0,0,393,1,79,93.6,368,88.8,349,110.7,101,6,10.2,40,787,374,4.7,10,2.14
Kenneth Womack,142085,WR,W MICHIGAN,12,5.1,17,75.2,37.5,6,16,0,5,4,32,347,0,81.3,75.8,72.5,62.1,72.9,0,0,2,34,0.2,1,421,1,76,94.3,397,96.9,408,88.1,101,1,3.1,13,686,511,6.7,9,1.73
Malachi Fields,151069,WR,VIRGINIA,12,14.8,9,58,45.5,10,22,0,9.4,6,39,335,0,64.6,74.7,72.7,,72.3,0,0,7,39,0,0,461,0,58,95,438,6.3,29,71.7,100,5,93.7,432,811,222,3.8,14,1.85
Kris Mitchell,97659,WR,FIU,12,13.6,10,64,48,12,25,0,4.5,3,43,166,3,81.5,23.5,77.5,,77.5,0,0,1,80,0,0,437,1,64,96.8,423,6.4,28,121.2,100,7,93.6,409,1118,453,7.1,17.5,2.64
Ja'Mori Maclin,124211,WR,N TEXAS,12,15.9,14,57,35.3,6,17,0,9.5,6,39,251,0,61.1,74.6,69,,69.6,0,0,3,80,0,0,521,1,57,95,495,8.3,43,115.7,100,11,91.6,477,1006,347,6.1,17.6,2.03
Xavier Weaver,101130,WR,COLORADO,11,12.3,11,68.7,23.1,3,13,0,5.6,4,34,143,0,78.3,62.1,69.2,,68.3,0,0,1,48,0,0,555,1,68,94.4,524,9.9,55,106.8,99,4,89.9,499,908,333,4.9,13.4,1.73
Elijhah Badger,131603,WR,ARIZONA ST,11,7.3,26,65.7,38.1,8,21,0,3,2,31,110,0,87.8,79.3,76.7,,77.5,0,0,3,65,0,0,379,1,65,94.2,357,34,129,84.3,99,3,66,250,713,546,8.4,11,2
Rashod Owens,122979,WR,OKLA STATE,14,12.7,12,63.6,55.2,16,29,0,7.4,5,41,262,1,71.6,50.8,75.4,,77.6,0.5,2,6,45,0,0,418,2,63,95.9,401,11.7,49,84.4,99,5,87.8,367,895,288,4.6,14.2,2.23
Jalen Royals,163442,WR,UTAH ST,13,13.2,16,70.7,73.9,17,23,0,6.7,5,41,329,0,74.7,75.5,78.6,,79.6,0,0,1,71,0,0,525,0,70,93.5,491,8.6,45,142,99,15,91.4,480,1084,415,5.9,15.5,2.21
Kole Wilson,168441,WR,TEXAS ST,13,9.5,16,65.7,35.7,5,14,0,4.4,3,37,314,0,81.5,80.8,69.2,,70.7,0.6,3,2,77,0,0,495,3,65,96.6,478,19.2,95,106.2,99,8,80,396,733,324,5,11.3,1.53
Elijah Sarratt,159499,WR,JAMES MAD,13,10.7,11,82.8,78.9,15,19,0,2.4,2,60,197,1,90.3,56.6,89.9,,90.2,0,0,0,48,0,0,423,1,82,96.9,410,9.7,41,144.1,99,8,90.3,382,1199,394,4.8,14.6,2.92
Steven McBride,122570,WR,HAWAII,13,17,7,61.6,36.8,7,19,0,3.2,2,38,180,0,81.1,80.7,78.7,,78.9,0,0,2,65,0,0,446,1,61,95.3,425,1.8,8,117.8,99,9,98.2,438,1010,216,3.5,16.6,2.38
Xzavier Henderson,124380,WR,CINCINNATI,12,13,7,58.2,27.8,5,18,0,5,3,35,138,1,79,58.9,70.1,,70.4,0,0,4,55,0,0,399,0,57,95.7,382,8.8,35,76.1,98,3,91.2,364,762,288,5.1,13.4,1.99
Jeremiah Hunter,131650,WR,CAL,13,10.1,12,63.3,66.7,14,21,0,3.1,2,37,130,0,86.4,67.4,75.1,,75.3,0,0,4,50,0,0,436,1,62,92.2,402,8.3,36,91.5,98,7,91.7,400,704,306,4.9,11.4,1.75
Xavier Legette,99197,WR,S CAROLINA,12,13.8,9,73.2,47.6,10,21,0,2.7,2,47,289,0,88.1,77.6,82.5,,86.9,0,0,3,76,0,0,415,1,71,95.9,398,34,141,126.3,97,7,64.6,268,1255,451,6.4,17.7,3.15
Joey Hobert,131934,WR,TEXAS ST,11,8.5,15,78.4,58.3,7,12,0,5,4,44,314,1,80.5,64.3,80,,81.7,0.5,2,1,83,0,0,372,0,76,97,361,92.5,344,128.3,97,8,6.5,24,895,470,6.2,11.8,2.48
Anthony Simpson,146244,WR,UMASS,12,9.2,12,58.8,38.5,5,13,0,10.9,7,28,216,1,55.4,56.3,67.8,,67.7,1.4,5,3,71,0,0,348,0,57,93.4,325,81.9,285,82.9,97,3,15.8,55,801,483,8.5,14.1,2.46
Jamari Thrash,97399,WR,LOUISVILLE,12,11.1,17,64.6,15.8,3,19,0,11.4,8,41,210,1,58.8,51.7,77.6,,78.4,0,0,2,85,0,0,381,3,62,94.8,361,10.8,41,104.9,96,6,89.2,340,848,418,6.7,13.7,2.35
Squirrel White,163776,WR,TENNESSEE,13,9.2,10,69.8,42.9,3,7,2,9.5,7,33,307,0,64.4,75.9,68.9,,70.8,1.3,5,1,83,0,0,380,5,67,96.3,366,94.5,359,97.7,96,2,4.2,16,803,453,6.8,12,2.19
Erik Brooks,84187,WR,FRESNO ST,13,9.5,8,62.5,61.5,8,13,0,14.3,10,41,169,0,46.9,69.4,70.2,,70.3,0.3,1,2,49,0,0,363,0,60,96.1,349,87.9,319,97,96,5,11.8,43,788,277,4.6,13.1,2.26
Deion Burks,145107,WR,PURDUE,12,13.9,18,49.5,24,6,25,0,14.5,8,29,273,0,48.7,74.8,65.7,,64.4,0.2,1,6,84,0,0,452,0,47,95.1,430,7.3,33,69.1,95,7,91.8,415,629,223,4.7,13.4,1.46
Jasaiah Gathings,145586,WR,AKRON,12,12,1,57.9,39.1,9,23,0,8.3,5,25,102,1,63,74.3,60.7,,62.2,0,0,3,39,0,0,461,2,55,95.2,439,23,106,65.9,95,1,76.8,354,575,120,2.2,10.5,1.31
Tyrone Howell,144588,WR,LA MONROE,12,14,11,52.1,52,13,25,0,5.8,3,28,209,0,76.5,77.1,72.7,,73.2,0.5,2,4,46,0,0,376,1,49,93.9,353,6.1,23,78.8,94,7,93.4,351,590,148,3,12,1.67
Daniel George,84378,WR,AKRON,12,10.8,8,55.9,23.1,3,13,0,5.5,3,18,102,1,77,46.1,58.5,,58.7,0,0,4,50,0,0,476,3,52,95.4,454,4.8,23,58,93,1,95.2,453,529,210,4,10.2,1.17
Logan Loya,131801,WR,UCLA,13,9,9,64.1,37.5,3,8,1,13.2,9,38,324,0,51.9,86.7,74.2,,76.3,0,0,5,49,0,0,360,1,59,97.2,350,95.8,345,80.6,92,5,3.9,14,654,235,4,11.1,1.87
Josh Kelly,97061,WR,WASH STATE,12,11.4,16,68.5,42.9,6,14,0,4.5,3,46,341,0,76,74.9,71.5,,74.1,0,0,2,51,0,0,535,7,63,96.4,516,9.3,50,121.3,92,8,90.7,485,933,378,6,14.8,1.81
Jaylin Noel,125155,WR,IOWA STATE,12,7.7,4,71.7,62.5,5,8,0,7,5,34,193,0,73.9,84.6,75.5,,75.6,0.6,2,2,82,0,0,338,4,66,95.3,322,66.6,225,115.3,92,7,32,108,820,458,6.9,12.4,2.55
Kaedin Robinson,144468,WR,APP STATE,14,11.7,8,73.6,55,11,20,0,2.9,2,47,108,2,86.8,54.3,78.4,,79.6,0.2,1,2,52,0,0,416,0,67,96.4,401,19.2,80,132.3,91,10,80.5,335,905,252,3.8,13.5,2.26
Samuel Brown,123410,WR,HOUSTON,12,10.2,20,67.8,50,7,14,0,6.2,4,33,182,1,76.4,50.8,72.9,63.6,72.6,0,0,4,53,0.2,1,453,1,61,94.9,430,12.1,55,88.2,90,3,87.9,398,800,411,6.7,13.1,1.86
Sam Wiglusz,88315,WR,OHIO,12,12.2,1,62.2,46.7,7,15,0,9.7,6,39,259,0,63.2,76.1,69.4,,71.6,0,0,2,38,0,0,403,0,56,95,383,91.8,370,86.3,90,3,8.2,33,659,162,2.9,11.8,1.72
Eric McAlister,145976,WR,BOISE ST,9,15.7,10,52.2,51.9,14,27,0,7.8,4,36,120,0,69.4,73.6,80.9,,82.5,0,0,2,83,0,0,302,0,47,95.4,288,9.9,30,95.3,90,5,90.1,272,873,289,6.1,18.6,3.03
Jacolby George,143942,WR,MIAMI FL,13,10,13,64.4,37.5,3,8,1,9.4,6,38,220,1,64.7,58.6,73.4,,75.4,0,0,7,85,0,0,382,5,58,94.5,361,6.3,24,93.7,90,8,93.7,358,878,540,9.3,15.1,2.43
Reggie Brown,78850,WR,JAMES MAD,13,15.3,9,57.8,43.3,13,30,0,11.9,7,41,197,1,55.6,46.1,72.5,,72.9,0,0,4,80,0,0,418,2,52,96.7,404,14.4,60,113.8,90,9,85.6,358,1054,328,6.3,20.3,2.61
Kelly Akharaiyi,157878,WR,UTEP,12,15.9,7,52.8,13.3,2,15,1,13,7,35,330,0,53.6,74.3,76.6,,78.1,0,0,2,80,0,0,368,5,47,92.4,340,32.1,118,110.7,89,7,67.9,250,1021,358,7.6,21.7,3
Tanner Knue,52961,WR,E MICHIGAN,12,11,8,56.8,47.1,8,17,0,7.4,4,24,160,0,67.6,74.2,70.2,61,69.1,0.3,1,1,39,0.3,1,377,1,50,92,347,24.9,94,78.6,88,3,74.8,282,476,138,2.8,9.5,1.37
Jahmal Banks,123373,WR,WAKE,12,11.4,3,67,40,8,20,0,0,0,35,339,0,93.1,74.8,77.5,,78.6,0.3,1,2,33,0,0,391,1,59,92.3,361,12.5,49,94.6,88,4,87,340,653,104,1.8,11.1,1.81
Barion Brown,163779,WR,KENTUCKY,13,16.6,5,49.4,26.3,5,19,0,12.2,6,27,202,2,54.6,28.2,64.4,,62.4,0,0,5,60,0,0,320,1,43,94.4,302,35.6,114,60.8,87,4,64.4,206,545,179,4.2,12.7,1.8
Brian Thomas Jr.,146760,WR,LSU,13,13.9,11,78.2,53.8,7,13,0,6.8,5,48,211,1,73.5,52.4,73.7,,75.1,0,0,2,86,0,0,471,3,68,95.8,451,13.2,62,148.8,87,17,86.6,408,1177,386,5.7,17.3,2.61
Keon Coleman,144949,WR,FLORIDA ST,12,12.4,10,57.5,33.3,10,30,0,3.8,2,28,167,1,82.4,70,70.2,,70.6,0.2,1,2,58,0,0,404,3,50,93.8,379,29.2,118,111.5,87,11,69.6,281,658,314,6.3,13.2,1.74
Ricky Pearsall,100660,WR,FLORIDA,12,11,9,74.7,50,5,10,0,3,2,40,163,1,86.8,65.5,77.2,,77.8,0.9,4,2,61,0,0,460,0,65,93.9,432,56.5,260,116.2,87,4,42.2,194,963,374,5.8,14.8,2.23
Tre Harris,122676,WR,OLE MISS,12,13.2,10,62.1,35.7,10,28,0,5.3,3,45,226,0,79.1,74.4,88.5,,89.6,0.3,1,0,56,0,0,334,0,54,93.1,311,14.7,49,131.7,87,8,85,284,986,360,6.7,18.3,3.17
Silas Bolden,71674,WR,OREGON ST,13,12.2,12,62.8,50,7,14,0,3.6,2,36,265,1,83.1,42.1,75.1,,76.5,0,0,1,50,0,0,313,2,54,96.8,303,18.8,59,104.8,86,5,80.8,253,741,276,5.1,13.7,2.45
Adonai Mitchell,146712,WR,TEXAS,14,16,6,64,36.4,4,11,0,1.8,1,45,311,0,89.4,49.6,72,,74.1,0,0,2,62,0,0,511,2,55,96.3,492,18.4,94,126.2,86,11,81.6,417,845,178,3.2,15.4,1.72
Cam Johnson,84497,WR,NWESTERN,13,12,14,61.6,50,11,22,0,3.6,2,38,256,0,83.4,74.5,73.5,,74.3,0,0,3,52,0,0,439,2,53,97.3,427,17.3,76,96.5,86,6,82.7,363,708,213,4,13.4,1.66
Kyle Williams,128374,WR,WASH STATE,12,10.8,5,71.8,54.5,6,11,0,4.7,3,35,341,0,80.8,75.6,67.3,,69.5,0.4,2,2,63,0,0,511,6,61,96.3,492,10.2,52,116.9,85,6,89.4,457,842,321,5.3,13.8,1.71
Will Sheppard,124360,WR,VANDERBILT,12,12.5,4,55.3,48.3,14,29,0,16.1,9,33,333,0,42.7,57.9,68,,70.3,0,0,0,85,0,0,373,1,47,94.9,354,18.5,69,113.1,85,8,81.5,304,684,227,4.8,14.6,1.93
Ashtyn Hawkins,147222,WR,TEXAS ST,13,13.2,17,65.9,64.3,9,14,1,11.1,7,35,314,1,59.2,49.8,68.6,,70.5,0,0,2,48,0,0,479,2,56,96.9,464,34.7,166,102.6,85,3,65.3,313,890,309,5.5,15.9,1.92
KeAndre Lambert-Smith,129789,WR,PENN STATE,13,9.7,6,62.4,45.5,5,11,0,8.6,5,33,266,0,67.1,74.4,72.3,,74,0,0,0,72,0,0,368,2,53,95.4,351,32.9,121,102.7,85,4,67.1,247,673,336,6.3,12.7,1.92
Eric Singleton Jr.,170078,WR,GA TECH,12,14.9,1,57.1,25,3,12,0,7.7,4,30,176,0,58.7,74,72.1,63.8,73.8,0,0,5,58,0.3,1,315,2,48,95.2,300,24.1,76,84.1,84,6,75.2,237,714,234,4.9,14.9,2.38
Javon Baker,123904,WR,UCF,13,17.1,7,61.9,56.3,9,16,0,10.3,6,42,323,0,60.7,73.9,82.9,,84.3,0,0,3,86,0,0,377,2,52,94.2,355,27.1,102,118.7,84,7,72.9,275,1139,375,7.2,21.9,3.21
Jimmy Horn Jr.,144483,WR,COLORADO,12,8.2,13,69.9,50,3,6,0,12.1,8,29,143,0,55.2,79,58.4,,58.1,0.4,2,1,45,0,0,551,1,58,94.7,522,98.2,541,107.8,83,6,1.3,7,566,267,4.6,9.8,1.08
Jamaal Pritchett,155624,WR,S ALABAMA,13,11.2,25,67.5,57.1,8,14,0,5.1,3,41,288,0,78.3,76.6,76.1,,76.9,0,0,5,51,0,0,446,0,56,93.7,418,26.7,119,108.9,83,8,73.3,327,868,397,7.1,15.5,2.08
DeMeer Blankumsee,130613,WR,MEMPHIS,13,11.9,9,63.9,53.3,8,15,0,10.2,6,34,218,1,61.2,49.6,66.1,,67.3,0,0,3,70,0,0,438,1,53,95.2,417,92.9,407,113.3,83,7,6.8,30,896,357,6.7,16.9,2.15
Corey Rucker,121539,WR,ARK STATE,13,17.3,5,45.1,32,8,25,0,17.8,8,29,113,0,38.5,39.2,69.3,,69.9,0,0,4,68,0,0,342,0,37,95,325,11.1,38,63.5,82,2,88.6,303,709,234,6.3,19.2,2.18
Bub Means,98847,WR,PITTSBURGH,12,17.7,3,50,50,11,22,0,4.7,2,27,268,1,78.1,40.2,71.1,,72,0,0,2,75,0,0,349,3,41,96.3,336,9.5,33,94.5,82,6,90.5,316,718,215,5.2,17.5,2.14
CJ Daniels,123874,WR,LIBERTY,14,15.9,12,67.1,88.9,8,9,0,9.8,6,41,206,1,62.4,51.7,87.1,,88.8,0.3,1,1,75,0,0,286,3,55,94.4,270,31.1,89,144.6,82,10,68.5,196,1064,323,5.9,19.3,3.94
Jared Brown,147081,WR,COAST CAR,12,5.5,27,72.8,41.7,5,12,0,3.3,2,26,141,0,86,82.2,80.7,,76.3,0,0,0,59,0,0,332,0,59,92.2,306,92.8,308,117.4,81,4,6.6,22,742,572,9.7,12.6,2.42
Nick Nash,98679,WR,S JOSE ST,13,16.8,7,59.3,38.1,8,21,0,5.9,3,29,285,1,75.4,46.7,68.3,,69,0.2,1,3,58,0,0,440,2,48,93.4,411,8.4,37,106.4,81,8,91.4,402,728,154,3.2,15.2,1.77
Jerjuan Newton,97308,WR,TOLEDO,14,12.9,8,65.4,45.5,10,22,0,3.6,2,37,316,1,77.7,52.1,71.1,,71,1.2,5,1,42,0,0,414,2,53,92.8,384,26.1,108,124.4,81,9,72.7,301,698,211,4,13.2,1.82
Tai Felton,144886,WR,MARYLAND,13,14.6,18,59.3,30.8,4,13,0,5.9,3,31,215,3,75.4,20.1,64.2,62.1,65,0,0,4,57,0.2,1,416,1,48,95,395,22.4,93,93.2,81,6,77.6,323,732,311,6.5,15.3,1.85
Trayvon Rudolph,130577,WR,N ILLINOIS,13,9,11,64.2,38.9,7,18,1,8.8,5,25,254,0,61.5,64.4,70.8,,68,0,0,1,72,0,0,303,1,52,93.7,284,31.7,96,86.5,81,2,67.7,205,541,326,6.3,10.4,1.9
Jeshaun Jones,84283,WR,MARYLAND,13,9.8,9,70.4,55.6,5,9,0,8.1,5,35,215,0,69.3,80.9,74.4,61.1,75.6,0,0,2,64,0.2,1,410,3,57,94.4,387,88,361,108.1,81,4,12,49,800,436,7.6,14,2.07
