player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyler Lockett,9502,WR,SEA,16,133,0,29,9.9,3,72.5,66.7,2,3,6.5,2,21,0,66.6,77.3,0,39,0.0,0,199,29,93.5,186,134.4,40,21.5,5,310,125,4.3,10.7,1.67,0,10.6,1,74.1,57.1,4,7,7.4,5,31,1,65.8,70.5,1,47,0.0,0,423,63,95.7,405,100.0,85,21.0,2,677,189,3.0,10.7,1.67
Tyreek Hill,10799,WR,KC,15,131,0,16,15.1,3,61.9,57.1,4,7,10.3,3,24,0,55.3,84.9,1,54,0.5,1,202,26,91.6,185,127.2,42,22.7,8,442,165,6.3,17.0,2.39,0,13.1,11,67.1,42.9,3,7,10.2,6,29,0,54.0,75.7,0,75,0.0,0,377,53,95.5,360,114.6,79,21.9,4,754,235,4.4,14.2,2.09
Amari Cooper,9437,WR,DAL,16,128,0,9,10.6,3,64.6,83.3,5,6,6.1,2,22,0,68.1,85.6,0,69,0.0,0,174,31,96.6,168,119.7,48,28.6,3,495,185,6.0,16.0,2.95,0,9.1,5,76.7,44.4,4,9,1.8,1,28,0,88.6,69.1,3,58,0.0,0,428,56,97.0,415,82.6,73,17.6,0,590,218,3.9,10.5,1.42
Terry McLaurin,48229,WR,WAS,15,128,0,32,10.2,1,64.4,41.7,5,12,3.3,1,24,0,77.5,81.6,1,39,0.0,0,202,29,92.6,187,100.7,45,24.1,2,425,178,6.1,14.7,2.27,0,9.5,13,71.4,50.0,4,8,1.8,1,27,1,88.2,72.8,2,68,0.0,0,394,55,97.7,385,96.3,77,20.0,2,682,306,5.6,12.4,1.77
JuJu Smith-Schuster,11817,WR,PIT,16,125,0,25,5.3,1,73.9,63.6,7,11,5.6,2,22,1,72.6,70.6,1,26,0.0,0,254,34,90.6,230,114.5,46,20.0,5,261,138,4.1,7.7,1.13,0,6.2,3,78.7,33.3,5,15,1.7,1,22,1,89.5,63.6,4,31,0.0,0,393,59,95.9,377,81.6,75,19.9,2,508,240,4.1,8.6,1.35
D.K. Metcalf,47864,WR,SEA,16,124,0,29,14.1,8,59.1,53.8,7,13,10.3,3,23,0,65.0,88.1,2,54,0.0,0,196,26,93.4,183,110.7,44,24.0,6,409,130,5.0,15.7,2.23,0,13.8,9,72.4,41.7,5,12,9.8,6,39,1,54.2,77.8,2,62,0.7,3,429,55,95.6,410,117.1,76,18.5,4,877,238,4.3,15.9,2.14
Justin Jefferson,61398,WR,MIN,16,121,0,18,13.4,6,76.2,66.7,6,9,3.0,1,25,0,78.9,92.5,0,71,0.0,0,159,32,90.6,144,149.4,42,29.2,4,576,145,4.5,18.0,4.0,0,11.4,7,74.3,50.0,6,12,5.2,3,33,1,74.5,82.9,4,54,0.0,0,366,55,94.8,347,101.1,74,21.3,3,819,305,5.5,14.9,2.36
Robert Woods,7822,WR,LA,16,119,0,26,8.4,2,64.3,66.7,2,3,5.3,1,11,0,69.6,65.6,1,35,0.6,1,177,18,96.0,170,92.4,28,16.5,2,187,91,5.1,10.4,1.1,0,6.5,6,77.5,30.0,3,10,4.6,3,32,0,77.6,70.6,2,56,2.1,8,389,62,95.4,371,99.4,80,21.6,2,668,363,5.9,10.8,1.8
Cooper Kupp,11824,WR,LA,15,118,0,26,6.9,6,71.8,50.0,2,4,6.7,2,22,0,65.8,80.5,2,49,0.7,1,143,28,95.1,136,93.9,39,28.7,2,339,167,6.0,12.1,2.49,0,6.0,15,81.4,100.0,3,3,3.4,2,21,0,82.0,73.4,1,55,2.2,8,356,57,94.7,337,99.8,70,20.8,1,576,349,6.1,10.1,1.71
Brandin Cooks,8655,WR,HST,15,115,0,13,13.8,1,51.3,46.2,6,13,13.0,3,14,0,46.4,69.8,3,57,0.0,0,197,20,91.9,181,79.9,39,21.5,3,388,173,8.7,19.4,2.14,0,11.8,2,80.0,0.0,0,5,3.4,2,33,0,82.1,81.1,1,50,0.0,0,350,56,98.0,343,116.0,70,20.4,3,689,140,2.5,12.3,2.01
Marvin Jones Jr.,7158,WR,DET,16,114,0,11,11.6,2,59.4,77.8,7,9,0.0,0,14,0,83.2,71.3,3,25,0.0,0,167,19,90.4,151,52.1,32,21.2,1,224,37,1.9,11.8,1.48,0,13.7,4,70.3,46.2,6,13,7.1,4,34,0,66.7,74.3,1,43,0.2,1,447,52,94.9,424,118.3,74,17.5,5,724,160,3.1,13.9,1.71
DJ Moore,48267,WR,CAR,15,113,0,5,11.5,6,56.3,44.4,4,9,18.2,4,15,0,46.4,73.1,1,57,0.0,0,166,18,88.0,146,115.2,32,21.9,3,369,149,8.3,20.5,2.53,0,14.9,9,61.8,50.0,7,14,6.0,3,37,0,69.8,79.8,5,74,0.0,0,370,47,97.0,359,74.8,76,21.2,1,807,232,4.9,17.2,2.25
Jerry Jeudy,61103,WR,DEN,16,110,0,10,13.0,2,38.5,11.1,1,9,28.6,6,12,0,27.7,58.2,2,22,0.0,0,178,15,93.3,166,34.5,39,23.5,0,203,57,3.8,13.5,1.22,0,15.0,5,52.3,61.5,8,13,12.8,5,24,1,44.1,69.4,3,92,0.0,0,324,34,96.3,312,79.8,65,20.8,3,593,182,5.4,17.4,1.9
CeeDee Lamb,61570,WR,DAL,16,109,0,9,8.2,1,50.0,33.3,2,6,21.1,4,12,0,29.5,66.8,1,52,0.7,1,141,15,95.7,135,78.8,30,22.2,2,192,77,5.1,12.8,1.42,0,10.0,5,78.9,42.9,3,7,5.1,3,32,1,67.8,73.3,1,45,0.8,3,369,56,95.9,354,111.5,71,20.1,2,704,235,4.2,12.6,1.99
Russell Gage,44771,WR,ATL,16,108,0,2,8.7,4,60.5,36.4,4,11,3.7,1,21,0,74.9,79.1,1,27,0.0,0,184,26,88.0,162,78.7,43,26.5,1,291,125,4.8,11.2,1.8,0,9.4,7,73.3,55.6,5,9,12.0,6,27,0,45.9,68.1,0,35,0.6,2,325,44,96.3,313,107.7,60,19.2,2,481,157,3.6,10.9,1.54
Tyler Boyd,10689,WR,CIN,15,108,0,7,10.1,1,64.4,33.3,3,9,3.3,1,22,0,77.3,87.4,3,72,0.0,0,169,29,92.9,157,81.6,45,28.7,2,419,209,7.2,14.4,2.67,0,7.7,5,80.0,50.0,2,4,0.0,0,20,1,90.4,66.7,1,23,0.3,1,334,48,96.4,322,93.5,60,18.6,1,406,145,3.0,8.5,1.26
Mike Evans,8642,WR,TB,16,108,0,30,10.6,0,60.5,41.7,5,12,10.3,3,24,0,54.0,80.6,0,32,0.0,0,175,26,90.9,159,121.1,43,27.0,8,300,94,3.6,11.5,1.89,0,14.7,5,68.3,100.0,4,4,10.9,5,29,0,50.6,70.7,2,50,0.0,0,366,41,94.8,347,108.0,60,17.3,3,665,158,3.9,16.2,1.92
J.D. McKissic,11047,HB,WAS,16,106,0,32,1.8,2,60.9,0.0,0,1,17.6,3,10,1,38.4,53.3,2,13,20.4,30,147,14,72.8,107,38.9,23,21.5,0,123,111,7.9,8.8,1.15,0,1.7,10,79.5,28.6,2,7,1.5,1,22,1,90.1,76.9,1,29,11.1,35,315,66,87.3,275,93.1,83,30.2,2,466,394,6.0,7.1,1.69
Adam Thielen,8288,WR,MIN,15,106,0,18,14.2,0,66.7,53.3,8,15,4.3,1,16,0,85.3,90.5,0,51,0.0,0,159,22,89.9,143,133.3,33,23.1,6,286,70,3.2,13.0,2.0,0,11.5,4,72.3,30.0,3,10,7.8,4,30,0,63.8,78.0,3,39,0.0,0,347,47,94.8,329,103.1,65,19.8,4,616,154,3.3,13.1,1.87
Tee Higgins,61211,WR,CIN,16,105,0,7,13.8,1,64.1,58.8,10,17,10.7,3,23,1,47.7,85.2,1,30,3.0,5,168,25,89.3,150,120.4,39,26.0,5,337,77,3.1,13.5,2.25,0,11.9,4,64.5,11.8,2,17,4.8,2,27,0,74.3,70.9,0,67,0.0,0,331,40,96.7,320,98.0,62,19.4,1,547,213,5.3,13.7,1.71
Logan Thomas,8755,TE,WAS,16,105,0,32,6.4,1,60.7,41.7,5,12,10.5,2,10,0,54.5,60.5,2,15,5.3,11,206,17,86.4,178,81.4,28,15.7,4,127,58,3.4,7.5,0.71,0,8.0,5,73.6,45.5,5,11,5.4,3,25,0,73.5,65.2,2,30,4.4,19,435,53,93.8,408,91.4,72,17.6,2,523,234,4.4,9.9,1.28
Alvin Kamara,11822,HB,NO,15,103,0,20,4.1,3,68.4,33.3,1,3,13.3,2,6,0,49.6,71.0,0,29,13.3,13,98,13,82.7,81,96.2,19,23.5,1,89,76,5.8,6.8,1.1,0,0.1,16,82.2,66.7,2,3,7.7,5,24,0,71.6,86.4,1,52,6.2,16,257,60,89.9,231,103.8,73,31.6,2,591,569,9.5,9.9,2.56
Chase Claypool,42312,WR,PIT,16,103,0,25,13.9,6,60.5,41.7,5,12,3.7,1,19,2,76.3,76.6,0,36,0.0,0,174,26,87.4,152,111.2,43,28.3,3,366,148,5.7,14.1,2.41,0,14.9,3,62.0,25.0,3,12,3.1,1,17,1,78.0,72.5,0,84,0.0,0,268,31,95.9,257,112.9,50,19.5,3,470,172,5.5,15.2,1.83
Evan Engram,11778,TE,NYG,16,102,0,21,8.6,4,66.7,33.3,2,6,4.0,1,17,0,75.5,76.2,2,53,2.6,5,190,24,87.4,166,80.2,36,21.7,1,315,133,5.5,13.1,1.9,0,6.8,2,58.5,13.3,2,15,15.6,7,15,1,33.7,52.3,4,21,6.0,21,348,38,91.4,318,46.4,65,20.4,0,332,148,3.9,8.7,1.04
Cole Beasley,7330,WR,BUF,15,101,0,4,7.6,1,74.3,80.0,4,5,0.0,0,17,0,86.5,76.1,0,27,0.0,0,206,26,90.8,187,126.6,35,18.7,3,286,104,4.0,11.0,1.53,0,8.2,2,85.5,100.0,4,4,1.9,1,34,0,87.2,88.3,2,35,0.0,0,266,53,93.2,248,97.3,62,25.0,0,656,240,4.5,12.4,2.65
A.J. Green,6156,WR,CIN,16,101,0,7,12.5,1,47.2,61.5,8,13,5.6,1,12,0,69.0,66.6,2,33,0.0,0,177,17,93.2,165,51.5,36,21.8,1,207,39,2.3,12.2,1.25,0,15.1,3,50.0,44.0,11,25,6.3,2,22,0,69.0,66.1,1,19,0.0,0,331,30,96.7,320,64.3,60,18.8,1,316,44,1.5,10.5,0.99
A.J. Brown,48327,WR,TEN,14,101,0,31,10.9,3,73.5,80.0,12,15,7.7,3,31,0,54.3,92.1,2,69,0.0,0,174,36,91.4,159,130.3,49,30.8,6,522,173,4.8,14.5,3.28,0,12.3,9,63.0,20.0,2,10,12.1,4,20,1,47.8,71.1,0,73,0.0,0,226,29,97.8,221,107.0,46,20.8,1,498,222,7.7,17.2,2.25
DeVante Parker,9447,WR,MIA,14,100,0,17,11.2,3,63.3,68.2,15,22,8.8,3,24,1,68.1,87.3,2,31,0.0,0,164,31,92.7,152,85.6,49,32.2,2,402,77,2.5,13.0,2.64,0,10.1,4,63.3,45.5,5,11,8.8,3,20,0,58.8,68.0,0,23,0.0,0,294,31,95.6,281,94.7,49,17.4,1,389,93,3.0,12.5,1.38
Michael Gallup,26075,WR,DAL,16,98,0,9,12.8,0,53.1,50.0,4,8,10.5,2,17,0,54.5,72.4,0,55,0.0,0,179,17,96.6,173,109.1,32,18.5,3,242,90,5.3,14.2,1.4,0,12.9,6,64.1,62.5,5,8,10.9,5,27,0,44.4,64.5,0,52,0.0,0,439,41,96.8,425,104.8,64,15.1,2,598,161,3.9,14.6,1.41
Jarvis Landry,8698,WR,CLV,15,96,0,8,11.0,2,64.0,66.7,4,6,11.1,2,12,0,52.8,65.6,0,28,0.7,1,146,16,87.7,128,115.8,25,19.5,2,202,77,4.8,12.6,1.58,0,7.7,3,81.5,81.8,9,11,5.4,3,33,1,73.4,87.8,1,32,0.8,2,258,53,95.0,245,100.6,65,26.5,0,630,263,5.0,11.9,2.57
T.J. Hockenson,40912,TE,DET,16,96,0,11,9.1,1,65.6,50.0,3,6,8.7,2,14,0,72.1,82.2,1,51,8.4,12,143,21,83.9,120,104.8,32,26.7,3,229,78,3.7,10.9,1.91,0,6.7,6,72.7,66.7,2,3,11.1,5,21,0,50.7,67.8,2,35,10.1,35,347,40,86.5,300,80.7,55,18.3,0,438,218,5.5,11.0,1.46
Marquise Brown,61568,WR,BLT,16,95,0,3,14.4,0,37.5,0.0,0,5,25.0,2,5,0,31.8,55.4,2,44,0.0,0,118,6,94.1,111,66.4,16,14.4,2,127,34,5.7,21.2,1.14,0,13.8,5,65.3,40.0,2,5,7.8,4,25,0,63.0,73.1,2,70,0.0,0,321,47,96.0,308,90.0,72,23.4,2,620,236,5.0,13.2,2.01
Darius Slayton,25578,WR,NYG,16,94,0,21,15.7,1,47.1,36.4,4,11,15.8,3,15,0,41.9,69.7,1,40,0.0,0,193,16,91.7,177,70.5,34,19.2,1,258,51,3.2,16.1,1.46,0,13.5,5,57.4,27.3,3,11,8.8,3,23,1,58.8,64.1,0,41,0.0,0,359,31,96.1,345,92.4,54,15.7,1,471,105,3.4,15.2,1.37
Darnell Mooney,48236,WR,CHI,16,94,0,6,12.3,3,56.0,0.0,0,3,0.0,0,6,0,81.1,59.7,0,50,0.0,0,168,14,95.2,160,72.8,25,15.6,0,144,68,4.9,10.3,0.9,0,12.3,13,66.1,40.0,4,10,4.7,2,23,1,74.3,67.6,1,53,0.0,0,336,41,97.9,329,85.6,62,18.8,1,443,184,4.5,10.8,1.35
Brandon Aiyuk,84109,WR,SF,12,93,0,28,10.9,3,58.6,0.0,0,4,10.5,2,12,0,54.3,71.0,2,35,0.7,1,140,17,90.0,126,82.5,29,23.0,3,180,85,5.0,10.6,1.43,0,9.8,6,69.0,20.0,2,10,4.8,2,28,0,82.2,82.5,2,49,0.0,0,296,40,97.6,289,84.3,58,20.1,0,544,179,4.5,13.6,1.88
Curtis Samuel,11795,WR,CAR,15,93,0,5,8.4,5,71.4,50.0,2,4,9.1,2,13,0,46.6,77.6,1,29,0.0,0,120,20,87.5,105,117.4,28,26.7,3,235,101,5.1,11.8,2.24,0,7.3,1,88.1,71.4,5,7,5.5,3,25,1,72.9,74.8,0,44,0.6,2,313,52,97.1,304,108.1,59,19.4,0,586,222,4.3,11.3,1.93
DJ Chark Jr.,47702,WR,JAX,13,92,0,15,13.1,0,63.3,54.5,6,11,5.0,1,16,0,69.9,73.3,0,27,0.0,0,163,19,93.9,153,99.4,30,19.6,1,241,54,2.8,12.7,1.58,0,15.2,0,55.2,38.5,5,13,11.1,4,19,0,50.8,66.7,5,73,0.0,0,308,32,97.4,300,55.8,58,19.3,2,448,115,3.6,14.0,1.49
T.Y. Hilton,7092,WR,IND,15,91,0,14,11.2,1,58.1,37.5,3,8,10.0,2,16,0,58.1,71.5,0,28,0.0,0,169,18,92.3,156,103.6,31,19.9,2,235,60,3.3,13.1,1.51,0,13.9,3,63.6,40.0,4,10,5.4,2,24,0,70.8,74.4,3,50,0.0,0,270,35,94.4,255,77.2,55,21.6,1,511,130,3.7,14.6,2.0
Corey Davis,11760,WR,TEN,14,90,0,31,12.1,2,71.8,87.5,7,8,9.7,3,20,1,65.8,79.2,0,37,0.0,0,162,28,92.6,150,118.4,39,26.0,2,369,87,3.1,13.2,2.46,0,13.1,4,70.8,37.5,3,8,2.9,1,26,0,80.4,84.1,0,75,0.0,0,219,34,98.2,215,119.3,48,22.3,1,590,192,5.6,17.4,2.74
Noah Fant,42388,TE,DEN,15,89,0,10,9.2,2,73.9,50.0,2,4,0.0,0,12,0,82.7,89.6,1,37,9.0,13,145,17,84.8,123,102.6,23,18.7,1,235,120,7.1,13.8,1.91,0,6.1,8,68.3,40.0,4,10,6.8,3,21,0,66.2,72.3,1,32,7.0,20,285,41,88.8,253,86.5,60,23.7,1,416,245,6.0,10.1,1.64
Sterling Shepard,10674,WR,NYG,12,88,0,21,9.0,3,69.2,50.0,3,6,6.9,2,14,0,67.5,75.9,0,29,0.0,0,149,27,90.6,135,96.6,39,28.9,1,265,97,3.6,9.8,1.96,0,8.3,2,78.7,57.1,4,7,0.0,0,21,0,90.0,75.1,1,24,0.0,0,232,37,96.1,223,98.6,47,21.1,1,380,100,2.7,10.3,1.7
Mark Andrews,47436,TE,BLT,14,88,0,3,11.2,1,61.9,62.5,5,8,7.1,1,10,0,64.4,73.6,0,25,0.0,0,100,13,95.0,95,98.7,21,22.1,1,147,38,2.9,11.3,1.55,0,10.9,3,71.2,53.3,8,15,4.5,2,25,2,75.0,84.2,1,39,0.4,1,241,42,96.3,232,114.8,59,25.4,4,536,142,3.4,12.8,2.31
Hunter Henry,10669,TE,LAC,14,87,0,27,9.1,1,55.9,54.5,6,11,5.0,1,11,0,69.6,64.7,0,22,14.4,28,195,19,81.0,158,82.0,34,21.5,1,192,63,3.3,10.1,1.22,0,7.8,7,78.7,71.4,5,7,5.1,2,21,0,72.7,67.5,1,33,13.4,47,350,37,83.1,291,94.1,47,16.2,0,409,170,4.6,11.1,1.41
Eric Ebron,8645,TE,PIT,15,85,0,25,8.6,0,75.0,50.0,2,4,12.5,3,16,0,50.6,66.0,0,27,7.3,15,205,21,82.0,168,111.2,28,16.7,1,233,74,3.5,11.1,1.39,0,7.5,1,62.7,42.9,3,7,11.1,4,11,1,51.6,51.2,1,24,2.4,7,296,32,92.9,275,77.4,51,18.5,1,302,106,3.3,9.4,1.1
Hayden Hurst,47294,TE,ATL,16,85,0,2,6.0,0,66.7,50.0,3,6,0.0,0,7,0,79.4,56.0,0,35,3.7,7,191,12,83.2,159,125.7,18,11.3,3,123,67,5.6,10.3,0.77,0,7.4,3,68.3,50.0,6,12,4.7,2,25,0,75.6,66.3,2,42,4.5,16,353,41,92.4,326,81.0,60,18.4,1,437,181,4.4,10.7,1.34
Dalton Schultz,47304,TE,DAL,16,85,0,9,4.7,1,70.6,50.0,1,2,7.7,1,10,0,61.8,59.5,0,28,11.9,22,185,12,85.4,158,112.6,17,10.8,1,131,78,6.5,10.9,0.83,0,7.2,11,75.4,50.0,4,8,3.9,2,22,1,78.7,66.7,2,26,7.5,30,399,49,90.0,359,97.7,65,18.1,3,471,194,4.0,9.6,1.31
Jamison Crowder,9538,WR,NYJ,12,83,0,22,7.5,6,72.2,25.0,1,4,3.7,1,17,0,75.5,76.3,1,69,0.0,0,173,26,92.5,160,125.9,36,22.5,4,330,174,6.7,12.7,2.06,0,7.5,1,70.5,20.0,1,5,3.1,1,13,0,78.0,69.5,2,52,0.0,0,218,31,97.2,212,74.3,44,20.8,0,343,156,5.0,11.1,1.62
Keelan Cole Sr.,51593,WR,JAX,16,83,0,15,13.3,0,53.8,57.1,4,7,6.7,1,11,0,64.4,66.2,1,35,0.0,0,196,14,93.4,183,91.5,26,14.2,2,218,35,2.5,15.6,1.19,0,11.2,4,74.5,66.7,4,6,9.5,4,20,0,57.0,60.8,0,51,0.0,0,372,38,98.1,365,97.3,51,14.0,0,405,140,3.7,10.7,1.11
Chris Godwin,11839,WR,TB,12,83,0,30,11.2,1,66.7,57.1,4,7,11.1,2,15,0,52.8,69.6,0,46,0.0,0,157,16,90.4,142,127.1,24,16.9,2,240,65,4.1,15.0,1.69,0,9.8,3,83.3,80.0,4,5,0.0,0,21,1,90.2,78.6,1,47,0.8,2,264,40,95.8,253,103.7,48,19.0,0,527,215,5.4,13.2,2.08
Nelson Agholor,9453,WR,LV,16,82,0,23,14.4,2,57.1,55.6,5,9,15.8,3,14,0,41.6,75.9,0,85,0.0,0,141,16,92.2,130,134.1,28,21.5,4,301,98,6.1,18.8,2.32,0,16.5,5,63.3,60.0,3,5,11.4,4,23,0,51.6,74.2,3,59,0.0,0,292,31,94.9,277,106.7,49,17.7,4,590,144,4.6,19.0,2.13
Mike Gesicki,47153,TE,MIA,15,82,0,17,11.4,1,62.1,61.5,8,13,10.0,2,12,0,55.6,70.5,1,23,1.8,3,165,18,90.9,150,102.7,29,19.3,3,200,50,2.8,11.1,1.33,0,11.3,1,70.2,50.0,7,14,2.9,1,22,0,79.9,80.9,2,70,1.5,4,275,33,94.9,261,91.3,47,18.0,1,466,125,3.8,14.1,1.79
Mike Williams,11762,WR,LAC,15,81,0,27,14.7,0,56.1,47.4,9,19,4.2,1,16,0,73.0,77.9,1,39,0.0,0,177,23,92.7,164,87.0,41,25.0,2,316,83,3.6,13.7,1.93,0,17.2,1,66.7,62.5,5,8,0.0,0,18,0,85.7,69.5,1,64,0.0,0,298,24,97.3,290,115.0,36,12.4,2,436,71,3.0,18.2,1.5
Emmanuel Sanders,5606,WR,NO,14,81,0,20,6.7,1,75.0,0.0,0,1,6.3,1,5,1,66.7,62.9,1,23,0.0,0,106,15,96.2,102,100.6,20,19.6,2,113,46,3.1,7.5,1.11,0,10.7,2,75.5,66.7,4,6,7.0,3,24,0,65.5,76.9,1,51,0.0,0,246,40,96.7,238,108.6,53,22.3,1,575,117,2.9,14.4,2.42
Greg Ward,12258,WR,PHI,16,78,0,24,6.8,2,62.5,63.6,7,11,7.4,2,13,0,64.1,66.6,1,17,0.0,0,207,25,89.9,186,95.4,40,21.5,4,176,48,1.9,7.0,0.95,0,5.4,3,72.2,0.0,0,1,3.7,1,9,1,75.1,53.9,1,32,1.3,4,313,26,93.9,294,96.2,36,12.2,2,233,111,4.3,9.0,0.79
Jakobi Meyers,47468,WR,NE,14,78,0,19,10.3,4,70.0,50.0,1,2,8.7,2,15,1,61.3,78.6,0,35,0.8,1,126,21,92.1,116,102.9,30,25.9,0,306,119,5.7,14.6,2.64,0,10.7,2,79.2,75.0,3,4,2.6,1,22,0,82.3,76.3,2,31,0.0,0,210,38,94.8,199,86.0,48,24.1,0,423,103,2.7,11.1,2.13
