player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ja'Marr Chase,84270,WR,CIN,16,141,0,7,8.1,1,76.7,77.8,7,9,0.0,0,17,0,84.9,81.4,0,76,0.0,0,148,23,93.9,139,144.6,30,21.6,5,281,156,6.8,12.2,2.02,0,9.4,13,72.7,28.6,4,14,3.0,2,38,1,85.0,85.7,2,63,0.0,0,357,64,95.8,342,92.4,88,25.7,1,748,329,5.1,11.7,2.19
Evan Engram,11778,TE,JAX,17,140,0,15,6.0,5,67.9,66.7,2,3,9.5,2,14,0,59.2,78.6,3,34,4.8,7,146,19,83.6,122,76.6,28,23.0,2,227,144,7.6,11.9,1.86,0,4.9,8,86.2,66.7,4,6,4.7,4,27,3,79.1,68.8,0,28,2.8,12,425,81,93.4,397,98.3,94,23.7,1,634,318,3.9,7.8,1.6
Chris Olave,84355,WR,NO,16,138,0,20,14.1,1,58.8,66.7,6,9,9.1,2,17,0,59.2,89.1,0,51,0.0,0,127,20,94.5,120,127.3,34,28.3,3,382,112,5.6,19.1,3.18,0,13.2,3,64.0,28.6,4,14,6.8,4,34,0,67.2,75.9,3,42,0.0,0,349,55,97.4,340,78.8,86,25.3,2,624,208,3.8,11.3,1.84
Adam Thielen,8288,WR,CAR,17,136,0,5,8.6,1,76.1,33.3,2,6,0.0,0,25,1,89.7,83.2,1,30,1.0,2,198,35,89.9,178,113.2,46,25.8,3,387,160,4.6,11.1,2.17,0,8.2,2,78.1,80.0,4,5,5.0,3,28,1,75.0,71.4,0,32,0.5,2,385,57,96.1,370,102.6,73,19.7,1,550,153,2.7,9.6,1.49
DeAndre Hopkins,7808,WR,TEN,17,133,0,31,14.4,2,56.0,50.0,2,4,0.0,0,12,0,80.6,80.1,1,38,0.0,0,106,14,85.8,91,89.1,25,27.5,2,182,37,2.6,13.0,2.0,0,15.5,4,57.0,16.7,3,18,5.4,3,31,0,74.1,83.0,5,61,0.0,0,328,53,93.9,308,76.5,93,30.2,4,780,169,3.2,14.7,2.53
DJ Moore,48267,WR,CHI,17,132,0,6,15.3,5,66.7,50.0,5,10,3.2,1,24,1,77.3,91.2,1,58,0.0,0,163,30,95.1,155,130.1,45,29.0,4,598,251,8.4,19.9,3.86,0,10.2,11,75.7,60.0,9,15,0.0,0,34,0,90.6,80.7,1,36,0.0,0,373,56,96.8,361,107.0,74,20.5,2,683,256,4.6,12.2,1.89
Calvin Ridley,48262,WR,JAX,17,132,0,15,16.5,1,46.9,40.0,2,5,11.8,2,11,0,51.2,69.2,1,45,0.0,0,152,15,88.8,135,78.8,32,23.7,2,229,53,3.5,15.3,1.7,0,13.1,3,62.7,42.9,6,14,7.1,4,31,1,66.6,70.5,3,59,0.0,0,428,52,95.8,410,90.0,83,20.2,4,691,138,2.7,13.3,1.69
Terry McLaurin,48229,WR,WAS,17,128,0,32,15.9,0,48.8,58.3,7,12,13.0,3,17,0,46.6,74.1,1,48,0.0,0,218,20,93.6,204,79.0,41,20.1,1,377,98,4.9,18.9,1.85,0,10.3,7,69.6,45.5,5,11,2.0,1,26,0,90.4,71.6,2,36,0.0,0,365,48,95.6,349,88.6,69,19.8,2,512,211,4.4,10.7,1.47
Mike Evans,8642,WR,TB,17,127,0,30,13.1,0,58.6,66.7,6,9,10.5,2,17,0,54.3,86.9,0,40,0.0,0,95,17,89.5,85,129.9,29,34.1,5,274,67,3.9,16.1,3.22,0,16.1,4,65.8,47.4,9,19,1.9,1,32,0,87.2,84.5,3,75,0.0,0,347,52,95.7,332,121.1,79,23.8,8,877,224,4.3,16.9,2.64
T.J. Hockenson,40912,TE,MIN,15,124,0,18,10.1,2,77.8,45.5,5,11,0.0,0,15,0,84.1,86.9,0,29,6.2,8,130,21,88.5,115,118.7,27,23.5,1,257,80,3.8,12.2,2.23,0,6.6,1,75.6,18.2,2,11,7.5,5,27,1,66.3,75.7,1,28,4.4,15,339,62,90.9,308,100.3,82,26.6,3,552,211,3.4,8.9,1.79
Chris Godwin,11839,WR,TB,17,123,0,30,10.4,1,55.6,66.7,4,6,0.0,0,8,0,79.4,70.6,0,32,1.0,1,102,10,88.2,90,100.7,18,20.0,1,146,66,6.6,14.6,1.62,0,10.1,3,80.3,75.0,12,16,3.4,2,36,0,82.4,82.9,1,47,0.0,0,362,57,95.3,345,107.7,71,20.6,1,719,246,4.3,12.6,2.08
Amari Cooper,9437,WR,CLV,15,122,0,8,14.1,0,66.7,87.5,7,8,0.0,0,14,0,82.7,80.7,0,26,0.0,0,112,18,91.1,102,113.5,27,26.5,2,202,27,1.5,11.2,1.98,0,14.9,4,60.5,40.0,6,15,7.5,4,34,2,50.1,79.8,5,75,0.3,1,374,49,94.9,355,90.3,81,22.8,3,995,237,4.8,20.3,2.8
David Njoku,11784,TE,CLV,16,120,0,8,3.2,3,78.9,50.0,1,2,6.3,1,8,0,65.6,72.6,0,43,9.7,11,113,15,79.6,90,137.5,19,21.1,2,163,123,8.2,10.9,1.81,0,4.6,16,70.4,58.3,7,12,6.6,4,22,2,62.9,71.0,3,41,10.6,42,396,57,85.1,337,84.7,81,24.0,2,606,438,7.7,10.6,1.8
Sam LaPorta,101690,TE,DET,17,118,0,11,7.9,2,67.7,60.0,6,10,8.7,2,15,0,59.2,74.8,0,35,10.6,15,141,21,84.4,119,98.2,31,26.1,1,215,73,3.5,10.2,1.81,0,7.2,8,74.7,60.0,3,5,6.7,4,28,0,68.8,83.7,3,48,9.3,31,333,56,87.7,292,112.9,75,25.7,7,614,263,4.7,11.0,2.1
Tyler Lockett,9502,WR,SEA,17,117,0,29,11.3,0,57.1,50.0,4,8,15.8,3,9,0,43.5,67.7,2,23,0.0,0,147,16,91.2,134,64.7,28,20.9,2,141,21,1.3,8.8,1.05,0,11.7,2,71.1,11.1,1,9,1.8,1,32,0,81.4,76.8,2,37,0.0,0,367,54,94.3,346,84.3,76,22.0,0,620,182,3.4,11.5,1.79
Travis Kelce,7844,TE,KC,15,117,0,16,6.8,1,80.0,50.0,2,4,9.1,2,12,0,61.3,78.6,1,53,4.8,7,147,20,86.4,127,111.3,25,19.7,2,208,101,5.1,10.4,1.64,0,7.1,10,79.7,22.2,2,9,4.5,3,32,1,78.7,83.5,1,40,3.4,11,320,63,93.1,298,98.3,79,26.5,0,699,332,5.3,11.1,2.35
D.K. Metcalf,47864,WR,SEA,16,112,0,29,13.5,2,50.0,33.3,6,18,16.0,4,17,0,37.3,80.9,0,43,0.0,0,142,21,91.5,130,98.3,42,32.3,3,310,69,3.3,14.8,2.38,0,14.5,9,65.5,22.2,2,9,2.7,1,26,0,80.8,76.3,4,73,0.0,0,358,36,94.1,337,88.1,55,16.3,2,655,258,7.2,18.2,1.94
DeVonta Smith,61100,WR,PHI,16,112,0,24,11.4,2,70.4,28.6,2,7,9.5,2,10,0,58.1,68.9,1,36,0.0,0,174,19,90.8,158,118.1,27,17.1,4,215,78,4.1,11.3,1.36,0,12.5,4,76.4,54.5,6,11,3.5,2,31,1,81.0,73.4,1,63,0.0,0,376,55,97.9,368,111.3,72,19.6,2,728,201,3.7,13.2,1.98
Nico Collins,61441,WR,HST,15,109,0,13,10.6,4,80.0,100.0,2,2,4.8,1,15,0,71.3,91.6,1,52,0.0,0,80,20,92.5,74,141.7,25,33.8,3,318,138,6.9,15.9,4.3,0,11.2,15,73.1,42.9,3,7,3.9,2,33,1,79.6,86.3,0,52,0.0,0,282,49,95.0,268,124.0,67,25.0,3,740,327,6.7,15.1,2.76
Drake London,86519,WR,ATL,16,106,0,2,12.1,1,51.7,27.3,3,11,6.3,1,11,0,66.7,72.7,1,29,0.0,0,104,15,88.5,92,80.1,29,31.5,2,183,57,3.8,12.2,1.99,0,12.1,3,69.2,61.9,13,21,4.3,2,32,0,68.8,78.9,2,45,0.0,0,351,45,97.2,341,87.8,65,19.1,0,637,116,2.6,14.2,1.87
Jakobi Meyers,47468,WR,LV,16,106,0,23,10.9,0,62.5,20.0,1,5,11.8,2,10,0,51.8,61.4,1,24,0.0,0,147,15,91.2,134,103.8,24,17.9,3,158,57,3.8,10.5,1.18,0,9.4,7,64.1,50.0,6,12,2.4,1,29,0,82.6,73.8,3,33,0.3,1,312,41,96.8,302,72.5,64,21.2,1,481,148,3.6,11.7,1.59
Trey McBride,75916,TE,ARZ,17,105,0,1,6.3,2,70.6,60.0,3,5,14.3,2,7,0,46.0,63.7,0,28,4.0,4,100,12,84.0,84,110.9,17,20.2,1,124,54,4.5,10.3,1.48,0,6.4,4,77.0,75.0,6,8,3.4,2,27,1,81.8,79.4,4,38,4.0,12,299,57,91.3,273,79.7,74,27.1,1,559,287,5.0,9.8,2.05
Zay Flowers,97268,WR,BLT,16,104,0,3,9.3,8,60.6,33.3,1,3,9.1,2,13,0,60.3,71.8,1,33,0.0,0,164,20,89.0,146,63.7,33,22.6,0,188,135,6.8,9.4,1.29,0,9.6,9,78.9,60.0,3,5,10.0,5,24,0,53.7,73.0,0,75,0.0,0,328,45,95.7,314,123.2,57,18.2,2,614,219,4.9,13.6,1.96
Jordan Addison,123000,WR,MIN,17,104,0,18,12.0,2,58.3,33.3,2,6,12.5,2,10,0,49.6,66.3,3,60,0.0,0,143,14,93.0,133,92.5,24,18.0,4,241,110,7.9,17.2,1.81,0,12.4,1,73.2,41.7,5,12,2.4,1,22,0,82.6,69.3,2,39,0.0,0,387,41,95.1,368,96.0,56,15.2,2,482,106,2.6,11.8,1.31
George Pickens,99229,WR,PIT,17,104,0,25,14.2,4,52.0,16.7,1,6,0.0,0,10,0,81.1,88.6,0,66,0.0,0,111,13,90.1,100,137.1,25,25.0,3,340,147,11.3,26.2,3.4,0,12.7,2,69.8,60.0,6,10,4.3,2,28,3,83.9,73.0,2,86,0.0,0,359,44,94.4,339,105.4,63,18.6,2,722,246,5.6,16.4,2.13
Jaylen Waddle,84088,WR,MIA,14,104,0,17,12.6,1,50.0,33.3,2,6,23.1,3,9,0,29.9,72.8,0,35,0.0,0,94,10,94.7,89,119.6,20,22.5,2,204,78,7.8,20.4,2.29,0,9.2,9,76.5,75.0,3,4,3.7,2,32,0,80.0,92.0,2,50,0.0,0,226,52,97.3,220,95.2,68,30.9,0,679,300,5.8,13.1,3.09
Brandon Aiyuk,84109,WR,SF,16,101,0,28,13.9,2,67.9,60.0,3,5,0.0,0,17,0,70.5,90.8,1,76,1.7,2,119,19,87.4,104,131.5,28,26.9,3,395,143,7.5,20.8,3.8,0,14.6,8,75.4,62.5,5,8,4.2,2,36,1,77.8,91.1,2,42,0.0,0,288,46,95.8,276,119.7,61,22.1,3,788,182,4.0,17.1,2.86
Rashee Rice,97605,WR,KC,16,100,0,16,6.6,2,57.6,16.7,1,6,9.5,2,11,0,56.9,73.8,1,39,0.8,1,129,19,93.8,121,104.3,33,27.3,4,216,146,7.7,11.4,1.79,0,4.4,9,87.3,,0,0,2.0,1,25,2,85.8,84.4,0,67,0.9,2,223,48,95.1,212,113.6,55,25.9,0,620,441,9.2,12.9,2.92
Justin Jefferson,61398,WR,MIN,10,98,0,18,13.6,3,68.2,40.0,2,5,6.3,1,13,1,65.6,90.2,0,42,0.0,0,77,15,93.5,72,138.8,22,30.6,2,262,62,4.1,17.5,3.64,0,12.7,6,78.2,62.5,5,8,2.3,1,30,0,84.0,90.6,2,52,0.0,0,225,43,95.1,214,118.3,55,25.7,3,641,152,3.5,14.9,3.0
Elijah Moore,84302,WR,CLV,17,98,0,8,12.5,3,59.1,50.0,1,2,7.1,1,8,1,64.4,60.9,0,33,0.0,0,119,13,91.6,109,94.7,22,20.2,1,149,50,3.8,11.5,1.37,0,10.6,5,60.7,40.0,2,5,7.5,3,15,0,65.0,62.2,2,42,0.3,1,390,37,94.6,369,63.6,61,16.5,0,361,127,3.4,9.8,0.98
Jake Ferguson,61081,TE,DAL,17,96,0,9,5.5,5,72.4,42.9,3,7,16.0,4,13,0,37.1,66.3,0,40,8.3,15,181,21,85.1,154,109.4,29,18.8,1,247,161,7.7,11.8,1.6,0,6.1,11,80.9,22.2,2,9,2.6,1,18,0,81.8,70.7,0,35,3.6,11,307,38,91.2,280,101.8,47,16.8,0,396,216,5.7,10.4,1.41
Marquise Brown,61568,WR,ARZ,14,94,0,1,13.0,2,48.1,50.0,4,8,7.1,1,13,0,64.4,82.8,1,36,0.0,0,110,13,87.3,96,92.8,27,28.1,3,188,63,4.8,14.5,1.96,0,12.2,3,56.1,10.0,1,10,5.9,2,15,0,69.6,60.4,2,41,0.0,0,315,32,93.0,293,57.6,57,19.5,0,320,89,2.8,10.0,1.09
Josh Downs,122832,WR,IND,17,94,0,14,8.7,3,63.0,25.0,1,4,0.0,0,11,0,82.7,71.2,1,34,0.0,0,146,17,93.8,137,81.4,27,19.7,1,194,97,5.7,11.4,1.42,0,6.6,4,76.8,60.0,3,5,4.4,2,16,0,77.4,67.7,0,59,0.0,0,315,43,93.7,295,108.7,56,19.0,1,493,261,6.1,11.5,1.67
Romeo Doubs,84329,WR,GB,17,93,0,12,10.7,0,40.0,37.5,3,8,14.3,1,4,0,52.1,53.9,0,13,0.0,0,137,6,93.4,128,87.5,15,11.7,2,42,17,2.8,7.0,0.33,0,12.9,2,69.8,69.2,9,13,4.3,2,31,1,76.1,73.1,3,36,0.0,0,326,44,96.0,313,88.1,63,20.1,2,560,108,2.5,12.7,1.79
Cooper Kupp,11824,WR,LA,12,92,0,26,7.4,4,48.9,25.0,1,4,15.4,4,13,0,38.7,63.2,1,32,0.0,0,149,22,92.6,138,73.5,45,32.6,3,191,110,5.0,8.7,1.38,0,8.5,6,85.7,60.0,3,5,3.2,1,16,0,69.1,74.5,0,62,0.0,0,209,30,95.2,199,137.8,35,17.6,2,441,185,6.2,14.7,2.22
Tyler Boyd,10689,WR,CIN,17,91,0,7,7.8,1,60.9,20.0,1,5,6.7,1,9,0,64.4,62.3,1,32,0.7,1,137,14,92.7,127,74.7,23,18.1,1,141,59,4.2,10.1,1.11,0,6.8,9,82.4,71.4,5,7,2.3,1,15,0,75.8,66.5,2,64,0.0,0,355,42,94.9,337,85.9,51,15.1,0,435,204,4.9,10.4,1.29
Breece Hall,97636,HB,NYJ,17,90,0,22,-1.0,1,64.7,,0,0,15.4,2,4,0,45.7,65.9,0,21,18.9,21,111,11,75.7,84,89.8,17,20.2,1,58,62,5.6,5.3,0.69,0,-0.5,23,92.3,33.3,1,3,2.0,1,19,0,86.2,91.0,1,50,12.1,25,207,48,83.6,173,101.4,52,30.1,1,453,482,10.0,9.4,2.62
Dalton Kincaid,91791,TE,BUF,16,90,0,4,8.1,1,65.4,50.0,3,6,5.6,1,8,0,68.7,63.7,0,51,3.6,6,167,17,90.4,151,83.5,26,17.2,0,168,62,3.6,9.9,1.11,0,5.8,5,90.9,,0,0,3.8,2,21,1,78.8,73.4,2,29,0.0,0,262,50,95.0,249,99.0,55,22.1,2,467,222,4.4,9.3,1.88
Jaxon Smith-Njigba,129758,WR,SEA,17,90,0,29,9.2,2,60.7,25.0,1,4,15.0,3,11,0,41.6,69.1,0,35,0.7,1,136,17,90.4,123,111.6,28,22.8,2,236,98,5.8,13.9,1.92,0,5.2,3,70.6,25.0,2,8,12.2,5,13,0,46.4,57.0,2,20,0.0,0,301,36,95.3,287,67.4,51,17.8,0,279,188,5.2,7.8,0.97
Jayden Reed,78171,WR,GB,16,90,0,12,10.6,1,48.1,25.0,2,8,13.3,2,11,0,49.6,73.8,0,35,1.0,1,104,13,94.2,98,110.6,27,27.6,4,187,60,4.6,14.4,1.91,0,10.6,4,83.3,33.3,1,3,2.2,1,19,0,85.6,75.5,1,59,0.0,0,244,45,95.5,233,120.4,54,23.2,3,556,245,5.4,12.4,2.39
George Kittle,11901,TE,SF,16,89,0,28,10.6,6,76.2,0.0,0,1,11.1,2,13,0,42.1,85.5,0,66,6.4,9,140,16,82.9,116,149.4,21,18.1,2,325,162,10.1,20.3,2.8,0,9.9,9,71.9,38.5,5,13,6.8,3,24,0,66.2,82.3,2,44,7.3,23,313,41,89.1,279,114.6,57,20.4,4,599,277,6.8,14.6,2.15
Cole Kmet,60995,TE,CHI,17,88,0,6,5.9,1,66.7,33.3,1,3,7.7,1,7,0,61.8,62.0,1,24,13.1,16,122,12,81.1,99,92.6,18,18.2,3,80,44,3.7,6.7,0.81,0,6.9,6,87.9,75.0,3,4,0.0,0,24,1,90.5,80.2,1,53,12.3,39,317,51,85.2,270,111.1,58,21.5,2,559,221,4.3,11.0,2.07
Courtland Sutton,48164,WR,DEN,16,87,0,10,11.3,0,72.0,50.0,4,8,14.3,3,13,1,45.1,75.8,0,33,1.6,2,123,18,88.6,109,117.8,25,22.9,1,254,74,4.1,14.1,2.33,0,13.2,3,60.0,44.4,4,9,11.8,4,16,1,50.6,65.6,2,45,0.3,1,295,30,92.9,274,86.9,50,18.2,3,378,74,2.5,12.6,1.38
Deebo Samuel,48274,WR,SF,15,87,0,28,9.2,2,41.7,40.0,2,5,0.0,0,4,0,73.4,62.3,0,46,0.0,0,100,5,89.0,89,113.5,12,13.5,2,107,69,13.8,21.4,1.2,0,6.7,18,74.6,50.0,3,6,6.4,3,24,1,69.9,84.6,1,54,1.2,3,250,44,94.4,236,121.9,59,25.0,3,676,395,9.0,15.4,2.86
Alvin Kamara,11822,HB,NO,13,86,0,20,1.3,3,80.0,50.0,1,2,0.0,0,7,0,77.3,82.0,0,20,32.4,24,74,8,60.8,45,113.8,10,22.2,0,113,111,13.9,14.1,2.51,0,-0.2,9,86.2,0.0,0,1,5.1,3,15,0,74.8,72.0,0,25,16.2,37,228,56,82.0,187,91.0,65,34.8,1,299,337,6.0,5.3,1.6
Kyle Pitts,83964,TE,ATL,17,86,0,2,14.6,0,55.6,33.3,2,6,9.1,1,10,0,60.6,72.3,0,34,3.8,4,106,10,88.7,94,83.6,18,19.1,0,152,27,2.7,15.2,1.62,0,11.4,2,60.7,42.9,6,14,2.6,1,22,0,81.0,70.8,3,39,1.5,5,329,37,96.4,317,73.1,61,19.2,2,439,88,2.4,11.9,1.38
Diontae Johnson,33441,WR,PIT,13,86,0,25,18.4,3,47.4,33.3,2,6,0.0,0,8,0,56.7,79.8,1,39,0.0,0,70,9,88.6,62,80.6,19,30.6,1,198,88,9.8,22.0,3.19,0,11.1,4,64.0,22.2,2,9,5.9,2,21,1,79.4,73.0,0,42,0.0,0,247,32,93.1,230,85.4,50,21.7,0,360,93,2.9,11.3,1.57
Curtis Samuel,11795,WR,WAS,16,85,0,32,7.9,0,61.8,40.0,4,10,12.5,3,11,0,48.0,65.4,0,37,0.7,1,150,21,92.0,138,90.8,34,24.6,1,224,98,4.7,10.7,1.62,0,7.7,4,74.4,57.1,4,7,3.3,1,10,0,77.3,67.9,4,25,0.5,1,214,29,94.4,202,70.3,39,19.3,2,269,86,3.0,9.3,1.33
Dalton Schultz,47304,TE,HST,15,84,0,13,9.5,1,46.7,25.0,1,4,0.0,0,5,0,75.6,62.4,0,19,9.1,9,99,7,83.8,83,66.8,15,18.1,0,93,24,3.4,13.3,1.12,0,7.8,10,80.0,50.0,2,4,6.4,3,26,1,68.6,78.4,1,31,8.3,26,314,44,86.3,271,109.3,55,20.3,2,503,211,4.8,11.4,1.86
Jerry Jeudy,61103,WR,DEN,16,84,0,10,11.7,2,62.5,0.0,0,3,16.7,2,5,0,41.4,57.0,0,23,0.0,0,131,10,90.8,119,102.1,16,13.4,1,104,57,5.7,10.4,0.87,0,12.5,11,64.7,25.0,2,8,2.9,1,18,1,78.9,69.4,2,47,0.0,0,280,33,93.6,262,82.5,51,19.5,1,444,178,5.4,13.5,1.69
Bijan Robinson,123126,HB,ATL,17,83,0,2,3.3,2,66.7,0.0,0,2,9.1,1,5,0,58.9,63.9,1,26,15.7,16,102,10,75.5,77,92.5,15,19.5,2,83,61,6.1,8.3,1.08,0,-0.7,8,68.4,40.0,2,5,9.3,4,13,0,58.3,55.9,1,33,10.3,35,340,39,87.4,297,72.7,57,19.2,0,286,339,8.7,7.3,0.96
Tyler Conklin,47124,TE,NYJ,17,83,0,22,12.0,0,52.4,75.0,6,8,8.3,1,7,0,60.2,63.7,0,25,2.6,4,151,11,90.1,136,75.7,21,15.4,0,151,26,2.4,13.7,1.11,0,5.3,2,84.1,75.0,3,4,0.0,0,17,0,90.0,69.4,1,37,8.6,24,278,37,87.1,242,91.9,44,18.2,0,366,189,5.1,9.9,1.51
Jonathan Mingo,97774,WR,CAR,15,83,0,5,14.7,1,38.1,50.0,1,2,0.0,0,4,0,76.5,55.1,0,40,1.8,3,169,8,88.8,150,55.5,21,14.0,0,109,41,5.1,13.6,0.73,0,8.7,4,58.2,28.6,2,7,8.6,3,10,1,59.7,56.0,2,31,0.6,2,322,32,96.3,310,57.2,55,17.7,0,288,115,3.6,9.0,0.93
Brandin Cooks,8655,WR,DAL,16,82,0,9,14.0,1,72.0,66.7,4,6,0.0,0,15,0,69.6,79.3,1,34,0.0,0,171,18,92.4,158,128.5,25,15.8,5,261,59,3.3,14.5,1.65,0,14.5,3,61.7,25.0,2,8,3.3,1,18,1,77.3,63.8,3,37,0.0,0,311,29,94.5,294,64.3,47,16.0,1,342,63,2.2,11.8,1.16
Dallas Goedert,47272,TE,PHI,14,81,0,24,7.3,0,66.7,50.0,3,6,0.0,0,10,0,79.4,67.9,0,28,2.1,3,141,12,89.4,126,113.9,18,14.3,1,163,72,6.0,13.6,1.29,0,4.8,6,74.5,40.0,2,5,5.4,2,15,0,72.2,62.7,3,23,5.1,14,277,35,92.8,257,64.5,47,18.3,0,304,173,4.9,8.7,1.18
