,Player,Tm,Season,Age,PosRank,PPR/G_prev,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,pbe,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
522,Brice Butler,DAL,2017-18,27,81,3.49375,15.6,53.3,61.1,63.2,95.3,29.4,70.6,0.0,0.98,67.0,58.9,79.7,86.5,4.976923076923077,14.6875,1.0,14.0,1.875,0.1875,13.6875,1.1875,0.375,30.1875,20.3125,1.5625,226.9375
523,Brandon Coleman,NO,2017-18,25,79,4.50625,11.6,68.4,69.4,66.9,97.0,48.7,50.3,1.0,1.46,78.3,58.9,82.5,88.2,4.5875,12.4375,1.625,12.0625,2.375,0.1875,17.5625,4.25,0.5625,42.125,29.5,2.375,317.125
524,Pierre Garcon,SF,2017-18,31,80,12.56875,10.4,71.8,85.5,84.2,94.8,18.4,81.6,0.0,1.96,89.8,79.0,79.0,79.7,11.25,35.0625,4.9375,33.25,6.875,0.1875,65.0625,22.125,0.8125,30.6875,17.9375,1.3125,181.9375
525,Odell Beckham Jr.,NYG,2017-18,25,82,18.5375,11.3,62.7,87.0,87.5,94.5,15.1,84.4,0.0,2.27,90.0,80.2,62.4,85.3,18.5,39.75,6.3125,37.5625,10.0625,0.625,85.4375,33.25,1.3125,37.375,23.5625,1.625,242.4375
526,John Brown,ARI,2017-18,27,83,6.913333333333333,14.6,59.1,71.4,70.2,92.5,45.5,54.5,0.0,1.31,74.5,66.3,74.6,80.8,6.99,28.4,2.6,26.266666666666666,4.4,0.13333333333333333,34.46666666666667,7.4,0.4,40.375,23.9375,1.75,258.5
527,Taylor Gabriel,ATL,2017-18,26,84,10.76923076923077,11.5,76.1,85.8,84.2,93.3,19.8,80.2,0.0,2.45,82.3,80.0,90.3,85.9,5.10625,19.46153846153846,2.6923076923076925,18.153846153846153,3.5384615384615383,0.46153846153846156,44.53846153846154,21.692307692307693,0.46153846153846156,33.5625,23.375,2.375,295.3125
528,T.J. Jones,DET,2017-18,25,85,4.766666666666667,12.5,38.5,59.9,59.5,94.7,21.1,78.9,0.0,2.58,61.1,65.0,78.8,84.4,5.564285714285715,12.666666666666666,1.6666666666666667,12.0,4.333333333333333,0.0,31.0,9.333333333333334,0.6666666666666666,37.125,24.25,1.5,256.9375
530,Seth Roberts,LV,2017-18,26,87,6.98125,9.4,50.7,58.6,55.3,91.5,79.4,15.9,4.6,0.8,53.5,56.9,87.2,89.4,6.033333333333333,33.75,2.375,30.875,4.6875,0.3125,24.8125,12.875,1.25,37.25,23.6875,1.8125,253.1875
532,Josh Bellamy,CHI,2017-18,28,89,3.55625,15.7,50.0,70.8,67.9,93.5,23.9,75.5,0.5,1.64,68.0,65.4,73.7,87.4,4.546666666666667,15.333333333333334,1.5833333333333333,14.333333333333334,3.1666666666666665,0.08333333333333333,23.5,4.166666666666667,0.25,34.9375,21.6875,1.1875,248.0625
535,Cody Latimer,DEN,2017-18,25,91,1.3,13.1,57.1,60.5,58.4,94.0,36.1,62.4,0.8,0.61,64.9,55.1,56.3,81.6,5.609090909090909,12.090909090909092,0.7272727272727273,11.363636363636363,1.2727272727272727,0.0,6.909090909090909,2.090909090909091,0.09090909090909091,35.625,21.1875,1.25,230.3125
537,Tavarres King,NYG,2017-18,27,93,1.0,29.3,50.0,58.7,58.3,90.7,7.0,93.0,0.0,1.28,55.1,60.1,62.4,85.3,7.5375,8.6,0.4,7.8,0.8,0.0,10.0,1.0,0.2,37.375,23.5625,1.625,242.4375
539,Justin Hardy,ATL,2017-18,26,96,4.08125,9.8,70.0,75.5,73.6,92.4,24.4,75.1,0.5,1.12,73.5,73.5,90.3,85.9,3.75625,13.133333333333333,1.4,12.133333333333333,2.0,0.26666666666666666,13.533333333333333,3.4,0.6666666666666666,33.5625,23.375,2.375,295.3125
543,Aldrick Robinson,SF,2017-18,29,99,4.01875,12.4,64.5,78.2,76.7,94.7,19.7,80.3,0.0,2.24,69.0,77.6,79.0,79.7,3.5625,9.5,1.25,9.0,1.9375,0.125,20.1875,5.0625,0.1875,30.6875,17.9375,1.3125,181.9375
547,Tyler Boyd,CIN,2017-18,23,105,7.75625,9.0,71.1,65.1,64.4,94.3,88.4,10.8,0.8,1.25,63.0,65.6,69.6,85.8,5.65,31.875,3.375,30.0625,4.75,0.0625,37.6875,13.3125,0.5625,35.1875,22.75,1.125,246.375
552,Jordan Matthews,BUF,2017-18,25,108,12.242857142857144,10.4,67.0,67.7,69.6,93.9,66.3,32.6,1.1,1.64,65.1,72.1,74.8,83.2,5.720000000000001,37.285714285714285,5.214285714285714,35.0,7.785714285714286,0.21428571428571427,57.42857142857143,16.928571428571427,0.8571428571428571,29.625,17.875,1.0625,189.75
553,Jarius Wright,MIN,2017-18,28,109,2.9625,4.4,78.6,61.1,60.8,96.0,60.0,36.0,2.7,0.93,71.5,54.1,75.8,82.2,3.1125,9.375,1.375,9.0,1.75,0.125,8.375,4.875,0.25,36.75,25.875,1.25,239.75
554,Tavon Austin,LAR,2017-18,27,113,9.786666666666667,7.4,57.4,61.3,58.3,93.1,55.1,38.5,3.6,1.08,57.8,58.3,42.9,81.7,2.66875,33.733333333333334,3.8666666666666667,31.4,6.733333333333333,0.2,33.93333333333333,18.2,0.6,33.5,19.5,0.875,184.4375
556,Andre Holmes,BUF,2017-18,29,111,2.7875,10.3,60.9,71.1,69.7,91.6,43.5,53.4,3.1,1.05,65.4,68.4,74.8,83.2,3.0714285714285716,8.1875,0.875,7.5,1.4375,0.1875,7.875,1.8125,0.5,29.625,17.875,1.0625,189.75
557,Terrelle Pryor Sr.,WAS,2017-18,28,112,13.3375,14.4,58.3,74.7,79.6,92.5,14.8,83.4,0.0,1.7,89.7,69.4,80.0,86.5,5.555555555555555,40.0,4.8125,37.0,8.25,0.25,62.9375,13.3125,0.8125,37.9375,25.4375,1.5625,297.375
559,Russell Shepard,CAR,2017-18,27,116,5.0,14.8,59.0,78.4,75.5,94.2,24.5,72.2,2.9,1.5,81.3,67.2,69.4,82.7,3.006666666666667,17.214285714285715,1.6428571428571428,16.214285714285715,2.7857142857142856,0.14285714285714285,24.357142857142858,5.642857142857143,0.5,35.1875,19.125,1.3125,230.3125
561,Alex Erickson,CIN,2017-18,25,119,0.81875,10.9,75.0,61.0,63.8,95.2,58.7,39.7,1.6,1.18,59.3,68.1,69.6,85.8,2.225,5.7272727272727275,0.5454545454545454,5.454545454545454,0.7272727272727273,0.0,6.454545454545454,3.0,0.09090909090909091,35.1875,22.75,1.125,246.375
562,Jeremy Kerley,NYJ,2017-18,29,118,9.16875,8.9,59.3,68.9,67.1,95.8,91.0,9.0,0.0,1.34,61.7,71.0,57.4,84.7,5.7125,32.5,4.0,31.125,6.75,0.1875,41.6875,13.75,0.4375,34.375,19.4375,1.0,216.625
563,Geronimo Allison,GB,2017-18,23,120,4.42,14.5,60.0,69.0,70.7,95.1,62.7,37.3,0.0,1.5,52.2,78.1,89.5,89.2,3.0866666666666664,14.2,1.2,13.5,2.0,0.2,20.2,5.1,0.6,38.75,25.1875,2.5,262.4375
565,Braxton Miller,HOU,2017-18,25,121,3.09,7.6,55.6,50.8,50.9,95.5,66.5,33.1,0.0,0.43,49.7,53.5,62.2,81.3,3.7545454545454544,24.2,1.5,23.1,2.7,0.1,9.9,5.2,0.9,36.4375,21.6875,0.9375,198.5
567,Phillip Dorsett,NE,2017-18,24,124,6.586666666666667,13.5,58.9,56.5,55.1,92.6,28.4,70.9,0.7,1.01,54.1,60.0,94.5,86.4,2.14,37.8,2.2,35.0,3.7333333333333334,0.13333333333333333,35.2,10.066666666666666,0.4666666666666667,34.375,23.0,2.0,269.25
568,Laquon Treadwell,MIN,2017-18,22,125,0.2777777777777778,21.0,33.3,56.4,52.8,93.9,20.4,79.6,0.0,0.33,53.6,54.5,75.8,82.2,2.5,7.0,0.14285714285714285,6.571428571428571,0.42857142857142855,0.0,2.142857142857143,0.0,0.14285714285714285,36.75,25.875,1.25,239.75
569,Eli Rogers,PIT,2017-18,25,126,9.692307692307692,9.6,73.8,67.0,67.3,94.3,84.9,14.8,0.0,1.55,70.3,62.8,76.4,87.9,2.6357142857142857,31.153846153846153,3.6923076923076925,29.384615384615383,5.0,0.23076923076923078,45.69230769230769,16.0,0.46153846153846156,37.25,23.8125,2.0625,262.625
570,Chris Conley,KC,2017-18,25,129,6.0625,10.3,67.7,61.9,60.1,95.5,13.4,86.5,0.2,1.03,49.1,68.5,76.2,87.9,5.7,33.6875,2.75,32.1875,4.0625,0.0,33.125,9.875,0.8125,34.125,22.8125,1.1875,233.75
577,Brandon Marshall,NYG,2017-18,33,132,10.386666666666667,13.3,48.8,69.2,68.5,94.3,19.7,80.2,0.2,1.44,83.0,58.8,62.4,85.3,6.68,38.666666666666664,3.933333333333333,36.46666666666667,8.066666666666666,0.2,52.53333333333333,12.466666666666667,1.4,37.375,23.5625,1.625,242.4375
578,Darrius Heyward-Bey,PIT,2017-18,30,138,4.14,21.6,31.6,55.6,51.2,93.5,48.1,51.3,0.6,0.79,43.9,55.9,76.4,87.9,0.99375,17.11111111111111,0.6666666666666666,16.0,2.111111111111111,0.2222222222222222,12.666666666666666,2.3333333333333335,0.2222222222222222,37.25,23.8125,2.0625,262.625
581,Jordan Taylor,DEN,2017-18,25,136,2.93125,11.5,66.7,62.1,62.1,95.5,43.3,56.7,0.0,1.23,64.4,61.5,56.3,81.6,2.7199999999999998,11.125,1.0,10.625,1.5,0.125,13.0625,4.9375,0.375,35.625,21.1875,1.25,230.3125
583,Brenton Bersin,CAR,2017-18,27,142,0.37,14.7,33.3,63.5,58.2,91.7,33.3,62.5,4.2,0.77,53.7,61.4,69.4,82.7,2.6,4.0,0.3333333333333333,3.6666666666666665,1.0,0.0,2.8333333333333335,0.3333333333333333,0.3333333333333333,35.1875,19.125,1.3125,230.3125
598,Mike Thomas,LAR,2017-18,23,154,0.31333333333333335,13.6,33.3,51.6,47.2,90.2,14.8,82.0,0.0,0.67,50.7,48.7,42.9,81.7,1.7875,4.357142857142857,0.21428571428571427,3.9285714285714284,0.6428571428571429,0.0,2.642857142857143,0.9285714285714286,0.07142857142857142,33.5,19.5,0.875,184.4375
600,Trevor Davis,GB,2017-18,24,159,0.8545454545454546,7.7,50.0,55.5,55.2,93.5,4.8,93.5,1.6,0.41,51.7,63.7,89.5,89.2,0.83125,6.888888888888889,0.3333333333333333,6.444444444444445,0.6666666666666666,0.1111111111111111,2.6666666666666665,1.0,0.2222222222222222,38.75,25.1875,2.5,262.4375
601,Michael Floyd,MIN,2017-18,28,162,7.72,15.5,51.4,66.3,63.7,91.5,27.6,72.4,0.0,1.06,66.4,58.8,75.8,82.2,1.6181818181818182,33.53333333333333,2.466666666666667,30.666666666666668,4.8,0.3333333333333333,32.53333333333333,4.533333333333333,0.8666666666666667,36.75,25.875,1.25,239.75
602,Justin Hunter,PIT,2017-18,26,160,4.069230769230769,15.7,43.5,62.3,61.6,91.2,26.8,73.2,0.0,1.01,59.2,57.5,76.4,87.9,1.7571428571428573,15.76923076923077,0.7692307692307693,14.384615384615385,1.7692307692307692,0.3076923076923077,14.538461538461538,2.076923076923077,0.46153846153846156,37.25,23.8125,2.0625,262.625
603,Breshad Perriman,BAL,2017-18,24,163,6.31875,14.3,51.6,64.2,63.4,93.7,11.5,88.5,0.0,1.53,65.6,60.7,65.5,86.3,1.6090909090909091,21.75,2.0625,20.375,4.0,0.1875,31.1875,10.875,0.25,42.4375,27.4375,1.25,256.25
604,Brian Quick,WAS,2017-18,28,164,7.2125,12.7,54.7,60.5,61.3,93.6,33.4,66.6,0.0,1.28,62.1,61.7,80.0,86.5,1.2363636363636363,29.375,2.5625,27.5,4.6875,0.1875,35.25,10.75,0.5,37.9375,25.4375,1.5625,297.375
608,Leonte Carroo,MIA,2017-18,23,169,0.85,18.2,50.0,54.2,55.4,98.5,36.8,63.2,0.0,0.43,61.3,54.0,63.7,81.9,0.9928571428571429,9.714285714285714,0.42857142857142855,9.571428571428571,0.8571428571428571,0.14285714285714285,4.142857142857143,2.0,0.2857142857142857,29.8125,19.75,1.6875,218.75
611,Brittan Golden,ARI,2017-18,29,168,1.6833333333333333,11.9,57.1,58.0,55.7,95.4,37.6,59.6,2.8,0.79,47.5,63.2,74.6,80.8,0.9230769230769231,13.625,1.0,13.0,1.75,0.125,10.25,1.875,0.25,40.375,23.9375,1.75,258.5
612,Willie Snead IV,NO,2017-18,25,165,12.766666666666667,7.6,75.0,79.6,76.7,94.0,76.4,19.9,2.1,1.84,70.4,78.7,82.5,88.2,1.3818181818181818,34.53333333333333,4.8,32.46666666666667,6.4,0.26666666666666666,59.666666666666664,25.8,0.8,42.125,29.5,2.375,317.125
617,Markus Wheaton,CHI,2017-18,26,173,5.7,18.9,44.4,54.1,53.9,90.9,67.5,32.5,0.0,0.73,55.5,50.4,73.7,87.4,0.7363636363636363,25.666666666666668,1.3333333333333333,23.333333333333332,3.0,0.3333333333333333,17.0,2.6666666666666665,0.6666666666666666,34.9375,21.6875,1.1875,248.0625
627,Nick Williams,ATL,2017-18,27,181,5.45,4.2,83.3,93.6,92.2,100.0,100.0,0.0,0.0,4.92,83.0,91.5,90.3,85.9,6.0,6.0,2.5,6.0,3.0,0.0,29.5,20.0,1.0,33.5625,23.375,2.375,295.3125
629,Allen Robinson II,JAX,2017-18,24,188,12.45625,13.7,50.7,69.8,68.6,93.5,21.5,78.5,0.0,1.33,75.6,59.6,55.4,86.1,2.7,44.4375,4.5625,41.5625,9.0,0.375,55.1875,12.1875,1.1875,39.125,23.0625,1.5,233.0
632,Arrelious Benn,JAX,2017-18,29,190,1.5066666666666668,11.8,50.0,64.6,62.2,92.7,9.1,81.8,9.1,2.27,77.8,50.4,55.4,86.1,0.24444444444444446,4.583333333333333,0.4166666666666667,4.25,0.8333333333333334,0.08333333333333333,9.666666666666666,4.5,0.08333333333333333,39.125,23.0625,1.5,233.0
633,Harry Douglas,TEN,2017-18,33,193,3.272727272727273,10.4,71.4,66.3,66.6,94.0,71.3,28.7,0.0,1.34,60.1,71.0,67.3,86.7,0.9,16.7,1.5,15.7,2.1,0.0,21.0,5.9,0.3,31.5,19.1875,1.8125,221.3125
635,Cobi Hamilton,HOU,2017-18,27,194,4.763636363636364,14.2,60.7,62.6,62.3,92.6,17.1,82.2,0.8,0.98,80.7,51.5,62.2,81.3,0.6,23.454545454545453,1.5454545454545454,21.727272727272727,2.5454545454545454,0.18181818181818182,21.272727272727273,2.1818181818181817,0.36363636363636365,36.4375,21.6875,0.9375,198.5
636,Jeff Janis,GB,2017-18,26,191,2.25625,10.7,64.7,53.1,52.9,96.2,30.8,69.2,0.0,0.61,58.2,50.5,89.5,89.2,0.2,15.9,1.1,15.3,1.7,0.1,9.3,3.4,0.2,38.75,25.1875,2.5,262.4375
640,Kevin White,CHI,2017-18,25,195,9.65,13.4,55.9,66.0,66.0,96.4,24.6,75.4,0.0,1.41,73.2,61.4,73.7,87.4,2.6,34.5,4.75,33.25,8.5,0.0,46.75,14.5,1.25,34.9375,21.6875,1.1875,248.0625
663,Charone Peake,NYJ,2017-18,25,199,2.9066666666666667,9.5,57.6,59.0,57.7,95.0,77.0,23.0,0.0,0.82,58.9,57.9,57.4,84.7,0.43333333333333335,18.384615384615383,1.4615384615384615,17.46153846153846,2.5384615384615383,0.0,14.307692307692308,5.615384615384615,0.23076923076923078,34.375,19.4375,1.0,216.625
669,Andre Roberts,ATL,2017-18,29,225,3.05,14.7,56.0,60.5,61.9,94.0,40.1,59.3,0.0,1.1,51.7,62.4,90.3,85.9,0.0125,11.375,0.875,10.6875,1.5625,0.0625,11.75,3.75,0.1875,33.5625,23.375,2.375,295.3125
671,Tyreek Hill,KC,2018-19,24,1,16.346666666666668,11.8,73.5,81.4,84.1,94.6,35.5,60.6,0.2,2.35,74.3,83.9,76.3,86.3,20.875,35.53333333333333,5.0,33.6,6.8,0.4666666666666667,78.86666666666666,29.8,0.26666666666666666,33.9375,22.6875,1.625,256.5
672,Antonio Brown,PIT,2018-19,30,2,22.164285714285715,14.4,65.2,91.2,91.3,92.9,13.4,86.4,0.2,2.87,88.7,91.1,85.9,86.7,21.58,41.07142857142857,7.214285714285714,38.142857142857146,11.071428571428571,0.6428571428571429,109.5,33.92857142857143,1.4285714285714286,36.875,24.0,1.8125,273.75
673,Davante Adams,GB,2018-19,26,3,15.892857142857142,10.0,68.5,80.5,79.4,93.7,19.1,80.5,0.4,1.76,86.2,68.1,74.9,84.3,21.973333333333336,38.42857142857143,5.285714285714286,36.0,7.714285714285714,0.7142857142857143,63.214285714285715,24.642857142857142,1.5714285714285714,35.125,22.0,1.5625,197.9375
674,DeAndre Hopkins,HOU,2018-19,26,4,20.653333333333332,14.0,58.5,90.2,90.3,91.3,15.7,84.0,0.0,2.39,87.8,84.9,64.1,76.1,20.84375,42.06666666666667,6.4,38.4,10.933333333333334,0.8666666666666667,91.86666666666666,23.066666666666666,1.2666666666666666,32.8125,18.6875,1.75,204.875
675,Julio Jones,ATL,2018-19,29,5,15.74375,14.7,61.5,91.7,91.5,95.7,22.9,76.9,0.0,3.08,91.3,90.5,87.9,85.4,20.36875,30.625,5.5,29.3125,8.9375,0.1875,90.25,30.5625,1.125,33.125,21.4375,1.3125,249.375
676,Mike Evans,TB,2018-19,25,6,13.54,14.6,53.8,79.3,78.7,94.1,21.0,79.0,0.0,1.69,77.7,77.2,74.4,85.7,18.15,41.86666666666667,4.733333333333333,39.4,8.8,0.3333333333333333,66.73333333333333,7.2,1.2,37.8125,23.625,1.625,272.875
677,Adam Thielen,MIN,2018-19,28,7,14.98125,11.1,67.4,82.5,80.3,92.1,51.8,47.2,0.8,2.33,83.0,75.7,68.7,85.6,19.20625,37.1875,5.6875,34.25,8.4375,0.25,79.75,26.9375,1.0,32.9375,22.3125,1.5625,234.5625
678,Michael Thomas,NO,2018-19,25,8,16.15625,10.0,74.8,90.5,90.9,95.4,22.8,77.2,0.0,2.39,92.1,83.9,85.0,88.8,19.71875,34.0625,6.5,32.5,8.6875,0.3125,77.8125,28.0625,0.9375,33.5,24.125,1.4375,261.8125
679,JuJu Smith-Schuster,PIT,2018-19,22,9,14.12142857142857,10.1,75.3,76.6,77.6,93.4,57.8,40.4,1.5,2.17,86.2,68.5,85.9,86.7,18.55625,32.357142857142854,4.142857142857143,30.214285714285715,5.5,0.5,65.5,28.142857142857142,0.7857142857142857,36.875,24.0,1.8125,273.75
680,Robert Woods,LAR,2018-19,26,10,13.608333333333334,11.0,70.0,79.1,76.8,94.7,30.8,67.6,1.6,2.17,72.2,73.3,73.2,84.6,16.6,31.666666666666668,4.666666666666667,30.0,6.666666666666667,0.4166666666666667,65.08333333333333,23.833333333333332,0.75,32.375,20.0,1.75,239.4375
681,Tyler Lockett,SEA,2018-19,26,11,7.76875,13.1,66.2,67.3,67.2,92.7,52.6,46.6,0.4,1.15,74.4,61.5,75.3,82.5,13.9,32.4375,2.8125,30.0625,4.25,0.125,34.6875,11.75,0.5,34.6875,21.25,2.125,228.5625
682,Stefon Diggs,MIN,2018-19,25,12,14.157142857142857,11.8,68.1,81.7,83.4,92.5,23.7,75.1,1.0,1.9,85.8,77.5,68.7,85.6,17.753333333333334,34.42857142857143,4.571428571428571,31.857142857142858,6.714285714285714,0.5714285714285714,60.642857142857146,21.214285714285715,0.8571428571428571,32.9375,22.3125,1.5625,234.5625
683,Keenan Allen,LAC,2018-19,26,14,17.7625,9.9,69.4,89.3,89.7,93.8,49.2,49.7,0.3,2.55,90.6,80.3,79.9,83.6,16.25625,36.4375,6.375,34.1875,9.1875,0.375,87.0625,32.6875,1.3125,36.4375,22.875,1.75,276.9375
685,Brandin Cooks,LAR,2018-19,25,13,13.825,15.9,59.6,70.6,71.4,92.1,17.5,82.5,0.0,1.78,66.9,73.4,73.2,84.6,15.2,41.3125,4.0625,38.0625,6.8125,0.4375,67.625,14.6875,0.75,32.375,20.0,1.75,239.4375
686,Odell Beckham Jr.,NYG,2018-19,26,16,18.5,13.0,61.0,69.2,70.0,94.1,12.4,87.6,0.0,2.1,50.7,75.6,67.8,84.1,19.191666666666666,38.25,6.25,36.0,10.25,0.75,75.5,17.75,1.0,38.0,23.3125,1.25,217.4375
687,Tyler Boyd,CIN,2018-19,24,17,5.65,6.9,71.0,62.0,61.5,94.5,87.2,12.3,0.5,1.09,63.8,58.9,72.3,83.9,15.792857142857143,21.9,2.2,20.7,3.1,0.2,22.5,9.3,0.2,31.875,19.0,1.5625,195.125
690,Mike Williams,LAC,2018-19,24,20,2.05,12.0,47.8,52.6,51.8,93.1,22.1,77.9,0.0,0.7,51.7,56.9,79.9,83.6,11.2625,14.5,1.1,13.5,2.3,0.0,9.5,1.5,0.3,36.4375,22.875,1.75,276.9375
691,Kenny Golladay,DET,2018-19,25,21,8.6,15.7,58.3,68.0,68.1,90.6,24.8,73.9,1.3,1.66,61.5,72.3,76.4,82.5,13.806666666666667,28.90909090909091,2.5454545454545454,26.181818181818183,4.363636363636363,0.2727272727272727,43.36363636363637,16.09090909090909,0.45454545454545453,35.625,23.375,1.8125,261.4375
692,Jarvis Landry,CLE,2018-19,26,22,16.25,6.3,71.8,79.5,80.2,95.4,65.2,33.5,0.6,1.65,79.2,74.7,76.4,84.0,13.56875,39.3125,7.0,37.5,9.75,0.5625,61.6875,32.6875,1.3125,35.875,19.5,0.9375,201.75
694,Emmanuel Sanders,DEN,2018-19,31,24,9.541666666666666,11.3,54.0,68.1,67.1,94.3,27.3,72.0,0.5,1.35,76.6,58.7,78.1,81.7,16.516666666666666,36.333333333333336,3.9166666666666665,34.25,7.25,0.16666666666666666,46.25,13.166666666666666,0.6666666666666666,35.375,20.75,1.1875,208.3125
695,Chris Godwin,TB,2018-19,22,25,5.78125,13.2,63.0,81.9,80.3,94.5,19.3,79.2,1.5,2.03,63.2,88.8,74.4,85.7,11.575,17.125,2.125,16.1875,3.375,0.0625,32.8125,10.8125,0.5,37.8125,23.625,1.625,272.875
696,Alshon Jeffery,PHI,2018-19,28,26,12.24375,14.8,50.4,74.3,75.0,93.8,15.9,84.1,0.0,1.44,76.8,64.0,84.7,86.1,14.253846153846155,36.5625,3.5625,34.3125,7.0625,0.5625,49.3125,12.625,0.9375,35.25,21.3125,2.375,233.5625
697,Corey Davis,TEN,2018-19,23,27,6.318181818181818,11.5,53.1,60.1,61.5,94.0,10.8,89.2,0.0,1.14,73.6,53.8,72.8,87.3,11.475,31.90909090909091,3.090909090909091,30.0,5.818181818181818,0.0,34.09090909090909,10.636363636363637,0.36363636363636365,31.0,19.125,0.875,199.4375
698,Larry Fitzgerald,ARI,2018-19,35,28,16.3375,8.5,71.2,80.0,78.8,92.6,61.8,36.6,1.3,1.78,75.0,78.4,65.9,81.3,11.60625,43.875,6.8125,40.625,9.5625,0.375,72.25,26.125,1.125,37.375,21.1875,1.3125,227.5
699,Sterling Shepard,NYG,2018-19,25,29,13.136363636363637,8.9,71.1,70.7,70.6,94.0,83.3,15.6,0.4,1.67,82.8,60.9,67.8,84.1,11.40625,42.45454545454545,5.363636363636363,39.90909090909091,7.545454545454546,0.18181818181818182,66.45454545454545,27.545454545454547,1.0,38.0,23.3125,1.25,217.4375
700,Mohamed Sanu,ATL,2018-19,29,30,11.620000000000001,8.1,71.3,76.8,75.1,95.3,67.2,31.9,0.6,1.57,74.0,71.4,87.9,85.4,11.4,31.333333333333332,4.466666666666667,29.866666666666667,6.266666666666667,0.3333333333333333,46.86666666666667,16.533333333333335,0.8,33.125,21.4375,1.3125,249.375
701,Dede Westbrook,JAX,2018-19,25,31,9.557142857142859,12.3,55.1,60.7,60.0,94.7,11.4,88.6,0.0,1.45,61.7,59.8,68.0,86.1,11.21875,35.142857142857146,3.857142857142857,33.285714285714285,7.0,0.14285714285714285,48.42857142857143,12.857142857142858,0.2857142857142857,32.9375,19.75,1.3125,224.5625
702,Adam Humphries,TB,2018-19,25,32,8.04375,6.9,74.4,63.0,62.4,93.4,82.0,16.5,0.6,1.26,65.5,61.2,74.4,85.7,11.79375,33.375,3.8125,31.1875,5.125,0.0625,39.4375,18.75,0.3125,37.8125,23.625,1.625,272.875
703,DeSean Jackson,TB,2018-19,32,33,9.9,16.3,57.5,76.8,76.8,93.8,20.0,79.8,0.0,1.53,77.8,73.3,74.4,85.7,12.608333333333334,33.214285714285715,3.5714285714285716,31.142857142857142,6.214285714285714,0.21428571428571427,47.714285714285715,13.571428571428571,0.35714285714285715,37.8125,23.625,1.625,272.875
704,Zay Jones,BUF,2018-19,23,34,4.706666666666666,13.8,41.5,55.2,52.9,95.1,30.2,69.8,0.0,0.68,55.4,53.5,38.0,87.7,10.325,32.4,1.8,30.8,4.333333333333333,0.13333333333333333,21.066666666666666,4.6,0.7333333333333333,29.75,18.0625,1.0,176.5625
708,A.J. Green,CIN,2018-19,30,37,14.175,14.3,56.0,82.2,82.7,95.2,13.6,86.2,0.0,2.09,73.7,82.1,72.3,83.9,16.6,33.9375,4.6875,32.3125,8.375,0.5,67.375,18.25,1.0,31.875,19.0,1.5625,195.125
709,John Brown,BAL,2018-19,28,40,6.99,16.9,41.2,58.0,58.8,91.5,45.9,54.1,0.0,0.96,54.5,62.1,68.6,87.0,8.99375,34.0,2.1,31.1,5.1,0.3,29.9,6.0,0.5,35.4375,22.6875,1.25,189.375
711,Nelson Agholor,PHI,2018-19,25,41,12.09375,10.5,68.1,73.1,72.3,94.5,86.4,12.8,0.4,1.6,72.9,66.1,84.7,86.1,10.3375,31.6875,3.875,29.9375,5.6875,0.5,48.0,19.8125,1.125,35.25,21.3125,2.375,233.5625
717,Tyrell Williams,LAC,2018-19,26,47,8.6125,14.3,63.2,62.0,62.4,94.0,38.2,61.8,0.0,1.4,62.0,65.0,79.9,83.6,8.6125,34.5625,2.6875,32.5,4.25,0.25,45.5,21.0625,0.0625,36.4375,22.875,1.75,276.9375
718,Cooper Kupp,LAR,2018-19,25,48,11.793333333333333,9.7,68.1,78.2,78.5,93.4,59.5,40.1,0.0,2.05,76.1,73.1,73.2,84.6,16.8875,30.266666666666666,4.133333333333334,28.266666666666666,6.066666666666666,0.3333333333333333,57.93333333333333,24.466666666666665,1.3333333333333333,32.375,20.0,1.75,239.4375
719,Jordy Nelson,LV,2018-19,33,50,9.146666666666667,11.1,63.1,68.6,67.2,93.9,29.1,70.5,0.4,0.95,65.3,65.0,69.9,87.1,10.446666666666665,35.93333333333333,3.533333333333333,33.733333333333334,5.6,0.4,32.13333333333333,9.2,0.7333333333333333,34.875,21.6875,1.4375,226.9375
721,Doug Baldwin,SEA,2018-19,30,51,13.95625,13.3,67.0,84.4,83.3,90.3,72.2,23.5,4.0,1.83,87.3,76.0,75.3,82.5,10.907692307692308,37.5625,4.6875,33.9375,7.0,0.5,61.9375,16.25,0.5,34.6875,21.25,2.125,228.5625
724,Cole Beasley,DAL,2018-19,29,54,6.093333333333334,7.9,63.2,59.9,59.3,89.6,86.9,11.9,0.2,0.85,64.3,57.6,67.8,84.5,9.3875,27.533333333333335,2.4,24.666666666666668,3.8,0.26666666666666666,20.933333333333334,7.733333333333333,0.4666666666666667,30.8125,19.3125,1.375,196.3125
725,Taylor Gabriel,CHI,2018-19,27,55,5.10625,10.1,68.8,64.7,65.1,94.8,15.0,85.0,0.0,1.09,60.2,68.8,71.2,84.3,9.49375,22.9375,2.0625,21.75,3.0,0.0625,23.625,13.75,0.3125,29.5625,18.1875,0.8125,175.6875
