,Player,Tm,Season,Age,PosRank,PPR/G_prev,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,pbe,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
1725,Allen Lazard,GB,2022-23,27,29,9.5,11.3,67.8,65.5,64.5,94.5,44.2,51.4,4.4,1.19,70.6,59.9,87.3,87.3,11.653333333333334,30.333333333333332,2.6666666666666665,28.666666666666668,3.933333333333333,0.5333333333333333,34.2,12.866666666666667,0.9333333333333333,34.88235294117647,23.647058823529413,2.2941176470588234,253.8235294117647
1727,Mike Williams,LAC,2022-23,28,31,15.4125,12.0,62.3,77.6,77.6,93.9,16.9,82.9,0.2,1.97,78.0,70.9,85.8,87.8,13.576923076923077,38.75,4.75,36.375,7.625,0.5625,71.625,25.9375,1.1875,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1728,Jakobi Meyers,NE,2022-23,26,32,10.958823529411765,9.9,68.6,74.9,74.9,93.2,66.3,33.3,0.2,1.62,79.2,68.7,77.4,88.3,12.87857142857143,33.705882352941174,4.882352941176471,31.41176470588235,7.117647058823529,0.11764705882352941,50.94117647058823,13.529411764705882,0.7647058823529411,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1729,Curtis Samuel,WAS,2022-23,26,34,1.9600000000000002,1.0,75.0,66.0,66.0,90.2,46.3,46.3,0.0,0.73,66.1,65.6,67.9,84.0,10.370588235294118,8.2,1.2,7.4,1.6,0.0,5.4,8.6,0.2,32.35294117647059,20.941176470588236,1.2352941176470589,202.41176470588235
1730,Deebo Samuel,SF,2022-23,26,33,21.1875,8.6,67.5,87.2,84.7,93.3,29.5,67.1,0.4,2.98,62.1,90.8,61.1,86.9,12.953846153846154,31.5625,4.8125,29.4375,7.125,0.375,87.8125,49.0,0.5625,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1731,Adam Thielen,MIN,2022-23,32,35,15.36923076923077,9.5,77.9,74.6,73.5,94.1,24.5,75.1,0.0,1.63,79.0,65.7,86.8,84.4,10.588235294117647,36.46153846153846,5.153846153846154,34.30769230769231,6.615384615384615,0.7692307692307693,55.84615384615385,19.384615384615383,1.0,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1732,Tyler Boyd,CIN,2022-23,28,36,11.4875,8.0,76.1,72.6,72.2,93.2,89.7,10.3,0.0,1.58,63.7,72.1,91.2,84.0,10.44375,35.125,4.1875,32.75,5.5,0.3125,51.75,24.75,0.4375,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1735,Donovan Peoples-Jones,CLE,2022-23,23,39,7.835714285714286,15.6,58.6,65.7,67.0,94.5,19.8,80.2,0.0,1.46,75.2,58.4,74.0,86.2,9.829411764705881,31.0,2.4285714285714284,29.285714285714285,4.142857142857143,0.21428571428571427,42.642857142857146,10.928571428571429,0.21428571428571427,30.58823529411765,18.823529411764707,1.2352941176470589,195.2941176470588
1736,Keenan Allen,LAC,2022-23,30,40,16.1125,9.1,70.7,77.5,77.5,93.0,62.6,36.3,0.3,1.78,74.8,72.9,85.8,87.8,16.4,43.0625,6.625,40.0625,9.375,0.375,71.125,22.25,1.4375,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1737,Mack Hollins,LV,2022-23,29,42,3.5470588235294116,16.7,50.0,58.1,57.1,93.5,18.3,80.4,0.9,1.04,53.6,60.6,76.6,82.5,9.070588235294117,14.375,0.875,13.4375,1.75,0.25,13.9375,2.6875,0.5,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1738,Joshua Palmer,LAC,2022-23,23,41,5.464705882352941,10.0,73.3,62.6,63.6,93.9,38.9,60.2,1.0,1.2,63.2,61.7,85.8,87.8,10.58125,18.470588235294116,1.9411764705882353,17.352941176470587,2.6470588235294117,0.23529411764705882,20.764705882352942,5.882352941176471,0.47058823529411764,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1740,K.J. Osborn,MIN,2022-23,25,44,9.323529411764707,10.9,67.6,64.9,65.8,93.9,51.0,48.8,0.0,1.3,65.5,62.4,86.8,84.4,9.152941176470588,31.58823529411765,2.9411764705882355,29.647058823529413,4.352941176470588,0.4117647058823529,38.529411764705884,10.705882352941176,0.5294117647058824,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1741,Diontae Johnson,PIT,2022-23,26,46,17.15,8.8,64.5,74.2,74.6,93.2,6.8,93.0,0.2,1.89,77.1,71.4,53.0,88.2,10.629411764705882,41.1875,6.6875,38.375,10.375,0.5,72.5625,33.3125,1.3125,39.05882352941177,25.0,1.3529411764705883,222.23529411764707
1742,Courtland Sutton,DEN,2022-23,27,45,8.835294117647058,15.8,61.1,71.2,71.0,94.4,13.6,86.2,0.2,1.43,72.7,66.9,70.7,84.0,10.626666666666667,33.76470588235294,3.411764705882353,31.88235294117647,5.588235294117647,0.11764705882352941,45.64705882352941,8.529411764705882,0.5882352941176471,31.823529411764707,20.823529411764707,1.1764705882352942,211.35294117647058
1743,Marquise Brown,ARI,2022-23,25,47,14.14375,12.0,65.5,68.6,68.7,95.1,31.4,68.5,0.2,1.61,52.0,73.2,88.1,87.3,13.0,41.0625,5.6875,39.0625,8.6875,0.375,63.0,24.75,1.0,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1744,Brandin Cooks,HOU,2022-23,29,48,14.4875,11.1,69.2,77.4,77.3,93.1,34.0,65.3,0.0,1.96,68.1,76.5,59.0,86.4,11.2,35.4375,5.625,33.0,8.125,0.375,64.8125,21.8125,0.625,32.11764705882353,20.823529411764707,1.2352941176470589,194.41176470588235
1745,DeAndre Hopkins,ARI,2022-23,30,49,14.719999999999999,13.1,71.2,79.8,81.1,94.8,14.9,85.1,0.0,1.76,72.7,75.7,88.1,87.3,16.855555555555554,34.3,4.2,32.5,5.9,0.8,57.2,14.0,1.4,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1747,Darius Slayton,NYG,2022-23,25,51,5.276923076923077,13.4,47.3,52.8,53.8,94.0,16.8,82.5,0.8,0.94,62.4,52.6,70.6,83.5,8.025,29.384615384615383,2.0,27.615384615384617,4.230769230769231,0.15384615384615385,26.076923076923077,5.076923076923077,0.15384615384615385,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1748,Marquez Valdes-Scantling,KC,2022-23,28,52,7.909090909090909,18.2,53.1,66.1,64.6,92.6,30.8,67.7,1.2,1.43,72.9,62.9,73.2,87.5,7.2,29.545454545454547,2.3636363636363638,27.363636363636363,4.454545454545454,0.2727272727272727,39.09090909090909,13.545454545454545,0.7272727272727273,39.705882352941174,26.352941176470587,2.176470588235294,281.8235294117647
1749,Devin Duvernay,BAL,2022-23,25,53,5.2,6.9,78.6,55.7,54.5,93.3,60.8,38.2,0.7,0.72,51.2,56.6,65.9,86.4,8.292857142857143,25.375,2.0625,23.6875,2.625,0.125,17.0,9.125,0.5,35.94117647058823,23.294117647058822,1.2352941176470589,233.0
1750,Isaiah McKenzie,BUF,2022-23,27,54,3.5,6.8,76.9,69.4,73.1,94.9,70.5,25.6,0.0,1.2,76.5,69.3,77.5,86.5,7.986666666666666,10.4,1.3333333333333333,9.866666666666667,1.7333333333333334,0.06666666666666667,11.866666666666667,5.0,0.26666666666666666,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1752,Russell Gage,TB,2022-23,26,56,11.642857142857142,9.9,71.0,75.2,76.5,96.3,49.6,49.9,0.2,1.96,83.2,72.1,90.8,90.9,9.507692307692308,29.071428571428573,4.714285714285714,28.0,6.642857142857143,0.2857142857142857,55.0,18.214285714285715,0.9285714285714286,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1754,Noah Brown,DAL,2022-23,26,59,2.646153846153846,9.8,66.7,60.6,58.2,90.2,15.6,84.4,0.0,1.18,45.4,65.2,84.7,89.7,7.15625,13.307692307692308,1.2307692307692308,12.0,1.8461538461538463,0.0,14.153846153846153,5.3076923076923075,0.15384615384615385,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1755,DeVante Parker,NE,2022-23,29,58,10.35,12.4,54.8,72.8,73.2,93.8,13.2,86.8,0.0,1.48,69.6,75.5,77.4,88.3,7.915384615384616,37.0,4.0,34.7,7.3,0.2,51.5,10.8,0.6,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1756,Marvin Jones Jr.,JAX,2022-23,32,61,10.6,12.6,64.0,68.3,70.4,93.7,28.8,70.9,0.3,1.33,81.5,62.8,58.3,87.1,7.30625,39.23529411764706,4.294117647058823,36.76470588235294,6.705882352941177,0.23529411764705882,48.94117647058823,7.529411764705882,1.0588235294117647,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1758,Olamide Zaccheaus,ATL,2022-23,25,62,5.2823529411764705,9.9,60.8,63.4,62.0,93.3,44.3,54.5,1.3,1.09,58.8,62.4,60.7,82.0,6.470588235294118,23.529411764705884,1.8235294117647058,21.941176470588236,3.0,0.17647058823529413,23.88235294117647,5.647058823529412,0.47058823529411764,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1759,Mecole Hardman Jr.,KC,2022-23,24,64,8.288235294117648,7.4,73.8,68.5,69.4,94.5,53.4,45.1,0.7,1.61,73.9,66.0,73.2,87.5,11.725,26.764705882352942,3.4705882352941178,25.294117647058822,4.705882352941177,0.11764705882352941,40.76470588235294,29.823529411764707,0.8823529411764706,39.705882352941174,26.352941176470587,2.176470588235294,281.8235294117647
1760,Kalif Raymond,DET,2022-23,28,63,8.275,10.3,68.6,60.5,60.6,94.4,33.6,66.0,0.2,1.23,61.3,60.3,61.7,84.5,6.835294117647059,31.0625,3.0,29.3125,4.375,0.25,36.0,16.6875,0.375,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1761,DJ Chark Jr.,DET,2022-23,26,65,8.6,17.1,36.8,65.9,64.1,92.4,11.8,88.2,0.0,1.4,52.8,63.0,61.7,84.5,8.927272727272728,29.75,1.75,27.5,4.75,0.5,38.5,6.25,0.25,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1762,Chris Moore,HOU,2022-23,29,66,4.641666666666667,4.0,95.5,68.3,67.5,94.2,64.0,34.5,1.4,1.73,77.0,63.7,59.0,86.4,7.19375,13.9,2.1,13.1,2.2,0.2,22.7,15.2,0.2,32.11764705882353,20.823529411764707,1.2352941176470589,194.41176470588235
1763,DeAndre Carter,LAC,2022-23,29,68,5.088235294117647,11.9,58.5,63.7,64.6,93.2,36.7,63.3,0.0,1.13,63.8,63.9,85.8,87.8,6.605882352941176,16.529411764705884,1.411764705882353,15.411764705882353,2.411764705882353,0.17647058823529413,17.41176470588235,4.588235294117647,0.11764705882352941,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1764,Corey Davis,NYJ,2022-23,27,70,11.68888888888889,13.3,57.6,68.8,66.4,93.7,25.6,73.1,1.3,1.74,57.8,67.1,54.8,83.7,7.507692307692308,33.44444444444444,3.7777777777777777,31.333333333333332,6.555555555555555,0.4444444444444444,54.666666666666664,13.0,0.4444444444444444,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1765,Michael Gallup,DAL,2022-23,26,67,10.166666666666666,12.2,60.3,73.4,73.1,92.9,8.0,92.0,0.0,1.37,77.7,71.1,84.7,89.7,7.528571428571429,38.888888888888886,3.888888888888889,36.111111111111114,6.444444444444445,0.2222222222222222,49.44444444444444,14.0,0.8888888888888888,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1766,Josh Reynolds,DET,2022-23,27,69,6.716666666666666,14.1,63.0,65.9,66.9,95.2,16.2,83.8,0.0,1.43,60.0,69.9,61.7,84.5,7.421428571428572,24.25,2.4166666666666665,23.083333333333332,3.8333333333333335,0.16666666666666666,33.0,9.25,0.5,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1767,Marquise Goodwin,SEA,2022-23,32,71,4.085714285714286,13.0,52.6,62.5,64.6,93.8,11.7,87.9,0.0,1.3,56.0,60.9,71.4,82.6,6.938461538461539,18.357142857142858,1.4285714285714286,17.214285714285715,2.7142857142857144,0.07142857142857142,22.357142857142858,6.0,0.21428571428571427,29.11764705882353,19.058823529411764,1.7647058823529411,201.88235294117646
1769,Robert Woods,TEN,2022-23,30,73,15.244444444444444,8.7,68.2,75.7,72.1,93.8,44.7,54.1,0.6,1.74,71.2,68.5,81.0,81.4,6.805882352941176,37.77777777777778,5.0,35.44444444444444,7.333333333333333,0.4444444444444444,61.77777777777778,23.11111111111111,1.7777777777777777,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1770,Darnell Mooney,CHI,2022-23,25,74,12.923529411764704,11.4,60.4,74.7,74.9,94.2,43.6,55.6,0.0,1.72,72.0,75.6,60.8,83.2,8.458333333333334,38.294117647058826,4.764705882352941,36.05882352941177,7.882352941176471,0.23529411764705882,62.05882352941177,23.0,0.5882352941176471,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1772,Greg Dortch,ARI,2022-23,24,76,1.3800000000000001,-5.3,100.0,63.5,61.2,87.0,78.3,21.7,0.0,0.75,55.9,64.4,88.1,87.3,7.06875,11.5,1.5,10.0,1.5,0.0,7.5,15.5,0.5,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1773,Nico Collins,HOU,2022-23,23,77,5.971428571428571,11.6,55.9,65.6,65.1,94.3,16.4,83.6,0.0,1.24,60.1,67.3,59.0,86.4,9.709999999999999,27.357142857142858,2.357142857142857,25.785714285714285,4.214285714285714,0.07142857142857142,31.857142857142858,8.785714285714286,0.42857142857142855,32.11764705882353,20.823529411764707,1.2352941176470589,194.41176470588235
1776,Nick Westbrook-Ikhine,TEN,2022-23,25,80,6.725,11.2,71.7,68.7,68.2,94.4,38.2,61.3,0.6,1.4,61.0,66.7,81.0,81.4,4.864705882352942,22.4375,2.375,21.1875,3.3125,0.25,29.75,8.9375,0.625,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1777,Demarcus Robinson,BAL,2022-23,28,81,4.082352941176471,10.8,69.4,51.1,52.4,91.2,13.9,84.9,1.2,0.57,49.7,56.4,65.9,86.4,6.105882352941176,29.941176470588236,1.4705882352941178,27.294117647058822,2.1176470588235294,0.17647058823529413,15.529411764705882,3.764705882352941,0.17647058823529413,35.94117647058823,23.294117647058822,1.2352941176470589,233.0
1778,Van Jefferson,LAR,2022-23,26,83,9.894117647058822,14.0,58.1,59.8,61.6,95.5,35.0,64.8,0.2,1.45,53.1,64.2,79.3,86.6,7.172727272727273,34.11764705882353,2.9411764705882355,32.588235294117645,5.0588235294117645,0.35294117647058826,47.1764705882353,12.588235294117647,0.8823529411764706,35.705882352941174,23.88235294117647,2.411764705882353,273.05882352941177
1780,Trent Sherfield,MIA,2022-23,26,84,1.3941176470588235,10.2,50.0,58.1,61.2,97.4,16.4,83.6,0.0,0.77,73.0,54.4,67.3,81.2,4.923529411764706,6.823529411764706,0.5294117647058824,6.647058823529412,1.0588235294117647,0.058823529411764705,5.117647058823529,1.3529411764705883,0.23529411764705882,36.1764705882353,23.764705882352942,1.2352941176470589,214.76470588235293
1781,Kendrick Bourne,NE,2022-23,27,85,10.617647058823529,8.3,82.1,75.6,75.2,93.7,36.4,62.5,0.0,1.99,72.5,74.9,77.4,88.3,5.51875,25.235294117647058,3.235294117647059,23.647058823529413,3.9411764705882355,0.29411764705882354,47.05882352941177,23.235294117647058,0.4117647058823529,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1782,Allen Robinson II,LAR,2022-23,29,86,7.25,12.5,57.6,66.9,67.0,94.0,36.0,63.2,0.8,1.13,75.4,61.5,79.3,86.6,8.49,32.166666666666664,3.1666666666666665,30.25,5.5,0.08333333333333333,34.166666666666664,7.5,0.3333333333333333,35.705882352941174,23.88235294117647,2.411764705882353,273.05882352941177
1783,Quez Watkins,PHI,2022-23,24,87,6.823529411764706,12.2,70.5,70.5,73.6,94.0,71.0,26.0,3.0,1.58,76.3,70.7,73.4,85.4,4.970588235294118,25.58823529411765,2.5294117647058822,24.058823529411764,3.588235294117647,0.058823529411764705,38.05882352941177,15.058823529411764,0.4117647058823529,29.058823529411764,18.058823529411764,1.1764705882352942,200.23529411764707
1784,Elijah Moore,NYJ,2022-23,22,88,12.563636363636363,12.4,58.1,71.2,73.8,93.6,28.3,70.8,0.3,1.75,72.7,71.3,54.8,83.7,5.50625,29.90909090909091,3.909090909090909,28.0,6.7272727272727275,0.45454545454545453,48.90909090909091,18.545454545454547,0.6363636363636364,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1785,Randall Cobb,GB,2022-23,32,90,7.8,10.5,73.7,72.0,73.9,93.7,76.1,20.5,3.0,1.49,67.5,72.2,87.3,87.3,6.2846153846153845,22.333333333333332,2.3333333333333335,20.916666666666668,3.1666666666666665,0.4166666666666667,31.25,12.0,1.0,34.88235294117647,23.647058823529413,2.2941176470588234,253.8235294117647
1786,Trenton Irwin,CIN,2022-23,27,89,0.7714285714285715,16.6,40.0,58.3,55.5,89.7,43.1,56.9,0.0,0.65,66.5,51.6,91.2,84.0,7.022222222222222,8.285714285714286,0.2857142857142857,7.428571428571429,0.7142857142857143,0.0,4.857142857142857,0.42857142857142855,0.14285714285714285,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1787,Jauan Jennings,SF,2022-23,25,91,5.1375,9.4,64.9,65.8,62.2,94.3,59.0,40.6,0.0,1.41,71.1,54.6,61.1,86.9,5.1625,13.25,1.5,12.5,2.3125,0.3125,17.625,6.8125,0.4375,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1788,Jamal Agnew,JAX,2022-23,27,92,7.6,7.3,68.6,65.6,62.8,94.8,70.8,29.2,0.0,1.26,66.9,58.1,58.3,87.1,4.6866666666666665,19.2,2.4,18.2,3.5,0.1,22.9,12.7,0.3,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1789,Rondale Moore,ARI,2022-23,22,93,7.792857142857143,1.2,84.4,71.2,70.7,96.4,77.1,19.3,0.0,1.64,55.4,73.3,88.1,87.3,10.9875,19.642857142857142,3.857142857142857,18.928571428571427,4.571428571428571,0.07142857142857142,31.071428571428573,31.857142857142858,0.5714285714285714,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1790,Julio Jones,TB,2022-23,33,94,8.040000000000001,12.6,67.4,74.2,74.9,96.5,21.5,78.5,0.0,1.76,66.4,78.2,90.8,90.9,7.040000000000001,25.6,3.1,24.7,4.6,0.1,43.4,11.3,0.6,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1791,Dante Pettis,CHI,2022-23,27,95,8.433333333333334,5.9,66.7,68.3,65.8,95.7,50.7,49.3,0.0,1.32,81.8,53.2,60.8,83.2,3.835294117647059,23.0,3.3333333333333335,22.0,5.0,0.3333333333333333,29.0,12.333333333333334,0.6666666666666666,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1794,Ben Skowronek,LAR,2022-23,25,97,1.7357142857142858,11.3,57.9,57.2,58.0,93.3,58.7,40.4,0.0,1.37,66.5,55.8,79.3,86.6,6.021428571428571,10.4,1.1,9.7,1.9,0.0,13.3,5.3,0.2,35.705882352941174,23.88235294117647,2.411764705882353,273.05882352941177
1795,Nelson Agholor,NE,2022-23,29,100,6.8933333333333335,14.7,62.7,65.9,64.6,94.7,9.9,89.9,0.0,1.15,55.7,71.5,77.4,88.3,4.7,29.0,2.466666666666667,27.466666666666665,3.933333333333333,0.2,31.533333333333335,6.933333333333334,0.4,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1796,Ray-Ray McCloud III,SF,2022-23,26,101,4.1375,6.7,61.9,56.8,56.4,92.1,88.3,10.1,1.4,0.82,54.6,59.7,61.1,86.9,3.4176470588235297,24.466666666666665,2.6,22.533333333333335,4.2,0.0,18.466666666666665,7.933333333333334,0.6666666666666666,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1797,Equanimeous St. Brown,CHI,2022-23,26,102,1.5538461538461539,10.0,56.3,57.4,55.7,95.5,34.2,62.6,3.2,0.66,64.0,48.9,60.8,83.2,4.04375,12.916666666666666,0.75,12.333333333333334,1.3333333333333333,0.0,8.166666666666666,4.75,0.3333333333333333,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1800,Hunter Renfrow,LV,2022-23,27,104,15.241176470588236,6.8,83.1,80.6,82.3,93.9,64.3,35.6,0.0,1.94,71.7,82.6,76.6,82.5,7.9,33.588235294117645,6.0588235294117645,31.529411764705884,7.294117647058823,0.5294117647058824,61.05882352941177,26.58823529411765,1.3529411764705883,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1802,Braxton Berrios,NYJ,2022-23,27,106,7.56875,4.9,76.7,74.0,74.3,94.3,74.2,24.0,0.7,1.64,72.4,78.2,54.8,83.7,3.394117647058824,17.4375,2.875,16.4375,3.75,0.125,26.9375,16.125,0.5,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1803,Shi Smith,CAR,2022-23,24,107,2.6833333333333336,8.1,66.7,61.4,60.8,100.0,70.3,28.1,0.0,1.63,53.5,64.4,62.4,82.3,3.623529411764706,10.666666666666666,1.0,10.666666666666666,1.5,0.0,17.333333333333332,11.5,0.16666666666666666,35.23529411764706,20.470588235294116,0.8235294117647058,190.52941176470588
1804,Rashod Bateman,BAL,2022-23,23,109,8.625,9.6,70.8,64.9,65.2,94.7,18.3,81.7,0.0,1.26,73.2,57.1,65.9,86.4,8.916666666666666,36.0,3.8333333333333335,34.083333333333336,5.416666666666667,0.08333333333333333,42.916666666666664,14.0,0.4166666666666667,35.94117647058823,23.294117647058822,1.2352941176470589,233.0
1805,Damiere Byrd,ATL,2022-23,29,108,3.8176470588235296,9.1,70.3,53.8,54.5,95.6,46.1,52.2,0.2,0.84,52.5,53.0,60.7,82.0,3.6999999999999997,24.235294117647058,1.5294117647058822,23.176470588235293,2.176470588235294,0.058823529411764705,19.352941176470587,6.882352941176471,0.23529411764705882,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1806,A.J. Green,ARI,2022-23,34,110,9.8,12.8,60.0,69.2,71.2,94.0,8.9,91.0,0.2,1.6,52.9,82.0,88.1,87.3,4.1066666666666665,35.25,3.375,33.125,5.625,0.1875,53.0,12.125,1.0625,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1807,Jarvis Landry,NO,2022-23,30,111,11.083333333333334,8.4,65.8,66.3,68.0,94.1,59.5,37.2,0.3,1.78,67.1,70.4,66.2,84.5,6.688888888888889,28.416666666666668,4.333333333333333,26.75,6.583333333333333,0.16666666666666666,47.5,21.75,0.8333333333333334,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1809,Tre'Quan Smith,NO,2022-23,26,113,7.972727272727273,10.0,64.0,62.7,62.0,93.5,52.0,46.7,1.2,1.25,74.6,56.4,66.2,84.5,3.52,29.363636363636363,2.909090909090909,27.454545454545453,4.545454545454546,0.2727272727272727,34.27272727272727,10.363636363636363,0.7272727272727273,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1812,Kendall Hinton,DEN,2022-23,25,114,2.40625,8.3,68.2,66.5,66.2,91.1,68.0,31.4,0.6,1.14,65.3,64.1,70.7,84.0,4.7,11.266666666666667,1.0,10.266666666666667,1.4666666666666666,0.06666666666666667,11.666666666666666,3.8,0.13333333333333333,31.823529411764707,20.823529411764707,1.1764705882352942,211.35294117647058
1815,Dyami Brown,WAS,2022-23,23,120,1.8733333333333335,15.5,50.0,55.5,56.9,94.4,28.2,71.8,0.0,0.82,69.7,51.2,67.9,84.0,2.1866666666666665,14.2,0.8,13.4,1.6,0.0,11.0,2.466666666666667,0.2,32.35294117647059,20.941176470588236,1.2352941176470589,202.41176470588235
1816,Ashton Dulin,IND,2022-23,25,121,3.0294117647058822,15.1,59.1,59.9,61.4,90.7,21.7,77.5,0.8,1.48,65.8,59.6,75.9,81.5,3.5416666666666665,7.588235294117647,0.7647058823529411,6.882352941176471,1.2941176470588236,0.11764705882352941,10.176470588235293,3.0,0.11764705882352941,30.647058823529413,19.058823529411764,1.588235294117647,197.7058823529412
1817,KhaDarel Hodge,ATL,2022-23,27,119,1.91875,11.6,52.0,68.1,66.7,94.0,6.5,91.1,1.2,0.99,66.2,62.6,60.7,82.0,2.423529411764706,12.923076923076923,1.0,12.153846153846153,1.9230769230769231,0.0,12.076923076923077,3.0,0.38461538461538464,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1819,Byron Pringle,CHI,2022-23,29,123,7.458823529411765,11.5,73.7,66.5,65.0,92.8,61.3,36.1,2.5,1.42,60.5,70.1,60.8,83.2,3.227272727272727,25.41176470588235,2.4705882352941178,23.58823529411765,3.3529411764705883,0.29411764705882354,33.411764705882355,11.058823529411764,0.35294117647058826,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1824,Marquez Callaway,NO,2022-23,24,129,8.929411764705883,13.4,56.8,69.3,69.6,95.0,20.0,79.4,0.6,1.53,69.6,68.7,66.2,84.5,2.6999999999999997,28.294117647058822,2.7058823529411766,26.88235294117647,4.764705882352941,0.35294117647058826,41.05882352941177,8.470588235294118,0.5294117647058824,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1828,Zach Pascal,PHI,2022-23,28,133,5.90625,9.5,56.7,52.7,52.5,92.9,77.3,19.9,2.8,0.78,60.3,48.3,73.4,85.4,2.1176470588235294,33.25,2.375,30.875,4.1875,0.1875,24.0,7.4375,0.8125,29.058823529411764,18.058823529411764,1.1764705882352942,200.23529411764707
1829,Sterling Shepard,NYG,2022-23,29,132,11.1,7.9,67.9,64.6,66.1,93.6,72.9,27.1,0.0,1.66,61.6,71.3,70.6,83.5,11.466666666666667,33.714285714285715,5.142857142857143,31.571428571428573,7.571428571428571,0.14285714285714285,52.285714285714285,16.857142857142858,1.2857142857142858,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1830,Keelan Cole Sr.,LV,2022-23,29,134,5.260000000000001,13.4,57.1,61.3,62.4,93.5,16.3,83.1,0.5,1.31,60.9,62.5,76.6,82.5,2.15,24.466666666666665,1.8666666666666667,22.866666666666667,3.2666666666666666,0.06666666666666667,29.933333333333334,5.6,0.3333333333333333,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1833,Denzel Mims,NYJ,2022-23,25,138,1.9363636363636365,13.6,42.1,48.7,51.3,94.5,21.6,76.9,1.5,0.71,52.6,52.9,54.8,83.7,2.96,18.09090909090909,0.7272727272727273,17.09090909090909,1.7272727272727273,0.0,12.090909090909092,3.4545454545454546,0.18181818181818182,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1834,Jalen Reagor,MIN,2022-23,23,136,4.594117647058823,9.8,60.0,56.3,55.3,94.3,20.9,77.7,0.0,0.67,51.8,60.4,86.8,84.4,1.5823529411764705,27.647058823529413,1.9411764705882353,26.058823529411764,3.235294117647059,0.11764705882352941,17.58823529411765,9.0,0.29411764705882354,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1835,N'Keal Harry,CHI,2022-23,25,139,2.3666666666666667,14.8,57.1,69.1,64.5,93.3,12.7,87.3,0.0,1.31,62.0,69.1,60.8,83.2,3.5142857142857147,13.636363636363637,1.0909090909090908,12.727272727272727,1.9090909090909092,0.0,16.727272727272727,2.1818181818181817,0.09090909090909091,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
