player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Allen Robinson II,8696,WR,JAX,16,142,0,15,13.3,3,42.9,,0,0,12.5,3,16,0,51.0,71.8,2,33,0.0,0,213,21,92.5,197,75.6,49,24.9,5,244,84,4.0,11.6,1.24,0,18.2,6,64.3,,0,0,8.5,5,40,0,60.6,84.6,4,90,0.0,0,426,54,96.5,411,107.7,84,20.4,5,1123,255,4.7,20.8,2.73
Larry Fitzgerald,1724,WR,ARZ,16,139,0,1,9.9,0,70.5,,0,0,3.1,1,21,3,78.0,73.2,2,24,2.4,5,212,31,86.3,183,95.0,44,24.0,3,321,136,4.4,10.4,1.75,0,8.2,6,83.9,,0,0,1.4,1,41,0,90.4,90.1,0,44,0.6,2,347,73,93.4,324,116.0,87,26.9,2,870,333,4.6,11.9,2.69
Emmanuel Sanders,5606,WR,DEN,15,131,0,10,14.7,2,53.5,,0,0,4.2,1,19,0,73.7,85.6,2,75,0.0,0,181,23,95.6,173,98.8,43,24.9,4,418,144,6.3,18.2,2.42,0,14.4,4,61.4,,0,0,7.3,4,31,1,65.1,76.1,2,64,0.0,0,344,51,95.9,330,79.6,83,25.2,1,645,178,3.5,12.6,1.95
Delanie Walker,3120,TE,TEN,15,130,0,31,9.2,1,60.6,,0,0,9.1,2,8,0,59.5,59.4,1,27,1.9,3,161,20,89.4,144,64.8,33,22.9,0,197,71,3.6,9.9,1.37,0,10.1,14,73.9,,0,0,4.4,3,38,0,78.4,90.1,3,61,2.5,8,322,65,94.4,304,96.7,88,28.9,2,838,306,4.7,12.9,2.76
Eric Decker,5611,WR,NYJ,15,126,0,22,13.0,1,65.9,,0,0,10.0,3,20,0,57.2,77.9,0,35,0.0,0,213,27,95.3,203,125.8,41,20.2,4,357,85,3.1,13.2,1.76,0,13.0,1,67.2,,0,0,8.9,4,32,1,58.6,76.5,2,26,0.0,0,309,41,96.8,299,95.3,61,20.4,2,585,121,3.0,14.3,1.96
Brandin Cooks,8655,WR,NO,16,126,0,20,12.4,1,57.8,0.0,0,1,0.0,0,15,1,86.5,76.3,0,47,0.0,0,204,26,93.1,190,109.3,45,23.7,3,398,130,5.0,15.3,2.09,0,12.4,3,72.4,,0,0,5.2,3,28,0,74.0,69.4,4,71,0.2,1,434,55,93.3,405,101.7,76,18.8,5,717,235,4.3,13.0,1.77
T.Y. Hilton,7092,WR,IND,16,125,0,14,11.3,3,59.3,,0,0,8.6,3,25,1,59.9,79.9,1,87,0.0,0,263,32,93.9,247,101.9,54,21.9,2,593,242,7.6,18.5,2.4,0,14.0,2,53.8,,0,0,0.0,0,22,0,90.0,71.4,5,57,0.0,0,352,35,94.9,334,58.6,65,19.5,2,521,143,4.1,14.9,1.56
A.J. Green,6156,WR,CIN,16,123,0,7,14.5,2,77.1,,0,0,3.6,1,23,0,76.1,91.1,1,66,0.0,0,145,27,91.0,132,135.1,35,26.5,3,449,118,4.4,16.6,3.4,0,13.8,4,67.5,,0,0,3.4,2,38,1,82.0,84.7,2,80,0.0,0,410,56,94.6,388,105.9,83,21.4,4,828,219,3.9,14.8,2.13
Amari Cooper,9437,WR,OAK,16,123,0,23,13.1,4,53.1,,0,0,23.5,8,20,1,27.9,68.5,1,68,0.4,1,239,26,93.7,224,99.1,49,21.9,3,481,184,7.1,18.5,2.15,0,9.2,9,62.0,,0,0,18.5,10,25,0,28.8,72.2,2,44,0.0,0,332,44,97.0,322,90.7,71,22.0,3,590,196,4.5,13.4,1.83
Randall Cobb,6216,WR,GB,16,123,0,12,7.8,6,55.7,,0,0,10.5,4,19,0,45.4,64.8,0,32,0.6,2,314,34,86.6,272,77.6,61,22.4,1,345,219,6.4,10.1,1.27,0,7.8,6,73.1,,0,0,11.6,5,20,0,49.2,66.6,0,53,0.0,0,336,38,92.9,312,110.5,52,16.7,2,433,200,5.3,11.4,1.39
Golden Tate,5585,WR,DET,16,121,0,11,5.8,12,71.1,,0,0,3.0,1,22,0,80.4,81.1,1,43,0.0,0,226,32,96.0,217,104.3,45,20.7,3,324,217,6.8,10.1,1.49,0,6.2,17,74.6,,0,0,9.1,5,24,1,64.4,67.4,1,36,0.0,0,407,50,95.8,390,86.3,67,17.2,0,454,310,6.2,9.1,1.16
Kamar Aiken,6671,WR,BLT,16,121,0,3,15.1,1,50.0,,0,0,3.8,1,20,0,74.9,81.0,1,38,0.0,0,198,25,91.9,182,84.2,50,27.5,3,346,83,3.3,13.8,1.9,0,10.0,7,71.6,,0,0,5.9,3,31,1,71.8,71.3,3,48,0.0,0,389,48,96.4,375,77.2,67,17.9,0,548,126,2.6,11.4,1.46
Jordan Matthews,8677,WR,PHI,16,120,0,24,9.5,5,58.0,,0,0,14.7,5,16,1,31.2,58.1,0,43,0.0,0,235,29,94.0,221,85.7,50,22.6,1,343,178,6.1,11.8,1.55,0,8.6,6,79.0,,0,0,7.5,4,24,1,61.1,63.8,2,78,0.0,0,341,49,94.7,323,114.9,62,19.2,4,597,248,5.1,12.2,1.85
Jeremy Maclin,4942,WR,KC,15,120,0,16,10.0,2,63.6,,0,0,3.4,1,19,0,76.1,73.4,1,44,0.0,0,190,28,93.7,178,101.8,44,24.7,3,353,132,4.7,12.6,1.98,0,11.0,2,77.5,,0,0,0.0,0,30,2,90.6,78.7,1,61,0.0,0,324,55,92.9,301,120.7,71,23.6,4,702,217,3.9,12.8,2.33
Gary Barnidge,4455,TE,CLV,16,119,0,8,10.6,0,55.9,,0,0,5.0,1,16,0,69.9,73.8,2,35,7.1,15,212,19,84.9,180,95.7,34,18.9,6,261,87,4.6,13.7,1.45,0,9.4,7,74.3,,0,0,8.3,5,31,0,60.8,76.4,0,40,7.0,30,429,55,87.6,376,104.3,74,19.7,0,715,251,4.6,13.0,1.9
Travis Benjamin,7100,WR,CLV,16,116,0,8,13.2,2,63.9,,0,0,0.0,0,13,0,85.3,71.4,0,54,0.0,0,198,23,91.9,182,110.9,36,19.8,2,320,133,5.8,13.9,1.76,0,12.9,5,57.5,,0,0,10.6,5,24,1,45.7,64.4,3,61,0.0,0,396,42,94.4,374,77.5,73,19.5,2,621,189,4.5,14.8,1.66
Greg Olsen,3647,TE,CAR,16,115,0,5,10.5,0,58.1,,0,0,7.4,2,16,0,75.1,77.5,0,28,12.3,30,243,25,81.9,199,89.9,43,21.6,1,326,101,4.0,13.0,1.64,0,11.0,1,72.6,,0,0,2.2,1,30,1,84.7,90.8,0,52,9.4,28,299,45,86.6,259,117.2,62,23.9,2,653,206,4.6,14.5,2.52
Rob Gronkowski,5567,TE,NE,15,113,0,19,11.7,5,60.7,,0,0,10.5,4,26,0,54.6,88.4,1,76,13.2,34,257,34,80.2,206,120.1,56,27.2,5,606,274,8.1,17.8,2.94,0,10.1,5,68.9,,0,0,0.0,0,21,0,89.1,77.2,0,52,10.0,31,311,31,83.9,261,120.2,45,17.2,2,496,250,8.1,16.0,1.9
Jordan Reed,7866,TE,WAS,14,111,0,32,7.3,7,76.1,,0,0,2.8,1,25,0,79.9,90.9,0,29,9.2,18,196,35,84.2,165,140.8,46,27.9,6,394,219,6.3,11.3,2.39,0,6.0,9,79.7,,0,0,4.1,2,27,3,77.9,83.0,1,32,8.1,19,236,47,86.4,204,108.7,59,28.9,2,535,264,5.6,11.4,2.62
Pierre Garcon,4519,WR,WAS,16,108,0,32,10.4,1,64.7,,0,0,2.9,1,25,0,69.6,79.7,0,39,0.0,0,215,33,94.0,202,113.9,51,25.2,4,389,92,2.8,11.8,1.93,0,10.9,3,69.8,,0,0,9.8,4,17,0,58.6,66.0,5,22,0.0,0,300,37,93.0,279,50.0,53,19.0,0,370,91,2.5,10.0,1.33
Anquan Boldin,1369,WR,SF,14,107,0,28,8.8,2,61.1,,0,0,0.0,0,15,0,84.5,78.5,0,37,0.0,0,145,22,94.5,137,114.1,36,26.3,3,288,113,5.1,13.1,2.1,0,8.0,7,67.2,,0,0,8.2,4,19,1,61.9,64.6,2,51,0.0,0,353,45,96.6,341,80.3,67,19.6,1,478,174,3.9,10.6,1.4
Zach Ertz,7816,TE,PHI,15,106,0,24,8.4,2,69.8,,0,0,14.3,5,17,0,40.8,78.7,3,41,3.8,8,210,30,89.0,187,80.3,43,23.0,2,347,162,5.4,11.6,1.86,0,8.9,3,75.0,,0,0,4.5,2,21,1,83.5,73.3,1,60,4.5,13,289,42,89.3,258,92.7,56,21.7,0,478,153,3.6,11.4,1.85
Benjamin Watson,1753,TE,NO,16,102,0,20,7.6,0,82.8,,0,0,0.0,0,19,0,85.3,84.7,0,28,11.8,22,187,24,84.5,158,137.6,29,18.4,3,254,80,3.3,10.6,1.61,0,9.8,1,68.8,,0,0,12.0,6,18,1,47.8,65.1,2,46,12.6,51,405,44,82.2,333,83.4,64,19.2,1,489,164,3.7,11.1,1.47
Donte Moncrief,8725,WR,IND,16,100,0,14,10.8,1,54.8,,0,0,4.2,1,17,0,63.4,70.6,1,26,0.0,0,223,23,93.3,208,86.8,42,20.2,3,254,94,4.1,11.0,1.22,0,10.7,3,72.5,,0,0,7.5,3,21,0,63.6,68.5,2,33,0.0,0,299,37,95.3,285,89.5,51,17.9,1,450,154,4.2,12.2,1.58
Jason Witten,1384,TE,DAL,16,100,0,9,5.8,0,68.0,,0,0,0.0,0,9,0,82.7,53.4,0,24,10.5,25,238,17,82.4,196,99.3,25,12.8,1,163,56,3.3,9.6,0.83,0,8.0,2,82.4,,0,0,0.0,0,24,1,88.4,70.7,5,35,12.8,44,343,56,82.5,283,68.1,68,24.0,0,523,168,3.0,9.3,1.85
Travis Kelce,7844,TE,KC,16,99,0,16,5.8,9,75.0,,0,0,11.1,3,13,1,51.8,69.9,0,38,12.3,24,195,24,84.1,164,118.1,32,19.5,1,331,220,9.2,13.8,2.02,0,5.9,7,73.4,,0,0,4.1,2,26,1,78.2,76.7,1,42,9.0,31,344,47,84.9,292,107.7,64,21.9,3,542,315,6.7,11.5,1.86
Allen Hurns,8931,WR,JAX,15,99,0,15,13.7,4,57.1,,0,0,0.0,0,17,0,84.5,83.8,1,80,1.0,2,193,20,92.2,178,122.6,35,19.7,4,392,171,8.6,19.6,2.2,0,12.8,3,67.3,,0,0,7.5,3,26,1,57.0,69.4,3,59,0.0,0,380,37,96.3,366,96.6,55,15.0,3,568,147,4.0,15.4,1.55
John Brown,8726,WR,ARZ,15,99,0,1,13.5,1,65.7,,0,0,8.0,2,19,0,62.3,78.4,1,68,0.5,1,185,23,87.0,161,109.8,35,21.7,2,385,148,6.4,16.7,2.39,0,16.5,4,64.4,,0,0,7.3,3,28,1,64.8,76.6,2,65,0.3,1,325,38,93.8,305,100.2,59,19.3,3,589,182,4.8,15.5,1.93
Doug Baldwin,6615,WR,SEA,16,99,0,29,10.9,6,79.4,,0,0,3.6,1,18,1,75.5,88.0,0,80,0.0,0,144,27,96.5,139,158.3,34,24.5,7,442,211,7.8,16.4,3.18,0,9.5,11,79.7,,0,0,2.1,1,27,0,90.4,80.7,2,33,0.6,2,354,47,96.3,341,121.6,59,17.3,5,578,217,4.6,12.3,1.7
Danny Woodhead,4914,HB,SD,16,96,0,27,1.2,5,85.0,,0,0,5.6,2,20,0,71.6,90.8,0,26,14.1,28,199,34,75.9,151,134.0,40,26.5,4,326,291,8.6,9.6,2.16,0,-0.2,14,86.5,,0,0,4.3,2,18,0,77.9,81.3,1,61,7.0,18,257,45,88.3,227,98.7,52,22.9,1,420,440,9.8,9.3,1.85
Willie Snead IV,8999,WR,NO,15,95,0,20,12.0,4,71.9,,0,0,0.0,0,18,2,85.7,76.8,0,63,0.0,0,175,23,92.6,162,124.5,32,19.8,1,408,157,6.8,17.7,2.52,0,10.7,10,74.1,,0,0,8.5,4,25,0,61.5,69.1,1,41,0.3,1,341,43,93.5,319,102.7,58,18.2,1,561,170,4.0,13.0,1.76
Theo Riddick,7980,HB,DET,16,94,0,11,1.6,6,72.0,,0,0,5.3,1,10,0,69.0,91.1,0,18,40.3,54,134,18,58.2,78,90.6,25,32.1,0,171,154,8.6,9.5,2.19,0,0.2,30,90.6,,0,0,1.7,1,21,0,89.4,93.4,1,34,17.1,44,257,58,79.0,203,103.4,64,31.5,2,504,491,8.5,8.7,2.48
Marvin Jones Jr.,7158,WR,CIN,16,93,0,7,12.9,2,60.0,,0,0,11.8,2,11,0,51.5,69.6,0,25,0.0,0,140,15,91.4,128,118.5,25,19.5,3,161,64,4.3,10.7,1.26,0,13.4,9,73.4,,0,0,2.1,1,20,0,86.2,74.6,2,47,0.0,0,387,47,94.3,365,96.4,64,17.5,1,628,215,4.6,13.4,1.72
Alshon Jeffery,7048,WR,CHI,9,92,0,6,14.9,1,59.0,,0,0,8.0,2,17,0,73.5,92.7,0,47,0.0,0,95,23,94.7,90,110.4,39,43.3,3,314,54,2.3,13.7,3.49,0,14.9,3,60.0,,0,0,0.0,0,25,0,87.6,89.4,3,50,0.0,0,184,30,96.2,177,67.3,50,28.2,0,483,143,4.8,16.1,2.73
Devonta Freeman,8738,HB,ATL,15,92,0,2,5.2,6,66.7,,0,0,7.7,1,6,0,64.4,77.1,1,44,27.0,34,126,12,67.5,85,72.7,18,21.2,0,165,124,10.3,13.8,1.94,0,1.8,9,84.4,,0,0,8.5,5,13,1,62.3,65.4,1,14,13.3,40,301,54,83.1,250,89.5,64,25.6,1,371,290,5.4,6.9,1.48
Sammy Watkins,8639,WR,BUF,13,91,0,4,15.2,3,59.3,,0,0,11.1,2,13,0,39.8,77.7,0,47,0.0,0,122,16,92.6,113,130.0,27,23.9,3,269,80,5.0,16.8,2.38,0,19.1,2,67.7,,0,0,4.5,2,28,0,76.0,90.4,2,63,0.0,0,275,42,93.5,257,128.4,62,24.1,6,759,100,2.4,18.1,2.95
Terrance Williams,7855,WR,DAL,16,91,0,9,15.5,1,46.2,,0,0,14.3,3,14,0,46.4,67.3,1,42,0.0,0,217,18,92.2,200,80.0,39,19.5,2,309,107,5.9,17.2,1.55,0,12.9,0,69.6,,0,0,3.0,1,21,0,79.1,69.9,3,38,0.0,0,301,32,93.7,282,86.0,46,16.3,1,506,150,4.7,15.8,1.79
James Jones,3694,WR,GB,16,89,0,12,16.0,1,64.3,,0,0,3.6,1,25,0,77.3,77.3,1,65,0.0,0,311,27,86.8,270,129.6,42,15.6,4,546,146,5.4,20.2,2.02,0,14.9,3,51.3,,0,0,16.7,4,12,1,39.1,58.5,2,37,0.0,0,333,20,92.2,307,71.2,39,12.7,2,287,90,4.5,14.4,0.93
Ted Ginn Jr.,3625,WR,CAR,15,89,0,5,14.3,0,48.8,,0,0,13.0,3,17,0,48.2,71.2,2,37,0.0,0,174,20,94.8,165,87.4,41,24.8,5,250,103,5.2,12.5,1.52,0,20.7,1,48.8,,0,0,22.2,6,17,0,27.1,64.6,2,74,0.0,0,217,21,94.5,205,92.3,43,21.0,3,471,136,6.5,22.4,2.3
Martavis Bryant,8753,WR,PIT,11,88,0,25,16.2,5,47.4,,0,0,25.0,6,12,0,28.1,72.7,0,88,0.6,1,157,18,93.0,146,115.0,38,26.0,4,350,186,10.3,19.4,2.4,0,14.1,2,67.4,0.0,0,1,11.4,4,12,1,50.8,64.6,3,64,0.0,0,216,31,90.3,195,81.3,46,23.6,2,394,147,4.7,12.7,2.02
Nate Washington,2832,WR,HST,14,88,0,13,12.3,0,42.4,,0,0,17.6,3,9,0,36.3,59.9,0,32,0.0,0,152,14,92.8,141,68.6,33,23.4,1,167,39,2.8,11.9,1.18,0,12.6,0,60.8,,0,0,16.2,6,23,0,33.0,66.5,0,49,0.0,0,326,31,95.7,312,111.6,51,16.3,3,480,127,4.1,15.5,1.54
Davante Adams,8688,WR,GB,13,88,0,12,11.8,2,44.4,,0,0,20.0,4,10,0,29.8,57.2,1,21,0.0,0,225,16,87.6,197,47.0,36,18.3,0,168,48,3.0,10.5,0.85,0,9.9,4,66.0,,0,0,11.4,4,9,0,50.8,59.6,0,40,0.0,0,252,31,92.9,234,85.0,47,20.1,0,315,109,3.5,10.2,1.35
Michael Floyd,7019,WR,ARZ,15,88,0,1,14.5,2,64.3,,0,0,0.0,0,14,0,83.2,73.4,0,31,0.0,0,160,18,90.0,144,96.1,28,19.4,0,272,63,3.5,15.1,1.89,0,17.3,3,55.6,,0,0,11.8,4,22,0,44.3,81.5,1,60,0.0,0,245,30,93.5,229,107.5,54,23.6,4,546,153,5.1,18.2,2.38
Rueben Randle,7065,WR,NYG,16,87,0,21,12.3,3,63.6,,0,0,4.5,1,12,0,72.1,63.0,0,44,0.0,0,227,21,92.1,209,113.8,33,15.8,2,305,79,3.8,14.5,1.46,0,10.9,4,70.2,,0,0,5.7,2,20,0,69.5,62.2,1,72,0.0,0,380,33,94.2,358,122.2,47,13.1,4,475,121,3.7,14.4,1.33
Keenan Allen,7857,WR,SD,8,86,0,27,6.4,3,71.0,,0,0,4.3,1,9,0,74.4,69.1,1,20,0.0,0,127,22,92.9,118,71.6,31,26.3,0,177,73,3.3,8.0,1.5,0,8.9,6,81.5,,0,0,8.3,4,25,0,61.4,80.7,1,38,0.0,0,220,44,94.5,208,125.2,54,26.0,4,539,176,4.0,12.3,2.59
Julian Edelman,5156,WR,NE,9,85,0,19,7.8,9,70.3,,0,0,13.3,4,19,1,46.7,81.0,1,59,0.6,1,162,26,92.0,149,114.1,37,24.8,3,335,188,7.2,12.9,2.25,0,8.6,5,75.0,,0,0,6.9,2,16,0,68.2,77.1,1,27,0.6,1,178,27,92.1,164,103.0,36,22.0,2,272,85,3.1,10.1,1.66
Richard Rodgers,8733,TE,GB,16,82,0,12,7.2,2,62.5,,0,0,7.4,2,12,0,64.1,63.2,1,26,8.6,20,233,25,81.5,190,93.4,40,21.1,3,237,122,4.9,9.5,1.25,0,4.8,5,81.8,,0,0,0.0,0,10,0,87.3,69.9,0,26,9.0,23,255,27,84.3,215,92.0,33,15.3,0,201,117,4.3,7.4,0.93
Coby Fleener,7038,TE,IND,16,81,0,14,9.1,0,63.0,,0,0,0.0,0,5,0,82.2,58.6,0,28,12.0,25,209,17,84.7,177,76.5,27,15.3,0,142,50,2.9,8.4,0.8,0,7.6,2,70.0,,0,0,10.3,4,16,0,54.6,60.8,3,57,9.3,26,279,35,86.0,240,70.3,50,20.8,1,339,122,3.5,9.7,1.41
Tavon Austin,7789,WR,SL,16,81,0,26,7.1,3,54.5,,0,0,0.0,0,5,0,79.4,57.0,0,20,0.0,0,154,12,94.8,146,77.7,22,15.1,1,79,63,5.3,6.6,0.54,0,8.2,15,67.9,,0,0,9.5,4,14,1,42.4,64.8,0,66,0.4,1,277,38,93.5,259,98.6,56,21.6,2,377,266,7.0,9.9,1.46
Danny Amendola,4717,WR,NE,14,80,0,19,7.8,4,76.7,,0,0,0.0,0,19,0,86.1,82.5,0,41,0.0,0,179,23,92.7,166,116.9,30,18.1,1,287,121,5.3,12.5,1.73,0,6.8,4,84.1,,0,0,5.1,2,11,0,73.2,68.7,0,35,0.0,0,219,37,95.9,210,98.0,44,21.0,0,331,119,3.2,8.9,1.58
Robert Woods,7822,WR,BUF,14,79,0,4,11.7,1,44.8,,0,0,18.8,3,9,1,33.8,57.2,1,17,0.0,0,146,13,89.7,131,57.1,29,22.1,1,143,31,2.4,11.0,1.09,0,10.9,2,66.7,,0,0,3.0,1,18,1,78.9,63.2,1,37,0.3,1,309,32,94.2,291,91.0,48,16.5,1,404,110,3.4,12.6,1.39
Heath Miller,2247,TE,PIT,15,78,0,25,6.1,0,63.6,,0,0,6.7,1,9,0,64.4,57.2,1,27,14.7,32,218,14,79.4,173,58.3,22,12.7,0,117,51,3.6,8.4,0.68,0,5.6,1,81.6,,0,0,0.0,0,18,0,90.2,75.9,0,26,18.7,61,326,40,76.1,248,98.9,49,19.8,0,379,170,4.3,9.5,1.53
Jacob Tamme,4441,TE,ATL,15,78,0,2,10.4,1,71.4,,0,0,0.0,0,10,0,81.1,72.2,0,25,14.2,21,148,15,81.1,120,100.5,21,17.5,0,196,68,4.5,13.1,1.63,0,7.3,4,78.8,,0,0,2.4,1,18,0,83.0,63.8,2,41,6.2,22,354,41,88.1,312,85.3,52,16.7,0,432,141,3.4,10.5,1.38
Stefon Diggs,9579,WR,MIN,13,77,0,18,9.8,5,66.7,,0,0,5.3,1,12,1,69.9,81.9,1,40,0.0,0,137,18,91.2,125,128.0,27,21.6,3,316,177,9.8,17.6,2.53,0,11.2,8,66.7,,0,0,3.0,1,18,1,78.4,70.6,2,31,0.0,0,266,32,96.2,256,71.8,48,18.8,0,363,123,3.8,11.3,1.42
Markus Wheaton,7860,WR,PIT,16,76,0,25,14.8,3,60.0,,0,0,0.0,0,13,0,82.7,72.2,2,72,0.0,0,182,18,91.8,167,105.7,30,18.0,3,346,105,5.8,19.2,2.07,0,14.6,1,63.2,,0,0,11.1,3,17,0,52.7,68.0,1,48,0.0,0,272,24,93.8,255,95.0,38,14.9,1,387,63,2.6,16.1,1.52
Martellus Bennett,4375,TE,CHI,11,76,0,6,7.1,0,55.2,,0,0,11.1,2,9,0,52.8,61.0,2,21,16.6,27,163,16,76.7,125,49.1,29,23.2,1,127,48,3.0,7.9,1.02,0,5.4,8,79.5,,0,0,5.4,2,13,2,72.2,67.4,1,24,12.7,29,229,35,85.6,196,93.1,44,22.4,1,299,171,4.9,8.5,1.53
Andre Johnson,1319,WR,IND,16,76,0,14,10.1,0,56.3,,0,0,14.3,3,13,0,35.9,64.7,0,24,0.0,0,201,18,93.0,187,107.8,32,17.1,3,212,60,3.3,11.8,1.13,0,11.1,2,57.9,0.0,0,1,8.3,2,17,0,72.1,65.9,3,35,0.0,0,254,22,96.1,244,48.9,38,15.6,0,287,105,4.8,13.0,1.18
