player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Brandon Marshall,3064,WR,NYJ,15,121,0,22,13.1,0,55.1,33.3,1,3,3.6,1,21,0,76.3,83.0,3,41,0.0,0,181,27,94.5,171,64.3,49,28.7,1,412,142,5.3,15.3,2.41,0,14.3,2,46.8,33.3,1,3,14.7,5,21,0,40.8,58.8,5,21,0.3,1,362,29,93.9,340,37.8,62,18.2,1,371,40,1.4,12.8,1.09
Kyle Rudolph,6195,TE,MIN,16,120,0,18,7.2,1,65.9,75.0,3,4,3.6,1,16,0,75.7,74.0,0,22,12.4,26,209,27,84.2,176,99.9,41,23.3,2,263,125,4.6,9.7,1.49,0,7.1,5,72.5,50.0,2,4,5.7,3,29,0,64.4,72.5,0,44,12.8,50,392,50,83.9,329,105.1,69,21.0,2,546,223,4.5,10.9,1.66
Michael Thomas,10681,WR,NO,15,119,0,20,9.3,3,76.5,83.3,5,6,4.9,2,28,0,74.3,91.5,1,32,0.0,0,187,39,90.9,170,130.8,51,30.0,5,496,174,4.5,12.7,2.92,0,7.7,17,79.7,50.0,1,2,4.1,2,28,2,77.9,75.8,3,46,0.0,0,345,47,96.2,332,92.1,59,17.8,1,580,263,5.6,12.3,1.75
Davante Adams,8688,WR,GB,16,118,0,12,10.3,8,67.2,,0,0,8.5,4,28,0,54.0,80.6,3,40,0.0,0,294,43,93.5,275,109.8,64,23.3,7,535,224,5.2,12.4,1.95,0,13.3,5,63.0,50.0,1,2,9.4,3,15,1,58.0,61.2,0,66,0.0,0,319,29,95.9,306,117.6,46,15.0,3,455,186,6.4,15.7,1.49
Doug Baldwin,6615,WR,SEA,16,117,0,29,9.4,7,78.0,0.0,0,1,4.9,2,26,0,73.9,90.1,1,50,1.0,2,206,39,90.3,186,142.3,50,26.9,6,533,262,6.7,13.7,2.87,0,8.4,3,81.3,100.0,2,2,3.7,2,24,1,73.3,68.1,1,59,1.3,5,396,52,94.9,376,102.0,64,17.0,1,562,206,4.0,10.8,1.49
Dennis Pitta,5638,TE,BLT,16,116,0,3,5.8,0,59.1,100.0,1,1,13.3,2,7,1,49.8,55.0,0,30,10.6,17,161,13,80.1,129,73.9,22,17.1,0,119,70,5.4,9.2,0.92,0,6.2,3,78.8,66.7,2,3,4.3,3,28,0,79.7,66.4,2,28,6.3,26,413,67,90.8,375,88.6,85,22.7,1,568,225,3.4,8.5,1.51
Travis Kelce,7844,TE,KC,16,114,0,16,7.0,7,76.4,66.7,2,3,4.5,2,30,0,83.0,92.0,0,80,5.6,12,215,42,88.8,191,129.0,55,28.8,2,675,432,10.3,16.1,3.53,0,6.9,3,75.5,100.0,3,3,7.0,3,23,0,65.5,74.0,0,34,7.2,23,321,40,89.7,288,106.1,53,18.4,1,443,217,5.4,11.1,1.54
Brandin Cooks,8655,WR,NO,16,113,0,20,16.7,1,51.4,33.3,1,3,5.3,1,11,1,68.7,67.2,0,45,0.0,0,189,18,91.0,172,99.3,35,20.3,2,297,69,3.8,16.5,1.73,0,13.0,2,75.0,,0,0,3.8,2,28,0,87.2,74.0,2,98,0.0,0,398,51,96.2,383,122.5,68,17.8,4,826,280,5.5,16.2,2.16
Kelvin Benjamin,8663,WR,CAR,16,112,0,5,11.9,6,50.8,50.0,2,4,0.0,0,27,0,87.6,83.6,1,50,0.0,0,228,30,90.8,207,94.5,59,28.5,4,488,153,5.1,16.3,2.36,0,13.8,2,64.6,66.7,2,3,6.1,2,23,1,68.4,71.1,1,47,0.0,0,262,31,96.2,252,99.6,48,19.0,2,443,84,2.7,14.3,1.76
Tyrell Williams,10154,WR,SD,16,111,0,27,9.3,2,66.0,25.0,1,4,10.3,4,23,0,54.4,74.5,0,50,0.0,0,216,35,92.1,199,97.2,53,26.6,1,430,189,5.4,12.3,2.16,0,15.3,7,58.2,100.0,1,1,13.5,5,24,0,43.4,73.6,8,51,0.0,0,346,32,97.1,336,88.3,55,16.4,5,620,256,8.0,19.4,1.85
Pierre Garcon,4519,WR,WAS,16,110,0,32,11.4,5,62.8,66.7,2,3,3.6,1,20,0,75.5,89.8,1,49,0.0,0,160,27,91.3,146,91.5,43,29.5,1,403,153,5.7,14.9,2.76,0,9.8,8,82.3,80.0,4,5,0.0,0,32,0,86.9,79.0,0,70,0.0,0,361,51,96.1,347,120.2,62,17.9,2,637,201,3.9,12.5,1.84
Jordan Matthews,8677,WR,PHI,14,109,0,24,11.9,0,56.1,50.0,1,2,17.9,5,14,0,30.0,65.1,0,54,0.0,0,187,23,90.9,170,85.5,41,24.1,1,281,76,3.3,12.2,1.65,0,9.2,2,77.0,0.0,0,1,4.1,2,22,1,77.4,72.1,0,32,0.0,0,299,47,96.0,287,106.5,61,21.3,1,509,147,3.1,10.8,1.77
Stefon Diggs,9579,WR,MIN,13,109,0,18,8.7,3,72.1,100.0,2,2,3.1,1,20,0,78.0,82.8,0,44,0.0,0,167,31,96.4,161,105.2,43,26.7,1,364,126,4.1,11.7,2.26,0,8.7,5,80.0,66.7,2,3,5.5,3,27,0,80.4,74.2,1,46,0.0,0,302,52,96.0,290,104.5,65,22.4,2,530,180,3.5,10.2,1.83
Mike Wallace,5007,WR,BLT,16,109,0,3,10.4,3,61.8,40.0,2,5,12.5,3,16,0,48.2,72.1,0,95,0.0,0,158,21,91.8,145,114.3,34,23.4,2,336,202,9.6,16.0,2.32,0,12.9,5,69.0,100.0,2,2,5.8,3,25,1,71.5,66.9,2,70,0.0,0,423,49,96.0,406,88.3,71,17.5,1,609,183,3.7,12.4,1.5
Kenny Britt,4953,WR,LA,15,109,0,26,10.5,3,66.7,100.0,1,1,9.7,3,16,1,56.1,69.0,0,46,0.0,0,181,28,92.3,167,107.9,42,25.1,2,347,92,3.3,12.4,2.08,0,13.6,3,61.7,100.0,2,2,2.6,1,29,1,81.3,75.0,3,66,0.0,0,327,37,96.0,314,82.5,60,19.1,1,638,205,5.5,17.2,2.03
Jeremy Kerley,6305,WR,SF,16,108,0,28,9.0,1,43.1,60.0,3,5,8.3,2,12,0,61.8,61.7,3,27,0.0,0,204,22,93.6,191,38.9,51,26.7,1,231,96,4.4,10.5,1.21,0,8.7,2,76.4,0.0,0,1,2.3,1,20,1,83.0,71.0,1,33,0.0,0,294,42,97.3,286,103.3,55,19.2,2,436,124,3.0,10.4,1.52
David Johnson,9519,HB,ARZ,16,107,0,1,6.4,4,77.8,,0,0,6.7,2,17,0,66.0,81.4,0,29,20.3,47,232,28,73.3,170,121.8,36,21.2,2,316,172,6.1,11.3,1.86,0,3.7,22,75.0,,0,0,4.0,2,22,0,79.8,85.2,1,58,10.5,38,363,48,83.7,304,97.1,64,21.1,1,519,439,9.1,10.8,1.71
Rishard Matthews,7211,WR,TEN,16,104,0,31,12.8,1,60.5,0.0,0,1,0.0,0,12,1,85.7,74.4,1,60,0.7,1,153,23,92.2,141,99.0,38,27.0,2,364,112,4.9,15.8,2.58,0,14.8,4,61.9,44.4,4,9,2.5,1,28,0,81.8,78.0,3,43,0.0,0,295,39,94.9,280,92.5,63,22.5,4,567,105,2.7,14.5,2.03
Sterling Shepard,10674,WR,NYG,16,103,0,21,9.7,2,54.9,100.0,1,1,12.5,4,23,0,46.5,71.1,2,32,0.0,0,211,28,95.7,202,76.2,51,25.2,3,307,104,3.7,11.0,1.52,0,9.0,6,72.9,100.0,2,2,5.4,2,17,0,73.2,62.6,2,32,0.2,1,406,35,94.6,384,104.5,48,12.5,4,360,148,4.2,10.3,0.94
Steve Smith,837,WR,BLT,14,102,0,3,11.6,2,65.4,100.0,2,2,0.0,0,15,0,82.2,82.2,2,34,0.0,0,118,17,89.8,106,103.8,26,24.5,3,255,74,4.4,15.0,2.41,0,7.8,10,71.6,75.0,3,4,5.4,3,24,0,74.5,70.4,2,52,0.0,0,352,53,95.2,335,90.1,74,22.1,2,544,212,4.0,10.3,1.62
Tavon Austin,7789,WR,LA,15,101,0,26,7.9,2,44.8,50.0,1,2,18.8,3,8,0,35.8,57.8,0,43,0.5,1,191,13,89.5,171,82.8,29,17.0,2,142,55,4.2,10.9,0.83,0,7.1,4,61.8,50.0,1,2,12.5,6,16,1,44.4,58.3,6,31,0.7,2,294,42,95.6,281,38.8,68,24.2,0,360,217,5.2,8.6,1.28
Zach Ertz,7816,TE,PHI,14,101,0,24,7.1,1,69.7,100.0,2,2,4.2,1,14,0,74.2,67.9,2,20,9.7,19,195,23,81.5,159,71.8,33,20.8,1,212,67,2.9,9.2,1.33,0,9.1,2,82.0,,0,0,2.0,1,25,0,86.9,72.4,2,30,5.4,18,334,50,90.7,303,102.3,61,20.1,2,561,206,4.1,11.2,1.85
Marvin Jones Jr.,7158,WR,DET,15,101,0,11,12.3,2,47.7,33.3,1,3,8.7,2,17,0,59.2,66.9,0,47,0.0,0,260,21,91.2,237,85.2,44,18.6,2,298,83,4.0,14.2,1.26,0,15.9,4,60.7,60.0,3,5,12.8,5,24,0,44.3,73.6,0,73,0.0,0,322,34,95.3,307,111.6,56,18.2,2,632,156,4.6,18.6,2.06
Marqise Lee,8674,WR,JAX,16,101,0,15,11.9,5,61.7,,0,0,0.0,0,21,0,87.6,73.7,1,51,0.0,0,257,29,93.4,240,88.6,47,19.6,1,416,172,5.9,14.3,1.73,0,10.6,6,66.7,0.0,0,1,15.8,6,21,0,44.6,66.0,2,39,0.0,0,297,32,94.3,280,83.2,48,17.1,1,414,176,5.5,12.9,1.48
Brandon LaFell,5602,WR,CIN,16,101,0,7,9.1,3,62.5,0.0,0,1,0.0,0,17,0,85.7,73.5,1,86,0.0,0,224,25,92.9,208,107.9,40,19.2,3,376,192,7.7,15.0,1.81,0,10.4,1,63.0,50.0,1,2,5.6,2,21,0,70.5,62.7,0,44,0.0,0,370,34,95.7,354,86.6,54,15.3,0,415,146,4.3,12.2,1.17
Quincy Enunwa,8843,WR,NYJ,16,99,0,22,10.4,6,54.8,33.3,1,3,19.0,4,10,0,41.6,62.9,0,51,0.5,1,190,17,94.2,179,96.4,31,17.3,1,282,98,5.8,16.6,1.58,0,9.4,7,63.2,50.0,2,4,12.2,5,23,0,46.2,71.4,3,69,0.0,0,348,36,94.5,329,83.9,57,17.3,2,539,247,6.9,15.0,1.64
Willie Snead IV,8999,WR,NO,15,96,0,20,7.8,3,60.0,,0,0,6.3,1,13,0,69.0,70.4,0,35,0.6,1,156,15,89.1,139,107.1,25,18.0,2,170,88,5.9,11.3,1.22,0,7.4,7,80.6,,0,0,6.9,4,34,2,66.8,78.7,3,49,0.6,2,308,54,95.8,295,95.9,67,22.7,1,690,295,5.5,12.8,2.34
Delanie Walker,3120,TE,TEN,15,96,0,31,10.4,3,55.6,0.0,0,2,16.7,3,11,0,38.1,66.9,0,41,6.3,10,158,15,86.7,137,83.6,27,19.7,0,228,73,4.9,15.2,1.66,0,9.9,7,74.2,,0,0,2.1,1,20,1,85.8,75.8,3,47,3.4,10,298,46,89.9,268,101.1,62,23.1,4,534,186,4.0,11.6,1.99
Cameron Meredith,10008,WR,CHI,14,95,0,6,9.9,4,56.3,100.0,1,1,21.7,5,14,1,29.0,68.4,1,36,0.0,0,155,18,92.3,143,83.7,32,22.4,1,287,152,8.4,15.9,2.01,0,9.9,5,77.6,100.0,1,1,6.3,3,28,2,69.9,72.9,1,50,0.0,0,275,45,94.2,259,112.1,58,22.4,2,573,135,3.0,12.7,2.21
A.J. Green,6156,WR,CIN,10,95,0,7,13.2,0,60.6,100.0,3,3,13.0,3,13,0,48.0,81.0,0,43,0.0,0,114,20,90.4,103,85.5,33,32.0,0,261,68,3.4,13.1,2.53,0,12.1,6,75.4,66.7,4,6,2.3,1,26,0,83.9,88.6,0,54,0.0,0,223,43,94.2,210,124.0,57,27.1,2,648,191,4.4,15.1,3.09
Jimmy Graham,5619,TE,SEA,16,93,0,29,10.5,0,50.0,75.0,3,4,8.3,1,9,0,60.6,72.7,1,40,11.9,21,177,11,82.5,146,84.5,22,15.1,2,155,44,4.0,14.1,1.06,0,10.3,6,76.1,100.0,2,2,8.9,5,34,2,65.6,87.8,0,42,6.7,23,343,51,89.8,308,131.1,67,21.8,4,734,274,5.4,14.4,2.38
Jamison Crowder,9538,WR,WAS,16,92,0,32,12.1,3,58.3,,0,0,6.7,1,11,0,64.7,68.1,1,53,0.0,0,155,14,92.9,144,103.5,24,16.7,2,244,66,4.7,17.4,1.69,0,6.6,10,82.0,50.0,1,2,3.8,2,20,1,78.8,65.1,1,55,0.6,2,347,50,96.5,335,116.1,61,18.2,3,583,310,6.2,11.7,1.74
Alshon Jeffery,7048,WR,CHI,12,92,0,6,12.7,1,54.1,75.0,3,4,13.0,3,16,0,58.3,70.5,3,29,0.0,0,152,20,92.1,140,53.8,37,26.4,1,279,89,4.5,14.0,1.99,0,14.2,0,63.3,100.0,3,3,6.1,2,24,0,69.0,74.6,3,54,0.0,0,274,31,96.4,264,80.3,49,18.6,1,520,102,3.3,16.8,1.97
Cole Beasley,7330,WR,DAL,16,92,0,9,7.8,3,85.4,100.0,2,2,2.8,1,28,0,79.9,91.7,0,47,0.0,0,159,35,93.7,149,121.0,41,27.5,1,455,198,5.7,13.0,3.05,0,5.4,0,78.3,80.0,4,5,2.7,1,20,0,80.8,70.1,0,22,0.4,1,236,36,94.9,224,105.9,46,20.5,1,353,177,4.9,9.8,1.58
Jason Witten,1384,TE,DAL,16,91,0,9,7.0,2,79.2,100.0,3,3,5.0,1,11,0,69.9,59.2,1,35,14.3,29,203,19,79.8,162,83.7,24,14.8,0,198,74,3.9,10.4,1.22,0,6.5,6,76.7,100.0,2,2,4.2,2,20,1,77.4,70.8,0,31,16.2,50,308,46,79.9,246,108.1,60,24.4,2,447,174,3.8,9.7,1.82
Ted Ginn Jr.,3625,WR,CAR,16,89,0,5,12.1,0,45.0,0.0,0,2,18.2,4,9,0,33.5,61.3,3,52,0.0,0,207,18,92.8,192,34.0,40,20.8,0,246,73,4.1,13.7,1.28,0,14.9,5,72.3,66.7,2,3,8.1,3,17,0,62.1,76.4,2,88,0.0,0,237,34,94.9,225,115.9,47,20.9,4,484,115,3.4,14.2,2.15
Dontrelle Inman,6597,WR,SD,16,89,0,27,9.8,0,59.4,,0,0,9.5,2,13,0,59.5,62.7,0,26,0.0,0,217,19,92.6,201,81.1,32,15.9,0,227,55,2.9,11.9,1.13,0,12.3,3,72.2,50.0,1,2,4.9,2,24,0,73.7,76.6,4,57,0.6,2,354,39,96.0,340,101.1,54,15.9,4,583,166,4.3,14.9,1.71
Dez Bryant,5549,WR,DAL,13,89,0,9,14.9,1,46.3,33.3,1,3,5.0,1,16,1,69.9,79.7,1,26,0.0,0,157,19,93.6,147,97.4,41,27.9,5,268,39,2.1,14.1,1.82,0,15.6,3,69.8,0.0,0,1,0.0,0,21,0,88.3,77.5,1,56,0.0,0,248,30,94.4,234,115.4,43,18.4,2,509,104,3.5,17.0,2.18
DeSean Jackson,4363,WR,WAS,15,89,0,32,13.1,1,59.3,,0,0,5.9,1,9,0,66.7,69.0,1,57,0.0,0,144,16,93.1,134,88.2,27,20.1,1,258,98,6.1,16.1,1.93,0,18.8,2,66.7,66.7,2,3,11.6,5,25,0,56.1,73.1,1,80,0.0,0,337,38,95.5,322,120.0,57,17.7,3,739,174,4.6,19.4,2.3
Le'Veon Bell,7829,HB,PIT,12,89,0,25,0.6,4,86.4,100.0,1,1,5.0,1,9,1,71.1,67.1,0,22,12.0,19,158,19,76.6,121,102.3,22,18.2,0,188,193,10.2,9.9,1.55,0,-0.8,9,85.5,,0,0,8.6,5,18,0,60.0,65.7,0,32,12.3,35,285,53,84.2,240,98.9,62,25.8,1,400,463,8.7,7.5,1.67
Adam Thielen,8288,WR,MIN,16,88,0,18,13.9,2,80.0,75.0,3,4,0.0,0,22,0,87.3,89.0,0,71,0.0,0,173,28,97.7,169,156.8,35,20.7,4,495,145,5.2,17.7,2.93,0,9.6,5,75.5,0.0,0,1,7.5,3,21,1,72.3,68.2,2,32,0.3,1,319,37,95.0,303,86.0,49,16.2,0,447,157,4.2,12.1,1.48
Anquan Boldin,1369,WR,DET,16,88,0,11,6.3,2,68.3,100.0,1,1,9.7,3,21,0,58.0,68.4,1,29,0.4,1,251,28,90.8,228,101.4,41,18.0,3,277,123,4.4,9.9,1.21,0,5.8,5,78.9,100.0,5,5,6.3,2,12,0,68.1,58.3,1,18,0.7,2,301,30,95.0,286,88.7,38,13.3,1,221,86,2.9,7.4,0.77
Will Fuller V,10655,WR,HST,14,87,0,13,14.0,1,63.6,75.0,3,4,8.7,2,14,0,71.3,68.1,0,53,0.0,0,220,21,91.4,201,99.6,33,16.4,1,272,99,4.7,13.0,1.35,0,17.3,5,54.3,33.3,1,3,13.8,4,16,0,43.1,60.3,1,35,0.0,0,292,25,94.9,277,70.3,46,16.6,0,353,121,4.8,14.1,1.27
Eric Ebron,8645,TE,DET,13,85,0,11,7.7,3,76.3,75.0,3,4,12.1,4,22,0,47.7,77.5,1,34,4.9,11,223,29,86.5,193,93.6,38,19.7,0,355,138,4.8,12.2,1.84,0,8.9,1,69.8,50.0,2,4,9.1,3,14,0,58.8,65.6,2,61,4.9,13,268,30,91.8,246,74.4,43,17.5,0,346,131,4.4,11.5,1.41
Jordan Reed,7866,TE,WAS,12,85,0,32,9.7,1,78.9,,0,0,0.0,0,12,0,81.1,89.0,0,33,8.8,8,91,15,82.4,75,143.9,19,25.3,2,192,70,4.7,12.8,2.56,0,7.6,10,79.3,40.0,2,5,2.1,1,27,0,85.6,83.6,2,28,4.9,13,266,46,90.6,241,97.0,58,24.1,2,462,183,4.0,10.0,1.92
Antonio Gates,1609,TE,SD,14,85,0,27,9.4,3,48.3,,0,0,12.5,2,11,0,49.6,69.4,0,25,7.0,11,158,14,83.5,132,78.2,29,22.0,1,170,63,4.5,12.1,1.29,0,8.9,2,69.4,,0,0,10.5,4,18,1,61.3,68.6,3,27,5.4,13,242,34,92.1,223,72.0,49,22.0,1,362,115,3.4,10.6,1.62
DeVante Parker,9447,WR,MIA,15,82,0,17,12.1,0,62.2,,0,0,0.0,0,16,0,84.9,76.6,3,50,0.6,1,170,23,95.3,162,70.3,37,22.8,2,286,83,3.6,12.4,1.77,0,11.4,7,78.6,100.0,1,1,2.9,1,19,0,79.6,73.6,1,56,0.0,0,264,33,95.5,252,118.1,42,16.7,2,458,161,4.9,13.9,1.82
