player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jaylen Waddle,84088,WR,MIA,16,138,0,17,6.8,5,76.0,87.5,7,8,7.3,3,28,0,64.3,79.2,1,36,0.0,0,211,38,92.9,196,114.5,50,25.5,4,369,152,4.0,9.7,1.88,0,6.8,6,73.4,50.0,3,6,9.4,6,27,1,57.8,73.2,5,57,0.0,0,346,58,94.2,326,66.9,79,24.2,0,568,280,4.8,9.8,1.74
Darnell Mooney,48236,WR,CHI,17,134,0,6,13.8,3,50.0,16.7,1,6,0.0,0,12,0,81.7,72.0,1,52,0.0,0,131,16,90.1,118,61.7,32,27.1,0,238,64,4.0,14.9,2.02,0,10.9,7,64.6,16.7,2,12,5.4,3,29,0,73.9,75.6,4,64,0.0,0,403,53,96.3,388,79.7,82,21.1,2,708,300,5.7,13.4,1.82
Travis Kelce,7844,TE,KC,16,131,0,16,9.2,2,52.6,75.0,3,4,9.1,2,13,0,59.2,75.3,3,69,1.7,3,178,20,87.6,156,67.8,38,24.4,3,259,123,6.2,13.0,1.66,0,7.0,14,72.7,60.0,3,5,4.0,2,34,1,71.9,80.1,2,46,2.4,9,368,48,91.3,336,100.7,66,19.6,2,642,365,7.6,13.4,1.91
Brandin Cooks,8655,WR,HST,16,130,0,13,10.6,2,58.5,60.0,6,10,7.7,2,14,0,63.2,68.1,1,43,0.0,0,167,24,92.8,155,84.4,41,26.5,2,270,104,4.3,11.3,1.74,0,11.5,3,72.4,44.4,4,9,3.5,2,23,0,81.2,76.5,0,52,0.0,0,325,55,92.6,301,110.8,76,25.2,3,643,216,3.9,11.7,2.14
Terry McLaurin,48229,WR,WAS,17,126,0,32,16.6,0,51.4,54.5,12,22,0.0,0,14,0,83.6,79.8,1,46,0.0,0,174,19,90.8,158,106.6,37,23.4,4,328,45,2.4,17.3,2.08,0,13.6,6,64.9,52.2,12,23,2.0,1,30,0,86.2,76.5,3,39,0.0,0,367,50,94.8,348,79.5,77,22.1,1,651,238,4.8,13.0,1.87
Michael Pittman Jr.,29049,WR,IND,17,124,0,14,8.7,1,66.7,56.3,9,16,0.0,0,19,0,87.3,79.5,0,42,0.6,1,174,28,87.9,153,101.7,42,27.5,2,284,140,5.0,10.1,1.86,0,10.3,8,75.8,85.7,6,7,7.8,4,25,1,64.5,74.5,2,57,0.0,0,326,47,93.9,306,97.0,62,20.3,1,593,157,3.3,12.6,1.94
D.K. Metcalf,47864,WR,SEA,17,124,0,29,12.5,3,62.2,25.0,2,8,0.0,0,17,0,85.3,90.9,0,41,0.0,0,107,23,89.7,96,129.2,37,38.5,7,317,94,4.1,13.8,3.3,0,12.8,5,68.1,46.2,6,13,6.0,3,28,1,70.5,77.0,1,84,0.3,1,322,47,95.0,306,107.4,69,22.5,4,584,206,4.4,12.4,1.91
Hunter Renfrow,47509,WR,LV,17,124,0,23,9.1,3,66.7,25.0,1,4,4.0,1,15,1,74.2,71.7,0,31,0.0,0,183,24,91.3,167,114.8,36,21.6,3,254,115,4.8,10.6,1.52,0,5.6,5,91.4,50.0,2,4,3.0,2,28,0,84.4,82.6,1,54,0.0,0,299,64,97.0,290,107.8,70,24.1,2,631,263,4.1,9.9,2.18
Chris Godwin,11839,WR,TB,14,124,0,30,8.4,3,68.1,50.0,2,4,3.0,1,24,1,79.4,81.4,2,44,0.0,0,200,32,92.5,185,98.8,47,25.4,3,411,216,6.8,12.8,2.22,0,6.8,12,89.3,75.0,3,4,7.4,4,23,1,64.5,70.3,0,36,0.4,1,282,50,97.5,275,104.6,56,20.4,0,510,270,5.4,10.2,1.85
Ja'Marr Chase,84270,WR,CIN,17,123,0,7,13.4,6,69.7,37.5,3,8,4.2,1,18,0,73.5,86.0,3,82,0.0,0,148,23,91.9,136,114.0,33,24.3,4,460,193,8.4,20.0,3.38,0,13.6,11,66.2,37.5,6,16,11.3,6,30,2,49.8,80.3,1,72,0.0,0,333,47,94.0,313,123.3,71,22.7,5,825,410,8.7,17.6,2.64
Mike Williams,11762,WR,LAC,16,122,0,27,11.0,1,55.0,47.1,8,17,12.0,3,18,0,51.6,78.0,0,49,0.0,0,193,22,89.1,172,101.9,40,23.3,2,358,124,5.6,16.3,2.08,0,12.7,5,66.7,55.6,10,18,8.3,4,24,0,61.5,70.9,0,72,0.0,0,337,44,96.4,325,119.7,66,20.3,4,663,268,6.1,15.1,2.04
Jakobi Meyers,47468,WR,NE,17,121,0,19,10.6,2,60.3,50.0,7,14,5.4,2,24,0,72.7,79.2,2,28,0.4,1,227,35,90.7,206,76.9,58,28.2,2,381,127,3.6,10.9,1.85,0,9.3,1,77.2,85.7,12,14,2.2,1,17,0,75.8,68.7,1,39,2.1,6,288,44,95.1,274,91.8,57,20.8,0,448,85,1.9,10.2,1.64
CeeDee Lamb,61570,WR,DAL,16,116,0,9,13.6,6,59.4,83.3,5,6,0.0,0,15,0,83.2,80.0,2,49,0.6,1,172,19,91.3,157,101.6,32,20.4,6,280,104,5.5,14.7,1.78,0,9.9,12,73.1,66.7,6,9,9.3,5,33,0,51.2,84.5,4,44,0.6,2,337,49,90.5,305,80.3,67,22.0,0,678,259,5.3,13.8,2.22
Amon-Ra St. Brown,84470,WR,DET,17,115,0,11,7.3,1,65.5,33.3,2,6,5.0,1,12,0,83.2,76.6,0,31,0.9,1,110,19,92.7,102,82.4,29,28.4,0,179,105,5.5,9.4,1.75,0,6.9,5,85.5,75.0,6,8,0.0,0,27,0,90.6,77.0,1,37,0.6,2,323,53,95.7,309,107.7,62,20.1,2,550,252,4.8,10.4,1.78
Deebo Samuel,48274,WR,SF,16,114,0,28,10.2,4,42.9,30.0,3,10,25.0,3,7,0,27.8,62.1,1,79,0.8,1,121,9,87.6,106,75.9,21,19.8,1,212,137,15.2,23.6,2.0,0,8.1,13,76.9,70.0,7,10,7.7,5,40,3,65.2,90.8,3,83,0.3,1,300,60,96.0,288,119.3,78,27.1,4,1043,589,9.8,17.4,3.62
Marvin Jones Jr.,7158,WR,JAX,17,114,0,15,13.8,1,60.0,43.8,7,16,0.0,0,16,0,85.7,81.5,1,28,0.0,0,190,24,90.5,172,97.4,40,23.3,3,295,27,1.1,12.3,1.72,0,13.1,2,66.1,63.6,7,11,7.1,3,21,0,65.7,62.8,1,33,0.5,2,395,39,95.7,378,82.5,59,15.6,0,458,77,2.0,11.7,1.21
Mike Evans,8642,WR,TB,16,110,0,30,11.9,2,74.0,90.0,9,10,5.1,2,29,0,72.7,84.3,0,46,0.0,0,224,37,92.9,208,144.3,50,24.0,8,491,83,2.2,13.3,2.36,0,15.2,2,61.7,75.0,3,4,6.5,2,20,0,66.8,63.1,3,40,0.0,0,321,29,97.5,313,95.4,47,15.0,4,453,144,5.0,15.6,1.45
Tee Higgins,61211,WR,CIN,14,108,0,7,12.7,3,60.0,50.0,7,14,10.0,2,13,0,56.9,79.1,1,39,0.0,0,124,18,91.9,114,115.4,30,26.3,4,271,66,3.7,15.1,2.38,0,10.7,4,80.8,50.0,5,10,4.5,2,31,1,75.5,82.7,0,54,0.4,1,271,42,94.1,255,122.0,52,20.4,1,611,181,4.3,14.5,2.4
Zach Ertz,7816,TE,ARZ,17,108,0,1,7.9,1,55.9,36.4,4,11,0.0,0,11,0,83.2,64.2,1,27,2.8,4,143,19,88.1,126,86.9,34,27.0,3,172,72,3.8,9.1,1.37,0,7.0,2,75.9,44.4,4,9,6.8,3,18,0,66.8,68.1,2,47,2.8,9,327,41,93.6,306,91.2,54,17.6,1,455,249,6.1,11.1,1.49
Kyle Pitts,83964,TE,ATL,17,107,0,2,14.1,2,50.0,45.5,5,11,6.7,1,10,0,64.4,75.6,2,61,3.0,4,135,14,88.1,119,55.7,28,23.5,0,280,96,6.9,20.0,2.35,0,10.6,3,66.2,42.9,9,21,4.3,2,28,0,77.3,81.6,3,49,2.3,8,347,45,94.8,329,79.6,68,20.7,0,665,197,4.4,14.8,2.02
Cole Beasley,7330,WR,BUF,16,106,0,4,6.6,1,70.4,33.3,1,3,5.0,1,12,1,71.5,62.0,2,20,0.0,0,185,19,90.8,168,56.3,27,16.1,0,171,64,3.4,9.0,1.02,0,5.6,1,81.4,50.0,1,2,5.0,3,20,0,75.0,70.3,1,29,0.0,0,294,57,95.6,281,94.5,70,24.9,1,488,222,3.9,8.6,1.74
Mike Gesicki,47153,TE,MIA,17,106,0,17,9.5,1,53.3,47.6,10,21,0.0,0,15,0,85.7,71.7,0,40,1.4,3,213,24,90.1,192,78.9,45,23.4,1,270,81,3.4,11.3,1.41,0,7.7,3,82.7,55.6,5,9,4.4,2,19,0,75.8,67.5,1,32,2.0,6,307,43,92.5,284,92.8,52,18.3,0,426,133,3.1,9.9,1.5
Robbie Chosen,11254,WR,CAR,17,105,0,5,11.3,1,46.7,50.0,3,6,6.7,1,10,0,64.4,61.5,1,23,0.0,0,176,14,94.3,166,78.1,30,18.1,3,127,17,1.2,9.1,0.77,0,11.6,2,50.8,15.4,2,13,8.8,3,14,0,60.5,59.6,5,57,0.0,0,398,31,96.0,382,38.5,61,16.0,1,333,119,3.8,10.7,0.87
Chase Claypool,42312,WR,PIT,15,103,0,25,11.8,3,43.6,33.3,6,18,10.5,2,10,0,54.3,68.4,3,59,0.0,0,153,17,94.1,144,36.8,39,27.1,0,285,130,7.6,16.8,1.98,0,11.1,2,64.6,35.7,5,14,13.9,5,18,0,42.1,65.0,0,52,0.0,0,268,31,92.9,249,92.0,48,19.3,0,416,151,4.9,13.4,1.67
Tyler Lockett,9502,WR,SEA,16,103,0,29,16.6,1,72.2,75.0,3,4,0.0,0,9,0,80.0,80.2,0,63,0.0,0,101,13,89.1,90,153.9,18,20.0,5,252,88,6.8,19.4,2.8,0,14.3,1,71.4,41.7,5,12,2.2,1,23,0,84.8,76.2,2,55,0.6,2,331,45,95.5,316,100.3,63,19.9,2,625,103,2.3,13.9,1.98
A.J. Brown,48327,WR,TEN,13,101,0,31,12.8,4,61.5,45.5,5,11,4.0,1,19,0,74.4,90.7,0,57,0.0,0,114,24,94.7,108,117.3,39,36.1,3,358,127,5.3,14.9,3.31,0,12.2,3,61.1,53.8,7,13,17.5,7,22,0,29.7,76.1,1,46,0.0,0,206,33,95.1,196,85.4,54,27.6,1,440,77,2.3,13.3,2.24
Dalton Schultz,47304,TE,DAL,17,101,0,9,7.1,2,60.9,40.0,2,5,6.7,1,9,0,67.7,64.7,0,30,8.2,15,183,14,85.2,156,117.2,23,14.7,4,137,64,4.6,9.8,0.88,0,6.2,11,87.5,81.8,9,11,1.8,1,29,0,88.7,82.7,1,32,9.8,37,376,56,84.6,318,110.0,64,20.1,2,605,263,4.7,10.8,1.9
DeVonta Smith,61100,WR,PHI,17,101,0,24,15.6,1,57.1,25.0,2,8,0.0,0,14,1,82.7,75.3,0,36,0.0,0,168,16,94.0,158,129.9,28,17.7,4,273,85,5.3,17.1,1.73,0,15.1,5,66.2,43.8,7,16,6.3,3,27,0,69.3,75.5,1,46,0.0,0,326,45,95.7,312,88.5,68,21.8,0,610,123,2.7,13.6,1.96
Christian Kirk,47546,WR,ARZ,17,101,0,1,14.6,0,63.6,50.0,3,6,6.7,1,10,0,64.4,69.0,0,43,0.0,0,128,14,90.6,116,137.9,22,19.0,3,228,51,3.6,16.3,1.97,0,10.0,1,80.6,77.8,7,9,6.9,4,28,0,67.4,72.3,1,50,0.0,0,343,54,95.3,327,97.0,67,20.5,0,588,174,3.2,10.9,1.8
Amari Cooper,9437,WR,DAL,15,99,0,9,12.2,2,55.9,60.0,6,10,9.5,2,13,1,56.9,66.1,0,33,0.0,0,157,19,91.7,144,117.3,34,23.6,4,240,63,3.3,12.6,1.67,0,12.5,8,71.7,63.6,7,11,2.6,1,24,0,82.2,73.2,0,41,0.0,0,329,38,93.0,306,115.8,53,17.3,2,526,144,3.8,13.8,1.72
Laviska Shenault Jr.,61220,WR,JAX,16,95,0,15,6.5,6,56.0,33.3,1,3,17.6,3,11,0,35.8,62.3,1,16,1.4,2,138,14,91.3,126,52.8,25,19.8,0,124,90,6.4,8.9,0.98,0,5.1,13,78.6,25.0,1,4,10.2,5,16,1,54.0,64.9,0,58,2.1,6,287,44,93.7,269,99.8,56,20.8,0,445,286,6.5,10.1,1.65
Courtland Sutton,48164,WR,DEN,17,95,0,10,17.5,0,63.0,66.7,4,6,5.6,1,11,0,69.6,72.7,0,39,0.0,0,154,17,92.2,142,110.7,27,19.0,1,284,41,2.4,16.7,2.0,0,14.5,1,60.8,25.0,3,12,0.0,0,17,0,88.0,66.9,1,33,0.0,0,322,31,96.6,311,70.7,51,16.4,0,320,72,2.3,10.3,1.03
Najee Harris,57121,HB,PIT,17,94,0,25,0.6,4,81.3,,0,0,0.0,0,5,0,81.1,63.7,0,18,23.5,43,183,13,71.0,130,90.6,16,12.3,0,92,101,7.8,7.1,0.71,0,-0.5,23,73.6,,0,0,11.4,5,9,0,50.6,62.9,0,25,21.3,64,300,39,74.3,223,88.4,53,23.8,1,238,256,6.6,6.1,1.07
Russell Gage,44771,WR,ATL,14,93,0,2,12.1,3,64.3,50.0,4,8,5.3,1,14,1,68.7,83.2,1,21,0.0,0,87,18,93.1,81,110.7,28,34.6,3,230,76,4.2,12.8,2.84,0,8.8,4,75.4,70.0,7,10,6.5,3,21,1,67.4,72.1,4,49,0.0,0,272,43,97.1,264,78.1,57,21.6,1,500,159,3.7,11.6,1.89
George Kittle,11901,TE,SF,14,93,0,28,7.5,5,76.5,50.0,3,6,7.1,1,8,1,63.5,73.4,0,35,14.3,16,112,13,78.6,88,143.0,17,19.3,2,155,85,6.5,11.9,1.76,0,8.6,12,75.8,42.9,3,7,4.1,2,30,1,77.4,92.2,5,48,14.8,42,283,47,83.4,236,91.7,62,26.3,3,654,335,7.1,13.9,2.77
A.J. Green,6156,WR,ARZ,16,90,0,1,10.0,1,31.6,42.9,3,7,25.0,2,4,0,32.2,52.9,1,19,0.0,0,125,6,90.4,113,38.7,19,16.8,1,67,17,2.8,11.2,0.59,0,14.8,6,73.7,75.0,9,12,0.0,0,31,0,83.5,82.0,1,42,0.0,0,332,42,95.2,316,120.0,57,18.0,2,741,168,4.0,17.6,2.34
Darren Waller,9637,TE,LV,11,90,0,23,12.8,2,51.9,16.7,1,6,6.7,1,13,0,66.7,77.4,1,33,7.2,10,139,14,85.6,119,81.1,27,22.7,1,252,103,7.4,18.0,2.12,0,9.5,1,68.0,50.0,3,6,10.5,4,16,0,52.7,71.6,0,31,5.2,11,212,34,92.5,196,90.3,50,25.5,0,379,146,4.3,11.1,1.93
Cole Kmet,60995,TE,CHI,17,89,0,6,7.7,1,60.0,50.0,2,4,0.0,0,4,0,78.0,57.1,0,12,16.9,20,118,9,75.4,89,71.0,15,16.9,0,68,27,3.0,7.6,0.76,0,7.3,5,75.4,75.0,6,8,8.0,4,23,0,61.7,68.0,1,25,10.6,40,379,46,86.0,326,90.1,61,18.7,0,468,209,4.5,10.2,1.44
Austin Ekeler,12164,HB,LAC,16,88,0,27,3.5,4,70.6,,0,0,7.7,1,8,0,61.8,59.8,1,40,17.1,26,152,12,74.3,113,113.6,17,15.0,2,155,160,13.3,12.9,1.37,0,1.1,8,80.4,100.0,1,1,6.3,3,16,3,69.8,62.1,0,20,7.6,21,277,45,89.2,247,111.2,56,22.7,3,358,348,7.7,8.0,1.45
Tyler Boyd,10689,WR,CIN,16,88,0,7,8.1,3,56.5,66.7,4,6,0.0,0,8,0,80.0,63.7,1,32,0.0,0,147,13,91.8,135,61.7,23,17.0,0,169,86,6.6,13.0,1.25,0,7.6,3,84.4,71.4,5,7,0.0,0,21,1,82.2,72.1,2,68,0.3,1,290,38,92.8,269,114.5,45,16.7,3,477,253,6.7,12.6,1.77
Noah Fant,42388,TE,DEN,16,88,0,10,7.4,1,73.9,50.0,2,4,0.0,0,12,0,82.2,79.4,0,32,5.7,7,123,17,87.8,108,136.6,23,21.3,3,184,74,4.4,10.8,1.7,0,5.9,4,78.2,42.9,3,7,2.3,1,13,0,75.5,63.2,0,28,7.5,21,279,43,90.0,251,95.6,55,21.9,0,382,178,4.1,8.9,1.52
Rob Gronkowski,5567,TE,TB,12,86,0,30,11.1,1,53.1,44.4,4,9,10.5,2,10,0,54.3,74.0,0,27,9.0,14,155,17,84.5,131,111.5,32,24.4,5,196,87,5.1,11.5,1.5,0,8.6,15,73.3,33.3,1,3,5.7,2,19,0,69.5,89.7,0,42,5.7,12,209,33,92.3,193,117.5,45,23.3,1,506,245,7.4,15.3,2.62
Van Jefferson,47447,WR,LA,17,86,0,26,8.9,0,56.3,66.7,4,6,10.0,1,6,0,56.7,53.1,0,18,0.0,0,125,9,96.0,120,90.1,16,13.3,1,78,24,2.7,8.7,0.65,0,15.1,1,62.5,25.0,2,8,16.7,6,20,0,31.6,64.2,0,79,0.0,0,327,30,94.8,310,121.9,48,15.5,3,540,139,4.6,18.0,1.74
Adam Thielen,8288,WR,MIN,13,86,0,18,11.1,1,73.1,66.7,6,9,5.0,1,15,0,69.9,79.0,0,35,0.0,0,123,19,92.7,114,145.8,26,22.8,6,270,94,4.9,14.2,2.37,0,8.6,6,78.3,60.0,6,10,0.0,0,14,1,90.0,65.7,2,29,0.0,0,282,36,95.0,268,93.3,46,17.2,2,334,137,3.8,9.3,1.25
Leonard Fournette,11759,HB,TB,14,83,0,30,0.8,5,77.3,25.0,1,4,10.5,2,9,0,55.6,69.5,0,23,13.8,20,145,17,78.6,114,101.5,22,19.3,1,105,126,7.4,6.2,0.92,0,0.6,2,85.7,0.0,0,1,8.7,4,16,1,59.7,55.2,2,16,6.5,13,201,42,91.5,184,73.3,49,26.6,0,278,256,6.1,6.6,1.51
Tim Patrick,12087,WR,DEN,16,83,0,10,14.0,0,67.7,33.3,2,6,4.5,1,19,0,71.5,81.9,1,44,0.7,1,139,21,92.1,128,120.0,31,24.2,3,317,66,3.1,15.1,2.48,0,11.4,5,64.3,37.5,3,8,12.9,4,17,0,45.4,65.7,1,31,1.0,3,303,27,95.7,290,96.2,42,14.5,2,349,112,4.1,12.9,1.2
Tyler Conklin,47124,TE,MIN,17,83,0,18,6.1,0,56.3,60.0,3,5,10.0,1,5,0,58.5,57.5,0,31,15.2,25,164,9,78.7,129,68.5,16,12.4,0,75,30,3.3,8.3,0.58,0,5.1,2,79.6,44.4,4,9,0.0,0,16,1,90.0,75.0,0,40,18.2,59,324,39,79.3,257,110.2,49,19.1,1,432,259,6.6,11.1,1.68
Brandon Aiyuk,84109,WR,SF,17,83,0,28,9.9,1,54.2,37.5,3,8,7.1,1,12,0,64.4,73.4,0,26,0.7,1,134,13,89.6,120,105.9,24,20.0,2,178,69,5.3,13.7,1.48,0,11.2,13,70.8,66.7,8,12,5.6,2,19,1,71.4,71.9,0,43,0.0,0,300,34,96.7,290,109.3,48,16.6,0,555,248,7.3,16.3,1.91
T.J. Hockenson,40912,TE,DET,12,81,0,11,7.4,2,76.5,50.0,2,4,0.0,0,9,0,80.6,72.8,0,22,4.3,4,94,13,89.4,84,121.4,17,20.2,1,147,59,4.5,11.3,1.75,0,7.9,4,75.0,87.5,7,8,2.7,1,15,0,81.3,70.5,2,33,5.8,15,257,36,88.3,227,82.2,48,21.1,1,323,104,2.9,9.0,1.42
Marquez Callaway,42295,WR,NO,17,81,0,20,16.0,3,48.5,63.6,7,11,5.9,1,12,0,52.8,69.6,1,49,0.0,0,165,16,93.9,155,103.8,33,21.3,4,272,62,3.9,17.0,1.75,0,11.1,2,66.7,33.3,2,6,3.7,1,17,0,76.3,68.7,0,58,0.0,0,263,26,96.6,254,104.3,39,15.4,1,357,65,2.5,13.7,1.41
Tyler Higbee,10744,TE,LA,15,81,0,26,6.9,0,76.5,57.1,4,7,7.1,1,12,0,63.5,70.2,0,26,6.4,8,125,13,91.2,114,137.7,17,14.9,3,132,57,4.4,10.2,1.16,0,5.5,1,76.0,71.4,5,7,5.0,2,15,1,73.2,64.3,2,37,10.8,34,316,38,86.4,273,77.0,50,18.3,0,339,166,4.4,8.9,1.24
Mecole Hardman Jr.,42683,WR,KC,17,80,0,16,5.7,7,84.2,66.7,2,3,0.0,0,12,0,66.7,73.9,0,53,0.0,0,112,16,92.9,104,136.3,19,18.3,1,277,199,12.4,17.3,2.66,0,7.7,5,72.3,0.0,0,4,5.6,2,15,1,72.6,66.0,0,44,0.0,0,260,34,94.2,245,92.0,47,19.2,0,334,260,7.6,9.8,1.36
Jarvis Landry,8698,WR,CLV,12,79,0,8,8.1,5,66.7,62.5,5,8,5.3,1,10,0,69.0,67.1,1,24,0.0,0,130,18,95.4,124,83.3,27,21.8,1,186,61,3.4,10.3,1.5,0,9.1,2,63.6,66.7,2,3,0.0,0,16,2,86.9,70.4,4,38,0.6,1,171,28,93.6,160,54.8,44,27.5,1,317,150,5.4,11.3,1.98
Odell Beckham Jr.,8647,WR,LA,14,79,0,26,15.7,0,54.2,50.0,3,6,7.1,1,12,0,64.4,79.9,1,40,0.0,0,97,13,95.9,93,100.2,24,25.8,3,177,44,3.4,13.6,1.9,0,13.0,2,60.5,57.1,4,7,7.1,2,12,0,64.3,65.6,2,54,0.0,0,230,26,96.1,221,71.9,43,19.5,1,320,108,4.2,12.3,1.45
Jared Cook,5012,TE,LAC,16,79,0,27,8.8,0,47.8,37.5,3,8,21.4,3,8,0,33.5,56.9,1,21,2.8,4,145,11,87.6,127,46.6,23,18.1,0,126,50,4.5,11.5,0.99,0,8.9,2,70.5,33.3,4,12,11.4,4,21,0,50.6,66.4,2,42,4.7,15,317,31,90.9,288,96.4,44,15.3,2,416,186,6.0,13.4,1.44
