,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
893,Darrius Heyward-Bey,PIT,2018-19,31,209,0.99375,4.14,PIT,19.0,66.7,67.5,59.9,97.1,22.9,68.6,0.0,1.38,53.8,52.3,85.9,PIT,86.7,-0.759963768115942,0.08571428571428572,2.9166666666666665,0.16666666666666666,2.8333333333333335,0.25,0.0,3.9166666666666665,1.8333333333333333,0.08333333333333333,36.875,24.0,1.8125,273.75
917,Michael Thomas,NO,2019-20,26,1,19.71875,16.15625,NO,7.9,85.6,91.3,91.6,94.0,31.1,68.7,0.2,2.66,91.3,90.0,94.0,NO,87.4,0.2205029013539652,23.4125,35.125,7.8125,33.0,9.125,0.5625,87.8125,31.4375,1.625,32.4375,23.8125,2.0625,252.625
918,Chris Godwin,TB,2019-20,23,2,11.575,5.78125,TB,12.8,65.6,80.4,79.6,93.4,27.5,72.0,0.4,1.87,70.1,79.7,68.3,TB,84.3,1.0021621621621621,19.72142857142857,30.1875,3.6875,28.1875,5.625,0.4375,52.625,15.4375,1.0,39.0625,25.5,2.25,320.3125
919,Kenny Golladay,DET,2019-20,26,3,13.806666666666667,8.6,DET,12.5,60.9,81.0,81.3,93.1,29.8,68.7,1.3,1.87,83.9,75.3,76.6,DET,85.2,0.6054263565891473,15.5,40.666666666666664,4.666666666666667,37.86666666666667,7.666666666666667,0.3333333333333333,70.86666666666666,23.333333333333332,1.0,35.875,23.4375,1.375,223.5
920,Cooper Kupp,LAR,2019-20,26,4,16.8875,11.793333333333333,LAR,8.8,81.6,77.3,79.1,92.3,70.1,29.5,0.4,2.26,83.7,75.5,84.3,LAR,86.5,0.43195308083663086,16.90625,33.875,5.0,31.25,6.125,0.75,70.75,38.0,1.25,35.5,23.0,2.0,281.6875
921,Julio Jones,ATL,2019-20,30,5,20.36875,15.74375,ATL,14.3,68.1,90.9,90.7,94.5,20.8,79.2,0.0,2.93,79.6,91.3,80.6,ATL,88.1,0.29376736800317577,18.273333333333333,37.8125,7.0625,35.75,10.375,0.5,104.8125,28.25,1.0625,38.5625,26.75,2.25,290.8125
922,DeVante Parker,MIA,2019-20,26,6,5.536363636363636,10.0,MIA,13.5,55.8,69.2,68.2,92.2,20.0,80.0,0.0,1.37,67.5,66.4,82.4,MIA,81.1,-0.4463636363636364,15.3875,22.272727272727273,2.1818181818181817,20.545454545454547,3.909090909090909,0.09090909090909091,28.09090909090909,8.818181818181818,0.45454545454545453,28.4375,18.25,1.625,181.25
923,Amari Cooper,DAL,2019-20,25,7,14.366666666666667,11.314285714285715,DAL,10.3,73.5,77.9,76.5,93.3,22.3,77.7,0.0,1.85,79.1,71.0,73.4,DAL,84.1,0.26978114478114473,15.40625,38.86666666666667,5.0,36.266666666666666,6.8,0.4666666666666667,67.0,27.666666666666668,0.7333333333333333,32.9375,22.25,1.375,221.125
924,Mike Evans,TB,2019-20,26,8,18.15,13.54,TB,16.5,63.7,84.3,84.2,93.7,17.6,82.1,0.1,2.39,71.8,87.1,68.3,TB,84.3,0.34047267355982275,17.9,42.5,5.375,39.8125,8.4375,0.5,95.25,18.375,0.75,39.0625,25.5,2.25,320.3125
926,DeAndre Hopkins,HOU,2019-20,27,10,20.84375,20.653333333333332,HOU,12.2,72.3,92.4,92.5,93.2,20.1,79.9,0.0,2.51,91.5,91.2,81.1,HOU,80.3,0.009219657843770218,17.9,42.0625,7.1875,39.1875,9.9375,0.6875,98.25,24.1875,1.5,31.625,21.5625,1.625,236.3125
927,Keenan Allen,LAC,2019-20,27,11,16.25625,17.7625,LAC,9.4,77.6,90.3,90.5,93.7,54.3,45.1,0.4,2.5,81.3,88.8,90.3,LAC,80.9,-0.08479943701618567,16.34375,31.875,6.0625,29.875,7.8125,0.375,74.75,25.125,0.875,32.0,21.75,2.0,255.5625
928,Allen Robinson II,CHI,2019-20,26,12,11.792307692307693,2.7,CHI,12.5,58.5,74.7,75.7,93.1,39.8,59.4,0.8,1.69,67.9,79.7,56.5,CHI,89.1,3.367521367521367,15.93125,36.92307692307692,4.230769230769231,34.38461538461539,7.230769230769231,0.3076923076923077,58.0,16.923076923076923,0.8461538461538461,32.0,21.5,1.75,222.75
930,Jarvis Landry,CLE,2019-20,27,14,13.56875,16.25,CLE,11.3,59.1,74.7,70.8,92.1,70.5,28.7,0.2,1.64,62.3,71.7,79.9,CLE,88.5,-0.16500000000000004,14.8375,40.4375,5.0625,37.25,8.5625,0.25,61.0,17.6875,1.125,35.875,22.0625,1.8125,250.4375
931,Tyler Lockett,SEA,2019-20,27,15,13.9,7.76875,SEA,14.5,87.7,80.3,82.5,92.9,50.2,48.8,1.0,2.1,79.7,78.2,84.2,SEA,84.2,0.7892196299275946,14.7,30.875,3.5625,28.6875,4.0625,0.625,60.3125,13.75,0.375,26.6875,17.5,2.1875,193.3125
934,Stefon Diggs,MIN,2019-20,26,18,17.753333333333334,14.157142857142857,MIN,9.8,72.3,81.1,81.0,94.9,22.3,76.7,0.5,1.72,74.5,79.4,79.2,MIN,80.9,0.2540195089135554,14.139999999999999,41.8,6.8,39.666666666666664,9.4,0.6,68.06666666666666,29.2,1.1333333333333333,37.875,26.5625,1.875,252.25
935,John Brown,BUF,2019-20,29,19,8.99375,6.99,BAL,17.0,46.2,65.9,66.5,93.2,23.7,75.9,0.4,1.49,57.6,71.7,58.0,BUF,85.8,0.2866595135908441,14.653333333333334,32.125,2.625,29.9375,5.6875,0.3125,44.6875,10.5625,0.8125,31.1875,16.9375,0.8125,174.625
938,Robert Woods,LAR,2019-20,27,22,16.6,13.608333333333334,LAR,11.8,67.7,87.9,87.9,92.4,54.7,43.7,1.6,2.05,84.5,85.6,84.3,LAR,86.5,0.21984078383343542,15.526666666666667,40.3125,5.375,37.25,7.9375,0.375,76.1875,26.75,0.75,35.5,23.0,2.0,281.6875
941,Tyler Boyd,CIN,2019-20,25,25,15.792857142857143,5.65,CIN,9.6,73.8,84.5,85.7,92.9,73.2,24.5,1.5,2.06,90.4,72.8,79.3,CIN,83.2,1.7951959544879896,13.93125,38.42857142857143,5.428571428571429,35.714285714285715,7.357142857142857,0.5,73.42857142857143,30.142857142857142,0.5714285714285714,33.875,20.6875,1.6875,205.625
942,Marvin Jones Jr.,DET,2019-20,29,27,12.866666666666667,14.06875,DET,15.8,59.3,71.9,71.5,94.2,16.2,83.8,0.0,1.48,61.9,73.5,76.6,DET,85.2,-0.08544350658966379,14.915384615384616,40.55555555555556,3.888888888888889,38.22222222222222,6.555555555555555,0.5555555555555556,56.44444444444444,11.444444444444445,1.1111111111111112,35.875,23.4375,1.375,223.5
944,Tyreek Hill,KC,2019-20,25,28,20.875,16.346666666666668,KC,15.5,67.4,89.6,90.3,93.3,43.4,51.0,2.1,2.54,92.2,82.7,92.7,KC,88.0,0.2770187601957585,15.691666666666668,39.0625,5.4375,36.4375,8.0625,0.75,92.4375,32.75,0.875,36.4375,24.0625,3.125,309.6875
945,Davante Adams,GB,2019-20,27,29,21.973333333333336,15.892857142857142,GB,11.7,68.5,87.8,87.5,94.0,20.7,79.1,0.0,2.12,90.9,76.1,86.3,GB,85.7,0.3825917602996257,17.724999999999998,46.333333333333336,7.4,43.53333333333333,10.8,0.8666666666666667,92.4,31.8,1.5333333333333334,40.0,24.5,1.5625,264.875
947,Odell Beckham Jr.,CLE,2019-20,27,31,19.191666666666666,18.5,NYG,12.5,64.7,90.0,89.9,95.1,29.4,70.1,0.2,2.26,84.6,87.7,79.9,CLE,88.5,0.03738738738738737,12.58125,40.75,6.416666666666667,38.75,9.916666666666666,0.5,87.66666666666667,26.5,1.5,35.875,22.0625,1.8125,250.4375
950,Jamison Crowder,NYJ,2019-20,26,34,9.2,10.686666666666667,WAS,9.9,65.9,60.9,61.4,91.7,76.6,22.8,0.3,1.46,71.2,56.9,62.9,NYJ,85.5,-0.1391141609482222,12.35625,32.22222222222222,3.2222222222222223,29.555555555555557,4.888888888888889,0.2222222222222222,43.111111111111114,23.555555555555557,0.4444444444444444,32.75,18.6875,1.125,197.8125
951,Cole Beasley,BUF,2019-20,30,35,9.3875,6.093333333333334,DAL,7.5,76.5,74.8,74.1,93.2,88.1,11.5,0.0,1.41,78.3,66.9,58.0,BUF,85.8,0.5406181619256015,12.32,32.0,4.0625,29.8125,5.3125,0.1875,42.0,13.5,0.625,31.1875,16.9375,0.8125,174.625
952,Curtis Samuel,CAR,2019-20,23,36,10.523076923076925,3.6555555555555554,CAR,12.2,62.9,71.5,71.9,93.7,24.8,75.2,0.0,1.66,75.5,67.1,70.0,CAR,84.7,1.8786532616319858,10.73125,24.46153846153846,3.0,22.923076923076923,4.769230769230769,0.38461538461538464,38.0,8.923076923076923,0.6923076923076923,35.1875,23.625,1.75,239.75
953,Mike Williams,LAC,2019-20,25,37,11.2625,2.05,LAC,15.6,67.2,81.8,81.3,93.6,31.6,68.1,0.2,1.74,77.4,77.9,90.3,LAC,80.9,4.49390243902439,10.753333333333334,25.5,2.6875,23.875,4.0,0.625,41.5,7.3125,0.8125,32.0,21.75,2.0,255.5625
954,Robbie Chosen,NYJ,2019-20,26,38,11.171428571428573,12.5,NYJ,17.3,57.5,68.3,70.8,96.7,23.5,76.5,0.0,1.72,72.3,68.3,62.9,NYJ,85.5,-0.10628571428571419,10.14375,32.285714285714285,3.5714285714285716,31.214285714285715,6.214285714285714,0.42857142857142855,53.714285714285715,12.928571428571429,0.6428571428571429,32.75,18.6875,1.125,197.8125
955,Chris Conley,JAX,2019-20,27,39,5.7125,5.7,KC,9.0,68.1,55.8,52.8,91.8,51.7,44.7,2.9,0.65,52.6,52.5,71.1,JAX,81.0,0.002192982456140382,9.78125,34.9375,2.0,32.0625,2.9375,0.3125,20.875,8.25,0.625,33.5,20.5625,0.9375,194.3125
957,Golden Tate,NYG,2019-20,31,41,12.193333333333333,14.03125,PHI,6.8,70.5,70.1,69.8,94.8,72.6,26.5,0.5,1.98,74.0,65.3,63.7,NYG,82.8,-0.13098737936154417,13.836363636363636,28.2,4.933333333333334,26.733333333333334,7.0,0.26666666666666666,53.0,28.6,0.6666666666666666,36.4375,23.875,1.4375,252.9375
959,Breshad Perriman,TB,2019-20,26,43,6.220000000000001,1.6090909090909091,CLE,18.8,64.0,70.9,76.0,92.4,24.8,75.2,0.0,2.54,60.5,81.9,68.3,TB,84.3,2.865536723163842,9.864285714285714,14.5,1.6,13.4,2.5,0.2,34.0,7.6,0.1,39.0625,25.5,2.25,320.3125
960,Tyrell Williams,LV,2019-20,27,44,8.6125,8.6125,LAC,13.3,65.1,66.8,67.8,93.1,41.3,58.5,0.2,1.41,63.4,67.9,71.9,LV,81.3,0.0,10.221428571428572,31.0,2.5625,28.875,3.9375,0.3125,40.8125,12.625,0.375,34.75,23.875,1.1875,234.4375
962,Randall Cobb,DAL,2019-20,29,47,9.588888888888889,10.626666666666667,GB,8.0,66.7,60.2,62.3,94.2,88.1,9.2,2.2,1.13,59.6,65.7,73.4,DAL,84.1,-0.09765788373065667,10.326666666666666,40.0,4.222222222222222,37.666666666666664,6.333333333333333,0.2222222222222222,42.55555555555556,26.666666666666668,0.4444444444444444,32.9375,22.25,1.375,221.125
966,Dede Westbrook,JAX,2019-20,26,50,11.21875,9.557142857142859,JAX,9.1,68.8,71.3,70.0,95.8,88.4,11.2,0.0,1.29,71.9,63.6,71.1,JAX,81.0,0.17386023916292956,10.446666666666665,36.125,4.125,34.625,6.0,0.3125,44.8125,22.6875,0.8125,33.5,20.5625,0.9375,194.3125
968,Sammy Watkins,KC,2019-20,26,52,11.51,9.753333333333334,KC,8.9,75.5,73.5,74.2,92.9,39.3,59.7,1.0,1.81,64.1,78.3,92.7,KC,88.0,0.18010936431989055,9.892857142857142,30.8,4.0,28.6,5.3,0.3,51.9,23.5,0.9,36.4375,24.0625,3.125,309.6875
969,Will Fuller V,HOU,2019-20,25,53,15.185714285714285,11.32,HOU,15.0,76.2,81.2,81.1,90.0,22.4,77.2,0.4,2.24,77.8,79.6,81.1,HOU,80.3,0.34149419485108523,12.181818181818182,35.714285714285715,4.571428571428571,32.142857142857146,6.0,0.5714285714285714,71.85714285714286,23.571428571428573,0.5714285714285714,31.625,21.5625,1.625,236.3125
971,Sterling Shepard,NYG,2019-20,26,54,11.40625,13.136363636363637,NYG,10.7,64.7,67.3,66.2,95.7,58.7,40.5,0.8,1.45,73.0,59.2,63.7,NYG,82.8,-0.13170415224913498,14.180000000000001,39.1875,4.125,37.5,6.375,0.25,54.5,19.75,1.1875,36.4375,23.875,1.4375,252.9375
972,Adam Thielen,MIN,2019-20,29,56,19.20625,14.98125,MIN,10.0,75.8,89.4,89.4,94.4,56.6,42.5,0.9,2.1,90.4,80.6,79.2,MIN,80.9,0.2820191906549855,11.440000000000001,43.375,7.0625,40.9375,9.3125,0.5625,85.8125,26.1875,1.25,37.875,26.5625,1.875,252.25
973,T.Y. Hilton,IND,2019-20,30,57,17.071428571428573,10.975,IND,11.6,65.5,86.6,86.0,93.3,28.5,71.3,0.0,2.54,84.6,81.6,54.8,IND,87.2,0.5554832411324441,12.51,38.285714285714285,5.428571428571429,35.714285714285715,8.285714285714286,0.42857142857142855,90.71428571428571,31.928571428571427,1.0,40.25,27.0,2.4375,278.8125
974,Kenny Stills,HOU,2019-20,27,58,8.96,10.91875,MIA,16.9,61.7,64.4,66.3,93.1,35.8,64.0,0.0,1.27,65.4,63.4,81.1,HOU,80.3,-0.17939324556382358,9.238461538461538,31.133333333333333,2.466666666666667,29.0,4.0,0.4,36.86666666666667,9.0,0.26666666666666666,31.625,21.5625,1.625,236.3125
975,Danny Amendola,DET,2019-20,34,60,8.493333333333334,9.26,MIA,7.3,78.7,66.6,66.1,93.3,79.6,19.6,0.4,1.39,67.3,67.3,76.6,DET,85.2,-0.0827933765298775,9.373333333333333,29.666666666666668,3.933333333333333,27.666666666666668,5.0,0.06666666666666667,38.333333333333336,15.266666666666667,0.13333333333333333,35.875,23.4375,1.375,223.5
976,Alshon Jeffery,PHI,2019-20,29,59,14.253846153846155,12.24375,PHI,11.0,72.2,78.3,77.1,95.7,18.2,81.8,0.0,1.74,80.9,71.0,78.5,PHI,87.7,0.16417324380570938,12.22,38.92307692307692,5.0,37.23076923076923,6.923076923076923,0.46153846153846156,64.84615384615384,20.76923076923077,1.0,37.4375,26.375,1.8125,267.1875
977,Brandin Cooks,LAR,2019-20,26,61,15.2,13.825,LAR,13.2,72.7,79.7,80.5,94.0,28.4,71.0,0.0,2.07,83.0,75.8,84.3,LAR,86.5,0.09945750452079566,8.392857142857142,38.75,5.0,36.4375,6.875,0.3125,75.25,22.0,0.9375,35.5,23.0,2.0,281.6875
980,Corey Davis,TEN,2019-20,24,64,11.475,6.318181818181818,TEN,10.8,60.2,76.4,75.8,94.2,29.8,69.4,0.6,1.83,81.0,70.9,70.3,TEN,85.5,0.8161870503597122,7.673333333333333,32.25,4.0625,30.375,6.75,0.25,55.6875,17.125,0.9375,27.3125,18.3125,1.0,185.9375
981,Phillip Dorsett,NE,2019-20,26,65,5.11875,2.14,NE,12.1,74.4,67.0,65.8,96.2,19.4,80.2,0.0,1.27,63.6,58.5,88.6,NE,87.8,1.3919392523364487,7.2,14.8125,2.0,14.25,2.6875,0.1875,18.125,6.375,0.5,35.875,23.625,1.8125,266.125
982,JuJu Smith-Schuster,PIT,2019-20,23,66,18.55625,14.12142857142857,PIT,9.3,68.9,81.8,81.2,94.0,61.0,39.0,0.0,2.08,85.3,74.0,75.2,PIT,89.7,0.3140490642387456,9.433333333333334,45.5,6.9375,42.75,10.0625,0.4375,89.125,41.25,1.625,43.0625,28.6875,2.1875,313.0
983,Demarcus Robinson,KC,2019-20,25,67,4.675,2.6375,KC,12.2,73.3,58.6,60.4,93.3,19.3,80.0,0.4,1.14,57.4,57.8,92.7,KC,88.0,0.772511848341232,6.30625,16.875,1.375,15.75,1.875,0.25,18.0,7.0625,0.375,36.4375,24.0625,3.125,309.6875
984,Kendrick Bourne,SF,2019-20,24,68,7.16875,3.790909090909091,SF,9.2,70.0,66.6,65.5,92.0,25.4,73.4,1.0,1.33,59.8,67.9,60.5,SF,83.6,0.8910371702637889,6.1125,24.875,2.625,22.875,3.75,0.25,30.4375,9.5,0.75,33.25,20.6875,1.625,241.6875
986,John Ross,CIN,2019-20,24,70,6.5307692307692315,-0.26666666666666666,CIN,15.1,38.2,49.4,50.6,92.0,12.8,86.8,0.5,0.57,53.1,50.0,79.3,CIN,83.2,-25.490384615384617,11.875,30.76923076923077,1.6153846153846154,28.307692307692307,4.230769230769231,0.5384615384615384,16.153846153846153,4.538461538461538,0.8461538461538461,33.875,20.6875,1.6875,205.625
988,Willie Snead IV,BAL,2019-20,27,72,8.4,1.3818181818181818,BAL,8.9,68.1,67.1,66.3,92.2,83.4,15.2,1.3,1.49,73.2,63.0,59.3,BAL,88.7,5.078947368421053,5.94375,29.6875,3.875,27.375,5.6875,0.0625,40.6875,17.5,0.4375,34.75,20.875,1.125,222.375
990,Taylor Gabriel,CHI,2019-20,28,74,9.49375,5.10625,CHI,11.0,73.6,68.9,69.8,93.2,22.3,76.2,1.0,1.43,63.7,73.4,56.5,CHI,89.1,0.8592411260709915,10.033333333333333,32.25,4.1875,30.0625,5.6875,0.125,43.0,14.1875,0.5,32.0,21.5,1.75,222.75
995,Nelson Agholor,PHI,2019-20,26,79,10.3375,12.09375,PHI,10.2,71.1,64.8,64.0,94.5,55.8,42.6,1.1,1.23,62.1,63.1,78.5,PHI,87.7,-0.14521963824289402,8.545454545454545,39.625,4.0,37.4375,5.625,0.25,46.0,21.6875,0.6875,37.4375,26.375,1.8125,267.1875
996,Keelan Cole Sr.,JAX,2019-20,26,80,5.56875,8.3,JAX,10.2,59.4,59.4,59.3,96.3,21.2,78.0,0.6,1.04,75.6,50.1,71.1,JAX,81.0,-0.32906626506024106,4.91875,30.6875,2.375,29.5625,4.0,0.0625,30.6875,8.625,0.375,33.5,20.5625,0.9375,194.3125
997,Alex Erickson,CIN,2019-20,27,82,2.30625,2.225,CIN,9.7,71.4,59.1,57.2,92.1,41.5,56.8,0.8,0.75,58.6,60.3,79.3,CIN,83.2,0.036516853932584185,6.0125,16.066666666666666,1.3333333333333333,14.8,1.8666666666666667,0.0,11.133333333333333,4.4,0.2,33.875,20.6875,1.6875,205.625
999,Allen Hurns,MIA,2019-20,28,83,3.84375,9.940000000000001,DAL,14.5,60.6,64.5,65.0,93.3,16.7,81.4,1.5,1.18,71.7,58.6,82.4,MIA,81.1,-0.6133048289738431,5.971428571428571,16.8125,1.25,15.6875,2.0625,0.125,18.4375,5.0,0.3125,28.4375,18.25,1.625,181.25
1001,Adam Humphries,TEN,2019-20,26,86,11.79375,8.04375,TB,6.0,73.8,75.2,74.0,93.9,83.9,15.2,0.3,1.44,64.7,78.1,70.3,TEN,85.5,0.46620046620046623,7.208333333333333,37.75,4.75,35.4375,6.4375,0.3125,51.0,27.0625,0.8125,27.3125,18.3125,1.0,185.9375
1003,Demaryius Thomas,NYJ,2019-20,32,87,10.446666666666665,12.86875,HOU,10.7,67.8,71.5,71.3,92.7,33.1,66.5,0.4,1.47,67.7,68.5,62.9,NYJ,85.5,-0.18821434353245925,7.754545454545454,33.0,3.933333333333333,30.6,5.8,0.3333333333333333,45.13333333333333,18.6,0.6666666666666666,32.75,18.6875,1.125,197.8125
1006,Albert Wilson,MIA,2019-20,27,90,13.828571428571427,8.923076923076923,MIA,7.8,72.2,82.5,82.7,89.0,33.1,64.1,0.0,3.03,79.3,81.1,82.4,MIA,81.1,0.5497536945812806,6.876923076923077,20.714285714285715,3.7142857142857144,18.428571428571427,5.142857142857143,0.5714285714285714,55.857142857142854,49.285714285714285,0.14285714285714285,28.4375,18.25,1.625,181.25
1010,Geronimo Allison,GB,2019-20,25,94,12.459999999999999,3.0866666666666664,GB,13.3,71.4,61.4,62.2,95.0,11.2,88.8,0.0,1.78,60.9,63.5,86.3,GB,85.7,3.0367170626349895,4.7125,35.8,4.0,34.0,5.6,0.4,60.6,22.6,0.6,40.0,24.5,1.5625,264.875
1011,Josh Reynolds,LAR,2019-20,24,95,6.25,1.7125,LAR,13.9,59.2,68.9,68.3,88.3,29.9,69.3,0.5,1.24,66.8,66.8,84.3,LAR,86.5,2.6496350364963503,3.86875,23.0,1.8125,20.3125,3.0625,0.3125,25.125,8.25,0.8125,35.5,23.0,2.0,281.6875
1014,Seth Roberts,BAL,2019-20,28,98,7.126666666666667,6.033333333333333,LV,8.8,75.0,62.1,61.8,93.5,76.1,17.5,6.5,1.32,60.7,62.0,59.3,BAL,88.7,0.18121546961325974,3.75625,26.733333333333334,3.0,25.0,4.0,0.13333333333333333,32.93333333333333,15.066666666666666,0.13333333333333333,34.75,20.875,1.125,222.375
1017,Paul Richardson Jr.,WAS,2019-20,27,101,8.442857142857143,9.39375,WAS,13.1,60.6,64.7,64.1,93.3,30.3,68.9,0.0,1.11,63.3,63.2,66.9,WAS,84.3,-0.10122611919019109,6.45,36.285714285714285,2.857142857142857,33.857142857142854,4.714285714285714,0.2857142857142857,37.42857142857143,7.428571428571429,0.14285714285714285,31.8125,19.4375,1.0,188.8125
1019,Isaiah McKenzie,BUF,2019-20,24,102,6.5625,0.3,BUF,8.1,62.1,67.0,66.4,90.6,76.7,23.3,0.0,1.24,61.8,69.3,58.0,BUF,85.8,20.875,4.22,19.875,2.25,18.0,3.625,0.0,22.375,9.125,0.125,31.1875,16.9375,0.8125,174.625
1021,Tavon Austin,DAL,2019-20,29,105,5.642857142857143,2.66875,DAL,16.5,66.7,72.6,72.1,92.1,27.6,64.5,5.3,2.0,71.2,67.7,73.4,DAL,84.1,1.114419538307126,3.3857142857142857,10.857142857142858,1.1428571428571428,10.0,1.7142857142857142,0.2857142857142857,20.0,5.428571428571429,0.14285714285714285,32.9375,22.25,1.375,221.125
1022,Marvin Hall,DET,2019-20,26,106,1.93125,1.75,ATL,11.2,52.6,55.9,56.8,95.9,13.9,86.1,0.0,1.27,47.5,62.3,76.6,DET,85.2,0.10357142857142852,4.422222222222222,7.625,0.625,7.3125,1.1875,0.0625,9.3125,3.5625,0.125,35.875,23.4375,1.375,223.5
1023,Jaron Brown,SEA,2019-20,29,107,3.7875,6.41875,SEA,14.7,77.8,66.0,64.2,89.2,37.1,61.1,0.6,1.11,55.4,67.9,84.2,SEA,84.2,-0.40993184031158714,3.4285714285714284,10.4375,0.875,9.3125,1.125,0.3125,10.375,2.9375,0.375,26.6875,17.5,2.1875,193.3125
1029,Chester Rogers,IND,2019-20,25,113,7.31875,5.290909090909091,IND,6.8,74.6,63.3,63.7,95.0,90.7,8.4,0.2,1.22,59.7,65.3,54.8,IND,87.2,0.3832689003436425,3.8083333333333336,27.933333333333334,3.533333333333333,26.533333333333335,4.733333333333333,0.13333333333333333,32.333333333333336,17.333333333333332,0.4666666666666667,40.25,27.0,2.4375,278.8125
1030,Jarius Wright,CAR,2019-20,30,114,6.1,3.1125,CAR,5.8,75.4,63.7,63.0,94.6,87.3,12.0,0.5,1.16,63.1,63.1,70.0,CAR,84.7,0.9598393574297188,3.55625,25.5625,2.6875,24.1875,3.5625,0.0625,27.9375,12.8125,0.3125,35.1875,23.625,1.75,239.75
1031,DeSean Jackson,PHI,2019-20,33,115,12.608333333333334,9.9,TB,19.6,56.9,79.4,80.8,94.5,16.3,83.4,0.0,2.27,90.3,72.1,78.5,PHI,87.7,0.27356902356902363,12.299999999999999,30.083333333333332,3.4166666666666665,28.416666666666668,6.0,0.3333333333333333,64.5,14.75,0.3333333333333333,37.4375,26.375,1.8125,267.1875
1035,Jakeem Grant Sr.,MIA,2019-20,27,120,7.2299999999999995,2.78125,MIA,8.8,67.7,70.5,71.0,93.7,21.7,75.4,0.0,1.63,65.3,74.3,82.4,MIA,81.1,1.5995505617977526,4.59,17.5,2.1,16.4,3.1,0.2,26.8,14.2,0.2,28.4375,18.25,1.625,181.25
1038,Marquise Goodwin,SF,2019-20,29,122,7.945454545454546,10.5375,SF,14.3,56.1,62.7,63.8,94.3,22.3,76.9,0.4,1.59,72.4,61.1,60.5,SF,83.6,-0.2459829612854523,4.233333333333333,24.0,2.090909090909091,22.636363636363637,3.727272727272727,0.36363636363636365,35.90909090909091,11.818181818181818,0.36363636363636365,33.25,20.6875,1.625,241.6875
1044,Cordarrelle Patterson,CHI,2019-20,28,128,6.433333333333334,5.375,NE,6.5,77.8,72.6,73.6,97.2,28.4,63.3,0.0,2.33,75.2,68.0,56.5,CHI,89.1,0.1968992248062016,2.225,7.266666666666667,1.4,7.066666666666666,1.8,0.2,16.466666666666665,11.066666666666666,0.2,32.0,21.5,1.75,222.75
1047,Laquon Treadwell,MIN,2019-20,24,130,4.746666666666667,2.5,MIN,6.0,74.5,51.3,52.1,95.3,21.2,78.8,0.0,0.82,53.0,54.9,79.2,MIN,80.9,0.8986666666666668,2.569230769230769,25.733333333333334,2.3333333333333335,24.533333333333335,3.1333333333333333,0.06666666666666667,20.133333333333333,7.866666666666666,0.26666666666666666,37.875,26.5625,1.875,252.25
1050,Bennie Fowler,NYG,2019-20,28,133,4.1899999999999995,5.125,NYG,10.3,64.0,58.2,57.3,94.9,24.5,75.5,0.0,0.82,59.3,57.5,63.7,NYG,82.8,-0.182439024390244,5.7875,25.7,1.6,24.4,2.5,0.1,19.9,7.7,0.4,36.4375,23.875,1.4375,252.9375
1058,Justin Hardy,ATL,2019-20,28,143,2.45625,3.75625,ATL,6.3,70.0,60.5,58.4,95.0,44.6,50.4,5.0,1.16,55.4,58.4,80.6,ATL,88.1,-0.3460898502495841,2.40625,7.5625,0.875,7.1875,1.25,0.125,8.3125,4.625,0.375,38.5625,26.75,2.25,290.8125
1067,Antonio Brown,NE,2019-20,31,152,21.58,22.164285714285715,PIT,11.6,63.4,79.3,79.0,93.6,20.5,79.5,0.0,1.94,79.8,74.8,88.6,NE,87.8,-0.026361585562359097,16.1,47.733333333333334,6.933333333333334,44.666666666666664,10.933333333333334,1.0,86.46666666666667,32.93333333333333,1.2666666666666666,35.875,23.625,1.8125,266.125
1069,Rashard Higgins,CLE,2019-20,25,153,9.092307692307692,4.573333333333333,CLE,12.0,76.5,68.1,68.2,92.4,29.4,70.3,0.3,1.8,66.7,68.0,79.9,CLE,88.5,0.9881139268894371,1.55,26.46153846153846,3.0,24.46153846153846,3.923076923076923,0.3076923076923077,44.0,11.692307692307692,0.3076923076923077,35.875,22.0625,1.8125,250.4375
1074,T.J. Jones,NYG,2019-20,27,155,3.3333333333333335,5.564285714285715,DET,10.4,76.0,50.4,50.7,92.8,45.4,54.6,0.0,0.59,46.5,54.4,63.7,NYG,82.8,-0.400941377834831,4.266666666666667,23.066666666666666,1.2666666666666666,21.4,1.6666666666666667,0.13333333333333333,12.666666666666666,2.933333333333333,0.2,36.4375,23.875,1.4375,252.9375
1085,Chris Hogan,CAR,2019-20,32,170,6.6375,12.177777777777777,NE,13.1,68.6,55.6,56.9,95.2,48.3,51.7,0.0,1.07,58.2,57.8,70.0,CAR,84.7,-0.45494981751824815,2.1,32.5,2.1875,30.9375,3.1875,0.1875,33.25,12.0625,0.375,35.1875,23.625,1.75,239.75
