player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Matt Kalil,7010,T,MIN,16,0,18,68.1,100,127,33.2,127,69.3,1,100,383,383,59.8,100,207,54,207
Chris Chester,3001,G,WAS,16,0,32,59.5,100,34,8.9,34,62.7,0,100,382,382,64.8,100,302,79.1,302
Bryan Bulaga,5548,T,GB,15,0,12,56.4,100,94,24.6,94,68,1,100,382,382,67,100,222,58.1,222
Kory Lichtensteiger,4422,C,WAS,16,0,32,61.7,100,34,8.9,34,67.3,0,100,382,382,61.5,100,301,78.8,301
Dez Bryant,5549,WR,DAL,16,0,9,68.8,100,156,40.9,156,67.5,0,100,381,381,62.7,100,208,54.6,208
Emmanuel Sanders,5606,WR,DEN,16,0,10,58.1,100,110,28.9,110,55.9,1,97.9,380,388,72.1,99.6,258,67.9,259
Tom Brady,698,QB,NE,16,0,19,60,100,193,50.9,193,60,0,93.1,379,407,60,99.4,155,40.9,156
Kelechi Osemele,7062,G,BLT,14,0,3,65.9,100,30,8,30,82.5,1,100,377,377,85.6,100,303,80.4,303
Josh Sitton,4449,G,GB,16,0,12,74.8,100,94,24.9,94,73.3,1,100,377,377,64.7,100,225,59.7,225
Sammy Watkins,8639,WR,BUF,16,0,4,70.5,100,92,24.5,92,78.4,0,99.5,375,377,68.3,100,250,66.7,250
T.J. Lang,5032,G,GB,16,0,12,67.1,100,93,24.9,93,81,0,100,374,374,84.5,100,218,58.3,218
Lane Johnson,7786,T,PHI,12,0,24,76.3,100,131,35.3,131,86.2,1,100,371,371,86.2,100,220,59.3,220
Alex Boone,5372,G,SF,15,0,28,62.8,100,190,51.4,190,68.5,1,100,370,370,74.1,100,128,34.6,128
Riley Cooper,5682,WR,PHI,16,0,24,79.8,100,118,32.1,118,76.4,0,100,368,368,66.5,100,235,63.9,235
Jeremy Maclin,4942,WR,PHI,16,1,24,63.9,100,126,34.3,126,67.7,1,100,367,367,68.3,100,234,63.8,234
Colin Kaepernick,6188,QB,SF,16,0,28,60,97.3,220,59.9,226,60,0,86.4,367,425,60,87.3,124,33.8,142
Dominic Raiola,820,C,DET,15,0,11,72.6,100,124,34,124,57.9,2,100,365,365,45.1,100,195,53.4,195
Zach Strief,3155,T,NO,16,0,20,72.5,100,106,29,106,69.9,1,100,365,365,68.5,100,198,54.2,198
James Carpenter,6177,G,SEA,13,0,29,61.5,100,22,6,22,59.9,3,100,365,365,59.5,100,304,83.3,304
Philip Rivers,1725,QB,SD,16,0,27,60,100,96,26.3,96,60,0,95.5,365,382,60,99.5,195,53.4,196
Matthew Stafford,4924,QB,DET,16,0,11,60,98.6,136,37.6,138,60,0,93.3,362,388,60,100,202,55.8,202
D.J. Fluker,7792,T,SD,16,0,27,63.2,100,92,25.5,92,75.1,2,100,361,361,76.3,100,184,51,184
Ramon Foster,5229,G,PIT,14,0,25,63,100,171,47.5,171,61.3,1,100,360,360,57.1,100,147,40.8,147
Anquan Boldin,1369,WR,SF,16,1,28,89.5,99.5,187,51.9,188,82,2,99.7,360,361,69.9,100,133,36.9,133
John Sullivan,4501,C,MIN,16,0,18,64.8,100,123,34.3,123,65.4,0,100,359,359,60.8,100,189,52.6,189
Aaron Rodgers,2241,QB,GB,16,0,12,60,100,94,26.4,94,60,0,96.2,356,370,60,100,222,62.4,222
Rodger Saffold,5558,G,SL,16,0,26,45.9,100,102,28.7,102,57.8,0,100,355,355,68,100,205,57.7,205
Justin Pugh,7800,T,NYG,14,0,21,70.1,100,138,39,138,69.5,1,100,354,354,66.5,100,185,52.3,185
Kelvin Benjamin,8663,WR,CAR,16,0,5,72.4,100,181,51.3,181,63.5,5,100,353,353,60.1,100,133,37.7,133
Doug Baldwin,6615,WR,SEA,16,0,29,62.5,100,11,3.1,11,74.9,0,99.7,353,354,72.5,100,317,89.8,317
Jordy Nelson,4350,WR,GB,16,0,12,88.6,100,87,24.6,87,79.1,1,100,353,353,63.5,100,213,60.3,213
Shawn Lauvao,5616,G,WAS,15,0,32,52.8,100,31,8.9,31,60.3,0,100,348,348,62.4,100,276,79.3,276
Levine Toilolo,7915,TE,ATL,16,0,2,75.4,100,168,48.6,168,72.8,1,100,346,346,61,100,147,42.5,147
Alex Smith,2218,QB,KC,15,0,16,60,99.4,159,46,160,60,0,95.8,346,361,60,97.1,166,48,171
Jim Dray,5756,TE,CLV,16,0,8,61.7,100,51,14.7,51,64.6,1,100,346,346,62.2,100,275,79.5,275
Zane Beadles,5570,G,JAX,16,0,15,57.1,100,81,23.4,81,54.1,1,100,346,346,50.7,100,235,67.9,235
Demar Dotson,5410,T,TB,16,0,30,57.8,100,117,34.3,117,67.3,3,100,341,341,71.9,100,190,55.7,190
Davin Joseph,2968,G,SL,15,0,26,52.3,100,96,28.2,96,57,2,100,341,341,58.8,100,195,57.2,195
Jason Kelce,6343,C,PHI,12,1,24,69.2,100,120,35.3,120,80.3,2,100,340,340,81.6,100,207,60.9,207
Chance Warmack,7791,G,TEN,16,0,31,71.1,100,68,20,68,81.5,3,100,340,340,82.4,100,203,59.7,203
Riley Reiff,7029,T,DET,14,0,11,58.9,100,115,33.8,115,71.5,1,100,340,340,77.5,100,179,52.6,179
Andy Levitre,4974,G,TEN,16,1,31,53.7,100,68,20,68,73.1,4,100,340,340,77,100,203,59.7,203
Matt Ryan,4317,QB,ATL,16,0,2,60,100,168,49.6,168,60,0,98.5,339,344,60,100,143,42.2,143
Brandon LaFell,5602,WR,NE,16,0,19,64,100,167,49.4,167,75.7,1,99.4,338,340,67.7,100,128,37.9,128
Vernon Davis,2951,TE,SF,14,0,28,61.2,99.5,185,54.7,186,64.3,1,99.7,338,339,58,100,106,31.4,106
Rueben Randle,7065,WR,NYG,16,0,21,63.6,100,133,39.3,133,65,0,100,338,338,62.6,100,176,52.1,176
Eric Decker,5611,WR,NYJ,15,0,22,68.4,100,84,25,84,71.1,0,100,336,336,68.7,100,221,65.8,221
Geno Smith,7820,QB,NYJ,14,0,22,61.7,94.8,91,27.2,96,62.5,0,92,335,364,61.7,94.5,222,66.3,235
Doug Free,3738,T,DAL,11,0,9,78,100,130,38.9,130,78.5,1,100,334,334,72.9,100,178,53.3,178
Ryan Wendell,4602,G,NE,14,0,19,86.4,100,148,44.4,148,79,1,100,333,333,66.9,100,133,39.9,133
Austin Howard,5847,G,OAK,16,0,23,60.1,100,147,44.3,147,67.1,1,100,332,332,67.8,100,159,47.9,159
Ryan Tannehill,7014,QB,MIA,16,0,17,60,89.7,52,15.8,58,60,0,86.8,330,380,60,90.9,270,81.8,297
Donald Penn,3459,T,OAK,16,0,23,67.7,100,145,43.9,145,72.9,0,100,330,330,77,100,159,48.2,159
Mike McGlynn,4423,G,KC,13,0,16,65.8,100,152,46.2,152,49.3,2,100,329,329,44.4,100,148,45,148
Jermaine Kearse,7428,WR,SEA,15,0,29,93.3,100,16,4.9,16,58.6,1,99.4,329,331,65.7,100,290,88.1,290
Oday Aboushi,7923,G,NYJ,12,0,22,72.7,100,82,25,82,70.4,0,100,328,328,67.8,100,208,63.4,208
Charlie Johnson,3144,G,MIN,14,0,18,56.9,100,108,33,108,56.8,0,100,327,327,60.2,100,176,53.8,176
Luke Joeckel,7784,T,JAX,16,0,15,67.9,100,77,23.5,77,64,3,100,327,327,62.2,100,224,68.5,224
Andrew Luck,7007,QB,IND,16,0,14,60,97,160,49.1,165,60,0,92.4,326,353,60,99.3,139,42.6,140
Stefen Wisniewski,6200,C,OAK,16,0,23,75.5,100,145,44.5,145,76,4,100,326,326,66.2,100,157,48.2,157
Paul Fanaika,5137,G,ARZ,14,0,1,51,100,169,51.8,169,59.7,0,100,326,326,62.3,100,113,34.7,113
Jack Mewhort,8694,G,IND,14,0,14,77.2,100,153,46.9,153,67.1,1,100,326,326,52.6,100,123,37.7,123
Dan Connolly,2540,G,NE,13,0,19,59.5,100,163,50.2,163,62.3,0,100,325,325,63.1,100,114,35.1,114
Owen Daniels,3043,TE,BLT,15,0,3,51.8,100,24,7.4,24,59.8,0,100,325,325,59.5,100,265,81.5,265
Terrance Williams,7855,WR,DAL,16,0,9,70.4,100,124,38.3,124,71,0,100,324,324,61.9,100,188,58,188
Kevin Zeitler,7032,G,CIN,12,0,7,74.8,100,145,44.8,145,82.8,0,100,324,324,89.2,100,146,45.1,146
Justin Blalock,3655,G,ATL,15,0,2,60,100,157,48.8,157,65,1,100,322,322,62.1,100,139,43.2,139
Kyle Long,7801,G,CHI,15,1,6,67.4,100,137,42.8,137,70.6,1,100,320,320,70.9,100,130,40.6,130
Jon Asamoah,5593,G,ATL,15,1,2,69.6,100,154,48.3,154,68.8,1,100,319,319,67,100,136,42.6,136
Ryan Fitzpatrick,2467,QB,HST,12,0,13,60,98.7,76,23.9,77,60,0,94.4,318,337,60,98.7,224,70.4,227
Trent Williams,5529,T,WAS,15,1,32,66.4,100,29,9.2,29,79.5,5,100,316,316,70.4,100,256,81,256
Lance Kendricks,6199,TE,SL,16,0,26,71.1,100,96,30.5,96,68.7,0,100,315,315,60.7,100,175,55.6,175
Terron Armstead,7856,T,NO,14,0,20,62.2,100,101,32.2,101,72.8,0,100,314,314,75.9,100,164,52.2,164
Gosder Cherilus,4331,T,IND,13,0,14,60.3,100,153,48.9,153,59.1,0,100,313,313,58,100,114,36.4,114
Evan Smith,5390,C,TB,15,0,30,59.8,100,106,33.9,106,68.9,2,100,313,313,73.8,100,175,55.9,175
Luke Bowanko,8839,C,JAX,15,1,15,63.4,100,73,23.5,73,63.9,1,100,311,311,66,100,209,67.2,209
Logan Mankins,2249,G,TB,16,0,30,67,100,108,34.7,108,76.4,0,100,311,311,73.3,100,173,55.6,173
Bryan Stork,8740,C,NE,13,0,19,70.8,100,156,50.3,156,62.6,3,100,310,310,53.9,100,111,35.8,111
Jake Matthews,8641,T,ATL,15,1,2,53.8,100,148,47.7,148,53.9,1,100,310,310,47.4,100,131,42.3,131
Keenan Allen,7857,WR,SD,14,0,27,75.3,100,74,23.9,74,72.8,0,100,309,309,68.2,100,156,50.5,156
Derek Carr,8671,QB,OAK,16,1,23,60.5,100,143,46.9,143,60.7,1,94.7,305,322,60.6,97.5,153,50.2,157
Michael Floyd,7019,WR,ARZ,16,0,1,91.6,100,162,53.3,162,91.4,0,100,304,304,68.1,100,112,36.8,112
Brandon Linder,8728,G,JAX,15,0,15,70.4,100,66,21.7,66,72.6,0,100,304,304,70.3,100,209,68.8,209
Patrick Omameh,8277,G,TB,16,0,30,58.9,100,106,34.9,106,68.4,1,100,304,304,68.6,100,167,54.9,167
Malcom Floyd,2044,WR,SD,16,0,27,61.5,100,72,23.8,72,63.2,0,100,303,303,70.1,100,164,54.1,164
Larry Fitzgerald,1724,WR,ARZ,14,1,1,89.1,100,162,53.6,162,82.6,1,100,302,302,59.5,100,113,37.4,113
Cam Newton,6153,QB,CAR,14,0,5,60,87,160,53,184,60,0,80.5,302,375,60,82.9,121,40.1,146
Randall Cobb,6216,WR,GB,16,0,12,60,97.4,75,25,77,54.4,0,96.2,300,312,55,97.5,192,64,197
Eugene Monroe,4931,T,BLT,11,0,3,60.9,100,22,7.3,22,58,2,100,300,300,57.1,100,239,79.7,239
Johnnie Troutman,7651,G,SD,15,0,27,55.9,100,78,26.1,78,57.3,0,100,299,299,49.2,100,148,49.5,148
Brian Hartline,5031,WR,MIA,16,1,17,58,100,45,15.1,45,55.6,1,100,298,298,64.5,100,240,80.5,240
Marcus Gilbert,6215,T,PIT,12,0,25,71.3,100,124,42,124,75.9,0,100,295,295,75.7,100,133,45.1,133
Andrew Norwell,9126,G,CAR,10,0,5,67.6,100,138,46.9,138,69.9,0,100,294,294,68.7,100,120,40.8,120
Larry Warford,7846,G,DET,13,0,11,69.2,100,98,33.3,98,62.4,0,100,294,294,61,100,158,53.7,158
Jermon Bushrod,3741,T,CHI,14,0,6,58.5,100,123,42.3,123,56.8,0,100,291,291,56.9,100,126,43.3,126
Robert Woods,7822,WR,BUF,16,0,4,69.6,100,64,22,64,59.3,0,100,291,291,63.3,100,207,71.1,207
Anthony Fasano,2998,TE,KC,14,0,16,69,100,145,49.8,145,67.2,3,100,291,291,58.8,100,130,44.7,130
Pierre Garcon,4519,WR,WAS,16,0,32,60.9,100,17,5.8,17,74,1,100,291,291,71.5,100,249,85.6,249
Greg Robinson,8637,T,SL,14,0,26,61.9,100,72,24.8,72,67.5,1,100,290,290,58.4,100,175,60.3,175
Ryan Hewitt,9107,FB,CIN,16,0,7,72.1,100,137,47.4,137,80.3,1,99.7,289,290,85.2,100,125,43.3,125
Steve Smith,837,WR,BLT,16,1,3,52,100,21,7.3,21,72.7,2,100,288,288,72.4,100,247,85.8,247
Jeremy Kerley,6305,WR,NYJ,16,0,22,65.6,97.4,75,26.1,77,85.4,0,98.6,287,291,82,100,187,65.2,187
Rhett Ellison,7128,TE,MIN,16,0,18,88,100,110,38.5,110,79.4,0,100,286,286,56.5,100,142,49.7,142
Alshon Jeffery,7048,WR,CHI,16,0,6,89,100,124,43.5,124,88.9,0,97.9,285,291,61.7,100,127,44.6,127
Rob Gronkowski,5567,TE,NE,15,1,19,67.2,100,133,46.7,133,68.1,2,100,285,285,64.5,100,111,38.9,111
Jay Cutler,2956,QB,CHI,15,0,6,60,99.2,132,46.3,133,60,0,93.4,285,305,60,100,119,41.8,119
Torrey Smith,6210,WR,BLT,16,0,3,91.3,100,23,8.1,23,72.9,1,100,284,284,65.5,100,246,86.6,246
Kyle Orton,2323,QB,BUF,12,0,4,60,100,76,26.9,76,60,0,96.6,283,293,60,100,192,67.8,192
Martellus Bennett,4375,TE,CHI,16,0,6,79,100,121,42.8,121,75.8,2,100,283,283,64.5,100,115,40.6,115
Andrew Gardner,5105,T,PHI,12,0,24,69.3,100,91,32.2,91,73.2,1,100,283,283,70.8,100,177,62.5,177
C.J. Fiedorowicz,8700,TE,HST,15,0,13,61.2,100,58,20.5,58,57.9,2,100,283,283,56.6,100,184,65,184
Brandon Pettigrew,4943,TE,DET,14,0,11,71.9,100,112,39.6,112,70.1,1,100,283,283,64.7,100,137,48.4,137
Vincent Jackson,2278,WR,TB,16,0,30,73.2,100,97,34.4,97,74.6,0,100,282,282,69.2,100,155,55,155
Kenny Britt,4953,WR,SL,16,1,26,69.4,100,77,27.3,77,68.2,3,99.3,282,284,62.4,100,171,60.6,171
Jonathan Goodwin,1146,C,NO,14,0,20,63.5,100,72,25.6,72,67.3,0,100,281,281,65.4,100,170,60.5,170
Teddy Bridgewater,8667,QB,MIN,13,0,18,60,100,85,30.4,85,60,0,95.2,280,294,60,97.7,170,60.7,174
Greg Jennings,2997,WR,MIN,16,0,18,84.9,100,79,28.2,79,66.5,0,100,280,280,63.4,100,174,62.1,174
Mike Wallace,5007,WR,MIA,16,0,17,80.7,100,42,15,42,63.5,0,98.6,280,284,62.3,100,221,78.9,221
Kyle Juszczyk,7912,FB,BLT,16,0,3,58.5,100,24,8.6,24,86.4,0,100,279,279,88.6,100,222,79.6,222
Dwayne Bowe,3639,WR,KC,15,0,16,69.5,100,131,47,131,80.9,2,100,279,279,72.9,100,131,47,131
Jerricho Cotchery,1829,WR,CAR,15,0,5,64.6,100,143,51.4,143,67.1,0,100,278,278,63.5,100,104,37.4,104
Michael Ola,9032,T,CHI,13,0,6,64,100,114,41,114,59.1,0,100,278,278,58,100,117,42.1,117
Benjamin Watson,1753,TE,NO,16,0,20,84.1,100,104,37.5,104,68.5,1,100,277,277,52.4,100,130,46.9,130
Daryn Colledge,2992,G,MIA,13,1,17,62.6,100,39,14.2,39,50.4,4,100,274,274,45,100,213,77.7,213
Ed Dickson,5595,TE,CAR,16,0,5,64.2,100,136,50,136,60.7,0,100,272,272,57.5,100,106,39,106
Blake Bortles,8638,QB,JAX,14,0,15,60.3,100,73,27,73,60.7,0,88.2,270,306,60.9,89.2,182,67.4,204
Larry Donnell,7638,TE,NYG,16,0,21,63.7,100,102,37.8,102,65.5,0,100,270,270,59.4,100,139,51.5,139
Michael Hoomanawanui,5655,TE,NE,16,0,19,42.5,100,125,46.3,125,53.9,1,100,270,270,68.2,100,107,39.6,107
Mike Pouncey,6167,G,MIA,12,0,17,67.4,100,44,16.4,44,62.2,0,100,268,268,58.9,100,205,76.5,205
