player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Drew Brees,802,QB,NO,16,659,702,96.9,97,97,14.7,-4,2,0,0,0,95.9,93,18,1.1,97,1,24,78.1,0,0,97,0,100.7,0,0,0,0,0,3,0,0,552,5.7,95.7,69,69,10.5,-4.1,2.03,0,0,0,94.2,65,13,1.5,69,1,18,75.3,0,0,69,0,106.5,0,0,0,0,0,3,0,0,419,6.1,48.6,37,37,5.6,31.8,3.09,0,11,28.9,40.5,15,8,16.7,37,3,16,92.2,0,3,38,0,90.2,0,0,0,0,0,4,5,13.2,543,14.7,74.1,81,81,12.3,13.5,2.74,0,4,4.6,67.9,55,23,8.3,81,5,51,91.1,0,6,87,0,92.3,0,0,0,0,0,4,5,5.7,934,11.5,82.5,160,160,24.3,4.3,2.47,0,0,0,77.5,124,48,6.1,160,8,67,78.7,0,4,169,0,93.1,0,0,0,0,0,5,5,3,1016,6.4,0,51.6,64,64,9.7,30.6,3.06,0,17,24.3,42.2,27,21,18.2,64,6,28,90.8,0,4,70,0,102.9,0,0,0,0,0,8,9,12.9,929,14.5,20,100,12,12,1.8,-3.6,1.76,0,0,0,100,12,2,0,12,0,3,76.1,0,0,12,0,91.7,0,0,0,0,0,0,0,0,72,6,56.3,16,16,2.4,26,2.83,0,3,18.8,50,8,7,11.1,16,1,8,84.2,0,0,16,0,134.9,0,0,0,0,0,3,1,6.3,198,12.4,69.4,36,36,5.5,14.3,3.01,0,5,13.9,63.9,23,8,8,36,2,22,87.5,0,0,36,0,101.6,0,0,0,0,0,0,1,2.8,400,11.1,83.3,66,66,10,4.7,2.45,0,0,0,78.8,52,16,5.5,66,3,28,64.2,0,1,69,0,110.7,0,0,0,0,0,5,2,2.9,397,6,72.8,147,147,22.3,13.9,2.81,0,13,8.4,66,97,39,9.3,147,10,92,93.1,0,7,155,0,94.9,0,0,0,0,0,5,8,5.2,1635,11.1,0,100,16,16,2.4,-3.8,2.06,0,0,0,100,16,3,0,16,0,3,68,0,0,16,0,82.6,0,0,0,0,0,0,0,0,61,3.8,54.5,11,11,1.7,33.1,3.34,0,3,18.8,36.4,4,6,33.3,11,2,4,62.4,0,1,16,0,76.9,0,0,0,0,0,1,3,18.8,188,17.1,73.3,30,30,4.6,14.8,2.74,0,4,12.5,63.3,19,8,13.6,30,3,19,87.7,0,1,32,0,93.9,0,0,0,0,0,1,2,6.3,301,10,90.4,73,73,11.1,4.2,2.19,0,0,0,86.3,63,18,4.5,73,3,24,71.8,0,1,77,0,117.1,0,0,0,0,0,7,2,2.6,423,5.8,84.6,299,299,45.4,4.4,2.4,0,0,0,79.9,239,82,5.5,299,14,119,77,0,6,315,0,102.8,0,0,0,0,0,17,9,2.9,1836,6.1
Matt Ryan,4317,QB,ATL,16,628,683,92.5,80,80,12.7,-2.9,1.94,0,0,0,86.3,69,12,6.8,80,5,23,73.5,0,0,84,0,122.8,0,0,0,0,0,6,0,0,597,7.5,89.6,48,48,7.6,-2.9,1.87,0,0,0,81.3,39,5,9.3,48,4,17,69,0,0,52,0,125.3,0,0,0,0,0,4,0,0,355,7.4,71.4,28,28,4.5,24.8,3.51,0,7,23.3,60.7,17,14,15,28,3,17,98.5,0,1,30,0,101.8,0,0,0,0,0,1,0,0,397,14.2,78,82,82,13.1,14.3,2.76,0,8,9.5,72,59,29,7.8,82,5,55,94.3,0,5,84,0,106.8,0,0,0,0,0,5,5,6,981,12,76.5,179,179,28.5,4.2,2.41,0,0,0,74.3,133,50,2.9,179,4,59,68.1,0,2,184,0,94.5,0,0,0,0,0,5,3,1.6,1111,6.2,0,55.9,68,68,10.8,26.9,3.14,0,18,23.1,44.1,30,24,21.1,68,8,30,97,0,5,78,0,83.4,0,0,0,0,0,5,4,5.1,827,12.2,2,100,15,15,2.4,-2.6,1.98,0,0,0,100,15,2,0,15,0,2,67.4,0,0,15,0,126.9,0,0,0,0,0,1,0,0,137,9.1,36.4,22,22,3.5,27.7,2.69,0,5,19.2,18.2,4,4,50,22,4,4,91,0,1,26,0,62.7,0,0,0,0,0,2,2,7.7,128,5.8,60,35,35,5.6,14.8,2.83,0,2,5.6,60,21,10,0,35,0,20,58.3,0,1,36,0,89.3,0,0,0,0,0,1,5,13.9,333,9.5,83.1,59,59,9.4,3.7,2.36,0,1,1.6,76.3,45,29,8.2,59,4,20,62.4,0,0,61,0,108.2,0,0,0,0,0,3,1,1.6,363,6.2,72.7,139,139,22.1,14.3,2.74,0,14,9.5,66.2,92,43,8.9,139,9,85,91.5,0,6,147,0,100.7,0,0,0,0,0,7,11,7.5,1489,10.7,0,94.1,17,17,2.7,-2.9,2.09,0,0,0,88.2,15,5,6.3,17,1,4,74.8,0,0,17,0,112,0,0,0,0,0,1,0,0,105,6.2,55.6,18,18,2.9,29.1,3.13,0,6,27.3,50,9,6,10,18,1,9,82.7,0,3,22,0,93.3,0,0,0,0,0,2,2,9.1,302,16.8,72.7,22,22,3.5,13.6,2.52,0,4,14.8,54.5,12,4,25,22,4,10,83.2,0,0,27,0,95.8,0,0,0,0,0,1,1,3.7,175,8,79.4,63,63,10,4.2,2.23,0,0,0,73,46,14,8,63,4,15,52.8,0,1,67,0,87.2,0,0,0,0,0,2,2,3,307,4.9,78.4,301,301,47.9,4.1,2.36,0,1,0.3,74.4,224,93,5.1,301,12,94,63.7,0,3,312,0,95.7,0,0,0,0,0,10,6,1.9,1781,5.9
Andrew Luck,7007,QB,IND,16,616,680,97.4,77,77,12.5,-2.8,2.02,0,0,0,93.5,72,10,4,77,3,23,72.1,0,0,78,0,101,0,0,0,0,0,3,0,0,394,5.1,100,46,46,7.5,-3.2,2.14,0,0,0,95.7,44,5,4.3,46,2,14,71.3,0,0,46,0,98.4,0,0,0,0,0,1,0,0,270,5.9,37.9,29,29,4.7,31.5,3.09,0,7,21.2,34.5,10,13,9.1,29,1,10,77,0,2,33,0,93.8,0,0,0,0,0,4,4,12.1,451,15.6,59.7,72,72,11.7,14,3.07,0,3,4,55.6,40,22,7,72,3,38,66.9,0,4,75,0,78.2,0,0,0,0,0,3,7,9.3,675,9.4,78.6,168,168,27.3,4.2,2.6,0,0,0,72.6,122,56,7.6,168,10,61,70.7,0,7,180,0,85.1,0,0,0,0,0,6,2,1.1,1127,6.7,0,47.7,88,88,14.3,28.1,3.02,0,22,22.4,44.3,39,40,7.1,88,3,39,92.7,0,3,98,0,116.5,0,0,0,0,0,12,5,5.1,1387,15.8,14,91.7,12,12,1.9,-2,1.7,0,0,0,91.7,11,2,0,12,0,4,63.7,0,0,13,0,85.8,0,0,0,0,0,0,0,0,55,4.6,25,20,20,3.2,26,2.85,0,2,8,25,5,10,0,20,0,5,56.3,0,0,25,0,89.6,0,0,0,0,0,2,0,0,140,7,60,30,30,4.9,14.3,2.65,0,5,16.7,43.3,13,5,27.8,30,5,12,75.7,0,0,30,0,98.2,0,0,0,0,0,3,1,3.3,192,6.4,80.5,41,41,6.7,4.2,2.34,0,1,2.4,68.3,28,10,15.2,41,5,18,66.1,0,1,42,0,117.7,0,0,0,0,0,5,2,4.8,288,7,60.9,133,133,21.6,14,2.95,0,12,8.6,52.6,70,41,13.6,133,11,67,75,0,5,139,0,84,0,0,0,0,0,7,10,7.2,1154,8.7,0,94.7,19,19,3.1,-2.3,1.93,0,0,0,89.5,17,3,5.6,19,1,5,68.8,0,0,19,0,116.9,0,0,0,0,0,2,0,0,69,3.6,66.7,39,39,6.3,26.8,3.06,0,13,32.5,61.5,24,17,7.7,39,2,24,99.2,0,1,40,0,134.3,0,0,0,0,0,6,1,2.5,796,20.4,64.5,31,31,5,14,2.98,0,4,11.8,54.8,17,14,15,31,3,17,76.2,0,1,34,0,83.7,0,0,0,0,0,1,2,5.9,287,9.3,87.3,63,63,10.2,4,2.47,0,0,0,77.8,49,16,10.9,63,6,26,70.3,0,0,63,0,131,0,0,0,0,0,7,2,3.2,412,6.5,80.9,272,272,44.2,4.2,2.53,0,1,0.4,73.2,199,82,9.5,272,21,105,72.3,0,8,285,0,100.8,0,0,0,0,0,18,6,2.1,1827,6.7
Matthew Stafford,4924,QB,DET,16,602,665,92.2,102,102,16.9,-3.2,1.97,0,0,0,88.2,90,9,4.3,102,4,35,68.7,0,0,106,0,107.4,0,0,0,0,0,4,0,0,677,6.6,95.4,65,65,10.8,-3.3,1.93,0,0,0,92.3,60,4,3.2,65,2,24,69.1,0,0,68,0,114.6,0,0,0,0,0,3,0,0,507,7.8,54.5,22,22,3.7,34.2,3.47,0,12,50,50,11,12,8.3,22,1,11,96.2,0,3,24,0,95.8,0,0,0,0,0,6,3,12.5,397,18,71.6,74,74,12.3,13.7,2.63,0,2,2.5,62.2,46,18,13.2,74,7,42,83.6,0,2,80,0,104.9,0,0,0,0,0,4,2,2.5,786,10.6,78.5,158,158,26.2,4.5,2.26,0,1,0.6,70.9,112,32,9.7,158,12,57,72.2,0,2,162,0,89.5,0,0,0,0,0,2,2,1.2,1116,7.1,0,36.5,63,63,10.5,31.5,3.2,0,18,25,31.7,20,28,13,63,3,20,78.5,0,6,72,0,72.5,0,0,0,0,0,7,5,6.9,703,11.2,11,80,20,20,3.3,-3.1,2.21,0,0,0,75,15,3,6.3,20,1,3,63,0,0,21,0,93.8,0,0,0,0,0,1,0,0,55,2.8,30,20,20,3.3,27.8,2.89,0,3,11.1,20,4,9,33.3,20,2,4,44.8,0,1,27,0,31.7,0,0,0,0,0,0,2,7.4,122,6.1,48.6,37,37,6.1,14.1,2.94,0,5,13.2,48.6,18,14,0,37,0,16,68.4,0,1,38,0,80.2,0,0,0,0,0,2,1,2.6,274,7.4,74.5,47,47,7.8,3.7,2.24,0,0,0,61.7,29,9,17.1,47,6,13,71,0,0,50,0,73.9,0,0,0,0,0,0,0,0,230,4.9,62.4,133,133,22.1,13.8,2.73,0,8,5.7,57.1,76,38,8.4,133,7,68,73.7,0,4,141,0,95.2,0,0,0,0,0,8,6,4.3,1213,9.1,0,94.1,17,17,2.8,-2.8,1.84,0,0,0,88.2,15,2,6.3,17,1,8,64.3,0,0,17,0,94.9,0,0,0,0,0,0,0,0,115,6.8,23.8,21,21,3.5,32.2,3.21,0,3,14.3,23.8,5,7,0,21,0,5,68.8,0,2,21,0,39.9,0,0,0,0,0,1,0,0,184,8.8,54.5,22,22,3.7,13.4,2.7,0,1,4.3,54.5,12,6,0,22,0,10,41.5,0,1,23,0,87.9,0,0,0,0,0,2,3,13,153,7,76.9,52,52,8.6,4.1,2.41,0,0,0,69.2,36,11,10,52,4,16,58.7,0,0,55,0,90.9,0,0,0,0,0,1,0,0,308,5.9,77.4,257,257,42.7,4.3,2.28,0,1,0.4,68.9,177,52,11.1,257,22,86,71,0,2,267,0,86.9,0,0,0,0,0,3,2,0.7,1654,6.4
Ben Roethlisberger,1732,QB,PIT,16,608,650,93.8,96,96,15.8,-2.9,1.95,0,0,0,87.5,84,19,6.7,96,6,27,67.8,0,0,97,0,96.7,0,0,0,0,0,1,1,1,613,6.4,96.9,65,65,10.7,-3.1,2.14,0,0,0,90.8,59,15,6.3,65,4,17,74.3,0,0,66,0,90.8,0,0,0,0,0,0,0,0,376,5.8,47.6,21,21,3.5,31.4,3.26,0,4,18.2,42.9,9,10,10,21,1,9,88.1,0,0,22,0,129.5,0,0,0,0,0,3,0,0,295,14,72.7,77,77,12.7,13.5,2.84,0,3,3.8,66.2,51,22,8.9,77,5,47,79.6,0,3,80,0,100.6,0,0,0,0,0,3,7,8.8,860,11.2,84.4,173,173,28.5,4.1,2.16,0,0,0,78,135,38,7.5,173,11,63,82,0,2,184,0,105.8,0,0,0,0,0,7,1,0.5,1265,7.3,0,41.8,79,79,13,30.7,3.13,0,21,24.1,39.2,31,22,6.1,79,2,31,93.2,0,1,87,0,119.6,0,0,0,0,0,9,2,2.3,1077,13.6,25,80,15,15,2.5,-2.5,1.49,0,0,0,66.7,10,2,16.7,15,2,5,40.9,0,0,15,0,91,0,0,0,0,0,0,1,6.7,120,8,43.3,30,30,4.9,29.6,3.01,0,9,27.3,43.3,13,7,0,30,0,13,90.5,0,1,33,0,86.9,0,0,0,0,0,1,2,6.1,371,12.4,66.7,33,33,5.4,13.9,2.71,0,4,11.1,66.7,22,8,0,33,0,22,86.4,0,0,36,0,138.1,0,0,0,0,0,4,1,2.8,324,9.8,84.1,44,44,7.2,4.9,2.2,0,1,2.3,81.8,36,6,2.7,44,1,15,76.4,0,2,44,0,88.1,0,0,0,0,0,2,1,2.3,266,6,67.6,145,145,23.8,13.5,2.73,0,11,7.1,61.4,89,38,9.2,145,9,83,84.8,0,3,155,0,109.9,0,0,0,0,0,10,8,5.2,1473,10.2,0,93.8,16,16,2.6,-2.3,1.58,0,0,0,93.8,15,2,0,16,0,5,68.1,0,0,16,0,118,0,0,0,0,0,1,0,0,117,7.3,35.7,28,28,4.6,31.4,3.17,0,8,25,32.1,9,5,10,28,1,9,89,0,0,32,0,120.5,0,0,0,0,0,5,0,0,411,14.7,57.1,35,35,5.8,13,2.51,0,4,10.3,45.7,16,8,20,35,4,14,71.4,0,0,39,0,103.2,0,0,0,0,0,3,0,0,289,8.3,76.7,43,43,7.1,5.2,2.17,0,0,0,76.7,33,6,0,43,0,23,73.4,0,1,47,0,105.7,0,0,0,0,0,3,0,0,269,6.3,83.1,260,260,42.8,4.4,2.17,0,1,0.4,78.5,204,50,5.6,260,12,101,83.8,0,5,275,0,102.9,0,0,0,0,0,12,2,0.7,1800,6.9
Ryan Tannehill,7014,QB,MIA,16,590,644,94.2,86,86,14.6,-3.1,1.96,0,0,0,91.9,79,15,2.5,86,2,20,67.9,0,2,89,0,85.9,0,0,0,0,0,2,1,1.1,436,5.1,87.8,41,41,6.9,-3.6,2.3,0,0,0,85.4,35,10,2.8,41,1,8,61.7,0,2,43,0,61.4,0,0,0,0,0,0,1,2.3,148,3.6,30.8,13,13,2.2,31.5,3.21,0,0,0,23.1,3,4,25,13,1,3,40.7,0,1,16,0,42.1,0,0,0,0,0,1,2,12.5,67,5.2,70.2,57,57,9.7,13.9,2.74,0,2,3.1,59.6,34,19,15,57,6,32,69.9,0,2,65,0,109.2,0,0,0,0,0,5,8,12.3,585,10.3,85.3,150,150,25.4,4.8,2.31,0,1,0.6,79.3,119,46,7,150,9,63,86.2,0,3,156,0,98.3,0,0,0,0,0,5,2,1.3,1040,6.9,0,35.3,51,51,8.6,31.1,3.1,0,12,20,27.5,14,27,22.2,51,4,14,74.2,0,2,60,0,66.9,0,0,0,0,0,3,4,6.7,447,8.8,17,100,23,23,3.9,-2.7,1.44,0,0,0,100,23,2,0,23,0,4,69.1,0,0,23,0,96,0,0,0,0,0,0,0,0,162,7,38.9,18,18,3.1,29.2,2.71,0,5,22.7,22.2,4,11,42.9,18,3,4,77.4,0,1,22,0,56.7,0,0,0,0,0,1,1,4.5,148,8.2,58.1,43,43,7.3,14.4,2.9,0,3,6.5,53.5,23,20,8,43,2,22,65.3,0,1,46,0,113.8,0,0,0,0,0,5,2,4.3,393,9.1,84.6,65,65,11,3.5,2.35,0,0,0,83.1,54,15,1.8,65,1,27,76.5,0,0,69,0,111.3,0,0,0,0,0,3,1,1.4,456,7,64.5,141,141,23.9,14,2.85,0,8,5.2,58.9,83,54,8.8,141,8,78,75.4,0,4,153,0,107.6,0,0,0,0,0,12,12,7.8,1351,9.6,0,100,22,22,3.7,-2.5,1.87,0,0,0,95.5,21,3,4.5,22,1,8,68.7,0,0,23,0,120.8,0,0,0,0,0,2,0,0,126,5.7,35,20,20,3.4,32.7,3.39,0,7,31.8,35,7,12,0,20,0,7,87.5,0,0,22,0,96.3,0,0,0,0,0,1,1,4.5,232,11.6,63.4,41,41,6.9,13.6,2.94,0,3,7.1,63.4,26,15,0,41,0,24,81.3,0,1,42,0,98.9,0,0,0,0,0,2,2,4.8,373,9.1,77.4,62,62,10.5,4.4,2.52,0,0,0,69.4,43,19,10.4,62,5,23,64.7,0,1,62,0,85.5,0,0,0,0,0,2,1,1.6,321,5.2,83.4,277,277,46.9,4.4,2.37,0,1,0.3,78,216,80,6.5,277,15,113,83.6,0,4,287,0,100,0,0,0,0,0,10,4,1.4,1817,6.6
