player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Justin Herbert,28237,QB,LAC,17,699,764,96.9,127,127,18.2,-3.8,2.3,0,0,0,93.7,119,27,3.3,127,4,25,69.9,0,0,130,0,87.9,0,0,0,0,0,1,1,0.8,568,4.5,98,51,51,7.3,-4.3,2.18,0,0,0,98,50,13,0,51,0,10,68.9,0,0,52,0,93.6,0,0,0,0,0,1,0,0,250,4.9,42.1,19,19,2.7,27.5,3.28,0,6,30,42.1,8,5,0,19,0,8,93.1,0,0,20,0,124.3,0,0,0,0,0,2,0,0,263,13.8,67.3,55,55,7.9,13.4,2.73,0,1,1.8,63.6,35,12,5.4,55,2,31,81.5,0,2,57,0,105.9,0,0,0,0,0,3,3,5.3,631,11.5,87.2,148,148,21.2,4.2,2.49,0,0,0,80.4,119,39,7.8,148,10,51,85.8,0,3,150,0,93.5,0,0,0,0,0,3,0,0,1014,6.9,0,38.2,68,68,9.7,28.4,3.14,0,17,22.4,35.3,24,27,7.7,68,2,24,90.1,0,3,76,0,95.5,0,0,0,0,0,7,2,2.6,785,11.5,27,97.7,43,43,6.2,-3.7,2.59,0,0,0,90.7,39,8,7.1,43,3,7,69.9,0,0,44,0,80.6,0,0,0,0,0,0,0,0,144,3.3,37.5,24,24,3.4,29.4,3.18,0,7,25.9,37.5,9,14,0,24,0,9,82.6,0,3,27,0,85.4,0,0,0,0,0,3,2,7.4,319,13.3,75,28,28,4,13.9,2.83,0,5,16.7,75,21,7,0,28,0,20,88.1,0,0,30,0,140.3,0,0,0,0,0,2,1,3.3,349,12.5,83.6,67,67,9.6,4,2.47,0,0,0,76.1,51,19,8.9,67,5,22,63.5,0,1,68,0,94.6,0,0,0,0,0,2,1,1.5,408,6.1,65,123,123,17.6,13.8,2.98,0,7,5.4,62.6,77,37,3.8,123,3,70,81.8,0,2,129,0,107.8,0,0,0,0,0,6,6,4.7,1301,10.6,0,93.9,33,33,4.7,-3,2.13,0,0,0,90.9,30,6,3.2,33,1,8,62.1,0,0,34,0,88.6,0,0,0,0,0,0,1,2.9,174,5.3,36,25,25,3.6,28.2,2.99,0,4,13.8,28,7,8,22.2,25,2,7,69.9,0,0,29,0,87.6,0,0,0,0,0,2,0,0,203,8.1,55,40,40,5.7,14.2,3.45,0,1,2.4,52.5,21,18,4.5,40,1,19,61.5,0,0,42,0,87.6,0,0,0,0,0,1,2,4.8,321,8,85.6,104,104,14.9,3.7,2.59,0,0,0,83.7,87,33,2.2,104,2,37,66.3,0,1,106,0,108.5,0,0,0,0,0,6,0,0,663,6.4,85.9,319,319,45.6,4,2.52,0,0,0,80.6,257,91,6.2,319,17,110,78.1,0,5,324,0,98.9,0,0,0,0,0,11,1,0.3,2085,6.5
Tom Brady,698,QB,TB,17,733,761,93,128,128,17.5,-3,1.62,0,0,0,89.8,115,8,3.4,128,4,28,67.5,0,0,132,0,97.9,0,0,0,0,0,4,1,0.8,638,5,94,84,84,11.5,-3.3,1.6,0,0,0,91.7,77,6,2.5,84,2,18,67.5,0,0,86,0,94,0,0,0,0,0,1,1,1.2,472,5.6,52.9,17,17,2.3,27.7,2.99,0,8,42.1,47.1,8,4,11.1,17,1,8,95.1,0,0,19,0,92.3,0,0,0,0,0,0,0,0,208,12.2,50,72,72,9.8,13.8,2.66,0,8,10.3,44.4,32,18,11.1,72,4,28,60.8,0,3,78,0,59.3,0,0,0,0,0,1,8,10.3,569,7.9,83.9,218,218,29.7,4.3,2.24,0,0,0,77.5,169,35,7.7,218,14,76,77.2,0,3,229,0,99.4,0,0,0,0,0,8,4,1.7,1375,6.3,0,36.2,69,69,9.4,30.2,2.84,0,24,31.2,34.8,24,13,4,69,1,24,95.1,0,1,77,0,89.3,0,0,0,0,0,4,1,1.3,745,10.8,30,85.7,21,21,2.9,-2.4,1.77,0,0,0,81,17,1,5.6,21,1,6,59.9,0,0,22,0,104.2,0,0,0,0,0,1,0,0,109,5.2,28.6,28,28,3.8,30.1,2.86,0,6,20,28.6,8,5,0,28,0,8,76.5,0,1,30,0,47.6,0,0,0,0,0,0,1,3.3,238,8.5,63.6,33,33,4.5,14,2.66,0,0,0,60.6,20,4,4.8,33,1,19,75.5,0,1,38,0,89.8,0,0,0,0,0,1,2,5.3,315,9.5,84.3,70,70,9.5,3.7,2.05,0,0,0,80,56,7,5.1,70,3,25,71.6,0,0,76,0,99.3,0,0,0,0,0,2,0,0,389,5.6,54.8,135,135,18.4,13.9,2.63,0,10,6.7,51.1,69,28,6.8,135,5,64,67.4,0,5,150,0,75.5,0,0,0,0,0,4,12,8,1178,8.7,0,95.7,23,23,3.1,-2.3,1.58,0,0,0,91.3,21,1,4.5,23,1,4,66.9,0,0,24,0,108.2,0,0,0,0,0,2,0,0,57,2.5,33.3,24,24,3.3,32,2.72,0,10,35.7,33.3,8,4,0,24,0,8,94.5,0,0,28,0,121.4,0,0,0,0,0,4,0,0,299,12.5,56.7,30,30,4.1,14.1,2.51,0,2,5.9,56.7,17,6,0,30,0,17,64.2,0,1,34,0,98.5,0,0,0,0,0,2,2,5.9,294,9.8,89.6,67,67,9.1,3.9,2.1,0,0,0,85.1,57,9,5,67,3,21,72.3,0,0,67,0,105.1,0,0,0,0,0,3,0,0,378,5.6,85.1,355,355,48.4,4.1,2.18,0,0,0,79.4,282,51,6.6,355,20,122,78.8,0,3,372,0,100.5,0,0,0,0,0,13,4,1.1,2142,6
Patrick Mahomes,11765,QB,KC,17,647,722,93.6,109,109,16.8,-3.5,1.65,0,0,0,93.6,102,9,0,109,0,41,72.1,0,1,112,0,117.2,0,0,0,0,0,9,0,0,703,6.4,96.4,84,84,13,-3.7,1.55,0,0,0,96.4,81,6,0,84,0,36,73.8,0,0,86,0,124.6,0,0,0,0,0,7,0,0,607,7.2,68.8,16,16,2.5,31.5,3.36,0,9,40.9,62.5,10,6,9.1,16,1,10,96.5,0,0,22,0,145.8,0,0,0,0,0,2,1,4.5,336,21,62.3,69,69,10.7,13.5,3.18,0,3,4,56.5,39,27,9.3,69,4,37,79.3,0,7,75,0,81.7,0,0,0,0,0,5,7,9.3,794,11.5,87.5,160,160,24.7,4.7,2.53,0,0,0,78.8,126,41,10,160,14,71,91.2,0,1,164,0,115.4,0,0,0,0,0,10,0,0,1173,7.3,0,47.6,63,63,9.7,29.8,3.25,0,24,31.2,44.4,28,24,6.7,63,2,28,93.3,0,0,77,0,107.1,0,0,0,0,0,3,3,3.9,912,14.5,16,91.7,12,12,1.9,-3.1,1.79,0,0,0,91.7,11,0,0,12,0,1,63.5,0,0,13,,80.2,0,0,0,0,0,0,0,0,39,3.3,33.3,21,21,3.2,30.3,3.22,0,6,27.3,33.3,7,9,0,21,0,7,72.5,0,0,22,0,92.4,0,0,0,0,0,1,1,4.5,235,11.2,72,25,25,3.9,13.3,3.03,0,1,3.6,64,16,9,11.1,25,2,16,75.5,0,1,28,0,108.6,0,0,0,0,0,2,2,7.1,259,10.4,78.3,69,69,10.7,4,2.26,0,0,0,75.4,52,14,3.7,69,2,27,68,0,0,70,0,123,0,0,0,0,0,6,1,1.4,482,7,65.4,133,133,20.6,13.5,3.17,0,7,4.8,60.9,81,47,6.9,133,6,78,87.4,0,9,145,0,96.1,0,0,0,0,0,9,10,6.9,1561,11.7,0,76.9,13,13,2,-2.5,2.15,0,0,0,76.9,10,3,0,13,0,4,59.4,0,1,13,0,92,0,0,0,0,0,2,0,0,57,4.4,46.2,26,26,4,28.5,3.21,0,9,27.3,42.3,11,9,8.3,26,1,11,86.9,0,0,33,0,89.4,0,0,0,0,0,0,1,3,341,13.1,66.7,39,39,6,13.7,3.24,0,3,7.1,66.7,26,11,0,39,0,25,88.2,0,1,42,0,116.1,0,0,0,0,0,2,1,2.4,508,13,82.5,57,57,8.8,4.3,2.36,0,2,3.3,78.9,45,11,4.3,57,2,27,65.7,0,1,60,0,113.5,0,0,0,0,0,4,2,3.3,420,7.4,84.3,286,286,44.2,4.5,2.43,0,2,0.7,78,223,66,7.5,286,18,125,86.1,0,2,294,0,117.3,0,0,0,0,0,20,3,1,2075,7.3
Kirk Cousins,7102,QB,MIN,17,643,701,94.3,87,87,13.5,-2.9,2.06,0,0,0,93.1,81,12,1.2,87,1,23,72.9,0,0,91,0,100.5,0,0,0,0,0,3,0,0,466,5.4,92.2,51,51,7.9,-3.5,1.97,0,0,0,90.2,46,6,2.1,51,1,14,71.8,0,0,54,0,91.3,0,0,0,0,0,1,0,0,222,4.4,57.1,14,14,2.2,29.3,3.26,0,4,22.2,50,7,7,12.5,14,1,6,68.8,0,3,18,0,80.1,0,0,0,0,0,1,3,16.7,251,17.9,70.8,65,65,10.1,13.6,2.91,0,2,2.8,69.2,45,22,2.2,65,1,45,83.9,0,3,72,0,113.2,0,0,0,0,0,5,7,9.7,733,11.3,82.2,152,152,23.6,4.3,2.68,0,0,0,78.9,120,40,4,152,5,51,79.7,0,1,158,0,95.9,0,0,0,0,0,3,0,0,925,6.1,0,50.8,63,63,9.8,27.6,3.08,0,19,26.4,46,29,30,9.4,63,3,28,91.5,0,6,72,0,79.4,0,0,0,0,0,5,4,5.6,996,15.8,18,100,16,16,2.5,-2.4,2.47,0,0,0,100,16,2,0,16,0,5,68.7,0,0,17,0,143.2,0,0,0,0,0,2,0,0,142,8.9,48.3,29,29,4.5,28.8,3.14,0,12,40,41.4,12,13,14.3,29,2,12,96.1,0,1,30,0,97.3,0,0,0,0,0,2,0,0,450,15.5,58.3,48,48,7.5,14.3,2.71,0,4,8.2,52.1,25,15,10.7,48,3,23,67.6,0,3,49,0,82.9,0,0,0,0,0,4,4,8.2,411,8.6,89.2,65,65,10.1,3.7,2.41,0,0,0,86.2,56,15,3.4,65,2,22,60.9,0,1,70,0,102.6,0,0,0,0,0,3,1,1.4,421,6.5,61.4,145,145,22.6,13.9,2.8,0,11,7.1,57.9,84,48,5.6,145,5,81,81.7,0,6,154,0,100,0,0,0,0,0,12,11,7.1,1366,9.4,0,95,20,20,3.1,-1.9,1.97,0,0,0,95,19,4,0,20,0,4,65.9,0,0,20,0,87.9,0,0,0,0,0,0,0,0,102,5.1,50,20,20,3.1,24.9,2.89,0,3,12.5,50,10,10,0,20,0,10,71.3,0,2,24,0,89.6,0,0,0,0,0,2,1,4.2,295,14.8,46.9,32,32,5,14.1,2.71,0,5,15.2,43.8,14,11,6.7,32,1,13,76.1,0,0,33,0,98.7,0,0,0,0,0,3,0,0,222,6.9,80.6,72,72,11.2,3.5,2.34,0,0,0,75,54,12,6.9,72,4,24,58.1,0,0,75,0,100.1,0,0,0,0,0,3,3,4,373,5.2,83.4,289,289,44.9,4,2.54,0,0,0,79.6,230,67,4.6,289,11,97,71.9,0,2,303,0,98.9,0,0,0,0,0,9,4,1.3,1719,5.9
Joe Burrow,28022,QB,CIN,16,606,676,93.6,94,94,15.5,-2.9,1.94,0,0,0,89.4,84,9,4.5,94,4,26,70.3,0,0,98,0,101.2,0,0,0,0,0,4,0,0,458,4.9,92.5,40,40,6.6,-3.1,1.89,0,0,0,87.5,35,4,5.4,40,2,13,69.2,0,0,42,0,109.6,0,0,0,0,0,2,0,0,252,6.3,36.4,11,11,1.8,29.5,2.86,0,2,18.2,36.4,4,2,0,11,0,4,64.6,0,1,11,0,86.2,0,0,0,0,0,3,2,18.2,150,13.6,83,47,47,7.8,13.5,2.6,0,4,7.7,76.6,36,6,7.7,47,3,32,92.9,0,3,52,0,112.7,0,0,0,0,0,3,3,5.8,659,14,89.9,148,148,24.4,4.3,2.24,0,0,0,85.8,127,22,4.5,148,6,56,92.6,0,3,153,0,104.1,0,0,0,0,0,6,0,0,1148,7.8,0,44.2,52,52,8.6,28.3,2.65,0,21,33.9,38.5,20,10,13,52,3,20,95,0,1,62,0,117.8,0,0,0,0,0,8,3,4.8,692,13.3,7,100,24,24,4,-2.6,2,0,0,0,95.8,23,4,4.2,24,1,7,69.6,0,0,26,0,82.8,0,0,0,0,0,0,0,0,93,3.9,50,16,16,2.6,28.1,2.66,0,6,30,37.5,6,4,25,16,2,6,87.6,0,0,20,0,125,0,0,0,0,0,3,0,0,232,14.5,62.8,43,43,7.1,13.5,2.52,0,2,4.3,58.1,25,11,7.4,43,2,25,83.3,0,0,46,0,116.2,0,0,0,0,0,3,1,2.2,438,10.2,73.2,56,56,9.2,4,2.4,0,0,0,73.2,41,9,0,56,0,16,69.5,0,0,62,0,98.8,0,0,0,0,0,2,0,0,320,5.7,65.7,134,134,22.1,13.6,2.58,0,10,7,60.4,81,31,8,134,7,77,90.1,0,6,142,0,101.6,0,0,0,0,0,9,6,4.2,1461,10.9,0,90,30,30,5,-3,1.95,0,0,0,86.7,26,1,3.7,30,1,6,63.3,0,0,30,0,104.6,0,0,0,0,0,2,0,0,113,3.8,44,25,25,4.1,28,2.56,0,13,41.9,40,10,4,9.1,25,1,10,97.1,0,0,31,0,113.8,0,0,0,0,0,2,1,3.2,310,12.4,50,44,44,7.3,14,2.6,0,4,9.1,45.5,20,14,9.1,44,2,20,64.9,0,3,44,0,68.8,0,0,0,0,0,3,2,4.5,364,8.3,80.5,77,77,12.7,4.5,2.2,0,0,0,79.2,61,14,1.6,77,1,24,75.3,0,2,78,0,103.2,0,0,0,0,0,6,1,1.3,396,5.1,84,281,281,46.4,4.3,2.26,0,0,0,81.5,229,45,3,281,7,96,90.4,0,5,293,0,103.5,0,0,0,0,0,14,1,0.3,1864,6.6
Josh Allen,46601,QB,BUF,16,567,659,87.9,66,66,11.6,-2.8,1.78,0,0,0,78.8,52,12,10.3,66,6,18,63.6,0,0,66,0,88.6,0,0,0,0,0,1,0,0,268,4.1,87.1,31,31,5.5,-2.9,1.64,0,0,0,80.6,25,4,7.4,31,2,10,63.4,0,0,31,0,95.4,0,0,0,0,0,1,0,0,134,4.3,61.9,21,21,3.7,29.8,3.45,0,9,37.5,61.9,13,7,0,21,0,13,92.5,0,3,24,0,105.8,0,0,0,0,0,4,3,12.5,517,24.6,76.8,56,56,9.9,13.5,3.03,0,2,3.4,66.1,37,16,14,56,6,34,91.6,0,2,59,0,113.5,0,0,0,0,0,5,3,5.1,557,9.9,83.9,124,124,21.9,4.2,2.35,0,0,0,78.2,97,26,6.7,124,7,42,81.3,0,2,128,0,96.9,0,0,0,0,0,3,2,1.6,859,6.9,0,45.8,83,83,14.6,29.5,3.46,0,30,31.6,41,34,34,10.5,83,4,34,91.5,0,5,95,0,102.8,0,0,0,0,0,11,10,10.5,1170,14.1,4,88.9,18,18,3.2,-2.6,1.81,0,0,0,72.2,13,2,18.8,18,3,5,62.1,0,0,18,0,77.8,0,0,0,0,0,0,0,0,67,3.7,31.3,32,32,5.6,27.9,3.42,0,9,25,28.1,9,13,10,32,1,9,69.6,0,0,36,0,93.1,0,0,0,0,0,3,3,8.3,267,8.3,64.7,34,34,6,14.4,2.91,0,4,11.1,52.9,18,10,18.2,34,4,17,83.5,0,1,36,0,99.6,0,0,0,0,0,3,1,2.8,296,8.7,77.4,62,62,10.9,4.7,2.41,0,0,0,71,44,14,8.3,62,4,19,66.7,0,1,63,0,93.3,0,0,0,0,0,3,1,1.6,338,5.5,70.1,127,127,22.4,14.1,3.13,0,14,10.4,61.4,78,37,12.4,127,11,74,92.7,0,4,135,0,120,0,0,0,0,0,16,7,5.2,1228,9.7,0,88.2,17,17,3,-2.6,2,0,0,0,82.4,14,6,6.7,17,1,3,61.7,0,0,17,0,83.1,0,0,0,0,0,0,0,0,67,3.9,50,30,30,5.3,31,3.51,0,12,34.3,40,12,14,20,30,3,12,91.4,0,2,35,0,99.3,0,0,0,0,0,4,4,11.4,386,12.9,64.9,37,37,6.5,14.8,3.48,0,8,20,62.2,23,11,4.2,37,1,23,86.7,0,1,40,0,124.4,0,0,0,0,0,8,3,7.5,375,10.1,88.9,63,63,11.1,3.9,2.37,0,0,0,85.7,54,9,3.6,63,2,25,61.9,0,2,68,0,86.5,0,0,0,0,0,1,1,1.5,420,6.7,83.5,249,249,43.9,4.2,2.37,0,0,0,78.3,195,49,6.3,249,13,86,75.4,0,5,259,0,94.7,0,0,0,0,0,7,4,1.5,1617,6.5
